Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,PENB,Design,Heating,Front garden,Total number of floors,Age,New building,Renovation,Developer name,Project name,Kód jednotky,Administration fee,Investment Advisor
697322,"CZK 13,000",50.0927817,14.4969663,"Spojovací, Prague - Žižkov",1 bedroom with open-plan kitchen,48 m²,"CZK 2,000",Furnished,3.0,Yes,No,No,No,Yes,Yes,No,31. 01. 2022,210.0,437,252,746,184,449,586,400,731,77.0,Excellent,"CZK 13,000",Personal,Brick building,G,,,,,,,,,,,,
680046,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",2 bedroom,46 m²,"CZK 12,000",Furnished,5.0,No,No,No,No,No,Yes,No,02. 01. 2022,156.0,408,244,342,59,242,281,281,533,788.0,,,,,,,,,,,,,,,,,
697317,"CZK 60,000",50.0844534,14.4142848,"Náprstkova, Prague - Staré Město",2 bedroom,120 m²,"CZK 20,000",Furnished,2.0,No,No,No,No,No,No,No,02. 01. 2022,81.0,691,54,466,24,287,520,610,545,144.0,,,,,,,,,,,,,,,,,
680003,"CZK 52,500",50.090911,14.4295366,"Soukenická, Prague - Nové Město",2 bedroom with open-plan kitchen,90 m²,"CZK 17,500",Furnished,4.0,No,No,No,No,No,Yes,Yes,02. 01. 2022,144.0,325,176,152,60,230,49,259,388,439.0,,,,,,,,,,,,,,,,,
697316,"CZK 13,000",50.07216,14.45732,"Mexická, Prague - Vršovice",1 bedroom with open-plan kitchen,42 m²,"CZK 3,000",Furnished,4.0,No,No,No,No,No,Yes,No,01. 02. 2022,156.0,664,113,441,0,438,252,382,677,378.0,Excellent,"CZK 16,000",Personal,Brick building,G,,,,,,,,,,,,
575806,"CZK 12,500",50.0881533,14.4637957,"Domažlická, Prague - Žižkov",1 bedroom,48 m²,"CZK 3,000",Partially furnished,1.0,No,No,Yes,Yes,No,Yes,No,15. 12. 2021,194.0,618,207,242,136,430,606,647,508,395.0,Excellent,"CZK 25,000",Cooperative,Brick building,G,,Other,,Raised ground floor,,,Overall,,,,,
697312,"CZK 15,400",50.06456,14.432,"Křesomyslova, Prague - Nusle",1 bedroom,53 m²,"CZK 2,450",Furnished,1.0,No,No,No,No,Yes,No,No,05. 01. 2022,222.0,514,301,599,318,288,130,320,163,409.0,Excellent,"CZK 17,850",Personal,Brick building,G,,,,,,,,,,,,
680081,"CZK 33,750",50.0800377,14.4184609,"Opatovická, Prague - Nové Město",1 bedroom,,"CZK 11,250",Furnished,3.0,No,No,No,No,No,No,No,02. 01. 2022,208.0,625,166,256,8,279,151,489,199,646.0,,,,,,,,,,,,,,,,,
695762,"CZK 12,750",50.0918009,14.4831556,"Jeseniova, Prague - Žižkov",1 bedroom,30 m²,"CZK 4,250",Furnished,4.0,No,No,No,No,No,Yes,No,10. 01. 2022,178.0,631,174,322,117,255,305,146,116,321.0,,,,,,,,,,,,,,,,,
679998,"CZK 37,500",50.0932606,14.457484,"Lyčkovo náměstí, Prague - Karlín",1 bedroom,46 m²,"CZK 12,500",Furnished,3.0,No,No,No,No,No,Yes,No,02. 01. 2022,254.0,835,179,436,125,299,66,"1,356",350,193.0,,,,,,,,,,,,,,,,,
697309,"CZK 9,700",50.01448,14.42836,"Dobevská, Prague - Kamýk",1 bedroom,30 m²,"CZK 2,300",Partially furnished,10.0,No,No,Yes,No,No,Yes,No,30. 12. 2021,279.0,"1,491",100,"1,483",864,858,563,140,758,461.0,Excellent,"CZK 12,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
680093,"CZK 32,400",50.091319,14.4234523,"U Obecního dvora, Prague - Staré Město",2 bedroom,62 m²,"CZK 10,800",Furnished,2.0,No,No,No,No,No,Yes,No,02. 01. 2022,116.0,432,102,253,102,270,297,393,201,165.0,,,,,,,,,,,,,,,,,
680055,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",1 bedroom,62 m²,"CZK 12,000",Furnished,1.0,No,Yes,No,No,No,Yes,No,02. 01. 2022,156.0,408,244,342,59,242,281,281,533,788.0,,,,,,,,,,,,,,,,,
690488,"CZK 18,000",50.0820746,14.482309,"Na Třebešíně, Prague - Strašnice",1 bedroom with open-plan kitchen,46 m²,"CZK 6,000",Furnished,1.0,No,No,No,No,No,No,No,02. 01. 2022,211.0,"1,258",662,"1,150",181,848,"1,132",609,96,214.0,,,,,,,,,,,,,,,,,
672188,"CZK 23,500",50.00133,14.43075,"Pertoldova, Prague - Modřany",3 bedroom with open-plan kitchen,75 m²,"CZK 4,000",Partially furnished,6.0,No,No,Yes,Yes,Yes,Yes,No,13. 07. 2021,319.0,"1,433",760,133,179,"1,234",309,,,,Excellent,"CZK 27,500",Personal,Prefab concrete building,G,,,,,,,,,,,,
679675,"CZK 20,400",50.08528,14.3715,"Pod Drinopolem, Prague - Břevnov",2 bedroom,45 m²,"CZK 3,000",Furnished,2.0,No,No,No,No,Yes,Yes,No,15. 12. 2021,190.0,632,356,446,148,308,336,168,614,496.0,Excellent,"CZK 23,400",Cooperative,Brick building,G,,District heating,,,,,Interior,,,,,
291697,"CZK 9,000",50.0517467,14.5312487,"Hornoměcholupská, Prague - Hostivař",1 bedroom with open-plan kitchen,32 m²,"CZK 1,800",Furnished,1.0,No,No,No,No,No,No,No,,201.0,"1,126",476,"1,078",112,"1,130",566,635,499,503.0,,,Personal,Brick building,,,,,,,,,,,,,
503804,"CZK 17,900",50.0537918,14.4363826,"Kotorská, Prague - Nusle",2 bedroom with open-plan kitchen,63 m²,"CZK 3,400",Partially furnished,3.0,Yes,No,No,No,No,Yes,No,,248.0,790,4,418,143,277,446,296,549,309.0,Excellent,"CZK 20,000",Personal,Prefab concrete building,,,District heating,,,,,Overall,,,,,
680075,"CZK 37,500",50.0372353,14.482405,"Hněvkovská, Prague - Chodov",1 bedroom with open-plan kitchen,40 m²,"CZK 12,500",Furnished,-1.0,No,Yes,No,No,No,No,No,02. 01. 2022,469.0,"1,480",408,"1,340",370,"1,305",889,"1,194",334,309.0,,,,,,,,,,,,,,,,,
689077,"CZK 26,250",50.0633237,14.4440058,"Mečislavova, Prague - Nusle",1 bedroom with open-plan kitchen,65 m²,"CZK 8,750",Furnished,2.0,No,No,No,No,No,No,No,02. 01. 2022,242.0,542,99,271,176,314,456,822,634,593.0,,,,,,,,,,,,,,,,,
680004,"CZK 47,250",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,50 m²,"CZK 15,750",Furnished,4.0,Yes,No,No,No,No,Yes,Yes,26. 01. 2022,144.0,325,176,152,60,230,49,259,388,439.0,,,,,,,,,,,,,,,,,
689498,"CZK 27,495",50.0746503,14.439294,"Blanická, Prague - Vinohrady",2 bedroom,90 m²,"CZK 9,165",Furnished,4.0,No,No,No,No,No,Yes,No,31. 01. 2022,83.0,392,96,325,138,397,121,465,650,613.0,,,,,,,,,,,,,,,,,
645022,"CZK 18,500",50.06184,14.435214,"Žateckých, Prague - Nusle",2 bedroom,58 m²,"CZK 2,500",Partially furnished,5.0,No,No,No,No,No,No,No,01. 04. 2022,240.0,702,202,624,59,546,74,393,473,367.0,Excellent,"CZK 36,999",Cooperative,Brick building,G,Standard materials and solutions,Gas boiler,50 m²,Top floor,,,Interior,,,,,
627253,"CZK 11,900",50.104796,14.472328,"Vojenova, Prague - Libeň",Studio,36 m²,"CZK 2,600",Furnished,3.0,Yes,No,No,No,No,Yes,No,01. 03. 2022,107.0,544,81,96,120,97,348,596,476,142.0,New build,"CZK 15,000",Personal,Brick building,B,,,,,1 to 10 years years,,,,,,,
692616,"CZK 38,775",50.0839169,14.3777998,"Heleny Malířové, Prague - Břevnov",3 bedroom with open-plan kitchen,125 m²,"CZK 12,925",Furnished,4.0,No,No,No,No,No,Yes,Yes,16. 01. 2022,279.0,"1,063",211,637,36,418,338,422,149,297.0,,,,,,,,,,,,,,,,,
696995,"CZK 41,250",50.0908563,14.4202783,"Dušní, Prague - Josefov",1 bedroom with open-plan kitchen,80 m²,"CZK 13,750",Furnished,6.0,No,Yes,No,No,No,Yes,No,02. 01. 2022,120.0,466,224,270,88,288,156,399,230,467.0,,,,,,,,,,,,,,,,,
697278,"CZK 21,375",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",2 bedroom,50 m²,"CZK 7,125",Furnished,-1.0,No,No,No,No,No,No,No,02. 01. 2022,211.0,382,250,989,170,745,812,"1,050",387,543.0,,,,,,,,,,,,,,,,,
697277,"CZK 21,375",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",1 bedroom with open-plan kitchen,45 m²,"CZK 7,125",Furnished,2.0,No,No,No,No,No,No,No,02. 01. 2022,211.0,382,250,989,170,745,812,"1,050",387,543.0,,,,,,,,,,,,,,,,,
315164,"CZK 15,000",50.0666262,14.4202683,"Neklanova, Prague - Vyšehrad",1 bedroom with open-plan kitchen,42 m²,"CZK 3,500",Furnished,4.0,No,No,Yes,No,No,Yes,No,01. 01. 2022,200.0,"1,153",168,194,117,231,202,501,434,204.0,,"CZK 15,000",Personal,Brick building,,,Central heating,,,1 to 10 years years,,Overall,,,,,
652539,"CZK 17,527",50.070272,14.483102,"V Předpolí, Prague - Strašnice",2 bedroom,55 m²,"CZK 1,973",Unfurnished,2.0,No,No,No,No,No,Yes,No,10. 01. 2022,317.0,574,255,326,248,380,668,519,552,359.0,Excellent,"CZK 30,000",Personal,Brick building,E,,District heating,,,,,Interior,,,,,
238023,"CZK 15,000",50.0902986,14.4271043,"Benediktská, Prague - Staré Město",1 bedroom with open-plan kitchen,35 m²,"CZK 4,000",Furnished,2.0,No,No,No,No,No,Yes,No,,51.0,118,74,93,1,171,160,250,261,336.0,,,Personal,Brick building,,,District heating,,Middle floor,,,Overall,,,,,
3423,"CZK 27,000",50.066621,14.434258,"Rejskova, Prague - Vinohrady",3 bedroom,110 m²,"CZK 5,000",Furnished,5.0,No,No,Yes,Yes,No,Yes,No,01. 01. 2022,310.0,586,307,720,267,522,375,428,293,413.0,Excellent,"CZK 40,000",Personal,Brick building,,Standard materials and solutions,Gas boiler,20 m²,Middle floor,1 to 10 years years,,Overall,,,,,
697272,"CZK 10,500",50.07646,14.43119,"Mikovcova, Prague - Vinohrady",Studio,25 m²,"CZK 2,500",Furnished,1.0,No,No,No,No,No,Yes,No,24. 01. 2022,106.0,404,67,93,29,193,419,558,283,520.0,Excellent,"CZK 13,000",Personal,Brick building,G,,,,,,,,,,,,
696896,"CZK 11,000",50.06219,14.28686,"Halenkovská, Prague - Zličín",1 bedroom,36 m²,"CZK 1,000",Furnished,-1.0,No,No,No,No,No,No,No,22. 12. 2021,77.0,200,"1,284","1,227",722,"1,338",537,999,212,,Excellent,"CZK 11,000",Personal,Brick building,G,,,,,,,,,,,,
693866,"CZK 47,779",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",2 bedroom with open-plan kitchen,110 m²,"CZK 15,926",Furnished,4.0,No,No,No,No,No,Yes,Yes,17. 01. 2022,123.0,293,167,222,66,246,411,"1,258",283,254.0,,,,,,,,,,,,,,,,,
697270,"CZK 16,800",50.03419,14.51993,"Hněvkovského, Prague - Chodov",3 bedroom,76 m²,"CZK 4,200",Unfurnished,7.0,Yes,No,Yes,No,No,Yes,No,01. 02. 2022,160.0,517,259,880,375,371,290,535,400,263.0,Excellent,"CZK 21,000",Cooperative,Prefab concrete building,G,,,,,,,,,,,,
691753,"CZK 23,513",50.0776816,14.4596393,"Vinohradská, Prague - Vinohrady",1 bedroom with open-plan kitchen,63 m²,"CZK 7,837",Furnished,4.0,No,No,No,No,No,Yes,No,09. 01. 2022,139.0,286,63,144,80,96,617,515,661,148.0,,,,,,,,,,,,,,,,,
682110,"CZK 16,000",50.07873,14.42274,"Navrátilova, Prague - Nové Město",1 bedroom,51 m²,"CZK 1,050",Partially furnished,3.0,No,No,No,No,No,No,No,03. 12. 2021,147.0,579,130,151,13,290,233,564,561,501.0,Excellent,"CZK 25,000",Personal,Brick building,G,Premium materials and solutions,Other,,Middle floor,,,Overall,,,,,
693778,"CZK 16,500",50.07103,14.44862,"Sevastopolská, Prague - Vršovice",1 bedroom,40 m²,"CZK 3,000",Furnished,4.0,No,No,No,No,No,Yes,No,26. 11. 2021,232.0,757,227,358,114,548,333,567,337,385.0,Excellent,"CZK 19,500",Personal,Brick building,G,,,,,,,,,,,,
694841,"CZK 26,078",50.0940007,14.4535929,"Sokolovská a, Prague - Karlín",Studio,34 m²,"CZK 8,693",Furnished,6.0,Yes,No,No,No,No,Yes,Yes,01. 02. 2022,109.0,421,13,160,21,228,518,"1,364",384,467.0,,,,,,,,,,,,,,,,,
694839,"CZK 36,000",50.0940007,14.4535929,"Sokolovská a, Prague - Karlín",1 bedroom with open-plan kitchen,62 m²,"CZK 12,000",Furnished,4.0,Yes,No,No,No,No,Yes,Yes,01. 02. 2022,109.0,421,13,160,21,228,518,"1,364",384,467.0,,,,,,,,,,,,,,,,,
694678,"CZK 45,825",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",3 bedroom,120 m²,"CZK 15,275",Furnished,3.0,No,No,No,No,No,Yes,No,31. 01. 2022,149.0,274,60,441,20,421,59,552,690,457.0,,,,,,,,,,,,,,,,,
694832,"CZK 23,156",50.0767653,14.4581571,"Slezská, Prague - Vinohrady",2 bedroom with open-plan kitchen,80 m²,"CZK 7,719",Furnished,6.0,No,No,No,No,No,Yes,No,01. 02. 2022,97.0,473,127,171,231,375,536,375,751,307.0,,,,,,,,,,,,,,,,,
694519,"CZK 37,500",50.0916806,14.4282136,"Klimentská, Prague - Nové Město",3 bedroom with open-plan kitchen,120 m²,"CZK 12,500",Furnished,3.0,No,No,No,No,No,Yes,No,30. 01. 2022,148.0,292,154,129,85,207,183,424,376,309.0,,,,,,,,,,,,,,,,,
692179,"CZK 30,000",50.1037235,14.4466105,"Osadní, Prague - Holešovice",2 bedroom with open-plan kitchen,100 m²,"CZK 10,000",Furnished,5.0,Yes,No,No,No,No,No,No,02. 01. 2022,42.0,109,4,254,30,85,248,400,407,295.0,,,,,,,,,,,,,,,,,
694676,"CZK 27,788",50.0846396,14.4202484,"Michalská, Prague - Staré Město",2 bedroom,54 m²,"CZK 9,262",Furnished,7.0,No,No,No,No,No,Yes,No,31. 01. 2022,314.0,494,74,261,13,145,42,702,340,361.0,,,,,,,,,,,,,,,,,
692479,"CZK 20,880",50.0713305,14.4638794,"Na Míčánkách, Prague - Vršovice",1 bedroom with open-plan kitchen,49 m²,"CZK 6,960",Furnished,2.0,No,No,No,No,No,Yes,No,17. 01. 2022,84.0,743,87,659,277,595,408,307,678,198.0,,,,,,,,,,,,,,,,,
689345,"CZK 27,750",50.0667103,14.4200265,"Neklanova, Prague - Vyšehrad",2 bedroom,79 m²,"CZK 9,250",Furnished,5.0,No,No,No,No,No,Yes,No,02. 01. 2022,219.0,"1,173",188,214,98,251,182,487,414,184.0,,,,,,,,,,,,,,,,,
694675,"CZK 24,000",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",1 bedroom with open-plan kitchen,45 m²,"CZK 8,000",Furnished,6.0,No,No,No,No,No,Yes,No,31. 01. 2022,149.0,274,60,441,20,421,59,552,690,457.0,,,,,,,,,,,,,,,,,
692907,"CZK 13,395",50.0236328,14.420109,"Na Výspě, Prague - Hodkovičky",1 bedroom,18 m²,"CZK 4,465",Furnished,1.0,No,No,No,No,No,No,No,01. 02. 2022,205.0,"1,125",579,"1,118",554,629,856,827,"1,391",591.0,,,,,,,,,,,,,,,,,
692203,"CZK 26,250",50.0795659,14.4357789,"Balbínova, Prague - Vinohrady",1 bedroom with open-plan kitchen,60 m²,"CZK 8,750",Furnished,3.0,No,No,No,No,No,Yes,No,13. 01. 2022,134.0,417,252,351,68,251,205,205,457,712.0,,,,,,,,,,,,,,,,,
415260,"CZK 12,000",50.0363164,14.4206703,"Pod Zemankou, Prague - Braník",2 bedroom,80 m²,"CZK 5,000",Partially furnished,1.0,No,No,No,No,No,No,No,01. 01. 2022,549.0,939,784,455,884,711,624,624,,,,,Personal,Brick building,,,,,,,,,,,,,
682342,"CZK 21,000",50.0728478,14.4409103,"Jana Masaryka, Prague - Vinohrady",Studio,35 m²,"CZK 7,000",Furnished,4.0,No,No,No,No,No,Yes,Yes,02. 01. 2022,66.0,280,58,636,44,592,271,416,582,395.0,,,,,,,,,,,,,,,,,
692289,"CZK 18,000",50.0689266,14.3692602,"Musílkova, Prague - Košíře",1 bedroom with open-plan kitchen,60 m²,"CZK 6,000",Furnished,3.0,Yes,Yes,No,No,No,Yes,Yes,02. 01. 2022,130.0,574,122,231,66,123,183,"1,131",503,217.0,,,,,,,,,,,,,,,,,
696312,"CZK 11,948",50.0727107,14.4298541,"Tyršova, Prague - Nové Město",Studio,24 m²,"CZK 3,982",Furnished,1.0,No,No,No,No,No,No,No,14. 02. 2022,207.0,626,116,221,143,278,376,548,644,639.0,,,,,,,,,,,,,,,,,
689738,"CZK 17,100",50.0717643,14.4385436,"Americká, Prague - Vinohrady",Studio,27 m²,"CZK 5,700",Furnished,4.0,No,No,No,No,No,Yes,No,02. 01. 2022,272.0,322,70,607,60,509,83,250,792,565.0,,,,,,,,,,,,,,,,,
696838,"CZK 45,000",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,50 m²,"CZK 15,000",Furnished,4.0,No,No,No,No,No,Yes,Yes,20. 02. 2022,144.0,325,176,152,60,230,49,259,388,439.0,,,,,,,,,,,,,,,,,
696907,"CZK 15,375",50.0236328,14.420109,"Na Výspě, Prague - Hodkovičky",Studio,40 m²,"CZK 5,125",Furnished,2.0,No,Yes,No,No,No,No,No,21. 02. 2022,205.0,"1,125",579,"1,118",554,629,856,827,"1,391",591.0,,,,,,,,,,,,,,,,,
696837,"CZK 32,063",50.0877117,14.4091678,"U Lužického semináře, Prague - Malá Strana",2 bedroom,56 m²,"CZK 10,687",Furnished,1.0,No,Yes,No,No,No,No,No,20. 02. 2022,337.0,356,19,335,43,634,392,362,865,215.0,,,,,,,,,,,,,,,,,
690578,"CZK 26,250",50.0633237,14.4440058,"Mečislavova, Prague - Nusle",1 bedroom with open-plan kitchen,60 m²,"CZK 8,750",Furnished,2.0,No,No,No,No,No,Yes,No,02. 01. 2022,242.0,542,99,271,176,314,456,822,634,593.0,,,,,,,,,,,,,,,,,
689254,"CZK 25,500",50.0876118,14.4080467,"Míšeňská, Prague - Malá Strana",1 bedroom with open-plan kitchen,46 m²,"CZK 8,500",Furnished,2.0,No,No,No,No,No,No,No,02. 01. 2022,249.0,259,109,237,65,537,295,274,806,231.0,,,,,,,,,,,,,,,,,
690579,"CZK 22,500",50.0633237,14.4440058,"Mečislavova, Prague - Nusle",1 bedroom with open-plan kitchen,65 m²,"CZK 7,500",Furnished,2.0,Yes,No,No,No,No,No,No,02. 01. 2022,242.0,542,99,271,176,314,456,822,634,593.0,,,,,,,,,,,,,,,,,
688833,"CZK 14,999",50.1050714,14.4790593,"Na Žertvách, Prague - Libeň",Studio,32 m²,"CZK 5,000",Furnished,2.0,No,No,No,No,No,No,Yes,09. 01. 2022,127.0,408,204,424,97,360,414,338,271,337.0,,,,,,,,,,,,,,,,,
209296,"CZK 11,000",50.0704521,14.4586272,"Slovinská, Prague - Vršovice",Small studio,32 m²,"CZK 2,300",Furnished,5.0,No,No,No,No,No,Yes,No,,109.0,566,113,301,14,341,192,243,641,142.0,,"CZK 11,000",Personal,Brick building,,Premium materials and solutions,Gas boiler,,,,,,,,,,
692673,"CZK 15,510",50.0693622,14.4492486,"Košická, Prague - Vršovice",Studio,30 m²,"CZK 5,170",Furnished,2.0,No,No,No,No,No,No,No,10. 01. 2022,310.0,727,315,273,223,294,361,391,515,260.0,,,,,,,,,,,,,,,,,
697269,"CZK 69,750",50.0859057,14.4200254,"Michalská, Prague - Staré Město",3 bedroom,130 m²,"CZK 23,250",Furnished,3.0,No,No,No,No,No,No,Yes,27. 02. 2022,314.0,347,72,145,13,210,197,621,445,403.0,,,,,,,,,,,,,,,,,
697268,"CZK 20,175",50.0747395,14.424046,"Lípová, Prague - Nové Město",1 bedroom with open-plan kitchen,45 m²,"CZK 6,725",Furnished,5.0,No,No,No,No,No,No,No,27. 02. 2022,120.0,534,85,337,48,344,183,195,543,341.0,,,,,,,,,,,,,,,,,
696078,"CZK 24,500",50.07115,14.41512,"Podskalská, Prague - Nové Město",1 bedroom with open-plan kitchen,90 m²,"CZK 2,000",Furnished,7.0,No,Yes,Yes,No,No,Yes,No,14. 12. 2021,234.0,784,67,302,21,64,450,197,504,431.0,Excellent,"CZK 24,500",Cooperative,Brick building,F,,,,,,,,,,,,
454405,"CZK 10,000",50.0214151,14.4650696,"Za valem, Prague - Kunratice",Studio,36 m²,"CZK 2,100",Partially furnished,4.0,No,No,No,No,Yes,No,No,,182.0,"1,168","1,045",75,294,751,"1,425",150,,,,"CZK 15,000",Personal,Brick building,,Standard materials and solutions,District heating,,,10 to 30 years years,,,,,,,
682349,"CZK 37,500",50.0372353,14.482405,"Hněvkovská, Prague - Chodov",3 bedroom,80 m²,"CZK 12,500",Furnished,2.0,Yes,No,No,No,No,No,No,02. 01. 2022,469.0,"1,480",408,"1,340",370,"1,305",889,"1,194",334,309.0,,,,,,,,,,,,,,,,,
697259,"CZK 13,000",50.12171,14.46709,"Nad Okrouhlíkem, Prague - Libeň",Studio,46 m²,"CZK 3,000",Partially furnished,1.0,Yes,No,No,No,No,No,No,01. 02. 2022,487.0,828,492,706,469,743,805,681,805,197.0,Excellent,"CZK 25,000",Personal,Brick building,B,,,,,,,,,,,,
696479,"CZK 14,025",50.1002217,14.4370969,"Bubenská, Prague - Holešovice",Studio,30 m²,"CZK 4,675",Furnished,7.0,No,Yes,No,No,No,Yes,No,03. 01. 2022,57.0,"1,134",128,342,249,255,241,"1,276",671,837.0,,,,,,,,,,,,,,,,,
697258,"CZK 19,000",50.08382,14.49149,"Na Třebešíně, Prague - Strašnice",2 bedroom with open-plan kitchen,75 m²,"CZK 4,500",Unfurnished,2.0,Yes,No,No,No,No,No,Yes,01. 02. 2022,553.0,783,346,826,635,629,449,409,197,421.0,Excellent,"CZK 23,500",Personal,Brick building,G,,,,,,,,,,,,
697255,"CZK 22,000",50.10253,14.43365,"Janovského, Prague - Holešovice",1 bedroom with open-plan kitchen,60 m²,"CZK 6,000",Partially furnished,6.0,No,Yes,No,No,No,Yes,No,01. 01. 2022,189.0,721,108,233,117,170,314,528,930,,Excellent,"CZK 30,000",Personal,Brick building,G,Standard materials and solutions,Gas boiler,,Attic,10 to 30 years years,,Interior,,,,,
471504,"CZK 12,000",50.0671011,14.5518474,Prague - Dolní Měcholupy,Studio,37 m²,"CZK 2,523",Partially furnished,2.0,Yes,No,No,No,Yes,No,No,01. 02. 2022,451.0,"1,152",268,187,446,948,"1,116",246,,,,"CZK 20,000",Personal,Brick building,,,,,,,,,,,,,
697257,"CZK 14,000",50.07275,14.50122,"Oravská, Prague - Strašnice",2 bedroom,59 m²,"CZK 3,000",Furnished,4.0,Yes,No,No,No,No,No,No,03. 01. 2022,117.0,"1,027",244,817,434,801,330,601,748,187.0,Excellent,"CZK 20,000",Cooperative,Prefab concrete building,G,Standard materials and solutions,Central heating,,Middle floor,30 to 50 years years,,Interior,,,,,
503670,"CZK 27,000",50.0716817,14.4096553,"Na Celné, Prague - Smíchov",1 bedroom with open-plan kitchen,63 m²,"CZK 3,000",Partially furnished,3.0,No,No,No,No,No,Yes,No,,192.0,631,163,127,120,528,670,921,837,397.0,,"CZK 50,000",Personal,Brick building,,,,,,,,,,,,,
283474,"CZK 14,500",50.0659226,14.5506638,"Kardausova, Prague - Dolní Měcholupy",1 bedroom with open-plan kitchen,52 m²,"CZK 3,100",Partially furnished,2.0,Yes,No,No,No,No,No,No,01. 02. 2022,235.0,"1,055",258,208,396,985,"1,019",227,,,,"CZK 20,000",Personal,Brick building,,,,,,,,,,,,,
681784,"CZK 15,900",50.0699026,14.317461,"Na Fialce Ⅱ, Prague - Řepy",2 bedroom,67 m²,"CZK 4,600",Partially furnished,3.0,No,No,No,No,No,No,No,29. 12. 2021,314.0,"1,217",918,"1,283",604,"1,071",726,491,533,255.0,Excellent,"CZK 20,000",Personal,Other,G,Premium materials and solutions,Gas boiler,,Attic,10 to 30 years years,,,,,,,
691605,"CZK 24,900",50.0795659,14.4357789,"Balbínova, Prague - Vinohrady",1 bedroom with open-plan kitchen,68 m²,"CZK 8,300",Furnished,2.0,No,No,No,No,No,Yes,No,12. 01. 2022,134.0,417,252,351,68,251,205,205,457,712.0,,,,,,,,,,,,,,,,,
697253,"CZK 16,815",50.10260902453,14.366582120763,"Na Bečvářce, Prague - Dejvice",1 bedroom with open-plan kitchen,50 m²,"CZK 5,605",Furnished,-1.0,No,Yes,No,No,No,No,No,13. 01. 2022,611.0,959,616,595,615,520,955,884,854,369.0,,,,,,,,,,,,,,,,,
696609,"CZK 16,200",50.0780682,14.4248889,"Štěpánská, Prague - Nové Město",Studio,26 m²,"CZK 5,400",Furnished,7.0,No,No,No,No,No,Yes,No,29. 01. 2022,175.0,728,49,312,33,395,219,368,351,306.0,,,,,,,,,,,,,,,,,
691988,"CZK 13,500",50.0444974,14.4561091,"Jihlavská, Prague - Michle",2 bedroom,55 m²,"CZK 4,457",,1.0,No,No,No,No,No,No,No,01. 02. 2021,287.0,607,507,545,107,345,345,432,518,166.0,Good,"CZK 17,957",,Other,,,,,,,,,,,,,
694143,"CZK 14,118",50.0812798,14.4589888,"Křišťanova, Prague - Žižkov",1 bedroom with open-plan kitchen,48 m²,"CZK 1,998",,1.0,No,No,No,No,No,No,No,30. 11. 2021,150.0,606,253,208,189,649,384,209,457,460.0,Good,"CZK 16,116",Personal,Other,,,,,,,,,,,,,
697245,"CZK 18,500",50.10797,14.52751,"Granitova, Prague - Hloubětín",1 bedroom with open-plan kitchen,54 m²,"CZK 3,800",Furnished,1.0,No,Yes,Yes,No,Yes,Yes,Yes,01. 02. 2022,94.0,"1,133",533,"1,093",797,930,"1,059",879,"1,006",342.0,New build,"CZK 37,000",Personal,Brick building,G,,,,,,,,,,,,
503325,"CZK 16,000",50.0328354,14.3787077,"Kurandové, Prague - Hlubočepy",3 bedroom,80 m²,"CZK 3,500",Partially furnished,2.0,No,No,Yes,Yes,No,No,No,03. 01. 2022,285.0,263,289,260,342,229,637,376,821,216.0,,"CZK 16,000",Personal,Prefab concrete building,,Standard materials and solutions,District heating,,Middle floor,30 to 50 years years,,Interior,,,,,
680002,"CZK 56,250",50.090911,14.4295366,"Soukenická, Prague - Nové Město",2 bedroom with open-plan kitchen,90 m²,"CZK 18,750",Furnished,4.0,Yes,Yes,No,No,No,Yes,Yes,02. 01. 2022,144.0,325,176,152,60,230,49,259,388,439.0,,,,,,,,,,,,,,,,,
548310,"CZK 15,100",50.0884157,14.4643962,"Žerotínova, Prague - Žižkov",1 bedroom,46 m²,"CZK 1,500",Unfurnished,2.0,No,No,No,No,No,No,No,01. 03. 2022,243.0,665,254,239,166,379,602,597,543,388.0,Excellent,"CZK 30,000",Personal,Brick building,,Premium materials and solutions,Gas boiler,,,,,Overall,,,,,
490251,"CZK 20,000",50.0296401,14.4837704,"Hrabákova, Prague - Chodov",2 bedroom with open-plan kitchen,73 m²,"CZK 4,500",Furnished,2.0,No,No,Yes,Yes,No,Yes,No,01. 02. 2022,378.0,558,117,721,108,451,197,758,484,103.0,,"CZK 40,000",Personal,Prefab concrete building,,Premium materials and solutions,District heating,,Middle floor,,,Overall,,,,,
