Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Floor space,Fully furnished,Condition,Ownership,Heating,Balcony,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,EPC,Enclosed balcony,Cellar,Reconstruction,Designe,New-build,Parking,Domácí mazlíčci vítáni,Age,Garage,Terrace,Administrative fee
"CZK 14,000","CZK 2,700","CZK 28,000",730130,Studio,9/1/2022,4,Other,36 m²,Partly,New-build,,Distance,1.0,1.0,145.11,714.1,703.82,698.56,484.4,710.06,817.76,879.38,605.01,262.74,Prague - Záběhlice,50.0534,14.51221,C,,1.0,,Standard,1.0,1.0,,,,,
"CZK 7,000","CZK 3,000","CZK 5,000",731366,Studio,9/8/2022,1,Brick,30 m²,Fully furnished,Very good,,,1.0,,473.13,1927.82,412.01,2234.74,517.28,1651.24,435.03,1290.93,1025.58,581.62,Prague - Ruzyně,50.08148,14.31969,A,,1.0,,,,,,,,,
"CZK 19,500","CZK 2,500","CZK 22,000",731915,2+kk,8/31/2022,4,Brick,55 m²,Partly,Very good,,,,1.0,169.73,215.76,94.17,145.25,81.15,76.56,390.09,728.86,241.33,401.53,Prague - Bubeneč,50.10088,14.4248,G,,1.0,,,,,,,,,
"CZK 20,000","CZK 5,000","CZK 20,000",731881,3+kk,10/1/2022,2,Prefab concrete,70 m²,Fully furnished,Very good,,,,,679.55,1577.66,776.93,1418.39,249.69,809.34,630.74,1225.73,1541.32,243.18,Prague - Újezd u Průhonic,50.02246,14.52549,G,1.0,1.0,,,,,,,,,
"CZK 16,000","CZK 2,500","CZK 32,000",673649,Studio,10/1/2022,5,Brick,26 m²,Fully furnished,Very good,Personal,Electric boiler,,1.0,60.98,721.34,75.87,68.33,38.37,9.05,345.05,453.26,425.76,314.33,"Jana Želivského, Prague - Žižkov",50.08965,14.46868,G,,,,,,,,,,,
"CZK 21,000","CZK 7,000","CZK 30,000",312846,3+1,10/15/2022,4,Brick,78 m²,Partly,Very good,Personal,Gas boiler,,1.0,224.41,326.27,369.08,535.55,344.51,441.14,189.51,793.2,1960.26,232.34,"U Kříže, Prague - Jinonice",50.0539125,14.3681254,C,,,,Standard,,,,10 to 30 years,,,
"CZK 13,499",CZK 1,"CZK 13,500",731868,Small studio,9/5/2022,,Brick,22 m²,Fully furnished,Very good,,,,,174.54,791.67,834.8,804.72,588.07,1362.65,523.38,633.06,1128.55,513.73,Prague - Záběhlice,50.04202,14.48698,G,,,,,,,,,,,
"CZK 27,000","CZK 6,000","CZK 33,000",462223,3+kk,9/1/2022,8,Brick,106 m²,Fully furnished,New-build,Personal,Central,,1.0,212.08,812.91,162.18,1052.96,441.38,396.18,445.25,146.72,1065.71,247.83,"Otradovická, Prague - Kamýk",50.0198176,14.4448089,B,,,,Luxurious,1.0,,,Up to 10 years,1.0,1.0,
"CZK 28,100","CZK 3,801","CZK 56,200",571766,2+kk,7/24/2022,4,Brick,75 m²,Fully furnished,,Personal,Gas boiler,,,263.94,473.14,107.04,412.76,39.58,450.66,409.9,711.12,442.84,75.83,"Liliová, Prague - Staré Město",50.0847515,14.4166508,,,1.0,,Luxurious,,,,,,,
"CZK 17,500","CZK 3,000","CZK 20,000",731841,2 bedroom,8/31/2022,3,Brick,32 m²,Fully furnished,Very good,Personal,Electric boiler,,,275.99,237.57,187.93,147.65,110.52,275.78,212.62,309.08,345.47,403.05,"Přemyslovská, Prague - Vinohrady",50.07794985,14.45237455,C,,,Complete,,,,,,,,
"CZK 13,000","CZK 6,000","CZK 19,000",731842,2+kk,10/1/2022,1,Prefab concrete,46 m²,Partly,Good,,,,1.0,38.3,180.61,107.72,122.2,166.98,1590.76,177.43,402.41,1066.18,405.04,Prague - Záběhlice,50.0473,14.48676,G,1.0,1.0,,,,1.0,1.0,,,,
"CZK 16,000","CZK 4,500","CZK 20,000",518471,Studio,10/1/2022,9,Prefab concrete,42 m²,Partly,,Personal,,1.0,1.0,186.23,681.13,6.36,494.12,111.52,580.42,338.19,225.96,332.16,77.08,Prague - Krč,50.0472729,14.4353047,,1.0,1.0,Complete,,,,,,,,
"CZK 30,000","CZK 6,000","CZK 60,000",641531,3+kk,2/1/2021,4,Prefab concrete,85 m²,Fully furnished,New-build,Personal,Distance,1.0,1.0,130.93,1007.1,37.48,465.02,115.5,445.04,247.78,438.88,274.05,99.72,"U Svobodárny, Prague - Libeň",50.105646,14.48901,A,,1.0,,Luxurious,1.0,1.0,,Up to 10 years,1.0,,
"CZK 26,000","CZK 3,400","CZK 52,000",731701,3+1,9/1/2022,5,Prefab concrete,76 m²,Fully furnished,Very good,,Central,,1.0,120.43,428.73,339.27,2034.46,148.91,446.4,546.11,362.42,1324.24,194.2,Prague - Čimice,50.13864,14.42964,E,1.0,,Bathroom unit,Standard,,1.0,,10 to 30 years,,,
"CZK 25,000","CZK 7,000","CZK 60,000",647143,3+kk,11/1/2022,4,Brick,132 m²,Fully furnished,Very good,Personal,,,1.0,354.2,1029.02,773.22,1943.85,379.14,1815.43,2263.83,753.81,992.0,207.97,"Povltavská, Prague - Troja",50.1146126,14.4097123,B,,1.0,Complete,,,1.0,,10 to 30 years,1.0,,
"CZK 17,500","CZK 5,000","CZK 35,000",731780,2+kk,10/1/2022,4,Brick,50 m²,Fully furnished,New-build,,Central,,1.0,177.79,275.87,204.47,959.97,184.53,794.91,413.35,516.35,694.83,177.79,Prague - Hlubočepy,50.03086,14.36582,G,,,,Standard,,1.0,,10 to 30 years,,1.0,
"CZK 55,000","CZK 12,000","CZK 60,000",600532,4+1,8/26/2022,6,Brick,165 m²,Partly,Very good,Personal,Central,,1.0,281.19,218.92,349.21,355.1,68.81,419.51,195.94,539.69,525.15,308.24,"Janáčkovo Nábřeží, Prague - Smíchov",50.0756819,14.4085242,G,,,Interior,Luxurious,,,,Up to 10 years,,1.0,
"CZK 30,000","CZK 9,000","CZK 30,000",606435,3+1,9/12/2022,2,Brick,136 m²,Unfurnished,Good,Personal,,,1.0,281.19,218.92,349.21,355.1,68.81,419.51,195.94,539.69,525.15,308.24,"Janáčkovo Nábřeží, Prague - Smíchov",50.075681,14.408523,G,,,,,,,,,,,
"CZK 14,000","CZK 6,000","CZK 40,000",588580,1 bedroom,9/5/2022,1,Brick,40 m²,Fully furnished,Very good,Personal,Electric boiler,,,87.62,199.98,94.39,16.26,97.48,177.74,263.1,459.6,475.82,231.83,"Boleslavova, Prague - Nusle",50.064228,14.439752,D,,,Complete,Standard,,,,Over 50 years,,,
"CZK 28,000","CZK 5,500","CZK 56,000",731257,2+kk,9/12/2022,3,Low-energy,65 m²,Fully furnished,New-build,,,,1.0,317.17,621.5,297.62,296.86,195.97,433.63,686.66,1053.07,567.17,521.88,Prague - Karlín,50.09598,14.45293,B,1.0,,,,1.0,1.0,,,1.0,1.0,
"CZK 16,000","CZK 4,700","CZK 20,000",731783,2+kk,10/1/2022,2,Brick,45 m²,Fully furnished,Very good,,,1.0,1.0,87.46,291.02,164.85,573.95,23.76,280.13,390.41,427.27,175.63,261.32,Prague - Žižkov,50.08749,14.4538,B,,1.0,,,,,,,,,
"CZK 12,000","CZK 2,000","CZK 14,000",425445,Small studio,10/10/2022,1,Brick,22 m²,Fully furnished,Very good,Personal,,,,96.37,1112.27,342.53,720.59,185.54,791.77,490.82,465.42,674.92,179.97,"Na Jezerce, Prague - Nusle",50.0582532,14.44353,,,,Complete,,,,,Up to 10 years,,,
"CZK 16,000","CZK 7,300","CZK 25,000",708480,2 bedroom,11/1/2022,3,Prefab concrete,53 m²,Unfurnished,Very good,Personal,Distance,,1.0,102.94,180.37,269.43,254.61,232,280.22,515.14,307.34,1413.59,372.74,"Súdánská, Prague - Vokovice",50.09793,14.3627,G,1.0,1.0,Complete,,,,,,,,
"CZK 22,000","CZK 6,000","CZK 40,000",716761,3+1,5/9/2022,7,Prefab concrete,75 m²,Fully furnished,Very good,Personal,Central,,1.0,69.61,506.32,83.14,1497.66,725.41,563.08,613.34,646.45,1092.89,385.31,"Cíglerova, Prague - Černý Most",50.1069,14.56511,C,,,Complete,Standard,,,,,,,
"CZK 18,000","CZK 4,000","CZK 20,000",731757,2+kk,10/1/2022,3,Brick,55 m²,Fully furnished,Very good,,,,,468.59,1241.86,951.29,1305.67,645.67,1041.78,759.61,531.43,557.17,272.68,Prague - Řepy,50.06951,14.31854,G,,1.0,,,,,,,,,
"CZK 20,000","CZK 3,500","CZK 47,000",731205,Studio,11/1/2022,8,Low-energy,38 m²,Partly,New-build,Personal,Central,1.0,1.0,406.29,744.63,290.7,539.71,319.88,734.62,509.68,1006.76,121.55,355.04,Prague - Strašnice,50.0802779,14.4893397,B,,1.0,,Luxurious,1.0,1.0,,,1.0,1.0,
"CZK 17,000","CZK 2,000","CZK 20,000",681228,2 bedroom,9/1/2022,,Brick,66 m²,Partly,Very good,Personal,Electric boiler,,,157.9,165.01,122.59,129.53,12.48,115.97,408.42,228.56,453.02,120.59,"Slezská, Prague - Vinohrady",50.0768057,14.4613696,G,,,Complete,,,,,,,,
"CZK 18,000","CZK 3,500","CZK 20,000",337275,2+kk,10/31/2022,3,Brick,67 m²,Partly,Very good,Personal,Central,1.0,1.0,35.96,485.23,26.24,261.89,27.42,260.23,74.83,206.37,549.07,277.91,"Žitomírská, Prague - Vršovice",50.0709555,14.4578324,,,,,,,,,,,,
"CZK 32,000","CZK 4,000","CZK 32,000",731196,Studio,10/10/2022,1,Low-energy,50 m²,Fully furnished,New-build,,,,1.0,203.59,507.92,184.04,131.46,104.78,320.04,818.18,896.49,475.93,304.76,Prague - Karlín,50.09559,14.45041,G,,,,,,1.0,1.0,,1.0,1.0,
"CZK 20,000","CZK 3,500","CZK 30,000",731189,3+kk,8/25/2022,3,Brick,74 m²,Fully furnished,Very good,,,,1.0,229.91,1113.04,519.35,817.69,31.77,459.1,564.26,341.15,1210.19,261.87,Prague - Smíchov,50.07301,14.39351,D,,,,,,,,,,,
"CZK 15,500","CZK 3,000","CZK 18,000",673636,Studio,11/1/2022,4,Brick,25 m²,Fully furnished,New-build,Personal,,,,704.85,817.97,596.7,877.75,624.34,856.57,654.27,604.3,753.2,903.88,"Perucká, Prague - Vinohrady",50.06918,14.43767,G,,,,,,,,,,,
"CZK 14,500","CZK 5,000","CZK 20,500",704676,Studio,9/1/2022,1,Brick,25 m²,Fully furnished,New-build,Personal,Central,,1.0,258.87,1176.88,518.78,460.6,457.79,197.31,707.5,932.29,451.17,572.73,"Lisabonská, Prague - Libeň",50.10365925,14.496393654922,G,,,Complete,,,,,,,,
"CZK 24,000","CZK 4,000","CZK 28,000",624407,2+kk,10/1/2022,3,Prefab concrete,56 m²,Partly,Very good,Personal,Distance,1.0,1.0,113.45,1478.64,27.42,1518.61,75.78,86.71,646.95,252.43,1173.65,178.35,"Bratislavská, Prague - Hostivař",50.044404,14.518172,G,,,Interior,Standard,,1.0,,Up to 10 years,,,
"CZK 18,000","CZK 1,600","CZK 30,000",671891,2+kk,10/1/2022,6,Brick,65 m²,Unfurnished,Very good,Personal,Gas boiler,,1.0,99.38,619.05,58.38,314.47,74.91,323.02,637.72,719.51,315.15,363.17,"V Háji, Prague - Holešovice",50.10461,14.45394,G,,1.0,Complete,Standard,,,,Up to 10 years,,,
"CZK 15,000","CZK 1,200","CZK 30,000",731658,2+kk,8/29/2022,11,Prefab concrete,44 m²,Partly,Good,,,,1.0,394.09,990.9,968.19,1659.4,498.41,1031.36,909.21,1082.06,816.82,752.6,Prague - Horní Měcholupy,50.05125,14.56091,G,,,,,,,1.0,,,,
"CZK 4,600","CZK 2,600","CZK 7,200",731618,4+kk,8/29/2022,11,Prefab concrete,74 m²,Partly,Very good,,,,,108.72,684.83,279.79,1450.37,385.21,802.21,510.3,352.89,485.52,205.04,Prague - Chodov,50.03354,14.51078,G,1.0,,,,,,,,,,
"CZK 9,900","CZK 5,000","CZK 15,000",704560,Small studio,2/1/2022,,Brick,24 m²,Fully furnished,Very good,Personal,Distance,,1.0,208.09,1050.02,484.52,1141.14,41.87,1050.17,479.93,690.56,563.24,566.57,"Hornoměcholupská, Prague - Hostivař",50.0522,14.53259,G,,1.0,Complete,,,,,Up to 10 years,,,
"CZK 18,000","CZK 4,000","CZK 18,000",731577,2+kk,8/29/2022,3,Brick,50 m²,Fully furnished,Very good,,,,,244.04,224.17,310.76,2449.74,292.92,357.95,318.66,431.95,1215.19,210.53,Prague - Braník,50.03692,14.40981,G,,,,,,,,,,,
"CZK 15,000","CZK 3,000","CZK 30,000",629291,Studio,9/1/2022,5,Brick,47 m²,Fully furnished,Very good,Cooperative,Distance,,1.0,276.61,560.88,139.9,347.82,51.54,374.24,316.63,357.41,694.61,113.09,"Baranova, Prague - Žižkov",50.079706,14.45761,G,,1.0,Interior,Standard,,,,Over 50 years,,1.0,
"CZK 5,000","CZK 1,000","CZK 3,000",731583,2 bedroom,8/29/2022,1,Brick,50 m²,Fully furnished,Good,,,,1.0,342.7,694.13,230.86,635.72,489.4,1506.4,335.97,897.33,1236.11,508.78,Prague - Záběhlice,50.04675,14.4941,D,,,,,,,,,,,
"CZK 22,000","CZK 5,000","CZK 22,000",731515,3+1,8/28/2022,,Prefab concrete,76 m²,Fully furnished,Very good,,,,1.0,224.05,654.34,617.56,732.08,483.4,650.3,790.05,801.9,454.67,256.72,Prague - Záběhlice,50.05437,14.51016,G,1.0,1.0,,,,,,,,,
"CZK 25,000","CZK 7,500","CZK 32,500",166213,2 bedroom,9/11/2022,3,Brick,72 m²,Fully furnished,Very good,Personal,Gas boiler,,,43.02,651.84,58.12,105.85,62.56,114.65,182.82,529.84,274.61,537.47,"Spálená, Prague - Nové Město",50.0808055,14.4197518,C,,,Complete,Standard,,,,Up to 10 years,,,
"CZK 24,000","CZK 6,000","CZK 60,000",731081,2 bedroom,8/24/2022,5,Brick,100 m²,Partly,Very good,,,,1.0,235.55,493.01,200.15,848.96,210.37,578.39,187.76,372.32,530.67,339.18,Prague - Smíchov,50.06561,14.39664,B,,,,,,,1.0,,,,
"CZK 35,000","CZK 2,500","CZK 20,000",731561,3+kk,8/29/2022,1,Brick,84 m²,Fully furnished,Very good,,,,,172.33,591.68,145.8,184.34,72.85,80.56,257.4,331.94,145.71,238.03,Prague - Nové Město,50.07638,14.42886,G,,,,,,,,,,,
"CZK 17,400","CZK 1,200","CZK 25,000",634161,3+kk,9/12/2022,1,Brick,82 m²,Partly,Very good,Personal,,1.0,,668.11,1132.02,617.56,1283.62,600.92,813.32,905.77,1076.68,530.89,497.59,Prague - Strašnice,50.066691,14.486618,G,,,,,,,,,,,
"CZK 29,800","CZK 5,000","CZK 34,800",685115,2+kk,9/26/2022,4,Brick,50 m²,Fully furnished,New-build,Personal,,,1.0,165.09,980.83,116.92,149.04,162.49,108.73,492.07,669.13,487.28,408.51,"Horská, Prague - Nové Město",50.06636,14.42333,B,1.0,,,,,1.0,,,1.0,,
"CZK 22,500","CZK 4,000","CZK 26,500",685106,Studio,10/1/2022,5,Brick,33 m²,Fully furnished,New-build,Personal,,1.0,,114.38,989.04,22.52,9.61,23.07,30.73,352.74,549.13,398.64,398.33,"Horská, Prague - Nové Město",50.06662,14.42307,B,,,,,,,,,,,
"CZK 14,900","CZK 3,500","CZK 14,900",730755,2+kk,8/22/2022,4,Brick,43 m²,Partly,New-build,,Central,,,198.02,1003.12,215.83,1191.11,171.61,335.89,625.08,714.44,1142.37,275.55,Prague - Košíře,50.07016,14.38685,G,,,Complete,Standard,,,,,,1.0,
"CZK 15,900","CZK 4,100","CZK 20,000",575066,2+kk,9/1/2022,2,Brick,39 m²,Partly,New-build,Personal,Gas boiler,1.0,,294.15,1090.88,1361.47,2008.89,273.84,2133.53,1506.12,2642.51,2083.45,916.82,"Želetická, Prague - Sobín",50.0641756,14.27305515,C,,,,Luxurious,1.0,,,Up to 10 years,1.0,,
"CZK 16,000","CZK 1,500","CZK 32,000",730986,3+1,8/23/2022,5,Prefab concrete,70 m²,Fully furnished,Good,,Central,,,506.34,876.91,392.91,811.74,806.41,696.49,646.62,295.96,2042.79,195.9,Prague - Troja,50.12536,14.41058,G,1.0,,Exterior,Standard,,,,,,,
"CZK 15,000","CZK 4,500","CZK 19,500",483606,Studio,10/1/2022,3,Brick,42 m²,Partly,New-build,Personal,,,,59.17,832.58,69.81,317.47,265.17,136.69,236.43,732.66,112.87,308.78,Prague - Libeň,50.1080371,14.4724508,A,,,,,,,,,,,
"CZK 8,000","CZK 2,500","CZK 10,500",354692,Other,6/27/2022,1,Brick,20 m²,Fully furnished,,Personal,,,,47.34,1364.56,146.9,862.47,60.54,597.08,709.83,707.89,933.65,594.52,"Klapkova, Prague - Kobylisy",50.1295387,14.4551659,G,,,,,,,,,,,
"CZK 25,000","CZK 4,000","CZK 60,000",731508,2 bedroom,10/1/2022,1,Brick,85 m²,Unfurnished,Very good,,,,,223.5,588.45,113.57,276.92,0,88.29,193.47,741.77,211.16,180.39,Prague - Dejvice,50.09862,14.40305,G,,,,,,,,,1.0,,
"CZK 14,000","CZK 4,000","CZK 28,000",678488,2 bedroom,10/1/2022,2,Brick,53 m²,Fully furnished,Good,Personal,Distance,,,78.03,383.9,92.18,175.57,466.9,245.42,117.37,209.6,941.96,59.8,"Na Okraji, Prague - Veleslavín",50.09024,14.34522,G,,1.0,,,,,,,,,
"CZK 15,500","CZK 1,500","CZK 17,000",407973,1 bedroom,10/1/2022,4,Brick,42 m²,Fully furnished,,Personal,Electric boiler,,,267.72,411.12,158.25,820.92,224.92,282.86,548.34,423.55,621.23,195.96,"V Olšinách, Prague - Vršovice",50.0712949,14.4820543,,,,Interior,,,,,,,1.0,
"CZK 13,300","CZK 2,700","CZK 18,000",558315,Studio,10/1/2022,1,Prefab concrete,27 m²,Fully furnished,,Cooperative,,,1.0,235.42,1472.13,168.49,1354.89,681.99,789.99,410.75,252.5,565.0,240.54,"Hasova, Prague - Modřany",50.0133907,14.4273209,,1.0,1.0,Complete,Luxurious,,1.0,,,,,
"CZK 17,000","CZK 2,900","CZK 40,000",730677,2+kk,9/1/2022,3,Brick,48 m²,Partly,Very good,,,1.0,1.0,127.28,833.45,0.95,1967.51,86.67,787.29,490.85,1036.75,847.71,404.51,Prague - Kyje,50.10906,14.55753,C,,1.0,,,,,,,1.0,,
"CZK 20,000","CZK 4,900","CZK 24,900",486388,2+kk,10/1/2022,2,Brick,70 m²,Fully furnished,Very good,Personal,Central,,,121.36,784.7,346.8,960.08,589.09,899.5,373.04,268.68,423.1,127.11,"Na Vršku, Prague - Smíchov",50.0745045,14.3736779,,,,Interior,Luxurious,,,,,,,
"CZK 10,000","CZK 4,000",CZK 2,485483,Studio,1/1/2021,1,Brick,24 m²,Partly,,Personal,,,,238.79,1182.2,322.05,1037.62,0.13,694.74,895.99,537.45,1022.62,376.81,"Mašínova, Prague - Kobylisy",50.130805,14.45657,,,,,,,,,,,,
"CZK 20,000","CZK 7,000","CZK 45,000",730773,2 bedroom,9/1/2022,2,Brick,55 m²,Partly,Very good,Personal,Central,1.0,,142.89,368.6,396.96,381.66,287.22,1332.25,334.52,695.43,956.12,622.84,Prague - Záběhlice,50.04715,14.48291,G,,,Exterior,,,,1.0,30 - 50 years,,,
"CZK 18,000","CZK 5,000","CZK 22,000",425185,2+kk,8/28/2022,1,Brick,56 m²,Fully furnished,,Personal,Other,,,85.3,212.78,59.97,163.18,127.61,304.28,276.4,561.91,304.53,301.03,"Za Poštou, Prague - Strašnice",50.0761964,14.4905813,C,,1.0,,Luxurious,,,,Up to 10 years,,,
"CZK 9,200","CZK 1,050","CZK 10,000",731390,,8/27/2022,,,23 m²,,,,,,,115.09,1032.67,80.25,311.2,75.8,134.11,370.43,418.92,410.08,300.64,Prague - Žižkov,50.09084,14.47161,,,,,,,,,,,,
"CZK 29,900","CZK 4,000","CZK 29,900",731449,2+kk,8/28/2022,3,Brick,58 m²,Unfurnished,New-build,,,,1.0,140.56,577.97,113.5,130.14,152.77,131.11,432.29,632.55,509.18,241.35,Prague - Libeň,50.1046,14.47194,B,,1.0,,,1.0,1.0,,,,1.0,
"CZK 20,900","CZK 2,800","CZK 20,900",731435,Studio,8/27/2022,2,Brick,36 m²,Unfurnished,New-build,,,,1.0,140.56,577.97,113.5,130.14,152.77,131.11,432.29,632.55,509.18,241.35,Prague - Libeň,50.1046,14.47194,B,,1.0,,,1.0,1.0,,,,1.0,
"CZK 8,000","CZK 4,000","CZK 12,000",731432,1 bedroom,8/27/2022,3,Brick,25 m²,Fully furnished,Good,,,1.0,,225.84,998.78,156.94,498.46,315.81,461.06,478.73,438.76,758.62,198.52,Prague - Prosek,50.11597,14.49889,C,,,,,,,,,,,
"CZK 12,000","CZK 4,000","CZK 12,000",731430,2+kk,8/27/2022,11,Prefab concrete,43 m²,Fully furnished,Good,,,,1.0,489.24,1034.37,631.38,1131.4,174.27,1012.6,255.64,332.1,843.47,121.89,Prague - Horní Měcholupy,50.04789,14.5613,G,,,,,,1.0,,,,,
"CZK 18,000","CZK 2,000","CZK 36,000",605812,Studio,9/11/2022,5,Brick,42 m²,Partly,Very good,Personal,Central,,1.0,165.64,741.92,52.41,96.6,104.88,171.12,251.74,483.54,150.69,593.26,"Veverkova, Prague - Holešovice",50.100125,14.431629,,,,Complete,,,,,,,1.0,
"CZK 16,500","CZK 3,000","CZK 15,000",641182,Studio,9/6/2022,3,Brick,25 m²,Fully furnished,Good,Personal,Central,,,356.6,734.94,453.36,352.96,373.61,572.79,1041.05,326.27,1013.88,65.21,"Buštěhradská, Prague - Střešovice",50.096835,14.389714,B,,,Bathroom unit,Standard,,,,,,,
"CZK 22,000","CZK 4,500","CZK 50,000",728893,Studio,9/12/2022,5,Low-energy,39 m²,Partly,New-build,,,,1.0,292.74,597.07,273.19,266.0,167.75,409.2,830.45,1028.64,565.09,367.73,Prague - Karlín,50.09629,14.45175,B,1.0,1.0,,,1.0,1.0,,,1.0,1.0,
"CZK 14,000",CZK 0,"CZK 14,000",583578,,8/30/2022,1,Brick,15 m²,Fully furnished,Good,Cooperative,Gas boiler,,1.0,205.33,658.07,330.79,666.41,147.84,610.89,238.11,457.49,14.87,566.93,"Krouzova, Prague - Modřany",50.012335913975,14.418793902307,C,1.0,1.0,Complete,Standard,,,,10 to 30 years,,,
"CZK 18,000","CZK 3,800","CZK 36,000",392925,2+kk,9/1/2022,5,Brick,50 m²,Partly,New-build,Personal,Distance,1.0,1.0,487.64,1059.79,268.72,1038.86,696.6,637.22,559.36,510.6,1320.66,97.89,Prague - Střížkov,50.1308869,14.4954099,B,,,,Luxurious,,1.0,,Up to 10 years,,,
"CZK 19,000","CZK 3,000","CZK 44,000",686568,Studio,9/15/2022,2,Brick,26 m²,Fully furnished,New-build,Personal,,,1.0,98.4,430.77,193.81,210.42,67.47,366.05,461.93,467.64,787.48,452.05,"Gorazdova, Prague - Nové Město",50.07386,14.41527,E,,,Complete,,,,,Up to 10 years,,,
"CZK 23,000","CZK 4,000","CZK 27,000",730804,3+1,10/1/2022,2,Brick,77 m²,Partly,Very good,,,,,473.84,1388.43,450.65,1215.14,466.26,729.37,635.55,575.59,435.22,232.77,Prague - Vokovice,50.10084,14.34982,G,,1.0,,,,1.0,1.0,,,,
"CZK 4,900","CZK 1,000",CZK 0,686626,2 bedroom,9/1/2022,4,Brick,50 m²,Fully furnished,Very good,Personal,Central,,,180.5,668.29,52.54,601.09,271.63,449.0,151.53,1025.29,424.12,87.77,"Ortenovo náměstí, Prague - Holešovice",50.10915,14.44742,G,,,,,,,,,,,
"CZK 60,000","CZK 6,000","CZK 120,000",731171,4+kk,8/25/2022,5,Brick,130 m²,Partly,Very good,,,1.0,,264.54,188.83,342.77,281.35,223.32,522.66,177.43,189.95,990.47,464.35,Prague - Malá Strana,50.08904,14.40703,G,,1.0,Complete,,,,,,,1.0,
"CZK 20,000","CZK 4,000","CZK 48,000",249879,2+kk,10/1/2022,2,Brick,66 m²,Fully furnished,Very good,Personal,Electric boiler,,1.0,372.23,943.38,625.63,1057.02,355.45,903.11,637.89,793.73,557.5,136.86,"Švejcarovo náměstí, Prague - Stodůlky",50.0361776,14.3299157,,1.0,,,,,1.0,,,,,
"CZK 16,000","CZK 3,000","CZK 32,000",731388,2+kk,9/1/2022,3,Brick,58 m²,Partly,Very good,,Central,1.0,1.0,239.32,721.27,303.79,535.82,218.67,196.36,205.9,255.22,502.0,327.73,Prague - Břevnov,50.08527,14.37305,C,,,,,,,,,,,
"CZK 17,400","CZK 2,500","CZK 17,400",531248,2+kk,8/29/2022,3,Brick,40 m²,Fully furnished,Very good,Personal,Central,,,232.35,639.23,694.32,275.43,313.44,544.84,723.66,511.93,1205.5,201.79,"Vostrovská, Prague - Dejvice",50.1001838,14.3671741,A,,,Complete,Standard,,,,,,,
"CZK 44,000","CZK 5,000","CZK 50,000",616335,4+1,8/30/2022,2,Brick,150 m²,Partly,Very good,Personal,Central,1.0,,187.19,1435.35,170.17,1071.56,167.78,148.85,445.52,578.95,458.41,194.93,Prague - Dejvice,50.104941,14.371193,A,,,Complete,Luxurious,,,,,,1.0,
"CZK 15,000","CZK 3,000","CZK 30,000",147926,2+kk,11/1/2022,3,Brick,45 m²,Partly,Very good,Personal,Central,1.0,,140.36,1538.25,310.84,1816.92,368.3,357.37,945.26,368.13,1082.06,17.82,"Bratislavská, Prague - Hostivař",50.0437706,14.5156536,B,,,,Standard,,,,,,,
"CZK 38,000","CZK 6,140","CZK 60,000",714349,3+1,9/1/2022,4,Brick,125 m²,Partly,Very good,Personal,,,1.0,169.6,512.43,178.1,306.01,36.59,299.49,192.69,443.73,233.23,420.28,"Bílkova, Prague - Staré Město",50.09099,14.42074,G,,1.0,Interior,,,,,,,,
"CZK 14,000","CZK 2,600","CZK 14,000",174167,1 bedroom,9/1/2022,1,Brick,47 m²,Fully furnished,Very good,Personal,Gas boiler,,,269.91,482.78,119.66,1225.34,219.91,809.9,389.5,379.4,327.15,23.4,"Za Pohořelcem, Prague - Střešovice",50.0864318,14.3834355,,,,Complete,Standard,,,,,,,
"CZK 33,000","CZK 10,000","CZK 33,000",729540,3+kk,9/1/2022,5,Other,136 m²,Fully furnished,Very good,,,,1.0,414.08,771.69,477.5,878.68,3.32,463.98,336.19,409.67,481.2,613.02,"Na Výsledku II, Prague - Nusle",50.05555665,14.44677365,G,,1.0,,,,,,,,1.0,
"CZK 21,000","CZK 4,000","CZK 42,000",731348,2+kk,1/3/2023,11,Brick,61 m²,Unfurnished,New-build,Personal,Distance,1.0,1.0,242.34,1352.77,303.49,1027.31,364.56,863.04,303.66,1008.3,1292.55,839.42,Prague - Vysočany,50.10109,14.5057,B,,1.0,,Standard,1.0,1.0,,Up to 10 years,1.0,,
"CZK 19,500","CZK 4,300","CZK 45,000",730680,2+kk,11/1/2022,3,Prefab concrete,51 m²,Fully furnished,Very good,Personal,,,1.0,77.89,806.6,238.19,510.21,346.43,332.17,116.14,372.1,179.0,189.14,Prague - Letňany,50.13414,14.50913,D,1.0,1.0,,,,,,,,,
"CZK 23,000","CZK 2,256","CZK 50,512",727374,2+kk,10/1/2022,5,Brick,50 m²,Partly,Very good,Personal,,,1.0,229.92,458.16,132.37,16.18,66.74,348.3,271.86,425.85,412.95,347.61,"Smolenská, Prague - Vršovice",50.0694328,14.45145165,E,,1.0,Complete,,,,,,,,
"CZK 26,000","CZK 3,200","CZK 58,400",727402,2 bedroom,10/15/2022,4,Brick,70 m²,Partly,Very good,Personal,,1.0,,294.31,695.6,57.95,472.25,12.23,470.59,243.7,242.01,491.49,211.15,"Ruská, Prague - Vršovice",50.07222495,14.45512555,E,,,Complete,,,,,,,,
