Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Age,Design,Heating,Total number of floors,Renovation,New building,Front garden,Administration fee,Developer name,Project name,Kód jednotky,Investment Advisor
695122,"CZK 14,000",50.14774165,14.4489425,"Bolebořská, Prague - Dolní Chabry",2 bedroom,Excellent,63 m²,"CZK 5,130","CZK 18,000",Cooperative,Brick building,Unfurnished,2,No,No,Yes,No,Yes,No,No,28. 04. 2022,G,159,299,405,368,359,822,757,631,,,,,,,,,,,,,,
449204,"CZK 15,000",50.080914047543,14.457678969311,"Křišťanova, Prague - Žižkov",1 bedroom with open-plan kitchen,Good,49 m²,"CZK 4,000","CZK 30,000",Personal,Brick building,Furnished,2,No,No,Yes,Yes,No,Yes,No,01. 06. 2022,,270,524,229,264,183,637,302,205,533,220,,,,,,,,,,,,
87340,"CZK 28,000",50.0734871,14.3916435,"Zapova, Prague - Smíchov",4 bedroom,Excellent,112 m²,CZK 987,"CZK 56,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,Yes,,,287,"1,211",218,902,58,993,297,739,"1,200",129,,Standard materials and solutions,Gas boiler,Middle floor,Overall,,,,,,,
31263,"CZK 16,000",50.1115724,14.4775255,Prague - Libeň,3 bedroom,Good,70 m²,"CZK 6,220","CZK 22,000",Personal,Brick building,Unfurnished,,No,No,No,No,No,No,No,27. 04. 2022,,207,"1,286",438,977,150,622,756,"1,018",699,41,,Standard materials and solutions,Electric boiler,Ground floor,Interior,,,,,,,
551075,"CZK 16,000",50.0893775,14.46752,"Biskupcova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 1,000","CZK 19,800",Personal,Brick building,Furnished,3,No,No,Yes,No,No,Yes,No,27. 04. 2022,,97,735,22,65,76,93,396,481,427,267,over 50 years years,Standard materials and solutions,Other,Middle floor,Overall,,,,,,,
699695,"CZK 14,500",50.14276,14.5262,"Kadečkové, Prague - Letňany",1 bedroom with open-plan kitchen,New build,42 m²,"CZK 2,000","CZK 29,000",Personal,Brick building,Unfurnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 06. 2022,B,814,"1,169","1,498",373,"1,293","1,416",726,490,,,,,,,,,,,,,,
685106,"CZK 17,500",50.06662,14.42307,"Horská, Prague - Nové Město",Studio,New build,33 m²,"CZK 5,000","CZK 22,500",Personal,Brick building,Furnished,5,Yes,No,No,No,No,No,No,11. 07. 2022,B,114,989,23,10,23,31,353,549,399,398,,,,,,,,,,,,
685115,"CZK 23,000",50.06636,14.42333,"Horská, Prague - Nové Město",1 bedroom with open-plan kitchen,New build,50 m²,"CZK 7,000","CZK 30,000",Personal,Brick building,Furnished,4,No,No,No,Yes,Yes,Yes,Yes,15. 07. 2022,B,165,981,117,149,162,109,492,669,487,409,,,,,,,,,,,,
586683,"CZK 17,000",50.05174,14.543651,"Horolezecká, Prague - Hostivař",1 bedroom with open-plan kitchen,,58 m²,"CZK 6,000","CZK 23,000",Personal,Brick building,Furnished,6,Yes,No,No,No,No,No,No,15. 02. 2020,A,235,288,192,226,389,754,172,512,293,,,,,,,,,,,,,
716057,"CZK 16,000",50.07755,14.43073,"Čelakovského sady, Prague - Vinohrady",Small studio,Excellent,22 m²,"CZK 1,000","CZK 10,000",Personal,Other,Furnished,4,No,No,No,No,No,Yes,No,10. 06. 2022,B,231,407,203,126,70,313,504,578,223,376,,,,,,,,,,,,
715418,"CZK 14,500",50.0367596,14.5056446,Prague - Chodov,Studio,New build,34 m²,"CZK 3,000","CZK 14,500",Personal,Other,Partially furnished,1,Yes,No,No,No,No,Yes,Yes,23. 05. 2022,B,221,601,232,"1,420",43,398,201,201,38,102,,,,,,,,,,,,
25959,"CZK 12,600",50.1335671,14.4751987,"Kubíkova, Prague - Kobylisy",1 bedroom with open-plan kitchen,,48 m²,"CZK 2,350","CZK 20,000",,Prefab concrete building,Partially furnished,2,No,No,Yes,No,No,Yes,No,25. 04. 2022,C,242,978,430,"1,107",305,922,324,445,"1,248",356,,Standard materials and solutions,District heating,Middle floor,,,,,,,,
716038,"CZK 14,500",50.07486,14.42255,"Salmovská, Prague - Nové Město",Studio,New build,20 m²,"CZK 1,500","CZK 16,000",Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,01. 05. 2022,G,150,397,110,388,95,207,304,316,662,421,,,,,,,,,,,,
671979,"CZK 9,500",50.09451,14.49492,"U Kněžské louky, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,44 m²,"CZK 1,000","CZK 10,500",Personal,Brick building,Partially furnished,,No,No,No,No,No,No,No,01. 05. 2022,G,148,366,252,698,97,388,286,527,430,225,30 to 50 years years,Standard materials and solutions,Other,Ground floor,,,,,,,,
710368,"CZK 16,990",50.0770962,14.4355937,Prague - Vinohrady,Studio,Excellent,24 m²,"CZK 2,890","CZK 10,000",Personal,Brick building,,,No,No,No,No,No,Yes,No,01. 06. 2022,G,32,97,83,143,48,139,384,384,579,732,,,,,,,,,,,,
716009,"CZK 18,500",50.0483074,14.3124035,Prague - Stodůlky,1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 3,500","CZK 27,000",Personal,Brick building,Partially furnished,1,No,Yes,No,No,Yes,Yes,Yes,01. 05. 2022,D,385,385,256,924,205,493,300,294,201,191,1 to 10 years years,,,Ground floor,,Yes,40 m²,,,,,
575502,"CZK 18,000",50.0656113,14.4278253,"Oldřichova, Prague - Nusle",2 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 1,200","CZK 34,000",Personal,Brick building,Partially furnished,4,No,No,Yes,No,No,No,No,01. 06. 2022,G,241,876,155,451,119,301,585,697,417,245,,Standard materials and solutions,Electric boiler,Middle floor,Overall,,,,,,,
704120,"CZK 21,000",50.0568,14.37815,"Kačirkova, Prague - Jinonice",1 bedroom with open-plan kitchen,New build,57 m²,"CZK 3,000","CZK 24,000",Personal,Brick building,Partially furnished,4,No,No,Yes,Yes,No,Yes,Yes,01. 02. 2022,B,425,383,567,433,477,975,428,"1,467",364,,,,Central heating,,,,,,,,,
715981,"CZK 24,000",50.07555,14.38298,"Pod Hájem, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,75 m²,"CZK 5,000","CZK 54,000",Personal,Brick building,Furnished,1,No,No,No,No,Yes,No,No,01. 06. 2022,G,575,"1,192",746,"1,338",759,"1,396",771,376,"1,049",371,,,,,,,,,,,,
623185,"CZK 14,000",50.064273,14.270993,"Hostivická, Prague - Sobín",1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 2,000","CZK 19,000",Personal,Brick building,Partially furnished,2,No,Yes,No,No,Yes,No,No,27. 04. 2022,B,49,"1,321",86,"1,128",,,,,,,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,Overall,Yes,20 m²,,,,,
150740,"CZK 13,000",50.070043,14.3676817,"Plzeňská, Prague - Smíchov",1 bedroom,Excellent,36 m²,"CZK 2,000","CZK 15,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,,C,281,584,176,286,42,178,350,"1,363",693,362,1 to 10 years years,Standard materials and solutions,Gas boiler,,,,,,,,,
624497,"CZK 14,500",50.056579,14.373918,"Kačírkova, Prague - Jinonice",Studio,New build,33 m²,"CZK 2,500","CZK 10,000",Personal,Low-energy building,,3,Yes,No,No,No,No,No,No,15. 07. 2022,A,167,110,211,"1,262",70,153,729,190,"1,174",169,,,,,,,,,,,,
715316,"CZK 20,000",50.0471,14.30405,"Svitákova, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,47 m²,"CZK 4,000","CZK 40,000",Personal,Brick building,Furnished,5,Yes,No,No,No,Yes,Yes,No,16. 07. 2022,G,176,168,143,114,939,958,584,745,127,,,,,,,,,,,,,
715306,"CZK 20,000",50.06326,14.28874,"Křivatcová, Prague - Zličín",2 bedroom with open-plan kitchen,New build,70 m²,"CZK 5,000","CZK 25,000",Personal,Brick building,Partially furnished,1,Yes,No,No,Yes,Yes,Yes,No,21. 04. 2022,A,185,129,"1,122","1,370",544,"1,481",680,838,446,,,,,,,,,,,,,
554738,"CZK 17,000",50.0694,14.4840287,Prague - Strašnice,1 bedroom with open-plan kitchen,New build,42 m²,"CZK 4,500","CZK 34,000",Personal,Brick building,Partially furnished,5,Yes,No,Yes,No,No,No,No,16. 05. 2022,,341,748,429,494,264,420,647,692,482,532,,,District heating,,,Yes,,,,,,
715906,"CZK 19,000",50.1206665,14.4611681,"Ke Stírce, Prague - Kobylisy",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 2,000","CZK 19,000",Personal,Other,Furnished,1,No,Yes,No,No,Yes,Yes,No,01. 06. 2022,G,166,138,188,453,286,224,598,234,742,300,1 to 10 years years,Standard materials and solutions,Gas boiler,Ground floor,,,10 m²,,,,,
715878,"CZK 10,000",50.06038,14.3974,"Holubova, Prague - Smíchov",Studio,Excellent,25 m²,"CZK 3,000","CZK 10,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 06. 2022,G,177,897,204,758,197,597,434,717,495,373,,,,Ground floor,,,,,,,,
715877,"CZK 18,490",50.04469833333,14.51761583333,"náměstí Přátelství, Prague - Hostivař",1 bedroom with open-plan kitchen,New build,61 m²,"CZK 2,329","CZK 20,819",Personal,Brick building,Furnished,7,Yes,No,No,No,Yes,Yes,No,,B,153,134,70,59,913,292,"1,006",102,,,,,,,,Yes,,"CZK 20,819

                                
                                
                
i",,,,
715876,"CZK 15,000",50.0124216,14.4017606,"Vrátnická, Prague - Modřany",1 bedroom with open-plan kitchen,New build,53 m²,"CZK 4,000","CZK 30,000",Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,No,Yes,Yes,25. 04. 2022,G,79,953,290,"1,197",615,"1,258","1,259",537,,,,,,,,,,,,,,
715858,"CZK 19,000",50.07632,14.42788,"Hálkova, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,46 m²,"CZK 6,000","CZK 25,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,G,216,660,188,120,96,151,187,262,216,168,,,,,,,,,,,,
715862,"CZK 13,800",50.09118,14.34546,"Krásného, Prague - Veleslavín",1 bedroom with open-plan kitchen,Excellent,56 m²,"CZK 3,500","CZK 15,000",Personal,Prefab concrete building,Partially furnished,4,No,No,Yes,No,No,No,No,01. 05. 2022,G,144,382,95,309,314,284,183,208,689,39,,,,,,,,,,,,
715256,"CZK 16,000",50.09179,14.44168,"Sokolovská, Prague - Karlín",Studio,Excellent,18 m²,"CZK 2,500","CZK 18,500",Personal,Brick building,Furnished,2,No,Yes,No,No,No,No,No,25. 04. 2022,G,170,423,142,168,13,109,427,891,261,225,,,,,,,,,,,,
35209,"CZK 19,400",50.0709893,14.5034918,"Sečská 21, Prague - Strašnice",2 bedroom,,65 m²,"CZK 3,000","CZK 20,000",Cooperative,Prefab concrete building,Partially furnished,4,No,No,No,No,No,No,No,01. 07. 2022,,268,"1,308",227,"1,096",483,613,251,400,960,64,30 to 50 years years,Standard materials and solutions,District heating,Top floor,Overall,,,,,,,
496356,"CZK 28,000",50.0896186,14.4324025,"Havlíčkova, Prague - Nové Město",2 bedroom with open-plan kitchen,,164 m²,"CZK 3,000","CZK 31,000",Personal,Brick building,Furnished,4,No,No,No,No,No,No,No,01. 07. 2022,G,212,199,123,98,33,92,321,131,259,513,,,Gas boiler,Attic,,,,,,,,
703675,"CZK 23,500",50.09054,14.42611,"Dlouhá, Prague - Staré Město",1 bedroom with open-plan kitchen,Excellent,49 m²,"CZK 1,800","CZK 49,580",Personal,Brick building,Furnished,1,No,No,Yes,No,No,Yes,No,01. 06. 2022,G,77,200,48,62,30,211,200,222,145,196,,Premium materials and solutions,Central heating,Middle floor,Interior,,,,,,,
715239,"CZK 18,000",50.0886644,14.484117,"Olgy Havlové, Prague - Žižkov",Studio,New build,38 m²,"CZK 1,500","CZK 54,000",Personal,Brick building,Partially furnished,7,Yes,No,Yes,No,Yes,Yes,No,20. 04. 2022,A,381,810,423,623,137,666,490,358,355,113,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,,,,,,,,
715839,"CZK 15,000",50.0406073,14.4348978,"Hudečkova, Prague - Krč",1 bedroom with open-plan kitchen,Excellent,46 m²,,"CZK 15,000",Personal,Prefab concrete building,Furnished,1,No,No,Yes,Yes,No,No,No,15. 05. 2022,G,181,741,120,386,116,610,939,235,501,102,,,,,,,,,,,,
715826,"CZK 17,500",50.10089,14.349,"Nad Jenerálkou, Prague - Vokovice",1 bedroom with open-plan kitchen,Excellent,70 m²,CZK 1,"CZK 20,000",Personal,Brick building,Furnished,,No,No,No,No,No,No,No,25. 04. 2022,C,378,"1,483",429,"1,310",445,714,615,554,414,288,,,,,,,,,,,,
425448,"CZK 10,500",50.0582532,14.44353,"Na Jezerce, Prague - Nusle",Small studio,Excellent,18 m²,"CZK 2,000","CZK 12,500",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,02. 01. 2022,,96,"1,112",343,721,186,792,491,465,675,180,1 to 10 years years,Standard materials and solutions,,,Overall,,,,,,,
706675,"CZK 12,990",50.10241638888,14.47648416666,"Sokolovská, Prague - Libeň",1 bedroom,Excellent,44 m²,"CZK 3,479","CZK 16,469",Personal,Brick building,Furnished,1,No,No,Yes,No,No,No,No,,B,130,222,63,270,198,305,184,230,208,532,,,,,,,,"CZK 16,469

                                
                                
                
i",,,,
473621,"CZK 33,000",50.088662,14.4097039,"U Lužického semináře, Prague - Malá Strana",3 bedroom,Excellent,92 m²,"CZK 6,000","CZK 50,000",Personal,Brick building,Unfurnished,4,No,Yes,No,No,No,No,No,01. 05. 2022,,300,442,115,421,2,720,478,325,960,178,1 to 10 years years,Premium materials and solutions,Gas boiler,Attic,Overall,,,,,,,
698456,"CZK 11,000",50.05759,14.53231,"Štěrboholská, Prague - Hostivař",1 bedroom,Good,35 m²,"CZK 2,000","CZK 10,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,15. 01. 2022,G,218,515,327,"1,148","1,230","1,136",413,449,,,,,,,,,,,,,,
715170,"CZK 16,000",50.00325,14.39601,"K Sádkám, Prague - Velká Chuchle",1 bedroom with open-plan kitchen,Excellent,46 m²,"CZK 4,000","CZK 20,000",Personal,Prefab concrete building,Partially furnished,2,Yes,No,Yes,No,Yes,No,No,01. 05. 2022,C,539,"1,244","1,144","1,202","1,249","1,300","1,079",,,,,,,,,,,,,,,
680782,"CZK 10,000",50.08588,14.37037,"Nad Kajetánkou, Prague - Břevnov",Studio,Excellent,40 m²,"CZK 1,600","CZK 15,000",Cooperative,Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,23. 08. 2021,G,187,746,406,601,143,440,468,285,745,626,,,District heating,Middle floor,Overall,,50 m²,,,,,
439122,"CZK 21,000",50.0780926,14.4961297,Prague - Strašnice,3 bedroom,Excellent,71 m²,"CZK 6,500","CZK 63,000",Personal,Prefab concrete building,Partially furnished,,Yes,No,No,No,No,Yes,No,,,257,447,215,535,448,488,665,427,"1,129",57,,,District heating,Raised ground floor,Overall,,,,,,,
500192,"CZK 11,600",50.056036,14.505237,"Jabloňová, Prague - Záběhlice",Studio,,25 m²,"CZK 2,500","CZK 25,000",Personal,Prefab concrete building,Furnished,6,No,No,Yes,No,No,Yes,No,01. 01. 1970,C,191,467,454,725,179,741,648,500,937,363,,,District heating,Middle floor,Overall,,,,,,,
406062,"CZK 14,000",50.110359480005,14.558964438623,"Lipnická, Prague - Kyje",1 bedroom with open-plan kitchen,,50 m²,"CZK 3,000","CZK 20,000",Personal,Brick building,Partially furnished,5,Yes,Yes,Yes,No,Yes,Yes,Yes,01. 05. 2022,,267,"1,051",177,185,"1,005",546,"1,345",226,,,,,,,,Yes,,,,,,
715640,"CZK 15,850",50.0165242,14.4400853,"Krhanická, Prague - Kamýk",2 bedroom,Excellent,54 m²,"CZK 4,793","CZK 15,850",Cooperative,Prefab concrete building,Partially furnished,10,No,No,No,No,No,No,No,20. 07. 2022,G,270,"1,010",62,"1,256",784,294,399,481,799,333,,,,,,,,,,,,
715638,"CZK 33,000",50.0499741,14.3223055,"K Ohradě, Prague - Stodůlky",2 bedroom with open-plan kitchen,New build,130 m²,"CZK 4,000",,Personal,Low-energy building,Unfurnished,1,No,No,No,No,Yes,No,No,01. 07. 2022,B,49,"1,170",716,727,439,634,761,408,495,251,,,,,,,,,,,,
715510,"CZK 11,000",50.13562,14.50983,"Bohumínská, Prague - Letňany",Studio,Excellent,41 m²,"CZK 3,500","CZK 14,500",Personal,Prefab concrete building,Partially furnished,7,No,No,No,No,No,No,No,25. 04. 2022,G,67,664,234,512,199,143,220,630,273,371,,,,,,,,,,,,
715630,"CZK 13,102",50.02211,14.51531,"Radimovická, Prague - Chodov",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 3,388","CZK 17,500",Personal,Prefab concrete building,Furnished,3,No,No,Yes,No,No,Yes,No,01. 07. 2022,G,214,"1,345",190,639,312,371,899,118,,,,,,,,,,,,,,
715629,"CZK 21,000",50.02487,14.52109,"Tererova, Prague - Chodov",2 bedroom with open-plan kitchen,Excellent,70 m²,"CZK 4,000","CZK 42,000",Personal,Prefab concrete building,Partially furnished,7,No,No,No,Yes,No,No,No,01. 07. 2022,G,169,"1,010",174,"1,028",385,381,220,613,"1,124",71,10 to 30 years years,Standard materials and solutions,District heating,Top floor,Overall,,,,,,,
715616,"CZK 15,500",50.08835,14.4608,"Roháčova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 3,800","CZK 31,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,01. 06. 2022,D,182,357,217,371,52,328,402,577,247,284,,,,,,,,,,,,
715600,"CZK 16,000",50.08633,14.37393,"Nad Kajetánkou, Prague - Břevnov",1 bedroom with open-plan kitchen,Excellent,48 m²,"CZK 4,000","CZK 32,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,No,No,01. 05. 2022,G,109,824,339,529,221,232,260,260,537,393,,,,,,,,,,,,
715593,"CZK 11,000",50.1112016,14.394351,"Podbabská, Prague - Bubeneč",Studio,Good,30 m²,"CZK 3,000","CZK 15,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 06. 2022,B,170,"1,471",168,858,303,633,764,531,621,437,,,,,,,,,,,,
715576,"CZK 15,000",50.1113008,14.3943439,"Podbabská, Prague - Bubeneč",2 bedroom,Excellent,50 m²,"CZK 5,300","CZK 20,300",Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,No,No,24. 04. 2022,G,159,"1,482",157,869,292,644,775,542,632,426,,,,,,,,,,,,
369322,"CZK 12,000",50.1101579,14.5084088,"Pod Strojírnami, Prague - Vysočany",Studio,Excellent,30 m²,"CZK 1,800","CZK 12,000",Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,,,56,661,180,477,156,597,380,438,553,559,1 to 10 years years,Standard materials and solutions,,,,,,,,,,
517654,"CZK 26,000",50.0768786,14.4699932,"V Horní Stromce, Prague - Vinohrady",2 bedroom with open-plan kitchen,Excellent,70 m²,"CZK 3,500","CZK 26,000",Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,25. 04. 2022,,271,625,192,330,317,332,281,"1,022",381,298,,,District heating,Middle floor,,,,,,,,
569404,"CZK 17,000",50.0401912,14.5681882,"Modenská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,,62 m²,"CZK 3,900","CZK 34,000",Personal,Brick building,Unfurnished,1,Yes,No,Yes,No,Yes,Yes,Yes,01. 06. 2022,B,216,901,469,674,542,358,459,533,"1,259",368,1 to 10 years years,,Central heating,Middle floor,,Yes,,,,,,
710905,"CZK 19,000",50.1316367,14.5540352,"Martinická, Prague - Kbely",1 bedroom with open-plan kitchen,Excellent,46 m²,"CZK 4,000","CZK 30,000",Personal,Brick building,Furnished,1,No,Yes,No,No,No,Yes,Yes,30. 04. 2022,C,166,764,230,176,215,908,641,780,101,,,,District heating,Raised ground floor,,Yes,,,,,,
714357,"CZK 17,000",50.04343,14.51484,"Rižská, Prague - Hostivař",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 3,500","CZK 34,000",Personal,Brick building,Furnished,4,No,No,Yes,Yes,Yes,Yes,Yes,11. 07. 2022,B,,,,,,,,,,,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,,Yes,,,,,,
715537,"CZK 18,000",50.13944,14.44911,"K Beranovu, Prague - Dolní Chabry",Studio,New build,95 m²,"CZK 4,500","CZK 36,000",Personal,Low-energy building,Partially furnished,1,No,Yes,No,No,Yes,Yes,No,01. 05. 2022,A,282,"1,007",164,736,583,"1,091",136,,,,,,,,,,,,,,,
644163,"CZK 12,600",50.103357,14.512565,"Podkovářská, Prague - Vysočany",Studio,Excellent,39 m²,"CZK 2,300","CZK 14,900",Personal,Brick building,Furnished,2,No,No,No,Yes,No,Yes,Yes,01. 06. 2022,G,101,296,"1,266",916,410,648,"1,168",891,270,,10 to 30 years years,,Central heating,Middle floor,,,,,,,,
715525,"CZK 12,490",50.05364583333,14.50818555555,"Práčská, Prague - Záběhlice",2 bedroom,Good,52 m²,"CZK 3,260","CZK 15,750",Personal,Prefab concrete building,Partially furnished,4,No,No,Yes,No,No,Yes,No,,D,68,751,597,699,336,747,690,570,"1,168",464,,,,,,,,"CZK 15,750

                                
                                
                
i",,,,
226603,"CZK 17,790",50.1010663,14.3658334,Prague - Dejvice,2 bedroom,Excellent,55 m²,"CZK 3,180","CZK 20,000",Personal,Brick building,Partially furnished,1,No,No,No,Yes,No,No,No,01. 06. 2022,,371,778,804,414,512,679,906,703,"1,121",189,,Standard materials and solutions,District heating,Middle floor,Overall,,,,,,,
715088,"CZK 19,000",50.04660745,14.306405720331,Prague - Stodůlky,1 bedroom with open-plan kitchen,New build,49 m²,"CZK 3,885","CZK 19,000",Personal,Brick building,Partially furnished,4,Yes,No,No,No,Yes,Yes,Yes,26. 05. 2022,B,21,194,102,"1,275",85,710,807,412,573,208,,,,,,,,,,,,
715522,"CZK 16,990",50.07701277777,14.47691861111,"Hollarovo náměstí, Prague - Vinohrady",1 bedroom with open-plan kitchen,Good,46 m²,"CZK 2,845","CZK 19,835",Personal,Brick building,Partially furnished,5,No,No,Yes,No,No,No,No,,G,166,882,124,472,188,154,741,797,310,110,,,,,,,,"CZK 19,835

                                
                                
                
i",,,,
715514,"CZK 9,990",50.07209666666,14.46993805555,"28. pluku, Prague - Vršovice",Studio,Good,29 m²,"CZK 2,874","CZK 12,864",Personal,Brick building,Furnished,5,No,No,Yes,No,No,Yes,No,,D,65,536,127,372,178,141,442,314,717,100,,,,,,,,"CZK 12,864

                                
                                
                
i",,,,
454348,"CZK 17,000",50.0693943,14.3832932,"Vrchlického, Prague - Košíře",1 bedroom with open-plan kitchen,,46 m²,CZK 590,,Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,25. 04. 2022,,293,575,258,859,377,967,377,817,991,447,,,,,,,,,,,,
376757,"CZK 28,000",50.0705246,14.4147691,"Trojická, Prague - Nové Město",3 bedroom,,95 m²,"CZK 3,500",,Personal,Brick building,Furnished,3,No,No,No,No,No,Yes,No,20. 05. 2022,,242,783,35,302,54,64,420,177,473,401,,,,,,,,,,,,
626750,"CZK 25,900",50.038775,14.395989,"Na Srpečku, Prague - Hlubočepy",3 bedroom,Excellent,83 m²,"CZK 5,195","CZK 25,900",Personal,Brick building,Partially furnished,1,No,Yes,Yes,No,Yes,No,No,01. 06. 2022,B,138,776,733,795,620,578,654,,,,,,Gas boiler,Raised ground floor,Overall,,,,,,,
691645,"CZK 39,000",50.09069,14.42032,"Dušní, Prague - Josefov",3 bedroom with open-plan kitchen,Excellent,93 m²,"CZK 1,900","CZK 41,000",Personal,Brick building,Partially furnished,3,Yes,No,No,No,Yes,Yes,No,01. 05. 2022,E,101,447,205,252,70,269,137,380,248,453,,,,,,,,,,,,
213488,"CZK 15,000",50.0686763,14.3091212,"Žufanova, Prague - Řepy",1 bedroom with open-plan kitchen,,72 m²,"CZK 4,500","CZK 20,000",Other,Prefab concrete building,Furnished,1,No,No,No,Yes,No,No,No,01. 06. 2022,,227,598,447,816,474,336,342,438,"1,207",51,10 to 30 years years,Premium materials and solutions,District heating,Raised ground floor,Overall,,,,,,,
715189,"CZK 23,900",50.01932,14.51961,"Pastevců, Prague - Újezd u Průhonic",2 bedroom with open-plan kitchen,Excellent,96 m²,"CZK 5,000","CZK 65,000",Personal,Brick building,Partially furnished,3,No,Yes,Yes,No,No,No,Yes,25. 04. 2022,G,314,649,761,860,954,"1,326",115,,,,,,,,,,,,,,,
581360,"CZK 22,000",50.026392,14.417815,"Údolní, Prague - Braník",2 bedroom with open-plan kitchen,Excellent,70 m²,"CZK 5,000","CZK 44,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 06. 2022,G,68,"1,050",606,"1,042",457,531,531,682,"1,290",640,,Premium materials and solutions,,Raised ground floor,Interior,,,,,,,
697963,"CZK 13,000",50.07486,14.42255,"Salmovská, Prague - Nové Město",Studio,Excellent,21 m²,"CZK 1,200","CZK 14,000",Personal,Brick building,Furnished,2,No,Yes,No,No,No,Yes,No,24. 04. 2022,B,150,397,110,388,95,207,304,316,662,421,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,Overall,,5 m²,,,,,
713756,"CZK 16,000",50.0440154,14.517211,"Bratislavská, Prague - Hostivař",1 bedroom with open-plan kitchen,Excellent,57 m²,"CZK 4,400","CZK 15,000",Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,No,Yes,Yes,01. 05. 2022,G,195,134,201,190,"1,004",212,"1,215",157,,,,,,,,,,,,,,
715370,"CZK 13,000",50.0615746,14.3810292,"Mikšovského, Prague - Košíře",1 bedroom,Good,46 m²,"CZK 2,000","CZK 15,000",Cooperative,Brick building,Partially furnished,2,No,No,No,No,No,No,No,01. 05. 2022,G,279,"1,182",553,969,542,"1,483","1,143",291,"1,166",645,,,,,,,,,,,,
545400,"CZK 8,500",50.036559,14.4172471,Prague - Braník,Small studio,,25 m²,"CZK 2,500","CZK 3,000",Other,Brick building,Furnished,,No,No,No,No,No,No,No,21. 04. 2022,,514,627,473,447,573,399,312,784,,,,,,,,,,,,,,
573326,"CZK 14,000",50.0641277,14.2874444,"Hevlínská, Prague - Zličín",Studio,Excellent,48 m²,"CZK 3,500","CZK 28,000",Personal,Brick building,Furnished,3,Yes,No,Yes,No,No,Yes,No,01. 07. 2022,,232,176,"1,056",792,818,"1,086",493,,,,1 to 10 years years,Premium materials and solutions,Gas boiler,Middle floor,,,,,,,,
610174,"CZK 12,000",50.049054,14.345899,"V Hůrkách, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,33 m²,"CZK 2,700","CZK 15,000",Personal,Prefab concrete building,Partially furnished,2,No,No,No,No,No,Yes,No,01. 05. 2022,,355,487,115,288,179,351,99,317,"1,176",18,,,,Middle floor,Overall,,,,,,,
715307,"CZK 24,500",50.08709,14.46381,"V Kapslovně, Prague - Žižkov",3 bedroom,Excellent,98 m²,"CZK 3,000","CZK 25,000",Personal,Brick building,Partially furnished,2,No,Yes,No,No,No,Yes,Yes,21. 04. 2022,C,238,742,121,386,39,564,646,641,563,455,,,,,,,,,,,,
