Listing ID,Price,Latitude,Longitude,District,Layout,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Floor Space,Refundable security deposit,Ownership Type,Building Type,Heating,Renovation,PENB,Age,Total number of floors,Design,Front garden,New building,Administration fee,Developer name,Project name,Kód jednotky,Investment Advisor
708823,"CZK 50,250",50.0875896,14.4153411,"Křižovnická, Prague - Staré Město",2 bedroom,"CZK 16,750",Furnished,2,No,No,No,No,No,Yes,No,18. 04. 2022,84,268,232,146,18,496,135,652,432,207,,71 m²,,,,,,,,,,,,,,,,
708305,"CZK 46,800",50.0606031,14.3995501,"Na Neklance, Prague - Smíchov",1 bedroom with open-plan kitchen,"CZK 15,600",Furnished,1,No,No,No,No,No,Yes,Yes,14. 03. 2022,149,907,200,914,210,455,590,729,652,530,,47 m²,,,,,,,,,,,,,,,,
709919,"CZK 18,000",50.04828,14.30227,"Svitákova, Prague - Stodůlky",1 bedroom with open-plan kitchen,"CZK 4,500",Furnished,1,No,No,No,Yes,No,Yes,No,01. 05. 2022,419,363,210,351,"1,148","1,116",743,904,84,,New build,65 m²,"CZK 18,000",Personal,Brick building,,,G,,,,,,,,,,
710076,"CZK 13,990",50.10309,14.51245,"Poděbradská, Prague - Vysočany",Studio,"CZK 2,645",Partially furnished,1,No,No,Yes,Yes,No,Yes,No,10. 03. 2022,80,350,"1,213",895,389,595,"1,208",931,323,,Excellent,33 m²,"CZK 13,990",Personal,Other,,,G,,,,,,,,,,
710073,"CZK 17,243",50.1013638,14.4546402,"V Háji, Prague - Holešovice",Studio,"CZK 5,747",Furnished,3,No,No,No,No,No,Yes,Yes,24. 04. 2022,236,686,234,408,154,248,547,510,133,319,,30 m²,,,,,,,,,,,,,,,,
403607,"CZK 11,600",50.102335,14.445112,"Tovární, Prague - Holešovice",1 bedroom,CZK 400,Furnished,3,No,No,Yes,No,No,Yes,No,10. 03. 2022,163,205,202,443,174,110,138,290,568,91,,32 m²,"CZK 12,000",Personal,Brick building,Other,Interior,,,Middle floor,,,,,,,,
710069,"CZK 13,500",50.03257,14.37481,"Brichtova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,"CZK 3,000",Unfurnished,5,No,No,No,No,No,No,No,01. 04. 2022,92,320,144,317,389,309,708,223,965,72,Excellent,55 m²,"CZK 13,500",Personal,Prefab concrete building,,,G,,,,,,,,,,
601328,"CZK 26,000",50.068321,14.415244,"Na Hrobci, Prague - Nové Město",1 bedroom with open-plan kitchen,"CZK 3,000",,2,No,No,No,No,No,Yes,No,21. 03. 2022,78,"1,021",9,478,23,252,318,371,269,140,Excellent,60 m²,"CZK 52,000",Personal,Brick building,,,E,,,,,,,,,,
710065,"CZK 28,000",50.12743,14.45878,"Březiněveská, Prague - Kobylisy",2 bedroom with open-plan kitchen,"CZK 3,000",Unfurnished,1,Yes,No,No,No,No,Yes,Yes,01. 05. 2022,212,"1,029",137,796,179,301,621,347,690,453,Excellent,89 m²,"CZK 40,000",Personal,Brick building,Central heating,,C,1 to 10 years years,Middle floor,Premium materials and solutions,,,,,,,
322056,"CZK 18,000",50.1306549,14.4163474,Prague - Bohnice,2 bedroom with open-plan kitchen,"CZK 4,500",Partially furnished,7,Yes,No,Yes,Yes,No,Yes,No,01. 04. 2022,115,532,493,462,327,539,595,713,313,,,78 m²,"CZK 25,000",Personal,Prefab concrete building,District heating,Overall,,,,Standard materials and solutions,,,,,,,
708788,"CZK 47,250",50.0894663,14.4240032,"Masná, Prague - Staré Město",Studio,"CZK 15,750",Furnished,6,Yes,Yes,No,No,No,Yes,No,14. 03. 2022,62,263,122,95,13,113,64,46,150,138,,65 m²,,,,,,,,,,,,,,,,
708477,"CZK 12,000",50.12741,14.50208,"Zlonická, Prague - Letňany",1 bedroom with open-plan kitchen,"CZK 2,540",Unfurnished,2,Yes,No,Yes,No,No,Yes,No,01. 04. 2022,171,787,107,816,621,752,305,464,"1,491",320,Excellent,47 m²,"CZK 14,540",Personal,Other,District heating,,B,10 to 30 years years,Middle floor,Standard materials and solutions,,Yes,,,,,
622925,"CZK 16,000",50.070437,14.49594,"K Rybníčkům, Prague - Strašnice",2 bedroom,CZK 550,Unfurnished,2,Yes,No,No,No,No,No,No,23. 03. 2022,384,823,30,655,51,287,265,607,429,296,New build,56 m²,"CZK 16,000",Personal,Brick building,,,B,1 to 10 years years,,,,,,,,,
709129,"CZK 32,400",50.091319,14.4234523,"U Obecního dvora, Prague - Staré Město",2 bedroom,"CZK 10,800",Furnished,2,No,No,No,No,No,Yes,No,03. 04. 2022,116,432,102,253,102,270,297,393,201,165,,62 m²,,,,,,,,,,,,,,,,
708789,"CZK 47,250",50.0894663,14.4240032,"Masná, Prague - Staré Město",Studio,"CZK 15,750",Furnished,6,No,No,No,No,No,Yes,No,11. 04. 2022,62,263,122,95,13,113,64,46,150,138,,43 m²,,,,,,,,,,,,,,,,
626006,"CZK 18,000",50.051678,14.346835,"Petržílkova, Prague - Stodůlky",1 bedroom with open-plan kitchen,CZK 500,Furnished,5,No,No,No,No,No,Yes,No,01. 04. 2022,77,528,199,185,134,113,178,326,"1,199",203,Excellent,55 m²,"CZK 18,000",Personal,Prefab concrete building,District heating,,G,1 to 10 years years,Middle floor,Standard materials and solutions,,,,,,,
710058,"CZK 10,000",50.02231,14.45565,"Sládkovičova, Prague - Krč",1 bedroom,"CZK 3,000",Furnished,4,Yes,No,Yes,Yes,No,Yes,No,11. 03. 2022,365,721,609,290,256,564,"1,162",673,735,,Good,34 m²,"CZK 20,000",Personal,Prefab concrete building,Central heating,,B,,,,,,,,,,
709349,"CZK 12,500",50.0268921,14.5300135,"Jurkovičova, Prague - Háje",Studio,"CZK 2,800",Partially furnished,2,Yes,No,No,No,No,Yes,No,07. 03. 2022,58,933,342,590,370,664,217,433,725,375,New build,31 m²,"CZK 25,000",Personal,Other,,,G,,,,,,,,,,
710054,"CZK 21,000",50.09182,14.44512,"Vítkova, Prague - Karlín",1 bedroom with open-plan kitchen,"CZK 4,000",Furnished,5,Yes,No,No,No,No,No,No,10. 03. 2022,138,339,73,438,51,413,132,"1,162",506,322,Excellent,66 m²,"CZK 20,000",Personal,Brick building,,,G,,,,,,,,,,
710053,"CZK 19,000",50.0251,14.52053,"Tererova, Prague - Chodov",2 bedroom with open-plan kitchen,"CZK 6,000",Furnished,3,No,No,No,Yes,No,Yes,No,01. 04. 2022,154,995,159,"1,013",335,366,251,598,"1,109",103,Excellent,66 m²,"CZK 25,000",Personal,Prefab concrete building,,,C,,,,,,,,,,
710052,"CZK 14,000",50.00821,14.4063,"Vojtova, Prague - Modřany",1 bedroom,"CZK 4,500",Partially furnished,1,No,No,No,No,No,No,No,10. 03. 2022,150,"1,086",483,989,492,725,257,690,"1,373",207,Excellent,51 m²,"CZK 18,500",Personal,Brick building,,,G,,,,,,,,,,
578397,"CZK 15,000",50.105111,14.479021,"Na Žertvách, Prague - Libeň",1 bedroom with open-plan kitchen,"CZK 3,000",Partially furnished,2,Yes,No,No,No,No,Yes,No,01. 04. 2022,126,407,203,424,98,360,415,338,270,338,Excellent,68 m²,"CZK 15,000",Personal,Brick building,District heating,Interior,B,1 to 10 years years,,Premium materials and solutions,,,,,,,
709595,"CZK 29,000",50.0487803,14.429177049324,"K Sídlišti, Prague - Nusle",1 bedroom with open-plan kitchen,"CZK 7,000",Partially furnished,11,No,No,No,No,No,Yes,No,01. 04. 2022,127,"1,022",329,537,351,617,385,489,765,240,New build,59 m²,"CZK 60,000",Personal,Brick building,,,G,,,,,,,,,,
444742,"CZK 14,000",50.1274124,14.5036011,"Terezínská, Prague - Letňany",1 bedroom with open-plan kitchen,"CZK 4,000",Partially furnished,4,Yes,No,No,No,No,Yes,No,01. 04. 2022,247,911,152,941,485,"1,055",269,586,239,,New build,45 m²,CZK 2,Personal,Other,District heating,,C,10 to 30 years years,Middle floor,Standard materials and solutions,,Yes,,,,,
682643,"CZK 13,500",50.08869,14.46837,"Jana Želivského, Prague - Žižkov",1 bedroom with open-plan kitchen,"CZK 3,000",Furnished,4,No,No,No,No,No,Yes,No,11. 03. 2022,54,616,20,26,44,139,276,361,307,380,Excellent,51 m²,"CZK 16,000",Personal,Brick building,Gas boiler,,C,,Middle floor,,,,,,,,
326698,"CZK 10,000",50.0631392,14.4399715,"Sezimova, Prague - Nusle",Small studio,CZK 560,Unfurnished,2,No,No,No,No,No,No,No,01. 04. 2022,104,302,83,140,42,129,99,448,334,273,,25 m²,"CZK 10,560",Personal,Brick building,,,,,,,,,,,,,
710041,"CZK 18,000",50.0891374,14.357751,"Rejchova, Prague - Břevnov",1 bedroom with open-plan kitchen,"CZK 4,000",Unfurnished,1,No,No,Yes,No,No,Yes,Yes,01. 04. 2022,176,779,557,"1,101",592,180,147,309,496,334,New build,66 m²,"CZK 18,000",Personal,Brick building,,,G,,,,,,,,,,
696280,"CZK 9,000",50.017139,14.4360053,"U Kamýku, Prague - Kamýk",Small studio,"CZK 3,500",Furnished,9,No,No,Yes,No,No,Yes,No,01. 01. 1970,125,"1,044",171,"1,037",527,280,489,678,542,422,Excellent,34 m²,"CZK 15,000",Personal,Prefab concrete building,,,C,,,,,,,,,,
332328,"CZK 15,000",50.0567568,14.422654,Prague - Podolí,1 bedroom with open-plan kitchen,"CZK 1,500",Partially furnished,3,No,No,No,No,No,No,No,16. 03. 2022,121,425,309,285,171,422,264,648,327,227,,50 m²,"CZK 30,000",Personal,Brick building,Gas boiler,Interior,,,Middle floor,Standard materials and solutions,,,,,,,
575002,"CZK 12,000",50.0570457,14.4400154,"Soudní, Prague - Nusle",Small studio,CZK 500,Partially furnished,3,No,No,Yes,No,No,No,No,10. 03. 2022,133,"1,323",350,629,244,656,543,480,530,262,Excellent,35 m²,"CZK 24,000",Personal,Brick building,Gas boiler,Interior,D,,,Standard materials and solutions,,,,,,,
649910,"CZK 9,000",50.078325,14.503613,"Kounická, Prague - Strašnice",Studio,"CZK 1,140",Partially furnished,1,No,No,Yes,No,No,No,No,14. 03. 2022,206,661,420,569,76,450,640,588,"1,378",479,Excellent,25 m²,"CZK 10,000",Personal,Brick building,,,G,,Raised ground floor,Standard materials and solutions,,,,,,,
641514,"CZK 8,300",50.041963,14.328425,"Amforová, Prague - Stodůlky",1 bedroom,"CZK 4,700",Unfurnished,7,Yes,No,Yes,Yes,No,Yes,No,07. 12. 2020,97,498,496,468,415,476,488,603,224,167,Good,52 m²,"CZK 13,000",Personal,Prefab concrete building,District heating,,G,,,,,,,,,,
602655,"CZK 20,900",50.089699,14.341763,Prague - Veleslavín,3 bedroom,"CZK 4,900",Partially furnished,1,Yes,No,No,No,No,Yes,No,01. 04. 2022,215,609,145,234,199,274,281,145,937,263,Excellent,80 m²,"CZK 35,000",Cooperative,Brick building,District heating,Exterior,B,,,,,,,,,,
709329,"CZK 17,500",50.02536,14.43833,"Nad Lesním divadlem, Prague - Braník",3 bedroom,"CZK 5,500",Partially furnished,9,Yes,No,No,No,Yes,Yes,No,15. 04. 2022,346,387,347,359,434,413,766,190,"1,016",195,Good,74 m²,"CZK 17,500",Personal,Prefab concrete building,,,G,,,,,,,,,,
562457,"CZK 18,500",50.06721,14.44996,"Sámova, Prague - Vršovice",1 bedroom with open-plan kitchen,"CZK 3,500",Furnished,2,No,No,No,No,No,No,No,01. 06. 2022,238,556,185,374,136,83,194,243,327,288,,50 m²,"CZK 22,000",Personal,Brick building,Central heating,,,,,,,,,,,,
598710,"CZK 14,000",50.067076,14.434086,"Sarajevská, Prague - Vinohrady",1 bedroom with open-plan kitchen,"CZK 1,260",Partially furnished,4,No,No,No,No,No,No,No,01. 04. 2022,366,716,255,768,234,489,490,543,261,380,Excellent,40 m²,"CZK 16,000",Personal,Brick building,Other,Interior,G,over 50 years years,Middle floor,Standard materials and solutions,,,,,,,
704574,"CZK 18,000",50.06928,14.47392,"Amurská, Prague - Vršovice",2 bedroom,"CZK 4,000",Partially furnished,3,Yes,No,No,No,No,Yes,No,31. 01. 2022,295,441,219,325,111,506,75,194,143,183,Excellent,72 m²,"CZK 20,000",Personal,Brick building,,,E,,Middle floor,,,,,,,,
709338,"CZK 11,475",50.0455184,14.4554688,"Bítovská, Prague - Michle",Studio,"CZK 3,825",Furnished,9,No,No,No,No,No,Yes,No,01. 04. 2022,276,470,425,528,262,500,439,294,381,57,,23 m²,,,,,,,,,,,,,,,,
709330,"CZK 24,000",50.09761365,14.399356187958,Prague - Dejvice,2 bedroom,"CZK 3,000",Furnished,2,No,No,No,No,No,Yes,No,15. 03. 2022,124,287,111,99,106,308,235,688,456,206,Excellent,80 m²,"CZK 24,000",Personal,Brick building,,,G,,,,,,,,,,
588276,"CZK 12,000",50.121331,14.4572,"Na Hlinách, Prague - Kobylisy",Studio,CZK 700,Partially furnished,1,No,No,No,No,No,No,No,01. 04. 2022,376,383,300,470,249,264,649,401,915,473,New build,32 m²,"CZK 15,000",Personal,Brick building,,Overall,B,1 to 10 years years,,Premium materials and solutions,,,,,,,
205007,"CZK 8,800",50.1097485,14.5575396,"Lipnická, Prague - Kyje",Studio,"CZK 2,700",Partially furnished,4,Yes,No,No,No,Yes,No,No,14. 03. 2022,266,"1,083",424,108,"1,037",540,"1,302",519,,,Excellent,33 m²,"CZK 11,500",Personal,Brick building,Central heating,,,1 to 10 years years,Top floor,,,,,,,,
426337,"CZK 12,000",50.1170531,14.4737959,"Na Stráži, Prague - Libeň",Studio,"CZK 3,000",Partially furnished,1,No,No,No,No,No,No,No,01. 04. 2022,73,"1,305",316,321,597,662,"1,197","1,286",700,,Excellent,43 m²,,Personal,Brick building,Electric boiler,,,,,,,,,,,,
591600,"CZK 13,000",50.035578,14.410744,"Nad Malým Mýtem, Prague - Braník",1 bedroom with open-plan kitchen,"CZK 1,600",Partially furnished,2,No,No,No,No,No,No,No,01. 02. 2020,183,357,225,246,209,387,265,"1,108",138,,Excellent,42 m²,"CZK 25,000",Personal,Brick building,Other,Interior,E,1 to 10 years years,Middle floor,Premium materials and solutions,,,,,,,
608603,"CZK 13,000",50.070208,14.415621,"Podskalská, Prague - Nové Město",1 bedroom,"CZK 3,000",Furnished,1,No,No,No,No,No,Yes,No,01. 04. 2022,297,790,64,305,77,68,333,177,387,319,Excellent,31 m²,"CZK 15,000",Personal,Brick building,,,G,,Middle floor,,,,,,,,
172320,"CZK 7,500",50.100575,14.4297162,"Heřmanova, Prague - Holešovice",Small studio,"CZK 1,500",Partially furnished,2,No,No,No,No,No,Yes,No,01. 05. 2022,253,391,228,245,73,166,283,154,546,,,22 m²,"CZK 9,000",Personal,Brick building,Other,,,over 50 years years,Middle floor,Standard materials and solutions,,,,,,,
710016,"CZK 12,000",50.08996,14.49126,"Květinková, Prague - Žižkov",1 bedroom with open-plan kitchen,"CZK 4,000",Unfurnished,2,No,No,No,No,Yes,Yes,No,14. 03. 2022,417,428,485,641,423,433,639,423,561,302,Excellent,50 m²,"CZK 20,000",Personal,Brick building,,,G,,,,,,,,,,
710019,"CZK 26,925",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,"CZK 8,975",Furnished,2,No,No,No,No,No,Yes,No,14. 03. 2022,211,382,250,989,170,745,812,"1,050",387,543,,30 m²,,,,,,,,,,,,,,,,
710018,"CZK 45,000",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",2 bedroom,"CZK 15,000",Furnished,-1,No,No,No,No,No,Yes,No,18. 03. 2022,211,382,250,989,170,745,812,"1,050",387,543,,50 m²,,,,,,,,,,,,,,,,
710017,"CZK 21,000",50.1078,14.45539,"V Přístavu, Prague - Holešovice",1 bedroom with open-plan kitchen,"CZK 6,200",Partially furnished,1,No,Yes,No,No,Yes,Yes,No,10. 03. 2022,199,953,216,765,164,646,615,"1,216",554,148,New build,86 m²,"CZK 21,000",Personal,Other,,,G,,,,,,,,,,
211949,"CZK 12,700",50.0728078,14.4452826,"Slovenská, Prague - Vinohrady",1 bedroom with open-plan kitchen,CZK 600,Partially furnished,,No,No,No,No,No,No,No,01. 04. 2022,217,368,141,712,247,637,492,549,311,98,,56 m²,"CZK 15,000",Personal,Brick building,Gas boiler,,,,Raised ground floor,,,,,,,,
710015,"CZK 13,500",50.08968,14.34555,"Peštukova, Prague - Veleslavín",2 bedroom with open-plan kitchen,"CZK 1,300",Partially furnished,5,Yes,No,No,No,No,No,No,14. 03. 2022,161,308,120,146,151,186,181,288,700,76,Excellent,54 m²,"CZK 20,000",Personal,Prefab concrete building,,,G,,,,,,,,,,
526075,"CZK 10,000",50.0242122,14.4334129,Prague - Lhotka,1 bedroom,"CZK 4,000",Furnished,4,Yes,No,No,No,No,Yes,No,01. 04. 2022,207,92,6,85,97,66,502,521,593,123,Excellent,43 m²,"CZK 10,000",Personal,Prefab concrete building,District heating,,,,,,,,,,,,
710007,"CZK 14,500",50.12468,14.49726,"Českolipská, Prague - Střížkov",3 bedroom,"CZK 3,500",Partially furnished,3,No,No,No,Yes,No,Yes,No,10. 03. 2022,247,253,273,206,239,402,406,236,"1,119",212,Excellent,56 m²,"CZK 29,000",Personal,Prefab concrete building,,,D,,,,,,,,,,
710009,"CZK 22,000",50.0824897,14.420311,"Národní, Prague - Nové Město",1 bedroom with open-plan kitchen,"CZK 5,000",Partially furnished,2,No,No,No,No,No,Yes,No,14. 03. 2022,99,750,54,131,58,92,214,481,187,318,Excellent,50 m²,"CZK 22,000",Personal,Brick building,,,G,,,,,,,,,,
499094,"CZK 17,000",50.0708431,14.4501547,"Charkovská, Prague - Vršovice",2 bedroom,"CZK 1,600",Unfurnished,4,No,No,No,No,No,No,No,,135,648,146,195,73,510,187,447,378,363,Excellent,76 m²,"CZK 17,000",Personal,Brick building,,,,,,,,,,,,,
494698,"CZK 11,000",50.0570883,14.4959689,"Jabloňová, Prague - Záběhlice",1 bedroom with open-plan kitchen,"CZK 3,644",Furnished,8,Yes,No,No,No,No,Yes,No,01. 04. 2021,101,643,176,946,292,77,207,699,228,207,Excellent,33 m²,"CZK 15,000",Personal,Prefab concrete building,District heating,Overall,G,,,Standard materials and solutions,,,,,,,
709531,"CZK 22,500",50.0699993,14.3820262,"Hlaváčkova, Prague - Košíře",Studio,"CZK 7,500",Furnished,6,Yes,No,No,No,No,Yes,Yes,01. 05. 2022,202,523,119,828,248,936,219,756,"1,073",529,,35 m²,,,,,,,,,,,,,,,,
709998,"CZK 20,000",50.07626,14.45352,"Slezská, Prague - Vinohrady",2 bedroom,"CZK 4,000",Unfurnished,4,No,No,Yes,No,No,Yes,No,10. 03. 2022,170,234,196,156,20,171,81,443,821,310,Good,55 m²,"CZK 10,000",Personal,Brick building,,,G,,,,,,,,,,
374295,"CZK 14,250",50.0464847,14.4619804,"Na úlehli, Prague - Michle",2 bedroom,"CZK 3,700",Furnished,2,No,No,No,No,No,No,No,01. 04. 2022,229,666,85,724,153,680,235,270,357,255,Excellent,70 m²,"CZK 17,950",Personal,Brick building,,Overall,,over 50 years years,Middle floor,Premium materials and solutions,75 m²,,,,,,
694481,"CZK 9,500",50.04618,14.46108,"Podle Kačerova, Prague - Michle",Studio,CZK 750,Partially furnished,1,No,No,No,No,No,No,No,01. 12. 2021,148,616,20,674,102,587,341,347,306,190,Good,30 m²,"CZK 9,500",Personal,Brick building,Electric boiler,Interior,G,,Raised ground floor,,,,,,,,
709993,"CZK 18,000",50.11779,14.62196,"Otovická, Prague - Horní Počernice",2 bedroom with open-plan kitchen,"CZK 6,000",Unfurnished,1,Yes,Yes,No,No,Yes,No,No,01. 04. 2022,156,927,428,266,459,848,321,258,,,Excellent,75 m²,"CZK 18,000",Personal,Brick building,,,G,,,,,,,,,,
709968,"CZK 9,000",50.05766,14.57953,"U Lipové aleje, Prague - Dubeč",Studio,"CZK 3,500",Partially furnished,1,Yes,No,Yes,No,Yes,No,No,14. 03. 2022,246,980,395,283,"1,447","1,301",161,,,,Excellent,35 m²,"CZK 25,000",Personal,Brick building,,,A,,,,,,,,,,
706911,"CZK 15,000",50.03934,14.32273,"Kakosova, Prague - Řeporyje",Studio,"CZK 4,000",Furnished,2,Yes,No,Yes,No,No,Yes,No,01. 03. 2022,246,"1,135",780,964,603,"1,028",665,"1,075",672,112,New build,43 m²,"CZK 30,000",Personal,Brick building,Central heating,,G,1 to 10 years years,,Standard materials and solutions,,Yes,,,,,
193776,"CZK 17,000",50.0903098,14.4743508,"Biskupcova, Prague - Žižkov",2 bedroom,CZK 500,Furnished,2,No,No,No,No,No,Yes,No,21. 04. 2022,166,"1,038",161,232,43,143,294,359,331,393,,49 m²,"CZK 34,000",Personal,Brick building,,,,,,,2000 m²,,,,,,
707402,"CZK 22,500",50.0723554,14.4069173,"Lidická, Prague - Smíchov",1 bedroom,"CZK 7,500",Furnished,3,No,No,No,No,No,No,No,06. 04. 2022,25,378,16,198,26,271,471,963,"1,249",622,,,,,,,,,,,,,,,,,,
707342,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",2 bedroom,"CZK 12,000",Furnished,5,No,No,No,No,No,Yes,No,14. 03. 2022,156,408,244,342,59,242,281,281,533,788,,46 m²,,,,,,,,,,,,,,,,
707307,"CZK 47,250",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,"CZK 15,750",Furnished,4,Yes,No,No,No,No,Yes,Yes,11. 04. 2022,144,325,176,152,60,230,49,259,388,439,,50 m²,,,,,,,,,,,,,,,,
582426,"CZK 19,000",50.07266,14.477987,"Omská, Prague - Vršovice",1 bedroom with open-plan kitchen,"CZK 2,000",Unfurnished,2,No,No,No,No,No,No,No,01. 05. 2022,222,213,331,458,208,260,156,189,588,435,New build,55 m²,"CZK 20,000",Personal,Brick building,Gas boiler,,B,,Middle floor,,,,,,,,
707401,"CZK 22,500",50.0723554,14.4069173,"Lidická, Prague - Smíchov",1 bedroom,"CZK 7,500",Furnished,3,No,No,No,No,No,No,No,06. 04. 2022,25,378,16,198,26,271,471,963,"1,249",622,,,,,,,,,,,,,,,,,,
707374,"CZK 30,000",50.0372353,14.482405,"Hněvkovská, Prague - Chodov",1 bedroom with open-plan kitchen,"CZK 10,000",Furnished,2,Yes,No,No,No,No,No,No,14. 03. 2022,469,"1,480",408,"1,340",370,"1,305",889,"1,194",334,309,,40 m²,,,,,,,,,,,,,,,,
707370,"CZK 26,250",50.0802704,14.4260824,"Štěpánská, Prague - Nové Město",Studio,"CZK 8,750",Furnished,7,No,No,No,No,No,Yes,Yes,14. 03. 2022,288,586,250,131,26,252,214,638,273,511,,30 m²,,,,,,,,,,,,,,,,
707341,"CZK 32,250",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",1 bedroom,"CZK 10,750",Furnished,5,No,No,No,No,No,Yes,No,14. 03. 2022,156,408,244,342,59,242,281,281,533,788,,57 m²,,,,,,,,,,,,,,,,
707345,"CZK 39,750",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",1 bedroom with open-plan kitchen,"CZK 13,250",Furnished,3,No,No,No,No,No,Yes,No,14. 03. 2022,156,408,244,342,59,242,281,281,533,788,,75 m²,,,,,,,,,,,,,,,,
707347,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,"CZK 12,000",Furnished,4,No,No,No,No,No,Yes,No,14. 03. 2022,156,408,244,342,59,242,281,281,533,788,,45 m²,,,,,,,,,,,,,,,,
707349,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,"CZK 12,000",Furnished,2,No,No,No,No,No,Yes,No,14. 03. 2022,156,408,244,342,59,242,281,281,533,788,,45 m²,,,,,,,,,,,,,,,,
707300,"CZK 42,075",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,"CZK 14,025",Furnished,6,No,No,No,No,No,Yes,No,11. 04. 2022,149,274,60,441,20,421,59,552,690,457,,80 m²,,,,,,,,,,,,,,,,
707269,"CZK 18,000",50.101287,14.4274794,"Veletržní, Prague - Holešovice",1 bedroom,"CZK 6,000",Furnished,1,No,No,No,No,No,No,No,01. 04. 2022,159,212,112,187,64,141,210,116,549,,,,,,,,,,,,,,,,,,,
707276,"CZK 22,800",50.0717643,14.4385436,"Americká, Prague - Vinohrady",Studio,"CZK 7,600",Furnished,4,No,No,No,No,No,Yes,No,27. 03. 2022,272,322,70,607,60,509,83,250,792,565,,27 m²,,,,,,,,,,,,,,,,
709962,"CZK 13,000",50.09935,14.42987,"Milady Horákové, Prague - Holešovice",Studio,"CZK 2,500",Furnished,2,Yes,No,Yes,No,No,No,No,12. 03. 2022,75,523,33,158,86,70,139,60,409,,Excellent,30 m²,"CZK 20,000",Personal,Brick building,,,G,,,,,,,,,,
707399,"CZK 28,688",50.077834,14.422878,"Příčná, Prague - Nové Město",Studio,"CZK 9,562",Furnished,2,No,No,No,No,No,No,No,18. 04. 2022,224,529,123,232,36,222,310,471,467,408,,26 m²,,,,,,,,,,,,,,,,
707343,"CZK 39,750",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",1 bedroom with open-plan kitchen,"CZK 13,250",Furnished,5,No,No,No,No,No,Yes,No,14. 03. 2022,156,408,244,342,59,242,281,281,533,788,,73 m²,,,,,,,,,,,,,,,,
707350,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,"CZK 12,000",Furnished,1,No,No,No,No,No,Yes,No,14. 03. 2022,156,408,244,342,59,242,281,281,533,788,,45 m²,,,,,,,,,,,,,,,,
707346,"CZK 39,750",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",1 bedroom with open-plan kitchen,"CZK 13,250",Furnished,2,No,No,No,No,No,Yes,No,14. 03. 2022,156,408,244,342,59,242,281,281,533,788,,75 m²,,,,,,,,,,,,,,,,
707339,"CZK 21,000",50.1057314,14.44422,"U Průhonu b, Prague - Holešovice",Studio,"CZK 7,000",Furnished,1,Yes,Yes,No,No,No,Yes,Yes,11. 04. 2022,299,437,281,449,312,304,607,789,18,459,,32 m²,,,,,,,,,,,,,,,,
708890,"CZK 9,000",50.0677075,14.5189136,"Mokřanská, Prague - Strašnice",Studio,"CZK 3,000",Furnished,2,No,No,No,No,No,No,No,01. 05. 2022,168,769,821,899,"1,058",898,"1,469",728,,,,20 m²,,,,,,,,,,,,,,,,
707284,"CZK 24,938",50.0718291,14.4385892,"Americká, Prague - Vinohrady",1 bedroom,"CZK 8,312",Furnished,4,No,No,No,No,No,Yes,No,27. 03. 2022,274,300,81,587,69,312,103,253,793,568,,43 m²,,,,,,,,,,,,,,,,
240794,"CZK 15,000",50.1363086059,14.3804926233,"Suchdolské náměstí, Prague - Suchdol",Studio,"CZK 3,000",Furnished,3,Yes,No,Yes,No,No,Yes,Yes,07. 03. 2022,129,59,413,154,169,20,560,497,952,785,Excellent,45 m²,"CZK 30,000",Personal,Brick building,,,,,,Standard materials and solutions,,,,,,,
707817,"CZK 45,000",50.0795975,14.4273504,"Ve Smečkách, Prague - Nové Město",1 bedroom with open-plan kitchen,"CZK 15,000",Furnished,4,No,No,No,No,No,Yes,No,23. 04. 2022,285,548,70,207,10,222,245,618,370,524,,70 m²,,,,,,,,,,,,,,,,
708885,"CZK 15,319",50.1033901,14.4020568,"U Zeměpisného ústavu, Prague - Bubeneč",Studio,"CZK 5,106",Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,192,792,137,285,93,475,243,337,508,82,,28 m²,,,,,,,,,,,,,,,,
707352,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",1 bedroom with open-plan kitchen,"CZK 12,000",Furnished,-1,No,No,No,No,No,No,No,14. 03. 2022,156,408,244,342,59,242,281,281,533,788,,59 m²,,,,,,,,,,,,,,,,
