Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Age,Design,Heating,Total number of floors,Front garden,Renovation,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,New building,Administration fee,Developer name,Project name,Kód jednotky,Investment Advisor
289499,"CZK 15,000",50.1014248,14.4494149,"Tusarova, Prague - Holešovice",2 bedroom,Good,63 m²,"CZK 2,000",,Cooperative,Brick building,Partially furnished,1,No,No,No,No,No,Yes,No,01. 04. 2022,,,Other,Middle floor,,Exterior,G,71,334,187,202,113,9,263,225,368,177,,,,,,
709955,"CZK 23,000",50.0487803,14.429177049324,"K Sídlišti, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 5,700","CZK 25,000",Personal,Brick building,Partially furnished,5,No,No,Yes,Yes,Yes,Yes,No,09. 03. 2022,,,,,,,G,127,"1,022",329,537,351,617,385,489,765,240,,,,,,
711243,"CZK 37,500",50.07844,14.44082,"Polská, Prague - Vinohrady",3 bedroom,Excellent,110 m²,CZK 500,,Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,No,No,No,21. 03. 2022,,,,,,,G,292,591,291,246,134,319,207,364,142,483,,,,,,
711232,"CZK 18,700",50.07588,14.46436,"Šrobárova, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 3,800","CZK 20,000",Personal,Brick building,Furnished,6,No,Yes,No,No,No,Yes,No,01. 07. 2022,,,,,,,A,342,263,189,370,70,430,312,501,191,342,,,,,,
590073,"CZK 15,000",50.05776,14.508555,"Jahodová, Prague - Záběhlice",2 bedroom,Excellent,55 m²,"CZK 4,000","CZK 30,000",Personal,Prefab concrete building,Partially furnished,4,Yes,No,No,No,No,Yes,No,01. 05. 2022,,,District heating,,,Overall,B,220,610,184,469,274,"1,015",181,293,"1,212",78,,,,,,
379038,"CZK 16,500",50.0689346,14.3631419,"Nepomucká, Prague - Košíře",2 bedroom with open-plan kitchen,,68 m²,"CZK 7,500",,Cooperative,Prefab concrete building,Furnished,13,Yes,Yes,Yes,No,No,Yes,No,,,,Central heating,Middle floor,,,C,191,966,426,622,454,515,301,"1,085",478,679,,,,,,
571823,"CZK 11,500",50.0625659,14.4455431,"Rostislavova, Prague - Nusle",2 bedroom,,39 m²,CZK 800,"CZK 11,500",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,30. 08. 2019,,,,,,,G,137,674,173,377,152,420,562,699,734,607,,,,,,
705140,"CZK 10,500",50.06256,14.44555,"Rostislavova, Prague - Nusle",Studio,Excellent,38 m²,CZK 800,"CZK 11,500",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,04. 02. 2022,,,,,,,G,136,675,172,378,151,421,563,699,733,606,,,,,,
142101,"CZK 12,900",50.1076859,14.3935901,"Koulova, Prague - Dejvice",1 bedroom,,46 m²,"CZK 2,780","CZK 25,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 05. 2020,over 50 years years,Standard materials and solutions,District heating,Middle floor,,Overall,,176,"1,281",218,677,258,125,515,345,543,389,,,,,,
697064,"CZK 10,000",50.02978,14.44976,"Štúrova, Prague - Krč",Studio,Excellent,28 m²,"CZK 2,500","CZK 16,000",Personal,Prefab concrete building,Partially furnished,1,No,No,Yes,No,No,No,No,27. 12. 2021,,,,,,,G,124,"1,295",188,113,701,843,"1,175",560,381,,,,,,,
711219,"CZK 23,500",50.10092,14.43162,"Veverkova, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,77 m²,"CZK 1,200","CZK 40,000",Personal,Brick building,Furnished,4,Yes,No,Yes,No,No,No,No,25. 03. 2022,,,,,,,G,234,760,142,186,128,248,337,263,683,,,,,,,
708392,"CZK 12,000",50.09870265,14.434113817606,Prague - Holešovice,Studio,Excellent,27 m²,"CZK 2,500","CZK 12,000",Personal,Brick building,Partially furnished,5,No,No,No,No,No,Yes,No,01. 06. 2022,,,Central heating,Middle floor,,,G,83,843,18,53,67,114,138,"1,337",311,511,,,,,,
134919,"CZK 16,000",50.1076437345,14.5001239777,Prague - Vysočany,2 bedroom,,48 m²,,,Personal,Prefab concrete building,Partially furnished,2,No,No,No,Yes,No,No,No,04. 04. 2022,,,Central heating,,,,,384,495,328,323,317,444,550,509,412,98,,,,,,
711207,"CZK 59,000",50.0933738,14.5045538,"Učňovská, Prague - Hrdlořezy",2 bedroom with open-plan kitchen,New build,129 m²,"CZK 7,000","CZK 118,000",Personal,Other,Furnished,6,No,Yes,Yes,No,Yes,Yes,No,01. 04. 2022,,,,,,,B,479,974,595,"1,324",600,642,830,753,"1,382",369,,,,,,
706779,"CZK 10,000",50.05744,14.44172,"Na Veselí, Prague - Nusle",Studio,Excellent,30 m²,CZK 300,"CZK 30,000",Personal,Brick building,Furnished,1,No,No,Yes,No,Yes,No,No,28. 02. 2022,1 to 10 years years,Standard materials and solutions,Gas boiler,Raised ground floor,,Interior,E,93,"1,160",310,788,288,706,484,459,690,203,,,,,,
711186,"CZK 16,000",50.07826,14.45382,"Přemyslovská, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,500","CZK 20,000",Personal,Brick building,Unfurnished,1,No,No,No,No,No,Yes,No,01. 04. 2022,,,,,,,B,295,154,141,127,38,425,343,549,"1,016",235,,,,,,
551787,"CZK 9,500",50.0467108,14.4153928,"Dvorecké náměstí, Prague - Podolí",Small studio,,30 m²,"CZK 3,500","CZK 24,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,01. 04. 2020,,,,,,,,3,"1,479",48,"1,377",52,"1,289","1,437",543,630,,,,,,,
624736,"CZK 12,000",50.064635,14.453555,"K Botiči, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,000","CZK 15,000",Personal,Prefab concrete building,Partially furnished,4,No,No,No,No,No,Yes,No,02. 05. 2022,,,Central heating,Middle floor,,Overall,B,146,426,153,637,136,499,193,477,302,376,,,,,,
710665,"CZK 24,500",50.10137,14.42546,"Malířská, Prague - Bubeneč",1 bedroom with open-plan kitchen,Excellent,51 m²,"CZK 1,500","CZK 40,000",Personal,Brick building,Furnished,3,Yes,No,Yes,Yes,No,Yes,No,17. 03. 2022,,Premium materials and solutions,Gas boiler,Middle floor,,Overall,G,270,323,112,253,173,64,285,151,440,,,,,,,
711176,"CZK 12,000",50.06164,14.44968,"Kloboučnická, Prague - Nusle",1 bedroom,Excellent,42 m²,"CZK 5,700","CZK 12,000",Personal,Brick building,Furnished,5,No,Yes,No,No,No,Yes,No,23. 03. 2022,over 50 years years,Standard materials and solutions,Other,Top floor,,Interior,G,157,987,250,451,154,626,478,416,895,432,,,,,,
534157,"CZK 14,000",50.1066786,14.44678,"Poupětova, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 3,000","CZK 17,000",Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,No,No,01. 05. 2022,,,Gas boiler,,,,B,145,365,209,378,122,255,334,722,311,261,,,,,,
573263,"CZK 18,500",50.0423585,14.4300642,"U Družstva Práce, Prague - Podolí",3 bedroom,Good,62 m²,"CZK 5,000","CZK 18,500",Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,No,No,25. 04. 2022,,,District heating,,,,E,185,"1,012",159,975,428,"1,112",790,465,425,495,,,,,,
710582,"CZK 20,000",50.07464,14.39318,"Švédská, Prague - Smíchov",3 bedroom,Good,93 m²,CZK 650,"CZK 20,000",Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,No,No,16. 03. 2022,,,,,,,G,236,"1,156",101,897,540,851,483,763,"1,254",626,,,,,,
711128,"CZK 19,000",50.05287,14.40159,"Děvínská, Prague - Smíchov",2 bedroom,Excellent,75 m²,"CZK 5,000","CZK 48,000",Personal,Brick building,Furnished,1,Yes,No,No,No,Yes,No,No,01. 04. 2022,,,,,,,G,382,"1,382",808,"1,299",796,"1,369",888,"1,292",882,832,,,,,,
346124,"CZK 13,500",50.1110451477,14.4969713587,"Paříkova, Prague - Vysočany",Studio,Excellent,40 m²,"CZK 3,000","CZK 18,000",Personal,Brick building,Partially furnished,1,Yes,No,No,No,No,No,No,,,Premium materials and solutions,District heating,Raised ground floor,,,B,184,435,282,203,244,75,702,854,368,434,,,,,,
710568,"CZK 22,000",50.10900315,14.506642726155,Prague - Vysočany,1 bedroom with open-plan kitchen,New build,55 m²,"CZK 3,000","CZK 45,000",Personal,Prefab concrete building,Partially furnished,3,Yes,No,Yes,No,No,No,Yes,21. 03. 2022,,,,,,,A,233,623,224,469,200,583,244,191,597,574,,,,,,
705842,"CZK 24,175",50.12878,14.49267,"Lovosická, Prague - Střížkov",2 bedroom,New build,89 m²,"CZK 3,524","CZK 24,175",Personal,Low-energy building,Furnished,3,Yes,No,No,No,No,Yes,No,01. 05. 2022,,,,,,,B,119,936,97,836,393,239,456,328,947,121,,,,,,
710702,"CZK 13,000",50.10035,14.42911,"Heřmanova, Prague - Holešovice",1 bedroom,Good,38 m²,"CZK 2,500","CZK 18,000",Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,Yes,No,01. 05. 2022,,,,,,,G,150,521,82,188,103,202,319,186,583,,,,,,,
711103,"CZK 16,500",50.0633997,14.4328561,"Čiklova, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,51 m²,CZK 500,"CZK 30,000",Personal,Brick building,Partially furnished,1,Yes,No,Yes,No,No,No,No,01. 04. 2022,,,,,,,G,425,567,370,534,325,480,104,214,249,386,,,,,,
711096,"CZK 8,500",50.06855,14.47001,"U Slavie, Prague - Vršovice",Small studio,Good,21 m²,"CZK 2,447","CZK 10,947",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,21. 03. 2022,,,,,,,G,107,181,226,131,403,557,365,467,469,508,,,,,,
711085,"CZK 15,000",50.03172,14.53492,"Janouchova, Prague - Háje",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 4,500","CZK 20,000",Personal,Prefab concrete building,Furnished,7,No,No,Yes,No,No,Yes,No,21. 03. 2022,,,,,,,D,40,287,311,329,271,581,375,222,631,156,,,,,,
670411,"CZK 12,500",50.1298884,14.4204672,"Poznaňská, Prague - Bohnice",Studio,,47 m²,"CZK 3,800","CZK 15,000",Personal,Prefab concrete building,Partially furnished,11,No,No,Yes,No,No,Yes,No,01. 01. 1970,,Premium materials and solutions,District heating,,,Overall,C,189,640,372,242,,,,,,,,,,,,
561837,"CZK 13,000",50.0290466,14.5305879,"Mnichovická, Prague - Háje",1 bedroom with open-plan kitchen,,41 m²,"CZK 3,000","CZK 16,000",Personal,Prefab concrete building,Partially furnished,11,No,No,No,No,No,Yes,No,01. 04. 2022,,,,,,,A,254,593,117,280,345,406,382,271,466,165,,,,,,
698963,"CZK 15,100",50.10966,14.50593,"Zákostelní, Prague - Vysočany",1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 1,600","CZK 16,700",Personal,Brick building,Partially furnished,1,Yes,No,Yes,No,No,No,No,01. 04. 2022,,Standard materials and solutions,Gas boiler,Middle floor,,Interior,G,227,501,217,390,194,460,146,320,502,478,,,,,,
709851,"CZK 29,000",50.10506,14.45906,Prague - Holešovice,2 bedroom with open-plan kitchen,New build,118 m²,"CZK 6,401","CZK 58,000",Personal,Brick building,Furnished,3,Yes,No,No,No,No,Yes,No,01. 05. 2022,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,,,B,526,"1,137",655,737,465,613,"1,085","1,047",524,235,,,,,,
705981,"CZK 13,500",50.08524,14.44984,"Štítného, Prague - Žižkov",Studio,Excellent,30 m²,CZK 830,"CZK 25,000",Personal,Other,Partially furnished,3,No,No,No,No,No,Yes,No,11. 04. 2022,1 to 10 years years,Premium materials and solutions,Other,Middle floor,,Overall,B,255,222,50,211,7,189,62,278,94,553,,,,,,
710517,"CZK 14,500",50.06583,14.45058,"Vršovická, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,47 m²,CZK 600,"CZK 14,500",Personal,Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,01. 04. 2022,,,Gas boiler,Middle floor,,Interior,G,175,435,132,543,147,279,411,421,188,593,,,,,,
694966,"CZK 14,000",50.0123751,14.4000073,"Vrátnická, Prague - Modřany",Studio,New build,42 m²,"CZK 2,500","CZK 33,000",Personal,Brick building,Partially furnished,1,Yes,Yes,Yes,No,Yes,Yes,No,31. 03. 2022,1 to 10 years years,,Central heating,Ground floor,26 m²,,A,197,"1,078",373,"1,322",740,"1,383","1,378",662,,,Yes,,,,,
691112,"CZK 19,500",50.07372,14.44571,"Chodská, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,51 m²,"CZK 4,000","CZK 30,000",Personal,Brick building,Furnished,2,No,No,No,No,Yes,No,No,01. 05. 2022,,,Gas boiler,,,,D,321,287,274,900,116,557,466,437,658,412,,,,,,
670707,"CZK 25,000",50.07067,14.37649,"Plzeňská, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,67 m²,"CZK 4,000","CZK 40,000",Personal,Brick building,Partially furnished,4,Yes,No,No,No,No,Yes,No,01. 05. 2022,,,,,,,B,218,64,199,439,230,546,213,620,691,325,,,,,,
711057,"CZK 23,500",50.0804,14.45434,"Bořivojova, Prague - Vinohrady",3 bedroom,Good,76 m²,CZK 800,"CZK 40,000",Personal,Brick building,Partially furnished,4,No,No,No,No,No,Yes,No,11. 04. 2022,,,,,,,G,366,320,46,425,9,541,399,422,711,197,,,,,,
617267,"CZK 10,500",50.0563802,14.4344772,Prague - Nusle,Small studio,Excellent,30 m²,CZK 800,"CZK 10,500",Personal,Brick building,Unfurnished,,No,No,No,No,No,No,No,Ihned,,,,Middle floor,,Overall,,96,"1,218",103,134,141,174,673,308,153,221,,,,,,
628099,"CZK 35,000",50.067668,14.359419,"U tenisu, Prague - Košíře",5 bedroom,Excellent,110 m²,"CZK 2,500","CZK 70,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,Yes,01. 06. 2022,1 to 10 years years,,Gas boiler,Middle floor,95 m²,Overall,A,272,"1,304",826,960,438,853,675,696,462,761,,,,,,
173856,"CZK 9,000",50.1152939,14.4665961,Prague - Libeň,Small studio,Excellent,18 m²,"CZK 2,000","CZK 15,000",Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,01. 04. 2022,,Standard materials and solutions,Central heating,Middle floor,,Interior,,120,965,134,"1,386",19,188,126,"1,242","1,005",331,,,,,,
496859,"CZK 18,000",50.0562016,14.3484456,Prague - Jinonice,1 bedroom with open-plan kitchen,New build,53 m²,"CZK 3,834","CZK 18,000",Personal,Brick building,Partially furnished,4,Yes,No,Yes,No,No,Yes,Yes,01. 04. 2022,,,,,,,B,305,"1,121",449,817,603,599,470,705,78,,Yes,,,,,
596521,"CZK 5,000",50.057161,14.46881,"U Plynárny, Prague - Michle",Studio,New build,48 m²,CZK 800,"CZK 5,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 04. 2022,1 to 10 years years,Premium materials and solutions,District heating,Ground floor,,,B,54,"1,183",181,"1,352",633,200,749,"1,088",67,,Yes,,,,,
699955,"CZK 16,990",50.06769694444,14.55528666666,"Honzíkova, Prague - Dolní Měcholupy",1 bedroom with open-plan kitchen,New build,54 m²,"CZK 3,750","CZK 20,740",Cooperative,Brick building,Unfurnished,7,Yes,No,No,No,Yes,Yes,Yes,,,,,,,,B,686,"1,380",523,442,702,"1,204","1,344",502,,,Yes,"CZK 20,740

                                
                                
                
i",,,,
710450,"CZK 18,500",50.0782,14.42202,"Řeznická, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,49 m²,"CZK 3,500","CZK 18,500",Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,01. 04. 2022,,,,,,,G,187,491,64,169,17,202,313,552,548,489,,,,,,
710403,"CZK 9,000",50.06941,14.40228,"Klicperova, Prague - Smíchov",Studio,Excellent,20 m²,"CZK 1,500","CZK 1,500",Personal,Brick building,Partially furnished,1,No,No,No,No,No,Yes,No,01. 04. 2022,,,,,,,G,186,288,145,100,69,154,387,761,998,319,,,,,,
710405,"CZK 12,000",50.06941,14.40228,"Klicperova, Prague - Smíchov",1 bedroom with open-plan kitchen,Good,67 m²,"CZK 1,500","CZK 20,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,Yes,No,01. 04. 2022,,,,,,,G,186,288,145,100,69,154,387,761,998,319,,,,,,
166213,"CZK 25,000",50.0808055,14.4197518,"Spálená, Prague - Nové Město",2 bedroom,Excellent,72 m²,"CZK 3,000","CZK 28,000",Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,01. 04. 2022,1 to 10 years years,Premium materials and solutions,Gas boiler,,116 m²,Overall,C,43,650,75,105,60,114,171,530,170,544,,,,,,
206063,"CZK 10,500",50.1265663,14.4115142,"Krynická, Prague - Troja",Studio,,32 m²,"CZK 1,900","CZK 20,000",Cooperative,Prefab concrete building,Partially furnished,4,No,No,No,No,No,Yes,No,,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,,Interior,,241,626,123,560,560,417,424,67,134,,,,,,,
206206,"CZK 14,900",50.10973,14.47768,"Pivovarnická, Prague - Libeň",1 bedroom with open-plan kitchen,,49 m²,"CZK 2,500","CZK 25,000",Personal,Brick building,Partially furnished,3,No,No,No,No,Yes,Yes,No,20. 03. 2022,,,,,,,B,432,"1,064",404,755,478,482,534,661,500,312,Yes,,,,,
698932,"CZK 24,000",50.07954,14.41736,"Opatovická, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,88 m²,"CZK 4,000","CZK 30,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,Yes,No,01. 02. 2022,,,Electric boiler,Middle floor,,Overall,A,240,604,53,296,31,392,129,248,272,533,,,,,,
521368,"CZK 17,000",50.1027761,14.4971369,"Českomoravská, Prague - Libeň",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 5,000","CZK 24,000",Personal,Brick building,Partially furnished,6,No,Yes,Yes,No,Yes,Yes,No,14. 03. 2022,,,,Top floor,,,,221,603,340,203,200,104,527,"1,217",650,405,,,,,,
710958,"CZK 10,800",50.06719,14.45089,"Sámova, Prague - Vršovice",2 bedroom,Excellent,47 m²,CZK 800,"CZK 11,600",Personal,Brick building,Furnished,6,No,Yes,No,No,No,Yes,No,01. 04. 2022,1 to 10 years years,Premium materials and solutions,Gas boiler,Top floor,,Overall,C,332,584,178,288,167,186,308,346,313,350,,,,,,
710313,"CZK 12,000",50.10284,14.51,"Poděbradská, Prague - Vysočany",Studio,Excellent,42 m²,"CZK 3,000","CZK 30,000",Personal,Other,Furnished,3,No,No,No,Yes,Yes,Yes,Yes,,10 to 30 years years,Standard materials and solutions,District heating,Middle floor,,,G,175,"1,436",544,"1,036",651,566,418,"1,362",500,,,,,,,
588993,"CZK 25,349",50.0776403,14.4264665,"Ve Smečkách, Prague - Nové Město",2 bedroom,Excellent,96 m²,"CZK 3,000","CZK 25,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,Yes,Yes,01. 05. 2022,1 to 10 years years,Premium materials and solutions,Gas boiler,Middle floor,,Overall,G,58,717,48,249,118,148,273,391,191,297,,,,,,
710291,"CZK 10,500",50.02422,14.4524,"Hurbanova, Prague - Krč",1 bedroom,Good,40 m²,"CZK 3,090","CZK 15,000",Personal,Prefab concrete building,Partially furnished,11,Yes,No,No,No,No,Yes,No,07. 04. 2022,,,,,,,G,222,763,252,301,458,609,"1,165",358,224,,,,,,,
699667,"CZK 34,500",50.08581,14.46733,"Pitterova, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,106 m²,"CZK 7,500","CZK 35,000",Personal,Other,Furnished,13,No,Yes,No,No,Yes,Yes,No,01. 03. 2022,,,,,,,C,414,428,459,605,193,334,656,302,197,59,,,,,,
692743,"CZK 15,500",50.0855,14.36595,"Patočkova, Prague - Břevnov",Studio,Excellent,33 m²,"CZK 1,706",,Personal,Low-energy building,Partially furnished,3,Yes,No,No,No,No,Yes,No,14. 04. 2022,,,,,,,B,89,233,295,343,280,210,119,441,312,329,,,,,,
186908,"CZK 25,000",50.0883417,14.4186341,"Maiselova, Prague - Josefov",2 bedroom,Excellent,85 m²,CZK 500,"CZK 25,000",Personal,Brick building,Partially furnished,4,Yes,No,No,No,No,No,No,,1 to 10 years years,Premium materials and solutions,Gas boiler,Middle floor,,Interior,,194,243,183,334,2,456,311,576,37,557,,,,,,
710234,"CZK 12,000",50.06229,14.44235,"Vladimírova, Prague - Nusle",1 bedroom,Good,38 m²,"CZK 1,000","CZK 20,000",Personal,Brick building,Partially furnished,3,No,No,No,No,Yes,No,No,14. 03. 2022,,,Other,Middle floor,,Interior,G,103,518,121,224,165,247,389,788,359,320,,,,,,
710895,"CZK 16,500",50.10628,14.47564,"Kotlaska, Prague - Libeň",2 bedroom,Excellent,45 m²,"CZK 1,760","CZK 15,000",Personal,Brick building,Unfurnished,2,No,No,Yes,No,No,No,No,18. 03. 2022,,,,,,,G,195,515,120,338,20,361,325,301,472,80,,,,,,
710905,"CZK 19,000",50.1316367,14.5540352,"Martinická, Prague - Kbely",1 bedroom with open-plan kitchen,Excellent,46 m²,"CZK 4,000","CZK 30,000",Personal,Brick building,Furnished,1,No,Yes,No,No,No,Yes,Yes,30. 04. 2022,,,District heating,Raised ground floor,,,C,166,764,230,176,215,908,641,780,101,,Yes,,,,,
710893,"CZK 20,000",50.05835,14.28382,"Míšovická, Prague - Zličín",1 bedroom with open-plan kitchen,Excellent,54 m²,"CZK 3,500",,Personal,Brick building,Furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 05. 2022,,,District heating,,,,,873,779,708,668,833,57,930,72,,,,,,,,319
111504,"CZK 12,500",50.0700662,14.4478064,"Rybalkova, Prague - Vršovice",Studio,Excellent,26 m²,"CZK 1,500","CZK 28,000",Personal,Brick building,Furnished,1,No,No,No,No,Yes,No,No,01. 04. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Ground floor,,Overall,,192,717,187,403,95,406,309,503,368,249,,,,,,
710246,"CZK 8,500",50.07342,14.50766,"V Olšinách, Prague - Strašnice",Studio,Excellent,30 m²,"CZK 2,000","CZK 20,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,,,,,,,G,130,"1,413",284,"1,266",254,664,373,764,"1,235",451,,,,,,
682388,"CZK 11,500",50.1028,14.49695,"Českomoravská, Prague - Libeň",Small studio,Excellent,36 m²,"CZK 3,000","CZK 23,000",Personal,Prefab concrete building,Furnished,2,No,No,Yes,No,Yes,Yes,Yes,01. 10. 2021,10 to 30 years years,Standard materials and solutions,District heating,Middle floor,,,B,126,589,273,189,186,90,541,"1,080",637,392,,,,,,
654594,"CZK 14,000",50.09672,14.46524,"Molákova, Prague - Karlín",Studio,New build,36 m²,"CZK 3,600","CZK 16,000",Personal,Prefab concrete building,Partially furnished,1,Yes,Yes,No,No,No,Yes,No,01. 04. 2022,,,,,,,G,133,"1,202",118,"1,057",251,797,417,701,926,124,,,,,,
709652,"CZK 16,000",50.03422,14.51731,"Chalupkova, Prague - Chodov",2 bedroom with open-plan kitchen,Excellent,85 m²,"CZK 4,500","CZK 32,000",Personal,Prefab concrete building,Furnished,5,No,No,Yes,Yes,No,Yes,No,01. 05. 2022,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,,Overall,G,213,565,265,"1,048",443,514,210,321,167,139,,,,,,
710850,"CZK 18,000",50.13031,14.42648,"Štětínská, Prague - Bohnice",2 bedroom with open-plan kitchen,Excellent,75 m²,"CZK 4,500","CZK 22,500",Personal,Prefab concrete building,Furnished,2,No,No,Yes,Yes,No,Yes,No,21. 03. 2022,,,,,,,G,297,682,281,934,637,313,550,559,833,286,,,,,,
647318,"CZK 14,000",50.133708,14.476638,"Akátová, Prague - Kobylisy",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 5,000","CZK 28,000",Cooperative,Prefab concrete building,Partially furnished,2,No,No,No,No,No,Yes,No,17. 03. 2022,,,District heating,,,,G,197,"1,077",532,"1,206",173,818,435,547,"1,278",458,,,,,,
710695,"CZK 34,000",50.10399,14.40171,"U Zeměpisného ústavu, Prague - Bubeneč",2 bedroom with open-plan kitchen,Excellent,113 m²,,,Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,No,No,20. 04. 2022,,,,,,,G,121,863,208,214,164,547,171,266,579,153,,,,,,
541932,"CZK 13,000",50.1378335,14.5097549,Prague - Letňany,2 bedroom,,52 m²,"CZK 3,400","CZK 22,000",Personal,Brick building,Furnished,2,Yes,No,No,No,No,No,No,01. 01. 1970,,,,,,,,107,566,288,672,194,143,329,732,482,136,,,,,,
710835,"CZK 14,500",50.05695,14.28143,"Sazovická, Prague - Zličín",Studio,New build,41 m²,"CZK 2,500","CZK 15,000",Personal,Brick building,Furnished,2,Yes,No,Yes,No,No,Yes,No,01. 05. 2022,,,,,,,B,248,"1,031",919,848,965,973,354,"1,211",187,,,,,,,
399383,"CZK 15,000",50.101813836321,14.426612212689,"Kamenická, Prague - Holešovice",Studio,Excellent,37 m²,"CZK 5,000","CZK 20,000",Personal,Brick building,Furnished,2,Yes,Yes,No,No,No,Yes,No,,1 to 10 years years,Premium materials and solutions,Gas boiler,Middle floor,,Overall,C,252,437,31,232,109,177,177,13,435,,,,,,,
710208,"CZK 14,500",50.05693,14.45058,"Nuselská, Prague - Michle",1 bedroom,Good,50 m²,"CZK 1,907","CZK 29,000",Personal,Brick building,Furnished,3,No,No,Yes,No,No,Yes,No,01. 04. 2022,,,,,,,G,137,414,297,139,165,981,250,660,516,307,,,,,,
156828,"CZK 15,500",50.0780634,14.4580267,"Baranova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,55 m²,CZK 800,"CZK 20,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,Yes,No,01. 03. 2022,,,Other,,,,,95,426,68,168,77,236,547,654,801,288,,,,,,
541583,"CZK 14,000",50.0428673,14.4427799,Prague - Krč,2 bedroom,,67 m²,"CZK 4,600","CZK 20,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,01. 06. 2022,,,Central heating,Middle floor,,Overall,,197,180,199,440,197,212,414,256,693,230,,,,,,
710797,"CZK 16,000",50.05115,14.45767,"Michelská, Prague - Michle",2 bedroom with open-plan kitchen,Good,78 m²,"CZK 6,000","CZK 21,000",Personal,Brick building,Furnished,2,No,No,No,Yes,No,No,No,15. 04. 2022,,,,,,,G,128,650,96,653,133,531,348,604,641,358,,,,,,
641308,"CZK 15,200",50.053457,14.334296,"Nárožní, Prague - Stodůlky",1 bedroom with open-plan kitchen,New build,55 m²,"CZK 4,800","CZK 30,000",Personal,Brick building,Furnished,5,Yes,No,Yes,No,Yes,Yes,Yes,20. 03. 2022,,,Central heating,,,,B,270,827,343,792,780,460,760,585,548,552,Yes,,,,,
710705,"CZK 8,500",50.03847,14.51854,"Matúškova, Prague - Háje",Studio,Excellent,30 m²,"CZK 2,496","CZK 13,000",Cooperative,Prefab concrete building,Partially furnished,6,No,No,Yes,No,No,Yes,No,01. 04. 2022,,,District heating,Top floor,,,G,455,940,330,"1,297",379,892,525,416,534,283,,,,,,
710768,"CZK 12,000",50.05187,14.42784,"Na Hřebenech Ⅱ, Prague - Podolí",Studio,Excellent,30 m²,"CZK 1,900","CZK 24,000",Personal,Other,Partially furnished,3,No,Yes,No,No,No,No,No,03. 04. 2022,,,,,,,G,62,"1,248",70,346,147,590,696,532,529,422,,,,,,
