Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Heating,Floor space,Fully furnished,Condition,Ownership,EPC,Enclosed balcony,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Lift,Designe,Reconstruction,Cellar,Plot type,Age,New-build,Balcony,Terrace,Parking,Garage,Administrative fee,Plot space,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 15,000","CZK 4,500","CZK 20,000",644756,2 bedroom,7/1/2022,5,Brick,,48 m²,Partly,Good,Personal,C,,157.83,287.36,196.02,171.83,233.27,279.06,451.39,404.08,789.79,119.75,"Pod Kavalírkou, Prague - Košíře",50.069319,14.372789,1.0,,,1.0,,,,,,,,,,
"CZK 39,600","CZK 13,200",,717648,2+kk,8/18/2022,2,,,46 m²,Fully furnished,,,,,249.05,258.88,108.69,237.41,65.07,536.83,294.74,273.73,806.33,231.2,"Míšeňská, Prague - Malá Strana",50.0876118,14.4080467,,,,,,,,,,,,,,
"CZK 12,000","CZK 2,800","CZK 30,000",552840,Studio,8/1/2022,2,Brick,,38 m²,Partly,Very good,Personal,,1.0,406.64,1162.89,488.38,3966.26,1123.93,826.64,3491.44,3664.3,1127.35,692.91,"Netlucká, Prague - Dubeč",50.0588888,14.5981154,,Standard,Complete,1.0,,,,1.0,,,,,,
"CZK 33,750","CZK 11,250",,724080,1 bedroom,8/28/2022,4,,,43 m²,Fully furnished,,,,,276.64,299.92,82.85,597.17,63.3,447.09,45.77,62.13,794.8,565.99,"Americká, Prague - Vinohrady",50.0718291,14.4385892,1.0,,,,,,,,,,,,,
"CZK 42,000","CZK 14,000",,724430,2+kk,8/31/2022,6,,,70 m²,Fully furnished,,,,,131.02,427.0,167.64,222.78,153.5,424.47,453.78,447.06,416.6,569.82,"Rubešova, Prague - Vinohrady",50.0782991,14.4323831,1.0,,,,,,,,,,1.0,,,
"CZK 15,750","CZK 5,250",,724740,1 bedroom,9/3/2022,3,,,30 m²,Fully furnished,,,,,217.38,2062.48,1281.33,4705.18,629.6,1074.91,597.5,3134.16,2915.46,646.77,"Švihovská, Prague - Písnice",49.9954018,14.4704771,,,,,,,,,,,,,,
"CZK 37,500","CZK 12,500",,717602,2+kk,7/23/2022,5,,,56 m²,Fully furnished,,,,,242.69,541.12,99.79,271.87,177.08,314.62,456.71,820.48,635.04,594.38,"Mečislavova, Prague - Nusle",50.0633339,14.4440155,1.0,,,,,,,,,,,,,
"CZK 31,875","CZK 10,625",,725887,2 bedroom,9/13/2022,2,,,65 m²,Fully furnished,,,,,181.41,298.0,1.34,322.55,4.35,512.55,359.47,791.01,446.67,323.95,"Karlova, Prague - Staré Město",50.0859967,14.4175762,,,,,,,,,,,,,,
"CZK 33,825","CZK 11,275",,726076,2 bedroom,9/15/2022,5,,,79 m²,Fully furnished,,,,,270.45,1172.6,186.32,213.17,97.89,229.78,181.65,481.59,415.95,182.56,"Neklanova, Prague - Vyšehrad",50.0667103,14.4200265,1.0,,,,,,,,,,,,,
"CZK 36,450","CZK 12,150",,726075,3+kk,9/15/2022,6,,,82 m²,Fully furnished,,,,,101.2,551.63,76.94,167.66,45.43,94.55,322.6,504.78,539.56,607.69,"Rumunská, Prague - Vinohrady",50.0739629,14.4309041,1.0,,,,,,,,,,,,,
"CZK 48,645","CZK 16,215",,726073,3+1,9/15/2022,2,,,55 m²,Fully furnished,,,,,158.42,248.82,154.82,246.13,112.68,264.3,390.21,408.3,154.53,114.55,"Řásnovka, Prague - Staré Město",50.0918754,14.4250902,,,,,,,,,,,,,,
"CZK 25,808","CZK 8,602",,725069,2 bedroom,9/6/2022,5,,,54 m²,Fully furnished,,,,,221.57,827.75,176.34,604.4,98.94,602.74,417.35,332.18,571.22,245.6,"Bulharská, Prague - Vršovice",50.0720218,14.4618189,,,,,,,,,,,,,,
"CZK 32,250","CZK 10,750",,724079,Studio,8/28/2022,4,,,27 m²,Fully furnished,,,,,275.28,321.52,72.5,617.26,60.27,467.19,25.57,60.76,793.43,562.96,"Americká, Prague - Vinohrady",50.0717643,14.4385436,1.0,,,,,,,,,,,,,
"CZK 37,500","CZK 12,500",,725775,2+kk,9/12/2022,4,,,60 m²,Fully furnished,,,,,239.73,541.75,45.52,270.79,35.61,285.18,465.63,625.46,639.52,581.38,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,1.0,,,,,,,,,,,,,
"CZK 36,338","CZK 12,112",,726160,5+kk,8/1/2022,1,,,180 m²,Fully furnished,,,,,710.63,2420.81,2011.34,2281.37,826.06,2150.45,2487.2,2253.5,2584.79,783.97,"Ibišková, Prague - Křeslice",50.0183023,14.5625656,,,,,,,,1.0,1.0,,1.0,,,
"CZK 25,380","CZK 8,460",,723857,2 bedroom,8/12/2022,5,,,35 m²,Fully furnished,,,,,220.05,826.22,174.81,602.88,97.41,601.22,415.82,330.65,569.7,247.12,"Bulharská, Prague - Vršovice",50.0719625,14.461813,,,,,,,,,,,,,,
"CZK 34,898","CZK 11,632",,726071,2 bedroom,9/4/2022,4,,,90 m²,Fully furnished,,,,,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,1.0,,,,,,,,,,,,,
"CZK 32,175","CZK 10,725",,726162,2+kk,9/16/2022,7,,,62 m²,Fully furnished,,,,,99.26,361.63,490.78,556.87,427.65,345.52,452.0,519.02,404.9,293.38,"Olšanská h, Prague - Žižkov",50.0830187,14.4654473,1.0,,,,,,,,,,,,,
"CZK 49,500","CZK 16,500",,726069,3+1,9/15/2022,2,,,90 m²,Fully furnished,,,,,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,1.0,,,,,,,,,,,,,
"CZK 25,500","CZK 8,500",,726381,2 bedroom,9/20/2022,2,,,50 m²,Fully furnished,,,,,153.56,470.42,120.26,269.32,119.55,286.64,325.43,408.05,238.94,203.1,"U Obecního dvora, Prague - Staré Město",50.0911861,14.4228786,,,,,,,,,,,,,,
"CZK 12,000",CZK 800,"CZK 12,800",453837,1 bedroom,8/1/2022,2,Brick,Electric boiler,32 m²,Partly,Very good,Personal,G,,325.45,524.85,327.79,537.53,343.61,426.77,391.31,565.72,724.08,439.2,Prague - Smíchov,50.0658614,14.4029299,,,,,,,,,,,,,,
"CZK 45,600","CZK 15,200",,726059,2+kk,7/31/2022,4,,,67 m²,Fully furnished,,,,,110.1,392.87,177.02,129.22,79.72,168.29,299.92,497.22,273.67,349.66,"Dlážděná, Prague - Nové Město",50.0865843,14.4323212,1.0,,,,,,,1.0,1.0,,,,,
"CZK 18,500","CZK 6,500","CZK 50,000",726358,3+kk,8/1/2022,3,Other,,85 m²,Unfurnished,New-build,,A,,261.0,557.65,468.19,2175.04,277.83,696.84,686.68,491.33,1464.81,61.67,Prague - Čimice,50.13859,14.42749,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,,,
"CZK 18,750","CZK 6,250",,726064,3+1,9/15/2022,2,,,90 m²,Fully furnished,,,,,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,1.0,,,,,,,,,,,,,
"CZK 46,530","CZK 15,510",,726063,2 bedroom,8/6/2022,2,,,48 m²,Fully furnished,,,,,158.42,248.82,154.82,246.13,112.68,264.3,390.21,408.3,154.53,114.55,"Řásnovka, Prague - Staré Město",50.0918754,14.4250902,,,,,,,,,,,,,,
"CZK 18,825","CZK 6,275",,726061,2 bedroom,8/19/2022,6,,,70 m²,Fully furnished,,,,,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,1.0,,,,,,,,,,,,,
"CZK 17,000","CZK 3,500","CZK 17,000",631288,2+kk,9/1/2022,5,Brick,,55 m²,,Very good,Personal,G,,59.39,461.91,21.32,238.56,45.4,236.9,69.04,183.05,542.52,254.59,"Žitomírská, Prague - Vršovice",50.070745,14.457776,1.0,,,,,,,,,,,,,
"CZK 17,250","CZK 5,750",,726060,3+kk,9/7/2022,2,,,90 m²,Fully furnished,,,,,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,1.0,,,,,,,,,,,,,
"CZK 36,750","CZK 12,250",,723533,2+kk,7/23/2022,6,,,56 m²,Fully furnished,,,,,345.14,1342.2,164.46,1280.58,177.52,640.24,86.84,430.13,282.25,213.81,"Střížkovská, Prague - Střížkov",50.1237895,14.4836132,1.0,,,,,,,,,,,,,
"CZK 29,250","CZK 9,750",,724407,2 bedroom,8/11/2022,4,,,65 m²,Fully furnished,,,,,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,1.0,,,,,,,,,,,,,
"CZK 14,000","CZK 3,449","CZK 28,000",723468,Studio,7/18/2022,1,Brick,Central,33 m²,Fully furnished,Very good,,B,,209.05,1346.02,351.81,410.79,407.98,147.5,540.52,1101.43,620.32,613.05,Prague - Libeň,50.1028,14.49695,1.0,,,,,,,,,,,,,
"CZK 27,500","CZK 6,000","CZK 50,000",726343,3+kk,8/1/2022,1,Brick,Central,74 m²,Partly,New-build,,B,,279.9,1123.77,235.45,1024.39,581.62,429.49,647.64,516.78,1112.92,76.58,Prague - Střížkov,50.12992,14.49165,1.0,,,1.0,,Up to 10 years,1.0,1.0,,1.0,1.0,,,
"CZK 16,000","CZK 1,600","CZK 30,000",502766,2+kk,7/8/2022,3,Brick,Distance,52 m²,Fully furnished,Good,Personal,C,,170.68,89.33,56.18,263.34,99.39,326.91,163.71,447.69,191.83,288.48,"Kralická, Prague - Strašnice",50.076006,14.491881,,Standard,Complete,1.0,,,,,,1.0,,,,
"CZK 60,000","CZK 20,000",,717693,2+kk,8/14/2022,3,,,,Fully furnished,,,,,177.2,646.63,182.16,39.81,37.58,122.34,27.5,101.85,349.84,194.18,"Ječná, Prague - Nové Město",50.0757302,14.4269087,,,,,,,,,,,,,,
"CZK 31,706","CZK 10,569",,725729,3+1,9/1/2022,2,,,88 m²,Fully furnished,,,,,119.05,2342.79,342.47,1963.2,295.53,418.01,737.58,1682.86,894.29,390.71,"Weberova, Prague - Motol",50.073131,14.3495147,,,,,,,,,,,,,,
"CZK 59,250","CZK 19,750",,717599,4+kk,7/23/2022,2,,,90 m²,Fully furnished,,,,,140.09,527.92,223.64,125.85,37.89,66.77,510.79,1001.31,1180.94,559.23,"Stroupežnického, Prague - Smíchov",50.0710929,14.4032595,1.0,,,,,,,,,,,,,
"CZK 16,000","CZK 6,000","CZK 32,000",724498,2+kk,7/2/2022,1,Prefab concrete,,43 m²,Fully furnished,Very good,,B,,332.2,1373.23,149.76,1714.34,583.84,525.05,243.66,839.9,1759.19,192.97,Prague - Chodov,50.02252,14.51303,1.0,,,,,,,,,,,,,
"CZK 60,000","CZK 20,000",,717694,2+kk,7/30/2022,3,,,,Fully furnished,,,,,177.2,646.63,182.16,39.81,37.58,122.34,27.5,101.85,349.84,194.18,"Ječná, Prague - Nové Město",50.0757302,14.4269087,,,,,,,,,,,,,,
"CZK 25,000","CZK 1,000","CZK 35,000",725727,2+kk,7/13/2022,2,Brick,Central,58 m²,Partly,New-build,,B,,203.6,706.28,733.99,744.93,726.73,851.24,521.57,656.17,1027.14,493.16,Prague - Stodůlky,50.0609,14.30587,1.0,,,,,,1.0,1.0,,1.0,,,,
"CZK 18,000","CZK 5,000","CZK 20,000",646097,2 bedroom,7/31/2022,2,Brick,,55 m²,Fully furnished,Very good,Personal,G,,47.85,652.12,18.0,252.65,125.41,438.32,649.58,608.69,266.79,642.29,"Dělnická, Prague - Holešovice",50.103406,14.453862,1.0,,Complete,,,,,1.0,,,,,,
"CZK 8,270","CZK 3,000","CZK 16,540",726334,1 bedroom,8/1/2022,2,Brick,,30 m²,Partly,Very good,,G,,45.82,868.78,4.78,21.41,269.02,325.48,415.33,717.81,888.03,155.4,Prague - Kobylisy,50.12427,14.4519,,,,,,,,1.0,,,,,,
"CZK 19,000","CZK 4,000","CZK 40,000",577465,2+kk,9/12/2022,2,Brick,,54 m²,Fully furnished,Very good,Personal,,,215.92,1028.43,112.45,206.36,186.07,125.43,594.28,371.57,355.19,379.38,"Viktorinova, Prague - Nusle",50.0589996,14.4325461,,,Complete,1.0,,Over 50 years,,,,,,,,
"CZK 22,000","CZK 6,000","CZK 30,000",726100,3+kk,8/10/2022,2,Brick,,55 m²,Fully furnished,Good,,A,,285.3,527.21,150.71,437.69,231.4,257.81,259.66,346.37,1019.43,228.25,Prague - Střížkov,50.1262,14.4956,,,,,,,,,,,,,,
"CZK 47,340","CZK 15,780",,717682,2+kk,7/23/2022,6,,,69 m²,Fully furnished,,,,,104.56,349.59,143.75,145.93,108.83,150.53,431.56,393.96,289.53,329.01,"Na Maninách, Prague - Holešovice",50.1025661,14.4522431,1.0,,,,,,,1.0,1.0,,,,,
"CZK 43,500","CZK 14,500",,717644,2 bedroom,7/23/2022,3,,,82 m²,Fully furnished,,,,,154.88,368.87,146.98,651.03,45.07,545.33,204.63,327.9,671.18,484.21,"Jana Masaryka, Prague - Vinohrady",50.0723321,14.4399493,1.0,,,,,,,,,,,,,
"CZK 23,826","CZK 7,942",,722729,2+kk,7/25/2022,4,,,35 m²,Fully furnished,,,,,356.54,736.2,458.21,353.24,376.04,829.05,1040.15,326.58,1014.22,65.27,"Buštěhradská, Prague - Střešovice",50.0968441,14.3897247,,,,,,,,,,,,,,
"CZK 12,500","CZK 3,000","CZK 15,000",633374,Small studio,8/15/2022,1,Prefab concrete,,24 m²,Partly,Very good,Personal,D,,255.14,469.14,256.58,281.03,241.04,441.16,162.89,270.73,894.98,198.02,"Kyselova, Prague - Kobylisy",50.126922,14.464589,1.0,,,,,,,,,,,,,
"CZK 10,600",CZK 465,"CZK 11,065",726281,Studio,8/1/2022,3,Brick,,28 m²,Partly,Good,Personal,G,,376.44,954.92,35.88,468.05,259.52,959.73,387.92,304.09,965.37,303.6,Prague - Nusle,50.05686,14.44613,1.0,,,,,,,,,,,,,
"CZK 29,500","CZK 5,500","CZK 59,000",725046,2+kk,7/7/2022,3,Brick,,53 m²,Fully furnished,Very good,Personal,G,,441.44,971.43,309.93,421.2,237.01,684.16,649.78,685.27,724.98,724.25,Prague - Žižkov,50.0865,14.44125,1.0,Luxurious,Complete,,,,,1.0,,,,,,
"CZK 23,000","CZK 2,700","CZK 40,000",355467,2+kk,8/23/2022,6,Brick,,68 m²,Fully furnished,Very good,Personal,E,,171.18,561.13,143.98,177.93,141.34,216.31,466.91,274.22,248.1,93.43,Prague - Bubeneč,50.1026198,14.3963595,1.0,,Interior,,,10 to 30 years,,,1.0,,,,,
"CZK 17,000","CZK 8,000","CZK 34,000",726325,3+kk,7/18/2022,1,Brick,,66 m²,Partly,Very good,,C,,575.02,1387.51,716.85,1400.75,1023.1,969.64,1098.69,1468.75,775.52,739.86,Prague - Záběhlice,50.06048,14.48865,,,,1.0,,,,,1.0,,,,,
"CZK 33,750","CZK 11,250",,726019,2+kk,7/23/2022,6,,,75 m²,Fully furnished,,,,,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,1.0,,,,,,,1.0,1.0,,,,,
"CZK 9,800","CZK 1,000","CZK 9,000",726317,4+kk,7/18/2022,3,Brick,,100 m²,Partly,Very good,,G,,211.42,282.47,251.72,306.61,99.3,347.74,186.43,513.6,652.06,272.44,Prague - Smíchov,50.07703,14.40776,1.0,,,,,,,1.0,,,,,,
"CZK 13,000","CZK 5,000","CZK 13,000",726316,Studio,9/1/2022,3,,,35 m²,Partly,Very good,,G,,189.02,311.41,105.38,95.59,96.38,138.78,215.35,327.3,1089.46,274.69,Prague - Stodůlky,50.05052,14.34436,1.0,,,,,,,1.0,,,,,,
"CZK 19,000","CZK 3,000","CZK 20,000",726314,3+1,7/18/2022,3,Prefab concrete,,80 m²,Unfurnished,Very good,,C,1.0,404.58,468.98,395.37,596.23,382.39,546.53,652.18,655.6,652.85,168.94,Prague - Záběhlice,50.0598,14.49882,,,,,,,,,,,,,,
"CZK 12,000","CZK 3,850","CZK 24,000",547061,Studio,8/1/2022,4,Brick,Central,35 m²,Fully furnished,New-build,Personal,B,,496.75,876.54,126.45,3157.03,110.54,1202.73,893.79,91.35,2060.89,125.33,Prague - Čakovice,50.1561965,14.5162757,1.0,Standard,,1.0,,Up to 10 years,,1.0,,,1.0,,,
"CZK 12,000","CZK 4,500","CZK 16,500",726304,2+kk,8/1/2022,5,Prefab concrete,Central,40 m²,Partly,Very good,Personal,G,,107.44,1295.05,188.34,1644.08,112.71,709.13,842.85,1174.67,559.7,380.76,Prague - Krč,50.02978,14.44976,1.0,,,,,10 to 30 years,,,,,,,,
"CZK 31,590","CZK 10,530",,722787,1 bedroom,8/4/2022,3,,,52 m²,Fully furnished,,,,,194.81,408.3,97.23,765.36,41.67,716.59,415.49,296.07,511.26,224.74,"Rybalkova, Prague - Vinohrady",50.0719171,14.4429188,1.0,,,,,,,,,,,,,
"CZK 56,475","CZK 18,825",,723104,3+kk,7/23/2022,2,,,67 m²,Fully furnished,,,,,110.1,273.82,156.66,129.22,76.56,142.67,300.13,496.4,282.11,367.31,"Dlážděná, Prague - Nové Město",50.0865843,14.4323212,1.0,,,,,,,1.0,1.0,,,,,
"CZK 41,850","CZK 13,950",,717609,2+kk,8/14/2022,2,,,45 m²,Fully furnished,,,,,110.1,273.82,156.66,129.22,76.56,142.67,300.13,496.4,282.11,367.31,"Dlážděná, Prague - Nové Město",50.0865843,14.4323212,1.0,,,,,,,,,,,,,
"CZK 16,500","CZK 4,200","CZK 20,000",726298,2+kk,7/18/2022,2,Brick,,49 m²,Fully furnished,Very good,,G,,226.83,1030.63,107.63,296.22,60.83,119.14,352.79,307.25,395.11,321.18,Prague - Žižkov,50.09064,14.47279,1.0,,,1.0,,,,,,1.0,,,,
"CZK 36,000","CZK 5,000","CZK 41,000",726296,2 bedroom,8/1/2022,4,Brick,,99 m²,Fully furnished,Very good,,A,1.0,122.94,258.58,133.88,395.37,98.69,163.66,345.48,354.2,447.9,243.26,Prague - Karlín,50.09334,14.44557,1.0,,,1.0,,,,,,,,,,
"CZK 9,000","CZK 4,000","CZK 15,000",726274,1 bedroom,7/18/2022,3,Prefab concrete,Central,34 m²,Fully furnished,Good,,G,,417.09,950.04,465.86,1750.11,506.21,841.5,523.68,1384.76,489.39,437.98,Prague - Krč,50.02414,14.4561,1.0,,,1.0,,,,1.0,,,,,,
"CZK 14,000","CZK 2,500","CZK 15,000",512975,2+kk,9/1/2022,5,Prefab concrete,Central,45 m²,Partly,,Personal,C,,243.69,642.56,158.63,321.57,313.0,374.45,423.16,325.89,434.55,285.31,"Tatarkova, Prague - Háje",50.0292056,14.5275222,,,,,,,,,,,,,,
"CZK 19,900",CZK 100,"CZK 19,900",726290,2+kk,8/1/2022,1,Brick,,71 m²,Partly,Very good,,C,,130.0,603.15,261.96,289.79,85.18,400.97,388.68,313.78,156.13,235.17,Prague - Vršovice,50.06882,14.46059,1.0,,,1.0,,,,1.0,,1.0,,,,
"CZK 42,120","CZK 14,040",,724853,2+kk,7/23/2022,4,,,45 m²,Fully furnished,,,,,336.41,302.29,48.66,211.39,57.6,35.65,274.52,787.09,193.2,587.05,"Opletalova, Prague - Nové Město",50.0812219,14.4297716,1.0,,,,,,,,,,,,,
"CZK 14,500","CZK 4,500","CZK 29,000",721818,2+kk,6/15/2022,10,Prefab concrete,Distance,47 m²,Partly,Very good,,G,1.0,101.14,440.68,93.94,1222.38,560.21,540.32,391.23,224.0,444.79,207.45,Prague - Chodov,50.03262,14.51372,1.0,Standard,,1.0,,,,,,,,,,
"CZK 12,500","CZK 1,500","CZK 12,500",726283,Studio,8/1/2022,1,Brick,,28 m²,Unfurnished,Very good,,G,,284.02,1477.58,313.2,862.98,409.82,388.09,654.56,546.67,661.89,388.69,Prague - Bubeneč,50.11055,14.39638,,,,1.0,,,,,,,,,,
"CZK 25,000","CZK 3,000","CZK 25,000",535800,3+1,7/22/2022,2,Brick,Gas boiler,75 m²,Partly,,Personal,,1.0,293.3,836.77,479.24,652.99,626.43,683.72,383.28,767.23,841.36,156.93,"Na Stárce, Prague - Košíře",50.0662716,14.370693,,Standard,Complete,1.0,,,,1.0,,,,,,
"CZK 32,000","CZK 2,000","CZK 32,000",516513,3+1,9/1/2022,,Brick,,112 m²,Fully furnished,,Personal,,,282.55,1414.19,349.57,1993.08,220.21,1525.59,332.44,943.48,622.98,605.31,"Stochovská, Prague - Ruzyně",50.0851195,14.3196968,,,,,,,,1.0,1.0,,,,,
"CZK 12,500","CZK 4,000","CZK 12,500",443850,2+kk,9/1/2022,2,Prefab concrete,Distance,45 m²,Unfurnished,,Personal,,,169.95,436.29,706.29,872.76,144.76,778.35,317.0,1141.4,2335.68,203.78,"Polívkova, Prague - Jinonice",50.0517995,14.3653519,,,,,,,,,,,,,,
"CZK 28,100","CZK 3,801","CZK 56,200",571766,2+kk,7/24/2022,4,Brick,Gas boiler,75 m²,Fully furnished,,Personal,,,263.94,473.14,107.04,412.76,39.58,450.66,409.9,711.12,442.84,75.83,"Liliová, Prague - Staré Město",50.0847515,14.4166508,,Luxurious,,1.0,,,,,,,,,,
"CZK 41,625","CZK 13,875",,720848,4+kk,9/1/2022,4,,,112 m²,Fully furnished,,,,,168.35,737.87,30.76,217.13,7.9,216.51,106.1,336.15,114.49,565.37,"Ostrovní, Prague - Nové Město",50.0806286,14.4175374,1.0,,,,,,,1.0,1.0,,,,,
"CZK 32,000",CZK 0,"CZK 60,000",605640,3+1,7/18/2022,6,Brick,Gas boiler,105 m²,Fully furnished,Very good,Personal,G,,34.9,549.1,38.77,426.83,210.09,247.2,243.11,885.79,330.95,195.7,"Ortenovo Náměstí, Prague - Holešovice",50.107541,14.447903,1.0,,Complete,,,,,,,,,,,
"CZK 25,000","CZK 3,000","CZK 25,000",726271,3+1,7/18/2022,7,Brick,,102 m²,Unfurnished,Very good,,G,,140.18,290.68,110.45,222.33,54.43,9.28,206.26,186.41,648.17,294.03,Prague - Vinohrady,50.07551,14.45249,1.0,,,1.0,,,,1.0,,,,,,
"CZK 27,900","CZK 9,300",,725668,3+1,8/7/2022,3,,,77 m²,Fully furnished,,,,,217.58,668.84,575.6,2899.17,191.48,619.18,158.56,1906.53,1598.73,99.72,"Dědinská, Prague - Ruzyně",50.0910977,14.3024601,,,,,,,,,,,,,,
"CZK 22,000","CZK 2,000","CZK 22,000",641473,2+kk,9/1/2022,1,Brick,Gas boiler,44 m²,Fully furnished,Very good,Personal,G,,58.64,232.21,128.61,524.14,57.31,571.77,168.73,519.82,339.9,331.64,"Šeříková, Prague - Malá Strana",50.081416,14.406251,1.0,,,1.0,,,,,,,,,,
"CZK 26,000",CZK 0,"CZK 26,000",726268,3+1,7/18/2022,5,Brick,,117 m²,Unfurnished,Very good,,G,,241.62,161.82,121.59,223.4,34.77,344.25,147.35,252.64,238.09,478.58,Prague - Smíchov,50.07441,14.40607,1.0,,,,,,,,,,,,,
"CZK 27,990",CZK 0,"CZK 45,000",722477,2+kk,7/14/2022,3,Brick,,88 m²,Fully furnished,Very good,Personal,,,55.18,233.26,29.65,96.24,7.41,183.92,185.53,258.44,151.78,202.27,Prague - Staré Město,50.09075,14.42626,,,Complete,1.0,,Over 50 years,,,,,,,,
"CZK 29,042","CZK 5,400","CZK 58,084",714221,2+kk,6/29/2022,2,Brick,Electric boiler,41 m²,Fully furnished,Very good,Personal,D,,114.97,322.47,148.11,358.42,93.83,239.77,292.45,648.47,210.65,514.5,"Washingtonova, Prague - Nové Město",50.080715418652,14.431066350791,1.0,Standard,Complete,,,Over 50 years,,,,,,,,
"CZK 19,851","CZK 4,100","CZK 39,702",714225,Studio,7/1/2022,4,Brick,Electric boiler,27 m²,Fully furnished,Very good,Personal,D,,135.82,343.32,168.96,378.88,114.68,260.62,313.3,627.62,231.5,535.35,"Washingtonova, Prague - Nové Město",50.080550474458,14.430927343016,1.0,Standard,Complete,,,Over 50 years,,,,,,,,
"CZK 8,700","CZK 3,000","CZK 11,700",726262,Small studio,7/18/2022,1,Other,,20 m²,Unfurnished,Very good,,G,,259.08,402.76,65.14,276.58,75.05,143.57,210.93,619.75,21.23,467.36,Prague - Holešovice,50.10152,14.42674,,,,,,,,,,,,,,
"CZK 7,900","CZK 2,000","CZK 9,900",27475,Other,7/19/2022,1,Brick,Central,20 m²,Fully furnished,Very good,Personal,B,,229.62,465.02,244.47,2033.06,102.15,1425.0,403.37,1526.17,474.64,467.86,Prague - Hrdlořezy,50.0925288,14.5150542,,Standard,Complete,,,Up to 10 years,,,1.0,1.0,,,,
"CZK 35,000","CZK 4,000","CZK 50,000",726261,4+kk,9/1/2022,4,Brick,,105 m²,Partly,Very good,,G,,176.94,482.05,127.19,248.59,100.11,279.34,165.14,563.57,346.78,152.06,Prague - Bubeneč,50.09927,14.40151,1.0,,,1.0,,,,1.0,,,,,,
"CZK 19,600","CZK 4,300","CZK 47,800",349115,2+kk,9/1/2022,2,Low-energy,Central,67 m²,Fully furnished,New-build,Personal,A,,200.44,899.67,116.64,347.09,27.75,327.12,327.09,562.48,353.21,44.52,"Kurta Konráda, Prague - Libeň",50.1050691,14.4879729,1.0,Luxurious,,1.0,,Up to 10 years,1.0,,1.0,,,,,
"CZK 10,400","CZK 3,500","CZK 13,900",81853,Other,8/1/2022,1,Brick,Central,28 m²,Fully furnished,Very good,Personal,B,,243.45,478.85,258.3,2046.89,115.98,1438.83,417.2,1540.0,460.95,481.69,"Českobrodská , Prague - Hrdlořezy",50.0926407,14.5152064,,Standard,Complete,,,10 to 30 years,,,1.0,1.0,,,,
"CZK 14,000","CZK 6,000","CZK 20,000",30826,2 bedroom,7/18/2022,3,Prefab concrete,Distance,63 m²,Fully furnished,Very good,Personal,,,194.39,690.9,418.32,670.27,674.96,694.95,876.74,588.38,588.98,97.7,"Pražská, Prague - Hostivař",50.0562157532,14.5220911503,1.0,Standard,Complete,1.0,,10 to 30 years,,1.0,,1.0,,,,
"CZK 12,000","CZK 3,000","CZK 15,000",612594,Small studio,7/14/2022,2,Brick,,30 m²,Fully furnished,New-build,Personal,B,,273.79,1014.9,621.92,826.9,720.35,529.84,591.13,667.21,1355.58,682.2,"Mantovská, Prague - Horní Měcholupy",50.041946,14.569451,1.0,Standard,,1.0,,Up to 10 years,1.0,1.0,,,,,,
"CZK 26,500","CZK 6,000","CZK 50,000",726255,2+kk,10/15/2022,6,Low-energy,,62 m²,Fully furnished,Very good,,G,1.0,233.81,263.79,224.72,209.67,157.54,237.24,550.05,558.77,525.3,270.97,Prague - Karlín,50.09419,14.44737,1.0,,,1.0,,,1.0,,,,1.0,,,
"CZK 23,744","CZK 7,914",,726254,2 bedroom,8/13/2022,9,,,37 m²,Fully furnished,,,,,255.2,724.57,83.91,563.08,180.49,649.38,230.57,184.27,375.6,146.05,"Horáčkova, Prague - Krč",50.046653,14.4354901,1.0,,,,,,,,,,,,,
"CZK 29,531","CZK 9,844",,725898,1 bedroom,8/6/2022,5,,,27 m²,Fully furnished,,,,,177.64,336.61,201.98,193.79,97.67,384.81,520.07,513.35,420.75,573.98,"Rubešova, Prague - Vinohrady",50.0780084,14.4324186,1.0,,,,,,,,,,,,,
