Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Refundable security deposit,Ownership Type,Building Type,New building,Age,Design,Heating,Total number of floors,PENB,Condition,Renovation,Front garden,Administration fee,Developer name,Project name,Kód jednotky,Investment Advisor
686232,"CZK 14,500",50.08928,14.49375,"Buková, Prague - Žižkov",1 bedroom with open-plan kitchen,47 m²,"CZK 4,000",Furnished,6,No,No,No,Yes,No,No,No,15. 05. 2022,274,582,460,811,297,586,731,382,443,262,"CZK 29,000",Personal,Prefab concrete building,,30 to 50 years years,Standard materials and solutions,District heating,Middle floor,G,Excellent,Overall,,,,,,
718645,"CZK 21,000",50.09078,14.32132,"Ke Džbánu, Prague - Liboc",3 bedroom,60 m²,"CZK 5,500",Furnished,2,No,No,No,No,No,No,No,01. 07. 2022,249,"1,060",320,"1,188",370,999,393,328,504,337,"CZK 26,500",Personal,Brick building,,,,,,G,Excellent,,,,,,,
710272,"CZK 16,000",50.0741622,14.3950806,Prague - Smíchov,2 bedroom,45 m²,"CZK 3,500",,,No,No,No,No,No,No,No,,30,945,277,636,226,677,221,"1,022",993,368,"CZK 20,000",Personal,Brick building,,,,,,,Good,,,,,,,
718643,"CZK 12,000",50.14299,14.52178,"Hlučkova, Prague - Letňany",Studio,36 m²,"CZK 3,500",Furnished,2,Yes,No,Yes,No,Yes,Yes,No,20. 06. 2022,617,972,"1,301",271,"1,096","1,372","1,219",907,167,,"CZK 24,000",Personal,Prefab concrete building,,,,,,G,Excellent,,,,,,,
662021,"CZK 17,000",50.08702,14.34672,"Nad Alejí, Prague - Břevnov",1 bedroom with open-plan kitchen,53 m²,"CZK 4,000",Partially furnished,3,No,No,Yes,Yes,No,No,No,01. 07. 2022,225,387,240,326,173,264,130,123,485,137,"CZK 34,000",Municipal,Prefab concrete building,,,Premium materials and solutions,District heating,Middle floor,C,Excellent,Overall,,,,,,
526630,"CZK 12,500",50.0368092,14.4098944,"Na Mlejnku, Prague - Braník",1 bedroom,30 m²,CZK 750,Partially furnished,,No,No,No,No,No,No,No,01. 06. 2022,233,407,275,296,347,329,421,"1,204",199,,"CZK 13,250",Other,Brick building,,,,,,,,,,,,,,
718211,"CZK 17,500",50.08602,14.45007,"Dalimilova, Prague - Žižkov",1 bedroom with open-plan kitchen,44 m²,"CZK 2,500",Furnished,2,No,No,No,No,No,Yes,No,01. 06. 2022,201,328,174,335,112,295,40,351,40,677,"CZK 20,000",Personal,Brick building,,,,,,B,Excellent,,,,,,,
541377,"CZK 18,000",50.0898814,14.3429244,"Na Okraji, Prague - Veleslavín",1 bedroom with open-plan kitchen,52 m²,"CZK 4,000",Partially furnished,2,No,No,No,No,No,No,No,01. 07. 2022,129,524,89,187,192,257,195,59,854,186,"CZK 36,000",Cooperative,Brick building,,,,District heating,Middle floor,,,Overall,,,,,,
718099,"CZK 18,000",50.08423,14.44751,"Přibyslavská, Prague - Žižkov",1 bedroom with open-plan kitchen,45 m²,"CZK 2,200",Partially furnished,1,No,No,No,No,No,No,No,15. 05. 2022,270,240,69,266,60,260,86,108,339,467,"CZK 25,000",Personal,Brick building,,,,,,G,Good,,,,,,,
338699,"CZK 11,500",50.0413999822,14.5664030331,"Janovská, Prague - Horní Měcholupy",Small studio,33 m²,"CZK 2,500",Partially furnished,5,Yes,No,No,No,No,No,No,01. 06. 2022,181,685,292,617,417,200,347,356,"1,081",283,"CZK 11,500",Personal,Brick building,,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,B,,,,,,,,
570139,"CZK 18,900",50.0438401,14.5166021,Prague - Hostivař,1 bedroom with open-plan kitchen,66 m²,"CZK 3,900",Furnished,1,No,Yes,No,No,No,Yes,Yes,01. 06. 2022,174,187,254,243,"1,057",289,"1,146",104,,,"CZK 45,600",Personal,Brick building,,1 to 10 years years,Standard materials and solutions,Central heating,Raised ground floor,B,Excellent,,,,,,,
718635,"CZK 39,000",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,80 m²,"CZK 13,000",Furnished,3,No,No,No,No,No,Yes,No,06. 06. 2022,149,274,60,441,20,421,59,552,690,457,,,,,,,,,,,,,,,,,
371539,"CZK 17,000",50.106576,14.449253,"Poupětova, Prague - Holešovice",2 bedroom,69 m²,"CZK 3,800",Partially furnished,3,Yes,No,Yes,No,No,Yes,No,16. 06. 2022,205,430,70,242,98,246,273,704,371,331,"CZK 34,000",Personal,Brick building,,,,Central heating,,,Excellent,,,,,,,
718626,"CZK 11,500",50.05717,14.49623,"Jabloňová, Prague - Záběhlice",1 bedroom with open-plan kitchen,33 m²,"CZK 3,200",Furnished,16,No,No,No,Yes,Yes,Yes,No,01. 07. 2022,134,561,148,865,325,73,241,684,272,210,"CZK 20,000",Personal,Prefab concrete building,,,,,,D,Excellent,,,,,,,
718087,"CZK 20,000",50.07264,14.3888,"Holečkova, Prague - Smíchov",3 bedroom,84 m²,"CZK 5,900",Partially furnished,3,No,No,No,No,No,No,No,15. 06. 2022,205,"1,222",188,961,230,"1,108",467,760,"1,277",223,"CZK 20,000",Personal,Brick building,,,,,,B,Excellent,,,,,,,
547167,"CZK 16,500",50.1077073,14.527514,Prague - Hloubětín,1 bedroom with open-plan kitchen,53 m²,"CZK 2,900",Partially furnished,4,Yes,No,No,No,No,No,No,15. 05. 2022,67,"1,106",506,"1,088",770,903,"1,053",852,979,325,"CZK 10,000",Cooperative,Low-energy building,Yes,1 to 10 years years,Premium materials and solutions,District heating,,B,New build,,,,,,,
718623,"CZK 16,000",50.05986,14.45105,"Jivenská, Prague - Michle",1 bedroom with open-plan kitchen,55 m²,"CZK 4,000",Partially furnished,3,No,No,Yes,No,Yes,Yes,No,16. 05. 2022,136,891,78,298,149,793,207,380,680,245,,Personal,Brick building,,30 to 50 years years,Standard materials and solutions,Central heating,Middle floor,G,Excellent,,,,,,,
718622,"CZK 10,000",50.1153,14.47217,"Na Dědince, Prague - Libeň",1 bedroom,32 m²,"CZK 1,500",Partially furnished,3,No,No,No,No,No,Yes,No,01. 06. 2022,73,"1,230",238,"1,229",133,523,404,"1,389",875,342,"CZK 10,000",Personal,Brick building,,,,,,G,Excellent,,,,,,,
696559,"CZK 16,000",50.05958,14.28757,"Nedašovská, Prague - Zličín",2 bedroom,64 m²,"CZK 4,000",Partially furnished,2,Yes,No,No,No,No,Yes,No,01. 06. 2022,331,513,926,813,399,980,129,680,178,,"CZK 20,000",Personal,Prefab concrete building,,,,District heating,,G,Excellent,,,,,,,
540170,"CZK 14,154",50.0594647,14.4472136,"Horní, Prague - Nusle",Studio,35 m²,CZK 846,Furnished,7,No,No,Yes,No,No,Yes,No,01. 07. 2022,231,905,56,356,196,707,439,604,840,175,"CZK 25,000",Personal,Brick building,,1 to 10 years years,Standard materials and solutions,Gas boiler,Attic,D,Excellent,Overall,,,,,,
718347,"CZK 31,736",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",2 bedroom with open-plan kitchen,95 m²,"CZK 10,579",Furnished,3,No,Yes,No,No,No,Yes,Yes,06. 06. 2022,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,,,,,,,,,
617346,"CZK 32,000",50.085078,14.486461,"Zvěřinova, Prague - Strašnice",2 bedroom with open-plan kitchen,100 m²,"CZK 5,500",Furnished,7,Yes,No,No,No,Yes,Yes,Yes,01. 06. 2022,356,"1,114",391,"1,000",586,925,866,13,525,366,"CZK 50,000",Personal,Other,,,,,,B,New build,,,,,,,
718617,"CZK 17,200",50.0618438,14.403647,"Pod Barvířkou, Prague - Smíchov",2 bedroom with open-plan kitchen,68 m²,"CZK 2,000",Partially furnished,3,No,No,Yes,No,No,No,No,01. 06. 2022,82,568,116,"1,039",210,30,875,805,909,676,"CZK 17,200",Personal,Brick building,,,,,,B,Excellent,,,,,,,
718615,"CZK 11,000",50.00934,14.46658,"Na Domovině, Prague - Libuš",1 bedroom with open-plan kitchen,43 m²,"CZK 4,000",Furnished,11,No,No,No,No,No,No,No,01. 07. 2022,136,402,532,481,568,"1,064","1,483","1,336",,,"CZK 15,000",Personal,Prefab concrete building,,,,,,G,Excellent,,,,,,,
321538,"CZK 30,000",50.0714204,14.4383192,"Jana Masaryka, Prague - Vinohrady",3 bedroom,90 m²,"CZK 1,500",Partially furnished,2,No,No,No,No,Yes,Yes,No,,319,353,94,651,82,553,137,271,827,586,,Personal,Brick building,,,,,,,,,,,,,,
718608,"CZK 22,000",50.02972,14.60008,"Semanského, Prague - Uhříněves",1 bedroom with open-plan kitchen,72 m²,"CZK 3,900",Partially furnished,1,Yes,Yes,No,Yes,No,No,No,01. 06. 2022,180,210,72,334,55,341,312,396,509,247,"CZK 22,000",Personal,Brick building,,,,,,G,New build,,,,,,,
710052,"CZK 14,000",50.00821,14.4063,"Vojtova, Prague - Modřany",1 bedroom,51 m²,"CZK 4,500",Furnished,1,No,No,No,No,Yes,No,No,10. 03. 2022,150,"1,086",483,989,492,725,257,690,"1,373",207,"CZK 18,500",Personal,Brick building,,,,,Ground floor,G,Excellent,Overall,,,,,,
497578,"CZK 10,998",50.127579,14.448847,"Havlínova, Prague - Kobylisy",1 bedroom with open-plan kitchen,40 m²,"CZK 3,000",Furnished,10,Yes,No,No,Yes,No,Yes,No,10. 05. 2022,350,"1,433",262,587,236,254,680,244,"1,111",110,"CZK 14,000",Personal,Prefab concrete building,,,,,,,Good,,,,,,,
578495,"CZK 16,500",50.151005,14.536383,"Vrátenská, Prague - Miškovice",1 bedroom with open-plan kitchen,52 m²,"CZK 5,500",Furnished,2,Yes,No,No,No,No,No,No,25. 04. 2022,615,"1,408",706,812,484,"1,495","1,407",943,,,"CZK 34,000",Personal,Brick building,,1 to 10 years years,Standard materials and solutions,Gas boiler,Middle floor,C,New build,,,,,,,
570891,"CZK 15,000",50.049360749734,14.314778720832,"Kovářova, Prague - Stodůlky",1 bedroom with open-plan kitchen,82 m²,"CZK 3,000",Unfurnished,1,No,No,No,No,Yes,No,No,01. 04. 2021,300,590,461,773,415,488,368,467,311,127,"CZK 30,000",Personal,Brick building,Yes,1 to 10 years years,Standard materials and solutions,Gas boiler,Raised ground floor,A,Excellent,,5 m²,,,,,
718605,"CZK 50,000",50.09085,14.42313,"U Obecního dvora, Prague - Staré Město",3 bedroom,119 m²,"CZK 5,000",Partially furnished,2,No,No,Yes,No,No,Yes,No,15. 05. 2022,94,447,18,172,43,189,235,311,217,219,"CZK 110,000",Personal,Brick building,,,,,,G,Excellent,,,,,,,
718437,"CZK 30,000",50.0862376,14.4435427,"Řehořova, Prague - Žižkov",4 bedroom,120 m²,"CZK 10,000",Furnished,6,No,Yes,No,No,No,Yes,No,01. 07. 2022,482,754,346,457,298,741,433,473,526,783,,,,,,,,,,,,,,,,,
718031,"CZK 22,500",50.0908591,14.471919,"Koněvova, Prague - Žižkov",1 bedroom with open-plan kitchen,50 m²,"CZK 7,500",Furnished,6,Yes,No,No,No,No,No,No,24. 06. 2022,137,"1,056",102,289,54,112,349,397,388,279,,,,,,,,,,,,,,,,,
680915,"CZK 28,000",50.09174,14.44246,"Prvního pluku, Prague - Karlín",1 bedroom with open-plan kitchen,60 m²,"CZK 3,500",Furnished,1,No,Yes,Yes,No,Yes,No,No,01. 06. 2022,208,408,151,207,58,181,363,930,293,284,"CZK 31,500",Personal,Brick building,,,,,,G,Excellent,,,,,,,
718601,"CZK 18,675",50.0667869,14.4553047,"Sportovní, Prague - Vršovice",1 bedroom with open-plan kitchen,45 m²,"CZK 6,225",Furnished,2,No,Yes,No,No,No,No,No,03. 07. 2022,79,38,77,287,79,287,384,531,326,376,,,,,,,,,,,,,,,,,
577002,"CZK 16,000",50.1171669,14.4317465,"Trojská, Prague - Troja",1 bedroom with open-plan kitchen,43 m²,"CZK 3,500",Unfurnished,1,No,No,No,No,No,No,No,01. 01. 2022,141,"1,030","1,164",484,672,"1,054",233,748,,,"CZK 48,000",Personal,Brick building,,,,,,C,,,,,,,,
643708,"CZK 14,000",50.053905,14.341656,"Běhounkova, Prague - Stodůlky",1 bedroom with open-plan kitchen,45 m²,"CZK 4,200",Partially furnished,1,No,No,Yes,No,Yes,Yes,No,23. 05. 2022,211,510,261,516,470,226,399,128,"1,121",141,"CZK 18,000",Personal,Prefab concrete building,,,,District heating,,C,Good,,,,,,,
717687,"CZK 18,561",50.1045704,14.3964833,"Nikolaje Alexejeviče Někrasova, Prague - Bubeneč",1 bedroom with open-plan kitchen,55 m²,"CZK 6,187",Furnished,4,No,No,No,No,No,Yes,No,01. 07. 2022,127,738,134,167,33,143,316,211,416,52,,,,,,,,,,,,,,,,,
717663,"CZK 51,225",50.0908563,14.4202783,"Dušní, Prague - Josefov",1 bedroom with open-plan kitchen,80 m²,"CZK 17,075",Furnished,6,No,Yes,No,No,No,Yes,No,07. 07. 2022,120,466,224,270,88,288,156,399,230,467,,,,,,,,,,,,,,,,,
650378,"CZK 29,000",50.075118,14.458767,Prague - Vinohrady,1 bedroom with open-plan kitchen,67 m²,"CZK 6,000",Furnished,2,Yes,No,No,No,No,No,No,15. 02. 2021,100,582,99,321,142,484,393,300,742,353,"CZK 35,000",Personal,Brick building,,,,,,B,New build,,,,,,,
717698,"CZK 16,125",50.1138866,14.4798456,"U Pekařky, Prague - Libeň",Studio,30 m²,"CZK 5,375",Furnished,2,No,No,No,No,No,No,No,29. 06. 2022,185,178,"1,337",331,979,"1,134","1,351",938,317,,,,,,,,,,,,,,,,,,
717691,"CZK 25,760",50.0837266,14.430251,"Růžová, Prague - Nové Město",1 bedroom with open-plan kitchen,45 m²,"CZK 8,587",Furnished,2,No,No,No,No,No,No,No,01. 07. 2022,214,177,154,267,119,627,49,937,198,459,,,,,,,,,,,,,,,,,
717695,"CZK 29,467",50.0925135,14.4556107,"Šaldova, Prague - Karlín",1 bedroom,40 m²,"CZK 9,822",Furnished,2,No,Yes,No,No,No,Yes,No,09. 06. 2022,367,716,142,317,156,180,346,"1,276",231,204,,,,,,,,,,,,,,,,,
717685,"CZK 36,338",50.0183023,14.5625656,"Ibišková, Prague - Křeslice",4 bedroom with open-plan kitchen,180 m²,"CZK 12,112",Furnished,1,Yes,Yes,No,No,No,No,Yes,01. 07. 2022,695,843,921,,,,,,,,,,,,,,,,,,,,,,,,
717694,"CZK 60,000",50.0757302,14.4269087,"Ječná, Prague - Nové Město",1 bedroom with open-plan kitchen,,"CZK 20,000",Furnished,3,No,No,No,No,No,No,No,05. 06. 2022,177,647,182,40,38,122,28,102,350,194,,,,,,,,,,,,,,,,,
717682,"CZK 47,340",50.1025661,14.4522431,"Na Maninách, Prague - Holešovice",1 bedroom with open-plan kitchen,69 m²,"CZK 15,780",Furnished,6,Yes,Yes,No,No,No,Yes,No,19. 05. 2022,105,350,144,146,109,151,432,394,290,329,,,,,,,,,,,,,,,,,
717670,"CZK 38,745",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",1 bedroom with open-plan kitchen,66 m²,"CZK 12,915",Furnished,1,No,Yes,No,No,No,Yes,Yes,20. 05. 2022,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,,,,,,,,,
717673,"CZK 42,814",50.0722637,14.3926388,"Grafická, Prague - Smíchov",1 bedroom with open-plan kitchen,79 m²,"CZK 14,271",Furnished,6,No,No,No,No,No,No,No,19. 05. 2022,10,927,65,618,170,761,228,"1,106",933,331,,,,,,,,,,,,,,,,,
717664,"CZK 49,650",50.0882058,14.4262315,"Rybná, Prague - Staré Město",1 bedroom with open-plan kitchen,53 m²,"CZK 16,550",Furnished,3,No,No,No,No,No,Yes,No,06. 06. 2022,281,192,58,183,11,368,315,297,289,305,,,,,,,,,,,,,,,,,
717668,"CZK 36,379",50.0925119,14.4502616,"Křižíkova, Prague - Karlín",2 bedroom,88 m²,"CZK 12,126",Furnished,5,No,No,No,No,No,Yes,Yes,01. 06. 2022,81,251,125,181,24,205,369,"1,216",241,212,,,,,,,,,,,,,,,,,
717643,"CZK 51,656",50.0865843,14.4323212,"Dlážděná, Prague - Nové Město",1 bedroom with open-plan kitchen,60 m²,"CZK 17,219",Furnished,4,No,No,No,No,No,Yes,No,01. 07. 2022,110,274,157,129,77,143,300,496,282,367,,,,,,,,,,,,,,,,,
717649,"CZK 32,918",50.0876118,14.4080467,"Míšeňská, Prague - Malá Strana",Studio,35 m²,"CZK 10,972",Furnished,2,No,No,No,No,No,No,No,01. 07. 2022,249,259,109,237,65,537,295,274,806,231,,,,,,,,,,,,,,,,,
717632,"CZK 28,688",50.0730353,14.4083714,"Zborovská, Prague - Smíchov",Studio,40 m²,"CZK 9,562",Furnished,2,Yes,Yes,No,No,No,No,No,27. 06. 2022,94,401,89,199,59,403,430,911,"1,115",601,,,,,,,,,,,,,,,,,
717637,"CZK 31,425",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,30 m²,"CZK 10,475",Furnished,2,No,No,No,No,No,Yes,No,01. 06. 2022,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,,,,,,
717624,"CZK 43,350",50.0894289,14.423732,"Masná, Prague - Staré Město",Studio,46 m²,"CZK 14,450",Furnished,3,No,No,No,No,No,Yes,No,31. 05. 2022,68,269,126,89,16,107,70,52,156,144,,,,,,,,,,,,,,,,,
717616,"CZK 51,225",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,50 m²,"CZK 17,075",Furnished,4,No,No,No,No,No,Yes,Yes,05. 06. 2022,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,,,,,,,
717607,"CZK 41,250",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",2 bedroom,50 m²,"CZK 13,750",Furnished,-1,No,No,No,No,No,No,No,29. 05. 2022,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,,,,,,
717608,"CZK 41,325",50.0865843,14.4323212,"Dlážděná, Prague - Nové Město",1 bedroom with open-plan kitchen,67 m²,"CZK 13,775",Furnished,4,Yes,Yes,No,No,No,Yes,No,30. 06. 2022,110,274,157,129,77,143,300,496,282,367,,,,,,,,,,,,,,,,,
717622,"CZK 36,675",50.0830187,14.4654473,"Olšanská h, Prague - Žižkov",1 bedroom with open-plan kitchen,62 m²,"CZK 12,225",Furnished,7,No,No,No,No,No,Yes,No,27. 06. 2022,99,368,492,556,426,352,496,585,430,491,,,,,,,,,,,,,,,,,
717623,"CZK 22,478",50.0830187,14.4654473,"Olšanská, Prague - Žižkov",Studio,30 m²,"CZK 7,492",Furnished,3,No,No,No,No,No,No,Yes,01. 07. 2022,99,368,492,556,426,352,496,585,430,491,,,,,,,,,,,,,,,,,
717602,"CZK 37,500",50.0633339,14.4440155,"Mečislavova, Prague - Nusle",1 bedroom with open-plan kitchen,56 m²,"CZK 12,500",Furnished,5,No,No,No,No,No,Yes,No,01. 07. 2022,243,541,100,272,177,315,457,820,635,594,,,,,,,,,,,,,,,,,
717603,"CZK 23,625",50.097327,14.4663608,"Nekvasilova, Prague - Karlín",1 bedroom with open-plan kitchen,40 m²,"CZK 7,875",Furnished,7,No,No,No,No,No,Yes,Yes,01. 07. 2022,148,"1,069",121,"1,015",205,744,547,541,774,101,,,,,,,,,,,,,,,,,
354812,"CZK 18,000",50.0859725,14.4409509,"Řehořova, Prague - Žižkov",2 bedroom,60 m²,"CZK 2,500",Furnished,2,No,No,No,No,No,No,No,,295,567,159,270,111,553,622,553,715,596,"CZK 30,000",Personal,Brick building,,,,,,,,,,,,,,
718307,"CZK 22,729",50.0193021,14.4451998,"Otradovická, Prague - Kamýk",3 bedroom,98 m²,"CZK 7,576",Furnished,3,No,No,No,No,No,No,No,11. 07. 2022,363,796,80,"1,204",730,355,596,298,"1,216",235,,,,,,,,,,,,,,,,,
718309,"CZK 78,000",50.0895991,14.4216596,"V Kolkovně, Prague - Staré Město",3 bedroom,125 m²,"CZK 26,000",Furnished,6,Yes,No,No,No,No,Yes,No,11. 07. 2022,94,433,53,88,14,105,82,217,292,309,,,,,,,,,,,,,,,,,
718595,"CZK 53,289",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",3 bedroom with open-plan kitchen,160 m²,"CZK 17,763",Furnished,6,No,Yes,No,No,No,Yes,Yes,01. 06. 2022,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,,,,,,,,,
718594,"CZK 33,750",50.0723321,14.4399493,"Jana Masaryka, Prague - Vinohrady",1 bedroom,49 m²,"CZK 11,250",Furnished,3,No,No,No,No,No,Yes,No,14. 07. 2022,155,369,147,651,45,545,205,328,671,484,,,,,,,,,,,,,,,,,
717969,"CZK 42,000",50.0782991,14.4323831,"Rubešova, Prague - Vinohrady",1 bedroom with open-plan kitchen,70 m²,"CZK 14,000",Furnished,6,No,No,No,No,No,Yes,Yes,07. 06. 2022,131,427,168,223,133,95,601,601,417,570,,,,,,,,,,,,,,,,,
717972,"CZK 14,900",50.04112,14.31989,"Holýšovská, Prague - Stodůlky",Studio,28 m²,"CZK 2,500",Furnished,4,Yes,No,No,No,No,No,No,01. 06. 2022,334,989,650,621,895,685,322,744,564,207,"CZK 25,000",Personal,Brick building,,,,,,A,New build,,,,,,,
718125,"CZK 26,925",50.0564738,14.5142373,"Švehlova, Prague - Záběhlice",1 bedroom with open-plan kitchen,65 m²,"CZK 8,975",Furnished,4,No,Yes,No,No,No,Yes,Yes,01. 07. 2022,88,519,253,482,504,524,542,798,830,228,,,,,,,,,,,,,,,,,
682537,"CZK 20,000",50.12858,14.44067,"Chotovická, Prague - Kobylisy",2 bedroom with open-plan kitchen,70 m²,"CZK 6,000",Partially furnished,3,Yes,No,No,No,No,Yes,Yes,15. 05. 2022,453,853,667,"1,183",669,619,816,589,523,166,"CZK 50,000",Personal,Brick building,,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,G,New build,Interior,,,,,,
47085,"CZK 18,000",50.1344641,14.4676023,"Šimůnkova, Prague - Kobylisy",1 bedroom with open-plan kitchen,68 m²,"CZK 4,000",Furnished,6,No,Yes,No,No,No,Yes,No,01. 07. 2022,334,911,391,933,378,811,317,275,364,,"CZK 25,000",Personal,Prefab concrete building,,1 to 10 years years,Standard materials and solutions,Gas boiler,Top floor,D,Excellent,,,,,,,
718581,"CZK 19,000",50.11066,14.4517,"Varhulíkové, Prague - Holešovice",1 bedroom with open-plan kitchen,70 m²,"CZK 3,500",Partially furnished,4,Yes,No,Yes,No,Yes,Yes,Yes,01. 07. 2022,106,957,476,769,459,555,413,"1,232",686,354,,Personal,Other,,,,,,G,Excellent,,,,,,,
717949,"CZK 20,000",50.09112,14.45175,"Pernerova, Prague - Karlín",1 bedroom with open-plan kitchen,53 m²,"CZK 4,000",Partially furnished,2,No,No,Yes,No,No,Yes,Yes,01. 06. 2022,193,443,279,269,137,333,180,994,330,333,,Personal,Low-energy building,,,,,,B,New build,,,,,,,
673365,"CZK 18,000",50.10855,14.52602,"Laponská, Prague - Hloubětín",1 bedroom with open-plan kitchen,55 m²,"CZK 2,500",Unfurnished,6,Yes,No,No,No,Yes,Yes,Yes,01. 06. 2022,273,"1,313",712,"1,294",976,"1,109","1,220","1,024","1,177",517,"CZK 21,000",Personal,Low-energy building,,1 to 10 years years,,,,B,New build,,,,,,,
715328,"CZK 13,500",50.04276,14.49314,"Klapálkova, Prague - Chodov",Studio,32 m²,"CZK 2,000",Unfurnished,1,Yes,No,No,No,No,Yes,No,01. 06. 2022,33,832,168,877,517,"1,461",395,"1,201","1,083",262,"CZK 27,000",Personal,Brick building,,,,,,G,New build,,,,,,,
454993,"CZK 14,000",50.0462954,14.4431616,"Za Zelenou liškou, Prague - Krč",1 bedroom with open-plan kitchen,50 m²,"CZK 2,000",Partially furnished,2,No,No,Yes,No,No,No,No,,315,480,146,303,120,260,235,545,654,284,"CZK 28,000",Personal,Brick building,,,Standard materials and solutions,Gas boiler,Middle floor,B,Excellent,Interior,,,,,,
505910,"CZK 14,600",50.1257948,14.4834971,"Děčínská, Prague - Střížkov",1 bedroom with open-plan kitchen,46 m²,"CZK 2,900",Furnished,3,Yes,No,No,No,No,No,No,,273,"1,385",300,"1,284",213,560,196,434,494,145,"CZK 19,000",Personal,Prefab concrete building,,,,,,D,,,,,,,,
598298,"CZK 19,990",50.111861,14.515958,"Moravcových, Prague - Vysočany",1 bedroom with open-plan kitchen,55 m²,"CZK 3,450",Furnished,3,Yes,No,No,No,Yes,Yes,Yes,01. 06. 2022,255,"1,489",390,"1,255",399,"1,425","1,082","1,181",491,318,"CZK 23,450",Personal,Low-energy building,Yes,1 to 10 years years,,District heating,Middle floor,A,New build,,,,,,,
718573,"CZK 10,000",50.06395,14.4458,"Bartoškova, Prague - Nusle",1 bedroom with open-plan kitchen,48 m²,"CZK 3,800",Furnished,-1,No,No,No,No,No,No,No,14. 05. 2022,368,575,64,318,302,325,616,753,821,727,"CZK 20,000",Personal,Brick building,,,,,,G,Good,,,,,,,
116882,"CZK 9,000",50.073526,14.444901,"Luzicka, Prague - Vinohrady",Studio,15 m²,CZK 750,Furnished,,No,No,No,No,Yes,No,No,01. 03. 2021,282,248,199,741,215,518,425,398,428,215,"CZK 12,000",Personal,Brick building,,1 to 10 years years,Standard materials and solutions,District heating,,,Excellent,,200 m²,,,,,
718218,"CZK 41,175",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",1 bedroom with open-plan kitchen,45 m²,"CZK 13,725",Furnished,2,No,No,No,No,No,Yes,No,29. 05. 2022,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,,,,,,
647743,"CZK 24,000",50.0814214,14.4299039,"Opletalova, Prague - Nové Město",1 bedroom with open-plan kitchen,52 m²,"CZK 3,900",,6,No,Yes,No,No,Yes,Yes,No,31. 05. 2022,322,273,32,180,43,69,245,976,163,571,,Personal,Brick building,,,Premium materials and solutions,Central heating,Top floor,G,Excellent,Overall,,,,,,
718567,"CZK 17,000",50.06681,14.43301,"Na Folimance, Prague - Vinohrady",1 bedroom with open-plan kitchen,55 m²,"CZK 3,000",Partially furnished,4,Yes,No,No,No,No,No,No,16. 05. 2022,365,619,246,753,138,392,393,447,164,294,"CZK 17,000",Personal,Brick building,,,,,,G,Good,,,,,,,
717905,"CZK 13,500",50.05833,14.42498,"Sinkulova, Prague - Podolí",1 bedroom with open-plan kitchen,30 m²,"CZK 3,500",Partially furnished,5,No,Yes,No,No,No,No,No,09. 05. 2022,176,395,162,374,207,373,392,384,244,308,"CZK 13,500",Personal,Brick building,,,,,,C,Excellent,,,,,,,
609192,"CZK 13,500",50.027439,14.609663,Prague - Uhříněves,1 bedroom with open-plan kitchen,55 m²,"CZK 4,364",Furnished,1,No,No,No,No,No,No,Yes,01. 01. 1970,146,"1,222",867,"1,231",766,"1,175",856,590,603,682,"CZK 30,000",Personal,Brick building,,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,A,New build,,,,,,,
717896,"CZK 29,000",50.10181,14.52994,"Nademlejnská, Prague - Hloubětín",2 bedroom with open-plan kitchen,83 m²,"CZK 6,000",Partially furnished,4,No,Yes,No,No,Yes,Yes,Yes,16. 05. 2022,302,951,437,933,553,659,647,920,799,24,"CZK 60,000",Personal,Brick building,,,,,,G,New build,,,,,,,
415092,"CZK 15,000",50.0852733,14.5625575,Prague - Hostavice,1 bedroom with open-plan kitchen,51 m²,"CZK 4,100",Partially furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 06. 2022,319,352,552,214,,,,,,,"CZK 20,000",Personal,Brick building,,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,,Excellent,,,,,,,
