Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Heating,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Refundable security deposit,Design,Total number of floors,Renovation,Age,New building,Front garden,Administration fee,Developer name,Project name,Kód jednotky
627423,"CZK 17,000",50.047188,14.302844,"Svitákova, Prague - Stodůlky",1 bedroom with open-plan kitchen,New build,51 m²,"CZK 3,000",Cooperative,Prefab concrete building,Unfurnished,1,Yes,No,No,No,No,Yes,No,01. 02. 2022,District heating,B,284,194,43,231,"1,059","1,028",654,815,110,,"CZK 17,000",Premium materials and solutions,Raised ground floor,,1 to 10 years years,Yes,,,,,
513871,"CZK 12,500",50.0610854,14.4016031,"Na Neklance, Prague - Smíchov",Studio,,35 m²,"CZK 2,500",Personal,Brick building,Furnished,4,No,No,No,No,No,Yes,No,,,,117,794,160,"1,092",104,283,746,845,829,707,"CZK 15,000",,,,,,,,,,
10555,"CZK 16,000",50.0755955022,14.3611907959,Prague - Smíchov,1 bedroom with open-plan kitchen,,57 m²,"CZK 3,400",Other,Other,Furnished,3,Yes,No,No,No,No,Yes,No,01. 02. 2020,District heating,C,483,"1,129",848,"1,091",721,377,91,,,,"CZK 20,000",,Middle floor,,1 to 10 years years,,,,,,
700140,"CZK 9,500",50.10031,14.41854,"Na Výšinách, Prague - Bubeneč",Studio,Excellent,20 m²,"CZK 2,600",Personal,Brick building,Furnished,1,No,No,No,No,No,Yes,No,25. 01. 2022,District heating,G,173,377,254,256,156,462,158,316,190,,"CZK 19,000",Standard materials and solutions,Raised ground floor,Overall,,,,,,,
587366,"CZK 13,500",50.055705,14.444092,"Sdružení, Prague - Nusle",1 bedroom,Excellent,39 m²,CZK 500,Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,01. 01. 2022,,G,370,"1,037",262,809,423,967,272,188,852,353,"CZK 13,500",,,,,,,,,,
700125,"CZK 19,000",50.06585,14.44911,"Vršovická, Prague - Vršovice",2 bedroom with open-plan kitchen,Excellent,76 m²,"CZK 3,950",Cooperative,Brick building,Unfurnished,3,No,No,Yes,Yes,No,No,No,23. 01. 2022,,G,168,433,85,144,73,270,178,387,286,363,"CZK 19,000",,,,,,,,,,
700136,"CZK 11,000",50.05184525,14.38408376734,Prague - Radlice,Small studio,Excellent,23 m²,"CZK 1,000",Personal,Brick building,Furnished,3,No,No,No,No,No,Yes,No,01. 03. 2022,,D,"1,164","1,215","1,132","1,327","1,135","1,293",,,,,"CZK 20,000",,,,,,,,,,
699413,"CZK 34,000",50.07847,14.42443,"Školská, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 4,627",Personal,Brick building,Furnished,5,Yes,Yes,No,No,No,Yes,No,01. 04. 2022,Central heating,G,265,776,62,201,0,278,221,459,442,396,"CZK 60,000",Premium materials and solutions,Top floor,Overall,,,,,,,
699409,"CZK 14,000",50.04736,14.43043,"Kaplická, Prague - Podolí",Studio,Good,40 m²,"CZK 2,500",Cooperative,Prefab concrete building,Unfurnished,7,Yes,No,Yes,Yes,Yes,Yes,No,14. 01. 2022,,D,386,"1,099",182,806,339,879,225,329,749,322,"CZK 16,500",,,,,,,,,,
700112,"CZK 11,500",50.10595,14.58328,"Bryksova, Prague - Černý Most",1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 3,000",Personal,Prefab concrete building,Partially furnished,5,No,No,No,No,Yes,Yes,No,01. 03. 2022,District heating,C,581,630,372,420,456,767,"1,395",600,567,,"CZK 20,000",,Middle floor,Exterior,,,,,,,
654848,"CZK 14,900",50.07251,14.46021,"Ruská, Prague - Vršovice",2 bedroom,Good,62 m²,"CZK 2,400",Personal,Brick building,Partially furnished,1,No,Yes,No,No,No,Yes,No,15. 01. 2022,,F,1,748,92,524,185,522,336,202,701,202,"CZK 20,000",,,,,,,,,,
700113,"CZK 11,900",50.0715099,14.4680919,"28. pluku, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 4,000",Cooperative,Brick building,Partially furnished,2,No,No,Yes,No,No,Yes,No,19. 01. 2022,,A,206,601,286,466,118,299,284,156,825,97,"CZK 11,900",,,,,,,,,,
642260,"CZK 15,000",50.101195,14.424811,"Sochařská, Prague - Bubeneč",1 bedroom,Excellent,47 m²,"CZK 3,600",Personal,Brick building,Unfurnished,,No,No,No,No,No,No,No,01. 03. 2022,Electric boiler,E,197,250,128,180,115,111,348,217,369,,"CZK 22,500",Standard materials and solutions,Raised ground floor,Interior,1 to 10 years years,,,,,,
698674,"CZK 14,000",50.0718,14.48473,"Pod Rapidem, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,39 m²,"CZK 2,000",Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,01. 02. 2022,,C,65,651,288,468,35,161,580,419,616,224,"CZK 14,000",,,,,,,,,,
700081,"CZK 15,000",50.10783,14.39241,"Kotěrova, Prague - Dejvice",1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 3,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,31. 08. 2022,Central heating,B,258,"1,250",241,645,289,65,660,234,628,474,"CZK 15,000",Premium materials and solutions,Ground floor,Overall,,,,,,,
699370,"CZK 12,000",50.08726,14.45338,"Koněvova, Prague - Žižkov",Small studio,Excellent,30 m²,"CZK 1,500",Personal,Brick building,Unfurnished,3,No,No,No,No,Yes,No,No,01. 02. 2022,,G,63,271,116,520,18,289,348,412,216,534,"CZK 12,000",,,,,,,,,,
668732,"CZK 28,500",50.08759071229,14.36763612529,"Na Petynce, Prague - Břevnov",2 bedroom with open-plan kitchen,New build,98 m²,"CZK 2,700",Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,01. 03. 2022,,B,390,604,182,756,74,161,154,593,671,540,"CZK 40,000",,,,,Yes,,,,,
524944,"CZK 13,000",50.021789,14.4524639,"Sládkovičova, Prague - Krč",1 bedroom with open-plan kitchen,Excellent,41 m²,"CZK 3,000",Cooperative,Prefab concrete building,Partially furnished,5,Yes,No,No,No,No,No,No,01. 03. 2022,,,177,469,357,"1,442",42,131,723,910,595,443,"CZK 16,000",,Middle floor,Overall,,,,,,,
412397,"CZK 18,000",50.1251937,14.5074785,"Kytlická, Prague - Prosek",1 bedroom with open-plan kitchen,New build,91 m²,"CZK 3,000",Personal,Brick building,Partially furnished,1,Yes,Yes,No,No,No,No,Yes,01. 01. 1970,Central heating,C,243,800,198,"1,024",296,973,191,706,164,,"CZK 45,000",,,,1 to 10 years years,Yes,,,,,
626271,"CZK 18,500",50.034486,14.416989,"Branická, Prague - Braník",3 bedroom with open-plan kitchen,Excellent,78 m²,"CZK 4,000",Personal,Brick building,Unfurnished,4,No,No,Yes,Yes,Yes,Yes,No,01. 01. 2022,Gas boiler,D,199,612,167,103,157,484,485,369,,,"CZK 30,000",,,,,,,,,,
108759,"CZK 10,500",50.0483486747,14.5587515831,"Boloňská, Prague - Horní Měcholupy",Studio,,33 m²,"CZK 3,000",Personal,Brick building,Partially furnished,4,Yes,No,Yes,No,No,Yes,No,01. 01. 2022,,C,385,"1,033",497,"1,111",184,"1,178",346,312,823,191,"CZK 27,000",,,,,,,,,,
658032,"CZK 20,900",50.0568,14.37815,"Kačirkova, Prague - Jinonice",1 bedroom with open-plan kitchen,New build,57 m²,"CZK 3,000",Personal,Brick building,Furnished,4,Yes,No,Yes,No,Yes,Yes,Yes,01. 04. 2022,Central heating,A,425,383,567,433,477,975,428,"1,467",364,,"CZK 23,900",Standard materials and solutions,Middle floor,,1 to 10 years years,Yes,,,,,
569904,"CZK 12,700",50.0789302,14.457653,"Baranova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,48 m²,"CZK 2,600",Personal,Brick building,Partially furnished,5,No,No,Yes,No,No,Yes,No,01. 02. 2022,Gas boiler,,194,505,65,266,61,335,483,442,771,198,"CZK 12,700",Standard materials and solutions,Middle floor,,,,,,,,
116220,"CZK 15,000",50.082281,14.4948969,"Chotutická, Prague - Malešice",2 bedroom,,55 m²,"CZK 1,500",,Prefab concrete building,Furnished,2,No,No,Yes,Yes,No,No,No,01. 03. 2022,District heating,,338,448,187,490,493,589,229,274,524,79,"CZK 15,000",,Middle floor,Overall,,,,,,,
335666,"CZK 11,800",50.035375,14.5012327,"Benkova, Prague - Chodov",Studio,,30 m²,"CZK 2,600",Personal,Prefab concrete building,Partially furnished,6,No,No,No,No,No,Yes,No,01. 02. 2022,District heating,,326,278,468,"1,034",294,473,362,445,289,184,"CZK 24,000",,Middle floor,Overall,,,,,,,
699335,"CZK 10,500",50.13373,14.51058,"Chlebovická, Prague - Letňany",Studio,New build,31 m²,"CZK 3,300",Personal,Low-energy building,Partially furnished,11,No,No,Yes,No,No,Yes,No,13. 01. 2022,,B,97,753,403,335,416,420,281,383,249,43,"CZK 20,000",,,,,,,,,,
700056,"CZK 15,000",50.0216275,14.4502575,"Sulická, Prague - Lhotka",2 bedroom with open-plan kitchen,Excellent,56 m²,"CZK 3,500",Personal,Prefab concrete building,Furnished,6,No,No,No,No,Yes,No,No,01. 02. 2022,District heating,G,198,404,376,"1,425",315,399,538,737,744,369,"CZK 30,000",,Middle floor,Overall,,,,,,,
633616,"CZK 17,500",50.071479,14.384602,"Plzeňská, Prague - Košíře",1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 2,000",Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,No,Yes,Yes,17. 01. 2022,Central heating,D,211,848,198,"1,063",259,"1,187",273,527,"1,172",481,"CZK 25,000",Premium materials and solutions,Top floor,Overall,,,,,,,
457628,"CZK 12,000",50.108673,14.3955801,"Terronská, Prague - Bubeneč",Studio,,41 m²,"CZK 3,200",Personal,Brick building,Furnished,,No,No,No,No,No,No,No,20. 01. 2022,,D,79,"1,235",5,621,34,396,528,376,490,150,"CZK 15,000",,,,,,,,,,
493824,"CZK 11,500",50.0436333,14.5513071,"Rudolfa Antonína Dvorského, Prague - Horní Měcholupy",Small studio,,35 m²,"CZK 2,500",Personal,Brick building,Furnished,5,No,No,Yes,No,Yes,No,No,01. 12. 2020,,,365,553,411,968,500,894,690,760,570,380,"CZK 11,500",Standard materials and solutions,,,1 to 10 years years,,,,,,
700038,"CZK 12,400",50.03532,14.51832,"Květnového vítězství, Prague - Chodov",1 bedroom with open-plan kitchen,Good,44 m²,"CZK 3,000",Personal,Prefab concrete building,Partially furnished,7,No,No,No,No,No,Yes,No,29. 01. 2022,District heating,C,103,593,312,"1,118",361,543,120,410,246,123,"CZK 20,000",Standard materials and solutions,Middle floor,Overall,30 to 50 years years,,,,,,
377257,"CZK 10,500",50.1157822,14.4746318,"Františka Kadlece, Prague - Libeň",1 bedroom with open-plan kitchen,Excellent,35 m²,"CZK 4,000",Personal,Brick building,Furnished,2,No,No,No,No,Yes,No,No,01. 03. 2022,Central heating,,191,"1,351",383,"1,263",185,645,562,"1,315",909,285,"CZK 20,000",,Middle floor,Overall,,,,,,,
700037,"CZK 16,500",50.06615,14.43427,"Na Folimance, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,63 m²,"CZK 4,216",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,19. 01. 2022,Other,G,299,493,296,627,224,427,282,335,241,381,"CZK 35,000",Standard materials and solutions,,Overall,,,,,,,
517241,"CZK 11,000",50.0296633,14.6016243,Prague - Uhříněves,Studio,New build,136 m²,"CZK 3,008",Personal,Low-energy building,Furnished,1,Yes,Yes,Yes,No,Yes,Yes,No,14. 07. 2021,District heating,B,60,301,26,310,16,254,183,340,372,388,"CZK 22,000",Premium materials and solutions,Raised ground floor,,1 to 10 years years,Yes,,,,,
