Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Building type,Heating,Condition,Ownership,Age,Balcony,Parking,New-build,Terrace,Reconstruction,EPC,Designe,Cellar,Garage,Domácí mazlíčci vítáni,Enclosed balcony,Administrative fee
"CZK 7,500","CZK 1,500",688853,Other,7/1/2022,31 m²,Unfurnished,,,200.57,849.52,203.4,687.9,182.43,686.24,524.74,415.67,640.86,162.21,"Bulharská, Prague - Vršovice",50.07186,14.46305,"CZK 18,000",Brick,,Very good,Personal,,,,,,,G,,,,,,
"CZK 22,000",CZK 0,432247,1 bedroom,9/1/2022,45 m²,Fully furnished,2,,197.76,857.82,342.23,943.3,410.97,290.24,475.46,954.62,856.38,529.02,"U Druhé baterie, Prague - Břevnov",50.0895188,14.366109,"CZK 22,000",Brick,Gas boiler,,Personal,,,,,,,,,,,,,
"CZK 20,000","CZK 3,000",728576,2+kk,8/8/2022,44 m²,Partly,5,1.0,196.69,677.01,256.56,657.16,221.18,681.35,602.45,691.62,282.08,467.75,Prague - Žižkov,50.08773,14.48911,"CZK 23,000",Brick,Central,Very good,Cooperative,,,,,,,C,,1.0,,,,
"CZK 12,600","CZK 3,400",581251,1 bedroom,9/1/2022,34 m²,Partly,1,1.0,44.86,901.92,164.95,688.71,116.36,1007.32,1004.72,327.25,923.08,259.94,"Peroutkova, Prague - Radlice",50.06072,14.381253,"CZK 15,000",Other,,Very good,Personal,Up to 10 years,,,,,Interior,D,Standard,,,,,
"CZK 14,000","CZK 5,000",729563,Small studio,8/11/2022,36 m²,Partly,5,,101.06,946.85,286.9,249.37,174.97,548.17,204.64,301.27,575.14,230.69,Prague - Bubeneč,50.10428,14.40221,"CZK 28,000",Brick,,Very good,,,1.0,,,1.0,,G,,,,,,
"CZK 34,990","CZK 2,506",729558,3+kk,8/29/2022,94 m²,Partly,2,1.0,173.8,456.63,239.43,271.32,21.48,149.46,356.05,212.58,464.28,232.37,"Vinohradská, Prague - Vinohrady",50.07719694444,14.44673861111,"CZK 37,496",Brick,,Very good,Personal,,,1.0,,,,G,,,,,,"CZK 37,496"
"CZK 12,000","CZK 5,500",728850,2+kk,8/6/2022,45 m²,Unfurnished,3,1.0,440.25,1018.99,373.61,930.43,430.66,296.16,152.56,483.28,1509.67,219.52,Prague - Černý Most,50.10502,14.5704,"CZK 24,000",Prefab concrete,,Good,,,,,,,,G,,,,,,
"CZK 18,990","CZK 6,589",729548,4+1,8/28/2022,84 m²,Unfurnished,8,1.0,273.87,940.98,374.29,874.09,464.62,193.19,470.74,576.14,1527.54,192.25,"Generála Janouška, Prague - Černý Most",50.10628638888,14.57028777777,"CZK 25,579",Prefab concrete,,Very good,Personal,,,,,,,G,,,,,,"CZK 25,579"
"CZK 13,000","CZK 1,000",453183,Small studio,8/11/2022,40 m²,Partly,1,1.0,358.51,468.44,185.83,1370.23,316.32,873.49,387.74,377.64,393.31,89.6,"Nad Panenskou, Prague - Střešovice",50.0869024,14.3831463,"CZK 20,000",Brick,,,Personal,,,,,,Complete,,,,,,,
"CZK 18,500","CZK 3,000",729534,1 bedroom,8/11/2022,41 m²,Partly,1,,54.32,79.0,92.18,437.62,95.28,96.47,704.6,445.94,745.03,511.05,Prague - Libeň,50.11973,14.45931,"CZK 18,500",Brick,,Very good,,,,,,,,G,,1.0,,,,
"CZK 23,500","CZK 3,900",569174,2+kk,10/1/2022,48 m²,Fully furnished,-1,,255.31,501.77,459.42,715.23,218.51,523.94,431.76,479.05,374.11,261.13,"Na Balkáně, Prague - Žižkov",50.095259,14.4941569,"CZK 35,000",Brick,Other,Very good,Personal,Up to 10 years,,,,1.0,Complete,B,Luxurious,,,,,
"CZK 13,500","CZK 4,000",399430,1 bedroom,9/1/2022,45 m²,Partly,1,,224.62,651.71,146.46,149.36,148.75,349.55,679.28,484.53,469.98,373.73,"Jindřicha Plachty, Prague - Smíchov",50.0708313,14.4082987,"CZK 13,500",Brick,Gas boiler,Very good,Personal,,,,,,Interior,,Standard,,,,,
"CZK 15,000","CZK 3,500",598847,Studio,8/1/2022,42 m²,Partly,1,,241.75,2054.21,1934.57,3010.12,295.81,2873.66,1736.51,2053.57,317.53,219.07,"K Pitkovicům, Prague - Benice",50.012466,14.6024605,"CZK 15,000",Brick,Geothermal,New-build,Personal,Up to 10 years,,,1.0,,,A,Luxurious,,,,,
"CZK 21,000","CZK 4,500",131474,2+kk,9/1/2022,64 m²,Fully furnished,6,1.0,161.62,207.64,86.06,137.14,73.03,80.74,397.84,733.04,245.51,397.15,"Sochařská, Prague - Bubeneč",50.1008477,14.4247118,"CZK 42,000",Brick,,Very good,Personal,10 to 30 years,1.0,,,,Complete,,Luxurious,1.0,,,,
"CZK 18,900","CZK 4,890",729449,3+kk,8/31/2022,68 m²,Partly,5,,271.5,644.87,201.1,583.24,551.64,211.59,204.86,181.93,650.7,76.59,Prague - Prosek,50.12079,14.49128,"CZK 18,900",Prefab concrete,,Good,Cooperative,,,,,,,E,,,,1.0,1.0,
"CZK 20,000","CZK 3,700",729445,Studio,9/15/2022,63 m²,Partly,4,,143.01,2079.51,127.7,1993.68,175.32,2028.08,655.97,417.65,333.48,202.09,Prague - Hlubočepy,50.04139,14.39244,"CZK 20,000",Brick,,Very good,Personal,,,,,,,G,,,,,,
"CZK 15,000","CZK 7,500",729427,2+kk,9/1/2022,54 m²,Fully furnished,,,25.96,374.17,20.45,2174.28,72.28,647.45,261.01,485.72,1325.26,370.94,Prague - Braník,50.03968,14.41073,"CZK 30,000",Brick,,Very good,Personal,,,,,,,G,,,,,,
"CZK 18,500","CZK 3,000",729446,4+1,10/1/2022,93 m²,Fully furnished,5,1.0,303.36,340.83,118.42,526.47,136.61,247.56,240.93,389.66,678.65,200.22,Prague - Holešovice,50.10138,14.44501,"CZK 21,000",Brick,,Very good,,,1.0,,,,,G,,1.0,,,,
"CZK 20,800","CZK 5,200",729439,4+1,8/10/2022,76 m²,Fully furnished,,,211.27,263.88,246.34,260.83,250.56,1450.32,152.84,325.0,1084.56,327.63,Prague - Záběhlice,50.04753,14.48528,"CZK 40,000",Brick,,Good,,,,1.0,,,,G,,,,,1.0,
"CZK 22,500","CZK 4,000",728770,3+kk,11/1/2022,61 m²,Fully furnished,4,1.0,414.0,826.24,265.09,764.61,549.7,474.75,212.05,211.22,373.3,256.14,Prague - Prosek,50.122,14.48876,"CZK 50,000",Prefab concrete,,Very good,,,,,,,,D,,,,,1.0,
"CZK 16,000","CZK 5,000",729359,2 bedroom,8/24/2022,56 m²,Fully furnished,3,,167.41,1047.78,104.76,345.97,70.48,160.84,111.51,523.79,247.62,232.49,Prague - Vyšehrad,50.06732,14.41801,"CZK 30,000",Brick,,Good,,,,,,,,G,,,,,,
"CZK 59,000","CZK 9,500",432912,5+kk,9/1/2022,240 m²,Fully furnished,6,1.0,174.74,280.54,98.82,188.39,115.11,446.45,286.03,336.05,977.41,264.84,Prague - Vinohrady,50.078327416966,14.455739663754,"CZK 118,000",Brick,,,Personal,,1.0,,,1.0,,,Luxurious,,,,,
"CZK 17,500","CZK 2,500",728527,Studio,8/3/2022,32 m²,Partly,3,,307.47,1054.53,111.91,579.62,318.98,848.81,291.6,207.76,869.04,275.35,Prague - Nusle,50.05621,14.44507,"CZK 40,000",Brick,Electric boiler,Very good,Cooperative,,,,,,Complete,G,,1.0,,,,
"CZK 17,990","CZK 4,000",729327,2+kk,9/1/2022,48 m²,Fully furnished,3,1.0,206.74,107.74,104.37,499.51,106.07,193.12,296.98,517.7,594.92,289.39,Prague - Smíchov,50.06802,14.39864,"CZK 22,000",Brick,,Very good,,,,,,,,G,,,,,,
"CZK 26,000","CZK 6,000",729321,2+kk,9/1/2022,75 m²,Fully furnished,3,,62.81,229.18,37.28,88.61,0.22,86.73,193.2,250.78,144.15,194.55,Prague - Staré Město,50.09079,14.42614,"CZK 30,000",Brick,,Very good,,,,,,,,G,,,,,,
"CZK 30,500","CZK 2,150",729318,3+kk,10/1/2022,98 m²,Fully furnished,2,,131.04,282.63,76.16,114.98,87.65,66.67,574.2,250.59,635.61,118.55,Prague - Vinohrady,50.07762,14.45995,"CZK 61,000",Brick,,Very good,,,1.0,1.0,,,Complete,G,,1.0,,,,
"CZK 27,000",CZK 0,487732,2 bedroom,9/1/2022,70 m²,Fully furnished,5,1.0,45.07,254.62,58.08,69.03,65.62,124.49,80.49,249.04,532.79,425.07,Prague - Nové Město,50.0907964,14.4344543,"CZK 35,000",Brick,,Very good,Personal,30 - 50 years,1.0,,,,Complete,B,Luxurious,,,,,
"CZK 13,000","CZK 4,500",729305,2+kk,9/1/2022,41 m²,Partly,3,1.0,195.18,503.25,129.34,3292.41,307.96,147.86,543.18,543.18,422.77,204.93,Prague - Kbely,50.13217,14.54885,"CZK 26,000",Brick,,Very good,,,1.0,,,,,G,,,,,,
"CZK 16,900","CZK 3,500",583541,2+kk,11/1/2022,60 m²,Fully furnished,2,,237.23,597.82,1049.92,3136.93,107.47,3099.76,994.39,648.68,1348.4,364.51,"Kupkova, Prague - Kolovraty",50.014838,14.634532,"CZK 20,000",Brick,Gas boiler,New-build,Personal,Up to 10 years,1.0,1.0,,,Complete,A,Standard,1.0,1.0,,1.0,
"CZK 17,000","CZK 5,500",729288,2 bedroom,8/9/2022,51 m²,Partly,3,1.0,160.15,619.99,13.81,107.23,189.78,869.86,141.78,658.77,461.72,117.96,Prague - Libeň,50.10508,14.48432,"CZK 34,000",Brick,,Very good,,,,,,,,G,,,,,,
"CZK 29,500","CZK 6,000",667774,3+kk,9/15/2022,80 m²,Fully furnished,4,1.0,124.75,399.53,162.94,138.76,112.43,199.74,345.58,283.25,668.96,47.04,Prague - Košíře,50.069471,14.3711023,"CZK 60,000",Brick,,Very good,Personal,,,,,,Complete,G,,1.0,,,,
"CZK 22,000","CZK 2,746",729276,2+kk,10/1/2022,67 m²,Fully furnished,3,1.0,111.04,906.67,54.66,823.1,19.22,367.11,296.48,265.97,89.92,140.7,Prague - Břevnov,50.08491,14.37892,"CZK 40,000",Brick,,Very good,,,1.0,1.0,,,,G,,,,,,
"CZK 18,000","CZK 2,410",571042,2+kk,9/1/2022,46 m²,Partly,3,1.0,115.04,910.67,58.66,835.25,34.01,372.09,301.04,269.97,102.07,144.7,"Bělohorská, Prague - Břevnov",50.0850112,14.3789362,"CZK 36,000",Brick,,,Personal,,,1.0,,,Complete,,,,,,,
"CZK 18,000","CZK 5,000",728153,Studio,8/1/2022,23 m²,Fully furnished,,,107.77,1186.64,810.63,1121.47,,993.06,1441.45,978.22,1317.44,446.23,Prague - Troja,50.12075,14.41037,"CZK 46,000",Brick,,Very good,,Up to 10 years,,1.0,,,,G,Standard,,,,,
"CZK 21,500","CZK 4,200",621022,2+kk,9/1/2020,68 m²,Partly,4,1.0,340.38,692.59,244.27,689.89,421.32,526.19,638.04,193.52,678.92,299.57,"Štěpařská, Prague - Hlubočepy",50.029986,14.376053,"CZK 30,000",Brick,Distance,Very good,Personal,10 to 30 years,1.0,,,,,D,Standard,,1.0,,,
"CZK 12,500","CZK 2,600",681431,Studio,8/10/2022,32 m²,Fully furnished,2,1.0,122.22,278.19,131.4,1134.55,462.36,377.83,198.89,256.9,609.48,148.88,"Bachova, Prague - Chodov",50.03109,14.51434,"CZK 20,000",Prefab concrete,,Very good,Personal,,,1.0,,,,G,,1.0,,,,
"CZK 17,000","CZK 7,000",729238,4+kk,8/15/2022,103 m²,Partly,1,,105.54,1466.78,80.01,785.33,94.48,1220.32,1335.12,169.74,2053.45,304.03,Prague - Horní Počernice,50.11811,14.63006,"CZK 34,000",Other,,Very good,,,,,,,,G,,,,,,
"CZK 30,000","CZK 10,000",728741,Studio,8/25/2022,48 m²,Unfurnished,2,,210.22,645.22,316.45,1402.08,31.18,947.02,298.89,390.77,199.1,345.3,Prague - Hradčany,50.08646,14.38758,CZK 0,Other,,Very good,,,,,,,,G,,,,,,
"CZK 30,000","CZK 10,000",728742,Studio,8/25/2022,42 m²,Unfurnished,2,,210.22,645.22,316.45,1402.08,31.18,947.02,298.89,390.77,199.1,345.3,Prague - Hradčany,50.08646,14.38758,CZK 0,Other,,Very good,,,,,,,Complete,G,,,,,,
"CZK 40,000","CZK 10,000",728751,2+kk,8/25/2022,74 m²,Unfurnished,3,,210.22,645.22,316.45,1402.08,31.18,947.02,298.89,390.77,199.1,345.3,Prague - Hradčany,50.08646,14.38758,CZK 0,Other,,Very good,,,,,,,Complete,G,,,,,,
"CZK 25,000","CZK 3,000",729220,2+kk,8/9/2022,50 m²,Unfurnished,2,1.0,74.47,248.04,144.44,546.23,23.58,607.43,204.39,503.62,355.73,315.68,Prague - Malá Strana,50.08164,14.40601,"CZK 25,000",Brick,,Very good,,,,,,,,G,,,,,,
"CZK 25,000","CZK 3,000",729217,2+kk,8/9/2022,50 m²,Unfurnished,2,1.0,74.47,248.04,144.44,546.23,23.58,607.43,204.39,503.62,355.73,315.68,Prague - Malá Strana,50.08164,14.40601,"CZK 25,000",Brick,,Very good,,,,,,,,G,,,,,,
"CZK 11,500","CZK 3,100",729209,Studio,8/22/2022,23 m²,Partly,3,,156.17,1760.05,492.72,1615.78,1028.86,485.7,828.8,1350.54,1054.05,304.38,Prague - Vysočany,50.10334,14.51503,"CZK 23,000",Low-energy,,New-build,,,,,,,,G,,1.0,,,,
"CZK 30,000","CZK 5,967",729202,3+kk,10/1/2022,84 m²,Partly,6,1.0,333.78,242.88,48.87,1653.73,247.19,1109.77,1078.15,704.83,885.11,159.74,Prague - Stodůlky,50.04711,14.30195,"CZK 55,000",Brick,,New-build,,,1.0,1.0,1.0,,,C,,,1.0,,,
"CZK 26,000","CZK 4,000",726412,3+kk,9/1/2022,55 m²,Partly,1,,110.56,129.83,135.71,231.47,30.61,425.17,229.3,557.24,377.32,204.43,"Újezd, Prague - Malá Strana",50.08327825,14.4041547,"CZK 26,000",Brick,,Very good,Personal,,1.0,,,,,G,,1.0,,,,
"CZK 18,500","CZK 3,500",265593,2+kk,10/1/2022,66 m²,Fully furnished,9,1.0,168.82,933.46,200.59,444.15,391.19,309.21,128.47,716.03,410.39,211.64,"Tupolevova, Prague - Letňany",50.1377081,14.5057243,CZK 0,Brick,,,Personal,,1.0,,1.0,,,,,,,,,
"CZK 6,000","CZK 1,000",692180,3+1,9/2/2022,65 m²,Fully furnished,1,1.0,129.39,654.2,376.46,1487.44,204.23,416.42,217.88,217.88,198.57,263.06,"Brodského, Prague - Chodov",50.0376,14.50418,"CZK 5,000",Prefab concrete,,Very good,Other,,1.0,,,,,G,Standard,,,,,
"CZK 17,000","CZK 5,000",729141,2 bedroom,8/8/2022,52 m²,Unfurnished,3,,127.28,2111.35,245.44,2086.26,713.84,1446.1,1054.89,704.11,703.85,213.33,Prague - Ruzyně,50.07659,14.32312,"CZK 34,000",Brick,,New-build,,,1.0,,,,,G,,,,,,
"CZK 17,000","CZK 3,000",566615,2+kk,8/20/2022,50 m²,Fully furnished,2,,114.2,1322.09,241.11,1249.22,163.52,612.28,492.74,471.65,593.19,408.08,"V Zahradách, Prague - Libeň",50.1153277,14.4734875,"CZK 17,000",Brick,Electric boiler,,Cooperative,,,,,,Complete,D,,,,,,
"CZK 11,000","CZK 4,000",729112,Studio,8/8/2022,30 m²,Partly,3,1.0,342.78,726.85,790.48,1771.92,162.54,1113.67,1404.44,1181.38,1220.0,810.76,Prague - Lhotka,50.01785,14.45167,"CZK 15,000",Brick,,New-build,,,1.0,1.0,1.0,,,G,,1.0,,,,
"CZK 16,500","CZK 1,000",517734,Studio,8/8/2022,26 m²,Fully furnished,5,,225.16,992.05,501.59,1158.21,138.33,992.2,544.33,660.8,585.73,617.98,Prague - Hostivař,50.0523305,14.5329657,"CZK 17,500",Other,Distance,Very good,Personal,Up to 10 years,1.0,1.0,,1.0,Complete,C,Standard,1.0,,,,
"CZK 19,500","CZK 3,958",207886,3+1,8/8/2022,85 m²,Partly,3,1.0,215.07,199.76,67.98,279.67,1.73,316.54,159.27,201.67,187.13,407.23,"Preslova, Prague - Smíchov",50.0739895,14.4062617,"CZK 19,500",Brick,Gas boiler,Very good,Personal,Over 50 years,,,,,,,Standard,,,,,
"CZK 15,000","CZK 6,000",729098,3+kk,8/8/2022,62 m²,Partly,4,,350.63,315.52,225.33,282.69,231.57,180.87,243.18,561.85,1121.23,213.69,Prague - Vokovice,50.09591,14.35742,"CZK 20,000",Prefab concrete,,Good,,,,,,,,G,,1.0,,,1.0,
"CZK 11,000","CZK 1,000",360488,1 bedroom,8/15/2022,25 m²,Partly,-1,,125.71,1245.54,386.18,917.87,162.24,594.83,224.47,416.46,968.46,288.78,"Žernovská, Prague - Strašnice",50.0664375,14.5023922,CZK 0,Brick,Gas boiler,,Personal,Over 50 years,,,,,Interior,,Standard,,,,,
"CZK 15,000","CZK 4,000",691082,2+kk,8/23/2022,46 m²,Unfurnished,-1,,223.32,626.58,264.4,591.09,201.26,577.54,517.14,211.77,647.19,299.82,"Na Zájezdu, Prague - Vinohrady",50.07367,14.46134,"CZK 15,000",Brick,,Very good,Personal,,,,,,,,Standard,,,,,
"CZK 16,000","CZK 3,500",593117,Studio,8/15/2022,36 m²,Partly,4,,340.92,534.31,283.89,648.21,533.9,564.77,625.44,510.29,487.63,500.53,"Nad Buďánkami ​Ⅰ, Prague - Smíchov",50.071856,14.371181,"CZK 16,000",Brick,Central,Very good,Personal,,1.0,,,1.0,,G,Standard,,,,,
"CZK 21,000","CZK 3,814",729020,3+kk,9/1/2022,75 m²,Partly,7,1.0,149.88,334.44,154.17,283.95,84.86,236.79,585.99,392.19,849.51,203.28,Prague - Uhříněves,50.03223,14.59649,"CZK 42,000",Prefab concrete,,Very good,,,,1.0,,,,E,,1.0,,,1.0,
"CZK 28,500","CZK 8,500",728777,4+kk,9/15/2022,100 m²,Fully furnished,2,,523.64,1041.55,985.72,994.09,516.32,962.69,700.79,733.64,1715.41,552.46,Prague - Suchdol,50.14274,14.37986,"CZK 50,000",Brick,,Very good,Personal,10 to 30 years,,1.0,,1.0,,G,Standard,,,,,
"CZK 26,000","CZK 4,000",725142,3+kk,8/15/2022,70 m²,Partly,3,1.0,102.6,979.52,389.37,632.25,469.04,711.41,316.23,477.86,771.51,402.85,Prague - Háje,50.02635,14.53098,"CZK 60,000",Brick,,New-build,Personal,,1.0,1.0,1.0,,,B,,1.0,1.0,,,
"CZK 11,000","CZK 3,000",625238,Studio,9/8/2020,32 m²,,3,1.0,12.31,1552.19,580.67,2461.31,917.78,1288.61,1485.66,1485.66,1099.05,1002.83,Prague - Kbely,50.131721,14.537994,"CZK 15,000",Brick,,New-build,Personal,,,,,1.0,,A,,,1.0,,,
"CZK 19,800","CZK 5,200",728975,3+1,8/7/2022,78 m²,Unfurnished,4,,341.07,1215.26,262.18,1608.48,228.97,524.24,559.27,423.8,470.78,210.67,Prague - Háje,50.03828,14.51238,"CZK 30,000",Prefab concrete,,Very good,,,1.0,,,,,B,,,,,,
"CZK 17,300","CZK 7,200",728963,3+kk,11/5/2022,70 m²,Partly,5,1.0,65.38,333.35,346.81,1573.13,338.86,236.46,658.18,455.1,460.18,237.84,Prague - Hostivař,50.04843,14.54548,"CZK 34,600",Prefab concrete,,Very good,,,,,,,,G,,1.0,,,1.0,
"CZK 11,000","CZK 2,000",526598,Studio,9/1/2022,25 m²,Partly,3,,219.46,674.72,268.44,1311.06,859.96,597.04,379.44,72.18,1076.56,233.39,"Generála Janouška, Prague - Černý Most",50.1039246,14.5656797,"CZK 13,000",Prefab concrete,,,Personal,,,,,,,,,,,,,
"CZK 8,150",CZK 0,728950,3+1,9/1/2022,100 m²,Partly,1,,220.5,1099.18,116.17,821.44,240.44,688.53,1001.61,367.76,806.11,349.25,Prague - Smíchov,50.06345,14.39013,"CZK 8,150",Brick,,Very good,Personal,,,,,1.0,,C,,,,,,
"CZK 18,500","CZK 2,500",527389,Studio,9/1/2022,52 m²,Partly,5,1.0,195.63,362.93,68.48,331.81,20.63,280.66,278.47,412.31,653.28,297.93,Prague - Žižkov,50.0826385,14.4533897,"CZK 30,000",Brick,,,Personal,,,,,,,,,1.0,,,,
"CZK 20,000","CZK 4,000",728937,2+kk,9/6/2022,55 m²,Partly,7,1.0,487.02,1116.05,467.64,790.59,613.17,967.86,489.21,771.57,1009.81,602.7,Prague - Vysočany,50.1043,14.50606,"CZK 20,000",Brick,Central,New-build,Personal,,1.0,,1.0,,,B,,,,,,
"CZK 12,000","CZK 6,000",532676,3+1,9/1/2022,60 m²,Partly,1,,188.33,796.67,258.26,459.72,365.28,352.49,138.04,420.78,527.32,108.18,"Nepomucká, Prague - Košíře",50.0690773,14.3651686,"CZK 30,000",Prefab concrete,,,,,,,,,,,,,,,1.0,
"CZK 32,000","CZK 4,000",612685,3+1,9/1/2022,87 m²,Partly,4,1.0,102.67,56.69,188.25,49.53,25.61,239.0,342.44,495.24,450.02,603.24,"Anglická, Prague - Vinohrady",50.076237,14.434579,"CZK 60,000",Brick,Central,Very good,Personal,Over 50 years,,,,,Complete,C,Luxurious,,,,,
"CZK 18,500","CZK 2,500",728920,Studio,8/7/2022,37 m²,Partly,2,1.0,91.34,289.99,135.8,261.29,109.15,224.49,370.49,555.32,136.36,268.8,Prague - Žižkov,50.08845,14.45856,"CZK 37,000",Brick,,New-build,,,,,1.0,,,B,,1.0,,,,
"CZK 20,000","CZK 5,000",728910,3+1,8/7/2022,84 m²,Partly,4,1.0,39.61,415.96,183.61,350.8,350.83,379.81,251.2,284.26,1684.22,356.33,Prague - Troja,50.12772,14.41349,"CZK 20,000",Prefab concrete,,Very good,,,,,,,,G,,1.0,,,1.0,
"CZK 15,000","CZK 2,000",728904,Studio,9/15/2022,37 m²,Partly,1,1.0,197.65,543.84,1444.02,2611.34,612.99,1120.54,520.09,2149.46,2397.16,739.64,Prague - Dolní Počernice,50.09157,14.58187,"CZK 15,000",Brick,,New-build,Personal,Up to 10 years,,,1.0,1.0,,B,,1.0,1.0,,,
"CZK 25,000",CZK 0,728125,2 bedroom,8/1/2022,62 m²,Fully furnished,3,,125.04,183.88,167.97,409.44,108.62,78.69,404.34,686.89,845.04,243.87,Prague - Smíchov,50.06945,14.40026,"CZK 55,000",Brick,,Very good,,,,,,,,G,,,,,,
"CZK 17,000","CZK 4,000",505757,2+kk,8/1/2022,55 m²,Partly,2,,62.71,1752.79,217.92,2388.85,105.34,1636.27,181.2,822.72,1145.48,640.88,Prague - Hlubočepy,50.0454793,14.4066166,"CZK 21,000",Brick,,,Personal,,,,,1.0,,A,,1.0,,,,
"CZK 17,000","CZK 4,300",575497,2+kk,9/1/2022,50 m²,Fully furnished,2,1.0,134.81,1230.46,485.17,488.62,0,491.85,797.74,375.33,365.39,548.59,"5. května, Prague - Nusle",50.0562485,14.4371791,"CZK 34,000",Brick,Central,Very good,Personal,Up to 10 years,,,,,Complete,E,Standard,1.0,,,,
"CZK 13,000","CZK 4,000",393654,Small studio,8/15/2022,26 m²,Fully furnished,1,,240.76,1142.0,1045.26,1053.63,697.13,1064.35,924.02,421.08,1614.86,248.41,"Otvovická, Prague - Suchdol",50.1426796,14.3870953,"CZK 26,000",Brick,Geothermal,New-build,Personal,Up to 10 years,,1.0,1.0,1.0,Complete,B,Luxurious,,,,,
"CZK 17,900","CZK 4,900",424503,2+kk,9/1/2022,58 m²,Partly,3,1.0,177.05,701.22,49.81,477.87,27.64,476.21,290.82,287.65,526.7,223.0,Prague - Vršovice,50.0719083,14.4601797,"CZK 30,000",Brick,Central,Very good,Cooperative,,1.0,,,,,,Standard,,,,,
"CZK 15,000","CZK 2,000",728879,1 bedroom,8/6/2022,46 m²,Partly,1,,141.46,1286.42,232.19,1088.15,143.15,531.21,392.3,1625.77,420.21,696.82,Prague - Holešovice,50.1087,14.43751,"CZK 17,000",Brick,,Very good,,,,,,,,G,,,,,,
"CZK 19,000",CZK 580,623115,2 bedroom,10/1/2022,55 m²,,3,,120.4,778.1,120.38,48.38,67.8,267.02,598.26,627.49,572.95,170.07,"Koněvova, Prague - Žižkov",50.089674,14.465655,"CZK 19,580",Brick,,Very good,Personal,,,,,,,E,,,,,,
"CZK 20,000","CZK 3,500",705562,2+kk,10/10/2022,45 m²,Fully furnished,5,1.0,125.19,415.53,168.81,321.31,133.39,291.21,468.63,656.91,299.75,230.15,"Koněvova, Prague - Žižkov",50.08868,14.46064,"CZK 30,000",Brick,Electric boiler,Very good,Personal,,,,,,Complete,,,,,,,
"CZK 11,500","CZK 4,500",308727,Studio,8/15/2022,26 m²,Partly,1,,321.61,1313.49,216.96,1113.77,394.42,254.78,164.22,156.5,890.05,246.07,"Na výhledech, Prague - Strašnice",50.0684525,14.5009037,"CZK 16,000",Brick,Electric boiler,Very good,Personal,Over 50 years,,,,,,,Standard,,,,,
"CZK 10,000","CZK 5,000",573912,2+kk,9/1/2022,60 m²,Fully furnished,,,335.77,1228.06,224.6,959.03,263.3,1106.47,165.98,416.9,771.61,539.0,"Nad Ondřejovem, Prague - Podolí",50.0456918,14.42738,"CZK 6,000",Brick,,,Personal,,,,,,,,,,,,,
"CZK 20,000","CZK 4,000",549773,2+kk,9/1/2022,56 m²,Fully furnished,2,1.0,176.69,403.88,153.94,1565.43,431.87,1526.66,1975.05,314.94,747.91,539.36,Prague - Troja,50.116926967792,14.418454054492,"CZK 40,000",Brick,Central,Very good,Personal,Up to 10 years,1.0,1.0,,,,A,Standard,1.0,1.0,,,
"CZK 15,000","CZK 3,900",633986,2+kk,8/1/2022,43 m²,Fully furnished,3,1.0,248.73,517.92,177.98,409.83,52.97,388.62,89.35,255.17,74.96,226.55,"Šrobárova, Prague - Vinohrady",50.076081,14.468274,"CZK 30,000",Brick,,Very good,Cooperative,,,,,,Complete,G,,,,,,
"CZK 17,000","CZK 2,500",728803,2+kk,10/1/2022,48 m²,Fully furnished,5,1.0,160.89,142.85,141.1,376.12,54.48,63.95,91.19,239.91,480.67,100.29,Prague - Holešovice,50.10146,14.44676,"CZK 20,000",Brick,,Very good,Personal,Up to 10 years,,,,,Complete,G,,,,,,
"CZK 28,500","CZK 6,600",691271,3+kk,9/30/2022,75 m²,Fully furnished,3,1.0,203.17,1204.35,397.85,1051.32,518.69,1097.6,996.62,686.7,724.63,557.62,"U Staré cihelny, Prague - Žižkov",50.08634,14.48319,"CZK 40,000",Brick,Central,New-build,Personal,Up to 10 years,1.0,1.0,1.0,,,B,,1.0,1.0,,,
"CZK 35,000","CZK 7,500",726113,4+kk,7/17/2022,116 m²,Partly,3,1.0,213.16,1557.4,113.33,1597.38,167.25,156.32,725.71,314.88,1252.41,63.57,Prague - Hostivař,50.04466,14.51691,"CZK 70,000",Brick,Central,Very good,Personal,,1.0,1.0,,,,C,,1.0,1.0,,,
"CZK 14,990","CZK 2,836",728768,2+kk,8/29/2022,43 m²,Fully furnished,4,1.0,107.44,156.77,60.01,805.86,110.11,100.1,468.11,174.74,750.31,129.86,"Podjavorinské, Prague - Chodov",50.03165166666,14.51930527777,"CZK 17,826",Prefab concrete,,Very good,Personal,,1.0,,,,,C,,1.0,,,,"CZK 17,826"
"CZK 17,990","CZK 6,177",728762,2 bedroom,8/29/2022,67 m²,Fully furnished,2,,245.13,370.18,234.69,424.52,164.09,388.29,84.2,130.02,822.88,147.43,"Lvovská, Prague - Vršovice",50.06947277777,14.47482444444,"CZK 24,167",Brick,,Very good,Personal,,,,,,,D,,1.0,,,,"CZK 24,167"
