Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Balcony,Lift,Terrace,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,EPC,Condition,Building type,Cellar,Domácí mazlíčci vítáni,Parking,Ownership,Reconstruction,Age,Designe,Enclosed balcony,Heating,New-build,Garage,Administrative fee,Plot type
CZK 1,"CZK 6,220",31263,3+1,4/27/2022,70 m²,Unfurnished,,,,,207.23,1289.45,437.79,977.09,150.15,621.81,704.39,1017.59,346.87,40.94,Prague - Libeň,50.1115724,14.4775255,"CZK 22,000",,Wrong,Brick,,,,Personal,Interior,,Standard,,Electric boiler,,,,
"CZK 16,000",CZK 1,425185,2+kk,8/15/2022,56 m²,Fully furnished,1,,,,85.3,212.78,59.97,163.18,127.61,304.28,276.4,561.91,304.53,301.03,"Za Poštou, Prague - Strašnice",50.0761964,14.4905813,"CZK 22,000",C,,Brick,1.0,,,Personal,,Up to 10 years,Luxurious,,Other,,,,
"CZK 18,999","CZK 2,500",722445,2+kk,6/15/2022,37 m²,Partly,8,1.0,1.0,,144.7,754.34,662.45,1990.84,216.86,1268.73,1076.56,1172.95,1192.68,596.3,Prague - Lhotka,50.01389,14.45457,"CZK 40,000",D,New-build,Prefab concrete,1.0,,1.0,,,,,,,1.0,1.0,,
"CZK 12,500","CZK 4,218",718018,1 bedroom,8/8/2022,33 m²,Fully furnished,7,,1.0,,423.81,755.26,194.1,693.63,478.72,403.77,283.04,282.2,444.28,215.1,"Bílinská, Prague - Prosek",50.12242,14.48951,"CZK 30,000",G,Very good,Prefab concrete,,,,Personal,Complete,,,1.0,Distance,,,,
"CZK 7,750",CZK 400,728382,2 bedroom,8/2/2022,54 m²,Fully furnished,2,,,,163.29,1081.24,149.84,901.94,527.74,897.52,428.52,341.51,841.71,279.76,Prague - Strašnice,50.07283,14.50253,"CZK 8,500",G,Very good,Brick,1.0,,,,,,,,,,,,
"CZK 16,500","CZK 3,128",700392,2+kk,9/1/2022,56 m²,Partly,2,1.0,1.0,,62.62,253.7,135.1,529.09,224.12,252.89,238.04,386.76,553.04,86.32,"Argentinská, Prague - Holešovice",50.1026,14.44354,"CZK 16,500",D,Very good,Brick,1.0,,1.0,Personal,Exterior,30 - 50 years,Standard,,Gas boiler,,,,
"CZK 33,000","CZK 7,500",728366,4+kk,8/2/2022,100 m²,Partly,5,1.0,1.0,1.0,421.9,2097.98,1716.62,2092.15,405.03,1960.46,1218.24,2135.85,369.14,1104.99,Prague - Hodkovičky,50.021,14.40262,"CZK 60,000",A,New-build,Brick,1.0,,1.0,Personal,Complete,Up to 10 years,Luxurious,,,1.0,1.0,,
"CZK 17,500","CZK 6,000",623874,Studio,8/7/2022,31 m²,Fully furnished,4,,1.0,,197.99,537.56,57.31,432.96,95.25,444.91,48.06,73.84,559.92,380.67,"Vojtěšská, Prague - Nové Město",50.078812,14.415442,"CZK 17,500",G,Very good,Brick,,,,Personal,Interior,Up to 10 years,Luxurious,,Central,,,,
"CZK 13,000","CZK 4,000",727051,1 bedroom,7/23/2022,35 m²,Partly,11,,1.0,,261.71,261.35,260.03,231.91,178.73,239.75,261.25,523.59,495.34,44.4,Prague - Stodůlky,50.04329,14.33048,"CZK 10,000",C,Very good,Prefab concrete,,,,,,,,1.0,,,,,
"CZK 21,000","CZK 4,080",662744,2+kk,7/5/2021,51 m²,Partly,2,1.0,1.0,,82.87,1822.9,985.57,1581.76,330.6,1229.41,677.22,1290.56,1196.84,599.35,Prague - Modřany,50.0129566,14.4013437,"CZK 21,000",B,New-build,Brick,1.0,,1.0,Personal,,Up to 10 years,Standard,,,,,,
"CZK 19,900","CZK 4,000",725384,2+kk,8/1/2022,52 m²,Partly,2,1.0,1.0,,229.9,947.02,205.09,713.91,247.68,447.39,154.37,412.65,1095.26,196.69,Prague - Modřany,50.0061,14.40679,"CZK 23,900",A,New-build,Brick,,,,,,,Luxurious,,,1.0,,,
"CZK 32,900","CZK 2,500",612150,2 bedroom,9/1/2022,58 m²,Fully furnished,2,,,,378.93,565.45,5.93,190.59,38.11,242.82,66.62,706.47,344.49,423.48,"Havelská, Prague - Staré Město",50.084553,14.42046,"CZK 35,000",B,Very good,Brick,1.0,,1.0,Personal,Interior,Up to 10 years,Standard,,Gas boiler,,,,
"CZK 22,000","CZK 6,900",728299,3+kk,11/1/2022,74 m²,Partly,2,1.0,1.0,,150.15,781.8,202.98,3436.45,210.59,1404.28,827.13,265.56,1966.15,57.54,Prague - Čakovice,50.15736,14.51935,"CZK 40,000",B,Very good,Brick,,,,,,,,1.0,Central,,,,
"CZK 21,500","CZK 2,500",728297,2+kk,9/1/2022,58 m²,Partly,2,,1.0,,180.7,972.84,122.71,351.25,23.7,396.36,682.88,702.43,520.3,193.82,Prague - Nusle,50.06576,14.42648,"CZK 43,000",G,Very good,Brick,1.0,,,,,,,,,,,,
"CZK 15,900","CZK 5,200",727047,2+kk,8/8/2022,44 m²,Partly,3,,1.0,,106.67,504.81,361.61,427.87,304.98,78.1,85.64,249.91,970.4,223.13,Prague - Řepy,50.06775,14.30736,"CZK 15,900",,Very good,Prefab concrete,1.0,,1.0,Personal,Complete,,,,Central,,,,
"CZK 13,840","CZK 7,060",566496,Studio,9/1/2022,39 m²,Fully furnished,6,1.0,1.0,1.0,214.48,591.04,125.94,300.31,92.61,308.06,452.56,411.67,136.06,387.22,"Tusarova, Prague - Holešovice",50.1020263,14.4536291,"CZK 16,000",G,Very good,Brick,,,,Personal,Complete,Up to 10 years,Standard,,Gas boiler,,,,
"CZK 14,700","CZK 2,000",612664,Studio,9/1/2022,28 m²,Fully furnished,1,,,,105.68,492.14,119.72,467.93,54.21,579.11,563.62,317.76,193.32,249.72,"K Louži, Prague - Vršovice",50.066145,14.459904,"CZK 20,000",,New-build,Brick,1.0,,,Personal,Interior,,,,,,,,
"CZK 10,000","CZK 2,500",475975,Studio,8/2/2022,27 m²,Partly,5,,,,468.1,595.74,168.46,478.99,466.36,508.07,138.91,809.88,493.24,186.43,"Pejevové, Prague - Modřany",50.008473,14.4211704,"CZK 10,000",C,,Prefab concrete,,,,Personal,,,,,Central,,,,
"CZK 19,500","CZK 3,900",728241,2 bedroom,9/26/2022,51 m²,Fully furnished,4,,1.0,,354.87,362.34,122.29,545.04,112.88,269.07,259.5,408.23,700.16,228.94,Prague - Holešovice,50.10086,14.44546,"CZK 30,000",G,Very good,Brick,1.0,,,,,,,,,,,,
"CZK 21,000","CZK 5,500",386956,3+kk,9/19/2022,85 m²,Fully furnished,5,1.0,1.0,,280.58,594.53,280.71,334.69,330.61,408.9,573.31,547.03,561.08,221.57,"Na Palouku, Prague - Strašnice",50.0789836,14.4876272,"CZK 26,500",,Very good,Brick,,,,Personal,,,,,Distance,,,,
"CZK 12,000","CZK 5,000",728213,Small studio,8/1/2022,60 m²,Partly,3,1.0,,,124.98,843.94,513.13,2419.2,604.62,2252.36,558.34,744.43,1382.25,315.89,Prague - Satalice,50.12367,14.5791,CZK 0,B,Good,Brick,,,,,,,,,,,,,
"CZK 6,500","CZK 2,800",728209,Small studio,9/1/2022,18 m²,Fully furnished,2,1.0,,,124.98,843.94,513.13,2419.2,604.62,2252.36,558.34,744.43,1382.25,315.89,Prague - Satalice,50.12367,14.5791,"CZK 4,000",B,Good,Brick,,,,,,,,,,,,,
"CZK 20,000","CZK 3,500",728045,2+kk,9/1/2022,48 m²,Fully furnished,1,1.0,1.0,,252.84,370.4,310.08,329.52,231.78,423.93,1014.0,160.84,1692.92,53.21,Prague - Jinonice,50.05746,14.37166,"CZK 40,000",B,New-build,Low-energy,,,1.0,,,Up to 10 years,Standard,,Central,1.0,,,
"CZK 10,500","CZK 3,530",728182,Small studio,8/1/2022,23 m²,Unfurnished,1,,1.0,,129.48,219.24,58.13,81.03,124.9,127.83,516.85,587.63,343.28,546.73,Prague - Holešovice,50.09918,14.42459,"CZK 21,000",G,Very good,Brick,1.0,,,,Complete,Over 50 years,,,Other,,,,
"CZK 19,100",CZK 850,566448,3+1,8/15/2022,85 m²,Unfurnished,3,,,,51.73,331.17,161.11,354.19,85.77,364.91,121.15,155.18,633.79,687.66,"Korunní, Prague - Vinohrady",50.0755043,14.439581,"CZK 38,200",,Good,Brick,,,,Personal,Complete,10 to 30 years,Standard,,Electric boiler,,,,
"CZK 11,000","CZK 1,100",669522,Studio,8/15/2022,26 m²,Unfurnished,1,,1.0,,147.24,321.16,153.69,468.43,122.98,206.48,428.31,60.59,412.34,299.69,"Slezská, Prague - Vinohrady",50.07616,14.44465,"CZK 22,000",G,Very good,Brick,1.0,,1.0,Personal,Complete,Up to 10 years,Standard,,Electric boiler,,,,
"CZK 21,000","CZK 3,500",670573,4+1,8/1/2022,76 m²,Fully furnished,1,,,,347.67,603.74,546.27,738.32,320.63,608.08,774.63,453.42,466.05,307.56,"Květinková, Prague - Žižkov",50.08943,14.49284,"CZK 24,500",G,Good,Prefab concrete,,,,Personal,,,,,,,,,
"CZK 13,000","CZK 3,500",64768,2 bedroom,8/1/2022,60 m²,Partly,2,,,,229.48,2137.36,2210.54,3097.82,2253.09,2971.26,2346.56,2842.05,625.72,485.93,"Na Písku, Prague - Lochkov",50.0051454,14.3531764,"CZK 13,000",G,Good,Brick,1.0,,1.0,Personal,Complete,,Standard,,,,,,
"CZK 12,000","CZK 2,800",727568,1 bedroom,10/1/2022,33 m²,Fully furnished,1,1.0,,,227.47,1141.23,474.24,1264.41,200.28,322.42,459.85,430.37,518.28,374.12,Prague - Modřany,50.0013,14.40581,"CZK 30,000",G,Very good,Brick,,,1.0,,,,,,,,,,
"CZK 30,000","CZK 5,000",317585,5+1,8/1/2022,170 m²,Unfurnished,3,1.0,,,248.24,600.44,186.57,282.16,15.08,474.89,628.01,433.25,418.71,799.03,"Na Bělidle, Prague - Smíchov",50.0716447,14.4047214,"CZK 30,000",,,Brick,,,,Personal,,,,,,,,,
"CZK 28,000","CZK 5,100",531338,2+kk,9/1/2022,58 m²,Fully furnished,7,1.0,1.0,,526.52,1305.66,502.06,706.42,450.77,916.53,1085.0,1044.12,523.95,204.39,"Sanderova, Prague - Holešovice",50.10506,14.45906,"CZK 56,000",B,New-build,Other,1.0,,1.0,Personal,,,,,Central,1.0,,,
"CZK 15,000","CZK 3,850",728144,2+kk,9/1/2022,72 m²,Unfurnished,2,,,,87.28,290.55,1685.95,2037.85,98.95,501.86,234.32,342.69,527.19,146.3,Prague - Řeporyje,50.03167,14.31035,"CZK 37,700",G,Very good,Brick,,,1.0,,,,,,,,,,
"CZK 19,500","CZK 3,500",535268,2 bedroom,9/1/2022,62 m²,Fully furnished,3,1.0,,,241.55,1029.04,247.04,309.6,207.67,443.95,219.78,131.51,275.39,368.18,"Koněvova, Prague - Žižkov",50.0922383,14.4786372,"CZK 25,000",,Very good,Brick,,,,Personal,Interior,,,,Central,,,,
"CZK 11,200","CZK 2,600",456259,Studio,8/1/2022,33 m²,Fully furnished,3,,,,272.2,566.02,238.62,310.05,289.24,241.17,381.01,500.37,872.77,245.02,"Obětí 6. května, Prague - Krč",50.0456133,14.4454289,"CZK 22,400",C,,Brick,1.0,,,Personal,Interior,,,,Electric boiler,,,,
"CZK 22,000","CZK 2,000",659309,3+1,8/1/2022,76 m²,Unfurnished,2,,1.0,,140.38,290.88,110.65,222.53,54.63,9.49,206.46,186.61,647.97,294.23,"Korunní, Prague - Vinohrady",50.0755715,14.452486,"CZK 22,000",,,Brick,1.0,,,Personal,,,,,Central,,,,
"CZK 19,000","CZK 4,500",672930,Studio,9/1/2021,34 m²,Fully furnished,1,,1.0,,86.73,354.45,88.37,197.83,59.56,391.78,425.67,275.04,260.5,600.46,"Zborovská, Prague - Smíchov",50.07303,14.40839,"CZK 19,000",G,New-build,Brick,1.0,,,Personal,Complete,Up to 10 years,,,,,,,
"CZK 14,000","CZK 3,500",285837,Studio,8/15/2022,27 m²,Fully furnished,3,,,,115.69,556.73,119.83,294.59,21.03,331.72,198.65,232.91,444.52,135.17,"Slovinská, Prague - Vršovice",50.0703136,14.458881,"CZK 14,000",,Very good,Brick,1.0,,,Cooperative,Interior,Up to 10 years,Luxurious,,Other,,,,
"CZK 32,000","CZK 6,400",728106,2+kk,11/1/2022,92 m²,Fully furnished,3,,1.0,,83.09,278.62,205.88,378.41,5.96,503.36,395.91,397.31,304.34,390.61,Prague - Libeň,50.10418,14.47862,"CZK 32,000",C,Very good,Brick,,,1.0,,,,,,,,1.0,,
"CZK 16,500","CZK 3,500",577724,1 bedroom,8/1/2022,54 m²,Unfurnished,1,,,1.0,219.5,946.05,841.32,968.01,597.45,658.25,447.78,336.51,656.48,308.93,"Na Fialce I, Prague - Řepy",50.069707,14.315345,"CZK 20,000",E,New-build,Brick,1.0,,1.0,Personal,,,Luxurious,,Gas boiler,,,,
"CZK 17,000","CZK 2,000",413089,2+kk,9/1/2022,47 m²,Fully furnished,3,,,,291.54,369.09,134.76,362.09,102.91,310.8,203.34,269.83,573.26,255.46,"Blodkova, Prague - Žižkov",50.0796704,14.449102,"CZK 17,000",E,,Brick,1.0,,,Personal,Complete,,Luxurious,,Gas boiler,,,,
"CZK 13,000","CZK 3,000",726095,2+kk,8/1/2022,39 m²,Partly,3,,1.0,,373.74,1317.72,426.18,1247.6,501.95,1314.25,134.71,770.93,2395.49,123.12,Prague - Bohnice,50.13331,14.40696,"CZK 15,000",G,Very good,Prefab concrete,,,,,,,,,Central,,,,
"CZK 17,900","CZK 5,000",728053,2+kk,7/31/2022,54 m²,Partly,,,,,103.75,955.7,280.48,410.2,14.01,631.02,346.46,380.05,657.91,172.57,Prague - Bubeneč,50.1039,14.40337,"CZK 15,000",C,Good,Brick,,,,,,,,,,,,,
"CZK 35,000","CZK 5,500",723928,4+kk,8/15/2022,134 m²,Unfurnished,6,,1.0,1.0,135.95,201.01,340.8,380.24,371.18,487.46,327.05,520.71,892.99,328.15,Prague - Košíře,50.06932,14.37569,"CZK 40,000",G,Very good,Brick,1.0,,,,,,,,,,1.0,,
"CZK 18,500","CZK 3,000",728049,2+kk,8/22/2022,56 m²,Fully furnished,2,,,,352.48,956.77,123.77,534.44,359.81,893.83,253.19,169.36,830.63,334.59,Prague - Nusle,50.05586,14.44625,"CZK 45,000",G,Very good,Brick,1.0,,,,,,,,,,,,
"CZK 16,400","CZK 1,600",728040,2+kk,10/1/2022,54 m²,Partly,3,,,,242.57,898.49,172.45,567.79,137.59,516.28,374.91,700.39,447.57,398.2,Prague - Nusle,50.06041,14.43449,"CZK 25,000",E,Very good,Brick,1.0,,,,Complete,Up to 10 years,Luxurious,,,,,,
"CZK 24,000","CZK 5,000",698897,2+kk,9/1/2022,103 m²,Partly,2,,,1.0,673.88,627.89,474.87,2074.34,489.47,617.54,444.0,357.24,1814.86,828.64,"Pod Křížkem, Prague - Braník",50.03612,14.41637,"CZK 24,000",,Very good,Brick,1.0,,1.0,Personal,,,Luxurious,,Gas boiler,,1.0,,
"CZK 21,000","CZK 6,450",727045,3+1,8/1/2022,81 m²,Partly,1,,,,141.13,309.19,19.9,598.64,280.74,281.53,150.44,279.36,384.59,194.33,Prague - Žižkov,50.08648,14.45925,"CZK 42,000",G,Very good,Prefab concrete,,,,,,,,1.0,,,,,
"CZK 24,500","CZK 4,000",727987,2+kk,7/31/2022,55 m²,Partly,4,1.0,,,273.62,1327.93,705.72,1309.48,978.36,1222.34,1084.39,1018.32,1026.82,495.64,Prague - Hloubětín,50.10855,14.52602,"CZK 49,000",B,New-build,Low-energy,,,,,,,,,,,,,
"CZK 11,300","CZK 1,000",727985,Small studio,9/3/2022,46 m²,Partly,,,,,125.86,217.39,168.26,2409.84,102.11,269.28,349.76,144.45,1228.34,258.85,Prague - Braník,50.03521,14.41167,"CZK 15,000",G,Very good,Brick,,,,,,,,,,,,,
"CZK 20,000","CZK 4,000",600447,Studio,9/1/2021,31 m²,Fully furnished,4,,1.0,,123.62,153.94,53.53,66.71,16.24,82.61,161.04,179.13,150.4,200.79,"Rybná, Prague - Staré Město",50.090283,14.426066,"CZK 25,000",B,Very good,Brick,,,,Personal,Interior,,Luxurious,,Central,,,,
"CZK 27,000","CZK 7,900",727341,4+kk,7/26/2022,108 m²,Fully furnished,2,,1.0,,133.99,335.16,105.27,167.51,76.52,119.2,602.56,278.95,688.14,190.03,Prague - Žižkov,50.07796,14.45967,"CZK 34,900",A,Good,Brick,,,,,Complete,,,1.0,,,,,
"CZK 13,000","CZK 2,999",643880,2+kk,12/22/2020,41 m²,Partly,,,,,42.1,728.89,87.84,946.19,24.58,270.07,640.51,446.67,819.96,648.63,"Braunova, Prague - Smíchov",50.061376,14.400841,"CZK 12,000",F,Very good,Brick,,,,Personal,,,,,Electric boiler,,,,
"CZK 10,000","CZK 2,000",708982,2 bedroom,4/4/2022,45 m²,Fully furnished,5,,1.0,,114.29,912.4,79.46,259.39,71.79,232.45,335.52,289.98,555.34,425.8,"Rečkova, Prague - Žižkov",50.09012,14.4708,"CZK 12,000",C,Very good,Brick,1.0,,,Personal,Interior,,,,,,,,
"CZK 16,500","CZK 3,500",597178,Studio,8/1/2022,36 m²,Fully furnished,2,,1.0,,132.58,1008.33,626.13,700.32,522.74,728.65,806.32,878.91,399.08,566.09,"Radičova, Prague - Břevnov",50.081109,14.373748,"CZK 25,000",B,New-build,Brick,1.0,,1.0,Personal,,Up to 10 years,Luxurious,,Distance,1.0,1.0,,Housing
"CZK 12,000","CZK 1,500",595793,Small studio,3/1/2020,20 m²,Partly,2,,,,352.46,644.27,462.78,536.46,342.77,549.35,322.61,358.11,409.22,664.64,"Řehořova, Prague - Žižkov",50.086179,14.445161,"CZK 24,000",D,Very good,Brick,,,,Personal,Interior,Over 50 years,Standard,,Central,,,,
"CZK 18,000","CZK 4,500",721846,2 bedroom,6/10/2022,60 m²,Unfurnished,4,,,,202.17,846.71,692.34,1021.19,566.73,576.47,790.95,269.14,415.81,415.09,Prague - Smíchov,50.06923,14.39057,"CZK 36,000",C,Good,Brick,,,,,,,,,,,,,
"CZK 15,000","CZK 3,000",721852,1 bedroom,6/10/2022,42 m²,Unfurnished,5,1.0,,,202.17,846.71,692.34,1021.19,566.73,576.47,790.95,269.14,415.81,415.09,Prague - Smíchov,50.06923,14.39057,"CZK 30,000",C,Very good,Brick,,,,,,,,,,,,,
"CZK 8,000","CZK 2,000",727953,Small studio,7/30/2022,32 m²,Fully furnished,,,,,103.92,1299.2,272.44,2455.33,401.78,1390.21,295.46,1409.13,615.38,1136.64,Prague - Ruzyně,50.08359,14.31373,"CZK 6,000",G,Good,Brick,,,,,,,,,,,,,
"CZK 20,000","CZK 7,000",713206,3+1,8/1/2022,74 m²,Partly,7,1.0,1.0,,220.78,853.84,204.04,776.9,216.76,556.39,172.49,315.69,1046.02,330.3,"Španielova, Prague - Řepy",50.07059,14.30566,"CZK 50,000",G,Good,Prefab concrete,,,,Personal,Exterior,10 to 30 years,Standard,,Central,,,,
"CZK 15,900","CZK 1,000",657552,2+kk,9/1/2022,50 m²,Partly,3,,1.0,,17.57,739.23,73.61,650.68,225.68,691.96,414.44,312.88,539.86,293.39,"28. pluku, Prague - Vršovice",50.07087,14.46352,"CZK 23,000",,Very good,Brick,,,1.0,Personal,Complete,Up to 10 years,Luxurious,,Gas boiler,,,,
"CZK 47,000",CZK 0,727246,3+1,7/25/2022,125 m²,Unfurnished,2,1.0,1.0,,66.32,320.57,108.3,237.1,1.03,130.3,113.78,344.15,761.26,727.03,Prague - Vinohrady,50.07462,14.43711,"CZK 47,000",G,Very good,Brick,,,,,,,,,,,,,
"CZK 13,000","CZK 4,000",330808,Small studio,8/15/2022,30 m²,Fully furnished,5,,1.0,,110.78,797.57,156.52,1081.38,93.25,338.74,709.18,515.34,872.83,587.88,Prague - Smíchov,50.0608742,14.4012158,"CZK 25,000",,New-build,Brick,,,,Personal,,,,,Central,1.0,,,
"CZK 34,500","CZK 5,300",645680,3+kk,8/1/2022,115 m²,Partly,4,,1.0,,190.95,235.12,96.7,283.2,110.07,489.18,216.25,650.71,482.61,282.83,"Petřínská, Prague - Malá Strana",50.079629,14.40591,"CZK 30,000",G,Very good,Brick,,,,Personal,Complete,10 to 30 years,Luxurious,1.0,Gas boiler,,,,
"CZK 30,000",CZK 0,727209,3+kk,7/25/2022,97 m²,Partly,2,1.0,1.0,,194.25,470.78,125.34,357.19,0,335.98,36.5,292.95,85.89,173.91,Prague - Vinohrady,50.07632,14.46809,"CZK 30,000",D,Very good,Brick,,,,,,,,,,,,,
"CZK 11,800","CZK 2,800",591582,Studio,8/1/2022,30 m²,Partly,5,,1.0,,213.97,369.95,223.16,1168.25,554.11,469.59,177.3,348.66,701.23,48.38,"Mikulova, Prague - Chodov",50.030563,14.513792,"CZK 14,600",B,Very good,Prefab concrete,,,,Personal,Complete,,Luxurious,,Distance,,,,
"CZK 23,000","CZK 6,000",727258,2+kk,8/1/2022,70 m²,Partly,1,,,1.0,69.13,755.89,49.61,140.13,153.35,220.66,324.03,642.92,796.73,299.24,"Na Pěšinách, Prague - Kobylisy",50.1250528,14.4573336,"CZK 23,000",C,New-build,Brick,1.0,,,,,,Luxurious,,,1.0,,,
"CZK 31,900","CZK 3,900",727913,3+kk,8/31/2022,110 m²,Fully furnished,3,1.0,,1.0,457.06,727.14,572.89,553.86,453.76,583.68,411.96,328.9,896.88,223.2,Prague - Vokovice,50.09894,14.35576,CZK 123,B,New-build,Brick,,,,Personal,,,,1.0,,,,,
"CZK 14,900","CZK 2,500",533380,2 bedroom,9/1/2022,40 m²,,4,,1.0,,233.76,1320.43,189.74,830.5,219.87,199.75,398.39,205.98,496.83,109.05,"Písečná, Prague - Troja",50.1243267,14.4416631,"CZK 30,000",,,Prefab concrete,1.0,,,Personal,,,Standard,,Distance,,,,
"CZK 29,800","CZK 5,000",685115,2+kk,9/26/2022,50 m²,Fully furnished,4,,1.0,,165.09,980.83,116.92,149.04,162.49,108.73,492.07,669.13,487.28,408.51,"Horská, Prague - Nové Město",50.06636,14.42333,"CZK 34,800",B,New-build,Brick,,,1.0,Personal,,,,1.0,,,1.0,,
"CZK 22,500","CZK 4,000",685106,Studio,10/1/2022,33 m²,Fully furnished,5,1.0,,,114.38,989.04,22.52,9.61,23.07,30.73,352.74,549.13,398.64,398.33,"Horská, Prague - Nové Město",50.06662,14.42307,"CZK 26,500",B,New-build,Brick,,,,Personal,,,,,,,,,
"CZK 28,000",CZK 800,628542,3+1,8/1/2022,102 m²,Partly,1,,,,164.54,248.38,97.9,285.08,99.52,198.67,210.04,569.49,178.54,567.21,"Haškova, Prague - Holešovice",50.101033,14.428124,"CZK 28,000",,Very good,Brick,,,,Personal,Interior,,,,Electric boiler,,,,
"CZK 18,000","CZK 1,600",671891,2+kk,10/1/2022,65 m²,Unfurnished,6,,1.0,,99.38,619.05,58.38,314.47,74.91,323.02,637.72,719.51,315.15,363.17,"V Háji, Prague - Holešovice",50.10461,14.45394,"CZK 30,000",G,Very good,Brick,1.0,,,Personal,Complete,Up to 10 years,Standard,,Gas boiler,,,,
"CZK 12,000","CZK 2,800",727148,2+kk,7/24/2022,44 m²,Unfurnished,4,,1.0,,114.7,964.27,37.54,119.66,361.73,387.54,399.61,636.7,983.52,193.56,Prague - Kobylisy,50.12429,14.45042,"CZK 24,000",A,Very good,Prefab concrete,1.0,,,,,,,,,,,,
"CZK 14,000","CZK 2,000",727868,1 bedroom,8/15/2022,40 m²,Partly,1,,1.0,,166.59,912.67,204.13,2110.26,695.17,925.0,511.63,529.34,811.55,242.96,Prague - Čimice,50.13583,14.43442,CZK 2,B,Very good,Prefab concrete,,,1.0,,,,,,,,,,
"CZK 21,900","CZK 5,000",727861,2+kk,8/15/2022,54 m²,Partly,2,1.0,1.0,,150.86,265.4,226.54,267.34,114.96,275.23,687.78,273.78,434.79,244.57,Prague - Dejvice,50.09941,14.39411,"CZK 43,800",,Very good,Brick,,,1.0,,Complete,,Luxurious,,,,,,
"CZK 22,990","CZK 3,357",727852,3+1,8/20/2022,77 m²,Fully furnished,7,1.0,1.0,,174.96,636.7,262.4,501.46,166.13,315.17,658.03,322.96,191.93,142.09,"Na Topolce, Prague - Podolí",50.05858722222,14.42768027777,"CZK 26,347",G,Very good,Other,1.0,,,Personal,,,,,,,,"CZK 26,347",
"CZK 20,000","CZK 4,000",719872,2+kk,8/1/2022,56 m²,Fully furnished,5,,1.0,1.0,638.17,1332.4,475.67,3919.9,394.79,654.64,1156.43,3342.61,1296.61,454.54,"Honzíkova, Prague - Dolní Měcholupy",50.06755,14.55466,CZK 1,G,New-build,Other,,,1.0,Personal,,Up to 10 years,Luxurious,,Central,1.0,1.0,,
"CZK 20,000","CZK 6,020",494750,3+kk,9/3/2022,70 m²,Fully furnished,5,1.0,1.0,,228.04,809.32,203.01,358.95,130.32,546.16,333.71,392.1,403.55,384.67,"Sevastopolská, Prague - Vršovice",50.0711439,14.448623,"CZK 20,000",G,,Brick,,,,Personal,,,Standard,,,,,,
"CZK 21,000","CZK 3,000",157460,2 bedroom,8/1/2022,70 m²,Partly,3,1.0,,,320.54,1200.06,178.03,1171.01,247.43,432.04,100.24,605.98,54.83,211.46,Prague - Libeň,50.1136507599,14.4678697476,"CZK 35,000",,New-build,Brick,,,,Cooperative,Interior,,Luxurious,,Electric boiler,,,,
"CZK 20,000","CZK 4,800",726503,2 bedroom,7/19/2022,64 m²,Fully furnished,3,1.0,,,77.26,1194.19,749.99,1186.85,601.55,675.04,515.47,826.4,1235.44,627.62,Prague - Braník,50.02706,14.41658,"CZK 20,000",,Very good,Brick,,,1.0,Cooperative,,,Standard,,,,,,
"CZK 21,000","CZK 3,320",727725,3+kk,7/28/2022,70 m²,Partly,2,,1.0,,38.66,495.29,239.66,370.71,34.71,470.76,389.01,579.35,436.93,317.69,Prague - Podolí,50.05769,14.4233,"CZK 21,000",G,Very good,Brick,,,,,,,,,,,,,
"CZK 18,500","CZK 3,500",727701,2 bedroom,7/28/2022,54 m²,Partly,2,,1.0,,103.04,284.96,132.08,107.67,160.16,174.62,316.4,825.43,245.24,418.02,Prague - Břevnov,50.08336,14.36169,"CZK 22,000",B,Very good,Brick,,,,,,,,,,,,,
"CZK 15,000","CZK 2,170",603985,2+kk,7/25/2022,50 m²,Unfurnished,1,,1.0,,251.07,470.36,25.37,214.01,34.62,213.78,513.84,554.06,688.53,592.43,"Mečislavova, Prague - Nusle",50.063978,14.444161,"CZK 15,000",C,Very good,Brick,1.0,,,Personal,,Up to 10 years,,,Gas boiler,,,,
"CZK 15,500","CZK 3,000",376475,2+kk,9/1/2022,48 m²,Partly,3,,,,221.9,918.39,36.24,482.02,172.72,345.16,138.5,1120.63,395.68,182.95,"Křižíkova, Prague - Karlín",50.0940784,14.4587182,"CZK 31,000",C,Very good,Brick,1.0,,,Personal,Complete,Over 50 years,Luxurious,,Electric boiler,,,,
"CZK 18,000","CZK 2,000",727658,Studio,7/28/2022,34 m²,Fully furnished,1,1.0,1.0,,739.75,1224.14,1101.34,2535.62,847.06,1131.9,1049.47,1987.95,1793.56,1084.56,Prague - Libuš,50.01514,14.46293,"CZK 40,000",B,New-build,Brick,,,1.0,,,,,,,1.0,,,
"CZK 17,500","CZK 6,500",683853,2+kk,9/1/2022,51 m²,Fully furnished,3,1.0,1.0,,110.77,1250.55,479.28,1192.14,315.55,1100.88,1161.34,843.42,457.05,275.81,"Podle Náhonu, Prague - Záběhlice",50.05446,14.48328,"CZK 25,000",G,New-build,Brick,,,,Personal,,10 to 30 years,Standard,,Central,,1.0,,
"CZK 13,000","CZK 2,000",727605,2+kk,7/27/2022,50 m²,Partly,3,,,,,,,,,,,,,,Prague - Řepy,50.0662,14.30539,"CZK 13,000",B,Very good,Prefab concrete,,,,,,,,,,,,,
