Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,New building,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Age,Design,Heating,Total number of floors,Front garden,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Renovation,Kindergarten,Sports field,Playground,Developer name,Project name,Kód jednotky,Administration fee
697557,"CZK 15,000",50.0818132,14.5007052,"Počernická, Prague - Malešice",2 bedroom with open-plan kitchen,Excellent,70 m²,"CZK 2,500","CZK 20,000",Personal,Prefab concrete building,,Partially furnished,3,Yes,No,Yes,Yes,No,Yes,No,01. 02. 2022,,,,,,G,26,174,84,79,116,180,257,,456,848,122,,,,
524893,"CZK 15,500",50.0892296,14.4184025,"Široká, Prague - Josefov",Studio,,24 m²,"CZK 1,500","CZK 17,000",Personal,Brick building,,Furnished,1,No,No,No,No,No,No,No,10. 01. 2022,,,,,,C,99,171,102,239,27,367,221,,487,68,463,,,,
697091,"CZK 21,500",50.0834958,14.4520146,"Bořivojova, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,63 m²,"CZK 3,500","CZK 21,500",Personal,Brick building,,Partially furnished,6,No,No,Yes,No,No,Yes,No,01. 01. 2022,,Premium materials and solutions,,Top floor,,C,149,185,155,167,78,206,312,Overall,425,468,452,,,,
695435,"CZK 19,000",50.10959,14.44872,"Ortenovo náměstí, Prague - Holešovice",2 bedroom,Excellent,68 m²,"CZK 2,000","CZK 19,000",Personal,Brick building,,Partially furnished,4,Yes,No,Yes,No,No,Yes,No,01. 01. 2022,,,,,,C,214,773,187,648,352,448,145,,"1,111",579,251,,,,
658765,"CZK 15,000",50.02408,14.51633,"Ke Škole, Prague - Chodov",2 bedroom with open-plan kitchen,Excellent,64 m²,"CZK 3,956","CZK 45,000",Personal,Prefab concrete building,,Partially furnished,5,No,No,No,Yes,Yes,Yes,No,01. 02. 2022,,,,,,G,177,"1,050",160,"1,343",391,354,318,,605,"1,439",226,,,,
620718,"CZK 18,500",50.091259,14.443862,"Křižíkova, Prague - Karlín",2 bedroom with open-plan kitchen,Excellent,84 m²,CZK 500,"CZK 39,000",Personal,Brick building,,Partially furnished,2,No,No,Yes,No,No,No,No,01. 01. 2022,,Standard materials and solutions,Gas boiler,Middle floor,,G,178,465,14,403,33,378,166,Interior,"1,070",489,252,,,,
614648,"CZK 40,000",50.086026,14.450557,"Cimburkova, Prague - Žižkov",2 bedroom with open-plan kitchen,Excellent,81 m²,"CZK 5,000","CZK 80,000",Personal,Brick building,,Furnished,6,No,Yes,No,No,No,Yes,No,01. 03. 2022,,Premium materials and solutions,,Top floor,,B,149,310,156,317,114,277,13,Overall,366,14,659,,,,
697081,"CZK 39,000",50.08294,14.4439,"U Rajské zahrady, Prague - Žižkov",2 bedroom with open-plan kitchen,Excellent,97 m²,"CZK 5,000","CZK 78,000",Personal,Brick building,,Furnished,3,No,No,Yes,No,No,Yes,No,01. 01. 2022,,,,,,B,310,517,418,403,183,453,300,,306,676,106,,,,
695961,"CZK 16,000",50.0447894,14.5176232,"náměstí Přátelství, Prague - Hostivař",1 bedroom with open-plan kitchen,Good,50 m²,"CZK 3,500","CZK 32,000",Personal,Brick building,,Furnished,7,No,Yes,Yes,Yes,No,Yes,Yes,01. 02. 2022,,Standard materials and solutions,Central heating,,,C,143,144,60,49,903,282,996,,92,,,,,,
694362,"CZK 7,500",50.06872,14.49112,"Pitkovická, Prague - Strašnice",Small studio,Excellent,21 m²,"CZK 1,500","CZK 10,000",Personal,Brick building,,Partially furnished,2,No,No,No,No,No,No,No,05. 01. 2022,,,,,,G,82,"1,127",250,723,49,445,362,,655,407,200,,,,
693665,"CZK 11,000",50.0067412,14.4376047,"Vazovova, Prague - Modřany",Studio,Excellent,30 m²,"CZK 2,200","CZK 20,000",Personal,Prefab concrete building,,Furnished,6,No,No,No,No,No,Yes,No,24. 11. 2021,,,,,,C,340,"1,001",354,"1,187",851,479,817,,202,,,,,,
697521,"CZK 15,000",50.10712,14.49347,"Drahobejlova, Prague - Libeň",1 bedroom,Excellent,42 m²,"CZK 4,000","CZK 30,000",Cooperative,Brick building,,Furnished,2,No,No,Yes,No,No,No,No,01. 03. 2022,,,,,,G,191,385,113,596,91,184,270,,495,282,223,,,,
692955,"CZK 13,000",50.0376426,14.3402209,"Kurzova, Prague - Stodůlky",3 bedroom,Good,73 m²,"CZK 5,700","CZK 20,000",Cooperative,Prefab concrete building,,Partially furnished,6,No,No,No,No,No,No,No,19. 12. 2021,,,,,,G,429,378,106,996,254,375,229,,314,263,203,,,,
697507,"CZK 20,000",50.0886,14.34208,"Pláničkova, Prague - Veleslavín",1 bedroom with open-plan kitchen,Excellent,69 m²,"CZK 5,300","CZK 40,000",Personal,Brick building,,Partially furnished,3,No,Yes,No,No,Yes,Yes,Yes,01. 02. 2022,10 to 30 years years,Premium materials and solutions,District heating,Middle floor,,G,209,553,208,189,154,225,399,,287,851,218,,,,
168132,"CZK 15,000",50.0557855,14.4922111,"Na Slatince, Prague - Záběhlice",1 bedroom with open-plan kitchen,New build,70 m²,"CZK 4,125","CZK 20,000",Personal,Brick building,Yes,Unfurnished,5,Yes,No,No,No,No,Yes,No,15. 01. 2022,1 to 10 years years,,District heating,,,B,130,863,434,"1,267",301,336,329,,810,144,329,,,,
285928,"CZK 14,000",50.0969546,14.4652086,"Molákova, Prague - Karlín",Studio,,28 m²,"CZK 3,000","CZK 30,000",Personal,Other,,Furnished,10,No,Yes,No,No,No,Yes,No,,,,,,,,108,"1,177",92,"1,032",226,771,442,,685,901,149,,,,
594659,"CZK 11,000",50.06888,14.433909,"Pod Zvonařkou, Prague - Vinohrady",Studio,Good,30 m²,CZK 800,"CZK 15,000",Personal,Brick building,,Partially furnished,1,No,No,Yes,No,No,No,No,10. 01. 2022,30 to 50 years years,Standard materials and solutions,,Raised ground floor,50 m²,C,90,622,113,712,173,657,489,Interior,522,335,422,,,,
619815,"CZK 11,000",50.081986,14.625491,"Na Vaňhově, Prague - Běchovice",2 bedroom with open-plan kitchen,Excellent,75 m²,"CZK 4,000","CZK 15,000",,Other,,,,No,No,No,No,No,No,No,01. 02. 2022,,,,,,C,220,437,659,742,793,853,686,,896,,,,,,
344771,"CZK 14,000",50.1393916,14.5196612,"Miroslava Hajna, Prague - Letňany",1 bedroom with open-plan kitchen,,45 m²,"CZK 3,500","CZK 20,000",Personal,Brick building,Yes,Furnished,2,Yes,No,No,No,No,No,No,01. 01. 2022,,,,,,B,420,536,"1,087","1,103",351,640,930,,"1,114","1,191",151,,,,
697496,"CZK 16,000",50.08422,14.36744,"Bělohorská, Prague - Břevnov",2 bedroom,Excellent,56 m²,"CZK 3,300","CZK 40,000",Personal,Brick building,,Partially furnished,2,Yes,No,Yes,No,No,Yes,No,01. 01. 2022,,,,Middle floor,,G,278,268,83,23,140,98,135,,394,201,351,,,,
581839,"CZK 16,400",50.128615,14.483932,"Březenská, Prague - Libeň",1 bedroom with open-plan kitchen,New build,62 m²,"CZK 3,550","CZK 45,000",Personal,Low-energy building,Yes,Furnished,2,No,No,No,No,Yes,Yes,Yes,01. 02. 2022,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,,B,163,"1,180",257,"1,235",458,249,195,,728,919,192,,,,
605739,"CZK 11,500",50.10469,14.479042,"Novákových, Prague - Libeň",1 bedroom with open-plan kitchen,Excellent,41 m²,"CZK 1,000","CZK 20,000",Personal,Brick building,,,4,No,No,No,No,No,Yes,No,01. 01. 2022,,,Gas boiler,Middle floor,,G,54,335,162,334,29,288,357,,446,198,393,,,,
430813,"CZK 19,900",50.1262741,14.4319591,"Velká skála, Prague - Troja",2 bedroom with open-plan kitchen,Excellent,93 m²,"CZK 5,000","CZK 24,900",Personal,Brick building,,Furnished,2,No,Yes,No,No,Yes,No,No,01. 01. 2022,,,District heating,,,A,361,626,69,"1,243",574,"1,042",547,,475,481,469,,,,
697010,"CZK 19,000",50.0983305,14.5134504,"Mezitraťová, Prague - Hrdlořezy",1 bedroom with open-plan kitchen,Excellent,72 m²,"CZK 3,900","CZK 20,000",Personal,Brick building,,Furnished,3,Yes,No,No,No,Yes,No,Yes,15. 01. 2022,,,,,,G,141,"1,115","1,080","1,052","1,157","1,223","1,333",,356,,,,,,
670579,"CZK 14,500",50.10742,14.53637,"Mochovská, Prague - Hloubětín",1 bedroom with open-plan kitchen,Excellent,54 m²,"CZK 2,000","CZK 18,000",Personal,Brick building,,Furnished,2,No,No,No,No,No,No,No,01. 01. 2022,,,District heating,,,C,254,352,143,333,249,169,324,,71,550,149,,,,
697441,"CZK 10,000",50.0462798,14.4487533,"Přímětická, Prague - Michle",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 2,500","CZK 15,000",Personal,Prefab concrete building,,Partially furnished,8,No,No,No,No,No,Yes,No,01. 02. 2022,,,,,,G,171,573,194,238,154,260,171,,648,574,384,,,,
405946,"CZK 11,000",50.0538495,14.4395499,"5. května, Prague - Nusle",2 bedroom,,51 m²,"CZK 5,200","CZK 16,200",Personal,Brick building,,Partially furnished,3,No,No,No,No,No,No,No,,,,,,,,78,831,334,320,198,418,654,,236,562,488,,,,
356168,"CZK 7,500",50.0304077,14.5138397,"Mikulova, Prague - Chodov",Studio,Excellent,32 m²,"CZK 3,900","CZK 11,000",Personal,Prefab concrete building,,Partially furnished,4,No,No,No,No,No,Yes,No,04. 01. 2022,30 to 50 years years,Standard materials and solutions,District heating,Middle floor,,,169,361,214,"1,209",545,478,195,Exterior,340,693,35,,,,
684064,"CZK 17,000",50.09084,14.35602,"Na Petřinách, Prague - Břevnov",3 bedroom,Good,60 m²,"CZK 4,000","CZK 21,000",Personal,Brick building,,Partially furnished,2,No,No,No,No,No,No,No,22. 11. 2021,,,,,,G,272,596,347,922,603,316,338,,303,546,237,,,,
484979,"CZK 19,000",50.085944,14.3822687,Prague - Střešovice,2 bedroom,Excellent,50 m²,"CZK 1,500","CZK 19,000",Personal,Brick building,,Furnished,5,No,No,No,No,No,Yes,No,03. 01. 2022,1 to 10 years years,Premium materials and solutions,Other,Top floor,300 m²,C,91,641,166,859,66,623,544,Overall,502,357,213,,,,
336005,"CZK 9,000",50.012789,14.4315804,"Imrychova, Prague - Kamýk",Small studio,,36 m²,"CZK 2,000","CZK 11,000",Personal,Brick building,,Unfurnished,1,Yes,No,Yes,No,No,No,No,,,,,,,,563,448,788,593,298,261,595,,95,,,,,,
552322,"CZK 15,000",50.1106949,14.505841,"Kolbenova, Prague - Vysočany",2 bedroom,,65 m²,"CZK 4,750","CZK 25,000",Cooperative,Brick building,,Partially furnished,3,Yes,No,Yes,No,No,No,No,01. 01. 2022,,,,,,,52,457,24,273,48,393,204,,446,349,355,,,,
697425,"CZK 8,200",50.10237,14.47751,"U Pošty, Prague - Libeň",Studio,Excellent,28 m²,CZK 800,"CZK 9,000",Personal,Brick building,,Unfurnished,4,No,No,Yes,No,No,Yes,No,01. 01. 2022,,,,,,E,221,214,54,362,278,397,276,,138,200,524,,,,
371759,"CZK 11,500",50.0404002,14.3360865,"Tlumačovská, Prague - Stodůlky",Studio,New build,37 m²,"CZK 2,300","CZK 23,000",Personal,Brick building,,Furnished,4,Yes,No,Yes,No,No,Yes,No,01. 01. 1970,1 to 10 years years,,District heating,,,,86,612,7,582,361,12,328,,593,352,335,,,,
630760,"CZK 12,900",50.052905,14.503896,"Práčská, Prague - Záběhlice",1 bedroom,New build,50 m²,"CZK 3,000","CZK 25,000",Personal,Brick building,Yes,Partially furnished,2,No,Yes,No,No,Yes,Yes,No,01. 04. 2022,1 to 10 years years,,District heating,Middle floor,,B,22,713,905,"1,152",111,917,855,,335,"1,166",608,,,,
449840,"CZK 12,500",50.1053611,14.4883085,Prague - Libeň,2 bedroom,Good,47 m²,"CZK 4,100","CZK 14,500",Personal,Brick building,,Unfurnished,,No,No,Yes,No,No,No,No,17. 12. 2021,10 to 30 years years,Standard materials and solutions,Gas boiler,Ground floor,,,205,32,89,151,117,325,306,,502,150,75,,,,
506149,"CZK 12,500",50.0793541,14.4586451,"Lucemburská, Prague - Žižkov",1 bedroom,,32 m²,"CZK 2,500","CZK 15,000",Personal,Brick building,,Furnished,4,No,No,No,No,No,No,No,01. 01. 1970,,Standard materials and solutions,,Middle floor,-1 m²,G,246,516,175,372,67,433,498,Overall,361,690,167,,,,
291342,"CZK 10,000",50.1155914,14.4718609,"V zahradách, Prague - Libeň",1 bedroom,Excellent,37 m²,"CZK 3,000","CZK 10,000",Personal,Brick building,,Furnished,,No,No,Yes,No,No,No,No,01. 02. 2022,,Standard materials and solutions,District heating,Raised ground floor,,,337,"1,208",16,"1,493",75,501,485,Interior,"1,331","1,139",530,,,,
697390,"CZK 15,000",50.10481,14.45562,"Jankovcova, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 2,600","CZK 15,000",Personal,Brick building,,Partially furnished,4,Yes,No,No,No,No,Yes,No,01. 03. 2022,,,,,,G,8,759,166,454,26,365,692,,862,242,326,,,,
685308,"CZK 16,000",50.12184,14.47035,"Nad Okrouhlíkem, Prague - Libeň",1 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 4,200","CZK 20,000",Personal,Brick building,,Partially furnished,1,No,Yes,Yes,No,Yes,Yes,No,06. 12. 2021,,,District heating,Middle floor,,B,573,902,578,995,759,"1,033","1,095",,935,"1,086",502,,,,
684396,"CZK 13,900",50.11091,14.49956,"Bratří Dohalských, Prague - Vysočany",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 4,500","CZK 27,000",Personal,Brick building,,Furnished,3,No,No,No,No,No,Yes,No,15. 01. 2022,,Standard materials and solutions,District heating,Middle floor,,C,87,250,116,92,150,145,452,,716,360,250,,,,
645001,"CZK 17,558",50.067944,14.458641,"Moskevská, Prague - Vršovice",2 bedroom,Excellent,47 m²,CZK 442,"CZK 32,000",Personal,Brick building,,Unfurnished,2,Yes,No,Yes,No,No,No,No,17. 01. 2022,,,,,,D,44,431,120,150,49,258,349,,395,441,230,,,,
697379,"CZK 12,800",50.08324,14.3746,"Šlikova, Prague - Břevnov",1 bedroom,Excellent,40 m²,CZK 750,"CZK 12,800",Personal,Brick building,,Partially furnished,1,No,No,No,No,No,No,No,30. 12. 2021,,,,,,G,362,876,244,376,146,394,342,,677,404,536,,,,
689553,"CZK 16,000",50.08678,14.45409,"Roháčova, Prague - Žižkov",2 bedroom,Excellent,57 m²,"CZK 5,000","CZK 16,000",Personal,Brick building,,Furnished,3,No,No,No,No,No,Yes,No,15. 01. 2022,,,,,,G,128,178,94,507,109,243,351,,293,351,434,,,,
403607,"CZK 12,500",50.102335,14.445112,"Tovární, Prague - Holešovice",Studio,,32 m²,"CZK 1,500","CZK 13,000",Personal,Brick building,,Furnished,2,No,No,Yes,No,No,Yes,No,20. 01. 2022,,,Other,Middle floor,,,163,205,202,443,174,110,138,Interior,290,568,91,,,,
601635,"CZK 22,000",50.074884,14.390641,"Švédská, Prague - Smíchov",2 bedroom,Excellent,94 m²,"CZK 3,000","CZK 22,000",Personal,Brick building,,Partially furnished,1,No,Yes,No,No,No,No,No,10. 01. 2022,over 50 years years,Premium materials and solutions,Central heating,Raised ground floor,450 m²,C,55,"1,308",262,"1,216",509,"1,167",801,Overall,529,"1,238",581,,,,
697357,"CZK 16,000",50.0863,14.46149,"Jeseniova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,58 m²,"CZK 6,000","CZK 20,000",Personal,Brick building,,Partially furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,03. 01. 2022,1 to 10 years years,Standard materials and solutions,Central heating,,,D,50,552,65,573,265,525,458,,494,374,267,,,,
690636,"CZK 14,500",50.10756,14.39299,"Koulova, Prague - Dejvice",1 bedroom,Excellent,56 m²,"CZK 3,500","CZK 14,500",Personal,Brick building,,Partially furnished,1,Yes,No,Yes,No,No,Yes,No,01. 01. 2022,,Standard materials and solutions,Central heating,Raised ground floor,,G,199,"1,255",183,650,231,98,489,Interior,372,570,405,,,,
689604,"CZK 37,000",50.078855,14.4503271,"Laubova, Prague - Vinohrady",4 bedroom,Excellent,145 m²,"CZK 2,400","CZK 74,000",Personal,Brick building,,Partially furnished,2,Yes,No,No,No,No,No,No,01. 01. 2022,,,,,,G,170,234,0,233,74,262,103,,243,592,130,,,,
697343,"CZK 19,500",50.04547,14.51705,"Chudenická, Prague - Hostivař",2 bedroom with open-plan kitchen,Excellent,74 m²,"CZK 5,000","CZK 50,000",Personal,Prefab concrete building,,Furnished,4,Yes,No,No,No,Yes,Yes,No,01. 01. 2022,,,,,,C,180,225,"1,471",157,146,852,212,,"1,226",24,,,,,
697334,"CZK 10,000",50.02253,14.44006,"Mariánská, Prague - Kamýk",Studio,Excellent,29 m²,"CZK 2,500","CZK 20,000",Personal,Brick building,,Partially furnished,6,No,No,No,No,No,Yes,No,15. 01. 2022,,,,,,G,83,542,29,516,589,562,554,,294,744,289,,,,
174980,"CZK 17,600",50.0867935517,14.5021835791,"Univerzitní, Prague - Malešice",1 bedroom with open-plan kitchen,,55 m²,"CZK 2,400","CZK 20,000",Personal,Brick building,,Furnished,1,No,No,No,No,Yes,Yes,Yes,29. 12. 2021,,,Central heating,Ground floor,,,237,688,719,788,582,893,652,,459,724,402,,,,
697249,"CZK 15,000",50.09387,14.48846,"Na Vrcholu, Prague - Žižkov",2 bedroom,Excellent,52 m²,"CZK 4,000","CZK 20,000",Personal,Brick building,,Furnished,1,Yes,No,Yes,No,No,No,No,28. 12. 2021,,Premium materials and solutions,District heating,Middle floor,,G,215,357,51,283,253,212,236,Overall,145,268,115,,,,
696829,"CZK 16,500",50.092667,14.4571123,"Březinova, Prague - Karlín",1 bedroom with open-plan kitchen,Excellent,57 m²,"CZK 5,000","CZK 30,000",Cooperative,Brick building,,Partially furnished,,No,No,No,No,No,Yes,No,01. 01. 2022,,,Electric boiler,Ground floor,,G,368,826,172,427,2,290,139,Overall,"1,410",340,266,,,,
697330,"CZK 20,500",50.06562,14.42854,"Oldřichova, Prague - Nusle",2 bedroom,Excellent,77 m²,"CZK 3,000","CZK 20,000",Personal,Brick building,,Partially furnished,1,No,No,No,No,No,No,No,01. 01. 2022,,,,,,G,198,825,104,502,171,250,534,,646,366,263,,,,
600022,"CZK 14,000",50.083756,14.454355,"Chelčického, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 3,000","CZK 17,000",Cooperative,Brick building,,Furnished,2,No,No,No,No,No,Yes,No,03. 01. 2022,1 to 10 years years,Standard materials and solutions,Electric boiler,Middle floor,,B,87,327,85,294,89,141,199,Interior,263,515,249,,,,
338780,"CZK 16,900",50.0646594,14.4559922,"Přípotoční, Prague - Vršovice",1 bedroom with open-plan kitchen,,63 m²,"CZK 2,950","CZK 32,000",Personal,Brick building,,Partially furnished,2,No,No,No,No,Yes,Yes,No,,10 to 30 years years,,,Middle floor,,C,243,306,242,550,259,625,219,,474,411,184,,,,
697316,"CZK 13,000",50.07216,14.45732,"Mexická, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 3,000","CZK 16,000",Personal,Brick building,,Furnished,4,No,No,No,No,No,Yes,No,01. 02. 2022,,,,,,G,156,664,113,441,0,438,252,,382,677,378,,,,
697309,"CZK 9,700",50.01448,14.42836,"Dobevská, Prague - Kamýk",1 bedroom,Excellent,30 m²,"CZK 2,300","CZK 12,000",Personal,Prefab concrete building,,Partially furnished,10,No,No,Yes,No,No,Yes,No,30. 12. 2021,,,,,,G,279,"1,491",100,"1,483",864,858,563,,140,758,461,,,,
503804,"CZK 17,900",50.0537918,14.4363826,"Kotorská, Prague - Nusle",2 bedroom with open-plan kitchen,Excellent,63 m²,"CZK 3,400","CZK 20,000",Personal,Prefab concrete building,,Partially furnished,3,Yes,No,No,No,No,Yes,No,,,,District heating,,,,248,790,4,418,143,277,446,Overall,296,549,309,,,,
645022,"CZK 18,500",50.06184,14.435214,"Žateckých, Prague - Nusle",2 bedroom,Excellent,58 m²,"CZK 2,500","CZK 36,999",Cooperative,Brick building,,Partially furnished,5,No,No,No,No,No,No,No,01. 04. 2022,,Standard materials and solutions,Gas boiler,Top floor,50 m²,G,240,702,202,624,59,546,74,Interior,393,473,367,,,,
238023,"CZK 15,000",50.0902986,14.4271043,"Benediktská, Prague - Staré Město",1 bedroom with open-plan kitchen,,35 m²,"CZK 4,000",,Personal,Brick building,,Furnished,2,No,No,No,No,No,Yes,No,,,,District heating,Middle floor,,,51,118,74,93,1,171,160,Overall,250,261,336,,,,
696896,"CZK 11,000",50.06219,14.28686,"Halenkovská, Prague - Zličín",1 bedroom,Excellent,36 m²,"CZK 1,000","CZK 11,000",Personal,Brick building,,Furnished,-1,No,No,No,No,No,No,No,22. 12. 2021,,,,,,G,77,200,"1,284","1,227",722,"1,338",537,,999,212,,,,,
693778,"CZK 16,500",50.07103,14.44862,"Sevastopolská, Prague - Vršovice",1 bedroom,Excellent,40 m²,"CZK 3,000","CZK 19,500",Personal,Brick building,,Furnished,4,No,No,No,No,No,Yes,No,26. 11. 2021,,,,,,G,232,757,227,358,114,548,333,,567,337,385,,,,
415260,"CZK 11,000",50.0363164,14.4206703,"Pod Zemankou, Prague - Braník",2 bedroom,,80 m²,"CZK 5,000",,Personal,Brick building,,Partially furnished,1,No,No,No,No,No,No,No,01. 01. 2022,,,,,,,549,939,784,455,884,711,624,,624,,,,,,
696078,"CZK 24,500",50.07115,14.41512,"Podskalská, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,90 m²,"CZK 2,000","CZK 24,500",Cooperative,Brick building,,Furnished,7,No,Yes,Yes,No,No,Yes,No,14. 12. 2021,,,,,,F,234,784,67,302,21,64,450,,197,504,431,,,,
454405,"CZK 10,000",50.0214151,14.4650696,"Za valem, Prague - Kunratice",Studio,,36 m²,"CZK 2,100","CZK 15,000",Personal,Brick building,,Partially furnished,4,No,No,No,No,Yes,No,No,,10 to 30 years years,Standard materials and solutions,District heating,,,,182,"1,168","1,045",75,294,751,"1,425",,150,,,,,,
697259,"CZK 13,000",50.12171,14.46709,"Nad Okrouhlíkem, Prague - Libeň",Studio,Excellent,46 m²,"CZK 3,000","CZK 25,000",Personal,Brick building,,Partially furnished,1,Yes,No,No,No,No,No,No,01. 02. 2022,,,,,,B,487,828,492,706,469,743,805,,681,805,197,,,,
697258,"CZK 19,000",50.08382,14.49149,"Na Třebešíně, Prague - Strašnice",2 bedroom with open-plan kitchen,Excellent,75 m²,"CZK 4,500","CZK 23,500",Personal,Brick building,,Unfurnished,2,Yes,No,No,No,No,No,Yes,01. 02. 2022,,,,,,G,553,783,346,826,635,629,449,,409,197,421,,,,
697257,"CZK 14,000",50.07275,14.50122,"Oravská, Prague - Strašnice",2 bedroom,Excellent,59 m²,"CZK 3,000","CZK 20,000",Cooperative,Prefab concrete building,,Furnished,4,Yes,No,No,No,No,No,No,03. 01. 2022,30 to 50 years years,Standard materials and solutions,Central heating,Middle floor,,G,117,"1,027",244,817,434,801,330,Interior,601,748,187,,,,
697245,"CZK 18,500",50.10797,14.52751,"Granitova, Prague - Hloubětín",1 bedroom with open-plan kitchen,New build,54 m²,"CZK 3,800","CZK 37,000",Personal,Brick building,,Furnished,1,No,Yes,No,No,No,Yes,Yes,01. 02. 2022,,,,,,G,94,"1,133",533,"1,093",797,930,"1,059",,879,"1,006",342,,,,
548310,"CZK 15,100",50.0884157,14.4643962,"Žerotínova, Prague - Žižkov",1 bedroom,Excellent,46 m²,"CZK 1,500","CZK 30,000",Personal,Brick building,,Unfurnished,2,No,No,No,No,No,No,No,01. 03. 2022,,Premium materials and solutions,Gas boiler,,,,243,665,254,239,166,379,602,Overall,597,543,388,,,,
490251,"CZK 20,000",50.0296401,14.4837704,"Hrabákova, Prague - Chodov",2 bedroom with open-plan kitchen,,73 m²,"CZK 4,500","CZK 40,000",Personal,Prefab concrete building,,Furnished,2,No,No,Yes,Yes,No,Yes,No,15. 01. 2022,,Premium materials and solutions,District heating,Middle floor,,,378,558,117,721,108,451,197,Overall,758,484,103,,,,
411467,"CZK 11,500",50.1282508,14.4655344,"Kurkova, Prague - Kobylisy",1 bedroom with open-plan kitchen,,70 m²,"CZK 5,000","CZK 11,500",Personal,Prefab concrete building,,Partially furnished,10,No,No,No,No,No,No,No,01. 01. 2022,,,,,,,353,428,174,268,246,420,247,,409,907,68,,,,
697231,"CZK 14,000",50.05268,14.51017,"Práčská, Prague - Záběhlice",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 2,200","CZK 15,000",Personal,Brick building,,Partially furnished,3,Yes,No,No,No,No,Yes,Yes,29. 12. 2021,,,,,,B,128,576,565,524,325,571,941,,777,828,279,,,,
616465,"CZK 9,000",50.042619,14.425352,"V Křovinách, Prague - Braník",Small studio,Excellent,24 m²,"CZK 1,000","CZK 3,000",Personal,Brick building,,Furnished,3,No,Yes,No,No,No,No,No,06. 09. 2021,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,30 m²,D,273,"1,329",332,"1,302",557,"1,394",703,Overall,793,791,485,,,,
697227,"CZK 12,000",50.0644293,14.3088043,"Makovského, Prague - Řepy",1 bedroom with open-plan kitchen,Good,40 m²,"CZK 2,500","CZK 24,000",Personal,Prefab concrete building,,Furnished,4,No,No,No,Yes,Yes,Yes,No,01. 01. 2022,,,,,,G,48,72,197,94,296,200,544,,502,532,,,,,
688385,"CZK 12,000",50.00295,14.39626,"K Sádkám, Prague - Velká Chuchle",1 bedroom,Good,33 m²,"CZK 3,800","CZK 15,800",Personal,Prefab concrete building,,Unfurnished,,Yes,Yes,Yes,No,Yes,No,No,27. 12. 2021,,,,,,D,535,"1,240","1,140","1,198","1,245","1,296","1,074",,,,,,,,
697114,"CZK 14,000",50.10275,14.47574,"Heydukova, Prague - Libeň",1 bedroom with open-plan kitchen,Excellent,30 m²,"CZK 2,000","CZK 15,000",Personal,Brick building,,Furnished,1,No,No,No,No,No,No,No,01. 02. 2022,1 to 10 years years,Standard materials and solutions,,Ground floor,,G,77,112,140,202,47,87,183,Overall,267,291,550,,,,
212317,"CZK 9,750",50.0704283,14.3804002,"Prachnerova, Prague - Košíře",Studio,Excellent,32 m²,"CZK 2,350","CZK 24,200",Personal,Brick building,,Furnished,1,No,No,No,No,No,Yes,No,01. 02. 2022,,,Central heating,Middle floor,,,44,576,53,950,90,"1,058",97,,598,996,329,,,,
697212,"CZK 9,500",50.0349825,14.5274258,"Kryštofova, Prague - Háje",Small studio,Excellent,25 m²,"CZK 1,500","CZK 11,000",Personal,Brick building,,Furnished,1,No,No,No,No,Yes,No,No,10. 01. 2022,,,,,,B,152,750,437,444,292,229,353,,266,388,327,,,,
696945,"CZK 17,500",50.06657,14.42101,"Neklanova, Prague - Vyšehrad",3 bedroom,Excellent,62 m²,"CZK 4,000","CZK 18,500",Personal,Brick building,,Partially furnished,1,No,No,No,No,No,No,No,24. 12. 2021,,,,,,G,149,"1,103",118,144,131,181,252,,450,410,478,,,,
395476,"CZK 11,500",50.1049943,14.537555,"Klánovická, Prague - Hloubětín",1 bedroom,,35 m²,,,Personal,Brick building,,Furnished,6,No,No,No,No,No,No,No,01. 02. 2022,,,,,,,161,131,120,113,267,133,368,,293,168,205,,,,
578655,"CZK 8,000",50.126886,14.42192,"Hnězdenská, Prague - Troja",Studio,Excellent,24 m²,"CZK 2,500","CZK 10,500",Personal,Brick building,,Furnished,10,No,No,Yes,No,No,Yes,No,04. 12. 2021,10 to 30 years years,Standard materials and solutions,District heating,Middle floor,,C,400,315,80,385,179,329,690,,971,"1,057",328,,,,
