Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Ownership,EPC,Heating,Floor space,Fully furnished,Floor,Building type,Age,Reconstruction,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Condition,Balcony,Lift,Designe,Parking,Garage,Cellar,New-build,Domácí mazlíčci vítáni,Terrace,Enclosed balcony,Administrative fee,Plot space,Plot type
"CZK 16,000","CZK 4,500","CZK 30,000",567644,2+kk,11/1/2022,Personal,B,,60 m²,Partly,2,Other,Up to 10 years,,418.09,2005.45,2004.8,2524.93,2073.58,2053.8,2603.95,2619.27,1714.42,1372.64,"Lošáková, Prague - Pitkovice",50.0138924,14.5867087,Very good,1.0,1.0,Standard,1.0,,1.0,1.0,,,,,,
"CZK 23,500","CZK 5,500","CZK 23,500",735780,3+kk,10/1/2022,,F,,68 m²,Fully furnished,5,Brick,,,184.19,584.39,160.76,129.43,122.25,416.17,662.87,494.59,480.05,394.3,Prague - Smíchov,50.07165,14.40957,Very good,,1.0,,,,1.0,,1.0,,,,,
"CZK 18,500","CZK 6,481","CZK 30,000",735779,2 bedroom,9/9/2022,,D,,56 m²,Partly,2,Brick,,,41.98,356.63,4.86,100.0,232.49,376.19,313.21,397.14,644.72,464.72,Prague - Vršovice,50.06972,14.47084,Very good,1.0,1.0,,,,,,,,1.0,,,
"CZK 27,000","CZK 4,000","CZK 43,000",735551,3+kk,9/8/2022,,G,,83 m²,Unfurnished,3,Brick,,,149.2,1278.61,579.68,1498.92,671.57,884.65,577.38,531.29,725.03,679.79,Prague - Smíchov,50.05493,14.40442,Very good,,,,1.0,1.0,1.0,,,,,,,
"CZK 13,000","CZK 4,000","CZK 20,000",52943,Studio,9/9/2022,Personal,C,Distance,38 m²,Partly,6,Brick,,,243.12,1089.02,211.4,1186.05,550.39,1068.49,756.81,608.69,863.55,546.53,"Boloňská, Prague - Horní Měcholupy",50.0485760252,14.5593953133,,,1.0,,,,1.0,,,,,,,
"CZK 14,000","CZK 3,500","CZK 28,000",389685,Studio,9/30/2022,Personal,B,Electric boiler,33 m²,Fully furnished,2,Brick,,,300.18,1944.82,455.39,2294.81,342.81,1542.23,418.67,1010.55,1568.37,645.97,"Výhledová, Prague - Hlubočepy",50.0465986,14.4062092,,,,,,,,,,1.0,,,,
"CZK 28,900","CZK 6,900","CZK 40,000",597277,2+kk,10/1/2022,Personal,G,Central,163 m²,Fully furnished,1,Brick,Up to 10 years,,204.78,220.55,344.6,739.69,326.74,248.67,634.81,422.18,334.29,77.67,"Olšanská, Prague - Žižkov",50.083151,14.46693,Very good,,1.0,Luxurious,,1.0,,,,1.0,,,,
"CZK 15,000","CZK 2,500","CZK 17,500",602777,Studio,11/1/2022,Personal,B,Central,35 m²,Fully furnished,5,Brick,Up to 10 years,,284.31,194.43,43.42,1605.92,231.1,1061.95,1030.33,657.01,837.29,109.83,"Svitákova, Prague - Stodůlky",50.047188,14.302844,New-build,1.0,,,,,,,,,,,,
"CZK 18,500","CZK 3,500","CZK 18,500",735762,Studio,11/1/2022,,A,,34 m²,Partly,4,Low-energy,,,83.61,286.87,307.67,548.93,128.4,923.2,336.01,528.94,943.22,725.47,Prague - Michle,50.05357,14.45175,New-build,1.0,1.0,,,1.0,1.0,1.0,,,,,,
"CZK 14,956","CZK 2,816","CZK 40,000",735760,2+kk,9/9/2022,,C,,43 m²,Partly,4,Brick,,,198.73,733.52,43.19,243.78,60.02,145.43,363.65,843.29,568.9,953.01,Prague - Holešovice,50.10223,14.43472,Good,,1.0,,,,,,1.0,,,,,
"CZK 15,000","CZK 5,000","CZK 25,000",483887,2+kk,10/1/2022,Personal,E,,36 m²,Fully furnished,3,Brick,,Complete,349.3,744.42,280.28,361.13,260.09,400.91,416.21,279.98,1128.95,331.77,"Na Okraji, Prague - Veleslavín",50.0891547,14.3400733,,,,Standard,,,,,,,,,,
"CZK 15,000","CZK 5,000",,728426,Studio,11/2/2022,,,,25 m²,Fully furnished,12,,,,228.88,257.2,204.55,166.76,173.2,262.96,328.04,408.55,436.47,292.09,"Freyova, Prague - Vysočany",50.108944,14.501028,,,1.0,,,,,,,,,,,
"CZK 24,900","CZK 4,000","CZK 28,900",153530,2 bedroom,10/10/2022,Personal,C,Gas boiler,85 m²,Fully furnished,2,Brick,,,245.33,611.13,107.57,188.33,75.28,314.53,191.31,437.46,425.83,374.5,"Řeznická, Prague - Nové Město",50.0779312,14.4236575,Very good,,,,,,,,,,,,,
"CZK 18,000",CZK 350,"CZK 30,000",237752,2 bedroom,10/1/2022,Personal,E,,83 m²,Partly,4,Brick,,,312.49,466.74,347.93,650.27,190.5,598.73,221.17,246.65,417.76,204.28,"Lužická, Prague - Vinohrady",50.0737123,14.4465989,,1.0,,,,,,,,,,,,
"CZK 18,000","CZK 4,000","CZK 18,000",446124,2+kk,9/1/2022,Personal,B,Distance,49 m²,Unfurnished,2,Brick,Up to 10 years,,157.46,257.4,165.89,178.58,118.89,40.15,630.43,746.42,827.82,72.27,"Soukalova, Prague - Modřany",50.0058372,14.4149292,,1.0,1.0,Luxurious,1.0,1.0,1.0,1.0,,,,,,
"CZK 15,999",CZK 0,"CZK 32,000",732306,2+kk,9/4/2022,,G,,42 m²,Fully furnished,2,Prefab concrete,,Bathroom unit,167.01,946.33,179.53,881.67,216.56,212.48,403.77,549.44,926.51,156.92,Prague - Chodov,50.02596,14.52349,Very good,,1.0,Standard,,,1.0,,,,,,,
"CZK 6,000","CZK 4,000","CZK 10,000",202624,Small studio,10/1/2022,Personal,,Gas boiler,30 m²,Partly,1,Brick,,,142.59,320.37,256.43,3237.73,212.71,1933.84,469.06,364.47,809.92,735.0,Prague - Satalice,50.1270046,14.5707358,,,,,1.0,,,,,,,,,
"CZK 14,000","CZK 4,863","CZK 14,000",572540,3+kk,8/29/2022,Personal,C,Central,56 m²,Fully furnished,3,Brick,,,111.54,1022.54,296.99,346.2,267.25,829.32,620.14,540.52,967.87,213.74,"Šárecká, Prague - Dejvice",50.1010067,14.3849538,,,,,,,1.0,,,,,,,
"CZK 25,380","CZK 8,460",,723857,2 bedroom,10/31/2022,,,,35 m²,Fully furnished,5,,,,220.05,826.22,174.81,602.88,97.41,601.22,415.82,330.65,569.7,247.12,"Bulharská, Prague - Vršovice",50.0719625,14.461813,,,,,,,,,,,,,,
"CZK 12,000","CZK 4,000","CZK 12,500",156031,Studio,,Personal,,Electric boiler,30 m²,Partly,2,Brick,,,432.98,1498.76,401.42,727.27,413.92,405.83,625.37,247.22,1113.21,158.6,"Veleňská, Prague - Kobylisy",50.1279628,14.4474614,,,,,,,1.0,,,,,,,
"CZK 25,000","CZK 1,500","CZK 30,000",273648,2 bedroom,12/15/2022,Personal,,Gas boiler,60 m²,Partly,1,Brick,,Exterior,129.22,395.25,20.23,54.94,42.64,72.26,160.9,178.8,247.73,267.17,"V kolkovně, Prague - Staré Město",50.089521,14.4222709,Very good,,1.0,,,,1.0,,,,,,,
"CZK 20,000","CZK 5,000","CZK 25,000",686030,1 bedroom,9/15/2022,Personal,B,,60 m²,Fully furnished,3,Other,,,16.0,469.84,468.47,1386.69,121.34,500.21,342.53,439.3,310.76,272.5,"Slévačská, Prague - Kyje",50.10582,14.55398,New-build,1.0,1.0,,,,,,,,,,,
"CZK 17,000","CZK 1,000","CZK 25,000",735637,Small studio,9/20/2022,,E,Electric boiler,27 m²,Fully furnished,-1,Brick,Over 50 years,Complete,181.87,1408.66,55.3,979.08,153.0,539.26,274.37,720.09,348.91,137.94,Prague - Libeň,50.1132,14.47331,Very good,,,Standard,,,1.0,,1.0,1.0,,,,
"CZK 32,918","CZK 10,972",,731292,Studio,11/4/2022,,,,35 m²,Fully furnished,2,,,,247.87,258.88,108.69,237.41,65.07,538.8,263.81,273.73,806.33,230.99,"Míšeňská, Prague - Malá Strana",50.0876118,14.4080467,,,,,,,,,,,,,,
"CZK 17,000","CZK 6,000","CZK 17,000",505041,2+kk,12/1/2022,Personal,C,Central,53 m²,Partly,2,Brick,Up to 10 years,,95.66,1509.12,812.68,2179.64,603.05,1555.57,1181.46,1692.47,1251.95,615.33,"Sicherova, Prague - Kyje",50.1149714,14.5619513,Very good,,1.0,,1.0,,,1.0,,,1.0,,,
"CZK 26,000","CZK 3,700","CZK 50,000",731045,2+kk,8/24/2022,,B,,48 m²,Fully furnished,1,Brick,Up to 10 years,,152.75,963.53,293.54,1377.9,146.79,1254.69,1052.33,930.46,622.51,550.29,Prague - Řepy,50.06812,14.29404,New-build,,1.0,Luxurious,1.0,1.0,,1.0,,1.0,,,,
"CZK 19,000","CZK 5,120","CZK 38,000",652836,Studio,10/1/2022,Personal,A,Distance,59 m²,Fully furnished,2,Brick,Up to 10 years,,62.53,1099.2,686.55,791.19,452.69,772.93,906.21,844.17,329.03,496.04,"Radičova, Prague - Břevnov",50.08058,14.3746,New-build,1.0,1.0,Luxurious,1.0,1.0,1.0,1.0,,1.0,,,,
"CZK 16,000","CZK 5,000","CZK 20,000",108533,Studio,9/5/2022,Personal,C,Distance,46 m²,Fully furnished,2,Brick,Up to 10 years,,282.87,2022.1,1184.77,1780.96,346.68,1428.61,876.42,1489.76,1212.92,798.55,"Vorařská, Prague - Modřany",50.0136409885,14.4001686573,,1.0,1.0,Standard,,1.0,,,,,,,,
"CZK 24,728","CZK 8,242",,731157,Studio,10/24/2022,,,,30 m²,Fully furnished,3,,,,99.26,361.63,490.78,556.87,427.65,345.52,452.0,519.02,404.9,293.38,"Olšanská, Prague - Žižkov",50.0830187,14.4654473,,,1.0,,,1.0,,,,,,,,
"CZK 19,238","CZK 6,412",,732117,2 bedroom,11/1/2022,,,,37 m²,Fully furnished,9,,,,255.2,724.57,83.91,563.08,180.49,649.38,230.57,184.27,375.6,146.05,"Horáčkova, Prague - Krč",50.046653,14.4354901,,,1.0,,,,,,,,,,,
"CZK 20,000","CZK 4,000","CZK 25,000",735629,2+kk,10/1/2022,,C,,66 m²,Partly,5,Other,,,214.43,454.85,301.64,222.66,263.56,95.28,727.66,874.15,307.27,377.88,Prague - Vysočany,50.11143,14.4972,Very good,1.0,1.0,,1.0,,,,,,,,,
"CZK 60,000","CZK 20,000",,735628,2+kk,11/8/2022,,,,67 m²,Fully furnished,2,,,,81.58,261.82,179.91,165.34,96.05,235.81,210.32,24.34,339.34,418.58,"Zlatnická, Prague - Nové Město",50.0905181,14.4322974,,,,,,,,,,,,,,
"CZK 28,000","CZK 5,000","CZK 40,000",731753,3+kk,10/1/2022,Personal,B,Central,62 m²,Partly,9,Prefab concrete,30 - 50 years,Complete,282.04,976.86,137.68,1624.39,519.38,742.9,629.66,1257.83,99.38,73.97,Prague - Krč,50.02579,14.4531,New-build,,1.0,Luxurious,,,,,,,1.0,,,
"CZK 4,500","CZK 2,500","CZK 7,000",629416,Studio,10/4/2022,Personal,G,Central,16 m²,Partly,,Brick,,,200.05,1028.05,515.26,951.11,400.2,724.77,522.41,602.13,726.22,418.43,Prague - Řepy,50.07064,14.30051,Good,,,,,,,,,,,,,
"CZK 9,500","CZK 3,500","CZK 15,000",233679,Studio,9/18/2022,Personal,,Electric boiler,26 m²,Unfurnished,1,Brick,Over 50 years,,324.39,1223.07,550.75,1160.08,265.26,926.24,647.58,929.38,339.95,445.52,"Cukrovarnická, Prague - Střešovice",50.094406,14.3743334,,,,Standard,,,,,,,,,,
"CZK 31,500","CZK 2,500","CZK 60,000",732297,3+1,10/1/2022,,G,,89 m²,Unfurnished,2,Brick,,,3.91,381.44,229.01,260.45,16.48,466.6,148.75,1136.15,147.38,206.85,Prague - Bubeneč,50.10095,14.41842,Very good,1.0,,,,,1.0,,,,,,,
"CZK 17,000","CZK 3,000","CZK 20,000",661869,2 bedroom,10/30/2022,Personal,B,Other,49 m²,Fully furnished,3,Brick,,Complete,348.87,382.42,142.37,565.11,185.36,289.15,279.58,428.31,720.24,249.01,Prague - Holešovice,50.1012385,14.445747,Very good,,1.0,,1.0,,1.0,,,,,,,
"CZK 23,000","CZK 3,500","CZK 23,000",611658,2 bedroom,9/10/2022,Personal,G,Central,69 m²,Partly,1,Brick,,,139.03,947.63,193.11,470.73,14.46,400.42,324.17,313.09,370.6,241.73,"Plavecká, Prague - Nové Město",50.069086,14.415011,Very good,1.0,1.0,,,,,,,,,,,
"CZK 16,000","CZK 2,280","CZK 32,000",453588,2 bedroom,10/1/2022,Personal,G,Gas boiler,53 m²,Partly,5,Brick,,Complete,193.62,942.78,165.46,516.38,427.7,243.55,243.68,670.92,238.99,187.08,"Pivovarnická, Prague - Libeň",50.1093202,14.4743969,Very good,,1.0,,,,1.0,,,,,,,
"CZK 18,000","CZK 4,000","CZK 21,000",726001,3+1,8/1/2022,,D,,72 m²,Partly,5,Prefab concrete,,,170.88,687.41,209.37,644.64,176.07,564.78,826.05,503.93,894.51,180.43,Prague - Malešice,50.08174,14.50788,Very good,,1.0,,,,1.0,,,,1.0,,,
"CZK 20,000",CZK 0,"CZK 20,000",735605,2+kk,9/8/2022,,G,,38 m²,Partly,1,Brick,,,286.59,250.71,465.1,3587.59,546.18,2565.77,596.89,715.95,499.27,732.72,Prague - Běchovice,50.08115,14.62411,Very good,,,,1.0,,,,,,,,,
"CZK 7,000","CZK 2,000","CZK 10,000",732632,Small studio,9/5/2022,,G,,34 m²,Fully furnished,4,Other,,,178.58,1079.2,254.49,1044.37,461.31,619.85,1012.02,752.65,415.0,539.01,Prague - Stodůlky,50.05296,14.33228,New-build,,1.0,,,,,,,,,,,
"CZK 30,000","CZK 10,000",,718922,Studio,10/1/2022,,,,45 m²,Fully furnished,5,,,,241.61,542.2,98.71,270.79,176.01,313.55,455.64,821.55,633.96,593.3,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,,1.0,,,,,,,,,,,
"CZK 14,990","CZK 3,990","CZK 18,000",697953,Studio,9/6/2022,Personal,B,,29 m²,Fully furnished,2,Brick,,,151.52,401.41,109.66,391.76,94.68,206.05,303.75,316.12,661.89,418.83,"Salmovská, Prague - Nové Město",50.07486,14.42255,Very good,,1.0,,1.0,,,,,1.0,,,,
"CZK 14,500",CZK 682,"CZK 30,400",727527,Studio,9/23/2022,Personal,E,,32 m²,Unfurnished,2,Brick,,Interior,134.1,1231.17,484.46,487.91,0.66,491.14,797.02,376.04,364.68,547.87,"5. května, Prague - Nusle",50.05624815,14.43716165,Good,,1.0,Standard,,,1.0,,,,,,,
"CZK 7,900","CZK 2,500","CZK 10,400",735601,Studio,11/1/2022,,G,,24 m²,Unfurnished,2,Brick,,,267.11,1127.97,492.74,1166.35,216.56,835.68,1367.67,243.64,974.08,462.38,Prague - Vršovice,50.06173,14.46551,Very good,,,,,,,,,,,,,
"CZK 21,900","CZK 4,000","CZK 25,900",256874,2 bedroom,9/13/2022,Personal,A,,70 m²,Partly,2,Brick,Up to 10 years,Interior,132.36,391.77,34.88,286.07,61.73,412.56,166.98,82.19,411.84,555.99,"Krásova, Prague - Žižkov",50.085287007,14.4461689921,Good,,,Standard,,,,,,,,,,
"CZK 27,750","CZK 4,050","CZK 30,000",735596,2+kk,9/8/2022,,G,,55 m²,Partly,4,Brick,,,255.26,443.02,204.3,366.36,123.82,505.56,447.22,390.7,376.15,681.6,Prague - Smíchov,50.07376,14.4094,Very good,,1.0,,,,,,,,,,,
"CZK 18,000","CZK 6,900","CZK 30,000",732272,2 bedroom,9/10/2022,,A,,62 m²,Partly,2,Low-energy,,,193.07,2055.72,1959.47,1811.12,1057.17,3315.71,1542.62,1445.66,1373.51,1098.9,Prague - Sobín,50.06745,14.26193,New-build,,,,1.0,,,1.0,,,,,,
"CZK 36,000","CZK 12,000",,719175,2 bedroom,9/15/2022,,,,50 m²,Fully furnished,-1,,,,210.86,382.06,250.08,989.18,169.53,744.75,811.66,1049.67,387.48,543.22,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,1.0,,,,,,,,,,,
"CZK 14,501","CZK 5,000","CZK 14,500",629652,2+kk,10/1/2022,Personal,G,Gas boiler,45 m²,Partly,2,Brick,Up to 10 years,Complete,148.91,1424.3,271.27,1141.41,280.05,443.16,338.96,418.48,826.21,500.82,"Strančická, Prague - Strašnice",50.066058,14.495544,New-build,,,Standard,,,,,,,,,,
"CZK 16,001","CZK 1,000","CZK 28,000",540339,2+kk,10/1/2022,Personal,G,,44 m²,Unfurnished,1,Brick,,,112.34,1546.08,445.39,1520.99,176.6,1203.39,1177.64,257.39,369.76,280.43,"Čistovická, Prague - Řepy",50.0743287,14.3177437,,,,,,,,,,,,,,
"CZK 14,001",CZK 500,"CZK 26,000",627804,Studio,10/1/2022,Personal,G,Gas boiler,35 m²,Partly,1,Brick,Up to 10 years,,243.09,1970.14,252.89,1866.0,635.27,1498.09,1421.75,499.88,463.59,522.93,"Čistovická, Prague - Řepy",50.07479,14.324004,New-build,,,Standard,,,,,,1.0,,,,
"CZK 17,000","CZK 4,500","CZK 22,000",735579,2 bedroom,9/11/2022,,G,,65 m²,Fully furnished,2,Brick,,,265.96,1069.75,354.3,698.85,600.59,1148.59,1232.26,1058.22,1071.19,301.69,Prague - Suchdol,50.13558,14.36991,Very good,,,,1.0,,,,,,,,,
"CZK 11,990","CZK 2,945","CZK 14,935",735581,Studio,9/12/2022,Personal,G,,32 m²,Unfurnished,1,Brick,,,238.59,576.86,229.13,268.85,232.47,367.92,374.85,528.7,504.18,461.86,"Hošťálkova, Prague - Břevnov",50.08293472222,14.37008416666,Very good,,,,,,,,,,,"CZK 14,935",,
"CZK 13,990","CZK 2,949","CZK 16,939",735578,1 bedroom,9/13/2022,Personal,D,,38 m²,Fully furnished,3,Brick,,,356.01,895.24,106.52,408.38,184.1,967.39,447.07,313.63,863.22,150.36,"U družstva Repo, Prague - Nusle",50.057498931885,14.446800231934,Very good,1.0,,,,,1.0,,,,,"CZK 16,939",,
"CZK 13,990","CZK 2,949","CZK 16,939",735577,1 bedroom,9/13/2022,Personal,D,,38 m²,Fully furnished,3,Brick,,,356.01,895.24,106.52,408.38,184.1,967.39,447.07,313.63,863.22,150.36,"U družstva Repo, Prague - Nusle",50.057498931885,14.446800231934,Very good,1.0,,,,,1.0,,,,,"CZK 16,939",,
"CZK 17,900",CZK 590,"CZK 35,800",463258,2+kk,10/1/2022,Personal,,Other,44 m²,Partly,2,Brick,,Complete,127.73,886.45,36.32,399.9,121.48,332.84,596.5,641.14,459.0,269.03,"Nezamyslova, Prague - Nusle",50.0648387,14.4266126,Good,1.0,,Standard,1.0,,1.0,,,,,,,
"CZK 17,500","CZK 3,500","CZK 35,000",735574,Studio,9/8/2022,,B,,42 m²,Fully furnished,2,Brick,,,225.65,1912.7,1075.38,1671.57,442.3,1319.22,767.02,1380.36,1360.16,689.15,Prague - Modřany,50.01262,14.40006,New-build,1.0,1.0,,,,1.0,1.0,,,,,,
"CZK 16,000","CZK 4,000","CZK 16,000",735568,2+kk,9/8/2022,,G,,43 m²,Fully furnished,7,Prefab concrete,,,421.8,467.0,477.27,465.81,451.06,471.04,946.44,886.09,721.08,438.89,Prague - Hostivař,50.05468,14.5162,Very good,,1.0,,1.0,,1.0,,,,,,,
"CZK 15,601","CZK 4,000","CZK 19,600",735566,3+kk,9/8/2022,,G,,85 m²,Partly,2,Brick,,,265.16,882.06,393.23,1093.35,223.27,706.03,635.39,604.54,399.52,171.65,Prague - Břevnov,50.08302,14.37987,Good,,,,,,,,,,,,,
"CZK 41,250","CZK 13,750",,719999,2+kk,10/16/2022,,,,55 m²,Fully furnished,1,,,,76.78,951.56,41.94,296.91,109.07,229.41,371.34,325.8,517.82,388.28,"Rečkova, Prague - Žižkov",50.0904334,14.4705869,,,1.0,,,,,,,,,,,
"CZK 31,350","CZK 10,450",,735567,2+kk,10/1/2022,,,,63 m²,Fully furnished,3,,,,122.69,292.83,150.02,222.27,31.53,246.25,406.08,512.95,283.22,254.06,"Křižíkova a, Prague - Karlín",50.0928722,14.4500782,,,1.0,,,1.0,,,,,,,,
"CZK 36,000","CZK 12,000",,735565,2+kk,9/15/2022,,,,45 m²,Fully furnished,2,,,,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,1.0,,,,,,,,,,,
"CZK 18,500","CZK 4,600","CZK 37,000",462793,Studio,10/1/2022,Personal,,Central,58 m²,Fully furnished,4,Brick,,Complete,243.2,1045.68,420.92,402.29,343.22,869.46,807.11,190.63,1167.33,436.4,"Velvarská, Prague - Dejvice",50.0992603,14.3830536,,,1.0,,,,,,,,,,,
"CZK 13,000","CZK 4,500","CZK 15,000",735561,2+kk,10/1/2022,,G,,44 m²,Partly,4,Other,,,47.67,317.76,335.2,2638.92,322.09,407.97,424.51,1694.54,1152.1,50.92,Prague - Ruzyně,50.08835,14.30648,Very good,,1.0,,,,1.0,,,,,,,
"CZK 25,000","CZK 2,700","CZK 25,000",735548,4+kk,10/1/2022,,G,Electric boiler,154 m²,Fully furnished,5,Brick,,,161.77,299.11,190.9,66.57,42.78,201.03,399.39,709.11,250.8,95.31,Prague - Vysočany,50.11113,14.50106,Very good,,,,,,,,,,,,,
"CZK 18,500","CZK 3,500","CZK 37,000",643846,2 bedroom,12/5/2022,Personal,G,,56 m²,Fully furnished,2,Brick,,,111.69,907.32,55.31,823.75,18.58,367.76,297.13,266.62,90.56,141.35,"Bělohorská, Prague - Břevnov",50.084925,14.378923,Very good,,1.0,,1.0,,,,,,,,,
CZK 1,"CZK 6,220","CZK 22,000",31263,3+1,4/27/2022,Personal,,Electric boiler,70 m²,Unfurnished,,Brick,,Interior,207.23,1289.45,437.79,977.09,150.15,621.81,704.39,1017.59,346.87,40.94,Prague - Libeň,50.1115724,14.4775255,Wrong,,,Standard,,,,,,,,,,
"CZK 13,700","CZK 2,400","CZK 25,000",643640,Studio,9/15/2022,Personal,C,Gas boiler,41 m²,Fully furnished,2,Brick,Up to 10 years,Complete,249.79,1708.58,113.54,1390.67,390.06,1029.9,1070.5,905.99,153.29,209.21,"U Pekařky, Prague - Libeň",50.114484,14.479922,New-build,,1.0,Luxurious,1.0,1.0,1.0,1.0,,,,,,
"CZK 11,000","CZK 5,000","CZK 16,000",456060,Studio,9/4/2022,Personal,F,,43 m²,Partly,1,Brick,Over 50 years,,195.33,1244.79,148.35,850.86,191.61,350.92,186.93,273.29,353.93,199.18,Prague - Vokovice,50.0978176,14.3459099,Good,,,Standard,1.0,,1.0,,,,,,,
"CZK 25,988","CZK 8,662",,728259,2 bedroom,11/1/2022,,,,60 m²,Fully furnished,1,,,,250.51,417.46,211.46,417.21,207.64,462.73,364.17,360.99,525.54,550.17,"Lublaňská, Prague - Vinohrady",50.0710848,14.4324122,,,,,,,,,,,,,,
"CZK 15,750","CZK 5,250",,730902,1 bedroom,9/25/2022,,,,30 m²,Fully furnished,3,,,,217.38,2062.48,1281.33,4705.18,629.6,1074.91,597.5,3134.16,2915.46,646.77,"Švihovská, Prague - Písnice",49.9954018,14.4704771,,,,,,,,,,,,,,
"CZK 31,875","CZK 10,625",,725887,2 bedroom,9/13/2022,,,,65 m²,Fully furnished,2,,,,181.41,298.0,1.34,322.55,4.35,512.55,359.47,791.01,446.67,323.95,"Karlova, Prague - Staré Město",50.0859967,14.4175762,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,500","CZK 30,000",361151,Studio,9/15/2022,Personal,B,,32 m²,Partly,4,Brick,Up to 10 years,,215.32,438.18,296.02,743.11,644.93,658.37,353.14,432.92,563.02,240.72,"Nad přehradou, Prague - Horní Měcholupy",50.042408,14.5513031,,1.0,1.0,,1.0,,,,,,,,,
"CZK 12,000","CZK 2,966","CZK 24,000",735535,Studio,9/8/2022,,D,,29 m²,Unfurnished,1,Brick,,,28.87,346.68,33.54,464.75,102.96,341.2,263.74,200.34,130.45,432.03,Prague - Vršovice,50.0657,14.45241,Very good,,1.0,,,,,,,,,,,
"CZK 17,000","CZK 5,000","CZK 22,000",613378,2 bedroom,3/27/2022,Personal,,Gas boiler,66 m²,Partly,3,Brick,,Complete,55.2,629.97,142.4,377.63,85.31,456.95,460.5,203.2,81.95,258.57,"Marie Cibulkové, Prague - Nusle",50.060145,14.426566,Very good,,1.0,Luxurious,,,1.0,,,,,,,
"CZK 37,125","CZK 12,375",,726070,2 bedroom,10/17/2022,,,,90 m²,Fully furnished,2,,,,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,1.0,,,,,,,,,,,
"CZK 17,500","CZK 4,500","CZK 20,000",700407,Studio,8/4/2022,Personal,B,Central,50 m²,Partly,2,Prefab concrete,,,130.64,1101.17,255.39,417.11,434.12,556.95,377.03,268.5,254.19,419.35,"Tupolevova, Prague - Letňany",50.13335,14.50671,New-build,,1.0,,,,,,,,1.0,,,
"CZK 12,000","CZK 4,000","CZK 16,000",650717,Small studio,10/1/2022,Personal,B,Distance,30 m²,Partly,6,Brick,Up to 10 years,,349.58,234.04,223.77,218.5,52.59,230.0,887.25,767.38,602.37,191.58,"Kamelova, Prague - Záběhlice",50.053693,14.51509,Very good,,1.0,Standard,,,,1.0,,1.0,,,,
"CZK 12,000","CZK 3,500","CZK 15,500",212190,Studio,10/1/2022,Personal,,,36 m²,Fully furnished,1,Brick,,,189.7,1326.67,371.17,391.43,388.62,128.14,559.88,1082.07,600.96,593.69,"Českomoravská, Prague - Libeň",50.1028249,14.4966813,,,,,,,,,,,,,,
"CZK 41,756","CZK 13,919",,728695,4+1,10/4/2022,,,,102 m²,Fully furnished,2,,,,183.27,1023.84,165.5,746.11,195.16,730.27,819.74,259.7,600.66,303.35,"Xaveriova, Prague - Smíchov",50.0626569,14.3913498,,,,,,,,,,,,,,
"CZK 5,000","CZK 2,000","CZK 2,000",723664,Other,6/26/2022,,C,,9 m²,Fully furnished,1,Brick,,,355.18,1302.88,992.79,1389.78,681.37,1265.38,719.71,940.58,192.06,775.63,Prague - Petrovice,50.03371,14.54724,Good,,,,,,,,,,,,,
"CZK 59,000","CZK 9,500","CZK 118,000",432912,5+kk,9/1/2022,Personal,,,240 m²,Fully furnished,6,Brick,,,174.74,280.54,98.82,188.39,115.11,446.45,286.03,336.05,977.41,264.84,Prague - Vinohrady,50.078327416966,14.455739663754,,1.0,1.0,Luxurious,,,,,,1.0,,,,
"CZK 10,000",CZK 0,"CZK 10,000",609306,Small studio,9/8/2022,,G,,22 m²,Fully furnished,,Brick,,,419.78,689.05,336.56,510.31,483.75,541.04,177.96,624.54,698.68,163.17,"Nad Kuliškou, Prague - Košíře",50.066947,14.373544,Very good,,,,,,,,,,,,22 m²,
"CZK 13,000","CZK 2,200","CZK 15,000",523224,Studio,9/8/2022,Personal,B,Central,36 m²,Fully furnished,4,Other,,,408.63,1641.92,476.67,1413.35,555.89,1577.93,1319.91,1526.82,648.08,209.06,"Kolbenova, Prague - Vysočany",50.111912452778,14.513683039148,,,1.0,,,,,1.0,,,1.0,,,
"CZK 20,000","CZK 6,500","CZK 45,000",531164,2+kk,10/1/2022,Personal,B,,61 m²,Partly,4,Brick,Up to 10 years,,362.37,1757.6,48.17,1386.97,502.63,984.94,979.72,829.72,93.77,220.29,"Nad Bání, Prague - Libeň",50.1154659,14.4798462,New-build,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,
"CZK 16,000","CZK 5,000","CZK 16,000",735520,2+kk,10/1/2022,,G,,67 m²,Partly,1,Brick,,,356.03,784.56,388.53,766.11,540.81,594.35,770.78,386.78,727.7,160.49,Prague - Hloubětín,50.10804,14.53189,Very good,,,,,,1.0,,,,,,,
