Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Ownership,Floor space,Fully furnished,Floor,Building type,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,EPC,Condition,Balcony,Parking,Enclosed balcony,Age,Reconstruction,Heating,Designe,Garage,New-build,Domácí mazlíčci vítáni,Cellar,Terrace,Administrative fee,Plot type
"CZK 15,499","CZK 1,500","CZK 40,000",540296,Studio,8/1/2022,Personal,33 m²,Unfurnished,3,Brick,,328.87,550.39,296.78,869.14,876.08,495.04,770.6,639.3,895.74,648.15,"Toufarova, Prague - Stodůlky",50.04291025,14.31233705,B,New-build,1.0,,,Up to 10 years,,Central,Luxurious,,1.0,,,,,
"CZK 46,000","CZK 10,000","CZK 92,000",607655,4+1,1/15/2022,Personal,145 m²,Fully furnished,1,Brick,1.0,311.3,589.1,133.67,266.28,158.68,250.34,458.19,609.91,273.19,516.0,"Krakovská, Prague - Nové Město",50.079114,14.428088,G,Very good,1.0,,,,,,,,,,,,,
"CZK 20,990","CZK 4,649","CZK 25,639",730097,3+kk,8/22/2022,Personal,70 m²,Partly,4,Prefab concrete,,18.89,637.86,620.35,1804.84,624.01,576.78,115.89,801.14,901.7,732.61,"Vlastina, Prague - Liboc",50.09144722222,14.31673388888,G,Very good,1.0,,,,,,,,,,1.0,,"CZK 25,639",
"CZK 6,000","CZK 3,000","CZK 9,000",661029,Small studio,5/3/2021,,20 m²,Fully furnished,3,Other,1.0,145.71,232.54,165.62,167.34,301.43,310.99,241.66,363.24,523.55,380.64,"Vladivostocká, Prague - Vršovice",50.068585,14.4713735,D,Very good,,,,,,Distance,Standard,,,,,,,
"CZK 18,499","CZK 2,900",CZK 0,730088,1 bedroom,9/5/2022,Personal,42 m²,Fully furnished,2,Brick,1.0,340.95,897.63,209.45,320.71,161.41,757.28,575.98,605.27,662.58,647.43,Prague - Žižkov,50.08608,14.44166,G,Very good,,,,,Complete,,,,,,,,,
"CZK 26,500","CZK 3,000","CZK 60,000",724897,3+1,8/11/2022,,99 m²,Partly,2,Brick,,1.37,432.51,45.59,166.58,20.13,306.96,502.42,265.32,250.78,683.46,Prague - Smíchov,50.07251,14.40769,G,Good,1.0,1.0,,,,,,,,,1.0,,,
"CZK 12,490","CZK 2,637","CZK 15,127",730086,1 bedroom,8/22/2022,Personal,33 m²,Unfurnished,6,Prefab concrete,1.0,394.19,523.99,385.26,1684.42,479.12,787.59,712.33,1152.2,912.59,443.77,"V Štíhlách, Prague - Krč",50.02144527777,14.45602166666,G,Good,1.0,,1.0,,,,,,,,1.0,,"CZK 15,127",
"CZK 18,000","CZK 4,500","CZK 20,000",729971,2+kk,8/15/2022,Personal,54 m²,Partly,1,Brick,1.0,125.19,476.66,279.77,479.36,289.08,314.3,666.75,218.94,863.25,151.45,Prague - Hlubočepy,50.029679849841,14.361795168886,B,New-build,,,1.0,Up to 10 years,,Central,,1.0,1.0,,,,,
CZK 1,"CZK 2,000",CZK 1,724123,2 bedroom,8/15/2022,Personal,73 m²,Unfurnished,5,Brick,,261.32,369.9,189.95,760.08,189.22,495.41,255.48,280.96,452.06,238.59,Prague - Vinohrady,50.07363,14.44468,G,Under construction,,,,Over 50 years,Complete,,,,,,,,,
"CZK 28,000","CZK 3,904","CZK 28,000",729808,4+1,8/14/2022,,90 m²,Partly,1,Prefab concrete,1.0,372.64,553.15,87.51,772.99,216.28,446.53,178.69,794.53,458.59,198.12,Prague - Chodov,50.03011,14.48337,G,Good,,,,,,Central,,,,1.0,1.0,,,
"CZK 16,500","CZK 3,000","CZK 25,000",729907,2 bedroom,9/12/2022,Personal,53 m²,Partly,6,Prefab concrete,1.0,154.59,121.63,210.28,406.06,427.2,165.42,331.31,69.33,839.62,83.63,Prague - Veleslavín,50.09015,14.34795,C,Very good,,,,,Complete,Distance,Standard,,,1.0,,,,
"CZK 20,000","CZK 8,733","CZK 20,000",730067,Studio,9/12/2022,,56 m²,Fully furnished,3,Brick,1.0,189.18,160.11,178.24,180.32,20.05,230.44,266.64,745.59,557.09,388.8,Prague - Holešovice,50.09921,14.42274,G,Very good,,,,,,,,,,,1.0,,,
"CZK 19,000","CZK 4,000","CZK 23,000",482008,2+kk,8/8/2022,Personal,65 m²,Partly,2,Brick,,249.54,867.43,212.32,1207.06,862.83,292.83,389.82,744.76,1019.91,92.49,"Ústavní, Prague - Bohnice",50.1324367,14.4261315,,,1.0,,,,,Central,,,,,,,,
"CZK 23,000","CZK 2,256","CZK 50,512",727374,2+kk,10/1/2022,Personal,50 m²,Partly,5,Brick,1.0,252.56,453.23,124.71,52.98,100.25,351.5,259.61,431.02,408.03,366.27,"Smolenská, Prague - Vršovice",50.0694328,14.45145165,E,Very good,,,,,Complete,,,,,,1.0,,,
"CZK 10,500","CZK 1,000","CZK 12,000",414688,2+kk,9/10/2022,Personal,38 m²,Fully furnished,4,Brick,,118.09,371.62,7.97,75.43,20.86,115.04,321.87,702.68,523.32,460.15,"Nuselská, Prague - Nusle",50.0635878,14.4426882,C,,,,,Up to 10 years,,Central,,,,,,,,
"CZK 18,500","CZK 3,296","CZK 30,000",730004,2+kk,11/1/2022,,56 m²,Fully furnished,3,Brick,1.0,154.0,292.25,263.42,401.63,213.4,265.17,710.68,813.9,917.59,101.49,Prague - Uhříněves,50.02973,14.59703,B,New-build,1.0,,,,,,,,1.0,,1.0,,,
"CZK 13,500","CZK 2,500","CZK 27,000",729950,Studio,8/22/2022,Personal,28 m²,Unfurnished,2,Brick,1.0,111.85,1169.22,640.68,883.83,539.37,955.29,719.13,425.1,588.16,295.46,Prague - Žižkov,50.08774,14.47907,G,Very good,,,,,Complete,Electric boiler,,,,,,,,
"CZK 20,000","CZK 6,000","CZK 20,000",729510,2 bedroom,9/1/2022,,53 m²,Partly,5,Prefab concrete,,225.96,219.82,222.59,435.53,173.44,235.7,437.33,248.87,717.43,172.35,Prague - Krč,50.04266,14.44284,G,Very good,,,,,,,,,,,,,,
"CZK 18,500","CZK 3,500","CZK 50,000",568046,2+kk,8/1/2019,Personal,50 m²,Partly,2,Brick,,115.31,41.79,81.3,214.82,175.84,170.31,293.77,664.87,602.76,201.56,"Vodárenská, Prague - Podolí",50.0585362,14.4205989,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 3,253","CZK 34,000",730003,3+kk,8/15/2022,,48 m²,Partly,13,Prefab concrete,1.0,90.35,334.37,180.12,161.08,60.98,190.91,204.53,131.75,1042.05,295.0,Prague - Vokovice,50.0981,14.35827,C,Very good,,1.0,1.0,,,,,,,,1.0,,,
"CZK 15,000","CZK 3,500","CZK 30,000",660950,Studio,10/1/2022,Personal,37 m²,Fully furnished,1,Brick,1.0,58.78,415.44,123.63,280.09,0.14,348.3,97.19,129.32,470.2,310.79,"Soukenická, Prague - Nové Město",50.09157,14.43123,D,Very good,,1.0,,,Interior,Distance,Standard,,,,1.0,,,
"CZK 20,000","CZK 3,000","CZK 40,000",729985,2+kk,9/1/2022,,66 m²,Partly,2,Other,1.0,305.27,730.44,204.38,440.06,215.35,355.2,355.33,555.91,337.08,262.6,Prague - Libeň,50.10809,14.47559,G,New-build,,,1.0,,,,,1.0,1.0,,,,,
"CZK 17,500","CZK 1,000","CZK 40,000",730007,2+kk,9/1/2022,Personal,46 m²,Fully furnished,2,Brick,,81.36,725.52,62.05,501.8,69.69,500.51,315.12,191.96,431.0,242.32,Prague - Vršovice,50.07118,14.4607,G,Very good,,,,,,Electric boiler,,,,,1.0,,,
"CZK 14,000","CZK 3,000","CZK 14,000",729996,2+kk,8/15/2022,,39 m²,Fully furnished,5,Prefab concrete,,258.84,486.12,220.91,478.78,179.92,155.7,177.17,233.12,838.22,137.98,Prague - Braník,50.02421,14.42841,G,Good,1.0,,,,,,,,,,,,,
"CZK 21,000","CZK 4,000","CZK 21,000",729997,3+kk,8/31/2022,,84 m²,Partly,10,Prefab concrete,,260.8,329.52,209.48,127.19,366.26,427.71,303.69,423.48,487.81,373.54,Prague - Háje,50.0303,14.53306,G,Very good,,,1.0,,,,,,,,,,,
"CZK 17,000","CZK 5,500","CZK 22,500",666580,3+1,9/1/2022,Cooperative,70 m²,Partly,4,Prefab concrete,,223.93,440.21,127.34,594.23,354.73,535.09,506.22,227.2,639.45,171.86,"Vrátkovská, Prague - Strašnice",50.07767,14.49751,D,Good,,,1.0,,,,,,,,,,,
"CZK 25,000","CZK 5,000","CZK 30,000",672188,4+kk,10/1/2022,Personal,75 m²,Partly,6,Prefab concrete,1.0,347.99,1372.18,309.17,1447.54,319.26,1437.07,229.32,179.55,810.33,112.39,"Pertoldova, Prague - Modřany",50.00133,14.43075,G,Very good,,1.0,1.0,,,,,,,,1.0,,,
"CZK 9,800",CZK 600,"CZK 9,800",729995,Small studio,8/15/2022,,23 m²,Partly,2,Brick,,88.55,218.51,87.34,265.33,101.22,363.34,431.17,555.65,409.01,250.43,Prague - Vršovice,50.067,14.4571,G,Very good,,,,,,,,,,,,,,
"CZK 16,400","CZK 2,919","CZK 19,319",729992,Studio,8/15/2022,Personal,38 m²,Fully furnished,1,Brick,1.0,432.29,869.99,174.64,599.8,284.14,257.83,648.15,747.88,800.5,599.28,Prague - Libeň,50.1045744,14.4729762,B,New-build,1.0,1.0,,Up to 10 years,Complete,,Luxurious,,1.0,,1.0,,,
"CZK 40,000","CZK 7,000","CZK 80,000",726083,2 bedroom,7/17/2022,,75 m²,Fully furnished,4,Brick,,175.91,451.22,76.55,200.12,61.87,336.74,535.56,596.58,855.68,467.15,Prague - Nové Město,50.07405,14.4145,E,Very good,,,,,Complete,,Luxurious,,,,,,,
"CZK 13,000","CZK 2,000","CZK 26,000",729987,1 bedroom,8/15/2022,,33 m²,Partly,3,Brick,,45.71,924.4,146.26,646.66,8.7,711.02,847.67,166.72,774.55,203.9,Prague - Smíchov,50.06215,14.38988,G,Very good,,,,,Complete,Electric boiler,Standard,,,,,,,
"CZK 17,000","CZK 4,000","CZK 20,000",697632,2 bedroom,9/1/2022,Personal,50 m²,Partly,2,Brick,1.0,202.75,626.69,131.47,235.42,366.83,797.87,96.63,608.21,504.06,68.68,"náměstí Na Balabence, Prague - Libeň",50.10566,14.48235,G,Very good,,,1.0,,Complete,Electric boiler,Standard,,,,1.0,,,
"CZK 12,000","CZK 2,950","CZK 24,000",729371,1 bedroom,8/10/2022,Other,47 m²,Partly,5,Prefab concrete,1.0,130.79,263.27,264.44,291.93,331.26,284.1,242.5,421.78,447.15,239.98,Prague - Stodůlky,50.04378,14.32841,G,Good,,,1.0,,,,,,,,1.0,,,
"CZK 17,900","CZK 3,000","CZK 35,800",255108,2+kk,10/1/2022,Personal,55 m²,Partly,2,Brick,1.0,232.03,881.46,24.72,712.58,417.16,837.22,211.45,2077.16,1086.46,149.0,"Sazovická, Prague - Zličín",50.0577682148,14.2825120987,,New-build,,1.0,1.0,Up to 10 years,,Central,Luxurious,1.0,1.0,,1.0,,,
"CZK 14,000","CZK 2,880","CZK 28,000",729823,1 bedroom,8/14/2022,,32 m²,Partly,1,Brick,,1183.93,1684.93,1612.87,2153.03,1884.46,1989.34,1758.52,1694.5,1317.94,184.88,Prague - Malá Chuchle,50.02254,14.3885,G,Very good,,1.0,,,,,,,,,,1.0,,
"CZK 25,000","CZK 3,000","CZK 25,000",729476,3+kk,8/11/2022,,69 m²,Partly,8,Low-energy,1.0,41.41,357.85,168.15,189.94,112.9,141.5,627.05,443.81,695.08,98.67,Prague - Žižkov,50.0786,14.46037,B,Very good,,,,,,,,,,1.0,1.0,,,
"CZK 14,000","CZK 3,500","CZK 20,000",685886,2+kk,10/1/2022,Cooperative,45 m²,Partly,6,Prefab concrete,,197.45,440.22,120.51,932.98,220.12,436.92,166.15,398.05,246.08,109.28,"Borovanského, Prague - Stodůlky",50.03862,14.34002,G,Very good,,,,,,,,,,,1.0,,,
"CZK 8,000","CZK 3,700","CZK 16,000",729966,Small studio,8/15/2022,,20 m²,Partly,4,Brick,,111.65,608.86,74.16,512.01,358.21,419.05,256.16,331.17,552.81,125.13,Prague - Vršovice,50.07329,14.47054,G,Good,,,,,,,,,,,,,,
"CZK 13,500","CZK 1,000","CZK 15,000",729961,1 bedroom,9/1/2022,,28 m²,Partly,4,Brick,,131.52,150.96,141.36,93.73,15.42,210.61,143.91,438.79,121.75,419.4,Prague - Vršovice,50.06817,14.45449,G,Good,,,,,,,,,,1.0,1.0,,,
"CZK 28,000","CZK 1,860","CZK 35,000",632286,2 bedroom,11/13/2020,Personal,99 m²,Partly,2,Brick,,478.8,591.92,370.65,828.73,398.29,798.26,428.22,378.25,620.85,677.83,"Perucká, Prague - Vinohrady",50.068862,14.438625,G,Good,,1.0,,Over 50 years,,,Standard,,,,,,,
"CZK 18,000","CZK 4,000","CZK 25,000",422289,3+kk,9/1/2022,Cooperative,62 m²,Partly,1,Prefab concrete,,349.4,572.95,463.03,504.55,608.98,829.85,376.29,223.35,863.97,146.24,"Borošova, Prague - Háje",50.0303216,14.5380942,,Very good,,,1.0,,Interior,Central,Standard,,,,,,,
"CZK 13,500",CZK 500,"CZK 15,000",729944,Studio,10/1/2022,,38 m²,Fully furnished,5,Prefab concrete,1.0,233.84,1275.59,229.74,1315.56,318.64,307.71,443.89,133.99,1126.09,128.62,Prague - Hostivař,50.04662,14.51884,B,Very good,,,,10 to 30 years,Interior,,Standard,,,,1.0,,,
"CZK 14,000","CZK 2,500","CZK 25,000",612251,Studio,9/1/2022,Personal,25 m²,,1,Brick,,211.15,237.15,355.34,868.62,194.77,283.9,145.14,177.97,611.03,466.53,"Omská, Prague - Vršovice",50.072914,14.478114,B,New-build,,,,,,,,,,,,,,
"CZK 16,240","CZK 4,760","CZK 21,000",598253,3+kk,9/1/2022,Cooperative,62 m²,Fully furnished,2,Brick,,43.9,1481.21,321.11,1214.55,271.5,1639.89,581.9,182.8,842.09,733.21,"Jeremenkova, Prague - Podolí",50.045654,14.419161,E,Good,1.0,,,,,,,,,,1.0,,,
"CZK 12,900","CZK 5,100","CZK 18,000",711589,Studio,9/15/2022,Personal,40 m²,Fully furnished,1,Brick,1.0,438.88,940.13,77.75,747.77,397.2,513.24,157.25,742.38,1542.92,450.79,"Schwarzenberská, Prague - Jinonice",50.05468,14.35292,G,Good,1.0,,,10 to 30 years,,Electric boiler,Standard,,,,,,,
"CZK 25,500","CZK 4,200","CZK 51,000",656580,3+kk,10/15/2022,Personal,79 m²,Partly,3,Brick,1.0,165.26,428.49,81.56,324.24,167.43,267.04,108.89,330.95,485.95,263.54,Prague - Žižkov,50.0827042,14.455385,G,Very good,,,,,,,,,,,1.0,,,
"CZK 12,000","CZK 3,000","CZK 23,000",666043,Studio,9/1/2022,Personal,29 m²,Partly,8,Prefab concrete,1.0,297.87,147.25,573.29,1497.54,55.44,856.83,652.11,201.35,235.95,80.18,"Bukolská, Prague - Bohnice",50.13068,14.43328,D,Very good,,1.0,,,Bathroom unit,Electric boiler,Standard,,,,,,,
"CZK 25,900","CZK 4,500","CZK 40,000",577288,2+kk,9/1/2022,Personal,60 m²,Fully furnished,6,Brick,1.0,183.97,1118.9,5.8,558.34,121.65,425.24,124.13,356.18,285.18,98.76,"Drahobejlova, Prague - Libeň",50.1060756,14.4904958,C,Very good,1.0,1.0,,,,Gas boiler,,,,,1.0,,,
"CZK 18,000","CZK 1,300","CZK 15,000",718466,2+kk,8/15/2022,Personal,56 m²,Fully furnished,5,Brick,1.0,531.4,1050.41,259.34,1026.34,766.86,666.48,549.97,580.86,1348.22,125.03,"Zakšínská, Prague - Střížkov",50.1307421,14.4956911,G,Very good,,,1.0,Up to 10 years,,Distance,Standard,,,,,,,
"CZK 14,000",CZK 600,"CZK 14,000",538941,Studio,9/1/2022,Personal,32 m²,Partly,5,Brick,,172.71,932.23,143.93,381.62,49.0,314.45,235.06,275.0,282.85,68.91,Prague - Nové Město,50.0684511,14.4165468,,,,,,,Complete,Electric boiler,,,,,,,,
"CZK 17,000","CZK 4,000","CZK 21,000",713312,2+kk,9/1/2022,Personal,65 m²,Partly,2,Brick,,320.54,804.25,643.24,6158.2,842.45,668.33,418.35,358.48,633.23,430.5,"Moravanská, Prague - Vinoř",50.1484241,14.58219925,B,Very good,,1.0,,Up to 10 years,Complete,Electric boiler,Luxurious,,,,,,,
"CZK 12,500","CZK 1,500","CZK 20,000",729925,Studio,10/1/2022,,22 m²,Partly,5,Other,,121.93,541.11,118.49,181.69,179.17,561.9,303.13,231.52,434.09,517.31,Prague - Žižkov,50.08574,14.44495,C,Very good,1.0,,,,,,,,,,,,,
"CZK 15,000","CZK 3,600","CZK 15,000",488212,Other,10/1/2022,Personal,50 m²,Fully furnished,1,Brick,,70.79,525.09,35.11,155.92,83.28,67.83,136.08,296.99,57.09,406.71,Prague - Holešovice,50.0992805,14.4298792,B,,,,,,,Other,,,,,1.0,,,
"CZK 21,500","CZK 3,500","CZK 30,000",729492,2+kk,9/1/2022,,47 m²,Partly,4,Brick,1.0,134.46,669.35,190.02,469.25,90.59,366.62,360.94,239.34,574.35,331.79,Prague - Žižkov,50.08208,14.44511,G,Very good,,1.0,,,Complete,,,,,,,1.0,,
"CZK 17,500","CZK 4,000","CZK 17,500",729918,Small studio,9/1/2022,,46 m²,Partly,4,Low-energy,1.0,429.47,593.72,439.47,420.44,320.34,450.26,320.19,168.85,825.59,243.46,Prague - Vokovice,50.09832,14.35548,B,Very good,,,,,,,,1.0,,,1.0,,,
"CZK 14,000","CZK 3,200","CZK 30,000",519071,Studio,8/26/2022,Personal,35 m²,Fully furnished,1,Brick,,270.8,465.97,462.71,505.95,362.97,524.87,359.82,260.66,144.15,249.62,Prague - Hostivař,50.0514172,14.5222681,B,New-build,,,,Up to 10 years,,Distance,Standard,,,,,1.0,,
"CZK 21,900","CZK 3,783","CZK 40,000",728853,2+kk,10/1/2022,,65 m²,Fully furnished,9,Brick,1.0,187.61,796.91,219.72,789.56,413.49,693.0,349.3,774.1,429.2,512.14,Prague - Kamýk,50.01897,14.43788,G,New-build,,1.0,,,,,,,,,,1.0,,
"CZK 18,000","CZK 3,000","CZK 12,000",705090,Studio,7/15/2022,Cooperative,31 m²,Fully furnished,1,Brick,,113.34,289.06,83.65,400.81,17.89,95.25,270.37,279.09,374.04,331.65,"Sokolovská, Prague - Karlín",50.0925008,14.4438167,C,Very good,,,,Up to 10 years,Complete,Central,Luxurious,,,,,,,
"CZK 13,500","CZK 3,700","CZK 13,000",729900,Studio,8/15/2022,,28 m²,Fully furnished,2,Brick,1.0,303.19,807.71,152.21,787.08,450.7,811.76,945.04,463.1,409.62,412.95,Prague - Hostivař,50.05456,14.52654,B,New-build,,,,,,,,,1.0,,1.0,,,
"CZK 21,000","CZK 3,000","CZK 21,000",703730,2+kk,9/1/2022,Cooperative,47 m²,Fully furnished,5,Brick,1.0,138.12,339.19,73.34,545.9,50.64,130.55,131.69,140.41,506.35,322.32,"Vítkova, Prague - Karlín",50.09182,14.44512,C,Very good,1.0,,,10 to 30 years,Complete,Central,Standard,,,,1.0,,,
"CZK 17,000","CZK 4,000","CZK 34,000",729326,2+kk,8/9/2022,,55 m²,Partly,3,Prefab concrete,1.0,244.31,1139.36,535.55,3749.24,225.17,512.26,929.55,3171.89,1088.17,286.69,Prague - Dolní Měcholupy,50.06691,14.55204,G,New-build,1.0,,,Up to 10 years,,Central,,,1.0,,,,,
"CZK 22,200","CZK 3,800","CZK 26,000",657252,2+kk,11/1/2022,Cooperative,50 m²,Fully furnished,4,Brick,1.0,133.15,481.82,43.42,82.77,46.47,54.1,409.65,568.09,3.58,537.27,"Křižíkova, Prague - Karlín",50.09258,14.45368,G,Very good,,,,,,,,,,,1.0,,,
"CZK 15,000","CZK 2,200","CZK 40,000",545848,2 bedroom,8/1/2022,Cooperative,49 m²,Partly,1,Brick,,173.27,1025.47,133.71,559.96,129.28,588.5,460.88,303.16,221.32,257.05,Prague - Libeň,50.1072306,14.4876828,C,Very good,,,,,Complete,Gas boiler,,,,,,,,
"CZK 12,000","CZK 2,000","CZK 15,000",729866,Studio,9/1/2022,,27 m²,Partly,3,Low-energy,1.0,460.69,1227.11,353.33,1152.22,692.53,498.0,726.68,602.43,1156.87,115.57,Prague - Střížkov,50.13108,14.49209,B,New-build,1.0,,,,,,,,1.0,,1.0,,,
"CZK 13,500","CZK 3,000","CZK 27,000",502005,1 bedroom,11/1/2022,Personal,42 m²,Partly,3,Brick,1.0,459.8,1110.86,502.7,1501.69,570.24,539.31,601.66,1224.16,499.64,481.65,"Ve Slatinách, Prague - Záběhlice",50.0566862,14.4888899,C,Very good,1.0,,,Up to 10 years,,,Standard,,,,1.0,,,
"CZK 13,600",CZK 700,"CZK 14,300",729856,2 bedroom,8/14/2022,,54 m²,Unfurnished,,Brick,,40.93,198.52,62.04,554.48,113.39,283.91,131.16,351.89,510.24,156.24,Prague - Smíchov,50.067,14.3991,E,Good,,,,,,,,,,1.0,,,,
"CZK 8,500",CZK 500,"CZK 3,000",491568,3+kk,8/22/2022,Other,12 m²,Fully furnished,10,Prefab concrete,1.0,64.8,576.84,139.85,1549.89,337.01,577.64,489.17,495.03,331.36,261.09,Prague - Chodov,50.036257,14.508483,,Good,,,,,,Central,,,,,,,,
"CZK 17,000","CZK 4,100","CZK 34,000",729826,3+1,8/14/2022,,71 m²,Unfurnished,5,Prefab concrete,,319.61,427.94,124.9,498.07,291.38,441.9,626.7,942.06,1028.81,293.48,Prague - Troja,50.12653,14.42324,G,Good,,,1.0,,,,,,,,,,,
"CZK 21,000","CZK 6,000","CZK 30,000",729790,3+kk,8/14/2022,,70 m²,Unfurnished,1,Prefab concrete,1.0,180.86,791.15,144.81,333.58,152.3,335.74,327.57,155.24,1693.35,211.14,Prague - Stodůlky,50.04967,14.35043,G,Very good,1.0,1.0,,,,,,,,,1.0,,,
"CZK 11,000","CZK 2,000","CZK 11,000",539202,Studio,9/1/2022,Personal,40 m²,Partly,3,Brick,,106.7,1582.57,758.41,966.99,749.35,746.68,500.95,640.15,2235.11,368.11,"Ve žlíbku, Prague - Horní Počernice",50.1089946,14.6244569,B,Very good,,,,,,Electric boiler,,,,,,,,
"CZK 17,000","CZK 5,400","CZK 17,000",588609,3+1,9/1/2022,Personal,82 m²,Partly,2,Brick,,106.81,1582.69,758.53,967.11,749.47,746.79,501.07,640.27,2235.23,368.23,"Ve žlíbku, Prague - Horní Počernice",50.108993,14.624449,B,Very good,1.0,,,,,Gas boiler,,,,,,,,
"CZK 26,500","CZK 3,500","CZK 30,000",548160,2 bedroom,8/15/2022,Personal,110 m²,Fully furnished,4,Brick,1.0,407.62,349.96,257.83,429.22,140.85,425.87,231.71,489.78,761.34,258.0,Prague - Vinohrady,50.0806157,14.4526379,,Very good,1.0,1.0,1.0,Up to 10 years,Complete,Gas boiler,Luxurious,,,,1.0,,,
"CZK 15,000","CZK 3,250","CZK 25,000",729804,Studio,9/5/2022,,30 m²,Partly,3,Brick,,65.18,330.36,94.75,1399.13,191.72,254.33,1340.34,847.08,615.53,945.83,Prague - Smíchov,50.06024,14.41018,G,Very good,1.0,,,,,,,,,,,,,
"CZK 11,000","CZK 4,000","CZK 11,000",729801,Studio,10/1/2022,,27 m²,Partly,4,Brick,1.0,338.16,922.53,683.97,787.42,808.57,379.1,480.13,748.05,1280.49,389.82,Prague - Horní Měcholupy,50.04028,14.56921,A,New-build,1.0,,,,,,,,1.0,,1.0,,,
"CZK 20,000","CZK 4,000","CZK 24,000",705384,3+kk,2/15/2022,Personal,75 m²,Fully furnished,2,Brick,,272.1,1377.98,392.94,1930.03,584.1,1489.38,575.79,693.36,273.1,292.28,"Rakovnická, Prague - Ruzyně",50.0861644,14.3218614,G,Very good,,1.0,1.0,,,,,,,,,,,
"CZK 12,000","CZK 4,000","CZK 16,000",650717,Small studio,10/1/2022,Personal,30 m²,Partly,6,Brick,1.0,349.58,234.04,223.77,218.5,52.59,230.0,887.25,767.38,602.37,191.58,"Kamelova, Prague - Záběhlice",50.053693,14.51509,B,Very good,,,,Up to 10 years,,Distance,Standard,,1.0,,,1.0,,
"CZK 14,500","CZK 5,000","CZK 19,500",720668,2+kk,8/14/2022,Personal,45 m²,Partly,,Brick,,119.95,431.06,322.14,677.14,64.36,453.23,325.03,553.24,462.77,192.45,Prague - Žižkov,50.09483,14.49518,D,Good,,,,,,,,,,,,,,
"CZK 15,900","CZK 2,800","CZK 25,000",728521,Studio,8/3/2022,,40 m²,Partly,2,Brick,,138.36,154.26,257.27,2591.54,678.76,241.17,1890.72,330.89,686.21,0.47,Prague - Ďáblice,50.14425,14.48322,A,New-build,,1.0,,,,Electric boiler,,,1.0,,,1.0,,
"CZK 13,500","CZK 2,500",CZK 0,451453,4+kk,11/1/2022,Personal,25 m²,Fully furnished,1,Brick,1.0,162.87,669.15,307.6,738.52,0.72,352.26,230.38,221.64,673.67,213.34,"Pernerova, Prague - Karlín",50.0893256,14.4450233,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,000","CZK 32,000",729191,2+kk,8/9/2022,,51 m²,Unfurnished,1,Brick,1.0,237.87,955.04,102.87,880.14,539.59,387.45,454.6,331.19,1070.89,122.94,Prague - Střížkov,50.12962,14.4931,C,New-build,,,1.0,,,,,,,,,,,
"CZK 17,900",CZK 0,"CZK 17,900",594058,2+kk,8/9/2022,Personal,46 m²,Partly,2,Prefab concrete,,257.54,337.71,751.77,963.98,478.77,823.83,405.65,1042.81,2237.1,283.15,"K Rovinám, Prague - Jinonice",50.052495,14.365057,B,Very good,,,,,Complete,Central,Standard,,,,,,,
"CZK 21,000","CZK 3,700","CZK 21,000",729772,2+kk,9/1/2022,,55 m²,Fully furnished,1,Brick,1.0,99.38,619.05,58.38,314.47,74.91,323.02,637.72,719.51,315.15,363.17,Prague - Holešovice,50.10461,14.45394,B,New-build,1.0,1.0,,,,,,,1.0,,1.0,,,
"CZK 13,500","CZK 3,900","CZK 20,000",729754,Studio,8/13/2022,Personal,32 m²,Fully furnished,2,Brick,1.0,316.32,1158.31,607.56,3768.19,297.19,584.27,941.78,3190.85,1111.36,311.61,Prague - Dolní Měcholupy,50.06689,14.55286,C,New-build,1.0,,,Up to 10 years,Complete,Central,Standard,,1.0,,,,,
"CZK 14,999","CZK 5,000","CZK 30,000",284845,3+1,,Personal,75 m²,Fully furnished,,Brick,,147.22,108.13,162.83,574.38,244.0,78.72,238.0,837.51,1013.85,448.35,"Lipí, Prague - Horní Počernice",50.1148176,14.6115998,,,,,,,,,,,,,,,,
"CZK 22,895","CZK 4,974","CZK 40,000",520606,2+kk,8/17/2022,Personal,61 m²,Fully furnished,2,Brick,1.0,266.74,130.97,156.48,1599.96,103.61,1031.33,1142.37,733.92,914.21,118.49,Prague - Stodůlky,50.045754631723,14.302769103705,B,New-build,1.0,,,Up to 10 years,Complete,Central,Luxurious,,1.0,,,,,
"CZK 14,000","CZK 3,500","CZK 10,000",572808,1 bedroom,10/1/2022,Personal,48 m²,Partly,,Brick,,593.42,1563.03,985.96,1497.87,902.07,1539.96,1115.46,854.83,2677.62,641.14,"V Podhoří, Prague - Troja",50.1277983,14.4032229,C,,,1.0,,,,,,,,,1.0,,,
"CZK 15,000","CZK 2,500","CZK 10,000",355657,Studio,10/1/2022,Personal,31 m²,Fully furnished,6,Prefab concrete,1.0,116.53,539.22,323.54,628.53,89.16,929.12,412.29,436.2,125.33,160.97,"Topolová, Prague - Záběhlice",50.056367,14.5081821,C,Very good,,,,Up to 10 years,Complete,Electric boiler,Standard,,1.0,,,,,
