Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,Age,Heating,Total number of floors,Renovation,PENB,Design,Front garden,New building,Administration fee,Developer name,Project name,Kód jednotky
712652,"CZK 13,000",50.02923,14.48587,"Petýrkova, Prague - Chodov",2 bedroom with open-plan kitchen,71 m²,"CZK 3,800",Furnished,6,No,No,No,Yes,No,Yes,No,02. 04. 2022,252,431,162,595,403,325,455,608,576,198,Good,"CZK 33,600",Personal,Prefab concrete building,,,,,G,,,,,,,
516267,"CZK 16,900",50.0067804,14.4354836,Prague - Modřany,2 bedroom with open-plan kitchen,64 m²,"CZK 5,500",Furnished,8,Yes,No,Yes,No,No,Yes,No,01. 01. 1970,245,"1,432",771,"1,421",406,"1,249",897,332,705,154,Excellent,"CZK 30,000",Personal,Prefab concrete building,1 to 10 years years,District heating,Middle floor,Overall,C,Premium materials and solutions,,,,,,
443850,"CZK 12,500",50.0517995,14.3653519,"Polívkova, Prague - Jinonice",1 bedroom with open-plan kitchen,45 m²,"CZK 4,000",Unfurnished,2,No,No,No,No,No,No,No,,245,401,719,361,790,326,"1,046",459,201,,,"CZK 12,500",Personal,Prefab concrete building,,District heating,Middle floor,,,,,,,,,
640142,"CZK 1,000",50.104144,14.549458,"Kukelská, Prague - Hloubětín",2 bedroom,107 m²,"CZK 3,900",Furnished,5,Yes,No,Yes,No,Yes,Yes,No,07. 04. 2022,137,942,134,960,611,909,186,827,731,76,Good,,Personal,Prefab concrete building,,,,,G,,,,,,,
446124,"CZK 19,500",50.0058372,14.4149292,"Soukalova, Prague - Modřany",1 bedroom with open-plan kitchen,49 m²,"CZK 3,500",Unfurnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 03. 2022,246,257,379,339,405,40,617,740,869,72,,"CZK 19,500",Personal,Brick building,1 to 10 years years,District heating,Middle floor,,B,Premium materials and solutions,,Yes,,,,
671001,"CZK 17,000",50.10294,14.55224,"Sklenská, Prague - Kyje",1 bedroom with open-plan kitchen,56 m²,"CZK 4,000",Furnished,1,Yes,No,No,No,Yes,Yes,No,01. 05. 2022,259,742,402,"1,228",354,643,425,"1,074",601,344,Excellent,"CZK 17,000",Personal,Other,1 to 10 years years,District heating,Middle floor,,B,Standard materials and solutions,,,,,,
713261,"CZK 14,500",50.13373,14.51058,"Chlebovická, Prague - Letňany",1 bedroom with open-plan kitchen,45 m²,"CZK 3,000",Furnished,10,No,No,Yes,No,No,Yes,No,01. 05. 2022,97,753,403,335,416,420,281,383,249,43,New build,"CZK 14,500",Personal,Brick building,,,,,C,,,,,,,
556880,"CZK 25,500",50.0775372,14.4192713,"Karlovo náměstí, Prague - Nové Město",3 bedroom,83 m²,"CZK 6,500",Partially furnished,3,No,No,No,No,No,Yes,No,01. 07. 2022,76,276,60,33,22,244,199,387,508,418,Good,"CZK 30,000",Personal,Brick building,,Central heating,Middle floor,,D,,,,,,,
713109,"CZK 18,000",50.10684,14.60743,"Bříšťanská, Prague - Horní Počernice",3 bedroom,115 m²,"CZK 6,000",Furnished,1,Yes,No,No,No,Yes,No,No,07. 04. 2022,286,"1,098","1,057",349,886,283,,,,,Excellent,"CZK 45,000",Personal,Brick building,,,,,C,,,,,,,
448384,"CZK 16,500",50.0453146,14.5146362,"Přeštická, Prague - Hostivař",1 bedroom with open-plan kitchen,85 m²,"CZK 4,000",Furnished,8,No,Yes,No,Yes,No,Yes,No,01. 05. 2022,165,329,302,291,"1,060",398,"1,325",135,,,,"CZK 20,000",Personal,Brick building,,District heating,Top floor,,,Standard materials and solutions,,,,,,
713205,"CZK 28,000",50.08554,14.44835,"Blahníkova, Prague - Žižkov",2 bedroom with open-plan kitchen,85 m²,"CZK 1,600",Partially furnished,5,No,No,No,No,No,No,No,01. 06. 2022,237,333,118,340,77,301,68,161,205,648,New build,"CZK 40,000",Personal,Brick building,,,,,C,,,,,,,
713199,"CZK 9,990",50.10572333333,14.547835,"Rochovská, Prague - Hloubětín",Studio,29 m²,"CZK 1,646",Furnished,2,No,No,No,No,No,Yes,No,,124,832,279,864,474,918,287,590,958,217,Excellent,"CZK 11,636",Personal,Prefab concrete building,,,,,B,,,,"CZK 11,636

                                
                                
                
i",,,
713192,"CZK 14,000",50.05011,14.54659,"Tenisová, Prague - Hostivař",1 bedroom with open-plan kitchen,45 m²,"CZK 3,195",Partially furnished,14,No,No,Yes,Yes,No,Yes,No,07. 04. 2022,271,269,294,275,118,704,235,586,174,,Excellent,"CZK 27,000",Personal,Prefab concrete building,,Gas boiler,Top floor,Overall,G,,,,,,,
571007,"CZK 14,000",50.0480462,14.4424127,"Humpolecká, Prague - Krč",1 bedroom with open-plan kitchen,40 m²,"CZK 2,000",Partially furnished,3,No,No,Yes,No,No,No,No,01. 05. 2022,166,180,105,363,172,320,435,773,521,343,Excellent,"CZK 20,000",Personal,Brick building,10 to 30 years years,Gas boiler,Middle floor,Overall,C,Standard materials and solutions,,,,,,
713155,"CZK 23,000",50.07849,14.45635,"Přemyslovská, Prague - Vinohrady",2 bedroom,82 m²,"CZK 1,200",Partially furnished,6,No,No,No,No,No,Yes,No,11. 04. 2022,127,336,85,145,47,342,467,581,922,219,Excellent,"CZK 23,000",Cooperative,Brick building,,,,,G,,,,,,,
466224,"CZK 13,000",50.0855445,14.3729816,"Mládeže, Prague - Břevnov",1 bedroom with open-plan kitchen,42 m²,"CZK 3,000",Partially furnished,3,No,No,Yes,No,No,No,No,30. 04. 2022,229,745,314,504,225,206,234,245,512,394,,"CZK 16,000",Personal,Brick building,,,,,,,,,,,,
712506,"CZK 35,000",50.0762,14.44983,"Slezská, Prague - Vinohrady",3 bedroom,95 m²,"CZK 5,000",Furnished,1,No,No,Yes,No,No,No,No,01. 05. 2022,144,329,135,144,57,216,290,180,632,156,Excellent,"CZK 30,000",Personal,Brick building,,,,,E,,,,,,,
661029,"CZK 6,000",50.068585,14.4713735,"Vladivostocká, Prague - Vršovice",Small studio,20 m²,"CZK 3,000",Furnished,3,No,No,No,No,No,Yes,No,03. 05. 2021,137,233,164,167,282,552,245,363,313,352,Excellent,"CZK 9,000",,Other,,District heating,Middle floor,,D,Standard materials and solutions,,,,,,
430813,"CZK 19,900",50.1262741,14.4319591,"Velká skála, Prague - Troja",2 bedroom with open-plan kitchen,80 m²,"CZK 5,000",Partially furnished,2,No,Yes,No,No,Yes,No,No,01. 04. 2022,361,626,69,"1,243",574,"1,042",547,475,481,469,Excellent,"CZK 35,000",Personal,Brick building,,District heating,,,A,,,,,,,
713095,"CZK 11,500",50.02428,14.51511,"Ke Kateřinkám, Prague - Chodov",Studio,42 m²,"CZK 3,900",Furnished,2,No,No,Yes,No,No,Yes,No,01. 05. 2022,14,969,166,"1,452",268,216,136,524,"1,472",265,Excellent,"CZK 20,000",Personal,Prefab concrete building,,,,,G,,,,,,,
712448,"CZK 16,000",50.04115,14.56562,"Janovská, Prague - Horní Měcholupy",2 bedroom with open-plan kitchen,67 m²,"CZK 4,000",Partially furnished,2,No,No,Yes,Yes,No,Yes,No,01. 07. 2022,176,602,276,414,330,131,264,273,997,316,Good,,Personal,Prefab concrete building,,,,,G,,,,,,,
587162,"CZK 14,000",50.043447,14.454778,"Pelhřimovská, Prague - Michle",Studio,57 m²,CZK 600,Partially furnished,5,No,Yes,No,No,No,No,No,01. 05. 2022,183,789,420,473,89,245,193,614,700,165,Excellent,"CZK 14,000",Personal,Brick building,,Other,,,D,,,,,,,
584586,"CZK 38,000",50.105532,14.392401,"Nikoly Tesly, Prague - Dejvice",2 bedroom,92 m²,"CZK 2,000",Furnished,4,Yes,No,No,No,No,Yes,No,01. 06. 2022,239,994,265,389,186,190,442,489,776,345,Excellent,"CZK 50,000",Personal,Brick building,1 to 10 years years,Central heating,Middle floor,Overall,G,Standard materials and solutions,,,,,,
616335,"CZK 47,000",50.104941,14.371193,Prague - Dejvice,4 bedroom,150 m²,"CZK 7,000",Partially furnished,1,Yes,Yes,No,No,No,No,No,01. 05. 2022,182,"1,435",159,"1,072",168,149,446,579,420,195,Excellent,"CZK 50,000",Personal,Brick building,,Gas boiler,Raised ground floor,Overall,A,Premium materials and solutions,150 m²,,,,,
712211,"CZK 23,000",50.07286,14.43954,"Záhřebská, Prague - Vinohrady",2 bedroom,58 m²,CZK 550,Partially furnished,6,Yes,Yes,No,No,No,No,No,01. 05. 2022,201,358,94,578,109,482,159,401,728,541,Excellent,"CZK 22,000",Personal,Brick building,,Gas boiler,,,G,,,,,,,
518153,"CZK 12,000",50.1193528,14.4614637,Prague - Libeň,2 bedroom,53 m²,CZK 800,Unfurnished,-1,No,No,No,No,No,No,No,01. 06. 2022,139,159,174,608,272,210,849,528,"1,037",595,,"CZK 20,000",Personal,Brick building,,,,,,,,,,,,
184951,"CZK 23,000",50.0416085,14.4283705,"U družstva Práce, Prague - Braník",3 bedroom,100 m²,"CZK 5,000",Unfurnished,2,No,No,No,Yes,No,No,No,31. 05. 2022,326,"1,141",338,980,237,"1,204",939,470,666,427,Good,,Personal,Brick building,,Gas boiler,Middle floor,,,,,,,,,
494972,"CZK 22,000",50.0886626,14.4840047,"Olgy Havlové, Prague - Žižkov",2 bedroom with open-plan kitchen,74 m²,"CZK 6,300",Unfurnished,2,Yes,No,No,No,No,No,No,01. 05. 2022,389,818,431,631,145,673,498,365,363,121,,,Personal,Brick building,,,,,B,,,,,,,
354702,"CZK 16,500",50.0887467765,14.4096580943,"U lužického semináře, Prague - Malá Strana",1 bedroom with open-plan kitchen,45 m²,"CZK 1,000",Partially furnished,2,No,Yes,No,No,No,No,No,01. 06. 2022,307,449,122,428,10,727,485,332,967,185,Excellent,"CZK 35,000",Personal,Brick building,,Gas boiler,Middle floor,Overall,G,Standard materials and solutions,,,,,,
712182,"CZK 18,500",50.09333,14.44922,"Sokolovská, Prague - Karlín",1 bedroom with open-plan kitchen,54 m²,,Furnished,5,No,No,Yes,No,No,Yes,No,01. 05. 2022,102,101,146,164,17,266,443,"1,402",421,147,Excellent,"CZK 18,500",Cooperative,Brick building,,Central heating,,,G,,,,,,,
578495,"CZK 17,000",50.151005,14.536383,"Vrátenská, Prague - Miškovice",1 bedroom with open-plan kitchen,52 m²,"CZK 5,500",Furnished,2,Yes,No,No,No,No,No,No,25. 04. 2022,615,"1,408",706,812,484,"1,495","1,407",943,,,New build,"CZK 34,000",Personal,Brick building,1 to 10 years years,Gas boiler,Middle floor,,C,Standard materials and solutions,,,,,,
712911,"CZK 14,990",50.04725,14.32024222222,"Kettnerova, Prague - Stodůlky",1 bedroom with open-plan kitchen,46 m²,"CZK 4,189",Partially furnished,4,No,No,Yes,Yes,No,Yes,No,,198,"1,133",368,379,625,371,706,67,627,39,Excellent,"CZK 19,179",Personal,Prefab concrete building,,,,,C,,,,"CZK 19,179

                                
                                
                
i",,,
326108,"CZK 25,980",49.98316135,14.36402275,"Tachovská, Prague - Radotín",4 bedroom with open-plan kitchen,124 m²,"CZK 8,980",Furnished,4,No,No,Yes,Yes,Yes,No,Yes,04. 05. 2022,169,642,168,234,192,160,425,833,650,251,Excellent,CZK 123,Personal,Brick building,1 to 10 years years,Gas boiler,Middle floor,Interior,B,Premium materials and solutions,,,,,,
712894,"CZK 18,000",50.0744,14.50464,Prague - Strašnice,1 bedroom with open-plan kitchen,76 m²,"CZK 2,000",Furnished,3,Yes,No,No,No,No,Yes,No,02. 05. 2022,225,"1,146",268,"1,059",536,955,321,714,"1,128",468,Excellent,"CZK 40,000",Personal,Other,10 to 30 years years,Gas boiler,Middle floor,Overall,C,Premium materials and solutions,,,,,,
712896,"CZK 12,990",50.12419944444,14.48515805555,"Teplická, Prague - Střížkov",1 bedroom with open-plan kitchen,41 m²,"CZK 2,290",Unfurnished,4,Yes,No,Yes,No,No,Yes,No,,123,"1,187",163,"1,125",250,459,241,204,211,152,Excellent,"CZK 15,280",Personal,Prefab concrete building,,,,,G,,,,"CZK 15,280

                                
                                
                
i",,,
712876,"CZK 11,900",50.05454,14.4196,"Podolská, Prague - Podolí",Studio,24 m²,"CZK 4,500",Partially furnished,2,No,No,No,No,No,Yes,No,01. 05. 2022,220,619,96,401,134,598,382,"1,010",137,79,Excellent,"CZK 11,900",Personal,Brick building,,,,,G,,,,,,,
617411,"CZK 17,000",50.100593,14.488647,"Novovysočanská, Prague - Vysočany",2 bedroom,51 m²,CZK 500,Partially furnished,3,No,No,No,No,No,No,No,01. 04. 2022,9,"1,082",6,933,86,"1,250",154,209,467,248,Excellent,"CZK 35,000",Personal,Brick building,1 to 10 years years,Other,Middle floor,Overall,G,Premium materials and solutions,,,,,,
596800,"CZK 11,500",50.100593,14.488647,"Novovysočanská, Prague - Vysočany",Studio,29 m²,CZK 490,Partially furnished,,No,No,Yes,No,No,No,No,01. 05. 2022,9,"1,082",6,933,86,"1,250",154,209,467,248,Excellent,"CZK 23,980",Personal,Brick building,1 to 10 years years,Other,Raised ground floor,Overall,G,,,,,,,
537538,"CZK 65,000",50.0794233,14.3794742,"Atletická, Prague - Břevnov",2 bedroom with open-plan kitchen,100 m²,"CZK 15,000",Furnished,1,Yes,Yes,Yes,No,Yes,No,Yes,01. 04. 2022,302,"1,223",778,"1,104",193,"1,214","1,134",989,377,610,,"CZK 70,000",,Other,,,,,,Premium materials and solutions,50 m²,,,,,
629592,"CZK 14,000",50.054874,14.525425,"Rychtáře Petříka, Prague - Hostivař",1 bedroom with open-plan kitchen,52 m²,"CZK 3,000",Partially furnished,3,No,No,Yes,Yes,Yes,Yes,No,01. 07. 2022,287,755,238,717,532,759,"1,182",642,491,399,New build,"CZK 28,000",Personal,Brick building,,District heating,Middle floor,,B,Standard materials and solutions,6 m²,Yes,,,,
630182,"CZK 17,500",50.055756,14.433425,"Dačického, Prague - Nusle",1 bedroom with open-plan kitchen,54 m²,"CZK 1,400",Partially furnished,2,No,No,Yes,Yes,No,Yes,No,15. 05. 2022,86,"1,182",26,252,263,280,586,312,216,97,Excellent,"CZK 17,500",Personal,Brick building,over 50 years years,Gas boiler,Middle floor,Overall,C,Standard materials and solutions,,,,,,
576216,"CZK 31,000",50.0737075,14.4374755,"Uruguayská, Prague - Vinohrady",3 bedroom,104 m²,CZK 900,Partially furnished,1,Yes,No,No,No,No,Yes,No,04. 04. 2022,193,394,107,354,76,271,273,479,833,674,Excellent,"CZK 31,000",Personal,Brick building,,Electric boiler,Middle floor,Overall,G,Premium materials and solutions,,,,,,
661945,"CZK 20,950",50.06164,14.36178,"Naskové, Prague - Košíře",1 bedroom with open-plan kitchen,54 m²,"CZK 3,950",Partially furnished,5,Yes,Yes,Yes,No,Yes,Yes,Yes,30. 06. 2022,449,"1,154","1,147",965,"1,241",791,422,"1,082",653,,New build,"CZK 39,990",Personal,Brick building,1 to 10 years years,,,,A,,,Yes,,,,
704205,"CZK 20,500",50.01239,14.40096,"Vrátnická, Prague - Modřany",1 bedroom with open-plan kitchen,60 m²,"CZK 3,100",Partially furnished,3,Yes,No,No,No,No,Yes,Yes,01. 04. 2022,426,"1,386",854,"1,481",703,"1,184","1,052","1,135",638,379,New build,"CZK 30,000",Personal,Low-energy building,1 to 10 years years,Central heating,Middle floor,,B,,,,,,,
588993,"CZK 25,349",50.0776403,14.4264665,"Ve Smečkách, Prague - Nové Město",2 bedroom,96 m²,"CZK 3,000",Partially furnished,2,No,No,No,No,No,Yes,Yes,01. 05. 2022,58,717,48,249,118,148,273,391,191,297,Excellent,"CZK 25,000",Personal,Brick building,1 to 10 years years,Gas boiler,Middle floor,Overall,G,Premium materials and solutions,,,,,,
712768,"CZK 12,000",50.10941,14.31908,"Sichrovského, Prague - Nebušice",1 bedroom with open-plan kitchen,55 m²,"CZK 4,500",Partially furnished,,No,No,No,No,No,No,No,04. 04. 2022,402,710,754,390,"1,064","1,100",624,,,,Excellent,"CZK 24,000",Personal,Other,,,,,B,,,,,,,
222383,"CZK 24,000",50.0792487,14.4494301,Prague - Vinohrady,2 bedroom,104 m²,"CZK 3,000",Partially furnished,5,No,No,Yes,Yes,No,Yes,No,01. 05. 2022,271,335,101,334,95,363,204,204,554,231,Excellent,"CZK 23,000",Personal,Brick building,1 to 10 years years,Electric boiler,Middle floor,Overall,,Standard materials and solutions,,,,,,
712745,"CZK 20,000",50.01912,14.40123,"Šífařská, Prague - Hodkovičky",1 bedroom with open-plan kitchen,77 m²,"CZK 4,000",Furnished,4,No,Yes,Yes,No,No,Yes,Yes,01. 06. 2022,458,543,"1,446",669,"1,397",,,,,,New build,"CZK 24,000",Personal,Brick building,,,,,B,,,,,,,
379854,"CZK 11,400",50.0443978,14.5658065,"Na křečku, Prague - Horní Měcholupy",Studio,33 m²,"CZK 3,500",Partially furnished,4,Yes,No,No,No,No,No,No,11. 04. 2022,65,792,637,749,429,227,603,484,904,281,New build,"CZK 22,000",Personal,Brick building,1 to 10 years years,District heating,Middle floor,,C,,,Yes,,,,
473911,"CZK 9,000",50.1353543,14.54159,"Toužimská, Prague - Kbely",Studio,26 m²,"CZK 3,500",Partially furnished,1,No,Yes,Yes,No,No,No,Yes,,136,654,773,675,907,546,546,565,806,,Excellent,"CZK 12,500",Personal,Brick building,1 to 10 years years,Gas boiler,Ground floor,,,Standard materials and solutions,18 m²,,,,,
645848,"CZK 19,000",50.121135,14.463286,"Na Okrouhlíku, Prague - Libeň",3 bedroom,71 m²,"CZK 3,900",Furnished,2,Yes,No,No,No,No,No,No,09. 05. 2022,373,344,395,681,492,430,559,227,660,301,Excellent,"CZK 22,900",Personal,Brick building,,Gas boiler,Middle floor,Overall,C,Standard materials and solutions,,,,,,
712751,"CZK 23,000",50.08737,14.34416,"Brunclíkova, Prague - Břevnov",2 bedroom,57 m²,"CZK 4,500",Partially furnished,6,No,No,Yes,No,No,No,No,05. 04. 2022,139,487,135,200,183,218,300,184,704,68,Excellent,"CZK 30,000",Personal,Prefab concrete building,10 to 30 years years,District heating,Middle floor,Interior,E,Standard materials and solutions,,,,,,
668168,"CZK 7,800",50.12657,14.56602,"K Lindě, Prague - Satalice",Small studio,16 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,115,698,677,2,"1,402",790,815,667,763,,New build,"CZK 8,000",Personal,Brick building,,,,,G,,,,,,,
649051,"CZK 11,000",50.126573,14.566015,"K Lindě, Prague - Satalice",1 bedroom with open-plan kitchen,54 m²,"CZK 4,000",Furnished,2,No,No,No,No,Yes,No,No,04. 04. 2022,115,699,678,2,"1,402",790,815,667,763,,Excellent,"CZK 11,000",Personal,Brick building,,,,,G,,,,,,,
699045,"CZK 16,000",50.04112,14.56669,"Hornoměcholupská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,45 m²,"CZK 4,000",Furnished,5,Yes,No,No,No,Yes,Yes,Yes,24. 01. 2022,82,709,316,521,441,224,371,380,"1,105",307,New build,"CZK 40,000",Personal,Brick building,1 to 10 years years,,,,A,,,,,,,
425445,"CZK 12,000",50.0582532,14.44353,"Na Jezerce, Prague - Nusle",Small studio,22 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,No,No,01. 07. 2022,96,"1,112",343,721,186,792,491,465,675,180,Excellent,"CZK 14,000",Personal,Brick building,1 to 10 years years,,,Overall,,,,,,,,
413854,"CZK 13,000",50.0652691,14.5053347,"Na Padesátém, Prague - Strašnice",1 bedroom with open-plan kitchen,57 m²,"CZK 8,200",,4,No,No,Yes,No,No,No,No,03. 04. 2022,99,"1,101",484,776,320,535,595,575,746,424,Excellent,"CZK 13,000",Personal,Prefab concrete building,,District heating,Top floor,,C,Standard materials and solutions,,,,,,
517158,"CZK 30,000",50.101426,14.3708397,Prague - Dejvice,3 bedroom,85 m²,"CZK 6,000",Unfurnished,3,Yes,No,No,Yes,No,No,No,13. 04. 2022,295,930,440,566,439,345,742,855,774,312,,"CZK 60,000",Personal,Brick building,,Gas boiler,Attic,,G,,,,,,,
704234,"CZK 20,000",50.09782,14.36655,"Kladenská, Prague - Vokovice",1 bedroom with open-plan kitchen,50 m²,"CZK 3,000",Partially furnished,3,No,No,Yes,No,No,No,No,01. 04. 2022,459,383,480,389,33,259,773,611,901,105,Excellent,"CZK 40,000",Personal,Brick building,,Gas boiler,Middle floor,Overall,G,Premium materials and solutions,,,,,,
712057,"CZK 16,500",50.02426,14.52633,"Loosova, Prague - Háje",1 bedroom with open-plan kitchen,50 m²,"CZK 3,600",Partially furnished,3,Yes,No,Yes,No,No,Yes,Yes,30. 03. 2022,514,"1,282",576,977,362,838,360,777,"1,073",198,New build,"CZK 33,000",Personal,Brick building,1 to 10 years years,District heating,Middle floor,,B,Standard materials and solutions,,,,,,
577787,"CZK 24,000",50.0724568,14.3936394,"Plzenska, Prague - Smíchov",2 bedroom with open-plan kitchen,63 m²,"CZK 3,000",Furnished,3,No,No,No,No,No,Yes,No,30. 03. 2020,42,872,179,563,167,692,172,998,907,294,Excellent,,Personal,Brick building,1 to 10 years years,Central heating,Middle floor,Overall,C,Premium materials and solutions,,,,,,
584668,"CZK 10,700",50.046155,14.48968,"Svojšovická, Prague - Záběhlice",Studio,28 m²,"CZK 3,300",Furnished,4,No,No,Yes,No,Yes,Yes,No,12. 08. 2021,175,298,407,344,298,450,770,"1,338",363,,Excellent,"CZK 14,000",Personal,Brick building,30 to 50 years years,District heating,Middle floor,Interior,G,Standard materials and solutions,,,,,,
558127,"CZK 13,000",50.0846007,14.362892,"Patočkova, Prague - Břevnov",2 bedroom,52 m²,"CZK 3,500",Partially furnished,3,No,No,No,No,No,No,No,29. 04. 2019,151,143,206,229,267,233,280,632,234,498,,"CZK 28,000",Cooperative,Brick building,,,Middle floor,,,,,,,,,
711933,"CZK 11,500",50.0651668,14.4575002,"Přípotoční, Prague - Vršovice",1 bedroom with open-plan kitchen,42 m²,"CZK 4,000",Partially furnished,1,No,No,Yes,No,No,No,No,01. 04. 2022,217,384,196,539,210,546,311,558,252,124,Excellent,"CZK 15,000",Personal,Brick building,,,,,G,,,,,,,
252450,"CZK 11,000",50.0712944,14.4655148,"Dvacátého osmého pluku, Prague - Vršovice",1 bedroom,43 m²,"CZK 2,830",Partially furnished,2,Yes,No,No,No,No,No,No,,47,610,174,526,170,489,289,179,808,150,,"CZK 11,000",Personal,Brick building,,District heating,,,,,,,,,,
712555,"CZK 11,600",50.0632765,14.3107686,"Makovského, Prague - Řepy",1 bedroom with open-plan kitchen,43 m²,"CZK 4,400",Partially furnished,10,No,No,Yes,No,No,Yes,No,01. 05. 2022,203,276,278,327,436,433,734,681,503,,Excellent,"CZK 22,000",Personal,Prefab concrete building,,District heating,Middle floor,,G,,,,,,,
712550,"CZK 22,990",50.15683583333,14.51585,"Marie Podvalové, Prague - Čakovice",2 bedroom with open-plan kitchen,66 m²,"CZK 4,233",Partially furnished,5,Yes,No,Yes,No,Yes,Yes,No,,437,"1,160",338,266,"1,161",213,138,,,,New build,"CZK 27,223",Personal,Other,,,,,G,,,Yes,"CZK 27,223

                                
                                
                
i",,,
712532,"CZK 14,500",50.07888,14.49817,"V Úžlabině, Prague - Strašnice",2 bedroom,52 m²,"CZK 4,000",Partially furnished,4,No,No,Yes,No,No,No,No,01. 05. 2022,303,538,242,382,290,335,512,614,"1,164",118,Excellent,"CZK 14,500",Personal,Prefab concrete building,,,,,G,,,,,,,
274030,"CZK 14,000",50.0893868,14.3315494,"Naardenská, Prague - Liboc",Studio,53 m²,"CZK 3,000",Partially furnished,3,Yes,No,Yes,No,No,No,No,15. 04. 2022,407,"1,495",500,"1,099",91,"1,139","1,136",261,670,117,New build,"CZK 14,000",Personal,Brick building,1 to 10 years years,District heating,,Overall,,Premium materials and solutions,,,,,,
658146,"CZK 12,000",50.08429,14.44904,"Víta Nejedlého, Prague - Žižkov",1 bedroom,36 m²,CZK 740,Furnished,2,No,No,No,No,No,Yes,No,12. 04. 2021,301,129,59,156,50,149,149,185,228,530,Excellent,,Personal,Brick building,,Other,,,F,,,,,,,
712524,"CZK 23,990",50.09188777777,14.45656249999,"Pernerova, Prague - Karlín",2 bedroom with open-plan kitchen,80 m²,"CZK 5,089",Furnished,2,Yes,No,Yes,No,No,No,No,,480,857,233,458,177,321,219,"1,137",372,145,Excellent,"CZK 29,079",Personal,Brick building,,,,,G,,,,"CZK 29,079

                                
                                
                
i",,,
711206,"CZK 21,500",50.0739998,14.4353957,Prague - Vinohrady,Studio,38 m²,"CZK 4,500",Furnished,,Yes,Yes,No,No,No,Yes,No,01. 01. 1970,170,159,103,200,90,48,92,276,756,899,Excellent,"CZK 40,000",Personal,Brick building,1 to 10 years years,Electric boiler,Middle floor,Overall,,Premium materials and solutions,,,,,,
417903,"CZK 13,000",50.1112851,14.4976064,"Paříkova, Prague - Vysočany",Studio,43 m²,"CZK 2,500",Partially furnished,5,No,No,Yes,No,Yes,Yes,Yes,01. 04. 2022,0,514,361,282,323,164,688,754,414,408,Excellent,"CZK 16,000",Other,Brick building,10 to 30 years years,District heating,,,,Standard materials and solutions,,,,,,
611491,"CZK 25,000",50.07715,14.43733,"Anny Letenské, Prague - Vinohrady",2 bedroom,70 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,Yes,No,01. 06. 2022,77,350,186,47,70,87,225,314,365,696,Excellent,"CZK 25,000",Personal,Brick building,,Gas boiler,Middle floor,Overall,C,Standard materials and solutions,,,,,,
712420,"CZK 10,500",50.0736565,14.4926777,"Saratovská, Prague - Strašnice",1 bedroom,43 m²,CZK 600,Partially furnished,1,No,No,No,No,No,No,No,01. 04. 2022,165,314,218,196,278,208,85,524,521,313,Good,"CZK 21,000",Personal,Brick building,,,,,G,,,,,,,
241625,"CZK 15,900",50.1138957,14.4798538,"U Pekařky, Prague - Libeň",1 bedroom with open-plan kitchen,48 m²,"CZK 1,900",Partially furnished,4,Yes,Yes,Yes,No,Yes,Yes,Yes,03. 04. 2022,186,177,"1,337",331,980,"1,134","1,350",939,316,,,"CZK 25,000",Personal,Brick building,1 to 10 years years,Gas boiler,Middle floor,Overall,,Premium materials and solutions,10 m²,Yes,,,,
543933,"CZK 22,900",50.1050022,14.3961888,"Nikolaje Alexejeviče Někrasova, Prague - Bubeneč",2 bedroom,78 m²,"CZK 3,900",Partially furnished,4,Yes,Yes,Yes,Yes,Yes,Yes,No,15. 05. 2022,153,790,174,218,84,194,264,262,468,103,,"CZK 45,000",Personal,Brick building,1 to 10 years years,Gas boiler,Attic,Overall,,Premium materials and solutions,10 m²,Yes,,,,
711784,"CZK 14,000",50.0841662,14.4515896,"Seifertova, Prague - Žižkov",1 bedroom,39 m²,"CZK 2,500",Partially furnished,4,No,No,No,No,No,No,No,28. 03. 2022,83,107,13,101,33,122,299,347,363,463,Excellent,"CZK 16,500",Personal,Brick building,,,,,G,,,,,,,
118686,"CZK 30,000",50.0695036,14.3174676,"Na Fialce II, Prague - Řepy",2 bedroom with open-plan kitchen,110 m²,"CZK 7,000",Furnished,2,Yes,No,No,No,No,No,Yes,01. 06. 2022,358,"1,261",962,"1,327",648,"1,114",770,535,577,211,Excellent,"CZK 70,000",Personal,Brick building,10 to 30 years years,Gas boiler,Middle floor,,D,Premium materials and solutions,,,,,,
628389,"CZK 14,000",50.057523,14.43402,"Na Pankráci, Prague - Nusle",1 bedroom with open-plan kitchen,50 m²,"CZK 3,000",Partially furnished,3,No,No,No,No,No,Yes,No,01. 10. 2020,51,"1,274",123,153,101,246,825,380,113,352,Excellent,"CZK 28,000",Personal,Brick building,,,,,C,,,,,,,
