Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,New building,Age,Design,Heating,Total number of floors,Renovation,Front garden,Administration fee,Developer name,Project name,Kód jednotky,Investment Advisor
705951,"CZK 10,500",50.1095024,14.5594286,"Hajní, Prague - Kyje",Small studio,Excellent,27 m²,"CZK 3,500","CZK 21,000",Personal,Brick building,Furnished,3,No,No,Yes,No,No,No,No,15. 02. 2022,C,234,"1,055",228,269,"1,009",673,309,,,,,,,,,,,,,,,
705946,"CZK 9,900",50.06729,14.44463,Prague - Vršovice,Small studio,Good,28 m²,"CZK 2,600","CZK 12,500",Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,01. 03. 2022,G,391,687,114,674,120,350,336,190,0,465,,,,,,,,,,,,
705932,"CZK 10,000",50.07191,14.46059,"Tolstého, Prague - Vršovice",Studio,Excellent,30 m²,"CZK 2,000","CZK 10,500",Personal,Brick building,Partially furnished,4,No,No,No,No,No,Yes,No,10. 02. 2022,D,147,767,114,543,37,541,355,274,732,160,,,Standard materials and solutions,District heating,Middle floor,,,,,,,
705804,"CZK 6,000",50.0372335,14.5076748,"Donovalská, Prague - Chodov",2 bedroom with open-plan kitchen,Excellent,72 m²,"CZK 2,000","CZK 10,000",Personal,Prefab concrete building,Furnished,6,Yes,No,No,No,No,Yes,No,10. 02. 2022,G,91,842,183,263,420,425,414,258,142,,,,,,,,,,,,,
700216,"CZK 32,000",50.07162,14.40618,"Na Bělidle, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,75 m²,"CZK 3,000","CZK 32,000",Personal,Brick building,Furnished,5,No,Yes,Yes,No,No,Yes,Yes,01. 02. 2022,G,152,499,49,172,34,250,593,"1,073","1,203",601,Yes,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,,,,,,,
705905,"CZK 19,990",50.11795972222,14.46150583333,"V Holešovičkách, Prague - Libeň",3 bedroom,Excellent,71 m²,"CZK 3,259","CZK 23,249",Personal,Brick building,Furnished,3,Yes,No,No,No,No,No,No,,G,243,689,606,833,393,496,846,908,"1,353",793,,,,,,,,"CZK 23,249

                                
                                
                
i",,,,
623924,"CZK 13,000",50.105205,14.540247,"Klánovická, Prague - Hloubětín",2 bedroom,Good,54 m²,"CZK 3,000","CZK 16,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,Yes,No,No,01. 03. 2022,D,210,209,219,227,416,282,529,451,329,203,,10 to 30 years years,Standard materials and solutions,Central heating,Raised ground floor,Interior,20 m²,,,,,
705211,"CZK 15,500",50.12325,14.48417,"Teplická, Prague - Střížkov",1 bedroom with open-plan kitchen,Excellent,65 m²,"CZK 3,550","CZK 20,000",Personal,Other,Furnished,8,No,No,No,No,No,Yes,No,21. 02. 2022,B,250,"1,274",121,"1,212",280,586,190,331,210,142,,,,,,,,,,,,
705212,"CZK 13,500",50.03364,14.51224,"Machkova, Prague - Chodov",1 bedroom with open-plan kitchen,Excellent,41 m²,"CZK 3,000","CZK 20,000",Personal,Prefab concrete building,Unfurnished,4,No,No,Yes,No,No,Yes,No,04. 02. 2022,G,163,631,208,"1,381",489,748,439,281,495,221,,,,,,Overall,,,,,,
679206,"CZK 16,500",50.1157973,14.3816068,Prague - Dejvice,2 bedroom,Excellent,60 m²,CZK 999,"CZK 20,000",Personal,Brick building,Partially furnished,4,No,No,Yes,Yes,Yes,Yes,No,15. 02. 2022,G,274,469,392,"1,484",928,441,"1,059",613,,,,,,,,,,,,,,
671386,"CZK 16,000",50.09274,14.34471,"Šumberova, Prague - Veleslavín",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 4,800","CZK 20,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,15. 07. 2021,G,423,661,374,480,455,550,462,341,969,180,,,,District heating,Middle floor,,,,,,,
573611,"CZK 20,000",50.0446343,14.4604346,"Pod Dálnicí, Prague - Michle",3 bedroom,,85 m²,"CZK 4,000","CZK 24,000",Cooperative,Prefab concrete building,Partially furnished,21,No,No,Yes,Yes,No,Yes,No,01. 04. 2022,,145,683,243,741,310,479,549,414,374,67,,,,District heating,Middle floor,Overall,,,,,,
487779,"CZK 17,000",50.0892763,14.3838556,"Za Hládkovem, Prague - Střešovice",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 3,500","CZK 17,000",Personal,Brick building,Furnished,4,Yes,No,No,No,No,Yes,No,16. 03. 2022,C,616,413,460,195,"1,322",479,375,383,267,,,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,Overall,,,,,,
705746,"CZK 14,000",50.15665,14.51814,"Theinova, Prague - Čakovice",1 bedroom with open-plan kitchen,New build,54 m²,"CZK 4,000","CZK 28,000",Personal,Other,Partially furnished,1,Yes,No,No,No,Yes,Yes,No,01. 03. 2022,C,345,888,88,68,"1,349",859,136,120,,,Yes,,,,,,,,,,,
349589,"CZK 13,500",50.0682921,14.4560677,"Orelská, Prague - Vršovice",Studio,Good,37 m²,CZK 950,"CZK 13,500",Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,01. 03. 2022,,137,178,114,148,98,138,229,382,275,401,,1 to 10 years years,Standard materials and solutions,Gas boiler,Middle floor,Overall,,,,,,
531338,"CZK 27,000",50.10576,14.45912,"Sanderova, Prague - Holešovice",1 bedroom with open-plan kitchen,New build,58 m²,"CZK 5,500","CZK 54,000",Personal,Other,Furnished,8,Yes,No,Yes,No,Yes,Yes,No,15. 02. 2022,B,501,"1,268",631,712,440,588,"1,060","1,023",499,259,Yes,,,Central heating,,,,,,,,
698164,"CZK 19,000",50.0882848,14.4258186,Prague - Staré Město,1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 4,480","CZK 48,000",Personal,Other,,,No,No,No,No,No,No,No,Ihned,,257,199,33,189,39,366,276,258,250,266,,,,,,,,,,,,
705853,"CZK 10,000",50.13059,14.4859,"Černého, Prague - Střížkov",Studio,Excellent,28 m²,"CZK 2,000","CZK 12,000",Personal,Prefab concrete building,Partially furnished,9,No,No,Yes,Yes,No,Yes,No,09. 02. 2022,G,299,"1,330",492,"1,365",389,484,245,869,"1,091",142,,,,,,,,,,,,
389019,"CZK 16,500",50.0612207,14.3994811,"Radlická, Prague - Smíchov",1 bedroom with open-plan kitchen,,95 m²,CZK 500,"CZK 17,000",Personal,Brick building,Partially furnished,5,No,No,No,No,No,No,No,01. 11. 2021,,43,814,104,918,124,362,554,653,684,562,,,Standard materials and solutions,Gas boiler,Attic,,,,,,,
683054,"CZK 30,000",50.0899,14.42658,"Benediktská, Prague - Staré Město",3 bedroom,Excellent,110 m²,"CZK 1,000","CZK 60,000",Personal,Brick building,Unfurnished,4,Yes,No,No,No,No,Yes,No,14. 02. 2022,G,141,133,97,123,0,261,179,161,266,246,,,,,,,,,,,,
482347,"CZK 11,000",50.0863197,14.5637916,"U Hostavického potoka, Prague - Hostavice",Studio,Excellent,40 m²,"CZK 2,500","CZK 13,500",Personal,Low-energy building,Partially furnished,1,No,Yes,No,No,No,No,No,01. 03. 2021,B,223,"1,474",192,567,79,,,,,,,1 to 10 years years,Standard materials and solutions,Central heating,,,18 m²,,,,,
425033,"CZK 9,000",50.1047539,14.5384498,"Klánovická, Prague - Hloubětín",Small studio,,22 m²,"CZK 2,500","CZK 11,500",Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,01. 03. 2022,D,126,115,126,127,281,147,395,317,195,232,,,,,,,,,,,,
705161,"CZK 11,500",50.05716,14.44544,"Sdružení, Prague - Nusle",Studio,Excellent,42 m²,"CZK 2,600","CZK 15,000",Other,Brick building,Partially furnished,1,Yes,No,No,No,No,No,No,05. 02. 2022,G,316,993,46,504,172,928,349,323,"1,018",266,,,,,,,,,,,,
667783,"CZK 16,000",50.07054,14.48633,"Na Hroudě, Prague - Strašnice",2 bedroom,Excellent,55 m²,"CZK 4,500","CZK 35,000",Personal,Brick building,Furnished,3,No,No,No,No,No,Yes,No,02. 04. 2022,G,185,789,470,541,137,264,430,645,406,326,,,Standard materials and solutions,District heating,Middle floor,Overall,,,,,,
510175,"CZK 16,000",50.0722338,14.5098376,"Michelangelova, Prague - Strašnice",1 bedroom with open-plan kitchen,Excellent,63 m²,"CZK 3,478","CZK 32,000",Personal,Brick building,Partially furnished,4,Yes,No,No,No,Yes,Yes,No,,,227,"1,427",269,129,457,419,611,"1,488",185,,,10 to 30 years years,Standard materials and solutions,District heating,Middle floor,,,,,,,
509090,"CZK 14,500",50.1087505,14.5266177,"Granitova, Prague - Hloubětín",1 bedroom with open-plan kitchen,New build,50 m²,"CZK 3,500","CZK 20,000",Personal,Low-energy building,Partially furnished,4,Yes,No,Yes,No,No,No,No,01. 04. 2022,,208,"1,248",647,"1,229",911,"1,023","1,173",994,"1,121",456,,1 to 10 years years,Standard materials and solutions,,Middle floor,,,,,,,
627179,"CZK 13,000",50.063704,14.438168,"Boleslavova, Prague - Nusle",Studio,Excellent,32 m²,CZK 500,"CZK 12,000",Personal,Brick building,Furnished,1,No,No,Yes,No,No,Yes,No,01. 04. 2022,G,199,211,74,145,214,287,375,308,434,163,,,,Central heating,Raised ground floor,,,,,,,
502437,"CZK 15,000",50.0888283,14.3071806,"Vlastina, Prague - Ruzyně",1 bedroom with open-plan kitchen,,45 m²,"CZK 4,000","CZK 15,000",Personal,Prefab concrete building,Partially furnished,4,No,No,Yes,No,No,Yes,No,,,124,234,256,259,244,316,406,"1,393","1,222",95,,30 to 50 years years,,Central heating,Middle floor,Overall,,,,,,
647064,"CZK 14,500",50.075676,14.330181,"Bělohorská, Prague - Břevnov",1 bedroom with open-plan kitchen,Excellent,49 m²,"CZK 3,900","CZK 14,000",Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,16. 04. 2022,B,92,476,467,832,568,"1,040",356,,,,,,,,,,,,,,,
559541,"CZK 14,500",50.124202,14.4895774,"Bohušovická, Prague - Střížkov",1 bedroom with open-plan kitchen,,53 m²,"CZK 2,900","CZK 45,000",Personal,Brick building,Furnished,4,Yes,No,No,No,No,No,No,15. 03. 2022,,273,775,132,714,455,370,493,254,470,210,Yes,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,,,,,,,
543187,"CZK 16,000",50.1123892,14.5141765,"Strnadových, Prague - Vysočany",Other,New build,36 m²,CZK 500,"CZK 20,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,Yes,No,14. 02. 2022,B,441,293,"1,441",303,986,"1,085",395,504,,,Yes,1 to 10 years years,Standard materials and solutions,District heating,Ground floor,Overall,117 m²,,,,,
705117,"CZK 17,500",50.04267,14.31281,"Toufarova, Prague - Stodůlky",1 bedroom with open-plan kitchen,New build,53 m²,"CZK 3,500","CZK 17,500",Personal,Other,Furnished,3,No,No,Yes,Yes,Yes,No,No,04. 02. 2022,G,285,513,258,826,814,456,722,586,"1,058",609,,,,,,,,,,,,
705762,"CZK 18,900",50.07465,14.35863,"Jeřabinová, Prague - Motol",2 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 4,850","CZK 30,000",Personal,Brick building,Partially furnished,4,Yes,No,No,No,No,Yes,Yes,01. 05. 2022,G,355,"1,128",602,846,475,445,393,,,,,,,,,,,,,,,
542578,"CZK 26,000",50.0822863,14.4519698,"Kubelíkova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,73 m²,"CZK 3,800","CZK 30,000",Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,28. 03. 2022,,332,38,68,299,149,295,377,509,600,396,,1 to 10 years years,Premium materials and solutions,Gas boiler,Middle floor,Overall,,,,,,
576044,"CZK 12,000",50.1251884,14.469121,"U Slovanky, Prague - Libeň",Studio,New build,30 m²,"CZK 3,000","CZK 25,000",Personal,Brick building,Furnished,4,No,No,Yes,No,Yes,Yes,Yes,28. 08. 2020,B,222,574,308,376,177,386,513,672,740,181,Yes,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,,,,,,,
705729,"CZK 15,000",50.07888,14.45376,"Velehradská, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 3,000","CZK 20,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,Yes,No,01. 03. 2022,,186,438,358,383,323,429,250,426,450,366,,over 50 years years,Standard materials and solutions,Gas boiler,Middle floor,Exterior,,,,,,
682193,"CZK 9,000",50.10134,14.48979,"Spojovací, Prague - Vysočany",1 bedroom,Excellent,26 m²,CZK 500,"CZK 18,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,16. 12. 2021,G,218,"1,094",245,737,337,"1,281",138,223,660,269,,,,,,,,,,,,
691112,"CZK 18,000",50.07372,14.44571,"Chodská, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,51 m²,"CZK 3,500","CZK 30,000",Personal,Brick building,Furnished,2,No,No,No,No,Yes,No,No,01. 05. 2022,D,321,287,274,900,116,557,466,437,658,412,,,,Gas boiler,,,,,,,,
656973,"CZK 10,852",50.10809,14.43722,"Na Zátorách, Prague - Holešovice",Studio,New build,15 m²,"CZK 3,311","CZK 13,986",Other,Other,Furnished,6,No,No,No,No,No,Yes,No,01. 03. 2022,G,203,"1,202",318,"1,023",78,445,306,355,606,,Yes,1 to 10 years years,,,,,,,,,,
698532,"CZK 14,500",50.12745,14.49346,"Šluknovská, Prague - Střížkov",3 bedroom with open-plan kitchen,Good,67 m²,"CZK 3,500","CZK 2,000",Personal,Prefab concrete building,Partially furnished,6,Yes,No,Yes,No,No,Yes,No,01. 02. 2022,G,339,774,365,674,232,305,392,211,981,224,,,,,,,,,,,,
66363,"CZK 15,000",50.0459523,14.4449268,"Obětí 6. května, Prague - Krč",2 bedroom,,35 m²,CZK 500,"CZK 20,000",Personal,Brick building,Unfurnished,2,No,No,No,No,No,Yes,No,01. 05. 2022,,331,532,191,315,246,272,366,559,826,191,,,,,Middle floor,Overall,,,,,,
705700,"CZK 14,000",49.99128,14.40904,"U Vlečky, Prague - Modřany",1 bedroom with open-plan kitchen,Good,46 m²,"CZK 2,500","CZK 25,000",Personal,Low-energy building,Partially furnished,3,No,No,Yes,No,Yes,Yes,No,15. 02. 2022,G,258,214,226,"1,151",29,,,,,,,,,,,Interior,,,,,,
394108,"CZK 12,900",50.025085,14.526786,"Jurkovičova, Prague - Háje",Studio,New build,38 m²,"CZK 3,600","CZK 30,000",Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,No,Yes,Yes,14. 02. 2022,C,397,"1,170",502,798,282,750,243,618,961,157,Yes,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,,,,,,,
705686,"CZK 14,000",50.04577,14.32639,"Sezemínská, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 3,400","CZK 28,000",Personal,Prefab concrete building,Furnished,3,No,No,Yes,No,No,Yes,No,01. 03. 2022,G,412,506,450,376,286,453,42,215,432,4,,,,,,,,,,,,
705683,"CZK 13,990",50.02904722222,14.52763944444,"Tatarkova, Prague - Háje",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 2,909","CZK 16,899",Personal,Prefab concrete building,Furnished,2,No,No,No,No,No,Yes,No,,C,292,651,149,322,332,382,437,317,442,286,,,,,,,,"CZK 16,899

                                
                                
                
i",,,,
705004,"CZK 15,200",50.12809,14.50268,"Chotěšovská, Prague - Letňany",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 3,400","CZK 18,600",Personal,Low-energy building,Furnished,2,Yes,No,No,Yes,No,Yes,No,01. 03. 2022,G,517,"1,133",325,"1,162",797,"1,071",581,811,245,,,,,,,,,,,,,
696570,"CZK 12,000",50.10286,14.56991,"Vašátkova, Prague - Černý Most",3 bedroom,Excellent,77 m²,"CZK 6,000","CZK 36,000",Cooperative,Prefab concrete building,Unfurnished,5,No,No,Yes,Yes,No,Yes,No,01. 01. 2022,G,267,"1,122",237,"1,046",544,638,442,439,"1,467",508,,,,,,,,,,,,
567121,"CZK 18,500",50.0719459,14.4561479,"Finská, Prague - Vršovice",2 bedroom,,52 m²,"CZK 3,500","CZK 25,000",Personal,Brick building,Unfurnished,2,No,No,No,No,No,Yes,No,01. 04. 2022,,205,665,93,442,124,440,135,322,613,293,,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,Overall,,,,,,
513246,"CZK 19,000",50.09296,14.50079,"Učňovská, Prague - Hrdlořezy",1 bedroom with open-plan kitchen,New build,58 m²,"CZK 4,000","CZK 38,000",Personal,Brick building,Furnished,3,Yes,No,Yes,No,Yes,Yes,No,01. 03. 2022,B,210,705,326,"1,055",331,373,561,484,"1,112",316,,,,District heating,,,,,,,,
588101,"CZK 15,000",50.102965,14.443613,"Dělnická, Prague - Holešovice",2 bedroom,Excellent,46 m²,"CZK 4,000","CZK 19,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,Yes,No,15. 03. 2022,G,9,200,103,488,258,282,394,546,397,80,,,,,,Interior,,,,,,
705622,"CZK 14,000",50.10681,14.44864,"Poupětova, Prague - Holešovice",1 bedroom,Excellent,50 m²,"CZK 2,680","CZK 15,680",Personal,Brick building,Partially furnished,4,No,No,No,No,No,Yes,No,08. 02. 2022,C,235,487,69,299,155,303,302,761,400,361,,,,,,,,,,,,
705605,"CZK 11,000",50.02209,14.44098,"Písnická, Prague - Kamýk",1 bedroom with open-plan kitchen,Good,41 m²,"CZK 4,000","CZK 16,000",Personal,Prefab concrete building,Partially furnished,7,No,No,No,No,No,Yes,No,01. 03. 2022,G,93,639,129,613,686,584,444,377,835,271,,,,,,,,,,,,
619896,"CZK 9,880",50.024706,14.523331,"Jažlovická, Prague - Chodov",Studio,New build,36 m²,CZK 100,"CZK 20,000",Personal,Brick building,,3,No,No,No,No,No,No,No,15. 02. 2022,A,506,"1,293",493,"1,040",320,772,346,844,"1,137",115,,,,,,,,,,,,
696029,"CZK 11,000",50.03087,14.48416,"Dědinova, Prague - Chodov",Studio,Excellent,34 m²,"CZK 2,500","CZK 15,000",Cooperative,Prefab concrete building,Partially furnished,4,No,No,No,No,No,Yes,No,15. 02. 2022,D,337,517,48,681,281,411,185,718,306,50,,,,,,,,,,,,
704926,"CZK 17,000",50.10912,14.55818,"Pelušková, Prague - Kyje",1 bedroom with open-plan kitchen,Excellent,54 m²,"CZK 2,500","CZK 20,000",Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 03. 2022,G,107,929,101,143,883,547,"1,452",424,,,,,,,,,,,,,,
704925,"CZK 17,000",50.02624,14.52365,"Doubravická, Prague - Chodov",2 bedroom with open-plan kitchen,Excellent,70 m²,"CZK 5,500","CZK 17,000",Cooperative,Prefab concrete building,Partially furnished,10,No,No,No,No,No,Yes,No,03. 02. 2022,G,169,949,182,781,202,444,389,552,877,135,,,,,,,,,,,,
705562,"CZK 15,000",50.08868,14.46064,"Koněvova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 4,500","CZK 20,000",Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,14. 02. 2022,G,131,417,270,321,141,359,462,637,202,345,,,,Electric boiler,,Overall,,,,,,
304046,"CZK 10,000",50.0678085,14.4327085,Prague - Vinohrady,Studio,Excellent,45 m²,"CZK 1,500","CZK 20,000",Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,10. 02. 2022,,153,761,146,773,143,515,439,641,193,280,,,,Gas boiler,,,,,,,,
457526,"CZK 16,000",50.1079465,14.484508,"Kovanecká, Prague - Libeň",1 bedroom with open-plan kitchen,,60 m²,"CZK 4,000","CZK 16,000",Personal,Brick building,Furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,01. 12. 2021,G,412,563,342,497,227,782,287,470,307,367,,10 to 30 years years,Premium materials and solutions,District heating,Middle floor,,,,,,,
360701,"CZK 19,000",50.0992688,14.3809033,"Velvarská, Prague - Dejvice",1 bedroom with open-plan kitchen,,60 m²,"CZK 3,000","CZK 22,000",Personal,Brick building,Furnished,2,Yes,No,No,No,No,Yes,No,03. 02. 2022,,368,"1,187",473,530,224,737,932,38,"1,204",388,,,,,,,,,,,,
396219,"CZK 32,000",50.0743702,14.4380747,"Francouzská, Prague - Vinohrady",3 bedroom,,100 m²,"CZK 5,500","CZK 32,000",Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,Yes,No,15. 02. 2022,,83,328,33,311,17,257,197,373,742,638,,,,Central heating,Middle floor,,,,,,,
705510,"CZK 8,106",50.05397,14.3422,"Běhounkova, Prague - Stodůlky",1 bedroom with open-plan kitchen,Good,45 m²,"CZK 7,894","CZK 27,000",Personal,Prefab concrete building,Partially furnished,4,No,No,Yes,No,No,Yes,No,01. 04. 2022,B,243,534,240,539,442,204,423,163,"1,153",129,,,,District heating,,,,,,,,
705502,"CZK 15,000",50.09815,14.36447,"Liberijská, Prague - Vokovice",2 bedroom,Excellent,50 m²,"CZK 3,646","CZK 30,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,14. 02. 2022,G,154,342,390,150,331,294,767,389,"1,197",263,,,Standard materials and solutions,District heating,Middle floor,,,,,,,
448306,"CZK 12,500",50.082058,14.4457941,"Ježkova, Prague - Žižkov",1 bedroom,Excellent,33 m²,"CZK 2,500","CZK 20,000",Cooperative,Brick building,Furnished,3,No,No,No,No,No,No,No,,G,529,534,64,561,15,240,275,263,588,355,,10 to 30 years years,Standard materials and solutions,Other,Middle floor,,,,,,,
705495,"CZK 13,000",50.03651,14.51711,"Schulhoffova, Prague - Háje",1 bedroom with open-plan kitchen,Excellent,51 m²,"CZK 4,000","CZK 26,000",Personal,Prefab concrete building,Partially furnished,4,No,No,No,Yes,No,Yes,No,01. 03. 2022,G,151,718,181,"1,219",229,667,224,284,270,34,,,,,,,,,,,,
663262,"CZK 13,000",50.04267,14.31281,"Toufarova, Prague - Stodůlky",Small studio,New build,34 m²,"CZK 2,000","CZK 15,000",Personal,Brick building,Unfurnished,4,No,No,No,Yes,No,Yes,No,15. 02. 2022,B,285,513,258,826,814,456,722,586,"1,058",609,Yes,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,,,,,,,
679667,"CZK 13,000",50.06164,14.36178,"Naskové, Prague - Košíře",Studio,New build,30 m²,"CZK 2,000","CZK 15,000",Personal,Brick building,Unfurnished,3,Yes,No,Yes,No,No,Yes,No,15. 08. 2021,B,449,"1,154","1,147",965,"1,241",791,422,"1,082",653,,,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,,,,,,,
704859,"CZK 14,500",50.08562,14.4475,"Kostnické náměstí, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,46 m²,"CZK 4,500","CZK 29,000",Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,02. 02. 2022,G,238,381,167,363,126,349,116,183,253,654,,,,,,,,,,,,
30826,"CZK 12,700",50.0562157532,14.5220911503,"Pražská, Prague - Hostivař",2 bedroom,Excellent,63 m²,"CZK 5,300","CZK 12,000",Personal,Prefab concrete building,Furnished,3,Yes,No,No,No,No,Yes,No,07. 02. 2022,G,198,690,414,653,675,694,"1,120",923,679,93,,10 to 30 years years,Standard materials and solutions,District heating,Middle floor,Overall,,,,,,
597702,"CZK 7,500",50.077415,14.474404,"Soběslavská, Prague - Vinohrady",Small studio,Good,32 m²,"CZK 1,500","CZK 20,000",Personal,Brick building,Unfurnished,,No,No,No,No,No,Yes,No,01. 04. 2022,D,133,837,86,238,24,246,493,960,236,138,,over 50 years years,Standard materials and solutions,District heating,Raised ground floor,Exterior,60 m²,,,,,
653951,"CZK 10,000",50.0773535,14.4743644,Prague - Vinohrady,1 bedroom with open-plan kitchen,Good,45 m²,"CZK 1,500","CZK 20,000",Personal,Brick building,Unfurnished,,No,No,No,No,No,Yes,No,01. 04. 2022,F,133,837,86,238,24,246,493,960,235,138,,over 50 years years,Standard materials and solutions,District heating,Middle floor,Exterior,50 m²,,,,,
705479,"CZK 11,400",50.13923,14.51988,"Miroslava Hajna, Prague - Letňany",Studio,New build,35 m²,"CZK 3,600","CZK 15,000",Personal,Brick building,Furnished,2,Yes,No,No,No,Yes,Yes,Yes,07. 02. 2022,B,378,511,"1,062","1,079",375,616,905,"1,090","1,167",127,Yes,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,,,,,,,
465515,"CZK 9,000",50.0208875,14.412449,"Pod Lysinami, Prague - Hodkovičky",Small studio,,30 m²,"CZK 1,985","CZK 30,000",Personal,Prefab concrete building,Furnished,1,No,No,No,No,No,No,No,01. 03. 2022,,578,"1,423","1,101","1,482",917,"1,172",30,,,,,,Standard materials and solutions,District heating,Middle floor,Overall,,,,,,
704730,"CZK 18,500",50.0886,14.34208,"Pláničkova, Prague - Veleslavín",1 bedroom with open-plan kitchen,Excellent,59 m²,"CZK 4,300","CZK 37,000",Personal,Brick building,Partially furnished,3,No,Yes,No,No,No,Yes,Yes,01. 02. 2022,G,209,553,208,189,154,225,399,287,851,218,,,,,,,,,,,,
581545,"CZK 19,000",50.079043,14.450264,"Laubova, Prague - Vinohrady",1 bedroom,Excellent,50 m²,"CZK 4,000","CZK 23,000",Cooperative,Brick building,Furnished,4,No,No,No,No,No,Yes,No,01. 03. 2022,G,190,255,21,254,95,282,123,285,713,150,,over 50 years years,,,,Overall,,,,,,
625188,"CZK 10,500",50.05592335,14.5109252,"Jasmínová, Prague - Záběhlice",1 bedroom,Excellent,33 m²,"CZK 2,500","CZK 13,000",Personal,Prefab concrete building,Partially furnished,3,No,No,No,No,No,Yes,No,15. 01. 2022,G,382,835,311,775,354,"1,036",453,608,"1,285",236,,,,,,,,,,,,
428100,"CZK 16,000",50.0468629,14.5196633,"Chudenická, Prague - Hostivař",1 bedroom with open-plan kitchen,New build,53 m²,"CZK 3,500","CZK 20,000",Cooperative,Other,Furnished,3,Yes,No,No,No,No,Yes,Yes,01. 02. 2022,C,296,"1,251",311,"1,213",293,433,594,320,"1,084",110,,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,,,,,,,
399585,"CZK 13,500",50.1457833,14.4415677,"Spořická, Prague - Dolní Chabry",Studio,,39 m²,"CZK 2,334","CZK 13,500",Personal,Prefab concrete building,Furnished,1,No,No,Yes,No,Yes,No,Yes,,,23,870,89,339,930,91,599,118,,,Yes,,,,,,,,,,,
695612,"CZK 11,990",50.05661972222,14.50325333333,"Jabloňová, Prague - Záběhlice",2 bedroom,Good,60 m²,"CZK 3,924","CZK 15,914",Personal,Brick building,Furnished,4,No,No,No,No,No,No,No,,G,112,159,472,655,251,495,551,521,692,131,,,,,,,,"CZK 15,914

                                
                                
                
i",,,,
704234,"CZK 20,000",50.09782,14.36655,"Kladenská, Prague - Vokovice",1 bedroom,Excellent,50 m²,"CZK 3,000","CZK 40,000",Personal,Brick building,Partially furnished,3,No,No,Yes,No,No,No,No,01. 02. 2022,G,459,383,480,389,33,259,773,611,901,105,,,Premium materials and solutions,Gas boiler,Middle floor,Overall,,,,,,
705384,"CZK 19,500",50.0861644,14.3218614,"Rakovnická, Prague - Ruzyně",2 bedroom with open-plan kitchen,Excellent,75 m²,"CZK 3,500","CZK 23,000",Personal,Brick building,Furnished,2,No,No,No,Yes,Yes,No,No,15. 02. 2022,G,350,"1,494",393,284,"1,025",581,273,273,,,,,,,,,,,,,,
704746,"CZK 14,000",50.08271,14.50339,"Bydžovského, Prague - Malešice",2 bedroom,Excellent,57 m²,"CZK 5,000","CZK 15,000",Personal,Prefab concrete building,Partially furnished,3,No,No,Yes,Yes,No,Yes,No,15. 03. 2022,G,262,286,254,242,339,402,425,269,869,107,,,,District heating,,,,,,,,
