Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,PENB,Age,Design,Heating,Total number of floors,New building,Front garden,Administration fee,Renovation,Developer name,Project name,Kód jednotky,Investment Advisor
596754,"CZK 30,000",50.053638,14.355187,"Za Zámečkem, Prague - Jinonice",3 bedroom with open-plan kitchen,130 m²,"CZK 10,000",Partially furnished,1,Yes,No,No,No,No,Yes,Yes,21. 03. 2022,376,883,245,949,420,609,461,787,"1,290",596,Excellent,"CZK 79,998",Personal,Brick building,C,1 to 10 years years,Premium materials and solutions,Central heating,Raised ground floor,,,,Overall,,,,
416524,"CZK 13,000",50.0136513,14.4544814,"Mirotická, Prague - Libuš",1 bedroom with open-plan kitchen,40 m²,,Furnished,6,Yes,No,No,No,No,Yes,No,09. 05. 2022,125,771,621,213,"1,098","1,035","1,153","1,079",555,,Excellent,,Personal,Prefab concrete building,C,1 to 10 years years,Premium materials and solutions,District heating,,,,,Interior,,,,
492410,"CZK 16,000",50.0983131,14.4249055,"Ovenecká, Prague - Holešovice",1 bedroom with open-plan kitchen,40 m²,CZK 700,Partially furnished,2,No,No,No,No,No,Yes,No,01. 07. 2022,218,307,78,180,163,214,176,"1,459",502,426,Excellent,"CZK 20,000",Personal,Brick building,G,1 to 10 years years,Premium materials and solutions,Other,Middle floor,,,,Overall,,,,
716838,"CZK 23,000",50.07665,14.36829,"Zdíkovská, Prague - Smíchov",3 bedroom,67 m²,"CZK 5,500",Partially furnished,3,No,No,Yes,Yes,No,No,Yes,06. 06. 2022,89,"1,287","1,035","1,149",693,"1,159","1,131","1,332",419,464,Excellent,"CZK 46,000",Personal,Brick building,G,,Standard materials and solutions,,Middle floor,,,,,,,,
577627,"CZK 15,000",50.0779838,14.422826,"Příčná, Prague - Nové Město",Studio,21 m²,"CZK 1,000",Furnished,2,No,No,No,No,No,No,No,06. 06. 2022,208,545,128,216,20,238,294,487,483,424,Excellent,"CZK 25,000",Personal,Brick building,G,,Standard materials and solutions,Electric boiler,Middle floor,,,,Overall,,,,
710699,"CZK 8,990",50.02972083333,14.44998888888,"Štúrova, Prague - Krč",Studio,26 m²,"CZK 3,100",Partially furnished,,No,No,No,No,No,No,No,,113,"1,284",200,101,713,832,"1,163",548,369,,Good,"CZK 12,090",Personal,Prefab concrete building,G,,,,,,,"CZK 12,090

                                
                                
                
i",,,,,
507218,"CZK 35,000",50.0763203,14.3728569,"Libínská, Prague - Smíchov",2 bedroom with open-plan kitchen,120 m²,"CZK 8,000",Partially furnished,3,Yes,No,No,No,Yes,No,No,,238,"1,082",705,"1,275",549,"1,065","1,121","1,002",531,470,,"CZK 18,000",Personal,Prefab concrete building,,,,,Top floor,,,,,,,,
718680,"CZK 18,000",50.04332,14.4968,"Klapálkova, Prague - Chodov",2 bedroom with open-plan kitchen,80 m²,"CZK 5,000",Partially furnished,1,No,No,Yes,Yes,No,No,Yes,01. 06. 2022,342,"1,103",262,"1,149",393,"1,167",615,"1,122",789,99,Excellent,"CZK 20,000",Personal,Prefab concrete building,C,,,,,,,,,,,,
718124,"CZK 59,000",50.09419,14.44737,"Rohanské nábřeží, Prague - Karlín",2 bedroom with open-plan kitchen,125 m²,"CZK 12,000",Furnished,6,No,Yes,No,No,Yes,Yes,Yes,16. 05. 2022,235,264,224,210,158,467,552,"1,303",610,317,Excellent,"CZK 150,000",Personal,Brick building,A,,,,,,,,,,,,
718668,"CZK 20,000",50.1153416,14.4743339,"Na Sypkém, Prague - Libeň",1 bedroom with open-plan kitchen,61 m²,"CZK 3,500",Partially furnished,5,Yes,No,Yes,No,No,Yes,Yes,16. 05. 2022,134,"1,388",426,"1,206",128,680,505,"1,371",852,342,New build,"CZK 40,000",Personal,Other,B,,,,,,,,,,,,
718663,"CZK 11,000",50.13117,14.36848,"K Horoměřicům, Prague - Suchdol",Small studio,42 m²,"CZK 2,200",Partially furnished,5,No,No,No,No,Yes,No,No,01. 06. 2022,161,"1,170",671,804,702,"1,151","1,072","1,160","1,185",128,Good,"CZK 20,000",Personal,Brick building,G,10 to 30 years years,Standard materials and solutions,,Top floor,,,,,,,,
279222,"CZK 33,000",50.078539,14.4294046,"Mezibranská, Prague - Nové Město",1 bedroom with open-plan kitchen,64 m²,"CZK 2,000",Furnished,3,No,No,No,No,No,No,No,,328,615,380,324,13,415,562,684,250,478,Excellent,"CZK 33,000",Personal,Brick building,G,1 to 10 years years,,Gas boiler,Middle floor,,,,Overall,,,,
710272,"CZK 16,000",50.0741622,14.3950806,Prague - Smíchov,2 bedroom,45 m²,"CZK 3,500",,,No,No,No,No,No,No,No,,30,945,277,636,226,677,221,"1,022",993,368,Good,"CZK 20,000",Personal,Brick building,,,,,,,,,,,,,
526630,"CZK 12,500",50.0368092,14.4098944,"Na Mlejnku, Prague - Braník",1 bedroom,30 m²,CZK 750,Partially furnished,,No,No,No,No,No,No,No,01. 06. 2022,233,407,275,296,347,329,421,"1,204",199,,,"CZK 13,250",Other,Brick building,,,,,,,,,,,,,
718211,"CZK 17,500",50.08602,14.45007,"Dalimilova, Prague - Žižkov",1 bedroom with open-plan kitchen,44 m²,"CZK 2,500",Furnished,2,No,No,No,No,No,Yes,No,01. 06. 2022,201,328,174,335,112,295,40,351,40,677,Excellent,"CZK 20,000",Personal,Brick building,B,,,,,,,,,,,,
541377,"CZK 18,000",50.0898814,14.3429244,"Na Okraji, Prague - Veleslavín",1 bedroom with open-plan kitchen,52 m²,"CZK 4,000",Partially furnished,2,No,No,No,No,No,No,No,01. 07. 2022,129,524,89,187,192,257,195,59,854,186,,"CZK 36,000",Cooperative,Brick building,,,,District heating,Middle floor,,,,Overall,,,,
338699,"CZK 11,500",50.0413999822,14.5664030331,"Janovská, Prague - Horní Měcholupy",Small studio,33 m²,"CZK 2,500",Partially furnished,5,Yes,No,No,No,No,No,No,01. 06. 2022,181,685,292,617,417,200,347,356,"1,081",283,,"CZK 11,500",Personal,Brick building,B,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,,,,,,,,
570139,"CZK 18,900",50.0438401,14.5166021,Prague - Hostivař,1 bedroom with open-plan kitchen,66 m²,"CZK 3,900",Furnished,1,No,Yes,No,No,No,Yes,Yes,01. 06. 2022,174,187,254,243,"1,057",289,"1,146",104,,,Excellent,"CZK 45,600",Personal,Brick building,B,1 to 10 years years,Standard materials and solutions,Central heating,Raised ground floor,,,,,,,,
371539,"CZK 17,000",50.106576,14.449253,"Poupětova, Prague - Holešovice",2 bedroom,69 m²,"CZK 3,800",Partially furnished,3,Yes,No,Yes,No,No,Yes,No,16. 06. 2022,205,430,70,242,98,246,273,704,371,331,Excellent,"CZK 34,000",Personal,Brick building,,,,Central heating,,,,,,,,,
547167,"CZK 16,500",50.1077073,14.527514,Prague - Hloubětín,1 bedroom with open-plan kitchen,53 m²,"CZK 2,900",Partially furnished,4,Yes,No,No,No,No,No,No,15. 05. 2022,67,"1,106",506,"1,088",770,903,"1,053",852,979,325,New build,"CZK 10,000",Cooperative,Low-energy building,B,1 to 10 years years,Premium materials and solutions,District heating,,Yes,,,,,,,
718623,"CZK 16,000",50.05986,14.45105,"Jivenská, Prague - Michle",1 bedroom with open-plan kitchen,55 m²,"CZK 5,000",Partially furnished,3,No,No,Yes,No,Yes,Yes,No,16. 05. 2022,136,891,78,298,149,793,207,380,680,245,Excellent,,Personal,Brick building,G,30 to 50 years years,Standard materials and solutions,Central heating,Middle floor,,,,,,,,
718622,"CZK 10,000",50.1153,14.47217,"Na Dědince, Prague - Libeň",1 bedroom,32 m²,"CZK 1,500",Partially furnished,3,No,No,No,No,No,Yes,No,01. 06. 2022,73,"1,230",238,"1,229",133,523,404,"1,389",875,342,Excellent,"CZK 10,000",Personal,Brick building,G,,,,,,,,,,,,
540170,"CZK 14,154",50.0594647,14.4472136,"Horní, Prague - Nusle",Studio,35 m²,CZK 846,Furnished,7,No,No,Yes,No,No,Yes,No,01. 07. 2022,231,905,56,356,196,707,439,604,840,175,Excellent,"CZK 25,000",Personal,Brick building,D,1 to 10 years years,Standard materials and solutions,Gas boiler,Attic,,,,Overall,,,,
321538,"CZK 30,000",50.0714204,14.4383192,"Jana Masaryka, Prague - Vinohrady",3 bedroom,90 m²,"CZK 1,500",Partially furnished,2,No,No,No,No,Yes,Yes,No,,319,353,94,651,82,553,137,271,827,586,,,Personal,Brick building,,,,,,,,,,,,,
710052,"CZK 14,000",50.00821,14.4063,"Vojtova, Prague - Modřany",1 bedroom,51 m²,"CZK 4,500",Furnished,1,No,No,No,No,Yes,No,No,10. 03. 2022,150,"1,086",483,989,492,725,257,690,"1,373",207,Excellent,"CZK 18,500",Personal,Brick building,G,,,,Ground floor,,,,Overall,,,,
497578,"CZK 10,998",50.127579,14.448847,"Havlínova, Prague - Kobylisy",1 bedroom with open-plan kitchen,40 m²,"CZK 3,000",Furnished,10,Yes,No,No,Yes,No,Yes,No,10. 05. 2022,350,"1,433",262,587,236,254,680,244,"1,111",110,Good,"CZK 14,000",Personal,Prefab concrete building,,,,,,,,,,,,,
578495,"CZK 16,500",50.151005,14.536383,"Vrátenská, Prague - Miškovice",1 bedroom with open-plan kitchen,52 m²,"CZK 5,500",Furnished,2,Yes,No,No,No,No,No,No,25. 04. 2022,615,"1,408",706,812,484,"1,495","1,407",943,,,New build,"CZK 34,000",Personal,Brick building,C,1 to 10 years years,Standard materials and solutions,Gas boiler,Middle floor,,,,,,,,
570891,"CZK 15,000",50.049360749734,14.314778720832,"Kovářova, Prague - Stodůlky",1 bedroom with open-plan kitchen,82 m²,"CZK 3,000",Unfurnished,1,No,No,No,No,Yes,No,No,01. 04. 2021,300,590,461,773,415,488,368,467,311,127,Excellent,"CZK 30,000",Personal,Brick building,A,1 to 10 years years,Standard materials and solutions,Gas boiler,Raised ground floor,Yes,5 m²,,,,,,
718605,"CZK 50,000",50.09085,14.42313,"U Obecního dvora, Prague - Staré Město",3 bedroom,119 m²,"CZK 5,000",Partially furnished,2,No,No,Yes,No,No,Yes,No,15. 05. 2022,94,447,18,172,43,189,235,311,217,219,Excellent,"CZK 110,000",Personal,Brick building,G,,,,,,,,,,,,
682537,"CZK 20,000",50.12858,14.44067,"Chotovická, Prague - Kobylisy",2 bedroom with open-plan kitchen,70 m²,"CZK 6,000",Partially furnished,3,Yes,No,No,No,No,Yes,Yes,15. 05. 2022,453,853,667,"1,183",669,619,816,589,523,166,New build,"CZK 50,000",Personal,Brick building,G,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,,,,Interior,,,,
47085,"CZK 18,000",50.1344641,14.4676023,"Šimůnkova, Prague - Kobylisy",1 bedroom with open-plan kitchen,68 m²,"CZK 5,000",Furnished,6,No,Yes,No,No,No,Yes,No,01. 07. 2022,334,911,391,933,378,811,317,275,364,,Excellent,"CZK 25,000",Personal,Prefab concrete building,D,1 to 10 years years,Standard materials and solutions,Gas boiler,Top floor,,,,,,,,
717949,"CZK 20,000",50.09112,14.45175,"Pernerova, Prague - Karlín",1 bedroom with open-plan kitchen,53 m²,"CZK 4,000",Partially furnished,2,No,No,Yes,No,No,Yes,Yes,01. 06. 2022,193,443,279,269,137,333,180,994,330,333,New build,,Personal,Low-energy building,B,,,,,,,,,,,,
116882,"CZK 9,000",50.073526,14.444901,"Luzicka, Prague - Vinohrady",Studio,15 m²,CZK 750,Furnished,,No,No,No,No,Yes,No,No,01. 03. 2021,282,248,199,741,215,518,425,398,428,215,Excellent,"CZK 12,000",Personal,Brick building,,1 to 10 years years,Standard materials and solutions,District heating,,,200 m²,,,,,,
718567,"CZK 17,000",50.06681,14.43301,"Na Folimance, Prague - Vinohrady",1 bedroom with open-plan kitchen,55 m²,"CZK 3,000",Partially furnished,4,Yes,No,No,No,No,No,No,16. 05. 2022,365,619,246,753,138,392,393,447,164,294,Good,"CZK 17,000",Personal,Brick building,G,,,,,,,,,,,,
717905,"CZK 13,500",50.05833,14.42498,"Sinkulova, Prague - Podolí",1 bedroom with open-plan kitchen,30 m²,"CZK 1,000",Partially furnished,5,No,Yes,No,No,No,No,No,09. 05. 2022,176,395,162,374,207,373,392,384,244,308,Excellent,"CZK 13,500",Personal,Brick building,C,,,,,,,,,,,,
717896,"CZK 29,000",50.10181,14.52994,"Nademlejnská, Prague - Hloubětín",2 bedroom with open-plan kitchen,83 m²,"CZK 6,000",Partially furnished,4,No,Yes,No,No,Yes,Yes,Yes,16. 05. 2022,302,951,437,933,553,659,647,920,799,24,New build,"CZK 60,000",Personal,Brick building,G,,,,,,,,,,,,
713119,"CZK 19,000",50.0758076,14.419087,"Karlovo náměstí, Prague - Nové Město",1 bedroom with open-plan kitchen,58 m²,"CZK 1,900",Partially furnished,1,No,No,No,No,No,No,No,06. 04. 2022,64,90,87,106,154,99,118,495,711,218,New build,"CZK 19,000",Personal,Brick building,C,,,,,,,,,,,,
713641,"CZK 22,000",50.11743,14.49199,"Na Vyhlídce, Prague - Prosek",4 bedroom with open-plan kitchen,100 m²,"CZK 5,000",Unfurnished,1,No,No,No,No,No,No,No,01. 05. 2022,220,"1,072",524,783,465,671,407,341,958,277,Good,"CZK 44,000",Personal,Brick building,G,,Standard materials and solutions,Gas boiler,,,,,,,,,
306444,"CZK 12,000",50.040397,14.5678974,"Hornoměcholupská, Prague - Horní Měcholupy",Studio,34 m²,"CZK 2,500",Furnished,4,Yes,No,No,No,No,Yes,No,01. 06. 2022,196,841,448,653,522,356,495,513,"1,296",405,,"CZK 14,500",Personal,Brick building,,1 to 10 years years,Standard materials and solutions,,,,,,,,,,
718540,"CZK 16,500",50.07954,14.45404,"Jagellonská, Prague - Vinohrady",2 bedroom,50 m²,CZK 650,Unfurnished,3,No,No,No,No,No,No,No,01. 07. 2022,422,355,43,305,22,567,442,553,842,328,Excellent,"CZK 33,000",Personal,Brick building,G,,,,,,,,,,,,
717582,"CZK 18,000",50.13087,14.48337,"Černého, Prague - Střížkov",3 bedroom,62 m²,"CZK 4,500",Partially furnished,5,No,No,No,No,No,Yes,No,07. 05. 2022,265,"1,283",504,"1,367",191,498,131,663,"1,210",191,Excellent,"CZK 36,000",Personal,Prefab concrete building,G,,Standard materials and solutions,District heating,Middle floor,,,,Overall,,,,
718505,"CZK 17,990",50.107299804688,14.526399612427,"Saarinenova, Prague - Hloubětín",1 bedroom with open-plan kitchen,50 m²,"CZK 2,675",,2,Yes,No,Yes,No,Yes,No,Yes,,263,"1,204",603,"1,185",867,"1,000","1,151",949,"1,076",334,New build,"CZK 20,665",Personal,Brick building,B,,,,,Yes,,"CZK 20,665

                                
                                
                
i",,,,,
357522,"CZK 15,000",50.0761854,14.4314938,"Vocelova, Prague - Vinohrady",2 bedroom,60 m²,"CZK 2,000",Partially furnished,1,No,No,No,No,No,No,No,01. 01. 1970,45,354,45,80,54,132,402,477,353,504,,"CZK 15,000",Personal,Brick building,,,Standard materials and solutions,Other,Middle floor,,,,,,,,
717772,"CZK 10,500",50.0849244,14.3741148,"Pod Marjánkou, Prague - Břevnov",1 bedroom with open-plan kitchen,55 m²,"CZK 2,000",Partially furnished,1,No,No,No,No,No,Yes,No,10. 05. 2022,106,626,197,387,182,89,117,302,395,277,Excellent,"CZK 12,500",Personal,Brick building,B,,,,,,,,,,,,
693924,"CZK 9,990",50.05306694444,14.51150777777,"Mikanova, Prague - Záběhlice",Studio,28 m²,"CZK 3,112",Furnished,5,No,No,No,No,No,Yes,No,,148,797,786,745,562,793,835,842,805,268,Excellent,"CZK 13,102",Personal,Brick building,G,,,,,,,"CZK 13,102

                                
                                
                
i",,,,,
131105,"CZK 25,000",50.0830177,14.4394326,"Italská, Prague - Vinohrady",1 bedroom with open-plan kitchen,52 m²,"CZK 5,500",Furnished,2,Yes,No,No,No,Yes,Yes,No,01. 07. 2022,125,777,394,114,169,464,557,383,655,495,New build,"CZK 61,000",Personal,Low-energy building,,,,Gas boiler,,,,,,,,,
413102,"CZK 5,000",50.0842092,14.5135598,Prague - Malešice,Studio,24 m²,"CZK 3,000",Furnished,2,Yes,No,No,No,No,No,No,12. 05. 2021,254,"1,034",373,992,265,395,869,995,313,78,,"CZK 8,000",Personal,Prefab concrete building,,,,,,,,,,,,,
718489,"CZK 14,490",50.11847972222,14.47255944444,"Střížkovská, Prague - Libeň",Studio,45 m²,"CZK 1,920",Furnished,4,No,No,No,No,No,Yes,No,,310,"1,228",368,328,614,741,"1,262","1,226",820,,Excellent,"CZK 16,410",Personal,Brick building,C,,,,,,,"CZK 16,410

                                
                                
                
i",,,,,
555503,"CZK 14,000",50.1566039,14.5179686,"Theinova, Prague - Čakovice",Studio,57 m²,"CZK 3,700",Partially furnished,1,No,Yes,Yes,No,No,Yes,No,01. 07. 2022,351,883,82,62,"1,467",853,131,125,,,,"CZK 28,000",Personal,Brick building,,,,,,Yes,,,,,,,
714237,"CZK 36,000",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",2 bedroom with open-plan kitchen,94 m²,CZK 133,Furnished,11,No,Yes,Yes,No,Yes,Yes,Yes,10. 07. 2022,,,,,,,,,,,Excellent,"CZK 72,000",Personal,Other,A,,,,,Yes,,,,Luka Residential s.r.o.,Luka Living Rental apartments,1115,
257303,"CZK 18,000",50.0702435,14.3993777,"Na Zatlance, Prague - Smíchov",1 bedroom with open-plan kitchen,49 m²,"CZK 3,500",Furnished,3,No,No,Yes,No,No,No,No,01. 06. 2022,329,223,215,246,224,306,73,691,743,262,,"CZK 20,000",Personal,Brick building,,over 50 years years,Standard materials and solutions,Other,Middle floor,,,,Interior,,,,
718470,"CZK 14,000",50.0465,14.44259,"U Nových domů Ⅲ, Prague - Krč",1 bedroom,45 m²,"CZK 4,000",Partially furnished,,No,No,Yes,Yes,No,Yes,No,01. 06. 2022,282,417,110,392,137,349,174,582,578,323,Excellent,"CZK 18,000",Personal,Brick building,C,,,,,,,,,,,,
366694,"CZK 8,000",50.0434577,14.455405,"Počátecká, Prague - Michle",Small studio,20 m²,"CZK 2,000",Unfurnished,1,No,Yes,No,No,No,No,No,01. 06. 2022,170,783,558,473,172,232,276,608,694,152,,"CZK 10,000",Personal,Brick building,B,,Standard materials and solutions,Central heating,Middle floor,,,,Exterior,,,,
718466,"CZK 19,000",50.1307421,14.4956911,"Zakšínská, Prague - Střížkov",1 bedroom with open-plan kitchen,56 m²,"CZK 1,300",Furnished,5,No,No,No,Yes,No,Yes,No,01. 07. 2022,531,"1,050",259,"1,026",767,666,550,581,"1,348",125,Excellent,"CZK 20,000",Personal,Brick building,G,,,,,,,,,,,,
126632,"CZK 19,000",50.0543548,14.3533083,"Za Zámečkem, Prague - Jinonice",1 bedroom with open-plan kitchen,62 m²,"CZK 4,000",Furnished,3,Yes,No,Yes,No,No,Yes,Yes,27. 06. 2022,445,855,63,754,391,547,248,742,"1,261",539,New build,"CZK 29,999",Personal,Brick building,,10 to 30 years years,Standard materials and solutions,Central heating,Middle floor,,,,,,,,
665290,"CZK 11,000",50.08468,14.45434,"Havlíčkovo náměstí, Prague - Žižkov",1 bedroom,32 m²,CZK 930,Partially furnished,3,No,No,No,No,No,No,No,26. 05. 2021,128,359,17,326,38,166,59,190,433,218,Excellent,"CZK 20,000",Personal,Brick building,B,,,,,,,,,,,,
482525,"CZK 18,250",50.086769801288,14.345216747607,"Brunclíkova, Prague - Břevnov",2 bedroom,53 m²,"CZK 4,250",Partially furnished,7,Yes,No,No,No,No,No,No,01. 06. 2022,15,602,259,337,121,355,258,231,636,171,Excellent,"CZK 30,000",Personal,Prefab concrete building,D,1 to 10 years years,,District heating,Top floor,,,,Overall,,,,
672495,"CZK 17,000",50.10288,14.50127,"Na Harfě, Prague - Vysočany",1 bedroom with open-plan kitchen,56 m²,"CZK 3,000",Furnished,2,Yes,No,No,No,Yes,Yes,No,22. 06. 2022,302,"1,092",220,635,368,536,366,857,"1,039",584,New build,"CZK 20,000",Personal,Brick building,G,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,Yes,,,Overall,,,,
605938,"CZK 17,000",50.106098,14.43089,Prague - Bubeneč,2 bedroom,55 m²,CZK 750,Partially furnished,1,Yes,No,No,No,No,Yes,No,15. 07. 2022,785,"1,111","1,348",124,"1,058","1,089",838,599,,,Excellent,"CZK 17,000",Personal,Brick building,A,,Standard materials and solutions,Gas boiler,Middle floor,,50 m²,,Overall,,,,
291697,"CZK 10,800",50.0517467,14.5312487,"Hornoměcholupská, Prague - Hostivař",1 bedroom with open-plan kitchen,32 m²,"CZK 1,800",Furnished,1,No,No,No,No,No,No,No,,201,"1,126",476,"1,078",112,"1,130",566,635,499,503,,,Personal,Brick building,,,,,,,,,,,,,
616335,"CZK 50,000",50.104941,14.371193,Prague - Dejvice,4 bedroom,150 m²,"CZK 8,000",Partially furnished,2,Yes,Yes,Yes,No,Yes,No,No,01. 06. 2022,182,"1,435",159,"1,072",168,149,446,579,420,195,Excellent,"CZK 50,000",Personal,Brick building,A,,Premium materials and solutions,Gas boiler,Middle floor,,250 m²,,Overall,,,,
717733,"CZK 12,500",50.06077,14.39233,"Štorkánova, Prague - Smíchov",1 bedroom,35 m²,"CZK 2,500",Partially furnished,1,No,No,Yes,No,No,No,No,08. 05. 2022,185,648,608,483,284,"1,063",573,339,476,220,Good,"CZK 15,000",Personal,Brick building,G,,,,,,,,,,,,
718452,"CZK 14,400",50.06571,14.30707,"Bazovského, Prague - Řepy",1 bedroom with open-plan kitchen,52 m²,"CZK 4,000",Partially furnished,,No,No,Yes,No,No,Yes,No,13. 05. 2022,235,323,182,366,53,275,448,328,"1,496",381,Excellent,"CZK 2,840",Personal,Prefab concrete building,C,,,,,,,,,,,,
658726,"CZK 25,000",50.10878,14.39881,"Albánská, Prague - Bubeneč",1 bedroom with open-plan kitchen,80 m²,"CZK 3,000",Partially furnished,2,No,No,No,Yes,Yes,No,No,01. 08. 2021,274,"1,410",291,719,330,693,370,343,787,147,Excellent,"CZK 25,000",Personal,Brick building,B,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,,,,Overall,,,,
718439,"CZK 12,000",50.02656,14.45334,"Ružinovská, Prague - Krč",1 bedroom with open-plan kitchen,40 m²,"CZK 1,000",Furnished,7,No,No,No,No,No,Yes,No,13. 05. 2022,196,"1,054",129,485,707,668,"1,302",117,138,,Excellent,"CZK 15,000",Personal,Prefab concrete building,C,,,,,,,,,,,,
717519,"CZK 12,000",50.1272,14.49618,"Varnsdorfská, Prague - Střížkov",Small studio,31 m²,"CZK 3,500",Furnished,3,Yes,No,Yes,No,No,Yes,No,07. 05. 2022,202,625,263,550,331,308,176,262,"1,093",135,Excellent,"CZK 24,000",Personal,Prefab concrete building,G,,,,,,,,Interior,,,,
718364,"CZK 25,000",50.08156,14.64289,"Nesměřická, Prague - Újezd nad Lesy",Other,30 m²,,Partially furnished,1,No,No,No,No,No,No,No,12. 05. 2022,359,851,433,768,887,703,310,,,,Excellent,CZK 500,Personal,Brick building,G,,,,,,,,,,,,
718111,"CZK 45,000",50.06554,14.40191,"Na Doubkové, Prague - Smíchov",2 bedroom with open-plan kitchen,130 m²,"CZK 5,000",Furnished,2,No,Yes,Yes,No,Yes,Yes,Yes,01. 07. 2022,302,544,276,801,440,554,336,432,691,372,Excellent,"CZK 90,000",Personal,Brick building,A,,,,,,,,,,,,
717571,"CZK 16,000",50.04677,14.31573,"Klukovická, Prague - Stodůlky",1 bedroom with open-plan kitchen,45 m²,"CZK 3,000",Furnished,6,No,No,Yes,No,Yes,Yes,No,30. 05. 2022,98,582,453,591,499,108,642,220,585,216,Excellent,"CZK 25,000",Personal,Prefab concrete building,C,,,,,,,,Overall,,,,
480743,"CZK 15,000",50.0038161,14.4155874,"Soukalova, Prague - Modřany",Studio,43 m²,"CZK 2,000",Unfurnished,4,Yes,No,No,No,Yes,Yes,Yes,01. 07. 2022,234,302,598,397,426,404,890,739,745,274,,"CZK 17,000",Personal,Brick building,,1 to 10 years years,Standard materials and solutions,District heating,Top floor,Yes,,,,,,,
718389,"CZK 12,990",50.10426944444,14.52005,"U Elektry, Prague - Hloubětín",Studio,29 m²,"CZK 1,546",Unfurnished,5,Yes,No,No,No,No,Yes,No,,122,"1,469",363,"1,450",806,373,"1,098","1,305",854,367,New build,"CZK 14,536",Personal,Other,B,,,,,Yes,,"CZK 14,536

                                
                                
                
i",,,,,
118686,"CZK 30,000",50.0695036,14.3174676,"Na Fialce II, Prague - Řepy",2 bedroom with open-plan kitchen,110 m²,"CZK 7,000",Furnished,2,Yes,No,No,No,No,No,Yes,01. 07. 2022,358,"1,261",962,"1,327",648,"1,114",770,535,577,211,Excellent,"CZK 70,000",Personal,Brick building,D,10 to 30 years years,Premium materials and solutions,Gas boiler,Middle floor,,,,,,,,
717803,"CZK 27,000",50.07334,14.44219,"Budečská, Prague - Vinohrady",3 bedroom,98 m²,"CZK 5,000",Partially furnished,4,Yes,No,Yes,No,No,Yes,No,01. 07. 2022,96,274,65,654,44,605,281,488,524,337,Excellent,"CZK 30,000",Personal,Brick building,G,,Standard materials and solutions,Central heating,Middle floor,,,,,,,,
718367,"CZK 10,600",50.06742,14.30734,"Bazovského, Prague - Řepy",1 bedroom with open-plan kitchen,42 m²,"CZK 2,400",Partially furnished,2,No,No,No,No,No,Yes,No,18. 05. 2022,31,570,521,532,294,292,299,241,"1,308",245,Good,"CZK 13,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
617411,"CZK 17,000",50.100593,14.488647,"Novovysočanská, Prague - Vysočany",2 bedroom,51 m²,CZK 500,Partially furnished,3,No,No,No,No,No,No,No,01. 04. 2022,9,"1,082",6,933,86,"1,250",154,209,467,248,Excellent,"CZK 35,000",Personal,Brick building,G,1 to 10 years years,Premium materials and solutions,Other,Middle floor,,,,Overall,,,,
717539,"CZK 19,000",50.0817642,14.4593369,"Jičínská, Prague - Žižkov",1 bedroom with open-plan kitchen,45 m²,"CZK 5,000",Partially furnished,2,Yes,No,No,No,No,No,No,01. 08. 2022,56,578,198,113,94,651,321,219,362,420,Excellent,"CZK 19,000",Personal,Brick building,G,,,,,,,,,,,,
556919,"CZK 22,500",50.0639307,14.3981426,"Xaveriova, Prague - Smíchov",Other,109 m²,"CZK 3,998",Unfurnished,2,No,Yes,No,No,No,No,No,16. 05. 2022,494,841,603,"1,225",586,928,541,385,64,411,,"CZK 22,500",Other,Brick building,G,,,,,,,,,,,,
717517,"CZK 16,000",50.0729,14.3939,"Grafická, Prague - Smíchov",1 bedroom,37 m²,"CZK 3,351",Partially furnished,1,No,No,Yes,No,No,Yes,No,17. 05. 2022,121,924,13,615,8,706,65,966,973,267,Excellent,"CZK 19,000",Personal,Brick building,G,1 to 10 years years,Standard materials and solutions,,Raised ground floor,,,,Overall,,,,
718325,"CZK 15,000",50.08197,14.50537,"Tuchorazská, Prague - Malešice",2 bedroom,54 m²,"CZK 4,000",Partially furnished,3,No,No,Yes,No,No,No,No,01. 07. 2022,154,474,318,431,251,452,614,511,"1,004",88,Excellent,"CZK 19,000",Personal,Prefab concrete building,G,,,District heating,,,,,Overall,,,,
697081,"CZK 44,000",50.08294,14.4439,"U Rajské zahrady, Prague - Žižkov",2 bedroom with open-plan kitchen,96 m²,"CZK 6,560",Furnished,1,No,No,Yes,No,No,Yes,No,25. 05. 2022,310,517,418,403,183,453,300,306,676,106,Excellent,"CZK 88,000",Personal,Brick building,B,,,,,,,,,,,,
