Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Building type,Age,Designe,Condition,Ownership,EPC,Heating,New-build,Reconstruction,Terrace,Cellar,Balcony,Parking,Garage,Domácí mazlíčci vítáni,Enclosed balcony,Administrative fee,Plot space,Plot type
"CZK 7,900",CZK 590,64253,1 bedroom,10/1/2022,42 m²,Unfurnished,,,303.44,218.62,136.84,87.72,143.96,232.59,274.5,621.56,498.88,216.61,"Kafkova, Prague - Dejvice",50.0981478,14.3988274,"CZK 15,800",Brick,,,,Personal,,Electric boiler,,,,,,,,,,,,
"CZK 19,000","CZK 2,300",652947,2+kk,12/7/2022,45 m²,Partly,3,,364.04,699.62,456.52,1024.25,12.58,809.29,396.63,770.99,900.55,101.45,"Nový Svět, Prague - Hradčany",50.090696,14.392596,"CZK 19,000",Other,,,Very good,Personal,G,,,,,,,,,,,,,
"CZK 18,500","CZK 4,500",736036,2+kk,9/9/2022,54 m²,Partly,5,1.0,100.23,939.76,153.49,621.09,138.91,192.6,264.37,595.16,305.1,220.46,Prague - Strašnice,50.06951,14.49267,"CZK 37,000",Prefab concrete,,,Very good,,G,,,,,,,,,,1.0,,,
"CZK 30,000","CZK 5,500",729499,3+kk,9/1/2022,95 m²,Partly,1,1.0,315.45,289.9,124.78,287.21,368.47,255.49,664.31,332.75,923.22,132.51,Prague - Hlubočepy,50.03242,14.37739,"CZK 30,000",Brick,Up to 10 years,Standard,Very good,Personal,C,Distance,,,1.0,1.0,,1.0,,,,,,
"CZK 14,500",CZK 0,138382,1 bedroom,10/1/2022,40 m²,Partly,3,,291.54,369.08,134.75,362.09,102.91,310.81,203.33,269.83,573.25,255.45,"Blodkova, Prague - Žižkov",50.0796704,14.4491021,"CZK 14,500",Brick,,,,Personal,E,,,,,1.0,,,,,,,,
"CZK 22,000","CZK 5,000",532593,2+kk,10/1/2022,64 m²,Partly,6,1.0,148.98,303.4,111.01,342.87,179.86,311.96,89.15,373.37,133.74,37.71,"Náměstí Jiřího z Lobkovic, Prague - Vinohrady",50.0771313,14.4667854,"CZK 40,000",Brick,Over 50 years,Standard,Very good,Personal,D,Gas boiler,,Complete,,1.0,,,,,,,,
"CZK 12,000","CZK 4,000",246931,Small studio,9/12/2022,36 m²,Fully furnished,2,,187.15,895.09,676.5,663.28,465.74,726.33,360.29,737.25,1044.35,514.08,"Hrubínova, Prague - Modřany",50.010788,14.4120482,"CZK 16,000",Brick,Up to 10 years,Standard,,Personal,C,Central,,Complete,1.0,,,,,,,,,
"CZK 40,000",CZK 0,735545,2+kk,9/8/2022,62 m²,Fully furnished,5,1.0,226.54,656.72,146.44,158.9,170.27,188.04,350.37,734.05,493.54,72.33,Prague - Nové Město,50.08223,14.423,"CZK 20,000",Brick,,,New-build,,B,,1.0,,,,1.0,,,,,,,
"CZK 20,000","CZK 8,000",730639,3+1,10/1/2022,90 m²,Partly,3,,44.22,1189.1,576.92,1480.73,532.01,1178.75,1005.21,708.52,1105.27,393.01,Prague - Braník,50.04159,14.42236,"CZK 28,000",Brick,,,Good,,G,,,,,,,,,,,,,
"CZK 20,000","CZK 5,000",731383,3+kk,8/29/2022,68 m²,Partly,4,1.0,188.87,571.91,441.15,1615.09,114.43,1040.11,728.55,1013.12,597.88,292.79,Prague - Krč,50.02256,14.45293,"CZK 40,000",Prefab concrete,,Standard,Very good,,G,Central,,,,,,,,,1.0,,,
"CZK 19,000","CZK 3,000",344230,2+kk,9/15/2022,41 m²,Fully furnished,5,1.0,265.58,250.04,204.94,361.36,251.12,318.41,337.42,745.59,520.42,184.08,"Krchlebská, Prague - Krč",50.0475334,14.4426189,"CZK 22,000",Brick,,,,Personal,,Electric boiler,,Complete,,1.0,,,,,,,,
"CZK 27,000","CZK 6,433",698164,2+kk,10/1/2022,60 m²,Fully furnished,,,249.82,198.79,33.25,163.94,38.63,324.24,276.12,258.46,248.77,264.34,Prague - Staré Město,50.0882848,14.4258186,"CZK 54,000",Other,,,Very good,Personal,,Electric boiler,,,,,,,,,,,,
"CZK 23,000","CZK 4,000",240526,2+kk,9/1/2022,62 m²,,7,1.0,275.03,629.24,55.34,441.72,67.99,393.86,323.27,897.37,163.39,111.95,"U Uranie, Prague - Holešovice",50.1067006,14.4519976,"CZK 27,000",Brick,Up to 10 years,Luxurious,,Personal,,Central,,,,1.0,1.0,,1.0,,,,,
"CZK 16,000","CZK 4,500",567644,2+kk,11/1/2022,60 m²,Partly,2,1.0,418.09,2005.45,2004.8,2524.93,2073.58,2053.8,2603.95,2619.27,1714.42,1372.64,"Lošáková, Prague - Pitkovice",50.0138924,14.5867087,"CZK 30,000",Other,Up to 10 years,Standard,Very good,Personal,B,,1.0,,,1.0,1.0,1.0,,,,,,
"CZK 23,500","CZK 5,500",735780,3+kk,10/1/2022,68 m²,Fully furnished,5,1.0,184.19,584.39,160.76,129.43,122.25,416.17,662.87,494.59,480.05,394.3,Prague - Smíchov,50.07165,14.40957,"CZK 23,500",Brick,,,Very good,,F,,,,,1.0,,,,1.0,,,,
"CZK 27,000","CZK 4,000",735551,3+kk,9/8/2022,83 m²,Unfurnished,3,,149.2,1278.61,579.68,1498.92,671.57,884.65,577.38,531.29,725.03,679.79,Prague - Smíchov,50.05493,14.40442,"CZK 43,000",Brick,,,Very good,,G,,,,,1.0,,1.0,1.0,,,,,
"CZK 14,000","CZK 3,500",389685,Studio,9/30/2022,33 m²,Fully furnished,2,,300.18,1944.82,455.39,2294.81,342.81,1542.23,418.67,1010.55,1568.37,645.97,"Výhledová, Prague - Hlubočepy",50.0465986,14.4062092,"CZK 28,000",Brick,,,,Personal,B,Electric boiler,,,1.0,,,,,,,,,
"CZK 15,000","CZK 5,000",483887,2+kk,10/1/2022,36 m²,Fully furnished,3,,349.3,744.42,280.28,361.13,260.09,400.91,416.21,279.98,1128.95,331.77,"Na Okraji, Prague - Veleslavín",50.0891547,14.3400733,"CZK 25,000",Brick,,Standard,,Personal,E,,,Complete,,,,,,,,,,
"CZK 15,999",CZK 0,732306,2+kk,9/4/2022,42 m²,Fully furnished,2,1.0,167.01,946.33,179.53,881.67,216.56,212.48,403.77,549.44,926.51,156.92,Prague - Chodov,50.02596,14.52349,"CZK 32,000",Prefab concrete,,Standard,Very good,,G,,,Bathroom unit,,1.0,,,,,,,,
"CZK 6,000","CZK 4,000",202624,Small studio,10/1/2022,30 m²,Partly,1,,142.59,320.37,256.43,3237.73,212.71,1933.84,469.06,364.47,809.92,735.0,Prague - Satalice,50.1270046,14.5707358,"CZK 10,000",Brick,,,,Personal,,Gas boiler,,,,,,1.0,,,,,,
"CZK 12,000","CZK 4,000",156031,Studio,,30 m²,Partly,2,,432.98,1498.76,401.42,727.27,413.92,405.83,625.37,247.22,1113.21,158.6,"Veleňská, Prague - Kobylisy",50.1279628,14.4474614,"CZK 12,500",Brick,,,,Personal,,Electric boiler,,,,1.0,,,,,,,,
"CZK 20,000","CZK 5,000",686030,1 bedroom,9/15/2022,60 m²,Fully furnished,3,1.0,16.0,469.84,468.47,1386.69,121.34,500.21,342.53,439.3,310.76,272.5,"Slévačská, Prague - Kyje",50.10582,14.55398,"CZK 25,000",Other,,,New-build,Personal,B,,,,,,1.0,,,,,,,
"CZK 17,000","CZK 6,000",505041,2+kk,12/1/2022,53 m²,Partly,2,1.0,95.66,1509.12,812.68,2179.64,603.05,1555.57,1181.46,1692.47,1251.95,615.33,"Sicherova, Prague - Kyje",50.1149714,14.5619513,"CZK 17,000",Brick,Up to 10 years,,Very good,Personal,C,Central,1.0,,,,,1.0,,,1.0,,,
"CZK 26,000","CZK 3,700",731045,2+kk,8/24/2022,48 m²,Fully furnished,1,1.0,152.75,963.53,293.54,1377.9,146.79,1254.69,1052.33,930.46,622.51,550.29,Prague - Řepy,50.06812,14.29404,"CZK 50,000",Brick,Up to 10 years,Luxurious,New-build,,B,,1.0,,1.0,,,1.0,1.0,,,,,
"CZK 4,500","CZK 2,500",629416,Studio,10/4/2022,16 m²,Partly,,,200.05,1028.05,515.26,951.11,400.2,724.77,522.41,602.13,726.22,418.43,Prague - Řepy,50.07064,14.30051,"CZK 7,000",Brick,,,Good,Personal,G,Central,,,,,,,,,,,,
"CZK 31,500","CZK 2,500",732297,3+1,10/1/2022,89 m²,Unfurnished,2,,3.91,381.44,229.01,260.45,16.48,466.6,148.75,1136.15,147.38,206.85,Prague - Bubeneč,50.10095,14.41842,"CZK 60,000",Brick,,,Very good,,G,,,,,1.0,1.0,,,,,,,
"CZK 17,000","CZK 3,000",661869,2 bedroom,10/30/2022,49 m²,Fully furnished,3,1.0,348.87,382.42,142.37,565.11,185.36,289.15,279.58,428.31,720.24,249.01,Prague - Holešovice,50.1012385,14.445747,"CZK 20,000",Brick,,,Very good,Personal,B,Other,,Complete,,1.0,,1.0,,,,,,
"CZK 23,000","CZK 3,500",611658,2 bedroom,9/10/2022,69 m²,Partly,1,1.0,139.03,947.63,193.11,470.73,14.46,400.42,324.17,313.09,370.6,241.73,"Plavecká, Prague - Nové Město",50.069086,14.415011,"CZK 23,000",Brick,,,Very good,Personal,G,Central,,,,,1.0,,,,,,,
"CZK 16,000","CZK 2,280",453588,2 bedroom,10/1/2022,53 m²,Partly,5,1.0,193.62,942.78,165.46,516.38,427.7,243.55,243.68,670.92,238.99,187.08,"Pivovarnická, Prague - Libeň",50.1093202,14.4743969,"CZK 32,000",Brick,,,Very good,Personal,G,Gas boiler,,Complete,,1.0,,,,,,,,
"CZK 18,000","CZK 4,000",726001,3+1,8/1/2022,72 m²,Partly,5,1.0,170.88,687.41,209.37,644.64,176.07,564.78,826.05,503.93,894.51,180.43,Prague - Malešice,50.08174,14.50788,"CZK 21,000",Prefab concrete,,,Very good,,D,,,,,1.0,,,,,1.0,,,
"CZK 20,000",CZK 0,735605,2+kk,9/8/2022,38 m²,Partly,1,,286.59,250.71,465.1,3587.59,546.18,2565.77,596.89,715.95,499.27,732.72,Prague - Běchovice,50.08115,14.62411,"CZK 20,000",Brick,,,Very good,,G,,,,,,,1.0,,,,,,
"CZK 7,000","CZK 2,000",732632,Small studio,9/5/2022,34 m²,Fully furnished,4,1.0,178.58,1079.2,254.49,1044.37,461.31,619.85,1012.02,752.65,415.0,539.01,Prague - Stodůlky,50.05296,14.33228,"CZK 10,000",Other,,,New-build,,G,,,,,,,,,,,,,
"CZK 14,990","CZK 3,990",697953,Studio,9/6/2022,29 m²,Fully furnished,2,1.0,151.52,401.41,109.66,391.76,94.68,206.05,303.75,316.12,661.89,418.83,"Salmovská, Prague - Nové Město",50.07486,14.42255,"CZK 18,000",Brick,,,Very good,Personal,B,,,,1.0,,,1.0,,,,,,
"CZK 7,900","CZK 2,500",735601,Studio,11/1/2022,24 m²,Unfurnished,2,,267.11,1127.97,492.74,1166.35,216.56,835.68,1367.67,243.64,974.08,462.38,Prague - Vršovice,50.06173,14.46551,"CZK 10,400",Brick,,,Very good,,G,,,,,,,,,,,,,
"CZK 18,000","CZK 3,900",732272,2 bedroom,9/10/2022,62 m²,Partly,2,,193.07,2055.72,1959.47,1811.12,1057.17,3315.71,1542.62,1445.66,1373.51,1098.9,Prague - Sobín,50.06745,14.26193,"CZK 20,000",Low-energy,,,New-build,,A,Geothermal,1.0,,,,,1.0,,,,,,
"CZK 20,000","CZK 2,000",735582,2 bedroom,9/15/2022,60 m²,Partly,3,,371.08,123.45,240.52,446.52,89.64,389.33,204.11,453.24,724.79,230.4,Prague - Žižkov,50.08199,14.45368,"CZK 22,000",Brick,,,Very good,,G,,,,,,,,,1.0,,,,
"CZK 17,000","CZK 4,500",735579,2 bedroom,9/11/2022,65 m²,Fully furnished,2,,265.96,1069.75,354.3,698.85,600.59,1148.59,1232.26,1058.22,1071.19,301.69,Prague - Suchdol,50.13558,14.36991,"CZK 22,000",Brick,,,Very good,,G,,,,,,,1.0,,,,,,
"CZK 11,990","CZK 2,945",735581,Studio,9/16/2022,32 m²,Unfurnished,1,,238.59,576.86,229.13,268.85,232.47,367.92,374.85,528.7,504.18,461.86,"Hošťálkova, Prague - Břevnov",50.08293472222,14.37008416666,"CZK 14,935",Brick,,,Very good,Personal,G,,,,,,,,,,,"CZK 14,935",,
"CZK 13,990","CZK 2,949",735578,1 bedroom,9/16/2022,38 m²,Fully furnished,3,,356.01,895.24,106.52,408.38,184.1,967.39,447.07,313.63,863.22,150.36,"U družstva Repo, Prague - Nusle",50.057498931885,14.446800231934,"CZK 16,939",Brick,,,Very good,Personal,D,,,,,1.0,1.0,,,,,"CZK 16,939",,
"CZK 14,990","CZK 2,949",735577,1 bedroom,9/16/2022,38 m²,Fully furnished,3,,356.01,895.24,106.52,408.38,184.1,967.39,447.07,313.63,863.22,150.36,"U družstva Repo, Prague - Nusle",50.057498931885,14.446800231934,"CZK 17,939",Brick,,,Very good,Personal,D,,,,,1.0,1.0,,,,,"CZK 17,939",,
"CZK 17,900",CZK 590,463258,2+kk,10/1/2022,44 m²,Partly,2,,127.73,886.45,36.32,399.9,121.48,332.84,596.5,641.14,459.0,269.03,"Nezamyslova, Prague - Nusle",50.0648387,14.4266126,"CZK 35,800",Brick,,Standard,Good,Personal,,Other,,Complete,,1.0,1.0,1.0,,,,,,
"CZK 18,500","CZK 4,600",462793,Studio,10/1/2022,58 m²,Fully furnished,4,1.0,243.2,1045.68,420.92,402.29,343.22,869.46,807.11,190.63,1167.33,436.4,"Velvarská, Prague - Dejvice",50.0992603,14.3830536,"CZK 37,000",Brick,,,,Personal,,Central,,Complete,,,,,,,,,,
"CZK 13,000","CZK 4,500",735561,2+kk,10/1/2022,44 m²,Partly,4,1.0,47.67,317.76,335.2,2638.92,322.09,407.97,424.51,1694.54,1152.1,50.92,Prague - Ruzyně,50.08835,14.30648,"CZK 15,000",Other,,,Very good,,G,,,,,1.0,,,,,,,,
"CZK 18,500","CZK 3,500",643846,2 bedroom,12/5/2022,56 m²,Fully furnished,2,1.0,111.69,907.32,55.31,823.75,18.58,367.76,297.13,266.62,90.56,141.35,"Bělohorská, Prague - Břevnov",50.084925,14.378923,"CZK 37,000",Brick,,,Very good,Personal,G,,,,,,,1.0,,,,,,
CZK 1,"CZK 6,220",31263,3+1,4/27/2022,70 m²,Unfurnished,,,207.23,1289.45,437.79,977.09,150.15,621.81,704.39,1017.59,346.87,40.94,Prague - Libeň,50.1115724,14.4775255,"CZK 22,000",Brick,,Standard,Wrong,Personal,,Electric boiler,,Interior,,,,,,,,,,
"CZK 11,000","CZK 5,000",456060,Studio,9/4/2022,43 m²,Partly,1,,195.33,1244.79,148.35,850.86,191.61,350.92,186.93,273.29,353.93,199.18,Prague - Vokovice,50.0978176,14.3459099,"CZK 16,000",Brick,Over 50 years,Standard,Good,Personal,F,,,,,1.0,,1.0,,,,,,
"CZK 17,500","CZK 4,500",700407,Studio,8/4/2022,50 m²,Partly,2,1.0,130.64,1101.17,255.39,417.11,434.12,556.95,377.03,268.5,254.19,419.35,"Tupolevova, Prague - Letňany",50.13335,14.50671,"CZK 20,000",Prefab concrete,,,New-build,Personal,B,Central,,,,,,,,,1.0,,,
"CZK 12,000","CZK 3,500",212190,Studio,10/1/2022,36 m²,Fully furnished,1,,189.7,1326.67,371.17,391.43,388.62,128.14,559.88,1082.07,600.96,593.69,"Českomoravská, Prague - Libeň",50.1028249,14.4966813,"CZK 15,500",Brick,,,,Personal,,,,,,,,,,,,,,
"CZK 5,000","CZK 2,000",723664,Other,6/26/2022,9 m²,Fully furnished,1,,355.18,1302.88,992.79,1389.78,681.37,1265.38,719.71,940.58,192.06,775.63,Prague - Petrovice,50.03371,14.54724,"CZK 2,000",Brick,,,Good,,C,,,,,,,,,,,,,
"CZK 59,000","CZK 9,500",432912,5+kk,9/1/2022,240 m²,Fully furnished,6,1.0,174.74,280.54,98.82,188.39,115.11,446.45,286.03,336.05,977.41,264.84,Prague - Vinohrady,50.078327416966,14.455739663754,"CZK 118,000",Brick,,Luxurious,,Personal,,,,,1.0,,1.0,,,,,,,
"CZK 16,000","CZK 5,000",666042,2 bedroom,9/1/2022,59 m²,Partly,6,1.0,117.5,270.46,138.74,133.57,38.01,277.34,47.26,66.93,685.67,257.65,Prague - Vinohrady,50.076212,14.4539725,"CZK 21,000",Brick,,,Very good,Personal,G,Distance,,,,,,,,,,,,
"CZK 14,001","CZK 4,800",735465,2+kk,10/1/2022,49 m²,Partly,2,,147.03,996.33,364.36,778.22,239.51,746.48,495.92,470.51,644.53,246.0,Prague - Nusle,50.05825,14.44248,"CZK 20,000",Brick,,,Good,,G,,,,,,,,,,,,,
"CZK 15,000","CZK 4,000",735519,2+kk,9/8/2022,45 m²,Partly,2,1.0,235.6,275.67,138.46,131.82,154.01,247.69,191.11,191.11,1014.48,128.49,Prague - Kobylisy,50.1282,14.46748,"CZK 15,000",Prefab concrete,,,Very good,,G,,,,,,,,,,,,,
"CZK 17,501",CZK 0,731440,1 bedroom,8/27/2022,34 m²,Partly,1,,309.93,1324.95,228.84,710.35,257.19,425.17,569.56,583.75,698.96,307.13,Prague - Bubeneč,50.11009,14.39572,"CZK 33,000",Brick,,,Good,Personal,D,,,,,1.0,,,,1.0,,,,
"CZK 11,000","CZK 3,000",735490,Studio,9/7/2022,26 m²,Fully furnished,1,,71.82,1155.13,667.44,821.2,321.12,783.31,770.05,430.95,2336.32,607.25,Prague - Újezd nad Lesy,50.07387,14.67211,"CZK 11,000",Brick,,,Very good,,G,,,,1.0,,,,,,,,,
"CZK 11,000","CZK 3,000",735488,Studio,9/7/2022,25 m²,Fully furnished,1,,233.33,597.58,424.82,268.33,15.01,1219.3,217.85,552.03,354.24,393.59,Prague - Michle,50.05793,14.45218,"CZK 20,000",Brick,,,Very good,,G,,,,,,,,,1.0,,,,
"CZK 22,990","CZK 4,424",735471,2 bedroom,9/16/2022,85 m²,Partly,5,1.0,411.48,480.93,233.74,478.91,83.59,408.06,289.69,73.27,91.64,140.17,"Na Balkáně, Prague - Žižkov",50.09490333333,14.48939916666,"CZK 27,414",Brick,,,Very good,Personal,G,,,,,1.0,1.0,,,,,"CZK 27,414",,
"CZK 27,000","CZK 3,000",517931,2+kk,11/1/2022,55 m²,Fully furnished,2,,98.22,363.84,107.93,28.37,19.06,161.02,454.52,509.1,250.77,629.5,Prague - Karlín,50.0914053,14.4388752,"CZK 30,000",Brick,Up to 10 years,Luxurious,,Cooperative,,Electric boiler,,Interior,,,1.0,,,,,,,
"CZK 16,990","CZK 1,953",735464,3+1,9/16/2022,58 m²,Partly,7,1.0,81.2,538.01,352.16,523.22,360.47,332.22,189.5,132.25,1123.67,311.71,"Novodvorská, Prague - Braník",50.02687027777,14.42904444444,"CZK 18,943",Prefab concrete,,,Very good,Cooperative,G,,,,,1.0,,,,,,"CZK 18,943",,
"CZK 19,000","CZK 4,500",732196,Studio,10/1/2022,42 m²,Fully furnished,3,1.0,266.86,1953.91,1116.59,1712.78,452.71,1360.43,808.23,1421.57,1318.95,730.36,Prague - Modřany,50.01299,14.40002,"CZK 30,000",Low-energy,,Luxurious,New-build,,B,,1.0,,,,1.0,1.0,1.0,,,,,
"CZK 9,400","CZK 1,500",732128,6+kk,9/24/2022,30 m²,Fully furnished,6,1.0,234.8,215.63,259.34,719.06,313.91,295.2,831.77,407.77,706.11,433.61,"U Stírky, Prague - Libeň",50.11987065,14.46188655,"CZK 10,000",Other,,,Very good,,G,,,,,,1.0,1.0,,,,,,
"CZK 15,000","CZK 3,100",733270,2+kk,10/1/2022,48 m²,Fully furnished,,,75.97,940.38,255.24,863.44,61.31,812.69,738.49,520.91,194.73,88.27,Prague - Řepy,50.066,14.29848,"CZK 15,000",Prefab concrete,,,Very good,,C,Distance,,Bathroom unit,,1.0,,,,1.0,,,,
"CZK 17,500","CZK 3,688",735450,2+kk,10/1/2022,48 m²,Partly,4,1.0,291.16,100.7,172.13,1188.31,165.94,1023.26,425.81,635.91,707.3,117.83,Prague - Hlubočepy,50.02944,14.36394,"CZK 35,000",Brick,,,New-build,,C,,1.0,,,1.0,,,1.0,,1.0,,,
"CZK 20,900","CZK 6,379",196494,3+kk,10/1/2022,98 m²,Fully furnished,5,1.0,454.58,1009.29,218.22,988.36,663.54,604.17,508.86,477.54,1287.6,98.59,"Zakšínská, Prague - Střížkov",50.1303717159,14.4956803405,"CZK 30,000",Brick,Up to 10 years,Standard,Very good,Personal,,Distance,,,1.0,,1.0,,,,,,,
"CZK 22,000","CZK 5,000",491258,3+1,9/7/2022,77 m²,Partly,1,,397.31,1435.34,473.4,1071.54,471.0,440.05,224.41,357.84,257.04,354.31,"Sušická, Prague - Dejvice",50.1031476,14.3765489,"CZK 27,000",Brick,,,,Personal,,,,,1.0,,1.0,,,,,,,
"CZK 16,000","CZK 6,000",735431,2+kk,10/15/2022,48 m²,Partly,,,41.82,869.1,80.42,578.78,441.7,947.93,1187.02,898.39,144.87,172.64,Prague - Sedlec,50.13036,14.38268,"CZK 40,000",Other,,,Very good,,G,,,,1.0,,,,,1.0,,,,
"CZK 19,800",CZK 690,404702,2 bedroom,9/20/2022,61 m²,Unfurnished,2,,270.22,537.35,570.44,550.42,221.96,239.82,692.29,766.72,780.58,197.31,"Nad Bořislavkou, Prague - Vokovice",50.0956992,14.3662381,"CZK 35,000",Brick,,,,Personal,,Gas boiler,,Complete,,1.0,,,,,,,,
"CZK 22,000","CZK 5,700",735420,4+1,9/7/2022,79 m²,Partly,4,1.0,374.24,422.22,80.73,326.1,309.29,351.09,269.18,839.0,653.38,49.14,Prague - Modřany,50.00729,14.42024,"CZK 22,000",Prefab concrete,,,Good,,G,Central,,,,,1.0,1.0,,,,,,
"CZK 25,000","CZK 1,500",735422,1 bedroom,9/7/2022,48 m²,Fully furnished,1,,180.41,265.03,100.33,44.88,51.54,142.63,259.17,277.26,206.84,257.24,Prague - Staré Město,50.09007,14.42482,"CZK 30,000",Brick,,,Very good,Personal,E,Central,,Complete,,1.0,,1.0,,,,,,
"CZK 19,900","CZK 7,000",735409,2 bedroom,9/15/2022,83 m²,Fully furnished,3,1.0,311.61,491.04,420.26,954.01,315.32,438.76,826.48,258.6,469.61,508.05,Prague - Smíchov,50.0648,14.40972,"CZK 30,000",Brick,,,Very good,,G,,,,,,,,,,,,,
"CZK 15,000","CZK 3,000",631633,1 bedroom,10/17/2020,40 m²,,1,1.0,311.37,344.25,99.63,655.78,87.41,505.7,74.08,99.28,823.58,590.1,"Jana Masaryka, Prague - Vinohrady",50.071485,14.438257,"CZK 30,000",Brick,,,Very good,Personal,G,,,,,1.0,1.0,1.0,,1.0,,,,
"CZK 23,000","CZK 1,200",735206,2+kk,9/7/2022,72 m²,Partly,4,1.0,23.95,430.92,31.85,121.68,7.68,296.01,127.87,292.46,595.72,409.34,"Myslíkova, Prague - Nové Město",50.078159371219,14.418303124476,"CZK 30,000",Brick,,Standard,Very good,Personal,E,,,,,,,,,,,,,
"CZK 15,000","CZK 5,700",735077,2+kk,9/7/2022,45 m²,Fully furnished,2,,170.17,1331.31,235.88,524.55,177.99,210.9,532.56,369.39,754.76,240.87,Prague - Kobylisy,50.12578,14.44526,"CZK 15,000",Brick,,,Very good,,G,,,,,,,,,,,,,
"CZK 11,000","CZK 5,000",735067,Studio,9/19/2022,40 m²,Partly,2,1.0,158.85,954.73,49.53,719.01,424.8,843.65,219.09,2084.8,1094.1,124.51,Prague - Zličín,50.05714,14.28274,"CZK 22,000",Prefab concrete,,,New-build,,C,,1.0,,,,1.0,1.0,1.0,,,,,
"CZK 19,500","CZK 3,000",527000,2+kk,9/30/2022,43 m²,Fully furnished,4,1.0,220.48,487.86,331.81,500.55,362.83,355.62,688.63,837.35,355.75,380.71,Prague - Holešovice,50.1054837,14.4433027,"CZK 30,000",Brick,Up to 10 years,,Very good,Personal,A,Gas boiler,,Interior,,,,,,,,,,
"CZK 11,499","CZK 1,000",732406,Small studio,9/5/2022,40 m²,Partly,3,,125.86,217.39,168.26,2409.84,102.11,269.28,349.76,144.45,1228.34,258.85,Prague - Braník,50.03521,14.41167,"CZK 18,000",Brick,,,Very good,,G,Electric boiler,,,,,,,,,,,,
"CZK 14,000","CZK 3,500",563487,Studio,9/15/2022,48 m²,Fully furnished,5,1.0,349.01,1306.15,1183.34,2547.15,135.98,470.61,639.86,1578.35,1607.92,164.68,"Velké Kunratické, Prague - Kunratice",50.0208963,14.466772,"CZK 20,000",Brick,,,,Personal,,Distance,,,1.0,,,,,,,,,
"CZK 20,500","CZK 4,500",734036,Studio,11/1/2022,33 m²,Fully furnished,5,1.0,67.34,328.41,86.16,267.56,16.87,168.1,114.81,345.18,762.28,689.5,Prague - Vinohrady,50.07463,14.43756,"CZK 41,000",Brick,,,Very good,,G,,,Complete,,1.0,,,,,,,,
"CZK 21,000","CZK 6,000",732353,2+kk,9/4/2022,55 m²,Unfurnished,2,1.0,325.93,688.72,159.28,653.89,641.67,208.89,621.54,603.96,945.5,558.41,Prague - Stodůlky,50.05311,14.33451,"CZK 50,000",Brick,Up to 10 years,Standard,Very good,,G,,,,,,,1.0,1.0,,1.0,,,
"CZK 20,990","CZK 3,827",725109,2+kk,9/16/2022,63 m²,Partly,6,1.0,398.2,1416.77,693.72,1232.72,635.57,870.63,1111.49,712.15,619.1,290.41,"Zvěřinova, Prague - Strašnice",50.08507833333,14.48646111111,"CZK 24,817",Other,,,New-build,Personal,B,,1.0,,,,1.0,1.0,,,,"CZK 24,817",,
"CZK 15,000","CZK 5,000",394340,3+kk,8/1/2022,65 m²,Fully furnished,2,,105.15,1215.58,166.3,890.12,227.38,725.86,166.47,871.11,1155.37,702.24,Prague - Vysočany,50.101475364278,14.504168211143,"CZK 20,000",Brick,,Standard,Good,Municipal,,,,Exterior,,1.0,,1.0,,1.0,,,,
"CZK 21,000","CZK 2,100",389966,2+kk,11/1/2022,50 m²,Fully furnished,2,,60.84,331.87,96.69,176.28,83.63,235.29,35.21,109.64,643.61,208.21,Prague - Vinohrady,50.0757959,14.4544847,"CZK 40,000",Brick,Over 50 years,Luxurious,Good,Cooperative,G,Gas boiler,,Interior,1.0,1.0,,,,1.0,,,,
"CZK 21,000","CZK 5,000",734032,2+kk,10/1/2022,53 m²,Partly,2,1.0,217.68,150.37,238.25,1550.83,184.39,982.21,1093.25,684.8,865.08,172.36,Prague - Stodůlky,50.04557,14.30395,"CZK 26,000",Brick,,,New-build,,C,,1.0,,,,1.0,,,,,,,
"CZK 14,000","CZK 3,100",734030,2+kk,9/15/2022,42 m²,Fully furnished,7,1.0,137.58,1703.2,347.72,1375.53,386.53,327.75,474.31,149.94,603.06,124.82,Prague - Strašnice,50.06672,14.51317,"CZK 14,000",Prefab concrete,,,Good,,G,,,,,,,,,,,,,
"CZK 21,500","CZK 3,000",428817,Studio,10/15/2022,50 m²,Fully furnished,2,1.0,258.24,1063.78,452.67,1410.65,576.83,619.31,780.44,201.59,1011.23,531.96,"Na Hřebenkách, Prague - Smíchov",50.0746634,14.3868058,"CZK 40,000",Brick,Up to 10 years,Luxurious,New-build,Personal,B,Central,1.0,,1.0,1.0,,1.0,1.0,,,,,
"CZK 26,000","CZK 5,800",7470,3+1,10/1/2022,74 m²,Fully furnished,5,1.0,150.51,196.53,104.3,148.88,91.27,155.43,412.76,685.47,227.64,371.42,"Veletržní, Prague - Holešovice",50.1005696368,14.4250488281,"CZK 35,000",Brick,,Standard,Very good,Other,,Electric boiler,,,,,,,,,,,,
