Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,PENB,New building,Design,Heating,Total number of floors,Renovation,Administration fee,Age,Developer name,Project name,Kód jednotky,Front garden,Investment Advisor
716009,"CZK 18,500",50.0483074,14.3124035,Prague - Stodůlky,1 bedroom with open-plan kitchen,55 m²,"CZK 3,500",Partially furnished,1,No,Yes,No,No,Yes,Yes,Yes,01. 05. 2022,385,385,256,924,205,493,300,294,201,191,Excellent,"CZK 27,000",Personal,Brick building,D,Yes,,,Ground floor,,,1 to 10 years years,,,,40 m²,
575502,"CZK 18,000",50.0656113,14.4278253,"Oldřichova, Prague - Nusle",2 bedroom with open-plan kitchen,52 m²,"CZK 1,200",Partially furnished,4,No,No,Yes,No,No,No,No,01. 06. 2022,241,876,155,451,119,301,585,697,417,245,Excellent,"CZK 34,000",Personal,Brick building,G,,Standard materials and solutions,Electric boiler,Middle floor,Overall,,,,,,,
704120,"CZK 21,000",50.0568,14.37815,"Kačirkova, Prague - Jinonice",1 bedroom with open-plan kitchen,57 m²,"CZK 3,000",Partially furnished,4,No,No,Yes,Yes,No,Yes,Yes,01. 02. 2022,425,383,567,433,477,975,428,"1,467",364,,New build,"CZK 24,000",Personal,Brick building,B,,,Central heating,,,,,,,,,
715981,"CZK 24,000",50.07555,14.38298,"Pod Hájem, Prague - Smíchov",1 bedroom with open-plan kitchen,75 m²,"CZK 5,000",Furnished,1,No,No,No,No,Yes,No,No,01. 06. 2022,575,"1,192",746,"1,338",759,"1,396",771,376,"1,049",371,Excellent,"CZK 54,000",Personal,Brick building,G,,,,,,,,,,,,
623185,"CZK 14,000",50.064273,14.270993,"Hostivická, Prague - Sobín",1 bedroom with open-plan kitchen,52 m²,"CZK 2,000",Partially furnished,2,No,Yes,No,No,Yes,No,No,27. 04. 2022,49,"1,321",86,"1,128",,,,,,,Excellent,"CZK 19,000",Personal,Brick building,B,Yes,Standard materials and solutions,Central heating,Middle floor,Overall,,1 to 10 years years,,,,20 m²,
150740,"CZK 13,000",50.070043,14.3676817,"Plzeňská, Prague - Smíchov",1 bedroom,36 m²,"CZK 2,000",Partially furnished,1,No,No,No,No,No,No,No,,281,584,176,286,42,178,350,"1,363",693,362,Excellent,"CZK 15,000",Personal,Brick building,C,,Standard materials and solutions,Gas boiler,,,,1 to 10 years years,,,,,
624497,"CZK 14,500",50.056579,14.373918,"Kačírkova, Prague - Jinonice",Studio,33 m²,"CZK 2,500",,3,Yes,No,No,No,No,No,No,15. 07. 2022,167,110,211,"1,262",70,153,729,190,"1,174",169,New build,"CZK 10,000",Personal,Low-energy building,A,,,,,,,,,,,,
715316,"CZK 20,000",50.0471,14.30405,"Svitákova, Prague - Stodůlky",1 bedroom with open-plan kitchen,47 m²,"CZK 4,000",Furnished,5,Yes,No,No,No,Yes,Yes,No,16. 07. 2022,176,168,143,114,939,958,584,745,127,,Excellent,"CZK 40,000",Personal,Brick building,G,,,,,,,,,,,,
715306,"CZK 20,000",50.06326,14.28874,"Křivatcová, Prague - Zličín",2 bedroom with open-plan kitchen,70 m²,"CZK 5,000",Partially furnished,1,Yes,No,No,Yes,Yes,Yes,No,21. 04. 2022,185,129,"1,122","1,370",544,"1,481",680,838,446,,New build,"CZK 25,000",Personal,Brick building,A,,,,,,,,,,,,
554738,"CZK 17,000",50.0694,14.4840287,Prague - Strašnice,1 bedroom with open-plan kitchen,42 m²,"CZK 4,500",Partially furnished,5,Yes,No,Yes,No,No,No,No,16. 05. 2022,341,748,429,494,264,420,647,692,482,532,New build,"CZK 34,000",Personal,Brick building,,Yes,,District heating,,,,,,,,,
715906,"CZK 19,000",50.1206665,14.4611681,"Ke Stírce, Prague - Kobylisy",1 bedroom with open-plan kitchen,55 m²,"CZK 2,000",Furnished,1,No,Yes,No,No,Yes,Yes,No,01. 06. 2022,166,138,188,453,286,224,598,234,742,300,Excellent,"CZK 19,000",Personal,Other,G,,Standard materials and solutions,Gas boiler,Ground floor,,,1 to 10 years years,,,,10 m²,
715878,"CZK 10,000",50.06038,14.3974,"Holubova, Prague - Smíchov",Studio,25 m²,"CZK 3,000",Partially furnished,1,No,No,No,No,No,No,No,01. 06. 2022,177,897,204,758,197,597,434,717,495,373,Excellent,"CZK 10,000",Personal,Brick building,G,,,,Ground floor,,,,,,,,
715877,"CZK 18,490",50.04469833333,14.51761583333,"náměstí Přátelství, Prague - Hostivař",1 bedroom with open-plan kitchen,61 m²,"CZK 2,329",Furnished,7,Yes,No,No,No,Yes,Yes,No,,153,134,70,59,913,292,"1,006",102,,,New build,"CZK 20,819",Personal,Brick building,B,Yes,,,,,"CZK 20,819

                                
                                
                
i",,,,,,
715876,"CZK 15,000",50.0124216,14.4017606,"Vrátnická, Prague - Modřany",1 bedroom with open-plan kitchen,53 m²,"CZK 4,000",Partially furnished,2,Yes,No,Yes,No,No,Yes,Yes,25. 04. 2022,79,953,290,"1,197",615,"1,258","1,259",537,,,New build,"CZK 30,000",Personal,Brick building,G,,,,,,,,,,,,
715858,"CZK 19,000",50.07632,14.42788,"Hálkova, Prague - Nové Město",1 bedroom with open-plan kitchen,46 m²,"CZK 6,000",Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,216,660,188,120,96,151,187,262,216,168,Excellent,"CZK 25,000",Personal,Brick building,G,,,,,,,,,,,,
715862,"CZK 13,800",50.09118,14.34546,"Krásného, Prague - Veleslavín",1 bedroom with open-plan kitchen,56 m²,"CZK 3,500",Partially furnished,4,No,No,Yes,No,No,No,No,01. 05. 2022,144,382,95,309,314,284,183,208,689,39,Excellent,"CZK 15,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
715256,"CZK 16,000",50.09179,14.44168,"Sokolovská, Prague - Karlín",Studio,18 m²,"CZK 2,500",Furnished,2,No,Yes,No,No,No,No,No,25. 04. 2022,170,423,142,168,13,109,427,891,261,225,Excellent,"CZK 18,500",Personal,Brick building,G,,,,,,,,,,,,
35209,"CZK 19,400",50.0709893,14.5034918,"Sečská 21, Prague - Strašnice",2 bedroom,65 m²,"CZK 3,000",Partially furnished,4,No,No,No,No,No,No,No,01. 07. 2022,268,"1,308",227,"1,096",483,613,251,400,960,64,,"CZK 20,000",Cooperative,Prefab concrete building,,,Standard materials and solutions,District heating,Top floor,Overall,,30 to 50 years years,,,,,
496356,"CZK 28,000",50.0896186,14.4324025,"Havlíčkova, Prague - Nové Město",2 bedroom with open-plan kitchen,164 m²,"CZK 3,000",Furnished,4,No,No,No,No,No,No,No,01. 07. 2022,212,199,123,98,33,92,321,131,259,513,,"CZK 31,000",Personal,Brick building,G,,,Gas boiler,Attic,,,,,,,,
703675,"CZK 23,500",50.09054,14.42611,"Dlouhá, Prague - Staré Město",1 bedroom with open-plan kitchen,49 m²,"CZK 1,800",Furnished,1,No,No,Yes,No,No,Yes,No,01. 06. 2022,77,200,48,62,30,211,200,222,145,196,Excellent,"CZK 49,580",Personal,Brick building,G,,Premium materials and solutions,Central heating,Middle floor,Interior,,,,,,,
715239,"CZK 18,000",50.0886644,14.484117,"Olgy Havlové, Prague - Žižkov",Studio,38 m²,"CZK 1,500",Partially furnished,7,Yes,No,Yes,No,Yes,Yes,No,20. 04. 2022,381,810,423,623,137,666,490,358,355,113,New build,"CZK 54,000",Personal,Brick building,A,,Premium materials and solutions,Central heating,Middle floor,,,1 to 10 years years,,,,,
715839,"CZK 15,000",50.0406073,14.4348978,"Hudečkova, Prague - Krč",1 bedroom with open-plan kitchen,46 m²,,Furnished,1,No,No,Yes,Yes,No,No,No,15. 05. 2022,181,741,120,386,116,610,939,235,501,102,Excellent,"CZK 15,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
715826,"CZK 17,500",50.10089,14.349,"Nad Jenerálkou, Prague - Vokovice",1 bedroom with open-plan kitchen,70 m²,CZK 1,Furnished,,No,No,No,No,No,No,No,25. 04. 2022,378,"1,483",429,"1,310",445,714,615,554,414,288,Excellent,"CZK 20,000",Personal,Brick building,C,,,,,,,,,,,,
425448,"CZK 10,500",50.0582532,14.44353,"Na Jezerce, Prague - Nusle",Small studio,18 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,No,No,02. 01. 2022,96,"1,112",343,721,186,792,491,465,675,180,Excellent,"CZK 12,500",Personal,Brick building,,,Standard materials and solutions,,,Overall,,1 to 10 years years,,,,,
706675,"CZK 12,990",50.10241638888,14.47648416666,"Sokolovská, Prague - Libeň",1 bedroom,44 m²,"CZK 3,479",Furnished,1,No,No,Yes,No,No,No,No,,130,222,63,270,198,305,184,230,208,532,Excellent,"CZK 16,469",Personal,Brick building,B,,,,,,"CZK 16,469

                                
                                
                
i",,,,,,
473621,"CZK 33,000",50.088662,14.4097039,"U Lužického semináře, Prague - Malá Strana",3 bedroom,92 m²,"CZK 6,000",Unfurnished,4,No,Yes,No,No,No,No,No,01. 05. 2022,300,442,115,421,2,720,478,325,960,178,Excellent,"CZK 50,000",Personal,Brick building,,,Premium materials and solutions,Gas boiler,Attic,Overall,,1 to 10 years years,,,,,
698456,"CZK 11,000",50.05759,14.53231,"Štěrboholská, Prague - Hostivař",1 bedroom,35 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,No,No,15. 01. 2022,218,515,327,"1,148","1,230","1,136",413,449,,,Good,"CZK 10,000",Personal,Brick building,G,,,,,,,,,,,,
715170,"CZK 16,000",50.00325,14.39601,"K Sádkám, Prague - Velká Chuchle",1 bedroom with open-plan kitchen,46 m²,"CZK 4,000",Partially furnished,2,Yes,No,Yes,No,Yes,No,No,01. 05. 2022,539,"1,244","1,144","1,202","1,249","1,300","1,079",,,,Excellent,"CZK 20,000",Personal,Prefab concrete building,C,,,,,,,,,,,,
680782,"CZK 10,000",50.08588,14.37037,"Nad Kajetánkou, Prague - Břevnov",Studio,40 m²,"CZK 1,600",Partially furnished,3,No,No,No,No,No,Yes,No,23. 08. 2021,187,746,406,601,143,440,468,285,745,626,Excellent,"CZK 15,000",Cooperative,Brick building,G,,,District heating,Middle floor,Overall,,,,,,50 m²,
439122,"CZK 21,000",50.0780926,14.4961297,Prague - Strašnice,3 bedroom,71 m²,"CZK 6,500",Partially furnished,,Yes,No,No,No,No,Yes,No,,257,447,215,535,448,488,665,427,"1,129",57,Excellent,"CZK 63,000",Personal,Prefab concrete building,,,,District heating,Raised ground floor,Overall,,,,,,,
500192,"CZK 11,600",50.056036,14.505237,"Jabloňová, Prague - Záběhlice",Studio,25 m²,"CZK 2,500",Furnished,6,No,No,Yes,No,No,Yes,No,01. 01. 1970,191,467,454,725,179,741,648,500,937,363,,"CZK 25,000",Personal,Prefab concrete building,C,,,District heating,Middle floor,Overall,,,,,,,
406062,"CZK 14,000",50.110359480005,14.558964438623,"Lipnická, Prague - Kyje",1 bedroom with open-plan kitchen,50 m²,"CZK 3,000",Partially furnished,5,Yes,Yes,Yes,No,Yes,Yes,Yes,01. 05. 2022,267,"1,051",177,185,"1,005",546,"1,345",226,,,,"CZK 20,000",Personal,Brick building,,Yes,,,,,,,,,,,
715640,"CZK 15,850",50.0165242,14.4400853,"Krhanická, Prague - Kamýk",2 bedroom,54 m²,"CZK 4,793",Partially furnished,10,No,No,No,No,No,No,No,20. 07. 2022,270,"1,010",62,"1,256",784,294,399,481,799,333,Excellent,"CZK 15,850",Cooperative,Prefab concrete building,G,,,,,,,,,,,,
715638,"CZK 33,000",50.0499741,14.3223055,"K Ohradě, Prague - Stodůlky",2 bedroom with open-plan kitchen,130 m²,"CZK 4,000",Unfurnished,1,No,No,No,No,Yes,No,No,01. 07. 2022,49,"1,170",716,727,439,634,761,408,495,251,New build,,Personal,Low-energy building,B,,,,,,,,,,,,
715510,"CZK 11,000",50.13562,14.50983,"Bohumínská, Prague - Letňany",Studio,41 m²,"CZK 3,500",Partially furnished,7,No,No,No,No,No,No,No,25. 04. 2022,67,664,234,512,199,143,220,630,273,371,Excellent,"CZK 14,500",Personal,Prefab concrete building,G,,,,,,,,,,,,
715630,"CZK 13,102",50.02211,14.51531,"Radimovická, Prague - Chodov",1 bedroom with open-plan kitchen,43 m²,"CZK 3,388",Furnished,3,No,No,Yes,No,No,Yes,No,01. 07. 2022,214,"1,345",190,639,312,371,899,118,,,Excellent,"CZK 17,500",Personal,Prefab concrete building,G,,,,,,,,,,,,
715629,"CZK 21,000",50.02487,14.52109,"Tererova, Prague - Chodov",2 bedroom with open-plan kitchen,70 m²,"CZK 4,000",Partially furnished,7,No,No,No,Yes,No,No,No,01. 07. 2022,169,"1,010",174,"1,028",385,381,220,613,"1,124",71,Excellent,"CZK 42,000",Personal,Prefab concrete building,G,,Standard materials and solutions,District heating,Top floor,Overall,,10 to 30 years years,,,,,
715616,"CZK 15,500",50.08835,14.4608,"Roháčova, Prague - Žižkov",1 bedroom with open-plan kitchen,50 m²,"CZK 3,800",Partially furnished,2,No,No,No,No,No,No,No,01. 06. 2022,182,357,217,371,52,328,402,577,247,284,Excellent,"CZK 31,000",Personal,Brick building,D,,,,,,,,,,,,
715600,"CZK 16,000",50.08633,14.37393,"Nad Kajetánkou, Prague - Břevnov",1 bedroom with open-plan kitchen,48 m²,"CZK 4,000",Partially furnished,1,No,No,Yes,No,No,No,No,01. 05. 2022,109,824,339,529,221,232,260,260,537,393,Excellent,"CZK 32,000",Personal,Brick building,G,,,,,,,,,,,,
715593,"CZK 11,000",50.1112016,14.394351,"Podbabská, Prague - Bubeneč",Studio,30 m²,"CZK 3,000",Partially furnished,1,No,No,No,No,No,No,No,01. 06. 2022,170,"1,471",168,858,303,633,764,531,621,437,Good,"CZK 15,000",Personal,Brick building,B,,,,,,,,,,,,
715576,"CZK 15,000",50.1113008,14.3943439,"Podbabská, Prague - Bubeneč",2 bedroom,50 m²,"CZK 5,300",Partially furnished,2,No,No,Yes,No,No,No,No,24. 04. 2022,159,"1,482",157,869,292,644,775,542,632,426,Excellent,"CZK 20,300",Personal,Brick building,G,,,,,,,,,,,,
369322,"CZK 12,000",50.1101579,14.5084088,"Pod Strojírnami, Prague - Vysočany",Studio,30 m²,"CZK 1,800",Furnished,2,No,No,No,No,No,No,No,,56,661,180,477,156,597,380,438,553,559,Excellent,"CZK 12,000",Personal,Brick building,,,Standard materials and solutions,,,,,1 to 10 years years,,,,,
517654,"CZK 26,000",50.0768786,14.4699932,"V Horní Stromce, Prague - Vinohrady",2 bedroom with open-plan kitchen,70 m²,"CZK 3,500",Furnished,2,No,No,No,No,No,Yes,No,25. 04. 2022,271,625,192,330,317,332,281,"1,022",381,298,Excellent,"CZK 26,000",Personal,Brick building,,,,District heating,Middle floor,,,,,,,,
569404,"CZK 17,000",50.0401912,14.5681882,"Modenská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,62 m²,"CZK 3,900",Unfurnished,1,Yes,No,Yes,No,Yes,Yes,Yes,01. 06. 2022,216,901,469,674,542,358,459,533,"1,259",368,,"CZK 34,000",Personal,Brick building,B,Yes,,Central heating,Middle floor,,,1 to 10 years years,,,,,
710905,"CZK 19,000",50.1316367,14.5540352,"Martinická, Prague - Kbely",1 bedroom with open-plan kitchen,46 m²,"CZK 4,000",Furnished,1,No,Yes,No,No,No,Yes,Yes,30. 04. 2022,166,764,230,176,215,908,641,780,101,,Excellent,"CZK 30,000",Personal,Brick building,C,Yes,,District heating,Raised ground floor,,,,,,,,
714357,"CZK 17,000",50.04343,14.51484,"Rižská, Prague - Hostivař",1 bedroom with open-plan kitchen,50 m²,"CZK 3,500",Furnished,4,No,No,Yes,Yes,Yes,Yes,Yes,11. 07. 2022,,,,,,,,,,,Excellent,"CZK 34,000",Personal,Brick building,B,Yes,Premium materials and solutions,District heating,Middle floor,,,1 to 10 years years,,,,,
715537,"CZK 18,000",50.13944,14.44911,"K Beranovu, Prague - Dolní Chabry",Studio,95 m²,"CZK 4,500",Partially furnished,1,No,Yes,No,No,Yes,Yes,No,01. 05. 2022,282,"1,007",164,736,583,"1,091",136,,,,New build,"CZK 36,000",Personal,Low-energy building,A,,,,,,,,,,,,
644163,"CZK 12,600",50.103357,14.512565,"Podkovářská, Prague - Vysočany",Studio,39 m²,"CZK 2,300",Furnished,2,No,No,No,Yes,No,Yes,Yes,01. 06. 2022,101,296,"1,266",916,410,648,"1,168",891,270,,Excellent,"CZK 14,900",Personal,Brick building,G,,,Central heating,Middle floor,,,10 to 30 years years,,,,,
715525,"CZK 12,490",50.05364583333,14.50818555555,"Práčská, Prague - Záběhlice",2 bedroom,52 m²,"CZK 3,260",Partially furnished,4,No,No,Yes,No,No,Yes,No,,68,751,597,699,336,747,690,570,"1,168",464,Good,"CZK 15,750",Personal,Prefab concrete building,D,,,,,,"CZK 15,750

                                
                                
                
i",,,,,,
226603,"CZK 17,790",50.1010663,14.3658334,Prague - Dejvice,2 bedroom,55 m²,"CZK 3,180",Partially furnished,1,No,No,No,Yes,No,No,No,01. 06. 2022,371,778,804,414,512,679,906,703,"1,121",189,Excellent,"CZK 20,000",Personal,Brick building,,,Standard materials and solutions,District heating,Middle floor,Overall,,,,,,,
715088,"CZK 19,000",50.04660745,14.306405720331,Prague - Stodůlky,1 bedroom with open-plan kitchen,49 m²,"CZK 3,885",Partially furnished,4,Yes,No,No,No,Yes,Yes,Yes,26. 05. 2022,21,194,102,"1,275",85,710,807,412,573,208,New build,"CZK 19,000",Personal,Brick building,B,,,,,,,,,,,,
715522,"CZK 16,990",50.07701277777,14.47691861111,"Hollarovo náměstí, Prague - Vinohrady",1 bedroom with open-plan kitchen,46 m²,"CZK 2,845",Partially furnished,5,No,No,Yes,No,No,No,No,,166,882,124,472,188,154,741,797,310,110,Good,"CZK 19,835",Personal,Brick building,G,,,,,,"CZK 19,835

                                
                                
                
i",,,,,,
715514,"CZK 9,990",50.07209666666,14.46993805555,"28. pluku, Prague - Vršovice",Studio,29 m²,"CZK 2,874",Furnished,5,No,No,Yes,No,No,Yes,No,,65,536,127,372,178,141,442,314,717,100,Good,"CZK 12,864",Personal,Brick building,D,,,,,,"CZK 12,864

                                
                                
                
i",,,,,,
454348,"CZK 17,000",50.0693943,14.3832932,"Vrchlického, Prague - Košíře",1 bedroom with open-plan kitchen,46 m²,CZK 590,Furnished,2,No,No,No,No,No,Yes,No,25. 04. 2022,293,575,258,859,377,967,377,817,991,447,,,Personal,Brick building,,,,,,,,,,,,,
376757,"CZK 28,000",50.0705246,14.4147691,"Trojická, Prague - Nové Město",3 bedroom,95 m²,"CZK 3,500",Furnished,3,No,No,No,No,No,Yes,No,20. 05. 2022,242,783,35,302,54,64,420,177,473,401,,,Personal,Brick building,,,,,,,,,,,,,
626750,"CZK 25,900",50.038775,14.395989,"Na Srpečku, Prague - Hlubočepy",3 bedroom,83 m²,"CZK 5,195",Partially furnished,1,No,Yes,Yes,No,Yes,No,No,01. 06. 2022,138,776,733,795,620,578,654,,,,Excellent,"CZK 25,900",Personal,Brick building,B,,,Gas boiler,Raised ground floor,Overall,,,,,,,
691645,"CZK 39,000",50.09069,14.42032,"Dušní, Prague - Josefov",3 bedroom with open-plan kitchen,93 m²,"CZK 1,900",Partially furnished,3,Yes,No,No,No,Yes,Yes,No,01. 05. 2022,101,447,205,252,70,269,137,380,248,453,Excellent,"CZK 41,000",Personal,Brick building,E,,,,,,,,,,,,
213488,"CZK 15,000",50.0686763,14.3091212,"Žufanova, Prague - Řepy",1 bedroom with open-plan kitchen,72 m²,"CZK 4,500",Furnished,1,No,No,No,Yes,No,No,No,01. 06. 2022,227,598,447,816,474,336,342,438,"1,207",51,,"CZK 20,000",Other,Prefab concrete building,,,Premium materials and solutions,District heating,Raised ground floor,Overall,,10 to 30 years years,,,,,
713119,"CZK 19,000",50.0758076,14.419087,"Karlovo náměstí, Prague - Nové Město",1 bedroom with open-plan kitchen,58 m²,"CZK 1,900",Partially furnished,1,No,No,No,No,No,No,No,06. 04. 2022,64,90,87,106,154,99,118,495,711,218,New build,"CZK 19,000",Personal,Brick building,C,,,,,,,,,,,,
715189,"CZK 23,900",50.01932,14.51961,"Pastevců, Prague - Újezd u Průhonic",2 bedroom with open-plan kitchen,96 m²,"CZK 5,000",Partially furnished,3,No,Yes,Yes,No,No,No,Yes,25. 04. 2022,314,649,761,860,954,"1,326",115,,,,Excellent,"CZK 65,000",Personal,Brick building,G,,,,,,,,,,,,
581360,"CZK 22,000",50.026392,14.417815,"Údolní, Prague - Braník",2 bedroom with open-plan kitchen,70 m²,"CZK 5,000",Partially furnished,1,No,No,No,No,No,No,No,01. 06. 2022,68,"1,050",606,"1,042",457,531,531,682,"1,290",640,Excellent,"CZK 44,000",Personal,Brick building,G,,Premium materials and solutions,,Raised ground floor,Interior,,,,,,,
697963,"CZK 13,000",50.07486,14.42255,"Salmovská, Prague - Nové Město",Studio,21 m²,"CZK 1,200",Furnished,2,No,Yes,No,No,No,Yes,No,24. 04. 2022,150,397,110,388,95,207,304,316,662,421,Excellent,"CZK 14,000",Personal,Brick building,B,,Premium materials and solutions,District heating,Middle floor,Overall,,1 to 10 years years,,,,5 m²,
713756,"CZK 16,000",50.0440154,14.517211,"Bratislavská, Prague - Hostivař",1 bedroom with open-plan kitchen,57 m²,"CZK 4,400",Partially furnished,2,Yes,No,Yes,No,No,Yes,Yes,01. 05. 2022,195,134,201,190,"1,004",212,"1,215",157,,,Excellent,"CZK 15,000",Personal,Brick building,G,,,,,,,,,,,,
715370,"CZK 13,000",50.0615746,14.3810292,"Mikšovského, Prague - Košíře",1 bedroom,46 m²,"CZK 2,000",Partially furnished,2,No,No,No,No,No,No,No,01. 05. 2022,279,"1,182",553,969,542,"1,483","1,143",291,"1,166",645,Good,"CZK 15,000",Cooperative,Brick building,G,,,,,,,,,,,,
545400,"CZK 8,500",50.036559,14.4172471,Prague - Braník,Small studio,25 m²,"CZK 2,500",Furnished,,No,No,No,No,No,No,No,21. 04. 2022,514,627,473,447,573,399,312,784,,,,"CZK 3,000",Other,Brick building,,,,,,,,,,,,,
715328,"CZK 13,500",50.04276,14.49314,"Klapálkova, Prague - Chodov",Studio,32 m²,"CZK 2,000",Unfurnished,1,Yes,No,No,No,No,Yes,No,01. 06. 2022,33,832,168,877,517,"1,461",395,"1,201","1,083",262,New build,"CZK 27,000",Personal,Brick building,G,,,,,,,,,,,,
573326,"CZK 14,000",50.0641277,14.2874444,"Hevlínská, Prague - Zličín",Studio,48 m²,"CZK 3,500",Furnished,3,Yes,No,Yes,No,No,Yes,No,01. 07. 2022,232,176,"1,056",792,818,"1,086",493,,,,Excellent,"CZK 28,000",Personal,Brick building,,,Premium materials and solutions,Gas boiler,Middle floor,,,1 to 10 years years,,,,,
610174,"CZK 12,000",50.049054,14.345899,"V Hůrkách, Prague - Stodůlky",1 bedroom with open-plan kitchen,33 m²,"CZK 2,700",Partially furnished,2,No,No,No,No,No,Yes,No,01. 05. 2022,355,487,115,288,179,351,99,317,"1,176",18,Excellent,"CZK 15,000",Personal,Prefab concrete building,,,,,Middle floor,Overall,,,,,,,
715307,"CZK 24,500",50.08709,14.46381,"V Kapslovně, Prague - Žižkov",3 bedroom,98 m²,"CZK 3,000",Partially furnished,2,No,Yes,No,No,No,Yes,Yes,21. 04. 2022,238,742,121,386,39,564,646,641,563,455,Excellent,"CZK 25,000",Personal,Brick building,C,,,,,,,,,,,,
376531,"CZK 18,000",50.0713399,14.4867799,Prague - Strašnice,1 bedroom with open-plan kitchen,46 m²,"CZK 1,900",Partially furnished,1,No,No,No,No,No,No,No,16. 05. 2022,46,774,390,514,130,77,432,612,408,328,Excellent,"CZK 18,000",Personal,Brick building,C,,Standard materials and solutions,,Middle floor,Interior,,,,,,,
401143,"CZK 12,500",50.0544343,14.5127755,"Práčská, Prague - Záběhlice",2 bedroom,52 m²,"CZK 3,600",Partially furnished,2,No,No,No,No,Yes,Yes,No,17. 03. 2022,214,442,432,483,306,438,648,903,831,140,Good,"CZK 24,000",Personal,Prefab concrete building,C,,Standard materials and solutions,District heating,,Exterior,,,,,,,
709962,"CZK 13,000",50.09935,14.42987,"Milady Horákové, Prague - Holešovice",Studio,30 m²,"CZK 2,500",Furnished,2,Yes,No,Yes,No,No,No,No,22. 04. 2022,75,523,33,158,86,70,139,60,409,,Excellent,"CZK 20,000",Personal,Brick building,G,,,,,,,,,,,,
652153,"CZK 15,000",50.071528,14.430216,"Fügnerovo náměstí, Prague - Nové Město",Studio,20 m²,"CZK 4,500",Furnished,3,No,No,No,No,Yes,Yes,Yes,19. 04. 2022,210,499,175,346,159,239,220,429,661,519,Excellent,"CZK 3,000",Personal,Brick building,C,,Premium materials and solutions,Central heating,Middle floor,Overall,,1 to 10 years years,,,,,
605139,"CZK 25,000",50.095329,14.458173,"Kaizlovy Sady, Prague - Karlín",1 bedroom with open-plan kitchen,48 m²,"CZK 2,263",Furnished,2,Yes,Yes,Yes,No,Yes,Yes,No,25. 04. 2022,85,789,82,529,83,486,289,"1,008",537,220,Excellent,"CZK 25,000",Personal,Brick building,B,,,Central heating,Middle floor,Overall,,,,,,15 m²,
600130,"CZK 10,000",50.072442,14.392718,"Plzeňská, Prague - Smíchov",Studio,30 m²,"CZK 2,500",Partially furnished,1,No,No,No,No,No,No,No,01. 07. 2022,64,925,20,616,155,745,212,"1,000",933,226,Excellent,"CZK 12,500",Personal,Brick building,G,,,Central heating,Middle floor,,,,,,,,
506568,"CZK 20,900",50.0692665,14.3734225,"Pod Kavalírkou, Prague - Košíře",1 bedroom with open-plan kitchen,55 m²,"CZK 5,500",Furnished,3,Yes,Yes,Yes,No,Yes,Yes,No,31. 05. 2022,203,249,242,217,279,325,480,962,832,165,New build,"CZK 50,000",Personal,Brick building,B,Yes,Premium materials and solutions,Central heating,Middle floor,,,1 to 10 years years,,,,50 m²,
707202,"CZK 28,990",50.10296333333,14.43471,"Schnirchova, Prague - Holešovice",2 bedroom,80 m²,"CZK 2,249",Partially furnished,6,No,No,No,No,No,Yes,No,,177,833,68,345,76,160,373,455,920,,Excellent,"CZK 31,239",Personal,Brick building,G,,,,,,"CZK 31,239

                                
                                
                
i",,,,,,
537507,"CZK 30,000",50.0787284,14.4380824,"Anny Letenské, Prague - Vinohrady",3 bedroom,90 m²,"CZK 5,000",Furnished,3,No,No,No,No,No,No,No,01. 01. 2019,143,504,340,202,92,241,214,214,280,611,,"CZK 30,000",Personal,Brick building,,,,,,,,,,,,,
713216,"CZK 15,000",50.03495,14.38949,"Devonská, Prague - Hlubočepy",Studio,60 m²,"CZK 6,000",Partially furnished,2,Yes,No,Yes,No,No,Yes,No,14. 05. 2022,202,"1,286",669,"1,194",642,"1,252","1,272","1,272","1,205",91,New build,"CZK 21,000",Personal,Brick building,G,,,Central heating,,,,,,,,,
599897,"CZK 18,000",50.079357,14.448796,"Ondříčkova, Prague - Žižkov",1 bedroom with open-plan kitchen,40 m²,"CZK 1,800",Furnished,1,Yes,No,No,No,No,Yes,No,01. 05. 2022,316,378,43,377,103,406,247,287,691,274,Excellent,"CZK 16,000",Personal,Brick building,B,,,District heating,,Overall,,1 to 10 years years,,,,,
588609,"CZK 17,000",50.108993,14.624449,"Ve žlíbku, Prague - Horní Počernice",3 bedroom,82 m²,"CZK 3,000",Unfurnished,2,Yes,No,No,No,No,No,No,01. 06. 2022,104,758,967,716,501,910,368,,,,Excellent,"CZK 17,000",Personal,Brick building,B,,,Gas boiler,Middle floor,,,,,,,,
