Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Design,Heating,Total number of floors,Renovation,Age,New building,Administration fee,Front garden,Developer name,Project name,Kód jednotky
391791,"CZK 15,000",50.1018961,14.4186782,Prague - Bubeneč,Studio,New build,20 m²,"CZK 2,000","CZK 17,000",Personal,Brick building,Furnished,1,No,Yes,Yes,No,No,Yes,No,01. 06. 2022,C,150,482,75,350,137,567,163,"1,493",189,330,Premium materials and solutions,Electric boiler,Ground floor,,1 to 10 years years,Yes,,10 m²,,,
713968,"CZK 22,575",50.0769346,14.4169603,"Na Zbořenci, Prague - Nové Město",1 bedroom,,48 m²,"CZK 7,525",,,,Furnished,1,No,Yes,No,No,No,Yes,No,21. 05. 2022,,168,319,99,227,101,409,227,243,632,429,,,,,,,,,,,
552720,"CZK 23,999",50.1017746,14.419715,"Havanská, Prague - Bubeneč",3 bedroom,Excellent,108 m²,CZK 500,CZK 1,Personal,Brick building,Unfurnished,4,No,No,No,No,No,Yes,No,03/2019,G,217,398,16,267,151,484,94,280,290,,Standard materials and solutions,Gas boiler,Middle floor,,,,,,,,
716016,"CZK 28,000",50.08622,14.44951,"Dalimilova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 3,300","CZK 56,000",Personal,Brick building,Furnished,3,Yes,No,Yes,No,No,Yes,No,01. 06. 2022,F,250,377,223,384,63,344,89,302,89,726,,,,,,,,,,,
671979,"CZK 9,500",50.09451,14.49492,"U Kněžské louky, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,44 m²,"CZK 1,000","CZK 10,500",Personal,Brick building,Partially furnished,,No,No,No,No,No,No,No,01. 05. 2022,G,148,366,252,698,97,388,286,527,430,225,Standard materials and solutions,Other,Ground floor,,30 to 50 years years,,,,,,
710368,"CZK 16,990",50.0770962,14.4355937,Prague - Vinohrady,Studio,Excellent,24 m²,"CZK 2,890","CZK 10,000",Personal,Brick building,,,No,No,No,No,No,Yes,No,01. 06. 2022,G,32,97,83,143,48,139,384,384,579,732,,,,,,,,,,,
716009,"CZK 17,500",50.0483074,14.3124035,Prague - Stodůlky,1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 3,500","CZK 25,000",Personal,Brick building,Partially furnished,1,No,Yes,No,No,Yes,Yes,Yes,01. 05. 2022,D,385,385,256,924,205,493,300,294,201,191,,,Ground floor,,1 to 10 years years,Yes,,40 m²,,,
575502,"CZK 18,000",50.0656113,14.4278253,"Oldřichova, Prague - Nusle",2 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 1,200","CZK 34,000",Personal,Brick building,Partially furnished,4,No,No,Yes,No,No,No,No,01. 06. 2022,G,241,876,155,451,119,301,585,697,417,245,Standard materials and solutions,Electric boiler,Middle floor,Overall,,,,,,,
715999,"CZK 10,000",50.08865,14.40115,"Nerudova, Prague - Malá Strana",Studio,Good,33 m²,"CZK 4,420","CZK 20,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,13. 05. 2022,G,86,349,35,251,0,75,280,716,862,497,,,,,,,,,,,
715997,"CZK 15,000",50.06641,14.39943,"Bieblova, Prague - Smíchov",1 bedroom,Excellent,50 m²,"CZK 2,500","CZK 15,600",Other,Brick building,Partially furnished,4,No,No,No,No,No,No,No,09. 05. 2022,G,45,276,6,647,218,360,80,274,536,212,,,,,,,,,,,
593217,"CZK 15,000",50.066406,14.399425,"Bieblova, Prague - Smíchov",1 bedroom,Excellent,55 m²,"CZK 2,500","CZK 15,600",Other,Brick building,Partially furnished,3,No,No,No,No,No,No,No,09. 05. 2022,E,45,276,6,647,218,360,80,274,536,212,,,,,,,,,,,
704120,"CZK 21,000",50.0568,14.37815,"Kačirkova, Prague - Jinonice",1 bedroom with open-plan kitchen,New build,57 m²,"CZK 3,000","CZK 24,000",Personal,Brick building,Partially furnished,4,No,No,Yes,Yes,No,Yes,Yes,01. 02. 2022,B,425,383,567,433,477,975,428,"1,467",364,,,Central heating,,,,,,,,,
715981,"CZK 24,000",50.07555,14.38298,"Pod Hájem, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,75 m²,"CZK 5,000","CZK 54,000",Personal,Brick building,Furnished,1,No,No,No,No,Yes,No,No,01. 06. 2022,G,575,"1,192",746,"1,338",759,"1,396",771,376,"1,049",371,,,,,,,,,,,
653705,"CZK 19,900",50.10566,14.48235,"náměstí Na Balabence, Prague - Libeň",2 bedroom,Excellent,51 m²,"CZK 3,400","CZK 35,000",Personal,Brick building,Partially furnished,6,No,No,Yes,Yes,No,Yes,No,01. 05. 2022,G,121,603,138,235,361,720,117,622,486,75,,,,,,,,,,,
715976,"CZK 10,500",49.99684,14.3205,"Na Cikánce, Prague - Radotín",Studio,Excellent,35 m²,"CZK 2,500","CZK 30,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,G,127,,,,,,,,,,,,,,,,,,,,
623185,"CZK 16,000",50.064273,14.270993,"Hostivická, Prague - Sobín",1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 2,000","CZK 19,000",Personal,Brick building,Partially furnished,2,No,Yes,No,No,Yes,No,No,27. 04. 2022,B,49,"1,321",86,"1,128",,,,,,,Standard materials and solutions,Central heating,Middle floor,Overall,1 to 10 years years,Yes,,20 m²,,,
457605,"CZK 18,000",50.0450286,14.4444703,"Herálecká III, Prague - Krč",2 bedroom,Good,52 m²,"CZK 3,000","CZK 36,000",Personal,Prefab concrete building,Furnished,3,No,No,Yes,No,No,No,No,15. 04. 2022,,272,447,226,378,222,312,296,343,756,328,Standard materials and solutions,District heating,Middle floor,Overall,,,,,,,
713926,"CZK 18,000",50.06363,14.5918,"Starodubečská, Prague - Dubeč",2 bedroom with open-plan kitchen,Excellent,67 m²,"CZK 4,100","CZK 30,000",Personal,Brick building,Unfurnished,2,No,Yes,No,No,Yes,No,No,12. 04. 2022,G,48,487,319,195,77,263,577,,,,Standard materials and solutions,Gas boiler,Middle floor,Overall,1 to 10 years years,,,,,,
715970,"CZK 14,500",50.067,14.4571,"Minská, Prague - Vršovice",2 bedroom,Excellent,52 m²,CZK 600,"CZK 14,500",Personal,Brick building,Unfurnished,5,Yes,No,No,No,No,No,No,26. 04. 2022,G,92,228,89,269,103,360,473,574,389,313,,,,,,,,,,,
715967,"CZK 27,936",50.0918972,14.4483184,"Křižíkova, Prague - Karlín",Studio,,44 m²,"CZK 9,312",,,,Furnished,3,No,No,No,No,No,Yes,Yes,15. 06. 2022,,224,159,75,308,58,360,238,"1,343",368,105,,,,,,,,,,,
715966,"CZK 28,505",50.0918972,14.4483184,"Křižíkova, Prague - Karlín",Studio,,44 m²,"CZK 9,501",,,,Furnished,2,No,Yes,No,No,No,Yes,Yes,03. 05. 2022,,224,159,75,308,58,360,238,"1,343",368,105,,,,,,,,,,,
715965,"CZK 26,208",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",Studio,,50 m²,"CZK 8,736",,,,Furnished,1,No,No,No,No,No,Yes,Yes,01. 06. 2022,,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,,,
715964,"CZK 28,857",50.0918972,14.4483184,"Křižíkova, Prague - Karlín",Studio,,49 m²,"CZK 9,619",,,,Furnished,2,Yes,Yes,No,No,No,Yes,Yes,27. 05. 2022,,224,159,75,308,58,360,238,"1,343",368,105,,,,,,,,,,,
715963,"CZK 30,276",50.0918972,14.4483184,"Křižíkova, Prague - Karlín",1 bedroom with open-plan kitchen,,63 m²,"CZK 10,092",,,,Furnished,2,Yes,Yes,No,No,No,Yes,Yes,04. 06. 2022,,224,159,75,308,58,360,238,"1,343",368,105,,,,,,,,,,,
715962,"CZK 20,663",50.0910052,14.4210032,"Bílkova, Prague - Staré Město",Studio,,35 m²,"CZK 6,887",,,,Furnished,5,Yes,No,No,No,No,Yes,No,10. 06. 2022,,190,595,159,287,45,281,221,427,252,401,,,,,,,,,,,
715960,"CZK 12,500",50.13412,14.43702,"Jestřebická, Prague - Čimice",Studio,Excellent,38 m²,"CZK 3,000","CZK 16,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,01. 05. 2022,G,307,725,183,706,"1,098",927,622,624,195,,,,,,,,,,,,
377950,"CZK 22,000",50.1050536,14.4879673,"Drahobejlova, Prague - Libeň",2 bedroom with open-plan kitchen,New build,67 m²,"CZK 4,700","CZK 40,000",Personal,Brick building,Furnished,6,Yes,No,Yes,No,Yes,Yes,Yes,01. 09. 2021,B,200,80,120,118,164,278,337,565,181,47,Premium materials and solutions,District heating,Middle floor,,1 to 10 years years,Yes,,,,,
520398,"CZK 24,000",50.0127421,14.3877674,Prague - Velká Chuchle,2 bedroom with open-plan kitchen,,96 m²,"CZK 3,500","CZK 48,000",Personal,Brick building,Furnished,,Yes,No,No,No,Yes,No,No,01. 05. 2022,C,197,372,300,504,598,,,,,,,,,,,,,,,,
715954,"CZK 14,900",50.13412,14.43702,"Jestřebická, Prague - Čimice",Studio,Excellent,52 m²,"CZK 3,000","CZK 18,000",Personal,Brick building,Partially furnished,1,No,Yes,Yes,Yes,No,No,No,01. 05. 2022,G,307,725,183,706,"1,098",927,622,624,195,,,,,,,,,,,,
566413,"CZK 11,000",50.0599398,14.4285851,"Na Pankráci, Prague - Nusle",Studio,,30 m²,CZK 880,"CZK 11,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 06. 2020,,157,726,41,354,95,245,526,9,172,365,,,,,,,,,,,
715950,"CZK 20,000",50.08309,14.56256,"U Hostavického potoka, Prague - Hostavice",1 bedroom with open-plan kitchen,New build,57 m²,"CZK 3,900","CZK 40,000",Personal,Brick building,Furnished,1,Yes,No,No,No,Yes,Yes,Yes,11. 06. 2022,G,586,521,791,107,,,,,,,,,,,,,,,,,
451027,"CZK 19,000",50.0713103,14.4822158,"V Olšinách, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,51 m²,"CZK 4,000","CZK 25,000",Personal,Brick building,Furnished,2,Yes,No,Yes,No,No,Yes,No,31. 05. 2022,,212,485,124,284,224,328,549,388,666,270,Premium materials and solutions,District heating,Middle floor,Overall,,,,,,,
641972,"CZK 8,000",49.965235,14.36761,"Josefa Houdka, Prague - Lipence",Studio,Excellent,25 m²,"CZK 4,000","CZK 10,000",Personal,Brick building,Furnished,,No,Yes,No,No,No,No,No,01. 02. 2021,B,114,954,694,"1,440",963,"1,322",,,,,,,,,,,,,,,
503703,"CZK 14,000",50.0716385,14.4535707,"Estonská, Prague - Vršovice",1 bedroom,Excellent,34 m²,"CZK 2,006","CZK 18,000",Personal,Brick building,Unfurnished,5,No,No,No,No,No,No,No,01. 05. 2022,,196,708,196,352,163,483,119,252,413,204,Standard materials and solutions,Gas boiler,Middle floor,Interior,1 to 10 years years,,,,,,
577002,"CZK 16,000",50.1171669,14.4317465,"Trojská, Prague - Troja",1 bedroom with open-plan kitchen,,43 m²,"CZK 3,500","CZK 48,000",Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,01. 01. 2022,C,141,"1,030","1,164",484,672,"1,054",233,748,,,,,,,,,,,,,
710751,"CZK 14,500",50.06853,14.38762,"Nad Popelkou, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,55 m²,CZK 950,"CZK 29,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,No,No,01. 07. 2022,F,52,986,661,"1,180",625,"1,073",698,"1,065",537,177,,Other,Ground floor,Overall,,,,,,,
715943,"CZK 17,000",50.14016,14.37385,"Pod Rybníčkem, Prague - Suchdol",1 bedroom with open-plan kitchen,Excellent,62 m²,"CZK 4,000","CZK 30,000",Personal,Brick building,Partially furnished,1,No,Yes,No,No,No,No,Yes,01. 05. 2022,G,647,"1,057",733,"1,062",201,979,752,"1,304","1,480",594,,,,,,,,,,,
712631,"CZK 14,000",50.090668,14.3081756,"Žukovského, Prague - Ruzyně",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 3,500","CZK 28,000",Personal,Prefab concrete building,Partially furnished,9,No,No,No,Yes,Yes,Yes,No,21. 04. 2022,G,177,173,80,67,185,123,375,"1,335","1,464",119,Standard materials and solutions,,,Overall,,,,,,,
5002,"CZK 14,200",49.983922,14.363353,"Zbynická, Prague - Radotín",1 bedroom with open-plan kitchen,,75 m²,"CZK 4,800","CZK 25,000",Other,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 06. 2022,,71,544,81,136,259,62,499,734,551,266,,,,,,,,8 m²,,,
656514,"CZK 13,000",50.08298,14.45354,"Bořivojova, Prague - Žižkov",Studio,Excellent,50 m²,"CZK 3,000","CZK 15,000",Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,01. 05. 2022,D,161,133,103,297,14,246,314,447,599,333,Standard materials and solutions,Gas boiler,Middle floor,,,,,,,,
150740,"CZK 13,000",50.070043,14.3676817,"Plzeňská, Prague - Smíchov",1 bedroom,Excellent,36 m²,"CZK 2,000","CZK 15,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,,C,281,584,176,286,42,178,350,"1,363",693,362,Standard materials and solutions,Gas boiler,,,1 to 10 years years,,,,,,
713920,"CZK 86,625",50.0882058,14.4262315,"Rybná, Prague - Staré Město",3 bedroom with open-plan kitchen,,150 m²,"CZK 28,875",,,,Furnished,4,No,No,No,No,No,No,No,11. 06. 2022,,281,192,58,183,11,368,315,297,289,305,,,,,,,,,,,
690939,"CZK 14,500",50.090668,14.3081756,"Žukovského, Prague - Ruzyně",1 bedroom with open-plan kitchen,Excellent,41 m²,"CZK 4,500","CZK 28,000",Personal,Prefab concrete building,Partially furnished,8,Yes,No,No,No,Yes,Yes,No,01. 05. 2022,C,177,173,80,67,185,123,375,"1,335","1,464",119,Standard materials and solutions,District heating,,Overall,,,,,,,
714092,"CZK 23,195",50.0719625,14.461813,"Bulharská, Prague - Vršovice",Studio,,35 m²,"CZK 7,731",,,,Furnished,5,No,No,No,No,No,No,No,12. 06. 2022,,220,827,175,604,97,602,416,334,726,246,,,,,,,,,,,
715938,"CZK 51,000",50.0903205,14.4200069,"Elišky Krásnohorské, Prague - Josefov",2 bedroom,,110 m²,"CZK 17,000",,,,Furnished,5,No,No,No,No,No,Yes,No,25. 06. 2022,,110,373,218,256,23,273,141,384,214,476,,,,,,,,,,,
536098,"CZK 14,000",50.090469220676,14.451218128051,"Pernerova, Prague - Karlín",Studio,Excellent,33 m²,"CZK 1,500","CZK 30,000",Personal,Brick building,Unfurnished,2,No,No,No,No,No,Yes,No,01. 07. 2022,,367,465,234,364,151,430,172,992,425,360,,Other,,,,,,,,,
624497,"CZK 14,500",50.056579,14.373918,"Kačírkova, Prague - Jinonice",Studio,New build,33 m²,"CZK 2,500","CZK 10,000",Personal,Low-energy building,,3,Yes,No,No,No,No,No,No,01. 05. 2022,A,167,110,211,"1,262",70,153,729,190,"1,174",169,,,,,,,,,,,
255872,"CZK 12,000",50.1175036,14.4174317,Prague - Troja,Studio,Excellent,33 m²,"CZK 2,000","CZK 20,000",Personal,Prefab concrete building,Partially furnished,6,No,No,No,Yes,No,Yes,No,20. 01. 2022,B,55,358,50,"1,460",389,561,211,700,435,,,District heating,Middle floor,Overall,,,,,,,
715316,"CZK 20,000",50.0471,14.30405,"Svitákova, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,47 m²,"CZK 4,000","CZK 40,000",Personal,Brick building,Furnished,5,Yes,No,No,No,Yes,Yes,No,20. 04. 2022,G,176,168,143,114,939,958,584,745,127,,,,,,,,,,,,
715924,"CZK 14,000",50.00671,14.433,"Mladenovova, Prague - Modřany",3 bedroom,Excellent,73 m²,"CZK 7,500","CZK 20,000",Personal,Prefab concrete building,Partially furnished,4,Yes,No,Yes,No,No,Yes,No,02. 05. 2022,G,163,"1,244",583,"1,233",133,"1,229",687,144,495,129,,,,,,,,,,,
713523,"CZK 60,000",50.0757302,14.4269087,"Ječná, Prague - Nové Město",1 bedroom with open-plan kitchen,,,"CZK 20,000",,,,Furnished,3,No,No,No,No,No,No,No,29. 05. 2022,,177,647,182,40,38,122,28,102,350,194,,,,,,,,,,,
713484,"CZK 70,875",50.0822886,14.4155231,"Karoliny Světlé, Prague - Staré Město",2 bedroom with open-plan kitchen,,90 m²,"CZK 23,625",,,,Furnished,3,No,No,No,No,No,Yes,No,01. 06. 2022,,462,817,70,468,89,510,489,683,411,400,,,,,,,,,,,
713507,"CZK 50,250",50.0710929,14.4032595,"Stroupežnického, Prague - Smíchov",3 bedroom with open-plan kitchen,,90 m²,"CZK 16,750",,,,Furnished,2,No,No,No,No,No,Yes,No,05. 05. 2022,,140,528,224,126,38,67,511,"1,001","1,181",559,,,,,,,,,,,
350796,"CZK 12,000",50.1039365,14.5127289,"Pod Harfou, Prague - Vysočany",Studio,,36 m²,"CZK 3,000","CZK 15,000",Personal,Brick building,Partially furnished,7,No,No,No,No,No,Yes,No,08. 05. 2022,,155,236,"1,362",936,429,759,"1,081",804,219,,,District heating,,,,,,,,,
715920,"CZK 35,000",50.0895937,14.3696966,"Na Bateriích, Prague - Střešovice",2 bedroom with open-plan kitchen,Excellent,83 m²,"CZK 4,000","CZK 35,000",Personal,Other,Partially furnished,3,Yes,Yes,No,No,Yes,No,No,26. 04. 2022,B,383,882,218,971,385,350,465,717,531,348,,,,,,,,,,,
715919,"CZK 16,000",50.07212,14.45724,"Mexická, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,45 m²,CZK 650,"CZK 16,000",Personal,Brick building,Unfurnished,,No,No,No,No,No,No,No,27. 04. 2022,G,155,665,114,441,0,439,253,383,677,378,,,,,,,,,,,
713483,"CZK 53,550",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,,50 m²,"CZK 17,850",,,,Furnished,4,Yes,No,No,No,No,Yes,Yes,18. 05. 2022,,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,
713498,"CZK 39,000",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,,80 m²,"CZK 13,000",,,,Furnished,3,No,No,No,No,No,Yes,No,29. 05. 2022,,149,274,60,441,20,421,59,552,690,457,,,,,,,,,,,
713487,"CZK 39,971",50.0877117,14.4091678,"U Lužického semináře, Prague - Malá Strana",2 bedroom,,56 m²,"CZK 13,324",,,,Furnished,1,No,Yes,No,No,No,No,No,27. 05. 2022,,337,356,19,335,43,634,392,362,865,215,,,,,,,,,,,
713481,"CZK 49,650",50.0894663,14.4240032,"Masná, Prague - Staré Město",Studio,,46 m²,"CZK 16,550",,,,Furnished,6,No,No,No,No,No,Yes,No,19. 05. 2022,,62,263,122,95,13,113,64,46,150,138,,,,,,,,,,,
713462,"CZK 45,000",50.0795975,14.4273504,"Ve Smečkách, Prague - Nové Město",1 bedroom with open-plan kitchen,,70 m²,"CZK 15,000",,,,Furnished,4,No,No,No,No,No,Yes,No,31. 05. 2022,,285,548,70,207,10,222,245,618,370,524,,,,,,,,,,,
694826,"CZK 12,000",50.135,14.46912,Prague - Kobylisy,1 bedroom with open-plan kitchen,Good,49 m²,"CZK 5,000","CZK 17,000",Personal,Prefab concrete building,Partially furnished,1,No,No,Yes,No,No,No,No,01. 05. 2022,A,280,993,364,"1,015",324,893,399,221,"1,423",246,Standard materials and solutions,District heating,Raised ground floor,,1 to 10 years years,,,,,,
715306,"CZK 20,000",50.06326,14.28874,"Křivatcová, Prague - Zličín",2 bedroom with open-plan kitchen,New build,70 m²,"CZK 5,000","CZK 25,000",Personal,Brick building,Partially furnished,1,Yes,No,No,Yes,Yes,Yes,No,21. 04. 2022,A,185,129,"1,122","1,370",544,"1,481",680,838,446,,,,,,,,,,,,
554738,"CZK 17,000",50.0694,14.4840287,Prague - Strašnice,1 bedroom with open-plan kitchen,New build,42 m²,"CZK 4,500","CZK 34,000",Personal,Brick building,Partially furnished,5,Yes,No,Yes,No,No,No,No,16. 05. 2022,,341,748,429,494,264,420,647,692,482,532,,District heating,,,,Yes,,,,,
713528,"CZK 41,250",50.0912734,14.4238585,"Haštalské náměstí, Prague - Staré Město",2 bedroom,,50 m²,"CZK 13,750",,,,Furnished,-1,No,Yes,No,No,No,No,No,26. 05. 2022,,55,370,51,238,66,242,352,396,158,122,,,,,,,,,,,
713527,"CZK 22,950",50.0719498,14.4319499,"Koubkova, Prague - Nové Město",1 bedroom,,39 m²,"CZK 7,650",,,,Furnished,2,No,No,No,No,No,Yes,No,01. 06. 2022,,203,332,57,333,25,268,328,262,694,682,,,,,,,,,,,
713472,"CZK 41,250",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",2 bedroom,,50 m²,"CZK 13,750",,,,Furnished,-1,No,No,No,No,No,Yes,No,16. 05. 2022,,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,
715650,"CZK 16,000",50.11068,14.44779,Prague - Holešovice,1 bedroom with open-plan kitchen,Excellent,48 m²,"CZK 2,500","CZK 32,000",Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,Yes,No,01. 05. 2022,G,35,917,310,850,463,547,290,"1,277",779,158,Standard materials and solutions,Other,Middle floor,Interior,,,,,,,
715906,"CZK 19,000",50.1206665,14.4611681,"Ke Stírce, Prague - Kobylisy",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 2,000","CZK 19,000",Personal,Other,Furnished,1,No,Yes,No,No,Yes,Yes,No,01. 06. 2022,G,166,138,188,453,286,224,598,234,742,300,Standard materials and solutions,Gas boiler,Ground floor,,1 to 10 years years,,,10 m²,,,
715902,"CZK 28,500",50.07732,14.42821,"Žitná, Prague - Nové Město",2 bedroom with open-plan kitchen,Excellent,62 m²,"CZK 3,800","CZK 57,000",Personal,Brick building,Furnished,3,Yes,No,No,No,No,Yes,No,01. 05. 2022,G,151,552,123,257,0,336,366,446,89,353,,,,,,,,,,,
713734,"CZK 13,000",50.03225,14.55993,"Jakobiho, Prague - Petrovice",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 4,000","CZK 13,000",Personal,Prefab concrete building,Partially furnished,9,No,No,Yes,No,Yes,Yes,No,01. 05. 2022,B,123,"1,094",507,"1,191",86,966,252,125,490,18,,District heating,,Bathroom unit,,,,,,,
714338,"CZK 63,413",50.0907943,14.427063,"Dlouhá, Prague - Staré Město",2 bedroom with open-plan kitchen,,62 m²,"CZK 21,137",,,,Furnished,3,No,No,No,No,No,Yes,No,28. 05. 2022,,2,191,16,48,1,127,128,306,209,259,,,,,,,,,,,
713501,"CZK 33,750",50.0718291,14.4385892,"Americká, Prague - Vinohrady",1 bedroom,,43 m²,"CZK 11,250",,,,Furnished,4,No,No,No,No,No,Yes,No,16. 05. 2022,,274,300,81,587,69,312,103,253,793,568,,,,,,,,,,,
713468,"CZK 18,720",50.0713305,14.4638794,"Na Míčánkách, Prague - Vršovice",1 bedroom with open-plan kitchen,,49 m²,"CZK 6,240",,,,Furnished,2,No,No,No,No,No,Yes,No,06. 06. 2022,,84,743,87,659,277,595,408,307,678,198,,,,,,,,,,,
713506,"CZK 37,425",50.0749602,14.4305105,"Legerova, Prague - Vinohrady",1 bedroom,,30 m²,"CZK 12,475",,,,Furnished,2,No,No,No,No,No,Yes,No,15. 05. 2022,,22,463,81,96,72,158,361,436,384,451,,,,,,,,,,,
715415,"CZK 20,543",50.0735628,14.4373343,"Uruguayská, Prague - Vinohrady",Studio,,26 m²,"CZK 6,848",,,,Furnished,1,No,No,No,No,No,Yes,No,01. 06. 2022,,193,168,131,353,18,256,47,213,857,690,,,,,,,,,,,
713512,"CZK 27,675",50.0747395,14.424046,"Lípová, Prague - Nové Město",1 bedroom with open-plan kitchen,,45 m²,"CZK 9,225",,,,Furnished,5,No,No,No,No,No,No,No,30. 04. 2022,,120,534,85,337,48,344,183,195,543,341,,,,,,,,,,,
713480,"CZK 46,103",50.0840648,14.4187033,"Jilská, Prague - Staré Město",1 bedroom with open-plan kitchen,,53 m²,"CZK 15,367",,,,Furnished,3,No,No,No,No,No,Yes,No,17. 06. 2022,,298,541,99,261,14,253,193,593,251,217,,,,,,,,,,,
715205,"CZK 29,900",50.0812346,14.4298177,"Opletalova, Prague - Nové Město",2 bedroom,Good,71 m²,"CZK 2,140","CZK 31,000",Personal,Other,,6,No,No,No,No,No,No,No,20. 04. 2022,,333,299,45,200,54,39,271,954,190,582,,,,,,,"CZK 5,666",,,,
647423,"CZK 16,000",50.071234,14.407889,"Vrázova, Prague - Smíchov",2 bedroom,Excellent,76 m²,"CZK 3,000","CZK 30,000",Personal,Brick building,Partially furnished,,No,No,No,No,No,No,No,15. 05. 2022,G,194,566,107,108,148,383,672,"1,031","1,018",505,,,Raised ground floor,,,,,,,,
713379,"CZK 16,000",50.12931,14.49382,"Makedonská, Prague - Střížkov",Studio,New build,42 m²,"CZK 2,600","CZK 30,000",Personal,Brick building,Partially furnished,6,Yes,No,No,No,Yes,No,No,18. 04. 2022,D,208,909,53,834,481,327,408,285,"1,035",155,Premium materials and solutions,District heating,Top floor,Overall,1 to 10 years years,Yes,,,,,
713465,"CZK 31,725",50.0795659,14.4357789,"Balbínova, Prague - Vinohrady",1 bedroom with open-plan kitchen,,60 m²,"CZK 10,575",,,,Furnished,3,No,No,No,No,No,Yes,No,21. 06. 2022,,134,417,252,351,68,251,205,205,457,712,,,,,,,,,,,
369890,"CZK 15,000",50.107010860053,14.388327912828,"Zelená, Prague - Dejvice",1 bedroom with open-plan kitchen,Good,42 m²,"CZK 3,500","CZK 20,000",Personal,Brick building,Unfurnished,3,No,No,No,No,No,No,No,,,30,"1,308",15,715,145,169,358,259,631,360,Premium materials and solutions,,,,,,,,,,
715878,"CZK 10,000",50.06038,14.3974,"Holubova, Prague - Smíchov",Studio,Excellent,25 m²,"CZK 3,000","CZK 10,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 06. 2022,G,177,897,204,758,197,597,434,717,495,373,,,Ground floor,,,,,,,,
715877,"CZK 18,490",50.04469833333,14.51761583333,"náměstí Přátelství, Prague - Hostivař",1 bedroom with open-plan kitchen,New build,61 m²,"CZK 2,329","CZK 20,819",Personal,Brick building,Furnished,7,Yes,No,No,No,Yes,Yes,No,,B,153,134,70,59,913,292,"1,006",102,,,,,,,,Yes,"CZK 20,819

                                
                                
                
i",,,,
715876,"CZK 15,000",50.0124216,14.4017606,"Vrátnická, Prague - Modřany",1 bedroom with open-plan kitchen,New build,53 m²,"CZK 4,000","CZK 30,000",Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,No,Yes,Yes,25. 04. 2022,G,79,953,290,"1,197",615,"1,258","1,259",537,,,,,,,,,,,,,
714329,"CZK 38,775",50.0918754,14.4250902,"Řásnovka, Prague - Staré Město",2 bedroom,,48 m²,"CZK 12,925",,,,Furnished,2,No,No,No,No,No,No,No,30. 04. 2022,,158,249,155,246,113,320,391,409,155,114,,,,,,,,,,,
715268,"CZK 20,000",50.06891,14.40011,"Kováků, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,48 m²,"CZK 3,000","CZK 20,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,Yes,Yes,Yes,01. 05. 2022,G,70,130,118,310,54,23,349,625,840,192,,,,,,,,,,,
715858,"CZK 19,000",50.07632,14.42788,"Hálkova, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,46 m²,"CZK 6,000","CZK 25,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,G,216,660,188,120,96,151,187,262,216,168,,,,,,,,,,,
