Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Age,Design,Heating,Total number of floors,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Administration fee,Ownership Type,PENB,Renovation,New building,Front garden,Developer name,Project name,Kód jednotky
713506,"CZK 33,675",50.0749602,14.4305105,"Legerova, Prague - Vinohrady",1 bedroom,,30 m²,"CZK 11,225",,,Furnished,2,No,No,No,No,No,Yes,No,04. 05. 2022,,,,,22,463,81,96,72,158,361,436,384,451,,,,,,,,,
713503,"CZK 19,166",50.0500223,14.3484607,"Seydlerova, Prague - Stodůlky",1 bedroom with open-plan kitchen,,53 m²,"CZK 6,389",,,Furnished,6,No,No,No,No,No,No,No,02. 05. 2022,,,,,318,610,145,217,138,324,226,91,"1,397",179,,,,,,,,,
713502,"CZK 59,100",50.0882082,14.4262296,"Rybná, Prague - Staré Město",2 bedroom with open-plan kitchen,,86 m²,"CZK 19,700",,,Furnished,2,Yes,No,No,No,No,No,No,29. 05. 2022,,,,,281,192,58,183,11,369,315,297,289,305,,,,,,,,,
713501,"CZK 33,750",50.0718291,14.4385892,"Americká, Prague - Vinohrady",1 bedroom,,43 m²,"CZK 11,250",,,Furnished,4,No,No,No,No,No,Yes,No,16. 05. 2022,,,,,274,300,81,587,69,312,103,253,793,568,,,,,,,,,
713500,"CZK 63,000",50.0895437,14.4260543,"Rybná, Prague - Staré Město",3 bedroom,,86 m²,"CZK 21,000",,,Furnished,3,No,No,No,No,No,No,No,01. 06. 2022,,,,,138,70,36,61,45,257,146,128,234,214,,,,,,,,,
713499,"CZK 39,015",50.0882058,14.4262315,"Rybná, Prague - Staré Město",1 bedroom with open-plan kitchen,,44 m²,"CZK 13,005",,,Furnished,3,No,No,No,No,No,No,No,19. 04. 2022,,,,,281,192,58,183,11,368,315,297,289,305,,,,,,,,,
713498,"CZK 39,000",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,,80 m²,"CZK 13,000",,,Furnished,3,No,No,No,No,No,Yes,No,29. 05. 2022,,,,,149,274,60,441,20,421,59,552,690,457,,,,,,,,,
713497,"CZK 38,625",50.0895308,14.4237131,"Masná, Prague - Staré Město",1 bedroom,,38 m²,"CZK 12,875",,,Furnished,4,No,No,No,No,No,Yes,No,09. 05. 2022,,,,,69,269,125,89,15,106,70,52,156,144,,,,,,,,,
713496,"CZK 60,244",50.0906989,14.4202425,"Dušní, Prague - Josefov",3 bedroom,,97 m²,"CZK 20,081",,,Furnished,3,Yes,No,No,No,No,No,No,22. 05. 2022,,,,,103,449,207,253,71,270,138,381,247,455,,,,,,,,,
713495,"CZK 49,650",50.0882058,14.4262315,"Rybná, Prague - Staré Město",1 bedroom with open-plan kitchen,,53 m²,"CZK 16,550",,,Furnished,3,No,No,No,No,No,Yes,No,23. 04. 2022,,,,,281,192,58,183,11,368,315,297,289,305,,,,,,,,,
713494,"CZK 110,250",50.0909662,14.4174193,"Břehová, Prague - Josefov",5 bedroom,,222 m²,"CZK 36,750",,,Furnished,6,Yes,Yes,No,No,No,Yes,No,18. 05. 2022,,,,,60,336,266,417,6,503,391,634,138,634,,,,,,,,,
713493,"CZK 37,125",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,,90 m²,"CZK 12,375",,,Furnished,2,No,No,No,No,No,Yes,No,29. 05. 2022,,,,,149,274,60,441,20,421,59,552,690,457,,,,,,,,,
713492,"CZK 42,075",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,,80 m²,"CZK 14,025",,,Furnished,6,No,No,No,No,No,Yes,No,18. 05. 2022,,,,,149,274,60,441,20,421,59,552,690,457,,,,,,,,,
713490,"CZK 39,600",50.0876118,14.4080467,"Míšeňská, Prague - Malá Strana",1 bedroom with open-plan kitchen,,46 m²,"CZK 13,200",,,Furnished,2,No,No,No,No,No,No,No,23. 04. 2022,,,,,249,259,109,237,65,537,295,274,806,231,,,,,,,,,
713487,"CZK 39,971",50.0877117,14.4091678,"U Lužického semináře, Prague - Malá Strana",2 bedroom,,56 m²,"CZK 13,324",,,Furnished,1,No,Yes,No,No,No,No,No,20. 05. 2022,,,,,337,356,19,335,43,634,392,362,865,215,,,,,,,,,
713484,"CZK 70,875",50.0822886,14.4155231,"Karoliny Světlé, Prague - Staré Město",2 bedroom with open-plan kitchen,,90 m²,"CZK 23,625",,,Furnished,3,No,No,No,No,No,Yes,No,26. 05. 2022,,,,,462,817,70,468,89,510,489,683,411,400,,,,,,,,,
713483,"CZK 53,550",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,,50 m²,"CZK 17,850",,,Furnished,4,Yes,No,No,No,No,Yes,Yes,16. 04. 2022,,,,,144,325,176,152,60,230,49,259,388,439,,,,,,,,,
713482,"CZK 74,850",50.090911,14.4295366,"Soukenická, Prague - Nové Město",2 bedroom with open-plan kitchen,,90 m²,"CZK 24,950",,,Furnished,4,Yes,Yes,No,No,No,Yes,Yes,12. 05. 2022,,,,,144,325,176,152,60,230,49,259,388,439,,,,,,,,,
713481,"CZK 49,650",50.0894663,14.4240032,"Masná, Prague - Staré Město",Studio,,46 m²,"CZK 16,550",,,Furnished,6,No,No,No,No,No,Yes,No,18. 04. 2022,,,,,62,263,122,95,13,113,64,46,150,138,,,,,,,,,
713480,"CZK 46,103",50.0840648,14.4187033,"Jilská, Prague - Staré Město",1 bedroom with open-plan kitchen,,53 m²,"CZK 15,367",,,Furnished,3,No,No,No,No,No,Yes,No,02. 05. 2022,,,,,298,541,99,261,14,253,193,593,251,217,,,,,,,,,
713479,"CZK 41,250",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",2 bedroom,,50 m²,"CZK 13,750",,,Furnished,-1,No,No,No,No,No,No,No,19. 04. 2022,,,,,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,
713475,"CZK 32,250",50.0717643,14.4385436,"Americká, Prague - Vinohrady",Studio,,27 m²,"CZK 10,750",,,Furnished,4,No,No,No,No,No,Yes,No,16. 05. 2022,,,,,272,322,70,607,60,509,83,250,792,565,,,,,,,,,
713473,"CZK 31,425",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,,30 m²,"CZK 10,475",,,Furnished,2,No,No,No,No,No,Yes,No,19. 04. 2022,,,,,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,
713472,"CZK 41,250",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",2 bedroom,,50 m²,"CZK 13,750",,,Furnished,-1,No,No,No,No,No,Yes,No,17. 04. 2022,,,,,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,
713470,"CZK 32,175",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,,30 m²,"CZK 10,725",,,Furnished,3,No,No,No,No,No,Yes,No,27. 04. 2022,,,,,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,
713469,"CZK 25,500",50.0876289,14.3978335,"Šporkova, Prague - Malá Strana",Studio,,40 m²,"CZK 8,500",,,Furnished,1,No,No,No,No,No,No,No,10. 05. 2022,,,,,29,634,152,537,130,317,388,899,984,129,,,,,,,,,
713468,"CZK 18,720",50.0713305,14.4638794,"Na Míčánkách, Prague - Vršovice",1 bedroom with open-plan kitchen,,49 m²,"CZK 6,240",,,Furnished,2,No,No,No,No,No,Yes,No,06. 06. 2022,,,,,84,743,87,659,277,595,408,307,678,198,,,,,,,,,
713467,"CZK 23,625",50.0984636,14.4253146,"Ovenecká, Prague - Holešovice",1 bedroom with open-plan kitchen,,55 m²,"CZK 7,875",,,Furnished,5,No,No,No,No,No,Yes,No,01. 06. 2022,,,,,220,310,47,185,156,218,202,"1,485",496,451,,,,,,,,,
713466,"CZK 21,038",50.088447,14.458108,"Koněvova, Prague - Žižkov",Studio,,35 m²,"CZK 7,012",,,Furnished,3,Yes,No,No,No,No,Yes,Yes,24. 05. 2022,,,,,202,261,167,291,120,196,324,494,176,433,,,,,,,,,
713465,"CZK 35,475",50.0795659,14.4357789,"Balbínova, Prague - Vinohrady",1 bedroom with open-plan kitchen,,60 m²,"CZK 11,825",,,Furnished,3,No,No,No,No,No,Yes,No,01. 05. 2022,,,,,134,417,252,351,68,251,205,205,457,712,,,,,,,,,
713464,"CZK 43,350",50.0894289,14.423732,"Masná, Prague - Staré Město",Studio,,46 m²,"CZK 14,450",,,Furnished,3,No,No,No,No,No,Yes,No,25. 04. 2022,,,,,68,269,126,89,16,107,70,52,156,144,,,,,,,,,
713462,"CZK 45,000",50.0795975,14.4273504,"Ve Smečkách, Prague - Nové Město",1 bedroom with open-plan kitchen,,70 m²,"CZK 15,000",,,Furnished,4,No,No,No,No,No,Yes,No,31. 05. 2022,,,,,285,548,70,207,10,222,245,618,370,524,,,,,,,,,
713459,"CZK 51,225",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,,50 m²,"CZK 17,075",,,Furnished,4,No,No,No,No,No,Yes,Yes,19. 04. 2022,,,,,144,325,176,152,60,230,49,259,388,439,,,,,,,,,
713458,"CZK 47,025",50.0865843,14.4323212,"Dlážděná, Prague - Nové Město",1 bedroom with open-plan kitchen,,64 m²,"CZK 15,675",,,Furnished,3,Yes,Yes,No,No,No,Yes,No,11. 05. 2022,,,,,110,274,157,129,77,143,300,496,282,367,,,,,,,,,
713457,"CZK 21,019",50.1080609,14.4828384,"Nad Kolčavkou A, Prague - Libeň",Studio,,32 m²,"CZK 7,006",,,Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,,,,,420,741,425,495,194,893,285,624,454,365,,,,,,,,,
713456,"CZK 17,213",50.0529811,14.5019574,"Práčská   f, Prague - Záběhlice",1 bedroom,,40 m²,"CZK 5,737",,,Furnished,4,Yes,Yes,No,No,No,Yes,Yes,01. 06. 2022,,,,,117,763,781,"1,230",239,789,727,207,"1,037",659,,,,,,,,,
713455,"CZK 22,313",50.0699993,14.3820262,"Hlaváčkova, Prague - Košíře",Studio,,35 m²,"CZK 7,437",,,Furnished,6,Yes,No,No,No,No,Yes,Yes,28. 05. 2022,,,,,202,523,119,828,248,936,219,756,"1,073",529,,,,,,,,,
713454,"CZK 31,875",50.0902753,14.4260311,"Rybná, Prague - Staré Město",Studio,,40 m²,"CZK 10,625",,,Furnished,1,No,No,No,No,No,No,No,26. 05. 2022,,,,,124,153,54,67,17,194,209,158,151,202,,,,,,,,,
713453,"CZK 37,500",50.0633339,14.4440155,"Mečislavova, Prague - Nusle",1 bedroom with open-plan kitchen,,56 m²,"CZK 12,500",,,Furnished,5,No,No,No,No,No,Yes,No,01. 06. 2022,,,,,243,541,100,272,177,315,457,820,635,594,,,,,,,,,
713452,"CZK 58,028",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",5 bedroom,,142 m²,"CZK 19,343",,,Furnished,4,Yes,Yes,No,No,No,Yes,Yes,01. 05. 2022,,,,,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,
713451,"CZK 32,175",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,,30 m²,"CZK 10,725",,,Furnished,3,No,No,No,No,No,Yes,No,18. 04. 2022,,,,,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,
711694,"CZK 14,300",50.06918,14.43767,"Perucká, Prague - Vinohrady",Studio,New build,46 m²,"CZK 2,980","CZK 20,000",Prefab concrete building,Furnished,3,No,Yes,Yes,No,No,Yes,No,15. 04. 2022,1 to 10 years years,Premium materials and solutions,Central heating,,699,818,597,886,615,859,685,606,752,906,,Personal,C,Overall,Yes,,,,
181391,"CZK 11,000",50.1082733,14.4857072,"Kovanecká, Prague - Libeň",Studio,Excellent,30 m²,"CZK 3,000","CZK 11,000",Brick building,Partially furnished,5,No,No,No,No,No,No,Yes,,10 to 30 years years,Standard materials and solutions,District heating,Middle floor,336,487,266,545,242,705,397,370,207,416,,Personal,,,,,,,
712666,"CZK 35,000",50.13003,14.49452,"Zakšínská, Prague - Střížkov",3 bedroom with open-plan kitchen,New build,100 m²,"CZK 6,000",,Brick building,Partially furnished,1,No,Yes,No,No,No,No,No,02. 04. 2022,,,,,405,"1,030",257,"1,004",641,531,529,455,"1,222",75,,Personal,C,,,,,,
712718,"CZK 17,000",50.0670831,14.362062,Prague - Košíře,2 bedroom with open-plan kitchen,Excellent,67 m²,"CZK 4,500","CZK 17,000",Brick building,Partially furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,31. 05. 2022,,,,,134,"1,188",701,844,84,737,559,715,108,501,,Personal,E,,,,,,
621451,"CZK 11,000",50.036582,14.593744,"V Bytovkách, Prague - Uhříněves",2 bedroom,Excellent,51 m²,"CZK 2,100","CZK 11,000",Brick building,Partially furnished,1,No,No,Yes,No,No,No,No,01. 05. 2022,,,,,220,"1,006",357,800,699,786,300,321,"1,201",51,,Personal,G,,,,,,
401112,"CZK 11,000",50.0861115,14.5036988,"Prorektorská, Prague - Malešice",Studio,Excellent,30 m²,"CZK 3,000","CZK 11,000",Brick building,Furnished,,No,No,No,No,No,No,No,01. 05. 2022,,Standard materials and solutions,District heating,Ground floor,242,693,716,793,434,898,657,463,729,407,,Personal,A,,Yes,,,,
713433,"CZK 14,500",50.0445,14.51572,"Budapešťská, Prague - Hostivař",1 bedroom with open-plan kitchen,Excellent,49 m²,"CZK 2,900","CZK 25,000",Brick building,Partially furnished,4,Yes,No,Yes,No,No,Yes,No,14. 04. 2022,,,,,257,199,264,253,"1,067",401,"1,230",1,,,,Personal,D,,,,,,
711996,"CZK 16,000",50.09485,14.50428,"Nad Smetankou, Prague - Hrdlořezy",1 bedroom with open-plan kitchen,Excellent,56 m²,"CZK 5,000","CZK 21,000",Brick building,Unfurnished,1,No,Yes,Yes,No,Yes,Yes,No,01. 05. 2022,,,,,554,910,520,"1,455",731,567,847,884,"1,348",232,,Personal,B,,,,,,
680160,"CZK 15,000",50.01324,14.42381,"Daškova, Prague - Modřany",1 bedroom with open-plan kitchen,Excellent,41 m²,"CZK 3,300","CZK 15,000",Prefab concrete building,Partially furnished,9,No,No,Yes,No,Yes,Yes,No,01. 05. 2022,,,District heating,Middle floor,205,"1,462",372,"1,363",834,"1,101",260,513,897,182,,Personal,C,,,,,,
712480,"CZK 22,000",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",2 bedroom,Excellent,42 m²,CZK 133,"CZK 44,000",Other,Furnished,13,No,No,Yes,No,Yes,Yes,Yes,22. 07. 2022,,,,,,,,,,,,,,,,Personal,A,,Yes,,Luka Residential s.r.o.,Luka Living Rental apartments,1301
712518,"CZK 36,000",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",1 bedroom with open-plan kitchen,New build,81 m²,CZK 133,"CZK 72,000",Other,Furnished,3,No,Yes,No,No,No,No,No,01. 05. 2022,,,,,,,,,,,,,,,,Personal,A,,Yes,,Luka Residential s.r.o.,Luka Living Rental apartments,309
713427,"CZK 21,990",50.06769694444,14.55528666666,"Honzíkova, Prague - Dolní Měcholupy",2 bedroom with open-plan kitchen,New build,89 m²,"CZK 6,251","CZK 28,241",Brick building,Unfurnished,2,Yes,No,No,No,Yes,Yes,Yes,,,,,,686,"1,380",523,442,702,"1,204","1,344",502,,,"CZK 28,241

                                
                                
                
i",Cooperative,B,,Yes,,,,
647985,"CZK 12,000",50.036556,14.417238,"Vlnitá, Prague - Braník",1 bedroom,Excellent,50 m²,"CZK 4,000","CZK 5,000",Brick building,Unfurnished,,No,Yes,No,No,Yes,No,No,25. 04. 2022,,,Central heating,Ground floor,514,627,473,447,572,399,312,784,,,,Personal,C,,,,,,
713410,"CZK 16,500",50.0694498,14.3546634,"Zahradníčkova, Prague - Košíře",1 bedroom with open-plan kitchen,Excellent,44 m²,"CZK 3,000","CZK 39,000",Other,Partially furnished,3,No,No,Yes,No,No,No,No,01. 05. 2022,,,,,128,799,"1,247",498,"1,226",453,"1,132",560,802,,,Personal,G,,,,,,
383816,"CZK 14,000",50.0655629,14.4289828,"Oldřichova, Prague - Nusle",1 bedroom with open-plan kitchen,,46 m²,CZK 720,"CZK 14,720",Brick building,Unfurnished,4,No,No,No,No,No,No,No,01. 05. 2022,,,,,167,793,73,534,202,218,503,614,335,232,,Personal,,,,,,,
713415,"CZK 15,990",50.13219944444,14.50963111111,"Chlebovická, Prague - Letňany",2 bedroom,Excellent,57 m²,"CZK 3,936","CZK 19,926",Prefab concrete building,,2,No,No,Yes,Yes,No,Yes,No,,,,,,165,"1,020",411,489,573,576,224,148,405,281,"CZK 19,926

                                
                                
                
i",Personal,C,,,,,,
642537,"CZK 15,500",50.064937,14.372582,"Hübnerové, Prague - Košíře",2 bedroom,Excellent,57 m²,"CZK 3,000","CZK 30,000",Brick building,Unfurnished,2,Yes,No,Yes,No,Yes,No,No,01. 01. 2021,10 to 30 years years,Standard materials and solutions,Gas boiler,Middle floor,183,"1,017",657,831,805,862,306,"1,046","1,016",382,,Personal,A,Overall,,,,,
610794,"CZK 13,000",50.155715,14.514947,"Tryskovická, Prague - Čakovice",Studio,New build,51 m²,"CZK 4,500","CZK 20,000",Brick building,Partially furnished,4,Yes,No,Yes,No,Yes,Yes,Yes,01. 08. 2022,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,598,"1,043",282,211,"1,048",997,158,190,,,,Personal,B,,Yes,,,,
710879,"CZK 19,000",50.08726,14.40593,"Mostecká, Prague - Malá Strana",1 bedroom with open-plan kitchen,Excellent,70 m²,"CZK 7,000","CZK 25,000",Other,Partially furnished,1,No,No,No,No,No,No,No,15. 04. 2022,,,,,136,135,21,108,13,355,165,470,644,326,,Personal,G,,,,,,
693933,"CZK 11,990",50.10984638888,14.55812166666,"Lipnická, Prague - Kyje",1 bedroom with open-plan kitchen,Good,45 m²,"CZK 2,943","CZK 14,933",Prefab concrete building,Furnished,4,Yes,No,No,No,No,Yes,No,,,,,,178,963,191,183,917,452,"1,343",320,,,"CZK 14,933

                                
                                
                
i",Personal,C,,,,,,
621469,"CZK 15,500",50.0688872,14.3694504,Prague - Košíře,Studio,New build,42 m²,"CZK 3,600","CZK 30,000",Low-energy building,Furnished,3,Yes,No,No,No,No,Yes,Yes,01. 06. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,141,585,111,241,77,134,193,"1,142",513,227,,Personal,B,Overall,Yes,,,,
713406,"CZK 40,000",50.07726,14.46341,"Hradecká, Prague - Vinohrady",2 bedroom with open-plan kitchen,Excellent,306 m²,"CZK 6,000","CZK 80,000",Brick building,Furnished,8,No,Yes,No,No,Yes,Yes,No,14. 04. 2022,,,,,145,66,8,176,59,252,279,629,324,278,,Personal,B,,,,,,
707651,"CZK 13,500",50.12695,14.49098,"Jablonecká, Prague - Střížkov",1 bedroom with open-plan kitchen,Excellent,49 m²,"CZK 4,000","CZK 27,000",Prefab concrete building,Partially furnished,2,Yes,No,No,No,No,Yes,No,09. 04. 2022,,,,,183,701,364,601,216,257,696,537,752,20,,Personal,,Overall,,,,,
620115,"CZK 25,000",50.045603,14.436493,"Horáčkova, Prague - Krč",3 bedroom,Excellent,86 m²,"CZK 3,000","CZK 24,000",Brick building,Partially furnished,3,Yes,No,Yes,No,No,No,No,01. 04. 2022,,,Gas boiler,Top floor,231,623,130,701,373,724,205,154,376,81,,Personal,G,Overall,,,,,
713379,"CZK 16,000",50.12931,14.49382,"Makedonská, Prague - Střížkov",Studio,New build,42 m²,"CZK 2,600","CZK 30,000",Brick building,Partially furnished,6,Yes,No,No,No,Yes,No,No,18. 04. 2022,1 to 10 years years,Premium materials and solutions,District heating,Top floor,208,909,53,834,481,327,408,285,"1,035",155,,Personal,D,Overall,Yes,,,,
550879,"CZK 13,900",50.0639544,14.2854037,"Lačnovská, Prague - Zličín",Studio,New build,36 m²,"CZK 2,839","CZK 27,800",Low-energy building,Furnished,2,No,Yes,No,No,Yes,No,No,01. 05. 2022,1 to 10 years years,Premium materials and solutions,Other,Ground floor,304,361,"1,215","1,060",875,"1,338",551,,,,,Personal,B,,Yes,30 m²,,,
661288,"CZK 16,000",50.06703,14.55347,"Honzíkova, Prague - Dolní Měcholupy",1 bedroom with open-plan kitchen,New build,54 m²,"CZK 4,000","CZK 32,000",Brick building,Partially furnished,2,Yes,No,No,No,No,Yes,No,01. 06. 2022,1 to 10 years years,,,,487,"1,181",396,315,575,"1,077","1,145",334,,,,Personal,B,,Yes,,,,
673571,"CZK 15,000",50.07159,14.40686,"Staropramenná, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,35 m²,"CZK 2,000","CZK 17,000",Brick building,Furnished,3,No,No,No,Yes,No,No,No,01. 04. 2022,,,Gas boiler,,119,466,30,128,37,308,560,"1,040","1,081",506,,Personal,G,Interior,,,,,
713356,"CZK 15,000",50.04745,14.44346,"Humpolecká, Prague - Krč",1 bedroom with open-plan kitchen,Excellent,44 m²,"CZK 3,000","CZK 18,000",Brick building,Furnished,5,No,No,No,No,No,No,No,10. 05. 2022,,,,,265,280,114,263,194,220,335,736,621,243,,Cooperative,G,,,,,,
711506,"CZK 16,000",50.00861,14.42885,"Rilská, Prague - Modřany",2 bedroom,Excellent,56 m²,"CZK 8,000","CZK 30,000",Prefab concrete building,Partially furnished,10,No,No,No,Yes,No,Yes,No,15. 04. 2022,,,,,299,934,97,923,125,"1,013",314,360,338,165,,Personal,G,,,,,,
607392,"CZK 16,000",50.067695,14.396304,"Tomkova, Prague - Smíchov",1 bedroom,Excellent,63 m²,"CZK 2,950","CZK 25,000",Brick building,Furnished,4,No,No,Yes,No,Yes,Yes,Yes,01. 06. 2022,10 to 30 years years,Premium materials and solutions,Central heating,Middle floor,327,276,269,665,71,363,416,628,481,420,,Personal,C,,,,,,
712913,"CZK 14,000",50.07101,14.38412,"Plzeňská, Prague - Košíře",Studio,New build,30 m²,"CZK 2,200","CZK 28,000",Brick building,Partially furnished,2,No,No,No,No,Yes,Yes,No,05. 04. 2022,,,,,205,828,259,"1,203",272,"1,311",202,505,"1,046",502,,Personal,G,,,,,,
713350,"CZK 16,000",50.04735,14.44738,"Přímětická, Prague - Michle",2 bedroom with open-plan kitchen,Good,70 m²,"CZK 5,500","CZK 21,500",Prefab concrete building,Furnished,5,No,No,No,No,No,Yes,No,01. 05. 2022,,,,,258,578,113,103,92,146,307,736,709,395,,Personal,G,,,,,,
712039,"CZK 16,000",50.10579,14.37746,"Fetrovská, Prague - Dejvice",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 4,000","CZK 16,000",Brick building,Partially furnished,1,No,Yes,No,No,No,No,No,01. 05. 2022,1 to 10 years years,Standard materials and solutions,Central heating,Ground floor,433,504,"1,328",544,520,152,29,239,92,,,Personal,G,Overall,,16 m²,,,
552412,"CZK 32,000",50.10777,14.52681,"Saarinenova, Prague - Hloubětín",2 bedroom with open-plan kitchen,New build,80 m²,"CZK 4,000","CZK 32,000",Brick building,Unfurnished,1,No,Yes,Yes,No,Yes,Yes,Yes,01. 06. 2022,1 to 10 years years,Premium materials and solutions,District heating,Ground floor,117,"1,157",556,"1,138",820,954,"1,104",903,"1,030",363,,Personal,A,,Yes,70 m²,,,
713346,"CZK 14,990",50.01205444444,14.39988166666,"Vrátnická, Prague - Modřany",Studio,New build,40 m²,"CZK 2,047","CZK 17,037",Other,Unfurnished,3,Yes,No,Yes,No,No,Yes,No,,,,,,198,"1,078",373,"1,322",740,"1,383","1,378",662,,,"CZK 17,037

                                
                                
                
i",Personal,A,,Yes,,,,
713340,"CZK 14,500",50.10526,14.51782,"Sousedíkova, Prague - Vysočany",Studio,New build,31 m²,"CZK 2,900","CZK 15,000",Brick building,Partially furnished,5,Yes,No,Yes,No,Yes,Yes,No,01. 05. 2022,,,,,367,619,"1,082",628,"1,294","1,097",890,112,,,,Personal,C,,,,,,
713338,"CZK 19,900",50.05831,14.37501,"Nyklíčkova, Prague - Jinonice",1 bedroom with open-plan kitchen,New build,42 m²,"CZK 4,000",CZK 2,Other,Furnished,2,Yes,No,No,No,No,Yes,Yes,25. 04. 2022,,,,,141,358,416,"1,145",318,444,949,267,"1,321",184,,Personal,C,,,,,,
621379,"CZK 9,800",50.056553,14.495605,"Jabloňová, Prague - Záběhlice",Small studio,Excellent,25 m²,"CZK 3,200","CZK 18,000",Prefab concrete building,Furnished,8,No,No,No,No,No,Yes,No,11. 04. 2022,,,,,59,616,149,989,200,50,166,658,166,283,,Personal,,,,,,,
712652,"CZK 13,000",50.02923,14.48587,"Petýrkova, Prague - Chodov",2 bedroom with open-plan kitchen,Good,71 m²,"CZK 3,800","CZK 33,600",Prefab concrete building,Furnished,6,No,No,No,Yes,No,Yes,No,02. 04. 2022,,,,,252,431,162,595,403,325,455,608,576,198,,Personal,G,,,,,,
713317,"CZK 23,000",50.08855,14.48348,"Olgy Havlové, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,52 m²,"CZK 3,167","CZK 30,000",Brick building,Unfurnished,1,No,Yes,Yes,No,No,Yes,No,07. 05. 2022,,,,,369,861,465,630,188,673,497,363,360,142,,Personal,B,,,,,,
664283,"CZK 15,900",50.1294079,14.4512939,Prague - Kobylisy,2 bedroom,Excellent,58 m²,"CZK 3,000","CZK 31,800",Prefab concrete building,Partially furnished,6,No,No,No,Yes,No,Yes,No,01. 06. 2022,,,,,143,6,689,299,350,768,507,"1,366",185,,,Personal,G,,,,,,
516267,"CZK 16,900",50.0067804,14.4354836,Prague - Modřany,2 bedroom with open-plan kitchen,Excellent,64 m²,"CZK 5,500","CZK 30,000",Prefab concrete building,Furnished,8,Yes,No,Yes,No,No,Yes,No,01. 01. 1970,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,245,"1,432",771,"1,421",406,"1,249",897,332,705,154,,Personal,C,Overall,,,,,
713311,"CZK 25,000",50.09075,14.42626,"Dlouhá, Prague - Staré Město",1 bedroom with open-plan kitchen,Excellent,75 m²,"CZK 3,000","CZK 30,000",Brick building,Furnished,3,No,No,Yes,No,No,No,No,01. 06. 2022,,,,,55,233,30,96,7,184,186,258,152,202,,Personal,G,,,,,,
710907,"CZK 14,900",50.0897,14.46926,"Biskupcova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 3,600","CZK 30,000",Brick building,Unfurnished,1,No,No,Yes,No,No,Yes,No,18. 03. 2022,,,,,89,751,57,96,32,69,373,378,454,390,,Personal,E,,,,,,
713303,"CZK 13,000",50.10745,14.44647,"Osadní, Prague - Holešovice",1 bedroom,Excellent,45 m²,"CZK 4,000","CZK 17,000",Brick building,Furnished,1,No,No,Yes,No,No,Yes,No,01. 06. 2022,,,,,73,462,168,475,205,330,259,815,385,187,,Personal,G,,,,,,
503703,"CZK 14,000",50.0716385,14.4535707,"Estonská, Prague - Vršovice",1 bedroom,Excellent,34 m²,"CZK 2,006","CZK 18,000",Brick building,Unfurnished,5,No,No,No,No,No,No,No,,1 to 10 years years,Standard materials and solutions,Gas boiler,Middle floor,196,708,196,352,163,483,119,252,413,204,,Personal,,Interior,,,,,
713301,"CZK 15,000",50.09695,14.40419,"Milady Horákové, Prague - Hradčany",1 bedroom,Excellent,52 m²,"CZK 3,100","CZK 19,000",Brick building,Partially furnished,4,Yes,No,No,No,No,Yes,No,01. 06. 2022,,,,,59,807,119,24,0,147,131,"1,138",204,434,,Personal,G,,,,,,
643698,"CZK 13,500",50.059197,14.427854,"Marie Cibulkové, Prague - Nusle",Studio,Good,35 m²,"CZK 1,500","CZK 22,000",Brick building,Furnished,1,No,No,No,No,No,Yes,No,09. 05. 2022,,Standard materials and solutions,District heating,Middle floor,141,710,238,449,185,357,603,289,180,345,,Cooperative,G,Overall,,600 m²,,,
