Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Design,Heating,Total number of floors,Front garden,Renovation,Age,Administration fee,New building,Developer name,Project name,Kód jednotky
608216,"CZK 11,000",50.006192,14.461504,"Meteorologická, Prague - Libuš",Studio,New build,59 m²,"CZK 4,500","CZK 20,000",Personal,Other,Partially furnished,2,Yes,Yes,Yes,No,Yes,Yes,Yes,01. 12. 2021,,149,518,94,6,258,461,"1,267",916,,,Standard materials and solutions,Central heating,Middle floor,,,1 to 10 years years,,Yes,,,
693188,"CZK 14,000",50.0728194,14.4683506,"Konopišťská, Prague - Vršovice",2 bedroom,Good,68 m²,"CZK 1,500","CZK 15,500",Cooperative,Brick building,Partially furnished,1,No,No,Yes,No,Yes,No,No,05. 12. 2021,D,179,724,294,548,230,308,403,287,598,69,,Gas boiler,Raised ground floor,,,,,,,,
347750,"CZK 14,000",50.0708966,14.4315715,"Wenzigova, Prague - Nové Město",1 bedroom with open-plan kitchen,Good,50 m²,"CZK 4,000","CZK 30,000",Personal,Brick building,Partially furnished,4,No,No,No,No,No,Yes,No,01. 01. 2022,,246,480,205,481,96,410,171,410,573,589,,,Middle floor,,,,,,,,
698046,"CZK 14,000",50.0540688,14.5375894,"Plukovníka Mráze, Prague - Hostivař",2 bedroom,Good,68 m²,"CZK 4,000","CZK 14,000",Personal,Prefab concrete building,Partially furnished,7,Yes,No,Yes,No,No,Yes,No,06. 01. 2022,G,43,994,692,227,"1,132",438,997,591,606,,Standard materials and solutions,District heating,Middle floor,,Bathroom unit,30 to 50 years years,,,,,
602386,"CZK 12,500",50.064198,14.381721,"Houdova, Prague - Košíře",Studio,Excellent,33 m²,"CZK 2,500","CZK 15,000",Personal,Prefab concrete building,Furnished,2,No,No,No,No,No,No,No,01. 12. 2021,F,457,"1,138",556,"1,386",513,"1,493","1,264",692,"1,166",601,Standard materials and solutions,Central heating,Middle floor,,Interior,10 to 30 years years,,,,,
30826,"CZK 12,700",50.0562157532,14.5220911503,"Pražská, Prague - Hostivař",2 bedroom,Excellent,63 m²,"CZK 5,300","CZK 12,000",Personal,Prefab concrete building,Furnished,3,Yes,No,No,No,No,Yes,No,05. 01. 2022,G,198,690,414,653,675,694,"1,120",923,679,93,Standard materials and solutions,District heating,Middle floor,,Overall,10 to 30 years years,,,,,
671386,"CZK 16,000",50.09274,14.34471,"Šumberova, Prague - Veleslavín",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 4,800","CZK 20,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,15. 07. 2021,G,423,661,374,480,455,550,462,341,969,180,,District heating,Middle floor,,,,,,,,
164424,"CZK 10,000",50.076652,14.4386315,"Římská, Prague - Vinohrady",Small studio,Excellent,30 m²,"CZK 3,000","CZK 6,000",Personal,Brick building,Furnished,7,No,No,No,No,No,Yes,No,04. 01. 2022,G,176,350,118,143,1,270,242,429,496,760,Standard materials and solutions,Central heating,Attic,,,1 to 10 years years,,,,,
697878,"CZK 16,500",50.0320115,14.5220936,"Podjavorinské, Prague - Chodov",2 bedroom with open-plan kitchen,Good,66 m²,"CZK 4,500","CZK 20,000",Personal,Prefab concrete building,Partially furnished,6,No,No,Yes,Yes,Yes,Yes,No,03. 01. 2022,G,113,359,276,583,217,200,246,390,500,325,,District heating,,,,,,,,,
630283,"CZK 19,000",50.101668,14.418246,"Jana Zajíce, Prague - Bubeneč",3 bedroom,Excellent,65 m²,"CZK 1,200","CZK 22,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,01. 02. 2022,G,105,455,121,334,92,540,209,144,315,,Standard materials and solutions,Gas boiler,Middle floor,,Overall,,,,,,
698020,"CZK 16,200",50.00695,14.43097,"Vitošská, Prague - Modřany",1 bedroom with open-plan kitchen,Good,45 m²,CZK 1,"CZK 16,200",Personal,Prefab concrete building,Furnished,2,No,No,Yes,No,No,Yes,No,01. 01. 1970,C,172,"1,063",399,"1,051",160,"1,136",544,145,545,38,,,,,,,,,,,
617754,"CZK 8,000",50.085385,14.450367,"Štítného, Prague - Žižkov",Small studio,Excellent,20 m²,"CZK 1,000",,Personal,Brick building,,5,No,No,No,No,No,No,No,18. 07. 2020,C,239,205,16,176,27,226,96,312,128,518,,,,,,,,,,,
492407,"CZK 22,000",50.0860068,14.4516417,Prague - Žižkov,3 bedroom,,98 m²,"CZK 5,000","CZK 20,000",Cooperative,Brick building,Partially furnished,4,Yes,No,No,No,No,No,No,05/2019,C,75,238,77,209,21,258,237,477,237,551,,,,,,,,,,,
229610,"CZK 19,500",50.1067324,14.4393933,"Železničářů, Prague - Holešovice",1 bedroom with open-plan kitchen,,60 m²,"CZK 1,500","CZK 42,000",Cooperative,Brick building,Furnished,5,Yes,No,No,No,No,No,No,,,196,973,457,"1,045",145,365,114,"1,181",441,275,Standard materials and solutions,Other,Middle floor,,Interior,1 to 10 years years,,,,,
605872,"CZK 13,900",50.040404,14.498412,"Babická, Prague - Chodov",1 bedroom with open-plan kitchen,New build,42 m²,"CZK 3,600","CZK 28,000",Personal,Brick building,Partially furnished,1,No,Yes,No,No,No,Yes,No,01. 03. 2022,C,231,"1,064",631,"1,425",185,877,649,832,499,245,,,,,,1 to 10 years years,,,,,
277546,"CZK 24,999",50.073377,14.443233,"Lužická, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,76 m²,"CZK 4,500","CZK 59,000",Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,04. 01. 2022,F,184,362,68,779,132,669,370,549,491,244,Premium materials and solutions,Gas boiler,Middle floor,,Interior,10 to 30 years years,,,,,
695755,"CZK 25,000",50.10681,14.45168,"U Uranie, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,70 m²,"CZK 5,000","CZK 25,000",Personal,Low-energy building,Partially furnished,11,Yes,No,Yes,No,No,Yes,Yes,01. 01. 2022,G,249,578,81,390,94,353,298,849,151,112,,,,,,,,,,,
230298,"CZK 21,000",50.1180194,14.4973165,"Trmická, Prague - Prosek",2 bedroom with open-plan kitchen,Excellent,136 m²,"CZK 5,000","CZK 40,000",Personal,Brick building,Partially furnished,5,No,Yes,Yes,No,No,Yes,Yes,ihned,,47,800,267,224,87,293,435,381,991,230,,,Top floor,,,,,,,,
697963,"CZK 9,500",50.07486,14.42255,"Salmovská, Prague - Nové Město",Studio,Excellent,25 m²,"CZK 1,500","CZK 11,000",Personal,Brick building,Furnished,2,No,Yes,No,No,No,No,No,06. 01. 2022,B,150,397,110,388,95,207,304,316,662,421,,,,,,,,,,,
536396,"CZK 20,500",50.102319,14.4780158,"V Mezihoří, Prague - Libeň",3 bedroom,Excellent,66 m²,"CZK 3,900","CZK 40,000",Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,19. 01. 2022,,264,291,132,439,355,474,353,147,194,601,,Gas boiler,Middle floor,,Overall,,,,,,
536912,"CZK 19,000",50.0848545,14.483906,Prague - Strašnice,1 bedroom with open-plan kitchen,,70 m²,"CZK 5,000","CZK 24,000",Personal,Brick building,Furnished,2,Yes,No,No,No,No,Yes,Yes,31. 12. 2021,,167,"1,302",579,"1,188",705,920,"1,055",176,690,361,,,,,,,,Yes,,,
165513,"CZK 13,000",50.0676332,14.2979591,"Galandova, Prague - Řepy",1 bedroom with open-plan kitchen,Excellent,47 m²,"CZK 3,000",,Personal,Prefab concrete building,Partially furnished,8,No,No,Yes,Yes,No,No,No,,,258,"1,165",409,"1,127",202,930,739,619,"1,435",104,,,,,,1 to 10 years years,,,,,
656885,"CZK 14,400",50.0309311,14.3685927,Prague - Hlubočepy,1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 3,600","CZK 14,400",Personal,Brick building,Furnished,1,Yes,Yes,No,No,Yes,Yes,No,07. 02. 2022,C,124,839,80,819,131,857,292,300,632,71,,Central heating,Middle floor,,,1 to 10 years years,,,,,
694774,"CZK 20,900",50.1027288,14.4368562,"Veletržní, Prague - Holešovice",2 bedroom with open-plan kitchen,Excellent,77 m²,"CZK 2,500","CZK 20,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,01. 02. 2022,G,281,904,117,416,57,309,518,375,875,,,,,,,,,,,,
311633,"CZK 15,000",50.0969127,14.3475731,"Vokovická, Prague - Vokovice",1 bedroom with open-plan kitchen,,45 m²,"CZK 3,500","CZK 30,000",Personal,Prefab concrete building,Partially furnished,11,Yes,No,No,No,No,No,No,,,52,"1,203",145,802,345,211,177,171,374,239,,,,,,,,,,,
697880,"CZK 22,000",50.07524,14.44714,"Korunní, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 1,500","CZK 44,000",Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,17. 01. 2022,G,212,402,166,414,131,377,534,125,502,168,,,,,,,,,,,
581545,"CZK 19,000",50.079043,14.450264,"Laubova, Prague - Vinohrady",1 bedroom,Excellent,50 m²,"CZK 4,000","CZK 23,000",Cooperative,Brick building,Furnished,4,No,No,No,No,No,Yes,No,29. 11. 2021,G,190,255,21,254,95,282,123,285,713,150,,,,,Overall,over 50 years years,,,,,
695314,"CZK 12,700",50.05464,14.44235,"Sdružení, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,51 m²,"CZK 2,060","CZK 24,000",Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,No,No,No,01. 01. 2022,G,32,968,124,457,34,600,263,237,956,211,,,,,,,,,,,
697842,"CZK 10,800",50.09239,14.53345,"Českobrodská, Prague - Hloubětín",Small studio,Excellent,25 m²,"CZK 2,000","CZK 10,800",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,03. 01. 2022,G,25,707,854,"1,145","1,324","1,454",842,584,,,Standard materials and solutions,Gas boiler,,,Overall,,,,,,
392789,"CZK 12,000",50.1230046,14.4894172,"Bílinská, Prague - Prosek",3 bedroom,Excellent,53 m²,"CZK 4,500","CZK 24,000",Personal,Prefab concrete building,Partially furnished,8,No,No,No,Yes,No,Yes,No,01. 02. 2022,G,438,769,152,708,481,409,308,216,411,83,Standard materials and solutions,District heating,Top floor,,Bathroom unit,,,,,,
519421,"CZK 13,000",49.9943535,14.3668619,Prague - Radotín,1 bedroom with open-plan kitchen,,52 m²,"CZK 4,000","CZK 13,000",Personal,Brick building,Partially furnished,3,No,No,No,No,Yes,No,No,14. 02. 2022,,290,"1,228","1,323",886,"1,260","1,215",829,869,"1,321",,Standard materials and solutions,Gas boiler,Top floor,,Overall,,,,,,
689519,"CZK 13,000",49.996653165369,14.412188262513,"Sekorova, Prague - Modřany",2 bedroom,Excellent,70 m²,"CZK 2,000","CZK 13,000",Personal,Brick building,Furnished,1,No,Yes,No,No,No,No,No,01. 02. 2022,C,387,"1,331",822,"1,425",672,"1,153",996,"1,094",693,347,,Gas boiler,,,,,,,,,
661115,"CZK 27,500",50.07783,14.43667,"Vinohradská, Prague - Vinohrady",3 bedroom,Excellent,112 m²,"CZK 5,581",,Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,No,No,01. 07. 2021,F,82,240,76,129,72,4,335,424,475,805,,,,,,,,,,,
694998,"CZK 19,000",50.101655482973,14.452764628089,"Tusarova, Prague - Holešovice",1 bedroom with open-plan kitchen,New build,47 m²,"CZK 3,500","CZK 19,000",Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,01. 01. 2022,B,181,539,89,261,7,198,400,363,176,277,,,,,,,,,,,
695004,"CZK 19,000",50.101747049945,14.452762640491,"Tusarova, Prague - Holešovice",1 bedroom with open-plan kitchen,New build,47 m²,"CZK 3,500","CZK 19,000",Personal,Brick building,Furnished,5,Yes,Yes,No,No,No,Yes,No,01. 01. 2022,B,182,539,89,262,19,199,401,363,107,252,,,,,,,,,,,
697787,"CZK 25,000",50.10559,14.52226,"Modrého, Prague - Hloubětín",2 bedroom with open-plan kitchen,New build,187 m²,"CZK 4,000","CZK 4,000",Personal,Brick building,Furnished,2,Yes,Yes,No,Yes,Yes,Yes,Yes,03. 01. 2022,A,492,"1,304",694,"1,285",856,742,"1,233","1,301",915,227,,,,,,,,,,,
697781,"CZK 10,490",50.13196833333,14.48740555555,"Roudnická, Prague - Střížkov",1 bedroom with open-plan kitchen,Excellent,33 m²,"CZK 2,931","CZK 13,421",Personal,Prefab concrete building,Furnished,2,No,No,No,No,No,Yes,No,,C,576,768,514,761,494,988,"1,368",113,,,,,,,,,"CZK 13,421

                                
                                
                
i",,,,
474527,"CZK 10,000",50.0242782,14.4551131,"Hurbanova, Prague - Krč",1 bedroom,,34 m²,"CZK 3,500","CZK 20,000",Personal,Prefab concrete building,Partially furnished,7,Yes,No,No,No,No,No,No,,,372,905,421,461,440,589,"1,340",444,416,,,District heating,Top floor,,Bathroom unit,,,,,,
562412,"CZK 12,900",50.053939,14.4220743,"Pod Klaudiánkou, Prague - Podolí",2 bedroom,,59 m²,"CZK 4,200","CZK 10,000",Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,06. 12. 2021,D,437,766,373,565,411,763,536,948,37,381,Standard materials and solutions,Other,Ground floor,100 m²,Interior,10 to 30 years years,,,,,
697770,"CZK 19,900",50.0733476,14.3959227,"Grafická, Prague - Smíchov",1 bedroom with open-plan kitchen,New build,46 m²,"CZK 4,500","CZK 24,400",Personal,Low-energy building,Furnished,3,No,No,Yes,No,No,Yes,No,03. 01. 2022,G,207,"1,068",123,759,92,889,250,857,"1,077",82,,,,,,,,,,,
628788,"CZK 15,900",50.141463,14.523138,"Kadečkové, Prague - Letňany",1 bedroom with open-plan kitchen,New build,50 m²,"CZK 3,500",,Personal,Brick building,,1,No,Yes,Yes,No,No,Yes,No,05. 10. 2020,B,566,921,"1,250",116,"1,045","1,321","1,168",872,258,,,,,,,,,,,,
655019,"CZK 15,000",50.08379,14.41439,"Karoliny Světlé, Prague - Staré Město",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 1,000","CZK 15,000",Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,13. 12. 2021,B,141,750,42,370,2,356,511,513,469,227,,,,,,,,,,,
697759,"CZK 7,000",50.1162631,14.6208058,Prague - Horní Počernice,Studio,New build,28 m²,"CZK 3,000","CZK 9,000",Personal,Other,Partially furnished,2,No,No,No,No,No,No,No,03. 01. 2022,C,93,827,312,145,343,661,339,34,,,,,,,,,,,,,
601634,"CZK 14,000",50.127342,14.502952,"Bechlínská, Prague - Letňany",1 bedroom with open-plan kitchen,New build,55 m²,"CZK 3,400","CZK 20,000",Personal,Brick building,,2,Yes,No,No,No,No,Yes,No,01. 01. 2022,C,229,845,111,874,564,811,344,568,252,,,,,,,,,,,,
656973,"CZK 10,466",50.10809,14.43722,"Na Zátorách, Prague - Holešovice",Studio,New build,15 m²,"CZK 3,311","CZK 13,777",Other,Other,Furnished,4,No,No,No,No,No,Yes,No,01. 02. 2022,G,203,"1,202",318,"1,023",78,445,306,355,606,,,,,,,1 to 10 years years,,Yes,,,
632456,"CZK 19,000",50.094447,14.349836,"Pod Dvorem, Prague - Veleslavín",1 bedroom with open-plan kitchen,New build,51 m²,"CZK 5,000","CZK 21,000",Personal,Low-energy building,Furnished,,No,No,Yes,No,Yes,Yes,Yes,01. 02. 2022,B,306,986,351,"1,015",331,303,506,614,815,533,,,,,,,,Yes,,,
471504,"CZK 12,000",50.0671011,14.5518474,Prague - Dolní Měcholupy,Studio,,37 m²,"CZK 2,523","CZK 20,000",Personal,Brick building,Partially furnished,2,Yes,No,No,No,No,No,No,01. 02. 2022,,451,"1,152",268,187,446,948,"1,116",246,,,,,,,,,,,,,
503670,"CZK 24,500",50.0716817,14.4096553,"Na Celné, Prague - Smíchov",1 bedroom with open-plan kitchen,,63 m²,"CZK 3,000","CZK 49,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,,,192,631,163,127,120,528,670,921,837,397,,,,,,,,,,,
697255,"CZK 21,000",50.10253,14.43365,"Janovského, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 3,000","CZK 30,000",Personal,Brick building,Partially furnished,6,No,Yes,No,No,No,Yes,No,01. 01. 2022,G,189,721,108,233,117,170,314,528,930,,Standard materials and solutions,Gas boiler,Attic,,Interior,10 to 30 years years,,,,,
695989,"CZK 14,900",50.04842,14.47884,"Púchovská, Prague - Záběhlice",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 4,000","CZK 16,000",Personal,Brick building,Unfurnished,3,No,No,No,No,No,No,No,14. 12. 2021,G,253,820,320,366,480,"1,235",609,691,802,212,,,,,,,,,,,
148412,"CZK 14,000",50.0465682,14.4435677,"Za Zelenou liškou, Prague - Krč",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 3,600","CZK 20,000",Personal,Brick building,Furnished,,No,No,No,No,No,No,No,01. 04. 2022,,273,439,112,261,162,218,277,586,696,242,,Other,Ground floor,,Overall,,,,,,
384300,"CZK 10,000",50.0482015,14.4386813,"Milevská, Prague - Krč",Small studio,,30 m²,"CZK 2,450","CZK 20,000",Personal,Prefab concrete building,Partially furnished,3,Yes,No,No,No,No,Yes,No,01. 01. 2022,G,317,311,277,416,191,454,396,519,239,41,,,,,,,,,,,
697214,"CZK 13,500",50.06194,14.43608,"Petra Rezka, Prague - Nusle",1 bedroom,Excellent,49 m²,"CZK 2,500","CZK 32,000",Personal,Other,Unfurnished,2,Yes,No,No,No,No,Yes,No,01. 01. 2022,G,167,614,151,528,121,457,121,445,399,278,,,,,,,,,,,
697209,"CZK 18,000",50.09145,14.44494,"Vítkova, Prague - Karlín",2 bedroom,Excellent,58 m²,"CZK 2,500","CZK 18,000",Cooperative,Brick building,Partially furnished,4,No,No,No,No,No,Yes,No,01. 01. 2022,G,188,383,12,458,35,432,104,"1,141",540,365,,,,,,,,,,,
609881,"CZK 20,000",50.079184,14.415364,"Vojtěšská, Prague - Nové Město",3 bedroom,Excellent,80 m²,"CZK 3,700","CZK 40,000",Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,28. 12. 2021,E,144,591,3,369,44,391,55,128,394,353,,,Top floor,,Interior,,,,,,
623924,"CZK 13,000",50.105205,14.540247,"Klánovická, Prague - Hloubětín",2 bedroom,Good,54 m²,"CZK 3,000","CZK 16,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,Yes,No,No,01. 03. 2022,D,210,209,219,227,416,282,529,451,329,203,Standard materials and solutions,Central heating,Raised ground floor,20 m²,Interior,10 to 30 years years,,,,,
147926,"CZK 14,000",50.0437706,14.5156536,"Bratislavská, Prague - Hostivař",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,500","CZK 28,000",Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,No,Yes,01. 02. 2022,B,136,308,365,354,"1,168",365,"1,109",14,,,Standard materials and solutions,Central heating,,,,,,,,,
697148,"CZK 14,500",50.02415,14.52312,"Bohúňova, Prague - Chodov",2 bedroom with open-plan kitchen,Excellent,64 m²,"CZK 3,500","CZK 14,500",Cooperative,Prefab concrete building,Furnished,5,No,No,Yes,Yes,No,Yes,No,03. 01. 2022,C,318,"1,105",304,"1,035",296,586,247,708,"1,131",210,,,,,,,,,,,
639682,"CZK 9,900",50.114484,14.479922,"U Pekařky, Prague - Libeň",Small studio,Excellent,22 m²,"CZK 1,900","CZK 18,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,30. 01. 2022,C,250,114,"1,401",395,"1,034","1,070","1,286","1,027",252,,,Gas boiler,Middle floor,,Overall,1 to 10 years years,,,,,
241625,"CZK 10,900",50.1138957,14.4798538,"U Pekařky, Prague - Libeň",1 bedroom,,34 m²,"CZK 1,900","CZK 15,000",Personal,Brick building,Partially furnished,4,No,No,No,No,No,No,No,27. 12. 2021,,186,177,"1,337",331,980,"1,134","1,350",939,316,,Premium materials and solutions,Gas boiler,Middle floor,,Overall,10 to 30 years years,,,,,
697125,"CZK 34,000",50.09075,14.4411,"Za Poříčskou bránou, Prague - Karlín",2 bedroom with open-plan kitchen,Excellent,78 m²,"CZK 8,500","CZK 34,000",Personal,Brick building,Furnished,2,Yes,No,No,No,No,Yes,No,29. 12. 2021,G,254,671,196,429,5,404,433,980,516,358,,Gas boiler,,,Interior,,,,,,
697010,"CZK 19,000",50.0983305,14.5134504,"Mezitraťová, Prague - Hrdlořezy",1 bedroom with open-plan kitchen,Excellent,72 m²,"CZK 3,900","CZK 20,000",Personal,Brick building,Furnished,3,Yes,No,No,No,Yes,No,Yes,15. 01. 2022,G,141,"1,115","1,080","1,052","1,157","1,223","1,333",356,,,,,,,,,,,,,
688385,"CZK 12,000",50.00295,14.39626,"K Sádkám, Prague - Velká Chuchle",1 bedroom,Good,33 m²,"CZK 3,800","CZK 15,800",Personal,Prefab concrete building,Unfurnished,,Yes,Yes,Yes,No,Yes,No,No,27. 12. 2021,D,535,"1,240","1,140","1,198","1,245","1,296","1,074",,,,,,,,,,,,,,
696945,"CZK 17,500",50.06657,14.42101,"Neklanova, Prague - Vyšehrad",3 bedroom,Excellent,62 m²,"CZK 4,000","CZK 18,500",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,24. 12. 2021,G,149,"1,103",118,144,131,181,252,450,410,478,,,,,,,,,,,
696904,"CZK 12,500",50.0925,14.44382,"Sokolovská, Prague - Karlín",Studio,Good,36 m²,"CZK 2,500","CZK 15,000",Personal,Brick building,Furnished,6,No,Yes,No,No,No,Yes,No,02. 01. 2022,G,113,295,83,294,18,293,279,"1,017",374,318,Standard materials and solutions,Central heating,Top floor,,,,,,,,
697008,"CZK 17,500",50.0983305,14.5134504,"Mezitraťová, Prague - Hrdlořezy",2 bedroom,Excellent,54 m²,"CZK 3,900","CZK 20,000",Personal,Brick building,Unfurnished,2,No,Yes,No,No,Yes,No,Yes,01. 02. 2022,G,141,"1,115","1,080","1,052","1,157","1,223","1,333",356,,,Premium materials and solutions,Central heating,Middle floor,,Interior,10 to 30 years years,,,,,
656975,"CZK 14,757",50.10809,14.43722,"Na Zátorách, Prague - Holešovice",Studio,New build,26 m²,"CZK 4,610","CZK 19,367",Other,Other,Furnished,3,No,No,No,No,No,Yes,No,01. 02. 2022,G,203,"1,202",318,"1,023",78,445,306,355,606,,,,,,,1 to 10 years years,,Yes,,,
614513,"CZK 13,500",50.067194,14.554102,"Honzíkova, Prague - Dolní Měcholupy",1 bedroom with open-plan kitchen,New build,53 m²,"CZK 4,000","CZK 27,000",Personal,Brick building,,6,Yes,No,No,No,No,Yes,No,01. 02. 2022,B,599,"1,293",437,356,616,"1,117","1,258",415,,,,,,,,,,Yes,,,
696745,"CZK 17,000",50.0911875,14.4319975,"Petrské náměstí, Prague - Nové Město",2 bedroom,Good,50 m²,CZK 650,"CZK 34,000",Personal,Brick building,Unfurnished,3,No,No,No,No,No,Yes,No,20. 12. 2021,G,38,352,77,386,21,111,162,66,428,369,,,,,,,,,,,
696805,"CZK 9,000",50.06817,14.4553,"Žitomírská, Prague - Vršovice",Studio,Excellent,28 m²,"CZK 1,000","CZK 15,000",Personal,Brick building,Partially furnished,5,No,No,No,No,No,Yes,No,01. 01. 2022,E,114,289,133,138,82,115,206,372,198,419,,,,,,,,,,,
684879,"CZK 25,000",50.09797,14.39792,"Wuchterlova, Prague - Dejvice",1 bedroom with open-plan kitchen,New build,42 m²,CZK 600,"CZK 50,000",Personal,Brick building,Furnished,6,No,No,No,No,No,Yes,No,01. 02. 2022,G,268,205,138,165,112,227,370,608,498,263,,,,,,,,,,,
686181,"CZK 22,999",50.09174,14.44246,"Prvního pluku, Prague - Karlín",2 bedroom,Excellent,63 m²,"CZK 3,500","CZK 30,000",Personal,Brick building,Furnished,2,No,No,Yes,Yes,No,No,No,04. 10. 2021,G,208,408,151,207,58,181,363,930,293,284,Premium materials and solutions,Gas boiler,Middle floor,,,1 to 10 years years,,,,,
693213,"CZK 16,000",50.09892,14.37099,"Evropská, Prague - Dejvice",2 bedroom with open-plan kitchen,Good,72 m²,"CZK 6,690","CZK 41,380",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,04. 02. 2022,G,117,834,274,542,177,5,965,668,748,204,Standard materials and solutions,Other,Top floor,,,,,,,,
696692,"CZK 18,000",50.12786,14.42665,"Glowackého, Prague - Troja",3 bedroom,Excellent,75 m²,"CZK 3,000","CZK 25,000",Personal,Prefab concrete building,Partially furnished,4,No,No,No,Yes,Yes,Yes,No,17. 01. 2022,C,317,735,495,818,576,563,237,584,669,219,Standard materials and solutions,District heating,Middle floor,,Overall,,,,,,
696586,"CZK 12,000",50.08349,14.37506,"Šlikova, Prague - Břevnov",1 bedroom,Excellent,45 m²,"CZK 1,600","CZK 13,600",Other,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 01. 2022,G,245,914,207,414,108,384,304,639,366,498,,,,,,,,,,,
696561,"CZK 15,000",50.0495738,14.3464547,"V Hůrkách, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,49 m²,"CZK 3,000","CZK 30,000",Personal,Prefab concrete building,Furnished,7,Yes,No,No,No,No,Yes,No,01. 02. 2022,G,248,491,135,160,71,292,99,189,"1,277",52,,,,,,,,,,,
696532,"CZK 10,000",50.08364,14.3644,"Bělohorská, Prague - Břevnov",2 bedroom,In need of repair,42 m²,CZK 1,CZK 1,Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,01. 01. 2022,G,139,115,26,88,53,73,155,638,60,333,,,,,,,,,,,
633527,"CZK 13,999",50.080032,14.48719,"Počernická, Prague - Strašnice",Studio,Excellent,40 m²,"CZK 2,400","CZK 28,000",Personal,Brick building,Furnished,1,No,Yes,Yes,No,Yes,Yes,No,13. 12. 2021,C,104,666,179,450,327,265,689,570,388,260,,Central heating,,,,1 to 10 years years,,,,,
692142,"CZK 22,000",50.0536819,14.4813957,Prague - Záběhlice,1 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 5,000",,Personal,Brick building,,,Yes,No,No,No,No,No,No,Ihned,B,331,"1,028",487,988,359,"1,323",834,613,501,320,,,,,,,,,,,
557082,"CZK 9,500",50.1114198,14.3944201,"Podbabská, Prague - Bubeneč",Small studio,Excellent,27 m²,"CZK 2,500","CZK 12,000",Personal,Brick building,,3,No,No,No,No,No,No,No,01. 02. 2022,G,147,"1,495",145,881,279,656,788,555,644,413,,Central heating,Middle floor,,,,,,,,
547651,"CZK 13,500",50.0921995,14.4436604,Prague - Karlín,1 bedroom with open-plan kitchen,,40 m²,CZK 600,"CZK 13,500",Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,,E,136,331,22,283,0,258,287,"1,006",365,373,,,Middle floor,,,,,,,,
672371,"CZK 22,900",50.07758,14.42989,"Čelakovského sady, Prague - Nové Město",Studio,Excellent,41 m²,"CZK 3,200",,Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,01. 11. 2021,G,282,471,259,176,29,334,526,604,169,397,,,,,,,,,,,
696712,"CZK 13,000",50.02343,14.45317,"Murgašova, Prague - Krč",Studio,Excellent,36 m²,"CZK 3,310","CZK 30,000",Personal,Prefab concrete building,Partially furnished,1,No,No,Yes,Yes,No,Yes,No,01. 01. 2022,D,358,698,382,235,292,739,"1,139",433,354,,,,,,,,,,,,
696364,"CZK 15,000",50.09,14.47138,"Biskupcova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 2,500","CZK 30,000",Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,No,Yes,No,17. 12. 2021,G,179,905,53,251,7,224,269,223,544,378,,,,,,,,,,,
