Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,New building,Age,Heating,Total number of floors,PENB,Design,Renovation,Developer name,Project name,Kód jednotky,Front garden,Administration fee,Investment Advisor
716961,"CZK 18,675",50.0667869,14.4553047,"Sportovní, Prague - Vršovice",1 bedroom with open-plan kitchen,45 m²,"CZK 6,225",Furnished,2,No,Yes,No,No,No,No,No,03. 07. 2022,79,38,77,287,79,287,384,531,326,376,,,,,,,,,,,,,,,,,
611162,"CZK 16,000",50.030212,14.364044,"Kováříkova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,53 m²,"CZK 3,800",Partially furnished,2,No,Yes,No,No,No,Yes,No,01. 06. 2022,380,"1,101",366,"1,082",244,"1,143",471,586,796,326,Excellent,"CZK 16,000",Personal,Brick building,Yes,1 to 10 years years,District heating,Middle floor,D,,,,,,,,
494735,"CZK 17,500",50.1155396,14.5633862,"Farkašova, Prague - Kyje",2 bedroom with open-plan kitchen,63 m²,"CZK 4,350",Furnished,2,Yes,No,No,No,No,No,No,01. 07. 2022,204,910,685,"1,279","1,219",697,,,,,New build,"CZK 20,000",Personal,Prefab concrete building,,1 to 10 years years,District heating,Middle floor,C,Premium materials and solutions,,,,,,,
668117,"CZK 13,700",50.05742,14.28128,"Prušánecká, Prague - Zličín",Studio,33 m²,"CZK 2,800",Furnished,1,Yes,No,No,No,No,No,No,03. 05. 2022,308,988,913,842,927,967,316,"1,189",133,,New build,"CZK 15,000",Personal,Brick building,,,,,C,,,,,,,,
716333,"CZK 45,000",50.0931,14.36735,"Nový lesík, Prague - Střešovice",5 bedroom,170 m²,"CZK 5,000",Partially furnished,2,Yes,Yes,Yes,No,No,No,Yes,01. 05. 2022,266,928,710,"1,132",274,883,879,"1,234",325,288,Good,"CZK 50,000",Personal,Brick building,,,,,G,,,,,,,,
713487,"CZK 39,971",50.0877117,14.4091678,"U Lužického semináře, Prague - Malá Strana",2 bedroom,56 m²,"CZK 13,324",Furnished,1,No,Yes,No,No,No,No,No,03. 06. 2022,337,356,19,335,43,634,392,362,865,215,,,,,,,,,,,,,,,,,
601295,"CZK 17,800",50.023226,14.511166,"Zdiměřická, Prague - Chodov",1 bedroom with open-plan kitchen,64 m²,"CZK 3,500",Partially furnished,8,Yes,No,No,No,No,Yes,No,01. 06. 2022,326,"1,289",222,595,221,296,844,181,,,Excellent,"CZK 35,000",Personal,Prefab concrete building,,1 to 10 years years,District heating,Top floor,D,Premium materials and solutions,Overall,,,,,,
713523,"CZK 60,000",50.0757302,14.4269087,"Ječná, Prague - Nové Město",1 bedroom with open-plan kitchen,,"CZK 20,000",Furnished,3,No,No,No,No,No,No,No,29. 05. 2022,177,647,182,40,38,122,28,102,350,194,,,,,,,,,,,,,,,,,
713475,"CZK 32,250",50.0717643,14.4385436,"Americká, Prague - Vinohrady",Studio,27 m²,"CZK 10,750",Furnished,4,No,No,No,No,No,Yes,No,16. 05. 2022,272,322,70,607,60,509,83,250,792,565,,,,,,,,,,,,,,,,,
191403,"CZK 12,500",50.0831332,14.4493023,"Bořivojova, Prague - Žižkov",1 bedroom,35 m²,"CZK 2,700",Furnished,4,No,No,No,No,No,Yes,No,01. 05. 2022,364,198,40,225,81,202,206,314,358,577,,"CZK 16,000",Personal,Brick building,,,,,,Standard materials and solutions,,,,,,,
505339,"CZK 12,500",50.0969546,14.4652086,Prague - Karlín,Small studio,28 m²,"CZK 3,000",Partially furnished,5,No,Yes,Yes,No,No,Yes,No,09. 05. 2022,108,"1,177",92,"1,032",226,771,442,685,901,149,,"CZK 15,000",Personal,Other,,,District heating,,,,,,,,,,
716322,"CZK 16,500",50.10325,14.50045,"Na Harfě, Prague - Vysočany",1 bedroom with open-plan kitchen,57 m²,"CZK 4,500",Partially furnished,4,Yes,No,No,No,Yes,Yes,No,15. 07. 2022,368,"1,126",301,531,354,432,401,891,936,619,Excellent,"CZK 30,000",Personal,Other,,,,,G,,,,,,,,
611061,"CZK 16,000",50.074347,14.438075,"Francouzská, Prague - Vinohrady",1 bedroom with open-plan kitchen,60 m²,"CZK 3,498",Partially furnished,5,No,Yes,No,No,No,Yes,No,01. 06. 2022,82,327,32,313,18,259,195,372,740,636,Excellent,"CZK 16,000",Personal,Brick building,,,Central heating,Middle floor,C,,Overall,,,,,,
521475,"CZK 22,000",50.1065558,14.4528197,Prague - Holešovice,1 bedroom with open-plan kitchen,63 m²,"CZK 4,000",Furnished,2,Yes,No,No,No,No,Yes,Yes,ihned,241,602,35,415,68,370,375,870,182,131,New build,"CZK 26,000",Personal,Brick building,,1 to 10 years years,District heating,Middle floor,,Premium materials and solutions,,,,,,,
716919,"CZK 14,000",50.07714,14.47583,"U Vinohradské nemocnice, Prague - Vinohrady",2 bedroom,45 m²,"CZK 4,200",Partially furnished,5,No,No,No,No,No,No,No,15. 05. 2022,54,820,41,350,101,148,605,881,207,13,Excellent,"CZK 30,000",Personal,Brick building,,,,,D,,,,,,,,
716918,"CZK 14,925",50.0921776,14.4422993,"Prvního pluku, Prague - Karlín",1 bedroom with open-plan kitchen,37 m²,"CZK 4,975",Furnished,2,No,No,No,No,No,No,No,01. 06. 2022,194,400,138,184,21,183,399,907,264,211,,,,,,,,,,,,,,,,,
713498,"CZK 39,000",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,80 m²,"CZK 13,000",Furnished,3,No,No,No,No,No,Yes,No,29. 05. 2022,149,274,60,441,20,421,59,552,690,457,,,,,,,,,,,,,,,,,
462794,"CZK 17,500",50.0719945,14.4586477,"Žitomírská, Prague - Vršovice",1 bedroom with open-plan kitchen,53 m²,"CZK 4,000",Partially furnished,7,Yes,No,Yes,No,No,Yes,No,01. 05. 2022,89,613,63,390,128,388,202,295,688,336,Excellent,"CZK 17,553",Personal,Brick building,,1 to 10 years years,Gas boiler,Top floor,,Premium materials and solutions,,,,,,,
639908,"CZK 21,900",50.087756,14.366929,"Radimova, Prague - Břevnov",1 bedroom with open-plan kitchen,66 m²,"CZK 4,000",Furnished,1,Yes,No,No,No,Yes,Yes,Yes,01. 06. 2022,327,564,144,651,53,98,134,639,620,539,New build,"CZK 30,000",Personal,Brick building,Yes,1 to 10 years years,Central heating,Raised ground floor,,Premium materials and solutions,,,,,,,
716913,"CZK 21,000",50.07168,14.46069,"Bulharská, Prague - Vršovice",2 bedroom with open-plan kitchen,73 m²,"CZK 4,000",Partially furnished,6,No,No,Yes,No,No,Yes,No,01. 06. 2022,138,748,96,525,18,523,337,252,760,188,Excellent,"CZK 25,000",Personal,Brick building,,,Gas boiler,Top floor,G,,Overall,,,,,,
610714,"CZK 14,000",50.054134,14.483781,"Podle Náhonu, Prague - Záběhlice",1 bedroom with open-plan kitchen,44 m²,"CZK 3,153",,2,Yes,No,No,No,No,Yes,No,01. 08. 2022,190,"1,150",551,"1,092",231,"1,176",938,747,372,191,New build,"CZK 14,000",Personal,Brick building,,,,,B,,,,,,,,
710751,"CZK 14,500",50.06853,14.38762,"Nad Popelkou, Prague - Smíchov",1 bedroom with open-plan kitchen,55 m²,CZK 950,Partially furnished,1,No,No,Yes,No,No,No,No,01. 07. 2022,52,986,661,"1,180",625,"1,073",698,"1,065",537,177,Excellent,"CZK 29,000",Personal,Brick building,,,Other,Ground floor,F,,Overall,,,,,,
716909,"CZK 23,000",50.1049556,14.4905151,"Ocelářská, Prague - Libeň",1 bedroom with open-plan kitchen,70 m²,"CZK 3,900",Partially furnished,3,Yes,Yes,No,No,Yes,Yes,No,10. 05. 2022,280,213,157,195,145,289,128,514,240,212,New build,"CZK 23,000",Personal,Brick building,Yes,,Central heating,,B,Premium materials and solutions,,,,,,,
716466,"CZK 13,000",50.07675,14.45756,"Libická, Prague - Vinohrady",Studio,25 m²,"CZK 1,500",Furnished,5,No,No,No,No,No,Yes,No,19. 05. 2022,113,485,133,101,171,302,361,438,820,377,Excellent,"CZK 19,000",Personal,Brick building,,,,,A,,,,,,,,
716314,"CZK 15,500",50.10601,14.4356,"Bubenská, Prague - Holešovice",1 bedroom,40 m²,"CZK 3,000",Furnished,3,Yes,No,No,No,No,Yes,No,01. 06. 2022,310,"1,078",541,773,84,477,525,106,677,,Excellent,"CZK 18,500",Personal,Prefab concrete building,,,Electric boiler,,G,,Overall,,,,,,
713502,"CZK 59,100",50.0882082,14.4262296,"Rybná, Prague - Staré Město",2 bedroom with open-plan kitchen,86 m²,"CZK 19,700",Furnished,2,Yes,No,No,No,No,No,No,29. 05. 2022,281,192,58,183,11,369,315,297,289,305,,,,,,,,,,,,,,,,,
657758,"CZK 10,000",50.0981031,14.3582803,"Evropská, Prague - Vokovice",Small studio,23 m²,"CZK 2,200",Unfurnished,11,No,No,Yes,Yes,No,Yes,No,02. 05. 2022,90,334,179,160,60,190,155,133,"1,075",294,Excellent,"CZK 10,000",Cooperative,Prefab concrete building,,,District heating,Middle floor,C,,,,,,,,
350671,"CZK 13,000",50.1376179,14.5200178,"Nepomuckých, Prague - Letňany",Studio,31 m²,"CZK 2,000",Unfurnished,3,No,No,No,No,No,No,No,06. 05. 2022,225,358,"1,013",926,501,463,752,"1,276","1,014",203,,"CZK 15,000",Personal,Brick building,Yes,1 to 10 years years,District heating,Middle floor,B,Premium materials and solutions,,,,,,,
716902,"CZK 13,000",50.13927,14.51786,"Pavla Beneše, Prague - Letňany",Studio,37 m²,"CZK 2,500",Furnished,3,No,No,No,No,Yes,Yes,Yes,03. 05. 2022,210,367,951,934,509,471,760,979,"1,022",240,New build,"CZK 26,000",Personal,Brick building,,,,,G,,,,,,,,
713073,"CZK 16,000",50.07784,14.49749,"Vrátkovská, Prague - Strašnice",2 bedroom,52 m²,"CZK 5,756",Partially furnished,2,No,No,Yes,No,No,No,No,01. 05. 2022,242,489,146,575,314,529,552,469,"1,195",154,Good,"CZK 40,000",Cooperative,Prefab concrete building,,,District heating,Middle floor,D,,,,,,,,
529640,"CZK 9,500",50.0577592,14.2889989,"Na Radosti, Prague - Zličín",Studio,25 m²,"CZK 2,800",Furnished,2,No,No,No,No,No,No,No,09. 05. 2022,293,773,615,558,412,669,248,522,50,,Excellent,"CZK 19,000",Personal,Brick building,,1 to 10 years years,Central heating,Middle floor,,Premium materials and solutions,Overall,,,,,,
630614,"CZK 10,500",50.090374,14.307124,"Ciolkovského, Prague - Ruzyně",1 bedroom with open-plan kitchen,42 m²,"CZK 2,500",,2,No,No,No,No,No,Yes,No,04. 05. 2022,248,322,228,215,274,272,307,"1,484","1,396",213,Good,"CZK 20,000",Personal,Prefab concrete building,,,,Middle floor,G,,,,,,,,
716299,"CZK 13,800",50.05615,14.4466,"U Družstva Život, Prague - Nusle",1 bedroom with open-plan kitchen,50 m²,"CZK 2,500",Unfurnished,3,No,No,No,No,No,No,No,01. 05. 2022,392,998,83,491,319,989,294,210,874,330,Good,"CZK 41,400",Personal,Brick building,,,,,G,,,,,,,,
202649,"CZK 11,990",50.1026222,14.436082,"U smaltovny, Prague - Holešovice",Studio,30 m²,"CZK 2,500",Furnished,1,No,No,No,No,No,Yes,No,01. 06. 2022,286,848,109,360,31,305,466,444,944,,Excellent,"CZK 15,000",Personal,Brick building,,1 to 10 years years,District heating,Raised ground floor,,Standard materials and solutions,Overall,,,,,,
715590,"CZK 43,775",50.09912,14.43261,Prague - Holešovice,3 bedroom with open-plan kitchen,113 m²,"CZK 5,500",Unfurnished,4,No,No,Yes,No,No,Yes,No,01. 06. 2022,54,722,20,64,99,38,187,"1,475",177,471,New build,"CZK 87,550",Personal,Brick building,,,,,A,,,,,,,,
581839,"CZK 17,400",50.128615,14.483932,"Březenská, Prague - Libeň",1 bedroom with open-plan kitchen,62 m²,"CZK 3,550",Furnished,2,No,No,No,No,Yes,Yes,Yes,18. 05. 2022,163,"1,180",257,"1,235",458,249,195,728,919,192,New build,"CZK 55,000",Personal,Low-energy building,Yes,1 to 10 years years,District heating,Middle floor,B,Premium materials and solutions,,,,,,,
540297,"CZK 21,500",50.04304,14.31343,"Toufarova, Prague - Stodůlky",1 bedroom with open-plan kitchen,60 m²,"CZK 2,500",Partially furnished,2,Yes,No,No,No,No,No,No,01. 05. 2022,258,485,231,799,821,429,778,559,"1,031",582,New build,"CZK 40,000",Personal,Brick building,,1 to 10 years years,Central heating,Middle floor,B,Premium materials and solutions,,,,,,,
716862,"CZK 16,165",50.1127635,14.4749632,"Braunerova, Prague - Libeň",2 bedroom,58 m²,"CZK 5,388",Furnished,4,No,No,No,No,No,No,No,25. 06. 2022,91,"1,445",124,970,141,538,446,"1,176",616,318,,,,,,,,,,,,,,,,,
688668,"CZK 19,000",50.07413,14.3961,"Holečkova, Prague - Smíchov",Studio,40 m²,"CZK 3,000",Furnished,3,Yes,No,Yes,No,No,Yes,No,01. 06. 2022,70,937,289,648,121,632,234,"1,083","1,005",390,New build,"CZK 40,000",Personal,Brick building,,,,,G,,,,,,,,
697214,"CZK 13,000",50.06194,14.43608,"Petra Rezka, Prague - Nusle",1 bedroom,49 m²,"CZK 2,500",Unfurnished,2,Yes,No,No,No,No,Yes,No,01. 04. 2022,167,614,151,528,121,457,121,445,399,278,Excellent,"CZK 31,000",Personal,Other,,,,,G,,Bathroom unit,,,,,,
716856,"CZK 36,000",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",2 bedroom with open-plan kitchen,94 m²,CZK 133,Furnished,13,No,Yes,Yes,No,Yes,Yes,No,24. 06. 2022,,,,,,,,,,,Excellent,"CZK 72,000",Personal,Other,Yes,,,,A,,,Luka Residential s.r.o.,Luka Living Rental apartments,1314,,,
664824,"CZK 16,000",49.97529,14.39465,"Žitavského, Prague - Zbraslav",2 bedroom with open-plan kitchen,64 m²,"CZK 1,800",Partially furnished,3,No,No,No,No,No,No,No,01. 06. 2021,102,216,100,86,154,143,211,915,,,Excellent,"CZK 15,000",Personal,Brick building,,,Gas boiler,Top floor,F,Standard materials and solutions,Overall,,,,,,
716849,"CZK 11,000",50.1111,14.4889,"Podvinný mlýn, Prague - Libeň",Studio,34 m²,"CZK 3,500",Partially furnished,2,Yes,No,No,No,No,Yes,No,10. 05. 2022,573,935,683,783,251,651,623,731,450,361,Excellent,"CZK 10,000",Personal,Brick building,,,,,G,,,,,,,,
716850,"CZK 15,000",50.02136,14.41189,"Pod Lysinami, Prague - Hodkovičky",1 bedroom with open-plan kitchen,41 m²,"CZK 3,000",Unfurnished,1,No,No,No,No,Yes,Yes,No,03. 05. 2022,278,"1,437","1,082","1,396",515,"1,143",209,,,,Excellent,"CZK 15,000",Personal,Prefab concrete building,,,,,G,,,,,,,,
716244,"CZK 18,000",50.01163,14.41707,"Hausmannova, Prague - Modřany",1 bedroom with open-plan kitchen,53 m²,"CZK 4,200",Unfurnished,,No,No,Yes,No,No,No,No,01. 05. 2022,96,817,288,719,734,710,315,348,"1,429",424,Excellent,"CZK 36,000",Cooperative,Prefab concrete building,,,District heating,,G,Standard materials and solutions,Interior,,,,,,
599056,"CZK 20,500",50.044159,14.46402,"Na Nivách, Prague - Michle",1 bedroom with open-plan kitchen,80 m²,"CZK 3,500",Furnished,2,No,No,No,No,No,No,No,01. 06. 2022,308,"1,069",423,"1,127",387,543,487,543,759,303,Excellent,"CZK 48,000",Personal,Brick building,,1 to 10 years years,Gas boiler,Middle floor,G,Premium materials and solutions,Interior,,,,,,
621214,"CZK 19,000",50.061555,14.364851,"Na Pomezí, Prague - Košíře",1 bedroom with open-plan kitchen,71 m²,"CZK 2,500",Partially furnished,4,No,Yes,Yes,No,No,Yes,Yes,01. 07. 2022,118,"1,036","1,029","1,374",997,"1,123",396,425,926,258,Excellent,"CZK 38,000",Personal,Brick building,,,Gas boiler,,G,,,,,,,,
716843,"CZK 17,000",50.08879,14.3488,"Šantrochova, Prague - Břevnov",2 bedroom,54 m²,"CZK 6,000",Partially furnished,3,Yes,No,No,No,Yes,Yes,No,01. 07. 2022,86,132,241,428,132,227,194,128,300,194,Excellent,"CZK 34,000",Personal,Prefab concrete building,,,,,G,,,,,,,,
705725,"CZK 150,000",50.09114,14.41807,"Pařížská, Prague - Josefov",6 bedroom with open-plan kitchen,322 m²,"CZK 15,000",Unfurnished,6,No,Yes,No,No,No,Yes,No,09. 02. 2022,50,344,274,458,40,435,343,586,60,470,Excellent,"CZK 165,000",Personal,Brick building,,,,,G,,,,,,,,
715964,"CZK 29,999",50.0918972,14.4483184,"Křižíkova, Prague - Karlín",Studio,49 m²,"CZK 10,000",Furnished,2,Yes,Yes,No,No,No,Yes,Yes,27. 05. 2022,224,159,75,308,58,360,238,"1,343",368,105,,,,,,,,,,,,,,,,,
446603,"CZK 15,000",50.1079732,14.3953667,"Terronská, Prague - Bubeneč",1 bedroom with open-plan kitchen,50 m²,"CZK 3,500",Partially furnished,,No,No,No,No,No,Yes,No,09. 05. 2022,144,"1,163",110,562,99,457,257,441,556,200,Excellent,"CZK 18,000",Personal,Brick building,,,Gas boiler,Ground floor,,,Interior,,,,,,
713265,"CZK 12,900",50.05891,14.49887,"Ostružinová, Prague - Záběhlice",1 bedroom with open-plan kitchen,51 m²,"CZK 2,400",Partially furnished,2,No,No,No,Yes,No,Yes,No,15. 04. 2022,349,430,336,639,658,403,483,637,577,225,Good,,Personal,Prefab concrete building,,,,,G,,,,,,,,
716666,"CZK 9,000",49.99684,14.3205,"Na Cikánce, Prague - Radotín",Studio,25 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,No,No,09. 05. 2022,127,,,,,,,,,,Excellent,"CZK 22,000",Personal,Brick building,,,,,G,,,,,,,,
716826,"CZK 8,700",50.12182,14.4878556,"Bílinská, Prague - Prosek",Studio,26 m²,"CZK 2,300",Partially furnished,3,Yes,No,No,No,No,No,No,01. 07. 2022,344,852,231,791,620,469,142,190,303,212,Excellent,"CZK 8,700",Personal,Prefab concrete building,,,,,C,,,,,,,,
166213,"CZK 24,999",50.0808055,14.4197518,"Spálená, Prague - Nové Město",2 bedroom,72 m²,"CZK 3,000",Furnished,3,No,No,No,No,No,No,No,01. 05. 2022,43,650,75,105,60,114,171,530,170,544,Excellent,"CZK 27,999",Personal,Brick building,,1 to 10 years years,Gas boiler,,C,Premium materials and solutions,Overall,,,,116 m²,,
315689,"CZK 14,500",50.0275539,14.4906579,"Hráského, Prague - Chodov",2 bedroom,55 m²,,Furnished,2,No,No,No,No,No,Yes,No,,350,383,114,508,157,179,797,256,313,268,,,Personal,Prefab concrete building,,1 to 10 years years,,Middle floor,,,,,,,,,
644750,"CZK 11,500",50.022858,14.40224,"Šífařská, Prague - Hodkovičky",Small studio,33 m²,"CZK 2,900",Partially furnished,2,Yes,No,No,No,Yes,Yes,No,01. 06. 2022,213,213,987,177,913,,,,,,New build,"CZK 11,500",Personal,Low-energy building,Yes,1 to 10 years years,District heating,Middle floor,B,Premium materials and solutions,,,,,,,
649185,"CZK 17,000",50.092787,14.451795,"Křižíkova, Prague - Karlín",1 bedroom with open-plan kitchen,57 m²,CZK 900,Unfurnished,3,No,No,No,No,No,Yes,No,01. 06. 2021,43,348,50,55,66,84,443,"1,093",116,310,Excellent,"CZK 40,000",Personal,Brick building,,1 to 10 years years,Gas boiler,Middle floor,G,Standard materials and solutions,,,,,,,
617044,"CZK 21,500",50.076949,14.4649,"Písecká, Prague - Vinohrady",1 bedroom with open-plan kitchen,53 m²,"CZK 4,000",Furnished,1,No,No,No,No,No,No,No,01. 06. 2022,197,200,66,307,120,375,159,672,203,172,Excellent,"CZK 25,500",Personal,Brick building,,30 to 50 years years,Gas boiler,Raised ground floor,F,Premium materials and solutions,Interior,,,,,,
602233,"CZK 30,000",50.078073,14.423947,"Řeznická, Prague - Nové Město",3 bedroom,85 m²,"CZK 4,000",Furnished,1,Yes,No,No,No,No,Yes,No,01. 06. 2022,238,629,89,270,94,333,234,419,415,356,Good,"CZK 34,000",Personal,Brick building,,over 50 years years,Central heating,Middle floor,F,Standard materials and solutions,Bathroom unit,,,,,,
652714,"CZK 24,000",50.140401,14.506608,"Místecká, Prague - Letňany",2 bedroom with open-plan kitchen,69 m²,"CZK 6,000",Furnished,9,No,No,Yes,Yes,Yes,Yes,No,01. 06. 2022,213,841,151,783,337,104,369,416,515,226,Excellent,"CZK 30,000",Personal,Prefab concrete building,,,,,G,,,,,,,,
658687,"CZK 23,000",50.10168,14.4242,"U Studánky, Prague - Bubeneč",1 bedroom with open-plan kitchen,59 m²,"CZK 2,250",Furnished,5,No,No,No,No,No,Yes,No,01. 06. 2022,353,307,138,232,151,290,316,206,220,,Excellent,"CZK 46,000",Personal,Brick building,,,Gas boiler,Middle floor,,Premium materials and solutions,,,,,,,
716821,"CZK 27,500",50.07162,14.40618,"Na Bělidle, Prague - Smíchov",1 bedroom with open-plan kitchen,52 m²,"CZK 5,500",Furnished,,No,Yes,Yes,No,No,Yes,No,01. 06. 2022,152,499,49,172,34,250,593,"1,073","1,203",601,New build,"CZK 55,000",Personal,Brick building,,,,,C,,,,,,,,
716820,"CZK 35,033",50.0925119,14.4502616,"Křižíkova, Prague - Karlín",2 bedroom,88 m²,"CZK 11,677",Furnished,5,No,No,No,No,No,Yes,Yes,01. 06. 2022,81,251,125,181,24,205,369,"1,216",241,212,,,,,,,,,,,,,,,,,
688240,"CZK 21,000",50.05428,14.5265,"Vladycká, Prague - Hostivař",1 bedroom with open-plan kitchen,55 m²,"CZK 2,600",Furnished,1,Yes,No,No,No,No,Yes,No,15. 06. 2022,267,816,120,779,414,820,"1,153",525,373,376,Excellent,"CZK 42,000",Personal,Brick building,,,,Middle floor,G,Standard materials and solutions,Interior,,,,,,
364335,"CZK 14,000",50.0792699,14.458398,"Lucemburská, Prague - Žižkov",1 bedroom,48 m²,"CZK 3,743",Furnished,4,No,No,No,No,No,Yes,No,,264,535,156,356,58,452,479,380,709,186,,,Personal,Brick building,,,Central heating,,,,,,,,,,
716818,"CZK 17,000",50.06911,14.50239,"Pod Strání, Prague - Strašnice",1 bedroom with open-plan kitchen,58 m²,"CZK 4,000",Furnished,8,No,No,Yes,Yes,No,Yes,No,05. 05. 2022,432,"1,399",356,"1,188",456,363,144,137,966,135,Excellent,"CZK 30,000",Personal,Prefab concrete building,,,,,G,,,,,,,,
640912,"CZK 8,100",50.035171,14.411621,"Zelinářská, Prague - Braník",Small studio,38 m²,CZK 800,Partially furnished,3,No,No,No,No,No,No,No,01. 05. 2022,125,412,167,101,268,349,144,"1,229",260,,Excellent,"CZK 15,000",Personal,Brick building,,,,,G,,,,,,,,
715714,"CZK 16,200",50.06133,14.39786,"Radlická, Prague - Smíchov",2 bedroom,47 m²,CZK 650,Partially furnished,3,Yes,No,No,No,No,No,No,25. 04. 2022,32,953,43,803,4,498,416,516,623,501,Excellent,"CZK 16,200",Personal,Brick building,,,,,G,,,,,,,,
585738,"CZK 18,000",50.129377,14.551176,"Hornopočernická, Prague - Kbely",2 bedroom with open-plan kitchen,100 m²,"CZK 5,000",Partially furnished,2,No,Yes,Yes,No,No,No,No,28. 04. 2022,95,832,202,381,217,958,918,831,299,,Excellent,"CZK 22,000",Personal,Brick building,,,Central heating,,G,,,,,,,,
716390,"CZK 19,200",50.08781,14.4725,"Ambrožova, Prague - Žižkov",1 bedroom with open-plan kitchen,57 m²,"CZK 2,500",Partially furnished,2,Yes,No,Yes,No,Yes,Yes,No,01. 08. 2022,102,622,257,413,274,484,238,58,551,172,New build,,Personal,Brick building,Yes,1 to 10 years years,Central heating,Middle floor,B,Premium materials and solutions,Overall,,,,,,
716780,"CZK 11,000",50.06522,14.51057,"Královická, Prague - Strašnice",1 bedroom,37 m²,"CZK 3,500",Partially furnished,1,No,No,No,No,Yes,No,No,16. 05. 2022,445,463,"1,228",200,454,290,329,566,258,,Excellent,"CZK 11,000",Personal,Brick building,,,,,C,,,,,,,,
231034,"CZK 7,000",50.133324,14.455523,"Davídkova, Prague - Kobylisy",Small studio,23 m²,"CZK 3,000",Unfurnished,1,No,No,No,No,No,No,No,,65,"1,391",325,"1,290",303,995,"1,006",865,"1,478",521,,"CZK 6,000",Personal,Brick building,,,Central heating,,A,,,,,,,,
134980,"CZK 17,500",50.106425,14.410325,Prague - Bubeneč,2 bedroom,51 m²,"CZK 4,200",Furnished,2,No,No,No,No,No,No,No,04. 06. 2022,496,"1,014","1,032",677,"1,362",570,531,909,305,,Excellent,"CZK 20,000",Personal,Brick building,,,Gas boiler,Middle floor,,Standard materials and solutions,Overall,,,,,,
492410,"CZK 17,000",50.0983131,14.4249055,"Ovenecká, Prague - Holešovice",1 bedroom with open-plan kitchen,40 m²,"CZK 5,000",Partially furnished,2,No,No,No,No,No,Yes,No,01. 07. 2022,218,307,78,180,163,214,176,"1,459",502,426,Excellent,"CZK 25,000",Personal,Brick building,,1 to 10 years years,Other,Middle floor,G,Premium materials and solutions,Overall,,,,,,
656808,"CZK 18,000",50.10855,14.52602,"Laponská, Prague - Hloubětín",1 bedroom with open-plan kitchen,60 m²,"CZK 4,000",Furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,02. 05. 2022,273,"1,313",712,"1,294",976,"1,109","1,220","1,024","1,177",517,New build,"CZK 25,000",Personal,Prefab concrete building,Yes,,,Middle floor,A,,,,,,,,
610898,"CZK 11,500",50.069319,14.372789,"Pod Kavalírkou, Prague - Košíře",1 bedroom,23 m²,"CZK 2,500",Partially furnished,3,No,No,No,No,No,Yes,No,01. 06. 2022,158,294,197,172,233,279,451,"1,008",786,120,Excellent,"CZK 14,000",Personal,Brick building,,,Other,Middle floor,D,Standard materials and solutions,Overall,,,,,,
292412,"CZK 16,000",50.109311,14.4970563,"Na břehu, Prague - Vysočany",2 bedroom,50 m²,"CZK 2,500",Furnished,1,No,No,Yes,Yes,No,No,No,15. 06. 2022,164,445,52,158,87,147,710,676,194,259,Excellent,"CZK 30,000",Personal,Prefab concrete building,,,,,,,Overall,,,,,,
714092,"CZK 23,195",50.0719625,14.461813,"Bulharská, Prague - Vršovice",Studio,35 m²,"CZK 7,731",Furnished,5,No,No,No,No,No,No,No,12. 06. 2022,220,827,175,604,97,602,416,334,726,246,,,,,,,,,,,,,,,,,
716806,"CZK 20,000",50.12519,14.46912,"U Slovanky, Prague - Libeň",1 bedroom with open-plan kitchen,55 m²,"CZK 5,000",Furnished,4,Yes,No,Yes,No,No,Yes,Yes,16. 05. 2022,222,574,308,376,177,386,513,672,740,181,Excellent,"CZK 40,000",Personal,Brick building,,,,,A,,,,,,,,
716805,"CZK 14,250",50.0563948,14.3470542,"Pod Stolovou Horou, Prague - Jinonice",Studio,39 m²,"CZK 4,750",Furnished,3,Yes,No,No,No,No,Yes,No,02. 07. 2022,243,"1,060",532,755,541,497,572,643,108,,,,,,,,,,,,,,,,,,
716804,"CZK 37,125",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,90 m²,"CZK 12,375",Furnished,2,No,No,No,No,No,Yes,No,05. 06. 2022,149,274,60,441,20,421,59,552,690,457,,,,,,,,,,,,,,,,,
716803,"CZK 56,700",50.082182161145,14.415757035582,"Karoliny Světlé, Prague - Staré Město",2 bedroom,72 m²,"CZK 18,900",Furnished,3,No,No,No,No,No,Yes,No,02. 07. 2022,186,811,109,132,85,110,274,275,231,398,,,,,,,,,,,,,,,,,
716802,"CZK 21,019",50.1033901,14.4020568,"U Zeměpisného ústavu, Prague - Bubeneč",Studio,28 m²,"CZK 7,006",Furnished,1,No,No,No,No,No,No,No,02. 07. 2022,192,792,137,285,93,475,243,337,508,82,,,,,,,,,,,,,,,,,
