Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,PENB,Age,Design,Heating,Total number of floors,Renovation,Administration fee,New building,Front garden,Developer name,Project name,Kód jednotky,Investment Advisor
705179,"CZK 19,500",50.07873,14.41611,"Pštrossova, Prague - Nové Město",2 bedroom,48 m²,"CZK 5,400",Furnished,2,No,No,No,No,No,Yes,No,01. 03. 2022,248,494,125,340,15,440,72,89,432,450,Good,,Personal,Brick building,G,,,,,,,,50 m²,,,,
648917,"CZK 11,000",50.071014,14.449332,"Černomořská, Prague - Vršovice",Studio,22 m²,,Partially furnished,1,No,Yes,Yes,No,No,No,No,07. 02. 2022,238,775,247,322,154,512,292,531,296,388,Excellent,"CZK 20,000",Personal,Brick building,A,,,,,,,,,,,,
645022,"CZK 18,500",50.06184,14.435214,"Žateckých, Prague - Nusle",2 bedroom,58 m²,"CZK 2,500",Partially furnished,5,No,No,No,No,No,No,No,01. 04. 2022,240,702,202,624,59,546,74,393,473,367,Excellent,"CZK 36,999",Cooperative,Brick building,G,,Standard materials and solutions,Gas boiler,Top floor,Interior,,,50 m²,,,,
699370,"CZK 12,000",50.08726,14.45338,"Koněvova, Prague - Žižkov",Small studio,30 m²,"CZK 1,500",Unfurnished,3,No,No,No,No,Yes,No,No,01. 02. 2022,63,271,116,520,18,289,348,412,216,534,Excellent,"CZK 12,000",Personal,Brick building,G,,,,,,,,,,,,
536575,"CZK 16,500",50.0657824,14.4497389,Prague - Vršovice,2 bedroom,63 m²,CZK 600,Unfurnished,2,No,No,No,No,No,No,No,01. 02. 2022,109,494,118,602,87,220,203,361,247,432,,"CZK 16,500",Personal,Brick building,,,,Gas boiler,Middle floor,Overall,,,,,,,
705004,"CZK 15,200",50.12809,14.50268,"Chotěšovská, Prague - Letňany",1 bedroom with open-plan kitchen,53 m²,"CZK 3,400",Furnished,2,Yes,No,No,Yes,No,Yes,No,01. 03. 2022,517,"1,133",325,"1,162",797,"1,071",581,811,245,,Excellent,"CZK 18,600",Personal,Low-energy building,G,,,,,,,,,,,,
696570,"CZK 12,000",50.10286,14.56991,"Vašátkova, Prague - Černý Most",3 bedroom,77 m²,"CZK 6,000",Unfurnished,5,No,No,Yes,Yes,No,Yes,No,01. 01. 2022,267,"1,122",237,"1,046",544,638,442,439,"1,467",508,Excellent,"CZK 36,000",Cooperative,Prefab concrete building,G,,,,,,,,,,,,
640891,"CZK 10,000",50.066287,14.45855,"Na Louži, Prague - Vršovice",Studio,30 m²,"CZK 3,500",Furnished,3,No,No,No,No,No,Yes,No,08. 02. 2022,129,363,76,363,14,454,507,458,301,180,Excellent,"CZK 13,500",Personal,Brick building,G,,,,,,,,,,,,
614554,"CZK 25,000",50.08678,14.454071,"Roháčova, Prague - Žižkov",2 bedroom with open-plan kitchen,89 m²,"CZK 3,467",Furnished,5,No,No,No,No,No,Yes,No,03. 02. 2022,129,180,96,506,110,245,349,294,349,435,Excellent,"CZK 28,500",Personal,Prefab concrete building,E,,,,,,,,,,,,
498982,"CZK 13,500",50.0697947,14.4490602,"Na Královce, Prague - Vršovice",1 bedroom with open-plan kitchen,33 m²,"CZK 2,500",Unfurnished,2,No,No,No,No,No,No,No,01. 03. 2022,211,733,291,280,216,364,263,461,457,228,,"CZK 20,000",Personal,Brick building,,,,Central heating,,,,,,,,,
567121,"CZK 18,500",50.0719459,14.4561479,"Finská, Prague - Vršovice",2 bedroom,52 m²,"CZK 3,500",Unfurnished,2,No,No,No,No,No,Yes,No,01. 04. 2022,205,665,93,442,124,440,135,322,613,293,,"CZK 25,000",Personal,Brick building,,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,Overall,,,,,,,
513246,"CZK 19,000",50.09296,14.50079,"Učňovská, Prague - Hrdlořezy",1 bedroom with open-plan kitchen,58 m²,"CZK 4,000",Furnished,3,Yes,No,Yes,No,Yes,Yes,No,01. 03. 2022,210,705,326,"1,055",331,373,561,484,"1,112",316,New build,"CZK 38,000",Personal,Brick building,B,,,District heating,,,,,,,,,
704071,"CZK 33,000",50.08654,14.44077,"Příběnická, Prague - Žižkov",3 bedroom with open-plan kitchen,103 m²,"CZK 6,000",Partially furnished,4,No,No,No,No,No,No,No,15. 02. 2022,454,509,319,430,201,495,679,713,761,672,Excellent,"CZK 23,000",Personal,Brick building,A,,,,,,,,,,,,
705619,"CZK 15,000",50.10769,14.39563,"Terronská, Prague - Bubeneč",2 bedroom,55 m²,CZK 600,Partially furnished,4,No,No,No,No,No,No,No,01. 03. 2022,128,"1,127",146,526,131,421,221,461,591,204,Excellent,"CZK 15,000",Personal,Brick building,C,,,,,,,,,,,,
588101,"CZK 15,000",50.102965,14.443613,"Dělnická, Prague - Holešovice",2 bedroom,46 m²,"CZK 4,500",Partially furnished,1,No,No,No,No,No,Yes,No,15. 03. 2022,9,200,103,488,258,282,394,546,397,80,Excellent,"CZK 25,000",Personal,Brick building,G,,,,,Interior,,,,,,,
705622,"CZK 14,000",50.10681,14.44864,"Poupětova, Prague - Holešovice",1 bedroom,50 m²,"CZK 2,680",Partially furnished,4,No,No,No,No,No,Yes,No,08. 02. 2022,235,487,69,299,155,303,302,761,400,361,Excellent,"CZK 15,680",Personal,Brick building,C,,,,,,,,,,,,
705620,"CZK 16,920",50.06709,14.45592,"Oblouková, Prague - Vršovice",2 bedroom,68 m²,"CZK 1,280",Partially furnished,2,No,Yes,Yes,No,No,No,No,21. 02. 2022,96,168,23,259,16,259,313,502,265,317,Good,"CZK 30,000",Personal,Brick building,E,,,Other,Middle floor,,,,,,,,
705614,"CZK 12,200",50.07826,14.45382,"Přemyslovská, Prague - Vinohrady",Studio,30 m²,"CZK 1,800",Unfurnished,5,No,No,No,No,No,Yes,No,31. 03. 2022,295,154,141,127,38,425,343,549,"1,016",235,Excellent,"CZK 15,000",Personal,Other,C,,,,,,,,,,,,
596456,"CZK 9,750",50.078255,14.453821,Prague - Vinohrady,Studio,30 m²,"CZK 1,750",Unfurnished,1,No,No,No,No,No,No,No,01. 05. 2021,295,154,141,127,38,425,343,549,"1,016",235,,"CZK 11,500",Personal,Brick building,B,1 to 10 years years,Standard materials and solutions,Central heating,Ground floor,Interior,,,,,,,
705611,"CZK 20,000",50.07741,14.41775,"Na Zbořenci, Prague - Nové Město",3 bedroom,100 m²,"CZK 2,500",Partially furnished,2,No,No,No,Yes,No,Yes,No,15. 02. 2022,86,394,74,147,32,369,241,311,550,497,Excellent,"CZK 20,000",Personal,Brick building,G,,,,,,,,,,,,
191798,"CZK 10,000",50.0579814,14.4521413,"Magistrů, Prague - Michle",Small studio,22 m²,"CZK 2,500",Furnished,2,No,No,No,No,No,No,No,07. 02. 2022,243,604,419,273,15,"1,029",212,546,358,394,Good,"CZK 12,500",Personal,Brick building,G,,Standard materials and solutions,Central heating,Middle floor,,,,,,,,
705605,"CZK 11,000",50.02209,14.44098,"Písnická, Prague - Kamýk",1 bedroom with open-plan kitchen,41 m²,"CZK 4,000",Partially furnished,7,No,No,No,No,No,Yes,No,01. 03. 2022,93,639,129,613,686,584,444,377,835,271,Good,"CZK 16,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
703538,"CZK 13,000",50.0762823,14.4923576,"Saratovská, Prague - Strašnice",2 bedroom,70 m²,CZK 800,Unfurnished,2,No,No,No,No,No,No,No,24. 01. 2022,165,17,142,288,51,366,343,445,806,269,Good,"CZK 26,000",Personal,Brick building,G,,,,,,,,,,,,
646406,"CZK 22,000",50.03728,14.327401,"Přeučilova, Prague - Stodůlky",2 bedroom with open-plan kitchen,77 m²,"CZK 3,700",Partially furnished,1,Yes,No,Yes,No,No,No,Yes,01. 03. 2022,299,"1,014",816,984,273,949,858,981,485,24,New build,"CZK 26,000",Personal,Other,G,,,,,,,,,,,,
619896,"CZK 9,880",50.024706,14.523331,"Jažlovická, Prague - Chodov",Studio,36 m²,CZK 100,,3,No,No,No,No,No,No,No,15. 02. 2022,506,"1,293",493,"1,040",320,772,346,844,"1,137",115,New build,"CZK 20,000",Personal,Brick building,A,,,,,,,,,,,,
619894,"CZK 9,885",50.036582,14.593744,"V Bytovkách, Prague - Uhříněves",Studio,45 m²,CZK 100,,2,No,No,No,No,No,No,No,10. 02. 2022,220,"1,006",357,800,699,786,300,321,"1,201",51,New build,"CZK 18,000",Personal,Brick building,A,,,,,,,,,,,,
703547,"CZK 19,000",50.10028,14.48845,"Novovysočanská, Prague - Vysočany",2 bedroom with open-plan kitchen,71 m²,CZK 850,Unfurnished,1,No,No,No,No,No,No,No,01. 02. 2022,73,"1,080",70,932,50,"1,223",152,145,465,184,Excellent,"CZK 38,000",Personal,Brick building,G,,,,,,,,,,,,
290196,"CZK 12,000",50.0863558,14.4597572,"Jeseniova, Prague - Žižkov",Studio,38 m²,"CZK 2,500",Furnished,1,No,No,No,No,No,No,No,,148,378,49,568,362,350,283,319,451,176,,,Personal,Brick building,,,,,,,,,,,,,
696029,"CZK 11,000",50.03087,14.48416,"Dědinova, Prague - Chodov",Studio,34 m²,"CZK 2,500",Partially furnished,4,No,No,No,No,No,Yes,No,15. 02. 2022,337,517,48,681,281,411,185,718,306,50,Excellent,"CZK 15,000",Cooperative,Prefab concrete building,D,,,,,,,,,,,,
688791,"CZK 15,000",50.04683,14.49361,"Malovická, Prague - Záběhlice",2 bedroom,52 m²,"CZK 3,000",Partially furnished,4,Yes,No,Yes,No,Yes,Yes,No,25. 10. 2021,436,780,325,722,780,305,991,"1,353",544,,Excellent,"CZK 30,000",Personal,Brick building,G,,Standard materials and solutions,District heating,Middle floor,Overall,,,,,,,
704929,"CZK 7,300",50.12888,14.45091,"Paláskova, Prague - Kobylisy",1 bedroom,39 m²,"CZK 4,700",Furnished,11,No,No,No,Yes,No,Yes,No,02. 02. 2022,285,"1,429",145,584,174,260,748,495,"1,361",118,Excellent,"CZK 12,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
704926,"CZK 17,000",50.10912,14.55818,"Pelušková, Prague - Kyje",1 bedroom with open-plan kitchen,54 m²,"CZK 2,500",Partially furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 03. 2022,107,929,101,143,883,547,"1,452",424,,,Excellent,"CZK 20,000",Personal,Brick building,G,,,,,,,,,,,,
704925,"CZK 17,000",50.02624,14.52365,"Doubravická, Prague - Chodov",2 bedroom with open-plan kitchen,70 m²,"CZK 5,500",Partially furnished,10,No,No,No,No,No,Yes,No,03. 02. 2022,169,949,182,781,202,444,389,552,877,135,Excellent,"CZK 17,000",Cooperative,Prefab concrete building,G,,,,,,,,,,,,
705562,"CZK 15,000",50.08868,14.46064,"Koněvova, Prague - Žižkov",1 bedroom with open-plan kitchen,45 m²,"CZK 3,500",Furnished,5,No,No,No,No,No,Yes,No,14. 02. 2022,131,417,270,321,141,359,462,637,202,345,Excellent,"CZK 30,000",Personal,Brick building,G,,,Electric boiler,,,,,,,,,
670463,"CZK 21,500",50.09978,14.37493,"Evropská, Prague - Dejvice",2 bedroom with open-plan kitchen,78 m²,"CZK 3,500",Partially furnished,2,Yes,No,Yes,No,Yes,No,No,01. 03. 2022,77,"1,146",149,759,277,338,783,447,816,249,Excellent,"CZK 48,000",Cooperative,Brick building,G,,Premium materials and solutions,Central heating,,,,,,,,,
304046,"CZK 10,000",50.0678085,14.4327085,Prague - Vinohrady,Studio,45 m²,"CZK 1,500",Furnished,5,No,No,No,No,No,Yes,No,10. 02. 2022,153,761,146,773,143,515,439,641,193,280,Excellent,"CZK 20,000",Personal,Brick building,,,,Gas boiler,,,,,,,,,
661186,"CZK 8,615",50.06278,14.42502,"Krokova, Prague - Nusle",Small studio,18 m²,"CZK 1,635",Furnished,,No,Yes,No,No,No,No,No,01. 03. 2022,399,660,366,407,258,542,323,192,325,221,Good,"CZK 15,000",Personal,Brick building,C,,Standard materials and solutions,,Ground floor,Overall,,,200 m²,,,,
704909,"CZK 17,000",50.0717606,14.4788675,"Kubánské náměstí, Prague - Vršovice",2 bedroom,62 m²,"CZK 2,800",Partially furnished,2,No,No,Yes,No,No,Yes,No,01. 04. 2022,236,165,241,357,36,76,265,160,494,341,Excellent,"CZK 20,000",Personal,Brick building,G,,,,,,,,,,,,
457526,"CZK 16,000",50.1079465,14.484508,"Kovanecká, Prague - Libeň",1 bedroom with open-plan kitchen,60 m²,"CZK 4,000",Furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,01. 12. 2021,412,563,342,497,227,782,287,470,307,367,,"CZK 16,000",Personal,Brick building,G,10 to 30 years years,Premium materials and solutions,District heating,Middle floor,,,,,,,,
705540,"CZK 8,500",50.0383,14.411,"Ke Krči, Prague - Braník",Studio,27 m²,"CZK 3,600",Partially furnished,,No,No,No,No,No,No,No,14. 02. 2022,174,270,110,261,544,177,450,"1,412",426,,Excellent,"CZK 17,000",Personal,Brick building,D,,,,,,,,,,,,
434137,"CZK 15,500",50.039087,14.423027,"Zelený pruh, Prague - Braník",1 bedroom with open-plan kitchen,77 m²,"CZK 2,000",Partially furnished,3,No,No,No,No,Yes,No,No,01. 01. 2022,11,"1,173",709,"1,180",176,"1,119",945,852,"1,241",139,Excellent,"CZK 20,000",Personal,Brick building,D,1 to 10 years years,Standard materials and solutions,Gas boiler,Attic,Interior,,,,,,,
704760,"CZK 23,000",50.00412,14.41096,"Ke Zvonici, Prague - Modřany",2 bedroom with open-plan kitchen,60 m²,"CZK 4,000",Furnished,2,No,No,Yes,No,Yes,No,No,01. 02. 2022,275,593,539,687,495,413,448,353,"1,054",119,Excellent,"CZK 40,000",Personal,Brick building,C,,,Gas boiler,Top floor,Overall,,,,,,,
474527,"CZK 10,000",50.0242782,14.4551131,"Hurbanova, Prague - Krč",1 bedroom,34 m²,"CZK 3,500",Partially furnished,7,Yes,No,No,No,No,No,No,,372,905,421,461,440,589,"1,340",444,416,,,"CZK 20,000",Personal,Prefab concrete building,,,,District heating,Top floor,Bathroom unit,,,,,,,
705523,"CZK 10,000",50.03626,14.49995,"Kunínova, Prague - Chodov",1 bedroom,30 m²,"CZK 3,025",Unfurnished,2,No,No,Yes,No,Yes,Yes,No,01. 03. 2022,193,500,520,"1,101",240,540,203,341,465,164,Good,"CZK 25,000",Personal,Prefab concrete building,C,,,,,,,,,,,,
360701,"CZK 19,000",50.0992688,14.3809033,"Velvarská, Prague - Dejvice",1 bedroom with open-plan kitchen,60 m²,"CZK 3,000",Furnished,2,Yes,No,No,No,No,Yes,No,03. 02. 2022,368,"1,187",473,530,224,737,932,38,"1,204",388,,"CZK 22,000",Personal,Brick building,,,,,,,,,,,,,
396219,"CZK 32,000",50.0743702,14.4380747,"Francouzská, Prague - Vinohrady",3 bedroom,100 m²,"CZK 5,500",Partially furnished,3,Yes,No,No,No,No,Yes,No,15. 02. 2022,83,328,33,311,17,257,197,373,742,638,,"CZK 32,000",Personal,Brick building,,,,Central heating,Middle floor,,,,,,,,
401091,"CZK 9,000",50.1269247,14.4645973,"Kyselova, Prague - Kobylisy",Small studio,23 m²,"CZK 2,900",Partially furnished,10,No,No,No,No,No,No,No,01. 03. 2021,269,510,258,278,243,472,163,205,823,210,,"CZK 9,000",Personal,Prefab concrete building,,,Standard materials and solutions,District heating,,Bathroom unit,,,,,,,
420093,"CZK 14,000",50.0906118,14.3482669,"Na Okraji, Prague - Veleslavín",2 bedroom,54 m²,"CZK 3,000",Furnished,2,No,No,Yes,No,No,No,No,01. 02. 2022,229,186,263,453,189,298,346,151,493,173,,"CZK 20,000",Personal,Prefab concrete building,,,,,,,,,,,,,
705510,"CZK 8,106",50.05397,14.3422,"Běhounkova, Prague - Stodůlky",1 bedroom with open-plan kitchen,45 m²,"CZK 7,894",Partially furnished,4,No,No,Yes,No,No,Yes,No,01. 04. 2022,243,534,240,539,442,204,423,163,"1,153",129,Good,,Personal,Prefab concrete building,B,,,,,,,,,,,,
639066,"CZK 9,500",50.062595,14.404965,"Křížová, Prague - Smíchov",Studio,17 m²,CZK 800,Partially furnished,1,No,No,No,No,No,No,No,01. 03. 2022,68,399,73,942,75,159,733,706,740,628,Excellent,"CZK 19,000",Personal,Brick building,G,,,,Ground floor,Overall,,,,,,,
705511,"CZK 11,000",50.09763,14.3542,"Egyptská, Prague - Vokovice",1 bedroom,36 m²,"CZK 3,200",Partially furnished,2,No,No,No,No,No,No,No,01. 03. 2022,112,635,514,490,418,511,418,267,722,158,Excellent,"CZK 14,200",Personal,Prefab concrete building,G,,,,,,,,,,,,
698486,"CZK 33,500",50.07468,14.3949,"Švédská, Prague - Smíchov",2 bedroom with open-plan kitchen,100 m²,"CZK 5,500",Partially furnished,2,Yes,No,No,No,No,Yes,Yes,14. 02. 2022,52,989,268,730,310,684,316,930,"1,088",443,New build,"CZK 33,500",Personal,Other,B,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,Overall,,,,,,,
705508,"CZK 8,000",50.04658,14.48867,"Bělčická, Prague - Záběhlice",Studio,28 m²,"CZK 3,000",Partially furnished,9,No,No,Yes,No,No,Yes,No,08. 02. 2022,123,213,322,259,213,468,685,"1,253",522,,Excellent,"CZK 11,000",Personal,Brick building,G,,,,,,,,,,,,
705502,"CZK 15,000",50.09815,14.36447,"Liberijská, Prague - Vokovice",2 bedroom,50 m²,"CZK 3,646",Partially furnished,3,No,No,No,No,No,No,No,14. 02. 2022,154,342,390,150,331,294,767,389,"1,197",263,Excellent,"CZK 30,000",Personal,Brick building,G,,Standard materials and solutions,District heating,Middle floor,,,,,,,,
448306,"CZK 12,500",50.082058,14.4457941,"Ježkova, Prague - Žižkov",1 bedroom,33 m²,"CZK 2,500",Furnished,3,No,No,No,No,No,No,No,,529,534,64,561,15,240,275,263,588,355,Excellent,"CZK 20,000",Cooperative,Brick building,G,10 to 30 years years,Standard materials and solutions,Other,Middle floor,,,,,,,,
705495,"CZK 13,500",50.03651,14.51711,"Schulhoffova, Prague - Háje",1 bedroom with open-plan kitchen,51 m²,"CZK 4,000",Partially furnished,4,No,No,No,Yes,No,Yes,No,08. 02. 2022,151,718,181,"1,219",229,667,224,284,270,34,Excellent,"CZK 27,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
663262,"CZK 13,000",50.04267,14.31281,"Toufarova, Prague - Stodůlky",Small studio,34 m²,"CZK 2,000",Unfurnished,4,No,No,No,Yes,No,Yes,No,15. 02. 2022,285,513,258,826,814,456,722,586,"1,058",609,New build,"CZK 15,000",Personal,Brick building,B,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,,,Yes,,,,,
679667,"CZK 13,000",50.06164,14.36178,"Naskové, Prague - Košíře",Studio,30 m²,"CZK 2,000",Unfurnished,3,Yes,No,Yes,No,No,Yes,No,15. 08. 2021,449,"1,154","1,147",965,"1,241",791,422,"1,082",653,,New build,"CZK 15,000",Personal,Brick building,B,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,,,,,,,,
704859,"CZK 16,000",50.08562,14.4475,"Kostnické náměstí, Prague - Žižkov",1 bedroom with open-plan kitchen,46 m²,"CZK 5,000",Furnished,2,No,No,No,No,No,Yes,No,02. 02. 2022,238,381,167,363,126,349,116,183,253,654,Excellent,"CZK 32,000",Personal,Brick building,G,,,,,,,,,,,,
30826,"CZK 12,700",50.0562157532,14.5220911503,"Pražská, Prague - Hostivař",2 bedroom,63 m²,"CZK 5,300",Furnished,3,Yes,No,No,No,No,Yes,No,07. 02. 2022,198,690,414,653,675,694,"1,120",923,679,93,Excellent,"CZK 12,000",Personal,Prefab concrete building,G,10 to 30 years years,Standard materials and solutions,District heating,Middle floor,Overall,,,,,,,
672927,"CZK 16,400",50.08022,14.41747,"V Jirchářích, Prague - Nové Město",1 bedroom with open-plan kitchen,34 m²,"CZK 3,500",Furnished,1,Yes,No,No,No,Yes,No,No,28. 12. 2021,305,714,105,269,22,247,171,367,180,542,New build,"CZK 20,000",Personal,Brick building,G,,,,,,,,,,,,
597702,"CZK 13,500",50.077415,14.474404,"Soběslavská, Prague - Vinohrady",2 bedroom with open-plan kitchen,74 m²,"CZK 1,500",Unfurnished,,No,No,Yes,No,No,Yes,No,01. 04. 2022,133,837,86,238,24,246,493,960,236,138,Good,"CZK 20,000",Personal,Brick building,D,over 50 years years,Standard materials and solutions,District heating,Raised ground floor,,,,60 m²,,,,
653951,"CZK 10,000",50.0773535,14.4743644,Prague - Vinohrady,1 bedroom with open-plan kitchen,45 m²,"CZK 1,500",Partially furnished,5,No,No,Yes,No,No,Yes,No,01. 03. 2022,133,837,86,238,24,246,493,960,235,138,Good,"CZK 20,000",Personal,Brick building,F,over 50 years years,Standard materials and solutions,District heating,Middle floor,Overall,,,50 m²,,,,
705479,"CZK 11,400",50.13923,14.51988,"Miroslava Hajna, Prague - Letňany",Studio,35 m²,"CZK 3,600",Furnished,2,Yes,No,No,No,Yes,Yes,Yes,07. 02. 2022,378,511,"1,062","1,079",375,616,905,"1,090","1,167",127,New build,"CZK 15,000",Personal,Brick building,B,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,,,Yes,,,,,
465515,"CZK 9,000",50.0208875,14.412449,"Pod Lysinami, Prague - Hodkovičky",Small studio,30 m²,"CZK 1,985",Furnished,1,No,No,No,No,No,No,No,01. 03. 2022,578,"1,423","1,101","1,482",917,"1,172",30,,,,,"CZK 30,000",Personal,Prefab concrete building,,,Standard materials and solutions,District heating,Middle floor,Overall,,,,,,,
705468,"CZK 20,000",50.1041,14.43555,"U Smaltovny, Prague - Holešovice",2 bedroom,68 m²,"CZK 3,500",Partially furnished,4,Yes,No,Yes,No,No,Yes,No,01. 03. 2022,394,990,250,527,217,332,640,269,795,,Excellent,"CZK 20,000",Cooperative,Brick building,G,,,,,,,,,,,,
369891,"CZK 11,900",50.091361116053,14.539940255572,"Dářská, Prague - Kyje",Studio,26 m²,,Furnished,,No,No,No,No,No,No,No,01. 03. 2022,207,407,413,943,"1,122","1,359",367,,,,,"CZK 11,900",Personal,Brick building,,,,Central heating,Raised ground floor,,,,,,,,
307617,"CZK 15,000",50.0983929,14.4063804,"Muchova, Prague - Dejvice",1 bedroom with open-plan kitchen,55 m²,"CZK 3,000",Partially furnished,1,No,No,No,No,No,No,No,02. 02. 2022,86,829,143,258,151,243,394,"1,030",182,503,,"CZK 15,000",Personal,Brick building,,,,,,,,,,,,,
699335,"CZK 10,500",50.13373,14.51058,"Chlebovická, Prague - Letňany",Studio,31 m²,"CZK 3,300",Partially furnished,11,No,No,Yes,No,No,Yes,No,13. 01. 2022,97,753,403,335,416,420,281,383,249,43,New build,"CZK 20,000",Personal,Low-energy building,B,,,,,,,,,,,,
704730,"CZK 18,500",50.0886,14.34208,"Pláničkova, Prague - Veleslavín",1 bedroom with open-plan kitchen,59 m²,"CZK 4,300",Partially furnished,3,No,Yes,No,No,No,Yes,Yes,01. 02. 2022,209,553,208,189,154,225,399,287,851,218,Excellent,"CZK 37,000",Personal,Brick building,G,,,,,,,,,,,,
591000,"CZK 15,000",50.059621,14.435073,"Lounských, Prague - Nusle",1 bedroom with open-plan kitchen,38 m²,,Furnished,2,No,No,No,No,No,No,No,01. 03. 2022,205,898,181,576,104,535,406,639,468,494,Excellent,"CZK 17,000",Personal,Brick building,F,,Standard materials and solutions,,Middle floor,Bathroom unit,,,500 m²,,,,
699413,"CZK 34,000",50.07847,14.42443,"Školská, Prague - Nové Město",1 bedroom with open-plan kitchen,80 m²,"CZK 4,627",Furnished,5,Yes,Yes,No,No,No,Yes,No,01. 04. 2022,265,776,62,201,0,278,221,459,442,396,Excellent,"CZK 60,000",Personal,Brick building,G,,Premium materials and solutions,Central heating,Top floor,Overall,,,,,,,
581545,"CZK 19,000",50.079043,14.450264,"Laubova, Prague - Vinohrady",1 bedroom,50 m²,"CZK 4,000",Furnished,4,No,No,No,No,No,Yes,No,29. 11. 2021,190,255,21,254,95,282,123,285,713,150,Excellent,"CZK 23,000",Cooperative,Brick building,G,over 50 years years,,,,Overall,,,,,,,
625188,"CZK 10,500",50.05592335,14.5109252,"Jasmínová, Prague - Záběhlice",1 bedroom,33 m²,"CZK 2,500",Partially furnished,3,No,No,No,No,No,Yes,No,15. 01. 2022,382,835,311,775,354,"1,036",453,608,"1,285",236,Excellent,"CZK 13,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
428100,"CZK 16,000",50.0468629,14.5196633,"Chudenická, Prague - Hostivař",1 bedroom with open-plan kitchen,53 m²,"CZK 3,500",Furnished,3,Yes,No,No,No,No,Yes,Yes,01. 02. 2022,296,"1,251",311,"1,213",293,433,594,320,"1,084",110,New build,"CZK 20,000",Cooperative,Other,C,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,,,,,,,,
399585,"CZK 13,500",50.1457833,14.4415677,"Spořická, Prague - Dolní Chabry",Studio,39 m²,"CZK 2,334",Furnished,1,No,No,Yes,No,Yes,No,Yes,,23,870,89,339,930,91,599,118,,,,"CZK 13,500",Personal,Prefab concrete building,,,,,,,,Yes,,,,,
695612,"CZK 11,990",50.05661972222,14.50325333333,"Jabloňová, Prague - Záběhlice",2 bedroom,60 m²,"CZK 3,924",Furnished,4,No,No,No,No,No,No,No,,112,159,472,655,251,495,551,521,692,131,Good,"CZK 15,914",Personal,Brick building,G,,,,,,"CZK 15,914

                                
                                
                
i",,,,,,
631722,"CZK 17,000",50.043928,14.51544,"Bratislavská, Prague - Hostivař",2 bedroom with open-plan kitchen,70 m²,"CZK 4,500",,4,Yes,No,No,Yes,Yes,Yes,No,01. 02. 2022,192,205,272,261,"1,075",407,"1,165",101,,,Excellent,"CZK 34,000",Personal,Brick building,G,,,,,,,,,,,,
704234,"CZK 20,000",50.09782,14.36655,"Kladenská, Prague - Vokovice",1 bedroom,50 m²,"CZK 3,000",Partially furnished,3,No,No,Yes,No,No,No,No,01. 02. 2022,459,383,480,389,33,259,773,611,901,105,Excellent,"CZK 40,000",Personal,Brick building,G,,Premium materials and solutions,Gas boiler,Middle floor,Overall,,,,,,,
705384,"CZK 19,500",50.0861644,14.3218614,"Rakovnická, Prague - Ruzyně",2 bedroom with open-plan kitchen,75 m²,"CZK 3,500",Furnished,2,No,No,No,Yes,Yes,No,No,15. 02. 2022,350,"1,494",393,284,"1,025",581,273,273,,,Excellent,"CZK 23,000",Personal,Brick building,G,,,,,,,,,,,,
704746,"CZK 14,000",50.08271,14.50339,"Bydžovského, Prague - Malešice",2 bedroom,57 m²,"CZK 5,000",Partially furnished,3,No,No,Yes,Yes,No,Yes,No,15. 03. 2022,262,286,254,242,339,402,425,269,869,107,Excellent,"CZK 15,000",Personal,Prefab concrete building,G,,,District heating,,,,,,,,,
705383,"CZK 19,000",50.07341,14.47172,"Ruská, Prague - Vršovice",3 bedroom,71 m²,CZK 500,Partially furnished,4,Yes,No,No,No,No,No,No,01. 03. 2022,15,549,184,511,341,271,537,555,626,350,Excellent,"CZK 38,000",Cooperative,Brick building,G,,,,,,,,,,,,
704736,"CZK 11,400",50.05806,14.44316,"Pod Lázní, Prague - Nusle",Studio,28 m²,"CZK 2,600",Partially furnished,1,No,No,Yes,No,No,No,No,02. 02. 2022,91,"1,115",352,716,180,851,486,460,695,175,Excellent,"CZK 15,000",Personal,Brick building,C,,,,,,,,,,,,
516235,"CZK 15,000",50.0415375,14.3203404,"Holýšovská, Prague - Stodůlky",1 bedroom with open-plan kitchen,56 m²,"CZK 3,500",Unfurnished,3,Yes,No,No,No,No,No,No,,179,"1,119",534,575,864,639,276,698,631,161,,"CZK 18,500",Personal,Low-energy building,,,,,,,,,,,,,
