Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Administration fee,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Available from,Age,Design,Heating,Total number of floors,Renovation,New building,Front garden,Developer name,Project name,Kód jednotky
706890,"CZK 12,990",50.05203722222,14.33069055555,"Symfonická, Prague - Stodůlky",Studio,Excellent,52 m²,"CZK 2,149","CZK 15,139","CZK 15,139

                                
                                
                
i",Personal,Other,Partially furnished,1,Yes,No,No,No,No,Yes,No,C,263,979,527,944,628,499,912,521,435,407,,,,,,,,,,,
714476,"CZK 12,000",50.10421,14.47933,"U Balabenky, Prague - Libeň",1 bedroom,Excellent,38 m²,"CZK 3,000","CZK 12,000",,Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,G,,,,,,,,,,,20. 04. 2022,,,,,,,,,,
603998,"CZK 18,000",50.02628,14.530734,"Loosova, Prague - Háje",1 bedroom with open-plan kitchen,New build,53 m²,"CZK 4,500","CZK 30,000",,Personal,Brick building,,3,Yes,Yes,No,No,No,Yes,Yes,A,97,973,382,630,464,704,311,473,764,410,01. 05. 2022,,,,,,,,,,
714474,"CZK 37,500",50.0822245,14.4146349,"Krocínova, Prague - Staré Město",2 bedroom with open-plan kitchen,,102 m²,"CZK 12,500",,,,,Furnished,2,Yes,Yes,No,No,No,Yes,No,,,,,,,,,,,,17. 06. 2022,,,,,,,,,,
714473,"CZK 12,500",50.1271,14.37922,"Sídlištní, Prague - Lysolaje",Studio,Excellent,37 m²,"CZK 2,500","CZK 25,000",,Personal,Low-energy building,Furnished,2,No,No,No,No,No,Yes,No,G,,,,,,,,,,,01. 05. 2022,,,,,,,,,,
476526,"CZK 11,000",50.0901272,14.4736059,"Biskupcova, Prague - Žižkov",Studio,,32 m²,"CZK 5,300","CZK 30,000",,Personal,Brick building,Furnished,1,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,
714472,"CZK 13,000",50.01325,14.42609,"Daškova, Prague - Modřany",1 bedroom,Excellent,41 m²,"CZK 3,000","CZK 26,000",,Personal,Prefab concrete building,Partially furnished,7,No,No,No,No,No,Yes,No,C,,,,,,,,,,,01. 05. 2022,1 to 10 years years,Standard materials and solutions,District heating,Top floor,Exterior,,,,,
485180,"CZK 25,000",50.077309,14.4556257,"Kolínská, Prague - Vinohrady",2 bedroom with open-plan kitchen,Excellent,74 m²,"CZK 4,500","CZK 25,000",,Personal,Brick building,Partially furnished,4,Yes,No,Yes,No,No,No,No,,130,313,49,92,22,320,291,607,996,394,16. 05. 2022,,,,,,,,,,
714471,"CZK 39,666",50.09292,14.45004,"Křižíkova, Prague - Karlín",Studio,Excellent,49 m²,,"CZK 39,666",,Personal,Brick building,Furnished,2,Yes,No,No,No,No,Yes,No,C,,,,,,,,,,,02. 05. 2022,,,,,,,,,,
694287,"CZK 12,800",50.03456,14.38521,"Silurská, Prague - Hlubočepy",2 bedroom,Excellent,50 m²,"CZK 4,500","CZK 17,200",,Personal,Prefab concrete building,Partially furnished,1,No,No,Yes,No,No,Yes,Yes,G,220,848,375,756,278,814,980,966,934,501,01. 12. 2021,10 to 30 years years,Standard materials and solutions,District heating,Raised ground floor,,,,,,
714470,"CZK 29,900",50.07035,14.45073,"Košická, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 2,500","CZK 29,900",,Personal,Brick building,Furnished,4,No,No,No,No,No,Yes,No,E,,,,,,,,,,,22. 04. 2022,,,Gas boiler,,,,,,,
714044,"CZK 15,000",50.06881,14.43794,"Perucká, Prague - Vinohrady",Studio,New build,24 m²,"CZK 3,598","CZK 50,000",,Personal,Prefab concrete building,Furnished,1,No,No,Yes,No,No,No,No,C,533,652,431,809,459,782,519,441,675,740,29. 04. 2022,,,,,,,,,,
628651,"CZK 15,000",50.050077,14.483572,"Střimelická, Prague - Záběhlice",3 bedroom,Excellent,68 m²,"CZK 4,500","CZK 19,500",,Personal,Brick building,Unfurnished,4,Yes,No,No,No,No,Yes,No,G,79,605,143,546,225,"1,422",392,197,841,148,01. 05. 2022,,,District heating,Middle floor,,,,,,
714357,"CZK 17,000",50.04343,14.51484,"Rižská, Prague - Hostivař",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 3,500","CZK 34,000",,Personal,Brick building,Furnished,4,No,No,Yes,Yes,Yes,Yes,Yes,B,,,,,,,,,,,11. 07. 2022,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,,Yes,,,,
593860,"CZK 8,000",50.029714,14.529635,"Bajkonurská, Prague - Háje",Studio,Good,28 m²,"CZK 3,500","CZK 10,000",,Personal,Prefab concrete building,Partially furnished,4,No,No,Yes,No,No,Yes,No,G,109,534,142,184,203,265,461,310,325,297,18. 04. 2022,,,District heating,Middle floor,,,,,,
714037,"CZK 19,850",50.04714,14.42878,Prague - Podolí,1 bedroom with open-plan kitchen,Excellent,44 m²,"CZK 2,400","CZK 30,000",,Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,D,283,"1,079",242,722,92,776,298,402,822,277,18. 04. 2022,,,,,,,,,,
711703,"CZK 14,900",50.10694,14.44521,"U Staré plynárny, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,47 m²,CZK 650,"CZK 30,000",,Cooperative,Brick building,Partially furnished,1,No,No,Yes,No,No,Yes,No,C,279,729,370,742,354,265,460,"1,085",380,388,18. 04. 2022,,,,,,,,,,
714462,"CZK 16,000",50.0483074,14.3124035,Prague - Stodůlky,Studio,Excellent,37 m²,"CZK 3,000","CZK 32,000",,Personal,Brick building,Partially furnished,1,No,Yes,No,No,No,Yes,Yes,G,,,,,,,,,,,01. 05. 2022,,,,,,,,,,
714459,"CZK 12,500",50.07165,14.45777,"Bulharská, Prague - Vršovice",Studio,Excellent,30 m²,"CZK 2,228","CZK 25,000",,Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,G,,,,,,,,,,,01. 05. 2022,,,,,,,,,,
661478,"CZK 21,000",50.1393591,14.4272136,Prague - Čimice,1 bedroom with open-plan kitchen,Excellent,62 m²,"CZK 4,000","CZK 42,000",,Personal,Brick building,Furnished,4,Yes,No,Yes,No,Yes,Yes,Yes,C,350,407,294,327,389,775,525,"1,468",325,,01. 06. 2022,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,,,,,,
714457,"CZK 25,000",50.08828,14.45798,"Koněvova, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,61 m²,"CZK 3,900","CZK 50,000",,Personal,Other,Furnished,2,No,Yes,Yes,No,Yes,Yes,Yes,G,217,246,152,307,105,180,308,479,161,418,01. 05. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,,Yes,54 m²,,,
714456,"CZK 16,500",50.10826,14.48571,"Kovanecká, Prague - Libeň",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 2,800","CZK 25,000",,Personal,Brick building,Partially furnished,4,Yes,No,No,No,No,Yes,No,C,334,485,264,544,244,704,396,369,205,414,17. 04. 2022,1 to 10 years years,,District heating,,,,,,,
599969,"CZK 29,000",50.081584,14.406318,"Šeříková, Prague - Malá Strana",1 bedroom with open-plan kitchen,New build,70 m²,"CZK 6,243","CZK 29,000",,Personal,Brick building,Furnished,2,Yes,Yes,No,No,No,Yes,No,G,77,251,147,541,39,263,181,517,354,313,23. 03. 2020,1 to 10 years years,Premium materials and solutions,Gas boiler,Middle floor,Overall,Yes,,,,
714003,"CZK 17,500",50.01022,14.45359,"Machuldova, Prague - Kamýk",3 bedroom,Excellent,71 m²,"CZK 5,000","CZK 30,000",,Personal,Prefab concrete building,Partially furnished,2,Yes,No,Yes,No,No,Yes,No,C,208,871,123,622,"1,042",537,"1,236",707,164,,01. 05. 2022,,,,,,,,,,
349514,"CZK 14,900",50.1367432,14.508601,"Šumperská, Prague - Letňany",2 bedroom,Excellent,57 m²,"CZK 4,800",,,Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,No,Yes,No,C,140,603,311,524,302,126,315,709,403,308,23. 04. 2022,,,District heating,Middle floor,,,,,,
714444,"CZK 9,000",50.07212,14.45724,"Mexická, Prague - Vršovice",Small studio,Good,27 m²,CZK 500,"CZK 9,000",,Personal,Brick building,Unfurnished,4,No,No,No,No,No,No,No,G,155,665,114,441,0,439,253,383,677,378,23. 04. 2022,,,,,,,,,,
704127,"CZK 12,000",50.05509,14.42088,"Pravá, Prague - Podolí",Studio,Excellent,25 m²,"CZK 3,000","CZK 22,000",,Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,G,257,556,290,355,329,553,325,907,208,171,01. 02. 2022,,,,,,,,,,
706429,"CZK 27,500",50.0513,14.34845,"Petržílkova, Prague - Stodůlky",2 bedroom with open-plan kitchen,New build,95 m²,"CZK 4,500","CZK 25,000",,Personal,Brick building,Furnished,6,No,Yes,Yes,No,Yes,Yes,No,B,108,558,166,167,101,42,315,286,"1,366",165,20. 04. 2022,1 to 10 years years,Premium materials and solutions,District heating,Top floor,,Yes,,,,
457605,"CZK 18,000",50.0450286,14.4444703,"Herálecká III, Prague - Krč",2 bedroom,Good,52 m²,"CZK 3,000","CZK 36,000",,Personal,Prefab concrete building,Furnished,3,No,No,Yes,No,No,No,No,,272,447,226,378,222,312,296,343,756,328,15. 04. 2022,,Standard materials and solutions,District heating,Middle floor,Overall,,,,,
602629,"CZK 19,500",50.062705,14.450113,"Bartoškova, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,74 m²,"CZK 5,500","CZK 20,000",,Personal,Brick building,Furnished,2,Yes,No,No,No,No,No,Yes,A,324,913,401,654,379,663,681,348,893,405,05. 05. 2022,1 to 10 years years,Standard materials and solutions,Central heating,,Overall,,,,,
714443,"CZK 33,675",50.0749602,14.4305105,"Legerova, Prague - Vinohrady",Studio,,30 m²,"CZK 11,225",,,,,Furnished,6,No,No,No,No,No,Yes,No,,22,463,81,96,72,158,361,436,384,451,21. 05. 2022,,,,,,,,,,
714440,"CZK 14,500",50.0628447,14.4477943,"U Křížku, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,56 m²,"CZK 1,050","CZK 30,000",,Personal,Brick building,Partially furnished,2,No,No,No,No,No,Yes,No,B,250,790,290,506,266,541,691,577,848,634,18. 04. 2022,,,,,,,,,,
713960,"CZK 21,000",50.0519,14.43436,"Pujmanové, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,69 m²,"CZK 4,000","CZK 30,000",,Personal,Prefab concrete building,Furnished,3,No,No,No,No,No,Yes,No,G,337,842,397,240,391,122,102,158,420,208,01. 05. 2022,,,,,,,,,,
713957,"CZK 13,500",50.05568,14.44744,"Na Výsledku I, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,450","CZK 20,000",,Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,No,No,G,487,830,219,518,526,"1,087",389,229,878,357,18. 04. 2022,,,,,,,,,,
713947,"CZK 13,500",50.04372,14.44541,"Olbrachtova, Prague - Krč",1 bedroom with open-plan kitchen,Excellent,54 m²,"CZK 3,800","CZK 20,000",,Cooperative,Prefab concrete building,Partially furnished,2,No,No,Yes,No,Yes,No,No,G,169,307,58,241,40,275,225,175,829,363,01. 05. 2022,,,,,,,,,,
714425,"CZK 16,000",50.1026811,14.5711198,"Vašátkova, Prague - Černý Most",2 bedroom with open-plan kitchen,Excellent,63 m²,"CZK 3,000","CZK 19,000",,Personal,Prefab concrete building,Partially furnished,7,No,No,Yes,Yes,Yes,Yes,No,G,287,"1,351",409,987,485,597,404,604,426,,01. 05. 2022,,,,,,,,,,
498022,"CZK 12,000",50.047703,14.431007,"Kaplická, Prague - Podolí",Studio,Excellent,34 m²,"CZK 2,500","CZK 20,000",,Personal,Prefab concrete building,Partially furnished,3,No,No,No,Yes,No,Yes,No,C,279,919,252,610,314,691,295,384,662,117,18. 04. 2022,,Premium materials and solutions,District heating,Middle floor,Overall,,,,,
630457,"CZK 16,000",50.071753,14.431997,"Lublaňská, Prague - Nové Město",Small studio,Good,25 m²,"CZK 2,000",,,Other,Brick building,Furnished,2,No,No,No,No,No,No,No,E,216,344,70,346,22,280,306,274,647,724,12. 10. 2020,,,,,,,,,,
547839,"CZK 16,000",50.0704181,14.3832777,"Pod radnicí, Prague - Košíře",1 bedroom with open-plan kitchen,New build,53 m²,"CZK 3,000","CZK 20,000",,Personal,Low-energy building,Partially furnished,3,Yes,No,No,No,No,Yes,No,B,354,813,261,970,328,"1,077",186,738,"1,111",566,01. 06. 2022,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,,Yes,,,,
714421,"CZK 12,500",50.1045372,14.4542288,"V Háji, Prague - Holešovice",1 bedroom,Excellent,44 m²,CZK 420,"CZK 12,920",,Personal,Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,D,161,624,22,319,61,229,656,727,179,384,19. 04. 2022,,,,,,,,,,
705725,"CZK 150,000",50.09114,14.41807,"Pařížská, Prague - Josefov",6 bedroom with open-plan kitchen,Excellent,322 m²,"CZK 15,000","CZK 165,000",,Personal,Brick building,Unfurnished,6,No,Yes,No,No,No,Yes,No,G,50,344,274,458,40,435,343,586,60,470,09. 02. 2022,,,,,,,,,,
603343,"CZK 45,000",50.085203,14.428022,"Nekázanka, Prague - Nové Město",Other,Excellent,114 m²,"CZK 5,000","CZK 50,000",,Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,G,232,136,116,213,140,227,297,701,403,667,01. 05. 2022,30 to 50 years years,Premium materials and solutions,Central heating,Top floor,Overall,,,,,
710751,"CZK 14,500",50.06853,14.38762,"Nad Popelkou, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,55 m²,CZK 950,"CZK 29,000",,Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,No,No,F,52,986,661,"1,180",625,"1,073",698,"1,065",537,177,01. 07. 2022,,,Other,Ground floor,Overall,,,,,
713926,"CZK 18,000",50.06363,14.5918,"Starodubečská, Prague - Dubeč",2 bedroom with open-plan kitchen,Excellent,67 m²,"CZK 4,100","CZK 30,000",,Personal,Brick building,Unfurnished,2,No,Yes,No,No,Yes,No,No,G,48,487,319,195,77,263,577,,,,12. 04. 2022,1 to 10 years years,Standard materials and solutions,Gas boiler,Middle floor,Overall,,,,,
606047,"CZK 10,500",50.110155,14.5084,"Pod Strojírnami, Prague - Vysočany",1 bedroom,Excellent,26 m²,"CZK 1,600","CZK 15,000",,Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,No,No,E,57,661,180,477,156,597,380,438,553,560,01. 05. 2022,,,,,,,,,,
664265,"CZK 18,900",50.06704,14.40011,"Na Skalce, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,67 m²,"CZK 1,000","CZK 50,000",,Personal,Brick building,Unfurnished,3,No,No,Yes,No,No,Yes,No,G,139,265,85,595,216,348,220,415,677,200,04. 07. 2022,,,Gas boiler,Middle floor,,,,,,
714408,"CZK 22,000",50.0669223,14.3623366,Prague - Košíře,3 bedroom,Excellent,79 m²,"CZK 4,000","CZK 30,000",,Personal,Brick building,Partially furnished,,Yes,No,No,No,No,No,No,,118,"1,208",661,874,54,767,589,685,78,484,01. 06. 2022,,Standard materials and solutions,Gas boiler,Middle floor,Interior,,,,,
706672,"CZK 14,990",50.059501647949,14.447299957275,"Horní, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,149","CZK 18,139","CZK 18,139

                                
                                
                
i",Personal,Brick building,,6,Yes,No,Yes,No,No,No,No,C,231,905,57,356,196,707,438,604,840,175,,,,,,,,,,,
713587,"CZK 20,396",50.0668274,14.3966153,"U Nikolajky, Prague - Smíchov",Studio,,35 m²,"CZK 6,799",,,,,Furnished,1,Yes,Yes,No,No,No,Yes,Yes,,234,341,228,706,128,428,324,536,546,328,08. 06. 2022,,,,,,,,,,
713918,"CZK 20,400",50.0630016,14.4450348,"Mojmírova, Prague - Nusle",Studio,,35 m²,"CZK 6,800",,,,,Furnished,2,Yes,No,No,No,No,Yes,No,,238,572,103,275,180,318,460,822,638,598,11. 06. 2022,,,,,,,,,,
714092,"CZK 23,441",50.0719625,14.461813,"Bulharská, Prague - Vršovice",Studio,,35 m²,"CZK 7,814",,,,,Furnished,5,No,No,No,No,No,No,No,,220,827,175,604,97,602,416,334,726,246,12. 06. 2022,,,,,,,,,,
714404,"CZK 78,000",50.0822546,14.4142748,"Krocínova, Prague - Staré Město",3 bedroom,,125 m²,"CZK 26,000",,,,,Furnished,6,Yes,No,No,No,No,Yes,No,,284,987,183,230,26,119,417,373,329,411,16. 06. 2022,,,,,,,,,,
714397,"CZK 20,500",50.05644,14.34655,"Pod Stolovou horou, Prague - Jinonice",1 bedroom with open-plan kitchen,New build,60 m²,"CZK 4,000","CZK 25,000",,Personal,Low-energy building,Furnished,5,Yes,No,Yes,No,Yes,Yes,Yes,B,211,"1,071",496,791,577,461,608,668,145,,01. 05. 2022,,,,,,,,,,
714032,"CZK 15,000",50.12857325,14.501452520416,"Chotěšovská, Prague - Letňany",1 bedroom with open-plan kitchen,Excellent,47 m²,"CZK 4,800","CZK 20,000",,Personal,Brick building,Partially furnished,4,No,No,No,Yes,Yes,Yes,No,G,360,976,167,"1,005",748,913,494,654,143,,01. 05. 2022,10 to 30 years years,Standard materials and solutions,District heating,Middle floor,,,,,,
713507,"CZK 50,250",50.0710929,14.4032595,"Stroupežnického, Prague - Smíchov",3 bedroom with open-plan kitchen,,90 m²,"CZK 16,750",,,,,Furnished,2,No,No,No,No,No,Yes,No,,140,528,224,126,38,67,511,"1,001","1,181",559,05. 05. 2022,,,,,,,,,,
706082,"CZK 18,900",50.08041,14.45483,"Žižkovo náměstí, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 2,000","CZK 38,000",,Personal,Brick building,Unfurnished,1,No,No,Yes,No,Yes,Yes,No,A,367,340,71,443,29,561,401,395,712,217,01. 04. 2022,1 to 10 years years,,Central heating,,Overall,,,,,
713468,"CZK 18,720",50.0713305,14.4638794,"Na Míčánkách, Prague - Vršovice",1 bedroom with open-plan kitchen,,49 m²,"CZK 6,240",,,,,Furnished,2,No,No,No,No,No,Yes,No,,84,743,87,659,277,595,408,307,678,198,06. 06. 2022,,,,,,,,,,
446569,"CZK 18,500",50.0886908,14.4828424,"Olgy Havlové, Prague - Žižkov",1 bedroom with open-plan kitchen,,54 m²,"CZK 3,500",,,Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,No,No,No,,413,883,458,643,229,686,510,323,373,136,24. 04. 2022,1 to 10 years years,,,,,,,,,
714387,"CZK 10,000",50.1521164,14.5330516,"Zámišova, Prague - Čakovice",1 bedroom with open-plan kitchen,Good,55 m²,"CZK 2,000","CZK 12,000",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,G,184,"1,008",275,421,217,"1,095","1,261",853,,,01. 06. 2022,,Standard materials and solutions,District heating,Ground floor,,,,,,
714384,"CZK 17,800",50.13026,14.42985,"Gdaňská, Prague - Bohnice",2 bedroom,Excellent,57 m²,"CZK 3,000","CZK 36,000",,Personal,Prefab concrete building,Partially furnished,8,No,No,No,Yes,No,No,No,C,119,407,276,"1,226",403,552,518,285,559,117,16. 04. 2022,1 to 10 years years,Standard materials and solutions,District heating,Top floor,Overall,,,,,
713518,"CZK 60,289",50.0821872,14.4175604,"Národní, Prague - Staré Město",2 bedroom,,,"CZK 20,096",,,,,Furnished,1,No,No,No,No,No,No,No,,198,801,15,163,39,141,121,304,55,465,19. 04. 2022,,,,,,,,,,
713521,"CZK 57,000",50.0859057,14.4200254,"Michalská, Prague - Staré Město",3 bedroom,,130 m²,"CZK 19,000",,,,,Furnished,3,No,No,No,No,No,No,Yes,,314,347,72,145,13,210,197,621,445,403,01. 06. 2022,,,,,,,,,,
713506,"CZK 33,675",50.0749602,14.4305105,"Legerova, Prague - Vinohrady",1 bedroom,,30 m²,"CZK 11,225",,,,,Furnished,2,No,No,No,No,No,Yes,No,,22,463,81,96,72,158,361,436,384,451,04. 05. 2022,,,,,,,,,,
713512,"CZK 33,000",50.0747395,14.424046,"Lípová, Prague - Nové Město",1 bedroom with open-plan kitchen,,45 m²,"CZK 11,000",,,,,Furnished,5,No,No,No,No,No,No,No,,120,534,85,337,48,344,183,195,543,341,02. 05. 2022,,,,,,,,,,
713502,"CZK 59,100",50.0882082,14.4262296,"Rybná, Prague - Staré Město",2 bedroom with open-plan kitchen,,86 m²,"CZK 19,700",,,,,Furnished,2,Yes,No,No,No,No,No,No,,281,192,58,183,11,369,315,297,289,305,29. 05. 2022,,,,,,,,,,
713493,"CZK 37,125",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,,90 m²,"CZK 12,375",,,,,Furnished,2,No,No,No,No,No,Yes,No,,149,274,60,441,20,421,59,552,690,457,29. 05. 2022,,,,,,,,,,
713470,"CZK 32,175",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,,30 m²,"CZK 10,725",,,,,Furnished,3,No,No,No,No,No,Yes,No,,211,382,250,989,170,745,812,"1,050",387,543,16. 05. 2022,,,,,,,,,,
713464,"CZK 43,350",50.0894289,14.423732,"Masná, Prague - Staré Město",Studio,,46 m²,"CZK 14,450",,,,,Furnished,3,No,No,No,No,No,Yes,No,,68,269,126,89,16,107,70,52,156,144,06. 05. 2022,,,,,,,,,,
713456,"CZK 16,894",50.0529811,14.5019574,"Práčská   f, Prague - Záběhlice",1 bedroom,,40 m²,"CZK 5,631",,,,,Furnished,4,Yes,Yes,No,No,No,Yes,Yes,,117,763,781,"1,230",239,789,727,207,"1,037",659,01. 06. 2022,,,,,,,,,,
16673,"CZK 17,000",50.0367232,14.4391774,"Pod vrstevnicí, Prague - Krč",2 bedroom,Excellent,65 m²,"CZK 3,500","CZK 41,000",,Personal,Brick building,Unfurnished,2,Yes,No,Yes,No,No,No,No,,357,"1,127",609,719,578,996,"1,359",915,860,805,01. 05. 2022,10 to 30 years years,Premium materials and solutions,Central heating,Middle floor,Interior,,,,,
713459,"CZK 51,225",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,,50 m²,"CZK 17,075",,,,,Furnished,4,No,No,No,No,No,Yes,Yes,,144,325,176,152,60,230,49,259,388,439,03. 05. 2022,,,,,,,,,,
713454,"CZK 31,875",50.0902753,14.4260311,"Rybná, Prague - Staré Město",Studio,,40 m²,"CZK 10,625",,,,,Furnished,1,No,No,No,No,No,No,No,,124,153,54,67,17,194,209,158,151,202,26. 05. 2022,,,,,,,,,,
713455,"CZK 22,313",50.0699993,14.3820262,"Hlaváčkova, Prague - Košíře",Studio,,35 m²,"CZK 7,437",,,,,Furnished,6,Yes,No,No,No,No,Yes,Yes,,202,523,119,828,248,936,219,756,"1,073",529,28. 05. 2022,,,,,,,,,,
611162,"CZK 16,000",50.030212,14.364044,"Kováříkova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 3,800","CZK 16,000",,Personal,Brick building,Partially furnished,2,No,Yes,No,No,No,Yes,No,G,380,"1,101",366,"1,082",244,"1,143",471,586,796,326,01. 06. 2022,1 to 10 years years,,District heating,Middle floor,,Yes,,,,
654111,"CZK 13,000",50.0612,14.40422,"Na Neklance, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,35 m²,CZK 800,"CZK 13,000",,Personal,Brick building,Unfurnished,3,No,No,No,No,No,No,No,E,93,663,211,"1,134",289,144,933,885,839,584,25. 04. 2022,1 to 10 years years,Standard materials and solutions,Electric boiler,,Interior,,,,,
