Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Heating,Floor space,Fully furnished,Condition,Ownership,EPC,Reconstruction,Sklep 2 m²,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Balcony,Terrace,Lodžie 7.5 m²,Parking,Balkón 5 m²,Terasa 16.1 m²,Sklep 3.1 m²,Lodžie 7 m²,Age,Designe,Terasa 8 m²,Sklep 3 m²,New-build,Lodžie 4 m²,Sklep 4 m²,Administrative fee,Sklep 1 m²,Cellar,Domácí mazlíčci vítáni,Garage,Balkón 1 m²,Balkón 7 m²,Lodžie 3 m²,Lodžie 9 m²,Enclosed balcony,Balkón 6 m²,Sklep 8 m²,Balkón 9 m²,Terasa 10 m²,Sklep 5 m²,Balkón 3 m²,Lodžie 5 m²,Sklep 7 m²,Sklep 6 m²,Balkón 8 m²,Terasa 20 m²,Balkón 2 m²,Terasa 12 m²,Balkón 4 m²,Lodžie 8 m²,Balkón 13 m²,Sklep 1.2 m²,Lodžie 2.7 m²,Lodžie 13 m²,Lodžie 6 m²,Terasa 19 m²,Balkón 12 m²,Sklep 20 m²,Terasa 30 m²,Terasa 7 m²,Lodžie 10 m²,Balkón 10 m²,Sklep 4.1 m²,Sklep 3.5 m²,Sklep 30 m²,Lodžie 1 m²,Lodžie 2 m²,Terasa 14 m²,Balkón 6.1 m²,Terasa 10.1 m²,Terasa 5 m²,Terasa 14.1 m²,Sklep 10 m²,Sklep 6.4 m²,Terasa 40 m²,Balkón 35 m²,Terasa 16 m²,Balkón 33 m²,Balkón 60 m²,Balkón 32 m²,Terasa 32 m²,Water,Sewage,Balkón 70 m²,Plot space,Sklep 44 m²
"CZK 16,990","CZK 3,864","CZK 20,854",744832,3+1,10/14/2022,2,Prefab concrete,,61 m²,Fully furnished,Good,Personal,G,,,1.0,129.22,398.74,409.09,428.09,454.58,556.39,160.03,112.37,1318.01,163.09,"Novoborská, Prague - Prosek",50.12549138888,14.49941916666,1.0,,,,,,,,,,,,,,,"CZK 20,854",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 2,500","CZK 50,000",744831,2 bedroom,10/11/2022,3,Brick,,70 m²,Partly,Very good,,E,Complete,,1.0,167.59,737.57,162.94,799.4,192.67,822.89,287.77,322.38,426.53,316.4,Prague - Michle,50.04572,14.4628,,,,1.0,,,,,30 - 50 years,Standard,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 4,000","CZK 25,000",744830,2+kk,11/10/2022,3,Brick,,50 m²,Unfurnished,New-build,Personal,B,,,1.0,209.56,1319.99,270.71,994.54,331.79,830.27,270.88,975.52,1259.78,1085.64,"Čerpadlová, Prague - Vysočany",50.10153,14.50496,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,300","CZK 5,624","CZK 28,600",719853,1 bedroom,12/1/2022,2,Brick,,37 m²,Partly,Very good,Personal,G,Complete,,1.0,21.54,301.41,132.88,526.87,283.11,383.71,495.74,644.47,419.45,181.77,"Argentinská, Prague - Holešovice",50.1038,14.44355,,,,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,213","CZK 6,737",,741181,Studio,10/23/2022,2,,,40 m²,Fully furnished,,,,,,1.0,125.08,1820.88,983.56,1579.74,350.48,1227.39,675.2,1288.54,1305.39,597.33,"Vrátnická, Prague - Modřany",50.0124281,14.4009203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 38,250","CZK 12,750",,733049,3+kk,11/11/2022,5,,,78 m²,Fully furnished,,,,,,1.0,122.69,292.83,150.02,222.27,31.53,246.25,406.08,512.95,283.22,254.06,"Křižíkova a, Prague - Karlín",50.0928722,14.4500782,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 1,600",CZK 0,586478,1 bedroom,10/9/2022,1,Prefab concrete,Distance,35 m²,Fully furnished,,Personal,G,Interior,,,291.12,1074.58,242.06,993.28,243.63,839.67,529.73,560.51,798.63,150.85,"Nekvasilova, Prague - Karlín",50.096682,14.467669,1.0,,,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,000","CZK 25,000",374526,2 bedroom,12/1/2022,2,Brick,Distance,55 m²,Fully furnished,Very good,Personal,A,Interior,,1.0,268.62,737.49,294.97,415.58,236.48,526.76,361.11,268.21,307.43,330.23,"náměstí Svatopluka Čecha, Prague - Vršovice",50.0695365,14.4605508,,,,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000",CZK 0,"CZK 15,000",744822,1 bedroom,10/11/2022,3,Brick,,49 m²,Fully furnished,Very good,Personal,G,Complete,,1.0,105.72,452.84,116.6,241.9,34.81,190.75,270.5,378.25,607.69,387.24,"Bořivojova, Prague - Žižkov",50.08343,14.4531,,,,1.0,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 6,000","CZK 20,000",731590,2+kk,8/29/2022,,Brick,Electric boiler,46 m²,Fully furnished,Good,,G,,,,107.51,957.82,19.08,1367.93,79.59,248.01,375.18,199.96,506.8,438.33,Prague - Libeň,50.11625,14.46934,,,,,,,,,Over 50 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 59,250","CZK 19,750",,717599,4+kk,10/15/2022,2,,,90 m²,Fully furnished,,,,,,1.0,140.09,527.92,223.64,125.85,37.89,66.77,510.79,1001.31,1180.94,559.23,"Stroupežnického, Prague - Smíchov",50.0710929,14.4032595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 51,656","CZK 17,219",,728895,2 bedroom,11/6/2022,4,,,60 m²,Fully furnished,,,,,,1.0,110.1,392.87,177.02,129.22,79.72,168.29,299.92,497.22,273.67,349.66,"Dlážděná, Prague - Nové Město",50.0865843,14.4323212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000",CZK 700,"CZK 45,000",557562,2 bedroom,10/11/2022,1,Brick,Electric boiler,76 m²,Unfurnished,Very good,Personal,C,Complete,,,122.75,163.26,17.85,210.79,102.73,278.98,227.46,577.15,255.59,298.79,"Za Poštou, Prague - Strašnice",50.0759295,14.4910605,,,,,,,,,Over 50 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 34,990","CZK 4,211","CZK 39,201",744816,3+kk,10/14/2022,4,Brick,,63 m²,Unfurnished,New-build,Personal,A,,,1.0,549.25,662.37,441.1,761.16,468.75,739.98,498.67,448.7,636.61,748.28,"Perucká, Prague - Vinohrady",50.06850972222,14.43808916666,,,,1.0,,,,,,,,,1.0,,,"CZK 39,201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,925","CZK 7,975",,732113,Studio,10/15/2022,3,,,30 m²,Fully furnished,,,,,,1.0,258.66,685.78,233.92,407.82,154.16,415.37,547.3,506.41,132.73,464.34,"V Háji, Prague - Holešovice",50.1013638,14.4546402,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 3,000","CZK 19,000",378003,2+kk,10/17/2022,6,Prefab concrete,,44 m²,Partly,,Cooperative,,,,1.0,139.53,916.61,114.18,920.35,667.93,175.87,401.79,793.94,1069.09,204.88,"Katovická, Prague - Bohnice",50.1315915,14.4246538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 3,500","CZK 20,000",352404,2+kk,11/1/2022,5,Brick,Electric boiler,40 m²,Partly,Very good,Personal,G,Complete,,1.0,229.01,318.77,77.69,193.2,162.53,227.36,175.62,489.14,502.29,455.98,"Ovenecká, Prague - Holešovice",50.0983131,14.4249055,,,,,,,,,Up to 10 years,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 9,000","CZK 1,500","CZK 10,500",744812,Small studio,10/11/2022,-1,Brick,,28 m²,Partly,Good,,G,,,,334.66,585.4,155.05,439.92,345.54,494.21,590.21,586.45,770.13,293.22,"Krátká, Prague - Vinohrady",50.07502,14.48515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000",CZK 0,"CZK 12,000",744788,1 bedroom,10/14/2022,2,Brick,,55 m²,Fully furnished,Good,,G,,,,85.35,189.04,45.09,163.81,74.05,231.76,193.61,530.08,250.31,247.59,"Kralická, Prague - Strašnice",50.0756,14.49079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 41,625","CZK 13,875",,720848,4+kk,10/15/2022,4,,,112 m²,Fully furnished,,,,,,1.0,168.35,737.87,30.76,217.13,7.9,216.51,106.1,336.15,114.49,565.37,"Ostrovní, Prague - Nové Město",50.0806286,14.4175374,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 37,500","CZK 12,500",,740295,2+kk,11/11/2022,4,,,60 m²,Fully furnished,,,,,,1.0,239.73,541.75,45.52,270.79,35.61,285.18,465.63,625.46,639.52,581.38,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 3,500","CZK 34,000",744798,2 bedroom,10/11/2022,1,Brick,,78 m²,Partly,Very good,,G,,,,283.66,282.14,280.67,2183.26,268.28,237.11,346.53,1238.87,1242.04,406.51,"Častavina, Prague - Ruzyně",50.09121,14.31214,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,000","CZK 13,000",744793,Studio,11/1/2022,12,Prefab concrete,,37 m²,Partly,Very good,,G,,,1.0,182.61,1512.99,79.78,1505.65,938.37,807.93,514.37,217.38,730.01,405.56,"Dobevská, Prague - Kamýk",50.01442,14.42748,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
"CZK 48,645","CZK 16,215",,732720,3+1,10/15/2022,2,,,55 m²,Fully furnished,,,,,,,158.42,248.82,154.82,246.13,112.68,264.3,390.21,408.3,154.53,114.55,"Řásnovka, Prague - Staré Město",50.0918754,14.4250902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 33,675","CZK 11,225",,731240,1 bedroom,10/22/2022,2,,,30 m²,Fully furnished,,,,,,1.0,22.29,481.37,107.82,95.32,6.34,158.39,351.4,425.94,380.79,468.94,"Legerova, Prague - Vinohrady",50.0749602,14.4305105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 33,750","CZK 11,250",,735565,2+kk,10/15/2022,2,,,45 m²,Fully furnished,,,,,,1.0,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 6,000","CZK 17,000",505041,2+kk,12/1/2022,2,Brick,Central,53 m²,Partly,Very good,Personal,C,,,1.0,95.66,1509.12,812.68,2179.64,603.05,1555.57,1181.46,1692.47,1251.95,615.33,"Sicherova, Prague - Kyje",50.1149714,14.5619513,,,,1.0,,,,,Up to 10 years,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 1,300","CZK 15,000",694090,Studio,11/1/2022,5,Other,,32 m²,Fully furnished,New-build,Personal,G,,,1.0,58.43,743.26,85.22,447.07,87.06,486.68,635.65,634.19,669.83,500.41,"V Horkách, Prague - Nusle",50.06186,14.44678,,,,,,,,,Up to 10 years,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,300","CZK 5,200","CZK 30,000",744778,2+kk,11/1/2022,5,Brick,Distance,55 m²,Partly,New-build,,C,,,1.0,364.33,957.16,294.03,556.64,349.83,794.1,348.78,412.81,249.37,428.9,"Kovanecká, Prague - Libeň",50.10824,14.48507,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 4,000","CZK 28,000",744764,2+kk,11/4/2022,2,Low-energy,Distance,51 m²,Fully furnished,New-build,Personal,B,,,1.0,419.22,1300.74,1308.62,1345.5,1021.54,1398.09,651.81,482.16,1045.55,376.02,"Naskové, Prague - Košíře",50.06164,14.36178,,,,1.0,,,,,Up to 10 years,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,500",CZK 0,"CZK 10,000",744646,2+kk,10/10/2022,3,Brick,Electric boiler,45 m²,Unfurnished,Wrong,,B,,,,190.75,151.92,127.06,31.18,19.84,193.59,305.45,576.56,542.95,620.99,Prague - Vinohrady,50.07554,14.4342,,,,,,,,,10 to 30 years,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500",CZK 700,"CZK 29,000",744763,Studio,11/1/2022,3,Brick,,34 m²,Partly,Very good,,A,,,,234.9,1596.95,763.92,915.5,508.84,784.02,638.09,703.26,2183.63,576.2,"Štverákova, Prague - Horní Počernice",50.112,14.62654,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 2,500","CZK 36,000",744762,3+kk,10/24/2022,4,Other,,56 m²,Fully furnished,Very good,,G,,,1.0,168.2,307.87,417.21,353.66,178.58,1711.84,456.95,821.59,1309.75,370.55,"Svojšovická, Prague - Záběhlice",50.04574,14.48946,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,575","CZK 6,525",,744346,2 bedroom,12/1/2022,6,,,70 m²,Fully furnished,,,,,,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 1,500","CZK 30,000",736364,1 bedroom,9/12/2022,2,Prefab concrete,Distance,33 m²,Fully furnished,Very good,,B,Complete,,,316.39,1037.18,438.67,1135.95,350.35,1013.99,444.71,245.89,1993.85,180.33,Prague - Kobylisy,50.13508,14.47123,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 4,500","CZK 44,000",744757,2+kk,11/1/2022,3,Brick,,57 m²,Partly,Very good,,C,,1.0,1.0,407.56,918.9,235.05,880.54,583.12,1005.18,377.41,2243.12,1252.43,147.8,Prague - Zličín,50.05815,14.28055,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,900","CZK 3,500","CZK 20,000",583541,2+kk,11/1/2022,2,Brick,Gas boiler,60 m²,Fully furnished,New-build,Personal,A,Complete,,,237.23,597.82,1049.92,3136.93,107.47,3099.76,994.39,648.68,1348.4,364.51,"Kupkova, Prague - Kolovraty",50.014838,14.634532,1.0,,,1.0,,,,,Up to 10 years,Standard,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 1,000","CZK 22,000",512432,1 bedroom,10/11/2022,4,Brick,Electric boiler,56 m²,Partly,Very good,Personal,,Complete,,,204.02,9.77,52.74,18.63,58.84,30.55,310.97,321.57,369.56,546.43,"Sladkovského náměstí, Prague - Žižkov",50.0845686,14.4502912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 4,000","CZK 15,000",744744,1 bedroom,10/11/2022,1,Brick,,50 m²,Partly,Very good,,G,,,,214.47,872.57,3.28,409.56,235.37,738.1,494.48,655.75,786.62,180.57,"Horní, Prague - Nusle",50.05996,14.44698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 45,750","CZK 15,250",,744738,3+1,10/15/2022,1,,,72 m²,Fully furnished,,,,,,,259.15,217.0,193.62,285.29,113.57,307.09,74.34,930.42,156.52,482.04,"Růžová, Prague - Nové Město",50.0835446,14.4307958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 33,675","CZK 11,225",,731158,2+kk,10/24/2022,2,,,55 m²,Fully furnished,,,,,,1.0,170.48,421.6,257.32,426.75,52.86,339.7,54.65,63.39,473.33,754.41,"Balbínova, Prague - Vinohrady",50.0795659,14.4357789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 7,500","CZK 2,000","CZK 8,000",744626,3+1,10/10/2022,1,Prefab concrete,,110 m²,Partly,Good,,G,,,,415.03,618.24,226.58,504.02,405.07,528.3,349.04,375.25,550.03,325.61,"Dětská, Prague - Strašnice",50.07339,14.49689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 3,000","CZK 20,000",744200,2 bedroom,10/15/2022,1,Brick,,61 m²,Partly,Very good,,G,,,,134.38,757.51,246.7,544.3,296.74,1018.34,860.31,240.4,778.67,453.62,"Na Farkáně I, Prague - Radlice",50.06107,14.38345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 5,500","CZK 30,000",742713,3+kk,12/1/2022,4,Brick,Central,77 m²,Partly,Very good,Personal,G,Complete,,,73.47,560.03,67.19,572.6,200.44,331.13,163.83,912.68,306.25,112.27,Prague - Holešovice,50.10827,14.4468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 1,200","CZK 30,000",744022,2 bedroom,10/15/2022,3,Brick,Electric boiler,68 m²,Unfurnished,Good,Personal,G,,,,118.71,567.75,139.44,158.14,106.94,452.55,620.86,797.16,434.3,264.16,Prague - Žižkov,50.08925,14.46255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,500","CZK 1,000","CZK 25,000",744719,2+kk,10/11/2022,4,Brick,Electric boiler,49 m²,Partly,Good,,G,Interior,1.0,,299.73,255.56,29.01,237.7,122.66,276.35,352.57,377.19,425.19,589.35,"Bořivojova, Prague - Žižkov",50.08341,14.45016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,900","CZK 40,000",744184,2+kk,10/5/2022,2,Brick,,65 m²,Fully furnished,Very good,,G,,,,179.93,803.05,118.32,230.31,88.44,194.21,270.93,265.8,479.83,115.0,"Nikolaje Alexejeviče Někrasova, Prague - Bubeneč",50.10504385,14.39623175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
"CZK 21,500","CZK 1,000","CZK 25,000",744718,2+kk,10/11/2022,3,Brick,,50 m²,Partly,Very good,,G,,1.0,,299.73,255.56,29.01,237.7,122.66,276.35,352.57,377.19,425.19,589.35,"Bořivojova, Prague - Žižkov",50.08341,14.45016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,182","CZK 1,318","CZK 55,000",727402,2 bedroom,10/15/2022,4,Brick,,70 m²,Partly,Very good,Personal,E,Complete,,,294.31,695.6,57.95,472.25,12.23,470.59,243.7,242.01,491.49,211.15,"Ruská, Prague - Vršovice",50.07222495,14.45512555,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 2,256","CZK 50,512",727374,2+kk,10/15/2022,5,Brick,,50 m²,Partly,Very good,Personal,E,Complete,,1.0,229.92,458.16,132.37,16.18,66.74,348.3,271.86,425.85,412.95,347.61,"Smolenská, Prague - Vršovice",50.0694328,14.45145165,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 4,000","CZK 24,000",569039,Studio,9/4/2022,,Brick,Distance,25 m²,Partly,,Cooperative,,Complete,,,183.66,607.6,91.73,145.2,267.7,898.45,78.38,668.7,484.97,54.56,"náměstí Na Balabence, Prague - Libeň",50.1055076,14.4839011,,,,,,,,,,Standard,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 2,400","CZK 13,000",711652,2 bedroom,11/1/2022,2,Brick,Central,54 m²,Unfurnished,Very good,Cooperative,G,,,1.0,139.82,553.25,209.82,678.79,82.79,187.02,660.66,499.46,626.16,338.08,"V Olšinách, Prague - Vršovice",50.07135,14.48404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 4,500","CZK 34,000",708415,2 bedroom,3/1/2022,3,Brick,Gas boiler,42 m²,Partly,Very good,Cooperative,G,Complete,,,155.06,1544.54,378.89,1392.91,237.23,642.13,643.5,415.47,1412.31,368.3,"Mirošovická, Prague - Strašnice",50.07307,14.50968,,,,,,,,,30 - 50 years,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 6,000","CZK 30,000",744713,2+kk,1/1/2023,7,Prefab concrete,,45 m²,Partly,Very good,,A,,,1.0,228.35,1045.06,135.2,647.62,147.86,341.64,477.17,424.38,1834.28,151.28,"Breitcetlova, Prague - Černý Most",50.10475,14.57333,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 41,000","CZK 1,900","CZK 123,000",743821,4+kk,10/24/2022,2,Brick,,87 m²,Partly,Very good,,G,Complete,,1.0,68.1,817.1,73.51,77.08,53.15,156.75,138.0,1144.75,168.73,373.76,"Pod Baštami, Prague - Hradčany",50.09666,14.40395,1.0,,,,,,,,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 2,500","CZK 10,000",658052,2+kk,10/11/2022,3,Prefab concrete,Central,34 m²,Fully furnished,Very good,Cooperative,,Complete,,1.0,113.38,573.32,105.72,689.62,111.86,511.77,437.86,146.77,634.35,153.47,"Werichova, Prague - Hlubočepy",50.03112,14.36961,,,,,,,,,10 to 30 years,Standard,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 61,988","CZK 20,662",,742058,4+1,10/15/2022,6,,,219 m²,Fully furnished,,,,,,1.0,122.69,292.83,150.02,222.27,31.53,246.25,406.08,512.95,283.22,254.06,"Křižíkova a, Prague - Karlín",50.0928722,14.4500782,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,500","CZK 5,500",,743332,Studio,12/1/2022,2,,,30 m²,Fully furnished,,,,,,1.0,344.24,966.6,273.86,550.59,228.73,277.49,639.11,1150.1,245.02,767.21,"U Smaltovny, Prague - Holešovice",50.1043257,14.4355603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 36,675","CZK 12,225",,742243,2+kk,11/25/2022,2,,,48 m²,Fully furnished,,,,,,1.0,170.48,421.6,257.32,426.75,52.86,339.7,54.65,63.39,473.33,754.41,"Balbínova, Prague - Vinohrady",50.0795659,14.4357789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
