Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Refundable security deposit,Age,Heating,Total number of floors,Renovation,Design,New building,Administration fee,Front garden,Developer name,Project name,Kód jednotky,Investment Advisor
707313,"CZK 35,100",50.0882058,14.4262315,"Rybná, Prague - Staré Město",1 bedroom with open-plan kitchen,,44 m²,"CZK 11,700",,,Furnished,3,No,No,No,No,No,No,No,02. 03. 2022,,281,192,58,183,11,368,315,297,289,305,,,,,,,,,,,,,
707346,"CZK 39,750",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",1 bedroom with open-plan kitchen,,75 m²,"CZK 13,250",,,Furnished,2,No,No,No,No,No,Yes,No,02. 03. 2022,,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,,
707491,"CZK 39,000",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,,92 m²,"CZK 13,000",,,Furnished,7,No,Yes,No,No,No,Yes,No,21. 04. 2022,,149,274,60,441,20,421,59,552,690,457,,,,,,,,,,,,,
707285,"CZK 15,334",50.0839446,14.4142188,"Karoliny Světlé, Prague - Staré Město",1 bedroom,,29 m²,"CZK 5,111",,,Furnished,2,No,No,No,No,No,No,No,02. 03. 2022,,121,731,23,390,14,376,531,533,489,221,,,,,,,,,,,,,
707284,"CZK 24,938",50.0718291,14.4385892,"Americká, Prague - Vinohrady",1 bedroom,,43 m²,"CZK 8,312",,,Furnished,4,No,No,No,No,No,Yes,No,13. 03. 2022,,274,300,81,587,69,312,103,253,793,568,,,,,,,,,,,,,
707320,"CZK 29,228",50.0940007,14.4535929,"Sokolovská a, Prague - Karlín",Studio,,32 m²,"CZK 9,742",,,Furnished,4,No,No,No,No,No,Yes,Yes,02. 03. 2022,,109,421,13,160,21,228,518,"1,364",384,467,,,,,,,,,,,,,
707272,"CZK 12,188",50.0818597,14.4470199,"Kubelíkova, Prague - Žižkov",Studio,,29 m²,"CZK 4,062",,,Furnished,3,No,No,No,No,No,Yes,No,01. 04. 2022,,545,394,28,488,19,62,291,302,621,394,,,,,,,,,,,,,
707266,"CZK 17,456",50.0739772,14.4306534,"Legerova, Prague - Vinohrady",Studio,,35 m²,"CZK 5,819",,,Furnished,3,No,No,No,No,No,Yes,No,02. 03. 2022,,132,574,130,206,94,143,358,427,494,560,,,,,,,,,,,,,
708105,"CZK 15,675",50.080004,14.422058,"Jungmannova, Prague - Nové Město",1 bedroom with open-plan kitchen,,62 m²,"CZK 5,225",,,Furnished,4,No,No,No,No,No,Yes,No,25. 04. 2022,,110,673,119,76,124,213,214,730,474,393,,,,,,,,,,,,,
706849,"CZK 17,900",50.06026,14.42797,"Na Pankráci, Prague - Nusle",2 bedroom with open-plan kitchen,Excellent,86 m²,CZK 500,Personal,Brick building,Partially furnished,3,No,No,No,No,Yes,No,No,01. 03. 2022,D,101,669,16,297,39,301,469,47,115,308,"CZK 19,000",,,,,,,,,,,,
707808,"CZK 16,500",50.13499,14.47261,"Šimůnkova, Prague - Kobylisy",3 bedroom,Excellent,65 m²,"CZK 3,500",Personal,Prefab concrete building,Furnished,2,No,No,No,No,No,No,No,01. 03. 2022,D,184,999,372,"1,096",333,974,465,228,"1,222",163,"CZK 20,000",,,,,,,,,,,,
707806,"CZK 58,000",50.06149,14.36633,"Na Pomezí, Prague - Košíře",4 bedroom,New build,159 m²,"CZK 9,000",Personal,Low-energy building,Unfurnished,,No,Yes,No,No,Yes,Yes,Yes,01. 03. 2022,B,198,901,894,"1,454","1,077",988,476,505,"1,076",337,"CZK 58,000",1 to 10 years years,District heating,Ground floor,,Premium materials and solutions,Yes,,221 m²,,,,
708393,"CZK 11,000",50.0596288,14.446459273258,Prague - Nusle,Studio,Good,20 m²,"CZK 2,400",Personal,Other,Furnished,3,No,No,No,No,No,No,No,01. 03. 2022,A,252,"1,011",50,462,265,813,545,694,734,281,"CZK 10,000",,,,,,,,,,,,
707785,"CZK 18,000",50.08678,14.45512,"Roháčova, Prague - Žižkov",2 bedroom,Excellent,67 m²,CZK 300,Cooperative,Brick building,Partially furnished,1,Yes,No,No,No,No,No,No,21. 02. 2022,G,55,105,21,581,35,170,189,220,163,360,"CZK 30,000",,,,,,,,,,,,
708391,"CZK 12,000",50.03941,14.32119,"Wiesenthalova, Prague - Řeporyje",Studio,New build,34 m²,"CZK 3,000",Personal,Brick building,Furnished,3,Yes,No,Yes,No,Yes,Yes,No,01. 03. 2022,B,293,"1,025",669,882,729,946,583,965,874,238,"CZK 20,000",1 to 10 years years,District heating,,,Premium materials and solutions,Yes,,,,,,
548310,"CZK 15,100",50.0884157,14.4643962,"Žerotínova, Prague - Žižkov",1 bedroom,Excellent,46 m²,"CZK 1,500",Personal,Brick building,Unfurnished,2,No,No,No,No,No,No,No,01. 03. 2022,,243,665,254,239,166,379,602,597,543,388,"CZK 30,000",,Gas boiler,Middle floor,Overall,Premium materials and solutions,,,,,,,
708390,"CZK 15,000",50.0830406,14.4543538,"Táboritská, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,49 m²,"CZK 2,800",Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,01. 05. 2022,G,81,284,1,358,149,205,259,322,612,309,"CZK 18,000",,,,,,,,,,,,
708389,"CZK 17,500",50.09375,14.46031,"Na Střelnici, Prague - Karlín",1 bedroom with open-plan kitchen,Excellent,50 m²,CZK 500,Personal,Brick building,Partially furnished,1,Yes,No,Yes,No,No,No,No,01. 03. 2022,B,407,"1,065",157,675,302,538,140,"1,040",589,105,"CZK 17,500",over 50 years years,Electric boiler,Middle floor,Bathroom unit,Premium materials and solutions,,,,,,,
290196,"CZK 12,000",50.0863558,14.4597572,"Jeseniova, Prague - Žižkov",Studio,,38 m²,"CZK 2,500",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,,,148,378,49,568,362,350,283,319,451,176,,,,,,,,,,,,,
708383,"CZK 26,000",50.10063,14.4349,"Heřmanova, Prague - Holešovice",3 bedroom,Excellent,85 m²,"CZK 3,200",Personal,Brick building,Partially furnished,,No,No,No,No,No,Yes,No,01. 04. 2022,G,150,947,98,136,75,293,156,"1,469",449,763,"CZK 29,000",,,,,,,,,,,,
708380,"CZK 9,600",50.04628,14.44537,"Humpolecká, Prague - Krč",1 bedroom with open-plan kitchen,Good,42 m²,"CZK 6,400",Cooperative,Brick building,Partially furnished,3,No,No,Yes,No,No,No,No,01. 04. 2022,G,344,516,175,300,231,257,414,608,874,175,"CZK 16,000",,,,,,,,,,,,
707767,"CZK 15,000",50.03345,14.61061,"Václava Trojana, Prague - Uhříněves",2 bedroom with open-plan kitchen,New build,73 m²,"CZK 4,500",Personal,Brick building,Partially furnished,5,No,Yes,Yes,No,No,Yes,Yes,01. 04. 2022,G,134,"1,224",357,"1,233",731,"1,177",749,"1,252",894,164,"CZK 30,000",,,,,,,,,,,,
581272,"CZK 14,000",50.010477,14.448764,"Smotlachova, Prague - Kamýk",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 3,300",Personal,Prefab concrete building,Partially furnished,12,No,No,Yes,No,No,Yes,No,01. 03. 2022,C,531,"1,218",548,501,"1,095",493,856,541,261,,"CZK 28,000",,District heating,Top floor,Overall,Standard materials and solutions,,,,,,,
437613,"CZK 11,990",50.1325247,14.4111791,"Cafourkova, Prague - Bohnice",1 bedroom with open-plan kitchen,Excellent,44 m²,"CZK 3,000",Personal,Prefab concrete building,Partially furnished,5,Yes,No,No,No,No,Yes,No,,,176,"1,038",232,968,225,"1,034",681,583,237,,"CZK 15,000",,Central heating,Middle floor,Interior,Standard materials and solutions,,,,,,,
101828,"CZK 15,000",50.0640668,14.4245392,"Slavojova, Prague - Nusle",Studio,Excellent,48 m²,"CZK 4,600",Personal,Brick building,Furnished,1,No,No,No,No,No,Yes,No,22. 02. 2022,,172,882,154,355,176,315,545,357,266,316,"CZK 15,000",10 to 30 years years,District heating,Ground floor,Interior,Premium materials and solutions,,,,,,,
602747,"CZK 16,970",50.059584,14.447085,"Horní, Prague - Nusle",1 bedroom with open-plan kitchen,New build,48 m²,"CZK 1,400",Personal,Brick building,Furnished,6,No,No,No,No,No,Yes,No,01. 04. 2022,G,257,924,38,375,215,688,458,623,821,194,"CZK 15,000",,Gas boiler,,Overall,,,,,,,,
657007,"CZK 11,000",50.0291787,14.4506539,Prague - Krč,Studio,Excellent,27 m²,"CZK 3,200",Personal,Prefab concrete building,Partially furnished,10,No,No,No,No,Yes,Yes,No,01. 03. 2022,C,69,"1,240",280,57,704,788,"1,119",504,325,,"CZK 22,000",,District heating,,Interior,,,,,,,,
513154,"CZK 15,500",50.0514104,14.4579141,"Michelská, Prague - Michle",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 3,250",Personal,Brick building,Unfurnished,2,No,No,No,No,No,No,No,01. 01. 1970,,3,676,93,678,33,557,383,658,659,379,"CZK 18,500",1 to 10 years years,Gas boiler,Middle floor,Overall,Standard materials and solutions,,,,,,,
707507,"CZK 10,500",50.023829193966,14.578221067786,"V Pitkovičkách, Prague - Pitkovice",Studio,,38 m²,"CZK 3,400",Personal,Brick building,,3,No,No,Yes,No,Yes,No,No,01. 01. 1970,,112,"1,411","1,400",203,,,,,,,"CZK 22,000",,,,,,Yes,,,,,,
708362,"CZK 11,400",50.02937,14.59657,"Oty Bubeníčka, Prague - Uhříněves",Studio,New build,34 m²,"CZK 3,300",Personal,Low-energy building,Furnished,2,No,No,Yes,Yes,Yes,Yes,No,01. 05. 2022,B,191,331,288,440,259,304,749,830,956,140,"CZK 20,000",,,,,,Yes,,,,,,
708358,"CZK 9,000",50.0567507,14.291957,"Do Zahrádek I, Prague - Třebonice",Studio,New build,37 m²,"CZK 2,500",Personal,Brick building,Furnished,3,Yes,No,Yes,No,No,No,No,01. 03. 2022,B,262,"1,178",560,504,816,614,614,838,454,,"CZK 12,500",,,,,,,,,,,,
396329,"CZK 22,000",50.074603057385,14.316885061377,"Třanovského, Prague - Řepy",2 bedroom with open-plan kitchen,Excellent,92 m²,"CZK 3,500",Personal,Brick building,Partially furnished,1,No,No,Yes,No,Yes,No,No,21. 02. 2022,,214,717,181,"1,370","1,195",334,446,352,,,"CZK 22,000",,Gas boiler,,Overall,Standard materials and solutions,,,50 m²,,,,
703706,"CZK 19,500",50.02114,14.46663,"V Zeleném údolí, Prague - Kunratice",2 bedroom with open-plan kitchen,New build,73 m²,"CZK 3,750",Personal,Brick building,Partially furnished,5,Yes,Yes,No,No,No,Yes,Yes,25. 01. 2022,C,302,"1,259","1,136",89,429,684,118,,,,"CZK 30,000",10 to 30 years years,Central heating,Middle floor,,Standard materials and solutions,,,,,,,
705442,"CZK 16,500",50.06164,14.36178,"Naskové, Prague - Košíře",1 bedroom with open-plan kitchen,New build,47 m²,"CZK 3,500",Personal,Prefab concrete building,Furnished,4,Yes,No,Yes,No,No,Yes,No,01. 03. 2022,B,449,"1,154","1,147",965,"1,241",791,422,"1,082",653,,"CZK 33,000",,,,,,,,,,,,
708351,"CZK 28,500",50.14071,14.51963,"Škrábkových, Prague - Letňany",3 bedroom with open-plan kitchen,New build,99 m²,"CZK 5,039",Personal,Brick building,Partially furnished,6,Yes,No,Yes,No,No,Yes,Yes,01. 03. 2022,B,365,602,"1,050","1,188",215,726,"1,002",967,"1,171",209,"CZK 28,500",,,,,,,,,,,,
640835,"CZK 18,000",50.077218,14.477856,"Hollarovo náměstí, Prague - Vinohrady",2 bedroom,Excellent,67 m²,"CZK 2,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,Yes,No,01. 03. 2022,G,184,866,142,555,205,172,779,781,328,242,"CZK 20,000",,District heating,Middle floor,,,,,,,,,
708343,"CZK 16,900",50.1316,14.40655,"Eledrova, Prague - Bohnice",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 2,950",Personal,Prefab concrete building,Furnished,9,No,Yes,Yes,No,No,Yes,No,01. 04. 2022,C,300,"1,112",352,"1,042",301,"1,108",319,570,384,,"CZK 16,900",,District heating,Top floor,,,,,,,,,
705371,"CZK 15,000",50.13289,14.50691,"Tupolevova, Prague - Letňany",1 bedroom with open-plan kitchen,New build,58 m²,"CZK 3,700",Personal,Brick building,Furnished,4,No,No,No,Yes,Yes,Yes,No,14. 02. 2022,G,188,"1,146",308,470,487,624,402,215,307,472,"CZK 30,000",,,,,,,,,,,,
536775,"CZK 14,000",50.0133951,14.4797064,"K Zeleným domkům, Prague - Kunratice",1 bedroom with open-plan kitchen,,50 m²,"CZK 3,800",Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,01. 01. 1970,,77,344,341,249,136,267,164,382,209,,"CZK 14,000",,,Attic,Overall,,,,,,,,
363750,"CZK 14,000",50.0039004,14.4056705,"Komořanská, Prague - Modřany",1 bedroom with open-plan kitchen,,50 m²,"CZK 4,100",Personal,Other,Partially furnished,2,Yes,No,No,No,No,Yes,Yes,01. 05. 2022,,140,"1,036",153,"1,077",109,130,138,177,787,73,"CZK 20,000",,,,,,,,,,,,
591862,"CZK 21,500",50.088415,14.484876,"Na Vackově, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,53 m²,"CZK 4,500",Personal,Prefab concrete building,Furnished,4,No,No,No,Yes,Yes,Yes,Yes,01. 03. 2022,B,294,812,336,656,139,702,523,318,315,146,"CZK 30,000",1 to 10 years years,District heating,Middle floor,,Premium materials and solutions,Yes,,,,,,
707670,"CZK 16,000",50.1066,14.56301,"Cíglerova, Prague - Černý Most",2 bedroom,Good,66 m²,"CZK 4,000",Personal,Prefab concrete building,Partially furnished,4,Yes,No,Yes,No,No,Yes,No,16. 03. 2022,A,204,353,71,"1,315",572,409,460,631,"1,299",338,"CZK 20,000",,,,,,,,,,,,
699626,"CZK 16,500",50.08294,14.50018,"Káranská, Prague - Malešice",3 bedroom,Excellent,74 m²,"CZK 1,500",Personal,Prefab concrete building,Unfurnished,1,No,No,Yes,Yes,No,No,No,17. 01. 2022,G,238,148,208,195,298,388,254,385,785,285,"CZK 16,500",,,,,,,,,,,,
640586,"CZK 13,000",50.081969,14.615186,"Mladých Běchovic, Prague - Běchovice",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 3,500",Personal,Brick building,Partially furnished,1,No,No,Yes,No,Yes,Yes,Yes,01. 03. 2022,G,179,342,329,234,243,395,495,169,,,"CZK 26,000",,,,,,,,,,,,
625009,"CZK 9,900",50.025909,14.437367,"Nad Lesním divadlem, Prague - Braník",Small studio,Good,27 m²,"CZK 2,100",Personal,Prefab concrete building,,7,No,No,No,No,No,Yes,No,01. 04. 2022,G,429,471,335,442,518,497,802,322,"1,102",327,"CZK 9,900",,,,,,,,,,,,
704127,"CZK 11,000",50.05509,14.42088,"Pravá, Prague - Podolí",Studio,Excellent,25 m²,"CZK 2,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,01. 02. 2022,G,257,556,290,355,329,553,325,907,208,171,"CZK 22,000",,,,,,,,,,,,
122866,"CZK 22,000",50.0506294,14.3434968,"Sluneční Nám., Prague - Stodůlky",2 bedroom with open-plan kitchen,,102 m²,"CZK 4,000",Cooperative,Other,Furnished,19,No,No,No,No,No,No,No,25. 02. 2022,,163,252,109,131,84,124,255,257,"1,017",142,"CZK 22,000",,,,,,,,,,,,
400631,"CZK 10,900",50.0157727,14.352559,"U Svahu, Prague - Slivenec",Studio,,35 m²,"CZK 2,940",Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,Yes,No,01. 02. 2022,B,377,736,808,855,891,"1,042",471,,,,"CZK 13,840",1 to 10 years years,Central heating,,,Premium materials and solutions,Yes,,,,,,
707655,"CZK 14,000",49.96188,14.39462,"Žitavského, Prague - Zbraslav",Studio,Excellent,53 m²,CZK 600,Personal,Brick building,Partially furnished,1,No,No,No,No,Yes,No,No,21. 02. 2022,G,260,593,"1,177","1,363","1,185",875,"1,293",,,,"CZK 14,000",,,,,,,,,,,,
707717,"CZK 15,000",50.08969,14.47408,"Viklefova, Prague - Žižkov",1 bedroom,Good,40 m²,CZK 495,Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,Yes,No,01. 03. 2022,D,299,941,205,330,87,187,308,261,429,377,"CZK 15,000",,Gas boiler,Ground floor,,,,,,,,,
623090,"CZK 15,500",50.098557,14.377386,"Velvarská, Prague - Dejvice",1 bedroom,Good,53 m²,"CZK 2,400",Personal,Brick building,Unfurnished,1,No,Yes,No,No,No,No,No,01. 03. 2022,G,328,"1,163",244,806,202,633,"1,050",223,927,354,"CZK 15,500",,,Ground floor,Interior,,,,,,,,
708336,"CZK 13,500",50.08913,14.4619,"Koněvova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 2,500",Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,01. 05. 2022,G,78,523,329,206,91,473,568,802,289,357,"CZK 27,000",,,,,,,,,,,,
683781,"CZK 13,000",50.06923265,14.307376426764,Prague - Řepy,1 bedroom with open-plan kitchen,New build,39 m²,"CZK 2,500",Personal,Brick building,Partially furnished,,No,No,No,No,No,No,No,15. 03. 2022,,379,798,414,"1,017",401,487,383,523,"1,407",344,"CZK 20,000",,Other,Ground floor,,,,,40 m²,,,,
706861,"CZK 15,500",50.03182,14.39405,"Lumiérů, Prague - Hlubočepy",3 bedroom,Good,75 m²,"CZK 3,000",Cooperative,Brick building,Partially furnished,,No,No,Yes,No,No,No,No,16. 02. 2022,G,149,"1,491",806,"1,399",240,"1,457",128,,,,"CZK 18,500",,,,,,,,,,,,
567263,"CZK 13,100",50.0489872,14.4570959,"Jemnická, Prague - Michle",Studio,Excellent,35 m²,"CZK 1,900",Personal,Other,Furnished,2,No,No,No,No,No,Yes,No,01. 03. 2022,,184,306,284,308,242,187,706,352,357,119,"CZK 13,100",,,,,,,,,,,,
493946,"CZK 21,900",50.1041066,14.4436131,"Argentinská, Prague - Holešovice",2 bedroom with open-plan kitchen,Excellent,78 m²,CZK 700,Personal,Brick building,Partially furnished,4,No,No,No,No,No,Yes,No,01. 03. 2022,,56,336,167,561,317,367,530,682,261,216,"CZK 40,000",1 to 10 years years,Gas boiler,Attic,Overall,Standard materials and solutions,,,,,,,
549513,"CZK 21,500",50.0664655,14.3103868,"Zrzavého, Prague - Řepy",2 bedroom with open-plan kitchen,,75 m²,"CZK 2,500",Personal,Brick building,Partially furnished,6,Yes,No,No,No,No,No,No,07. 05. 2022,C,82,429,326,495,536,553,399,423,"1,198",233,"CZK 21,500",,District heating,Middle floor,,,Yes,,,,,,
686794,"CZK 9,000",50.10201,14.36396,"Nad Šárkou, Prague - Dejvice",Studio,New build,28 m²,"CZK 2,000",Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,06. 03. 2022,B,365,772,831,408,603,673,900,697,"1,013",396,"CZK 15,000",1 to 10 years years,Gas boiler,Top floor,Interior,Premium materials and solutions,,,,,,,
570411,"CZK 12,000",50.117378704321,14.509146350386,"U Voborníků, Prague - Vysočany",1 bedroom,New build,32 m²,"CZK 2,500",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 11. 2021,,136,"1,279",507,795,187,765,986,268,942,403,"CZK 39,000",1 to 10 years years,Central heating,Middle floor,Overall,Standard materials and solutions,,,,,,,
706620,"CZK 13,500",50.06449,14.44293,"Vlastislavova, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 3,000",Personal,Brick building,Unfurnished,2,No,No,No,No,No,No,No,01. 03. 2022,B,163,384,107,127,136,135,425,689,630,504,"CZK 27,000",,,,,,,,,,,,
692252,"CZK 6,000",50.06365,14.37617,"Jinonická, Prague - Košíře",Small studio,Good,18 m²,"CZK 2,400",Personal,Brick building,Furnished,-1,No,No,No,No,No,No,No,01. 01. 1970,G,158,"1,041",794,"1,119",782,"1,199",634,657,"1,384",745,"CZK 6,000",,,,,,,,,,,,
708327,"CZK 16,616",50.0698046,14.3687319,"Plzeňská, Prague - Košíře",3 bedroom,Excellent,70 m²,"CZK 3,500",Personal,Prefab concrete building,Unfurnished,7,No,No,No,Yes,Yes,Yes,No,01. 03. 2022,G,93,521,19,178,86,70,193,"1,204",576,254,"CZK 16,000",10 to 30 years years,District heating,Top floor,Bathroom unit,Standard materials and solutions,,,,,,,
707470,"CZK 13,000",50.02236,14.4554,"Sládkovičova, Prague - Krč",3 bedroom,Excellent,57 m²,"CZK 4,200",Personal,Prefab concrete building,Partially furnished,4,Yes,No,No,No,No,Yes,No,01. 03. 2022,G,346,702,590,272,237,545,"1,143",654,716,,"CZK 26,000",,,,,,,,,,,,
683437,"CZK 11,000",50.12369,14.49095,"Vysočanská, Prague - Prosek",Small studio,Excellent,36 m²,"CZK 4,000",Personal,Prefab concrete building,Partially furnished,1,No,No,Yes,No,No,No,No,27. 09. 2021,G,371,653,0,591,339,330,436,273,489,98,"CZK 15,000",,,,,,,,,,,,
685115,"CZK 22,000",50.06636,14.42333,"Horská, Prague - Nové Město",1 bedroom with open-plan kitchen,New build,50 m²,"CZK 5,700",Personal,Brick building,Furnished,4,No,No,No,Yes,Yes,Yes,Yes,01. 02. 2022,B,165,981,117,149,162,109,492,669,487,409,"CZK 27,700",,,,,,,,,,,,
685106,"CZK 16,500",50.06662,14.42307,"Horská, Prague - Nové Město",Studio,New build,33 m²,"CZK 4,000",Personal,Brick building,Furnished,5,Yes,No,No,No,No,No,No,01. 02. 2022,B,114,989,23,10,23,31,353,549,399,398,"CZK 20,500",,,,,,,,,,,,
707398,"CZK 22,500",50.0434998,14.514533,"Bratislavská, Prague - Hostivař",2 bedroom with open-plan kitchen,,91 m²,"CZK 7,500",,,Furnished,2,Yes,No,No,No,No,Yes,Yes,02. 04. 2022,,205,283,350,339,"1,153",451,"1,178",162,,,,,,,,,,,,,,,
707391,"CZK 88,613",50.079282,14.4274522,"Ve Smečkách, Prague - Nové Město",3 bedroom with open-plan kitchen,,82 m²,"CZK 29,537",,,Furnished,6,No,Yes,No,No,No,Yes,No,02. 03. 2022,,262,583,62,229,43,244,476,576,376,483,,,,,,,,,,,,,
707384,"CZK 25,500",50.0901585,14.3426685,"Na Okraji, Prague - Veleslavín",1 bedroom with open-plan kitchen,,90 m²,"CZK 8,500",,,Furnished,1,No,No,No,No,No,No,No,02. 03. 2022,,142,547,112,211,216,280,208,0,878,210,,,,,,,,,,,,,
707340,"CZK 21,000",50.1057314,14.44422,"U Průhonu b, Prague - Holešovice",Studio,,32 m²,"CZK 7,000",,,Furnished,1,No,Yes,No,No,No,Yes,Yes,02. 03. 2022,,299,437,281,449,312,304,607,789,18,459,,,,,,,,,,,,,
707308,"CZK 37,500",50.073194,14.4364932,"Uruguayská, Prague - Vinohrady",2 bedroom,,65 m²,"CZK 12,500",,,Furnished,4,No,No,No,No,No,Yes,No,02. 03. 2022,,271,101,117,353,35,204,64,230,885,796,,,,,,,,,,,,,
707282,"CZK 22,950",50.0723321,14.4399493,"Jana Masaryka, Prague - Vinohrady",1 bedroom,,49 m²,"CZK 7,650",,,Furnished,3,No,No,No,No,No,Yes,No,23. 03. 2022,,155,369,147,651,45,545,205,328,671,484,,,,,,,,,,,,,
707397,"CZK 29,925",50.0845694,14.4671948,"Pitterova, Prague - Žižkov",1 bedroom with open-plan kitchen,,,"CZK 9,975",,,Furnished,7,No,No,No,No,No,Yes,Yes,02. 03. 2022,,221,235,240,630,210,69,520,374,219,292,,,,,,,,,,,,,
707387,"CZK 32,400",50.091319,14.4234523,"U Obecního dvora, Prague - Staré Město",2 bedroom,,62 m²,"CZK 10,800",,,Furnished,2,No,No,No,No,No,Yes,No,02. 03. 2022,,116,432,102,253,102,270,297,393,201,165,,,,,,,,,,,,,
707388,"CZK 54,188",50.0809579,14.4249745,"Vodičkova, Prague - Nové Město",1 bedroom,,35 m²,"CZK 18,062",,,Furnished,4,No,No,No,No,No,No,No,02. 03. 2022,,134,476,148,50,45,79,203,785,249,355,,,,,,,,,,,,,
707402,"CZK 22,500",50.0723554,14.4069173,"Lidická, Prague - Smíchov",1 bedroom,,,"CZK 7,500",,,Furnished,3,No,No,No,No,No,No,No,06. 04. 2022,,25,378,16,198,26,271,471,963,"1,249",622,,,,,,,,,,,,,
707366,"CZK 30,000",50.0789257,14.419407,"Spálená, Prague - Nové Město",1 bedroom with open-plan kitchen,,65 m²,"CZK 10,000",,,Furnished,7,No,No,No,No,No,Yes,No,31. 03. 2022,,58,455,7,65,31,163,180,425,373,598,,,,,,,,,,,,,
707367,"CZK 59,738",50.0902503,14.4293691,"Truhlářská, Prague - Nové Město",2 bedroom with open-plan kitchen,,186 m²,"CZK 19,912",,,Furnished,3,No,No,No,No,No,Yes,No,02. 03. 2022,,176,468,153,183,95,334,340,266,546,580,,,,,,,,,,,,,
707345,"CZK 39,750",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",1 bedroom with open-plan kitchen,,75 m²,"CZK 13,250",,,Furnished,3,No,No,No,No,No,Yes,No,02. 03. 2022,,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,,
707323,"CZK 20,306",50.0739772,14.4306534,"Legerova, Prague - Vinohrady",Studio,,38 m²,"CZK 6,769",,,Furnished,2,No,No,No,No,No,No,No,02. 03. 2022,,132,574,130,206,94,143,358,427,494,560,,,,,,,,,,,,,
707300,"CZK 40,500",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,,80 m²,"CZK 13,500",,,Furnished,6,No,No,No,No,No,Yes,No,11. 04. 2022,,149,274,60,441,20,421,59,552,690,457,,,,,,,,,,,,,
707297,"CZK 25,500",50.0876118,14.4080467,"Míšeňská, Prague - Malá Strana",1 bedroom with open-plan kitchen,,46 m²,"CZK 8,500",,,Furnished,2,No,No,No,No,No,No,No,09. 03. 2022,,249,259,109,237,65,537,295,274,806,231,,,,,,,,,,,,,
707270,"CZK 45,000",50.0822886,14.4155231,"Karoliny Světlé, Prague - Staré Město",2 bedroom,,80 m²,"CZK 15,000",,,Furnished,3,No,No,No,No,No,Yes,No,09. 03. 2022,,462,817,70,468,89,510,489,683,411,400,,,,,,,,,,,,,
707249,"CZK 47,250",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,,50 m²,"CZK 15,750",,,Furnished,4,No,No,No,No,No,Yes,Yes,16. 03. 2022,,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,,,
707290,"CZK 22,425",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,,30 m²,"CZK 7,475",,,Furnished,3,No,No,No,No,No,Yes,No,07. 03. 2022,,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,,
705833,"CZK 20,000",50.0448122,14.51824,"náměstí Přátelství, Prague - Hostivař",2 bedroom with open-plan kitchen,New build,60 m²,"CZK 2,431",Personal,Brick building,Partially furnished,5,Yes,No,No,No,Yes,Yes,No,15. 02. 2022,C,124,114,11,0,884,263,978,122,,,"CZK 23,000",,,,,,,,,,,,
707389,"CZK 63,113",50.0761284,14.4327244,"Londýnská, Prague - Vinohrady",3 bedroom,,70 m²,"CZK 21,037",,,Furnished,3,No,Yes,No,No,No,No,No,02. 03. 2022,,100,264,66,90,3,201,314,391,396,647,,,,,,,,,,,,,
707386,"CZK 26,245",50.0925135,14.4556107,"Šaldova, Prague - Karlín",1 bedroom,,40 m²,"CZK 8,748",,,Furnished,2,No,Yes,No,No,No,Yes,No,18. 04. 2022,,367,716,142,317,156,180,346,"1,276",231,204,,,,,,,,,,,,,
