Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Building type,Condition,Ownership,EPC,Balcony,Cellar,New-build,Parking,Terrace,Heating,Age,Designe,Reconstruction,Garage,Enclosed balcony,Administrative fee,Plot type,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 15,500",CZK 0,348859,2 bedroom,9/1/2022,55 m²,Partly,1,,377.86,952.52,268.88,785.46,427.06,919.2,278.57,123.86,840.54,359.97,"Zdařilá, Prague - Nusle",50.0551428,14.4464394,"CZK 20,000",Brick,Very good,Personal,,,,,,,,Over 50 years,Standard,Complete,,,,,
"CZK 18,999","CZK 2,500",722445,2+kk,6/15/2022,37 m²,Partly,8,1.0,144.7,754.34,662.45,1990.84,216.86,1268.73,1076.56,1172.95,1192.68,596.3,Prague - Lhotka,50.01389,14.45457,"CZK 40,000",Prefab concrete,New-build,,D,1.0,1.0,1.0,1.0,,,,,,1.0,,,,
"CZK 12,500","CZK 3,500",480947,1 bedroom,9/1/2022,37 m²,Fully furnished,4,1.0,268.76,803.44,166.02,752.93,184.83,343.43,637.8,749.65,547.47,240.94,Prague - Strašnice,50.0697965,14.4848527,"CZK 20,000",Brick,Good,Personal,,,,,,,Central,30 - 50 years,,Complete,,,,,
"CZK 30,000",CZK 0,728429,2+kk,9/1/2022,97 m²,Fully furnished,2,1.0,103.45,1016.49,199.79,1061.17,570.91,1100.4,517.75,561.13,515.77,678.78,Prague - Podolí,50.04366,14.42929,"CZK 60,000",Other,New-build,Personal,C,,1.0,1.0,1.0,1.0,,Up to 10 years,Luxurious,,1.0,,,,
"CZK 24,000","CZK 8,000",728420,3+kk,8/2/2022,75 m²,Partly,5,1.0,60.99,655.67,354.9,3602.05,419.22,1278.15,750.72,194.53,1840.02,185.01,Prague - Čakovice,50.15776,14.52146,"CZK 32,000",Brick,Very good,,G,1.0,,,1.0,,,,,,,,,,
"CZK 12,500","CZK 4,218",718018,1 bedroom,8/8/2022,33 m²,Fully furnished,7,1.0,423.81,755.26,194.1,693.63,478.72,403.77,283.04,282.2,444.28,215.1,"Bílinská, Prague - Prosek",50.12242,14.48951,"CZK 30,000",Prefab concrete,Very good,Personal,G,,,,,,Distance,,,Complete,,1.0,,,
"CZK 7,750",CZK 400,728382,2 bedroom,8/2/2022,54 m²,Fully furnished,2,,163.29,1081.24,149.84,901.94,527.74,897.52,428.52,341.51,841.71,279.76,Prague - Strašnice,50.07283,14.50253,"CZK 8,500",Brick,Very good,,G,,1.0,,,,,,,,,,,,
"CZK 16,500","CZK 3,128",700392,2+kk,9/1/2022,56 m²,Partly,2,1.0,62.62,253.7,135.1,529.09,224.12,252.89,238.04,386.76,553.04,86.32,"Argentinská, Prague - Holešovice",50.1026,14.44354,"CZK 16,500",Brick,Very good,Personal,D,1.0,1.0,,1.0,,Gas boiler,30 - 50 years,Standard,Exterior,,,,,
"CZK 33,000","CZK 7,500",728366,4+kk,8/2/2022,100 m²,Partly,5,1.0,421.9,2097.98,1716.62,2092.15,405.03,1960.46,1218.24,2135.85,369.14,1104.99,Prague - Hodkovičky,50.021,14.40262,"CZK 60,000",Brick,New-build,Personal,A,1.0,1.0,1.0,1.0,1.0,,Up to 10 years,Luxurious,Complete,1.0,,,,
"CZK 17,500","CZK 6,000",623874,Studio,8/7/2022,31 m²,Fully furnished,4,1.0,197.99,537.56,57.31,432.96,95.25,444.91,48.06,73.84,559.92,380.67,"Vojtěšská, Prague - Nové Město",50.078812,14.415442,"CZK 17,500",Brick,Very good,Personal,G,,,,,,Central,Up to 10 years,Luxurious,Interior,,,,,
"CZK 24,500","CZK 3,900",647743,2+kk,8/4/2022,52 m²,Fully furnished,6,1.0,321.74,272.42,32.18,227.85,42.93,69.06,244.65,812.35,163.33,572.38,"Opletalova, Prague - Nové Město",50.0814214,14.4299039,"CZK 28,400",Brick,Very good,Personal,D,,,,1.0,1.0,Central,,Luxurious,Complete,,,,,
"CZK 13,000","CZK 4,000",727051,1 bedroom,7/23/2022,35 m²,Partly,11,1.0,261.71,261.35,260.03,231.91,178.73,239.75,261.25,523.59,495.34,44.4,Prague - Stodůlky,50.04329,14.33048,"CZK 10,000",Prefab concrete,Very good,,C,,,,,,,,,,,1.0,,,
"CZK 15,000","CZK 3,500",728340,2+kk,9/1/2022,40 m²,Partly,4,1.0,297.73,1945.58,1437.37,1938.24,1081.71,1395.86,639.53,1593.42,1142.81,208.52,Prague - Hodkovičky,50.02136,14.41189,"CZK 15,000",Prefab concrete,Very good,,G,,,,1.0,,,,,,,,,,
"CZK 10,000","CZK 4,500",483591,Small studio,9/1/2022,26 m²,Fully furnished,5,1.0,225.16,992.05,501.59,1158.21,138.33,992.2,544.33,660.8,585.73,617.98,Prague - Hostivař,50.0523305,14.5329657,"CZK 14,500",Low-energy,Very good,Personal,C,1.0,,,,,Distance,,,,,,,,
"CZK 21,000","CZK 4,080",662744,2+kk,7/5/2021,51 m²,Partly,2,1.0,82.87,1822.9,985.57,1581.76,330.6,1229.41,677.22,1290.56,1196.84,599.35,Prague - Modřany,50.0129566,14.4013437,"CZK 21,000",Brick,New-build,Personal,B,1.0,1.0,,1.0,,,Up to 10 years,Standard,,,,,,
"CZK 25,000","CZK 3,200",727402,2 bedroom,10/1/2022,70 m²,Partly,4,,301.78,703.07,65.42,479.72,19.7,478.06,235.91,249.48,483.71,218.62,"Ruská, Prague - Vršovice",50.07222495,14.45512555,"CZK 56,500",Brick,Very good,Personal,E,1.0,,,,,,,,Complete,,,,,
"CZK 20,900","CZK 3,000",725384,2+kk,8/1/2022,52 m²,Partly,2,1.0,229.9,947.02,205.09,713.91,247.68,447.39,154.37,412.65,1095.26,196.69,Prague - Modřany,50.0061,14.40679,"CZK 24,900",Brick,New-build,,A,1.0,,1.0,,,,,,,,,,,
"CZK 16,500","CZK 4,500",652153,Studio,8/7/2022,20 m²,Fully furnished,6,1.0,203.12,501.16,103.26,445.67,8.74,239.25,220.23,444.7,768.67,492.57,"Fügnerovo náměstí, Prague - Nové Město",50.071528,14.430216,"CZK 3,000",Brick,Very good,Personal,C,,,,1.0,,Central,Up to 10 years,Luxurious,Complete,1.0,,,,
"CZK 32,900","CZK 2,500",612150,2 bedroom,9/1/2022,58 m²,Fully furnished,2,,378.93,565.45,5.93,190.59,38.11,242.82,66.62,706.47,344.49,423.48,"Havelská, Prague - Staré Město",50.084553,14.42046,"CZK 35,000",Brick,Very good,Personal,B,,1.0,,1.0,,Gas boiler,Up to 10 years,Standard,Interior,,,,,
"CZK 12,990","CZK 3,034",728312,2+kk,8/9/2022,44 m²,Partly,2,1.0,288.46,512.18,310.24,805.29,572.91,741.97,431.91,511.69,514.33,69.12,"Nad přehradou, Prague - Horní Měcholupy",50.04314111111,14.55203805555,"CZK 16,024",Prefab concrete,Good,Personal,C,,1.0,,,,,,,,,,"CZK 16,024",,
"CZK 22,000","CZK 6,900",728299,3+kk,11/1/2022,74 m²,Partly,2,1.0,150.15,781.8,202.98,3436.45,210.59,1404.28,827.13,265.56,1966.15,57.54,Prague - Čakovice,50.15736,14.51935,"CZK 40,000",Brick,Very good,,B,1.0,,,,,Central,,,,,1.0,,,
"CZK 21,500","CZK 2,500",728297,2+kk,9/1/2022,58 m²,Partly,2,1.0,180.7,972.84,122.71,351.25,23.7,396.36,682.88,702.43,520.3,193.82,Prague - Nusle,50.06576,14.42648,"CZK 43,000",Brick,Very good,,G,,1.0,,,,,,,,,,,,
"CZK 23,000","CZK 2,256",727374,2+kk,10/1/2022,50 m²,Partly,5,1.0,252.56,453.23,124.71,52.98,100.25,351.5,259.61,431.02,408.03,366.27,"Smolenská, Prague - Vršovice",50.0694328,14.45145165,"CZK 50,512",Brick,Very good,Personal,E,,1.0,,,,,,,Complete,,,,,
"CZK 16,000","CZK 2,500",401267,2+kk,9/1/2022,45 m²,Fully furnished,2,1.0,217.77,705.56,89.81,638.36,308.89,486.27,137.45,1062.56,461.39,125.03,"Ortenovo náměstí, Prague - Holešovice",50.1094738,14.4475865,"CZK 16,000",Brick,Very good,Cooperative,G,,,,,,Distance,,,Interior,,,,,
"CZK 18,000","CZK 3,000",723804,2 bedroom,8/1/2022,60 m²,Partly,4,,371.08,123.45,240.52,446.52,89.64,389.33,204.11,453.24,724.79,230.4,Prague - Žižkov,50.08199,14.45368,"CZK 18,500",Brick,Good,,G,,,,,,,Over 50 years,Standard,Complete,,,,,
"CZK 15,900","CZK 5,200",727047,2+kk,8/8/2022,44 m²,Partly,3,1.0,106.67,504.81,361.61,427.87,304.98,78.1,85.64,249.91,970.4,223.13,Prague - Řepy,50.06775,14.30736,"CZK 15,900",Prefab concrete,Very good,Personal,,,1.0,,1.0,,Central,,,Complete,,,,,
"CZK 11,000","CZK 1,800",311590,Studio,8/2/2022,42 m²,Unfurnished,6,1.0,232.81,212.94,299.53,2460.97,304.15,346.72,329.89,420.72,1203.96,199.3,"Na Mlejnku, Prague - Braník",50.0368092,14.4098944,"CZK 22,000",Brick,Very good,Personal,,,1.0,,,1.0,Distance,,,,,,,,
"CZK 37,000","CZK 1,500",728282,3+1,8/2/2022,120 m²,Fully furnished,2,1.0,29.75,759.43,23.03,44.07,61.22,0.0,150.89,384.05,214.57,493.77,Prague - Holešovice,50.09904,14.43306,"CZK 37,000",Brick,Good,,G,,,,,,,,,,,,,,
"CZK 14,340","CZK 7,060",566496,Studio,9/1/2022,39 m²,Fully furnished,6,1.0,214.48,591.04,125.94,300.31,92.61,308.06,452.56,411.67,136.06,387.22,"Tusarova, Prague - Holešovice",50.1020263,14.4536291,"CZK 16,000",Brick,Very good,Personal,G,1.0,,,,1.0,Gas boiler,Up to 10 years,Standard,Complete,,,,,
"CZK 21,414","CZK 1,923",681063,3+1,8/1/2022,68 m²,Unfurnished,2,,246.32,292.35,136.46,221.85,89,33.16,318.53,619.34,131.82,478.64,"Veletržní, Prague - Bubeneč",50.10098,14.42605,"CZK 23,337",Brick,Very good,Personal,G,,,,,,,,,,,,,,
"CZK 15,800",CZK 740,724909,2 bedroom,7/6/2022,60 m²,Unfurnished,2,,109.74,980.99,386.17,954.65,148.18,1005.58,631.08,500.51,373.2,376.53,Prague - Hostivař,50.05216,14.53013,"CZK 31,600",Brick,Good,,G,,,,,,,,,,,,,,
"CZK 14,700","CZK 2,000",612664,Studio,9/1/2022,28 m²,Fully furnished,1,,105.68,492.14,119.72,467.93,54.21,579.11,563.62,317.76,193.32,249.72,"K Louži, Prague - Vršovice",50.066145,14.459904,"CZK 20,000",Brick,New-build,Personal,,,1.0,,,,,,,Interior,,,,,
"CZK 21,000","CZK 4,000",626162,2+kk,7/10/2022,68 m²,Partly,2,,182.02,475.25,69.66,130.6,83.07,117.44,439.1,692.34,855.98,279.73,"Budějovická, Prague - Krč",50.0468407,14.4462247,"CZK 25,000",Brick,New-build,Personal,B,,1.0,,1.0,,Central,Up to 10 years,Standard,Complete,,,,,
"CZK 13,000","CZK 3,000",656240,2+kk,9/1/2022,38 m²,Fully furnished,1,,26.6,618.54,23.27,204.71,0.38,476.25,61.1,350.94,295.47,296.9,"Kodaňská, Prague - Vršovice",50.07128,14.45162,"CZK 16,000",Brick,Very good,Personal,G,,,,1.0,,Central,,,,,,,,
"CZK 10,000","CZK 2,500",475975,Studio,8/2/2022,27 m²,Partly,5,,468.1,595.74,168.46,478.99,466.36,508.07,138.91,809.88,493.24,186.43,"Pejevové, Prague - Modřany",50.008473,14.4211704,"CZK 10,000",Prefab concrete,,Personal,C,,,,,,Central,,,,,,,,
"CZK 22,000","CZK 3,900",728241,2 bedroom,9/26/2022,51 m²,Fully furnished,4,1.0,354.87,362.34,122.29,545.04,112.88,269.07,259.5,408.23,700.16,228.94,Prague - Holešovice,50.10086,14.44546,"CZK 30,000",Brick,Very good,,G,,1.0,,,,,,,,,,,,
"CZK 25,000","CZK 6,900",727617,4+kk,7/27/2022,97 m²,Partly,2,,308.41,633.11,721.97,3020.92,780.91,3026.34,830.26,698.46,1184.91,125.3,Prague - Kolovraty,50.0108,14.62982,"CZK 40,000",Brick,Very good,,G,1.0,1.0,,,,,,,,1.0,,,,
"CZK 21,000","CZK 5,500",386956,3+kk,9/19/2022,85 m²,Fully furnished,5,1.0,280.58,594.53,280.71,334.69,330.61,408.9,573.31,547.03,561.08,221.57,"Na Palouku, Prague - Strašnice",50.0789836,14.4876272,"CZK 26,500",Brick,Very good,Personal,,1.0,,,,,Distance,,,,,,,,
"CZK 14,500","CZK 4,200",312866,2+kk,8/10/2022,41 m²,Fully furnished,,1.0,54.99,494.12,171.52,474.95,57.2,469.59,508.28,202.99,60.57,302.67,"Na Topolce, Prague - Podolí",50.059207,14.4257128,"CZK 30,000",Prefab concrete,Very good,Personal,,1.0,,,,,Central,,Standard,Interior,,,,,
"CZK 12,000","CZK 5,000",728213,Small studio,8/1/2022,60 m²,Partly,3,,124.98,843.94,513.13,2419.2,604.62,2252.36,558.34,744.43,1382.25,315.89,Prague - Satalice,50.12367,14.5791,CZK 0,Brick,Good,,B,1.0,,,,,,,,,,,,,
"CZK 6,500","CZK 2,800",728209,Small studio,9/1/2022,18 m²,Fully furnished,2,,124.98,843.94,513.13,2419.2,604.62,2252.36,558.34,744.43,1382.25,315.89,Prague - Satalice,50.12367,14.5791,"CZK 4,000",Brick,Good,,B,1.0,,,,,,,,,,,,,
"CZK 20,000","CZK 3,500",728045,2+kk,9/1/2022,48 m²,Fully furnished,1,1.0,252.84,370.4,310.08,329.52,231.78,423.93,1014.0,160.84,1692.92,53.21,Prague - Jinonice,50.05746,14.37166,"CZK 40,000",Low-energy,New-build,,B,1.0,,1.0,1.0,,Central,Up to 10 years,Standard,,,,,,
"CZK 13,800","CZK 2,500",726686,Small studio,9/1/2022,30 m²,Partly,4,1.0,150.49,1046.7,79.93,248.94,178.51,293.03,143.94,630.82,507.58,740.54,Prague - Holešovice,50.09981,14.43615,"CZK 15,000",Brick,Very good,,G,,1.0,,,,,,,,,,,,
"CZK 10,500","CZK 3,530",728182,Small studio,8/1/2022,23 m²,Unfurnished,1,1.0,129.48,219.24,58.13,81.03,124.9,127.83,516.85,587.63,343.28,546.73,Prague - Holešovice,50.09918,14.42459,"CZK 21,000",Brick,Very good,,G,,1.0,,,,Other,Over 50 years,,Complete,,,,,
"CZK 19,100",CZK 850,566448,3+1,8/15/2022,85 m²,Unfurnished,3,,51.73,331.17,161.11,354.19,85.77,364.91,121.15,155.18,633.79,687.66,"Korunní, Prague - Vinohrady",50.0755043,14.439581,"CZK 38,200",Brick,Good,Personal,,,,,,,Electric boiler,10 to 30 years,Standard,Complete,,,,,
"CZK 11,000","CZK 1,100",669522,Studio,8/15/2022,26 m²,Unfurnished,1,1.0,147.24,321.16,153.69,468.43,122.98,206.48,428.31,60.59,412.34,299.69,"Slezská, Prague - Vinohrady",50.07616,14.44465,"CZK 22,000",Brick,Very good,Personal,G,,1.0,,1.0,,Electric boiler,Up to 10 years,Standard,Complete,,,,,
"CZK 21,000","CZK 3,500",670573,4+1,8/1/2022,76 m²,Fully furnished,1,,347.67,603.74,546.27,738.32,320.63,608.08,774.63,453.42,466.05,307.56,"Květinková, Prague - Žižkov",50.08943,14.49284,"CZK 24,500",Prefab concrete,Good,Personal,G,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,500",64768,2 bedroom,8/1/2022,60 m²,Partly,2,,229.48,2137.36,2210.54,3097.82,2253.09,2971.26,2346.56,2842.05,625.72,485.93,"Na Písku, Prague - Lochkov",50.0051454,14.3531764,"CZK 13,000",Brick,Good,Personal,G,,1.0,,1.0,,,,Standard,Complete,,,,,
"CZK 12,000","CZK 2,800",727568,1 bedroom,10/1/2022,33 m²,Fully furnished,1,,227.47,1141.23,474.24,1264.41,200.28,322.42,459.85,430.37,518.28,374.12,Prague - Modřany,50.0013,14.40581,"CZK 30,000",Brick,Very good,,G,1.0,,,1.0,,,,,,,,,,
"CZK 30,000","CZK 5,000",317585,5+1,8/1/2022,170 m²,Unfurnished,3,,248.24,600.44,186.57,282.16,15.08,474.89,628.01,433.25,418.71,799.03,"Na Bělidle, Prague - Smíchov",50.0716447,14.4047214,"CZK 30,000",Brick,,Personal,,1.0,,,,,,,,,,,,,
"CZK 28,000","CZK 5,100",531338,2+kk,9/1/2022,58 m²,Fully furnished,7,1.0,526.52,1305.66,502.06,706.42,450.77,916.53,1085.0,1044.12,523.95,204.39,"Sanderova, Prague - Holešovice",50.10506,14.45906,"CZK 56,000",Other,New-build,Personal,B,1.0,1.0,1.0,1.0,,Central,,,,,,,,
"CZK 10,000",CZK 0,610913,Studio,8/9/2022,35 m²,Fully furnished,1,1.0,545.56,394.85,29.19,488.87,17.93,62.31,291.93,301.78,621.78,393.5,"Kubelíkova, Prague - Žižkov",50.081857,14.447011,"CZK 20,000",Brick,Very good,Personal,A,,,,,,Electric boiler,Up to 10 years,Luxurious,Complete,,,,,
"CZK 10,400",CZK 0,531527,1 bedroom,8/15/2022,30 m²,Partly,,,314.37,538.24,307.63,613.08,337.3,512.04,196.77,448.2,176.29,209.0,"K Jezeru, Prague - Háje",50.0353278,14.5334969,"CZK 5,000",Brick,,Personal,D,,,,1.0,1.0,,,,,,,,,
"CZK 14,000","CZK 4,000",726883,2+kk,7/21/2022,39 m²,Fully furnished,2,1.0,54.25,793.37,102.25,3050.1,248.29,43.99,839.48,1440.15,1022.95,677.0,Prague - Čakovice,50.15084,14.531,"CZK 28,000",Prefab concrete,Very good,Personal,C,,1.0,,,,,,,,,,,,
"CZK 15,000","CZK 3,850",728144,2+kk,9/1/2022,72 m²,Unfurnished,2,,87.28,290.55,1685.95,2037.85,98.95,501.86,234.32,342.69,527.19,146.3,Prague - Řeporyje,50.03167,14.31035,"CZK 37,700",Brick,Very good,,G,,,,1.0,,,,,,,,,,
"CZK 18,800","CZK 4,500",657443,3+1,4/10/2021,73 m²,Fully furnished,5,1.0,331.9,1275.88,384.34,1205.76,460.12,1272.41,185.92,729.09,2354.51,69.35,Prague - Bohnice,50.1328911,14.4065516,"CZK 20,000",Prefab concrete,Good,Personal,G,,,,,,Central,,,,,,,,
"CZK 10,000","CZK 1,700",728139,Studio,8/1/2022,49 m²,Unfurnished,1,,87.28,290.55,1685.95,2037.85,98.95,501.86,234.32,342.69,527.19,146.3,Prague - Řeporyje,50.03167,14.31035,"CZK 23,400",Brick,Very good,,G,,,,1.0,,,,,,,,,,
"CZK 12,500","CZK 2,700",624240,Studio,8/1/2022,39 m²,Partly,4,1.0,402.95,315.0,80.29,385.12,178.68,329.2,689.5,970.96,1057.71,327.73,"Hnězdenská, Prague - Troja",50.126886,14.42192,"CZK 12,000",Brick,New-build,Personal,B,1.0,1.0,,,,Electric boiler,,,,,,,,
"CZK 18,900","CZK 3,600",572629,2+kk,10/1/2022,62 m²,Fully furnished,2,1.0,148.57,964.96,59.76,729.24,435.04,853.89,229.32,2095.03,1104.34,125.59,"Míšovická, Prague - Zličín",50.0570325,14.2827293,"CZK 30,000",Brick,,Personal,B,,1.0,1.0,,,Distance,Up to 10 years,,,1.0,1.0,,,
"CZK 19,500","CZK 3,500",535268,2 bedroom,9/1/2022,62 m²,Fully furnished,3,,241.55,1029.04,247.04,309.6,207.67,443.95,219.78,131.51,275.39,368.18,"Koněvova, Prague - Žižkov",50.0922383,14.4786372,"CZK 25,000",Brick,Very good,Personal,,1.0,,,,,Central,,,Interior,,,,,
"CZK 17,647","CZK 1,887",728134,2+kk,9/1/2022,55 m²,,1,,100.44,367.79,203.55,249.93,34.15,235.82,127.11,117.9,342.74,623.82,"Italská, Prague - Vinohrady",50.0791098,14.4372953,"CZK 19,534",Other,Good,Personal,,,,,,,,,,,,,"CZK 2,647",,
"CZK 13,000","CZK 4,000",324151,2+kk,8/1/2022,60 m²,Partly,1,1.0,131.1,442.06,136.66,411.8,159.98,412.87,371.47,538.97,433.97,83.85,"Žerotínova, Prague - Žižkov",50.087643,14.4615366,"CZK 17,000",Brick,Good,Personal,,1.0,1.0,,,,,,Standard,Complete,,,,,
"CZK 11,200","CZK 2,600",456259,Studio,8/1/2022,33 m²,Fully furnished,3,,272.2,566.02,238.62,310.05,289.24,241.17,381.01,500.37,872.77,245.02,"Obětí 6. května, Prague - Krč",50.0456133,14.4454289,"CZK 22,400",Brick,,Personal,C,,1.0,,,,Electric boiler,,,Interior,,,,,
"CZK 22,000","CZK 2,000",659309,3+1,8/1/2022,76 m²,Unfurnished,2,1.0,140.38,290.88,110.65,222.53,54.63,9.49,206.46,186.61,647.97,294.23,"Korunní, Prague - Vinohrady",50.0755715,14.452486,"CZK 22,000",Brick,,Personal,,,1.0,,,,Central,,,,,,,,
"CZK 17,500","CZK 4,500",672930,Studio,9/1/2021,34 m²,Fully furnished,1,1.0,86.73,354.45,88.37,197.83,59.56,391.78,425.67,275.04,260.5,600.46,"Zborovská, Prague - Smíchov",50.07303,14.40839,"CZK 17,500",Brick,New-build,Personal,G,,1.0,,,,,Up to 10 years,,Complete,,,,,
"CZK 14,000","CZK 3,500",285837,Studio,8/15/2022,27 m²,Fully furnished,3,,115.69,556.73,119.83,294.59,21.03,331.72,198.65,232.91,444.52,135.17,"Slovinská, Prague - Vršovice",50.0703136,14.458881,"CZK 14,000",Brick,Very good,Cooperative,,,1.0,,,,Other,Up to 10 years,Luxurious,Interior,,,,,
"CZK 28,000","CZK 6,400",728106,2+kk,12/1/2022,92 m²,Fully furnished,3,1.0,83.09,278.62,205.88,378.41,5.96,503.36,395.91,397.31,304.34,390.61,Prague - Libeň,50.10418,14.47862,"CZK 28,000",Brick,Very good,,C,,,,1.0,,,,,,1.0,,,,
"CZK 11,000",CZK 500,727657,Studio,8/8/2022,23 m²,Partly,-1,,249.05,1298.51,202.07,945.42,111.09,404.63,240.65,327.01,265.7,149.78,Prague - Vokovice,50.09842,14.34624,"CZK 11,500",Brick,Very good,Personal,D,,,,,,Electric boiler,,Standard,Complete,,,,,
"CZK 16,500","CZK 3,500",577724,1 bedroom,8/1/2022,54 m²,Unfurnished,1,,219.5,946.05,841.32,968.01,597.45,658.25,447.78,336.51,656.48,308.93,"Na Fialce I, Prague - Řepy",50.069707,14.315345,"CZK 20,000",Brick,New-build,Personal,E,,1.0,,1.0,1.0,Gas boiler,,Luxurious,,,,,,
"CZK 21,000","CZK 4,500",131474,2+kk,9/1/2022,64 m²,Fully furnished,6,1.0,161.62,207.64,86.06,137.14,73.03,80.74,397.84,733.04,245.51,397.15,"Sochařská, Prague - Bubeneč",50.1008477,14.4247118,"CZK 42,000",Brick,Very good,Personal,,1.0,1.0,,,,,10 to 30 years,Luxurious,Complete,,,,,
"CZK 18,900","CZK 3,000",725594,2+kk,8/1/2022,64 m²,Partly,2,1.0,312.75,709.44,672.23,713.76,959.04,780.68,694.7,305.37,654.72,252.49,Prague - Háje,50.032,14.53934,"CZK 37,800",Other,New-build,,C,,1.0,1.0,,,,,,,,,,,
"CZK 24,000","CZK 5,000",564309,4+1,9/1/2022,90 m²,Unfurnished,5,1.0,355.53,502.21,250.25,427.16,344.64,720.42,245.79,690.63,593.16,325.92,"Podvinný mlýn, Prague - Libeň",50.10706,14.485427,"CZK 30,000",Prefab concrete,Very good,Personal,B,,1.0,,,,Distance,10 to 30 years,Standard,Complete,,1.0,,,
"CZK 50,000","CZK 5,000",728055,3+kk,8/15/2022,96 m²,Unfurnished,,,274.08,1086.63,348.55,678.17,213.74,191.06,240.4,275.12,84.59,388.38,Prague - Vyšehrad,50.06589,14.41584,"CZK 50,000",Brick,Very good,,G,,,,,1.0,,,,,,,,,
"CZK 17,000","CZK 2,000",413089,2+kk,9/1/2022,47 m²,Fully furnished,3,,291.54,369.09,134.76,362.09,102.91,310.8,203.34,269.83,573.26,255.46,"Blodkova, Prague - Žižkov",50.0796704,14.449102,"CZK 17,000",Brick,,Personal,E,,1.0,,,,Gas boiler,,Luxurious,Complete,,,,,
"CZK 13,000","CZK 3,000",726095,2+kk,8/1/2022,39 m²,Partly,3,1.0,373.74,1317.72,426.18,1247.6,501.95,1314.25,134.71,770.93,2395.49,123.12,Prague - Bohnice,50.13331,14.40696,"CZK 15,000",Prefab concrete,Very good,,G,,,,,,Central,,,,,,,,
"CZK 17,900","CZK 5,000",728053,2+kk,7/31/2022,54 m²,Partly,,,103.75,955.7,280.48,410.2,14.01,631.02,346.46,380.05,657.91,172.57,Prague - Bubeneč,50.1039,14.40337,"CZK 15,000",Brick,Good,,C,,,,,,,,,,,,,,
"CZK 35,000","CZK 5,500",723928,4+kk,8/15/2022,134 m²,Unfurnished,6,1.0,135.95,201.01,340.8,380.24,371.18,487.46,327.05,520.71,892.99,328.15,Prague - Košíře,50.06932,14.37569,"CZK 40,000",Brick,Very good,,G,,1.0,,,1.0,,,,,1.0,,,,
"CZK 17,900","CZK 3,000",728049,2+kk,8/22/2022,56 m²,Fully furnished,2,,352.48,956.77,123.77,534.44,359.81,893.83,253.19,169.36,830.63,334.59,Prague - Nusle,50.05586,14.44625,"CZK 45,000",Brick,Very good,,G,,1.0,,,,,,,,,,,,
"CZK 15,000","CZK 4,500",727443,1 bedroom,7/26/2022,43 m²,Partly,2,,242.5,1133.9,995.97,979.62,524.03,1046.57,957.66,1396.21,1079.54,388.61,Prague - Břevnov,50.08035,14.35553,"CZK 19,500",Brick,Very good,Personal,,,,,,,,,,Complete,,,,,
"CZK 33,500","CZK 2,500",728027,3+kk,7/31/2022,111 m²,Partly,5,1.0,305.78,376.46,138.55,373.2,88.6,308.5,220.64,289.39,592.81,264.86,Prague - Žižkov,50.07985,14.44942,"CZK 55,000",Brick,Very good,,C,1.0,,,1.0,,,,,,,,,,
"CZK 20,000",CZK 0,728043,2+kk,8/6/2022,50 m²,Unfurnished,2,,472.29,943.14,661.04,1348.71,676.16,989.59,1050.16,1126.49,1467.83,658.23,Prague - Kyje,50.11055,14.56754,"CZK 40,000",Brick,New-build,Personal,B,1.0,,1.0,1.0,,,,Standard,,,,,,
"CZK 16,500","CZK 3,700",475139,2 bedroom,8/1/2022,52 m²,Unfurnished,2,1.0,364.11,601.44,325.23,415.99,323.01,501.22,198.77,49.84,606.41,632.59,"Mládeže, Prague - Břevnov",50.0856422,14.3688265,"CZK 16,500",Brick,Very good,Cooperative,,,1.0,,,,,,,Interior,,,,,
"CZK 16,000","CZK 1,500",728041,1 bedroom,10/1/2022,40 m²,Partly,1,,241.72,298.32,127.48,147.48,64.4,193.21,322.48,476.18,216.65,289.33,Prague - Bubeneč,50.09985,14.3988,"CZK 20,000",Brick,Very good,,G,,,,,1.0,,,,,,,,,
"CZK 16,400","CZK 1,600",728040,2+kk,10/1/2022,54 m²,Partly,3,,242.57,898.49,172.45,567.79,137.59,516.28,374.91,700.39,447.57,398.2,Prague - Nusle,50.06041,14.43449,"CZK 25,000",Brick,Very good,,E,,1.0,,,,,Up to 10 years,Luxurious,Complete,,,,,
"CZK 11,000","CZK 3,000",554711,Small studio,9/1/2022,25 m²,Fully furnished,,,117.78,1596.54,85.26,1756.37,294.9,1535.46,755.21,521.88,193.58,171.74,"Mladotická, Prague - Ruzyně",50.0865731,14.3246233,"CZK 10,000",Brick,,Personal,C,,1.0,,1.0,1.0,Central,,,,,,,,
"CZK 14,000","CZK 4,900",728020,2+kk,8/15/2022,48 m²,Fully furnished,5,1.0,180.29,143.58,72.18,1043.56,52.24,878.51,281.06,491.16,562.55,232.84,Prague - Hlubočepy,50.02961,14.36595,"CZK 28,000",Brick,New-build,,A,1.0,,1.0,1.0,,,,,,1.0,,,,
