Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Age,Designe,Floor space,Fully furnished,Condition,Ownership,EPC,Heating,Balcony,Garage,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Lift,Cellar,New-build,Parking,Enclosed balcony,Domácí mazlíčci vítáni,Terrace,Reconstruction,Administrative fee,Plot type
"CZK 25,000","CZK 4,000","CZK 29,000",389695,3+1,10/1/2022,4,Prefab concrete,,,103 m²,Partly,,Personal,C,Central,1.0,,213.95,640.16,267.15,268.06,207.81,187.11,185.54,362.22,1395.5,129.39,"Nušlova, Prague - Stodůlky",50.0529616,14.3490188,1.0,,,,1.0,,,,,
"CZK 17,000","CZK 3,000","CZK 30,000",623792,Studio,9/1/2020,3,Brick,,Luxurious,44 m²,Fully furnished,Very good,Personal,B,Gas boiler,,,164.84,409.94,161.23,292.86,159.42,240.26,385.46,455.03,185.97,161.28,"Anežská, Prague - Staré Město",50.091925,14.423863,,,,,,,,Complete,,
"CZK 15,000","CZK 3,000","CZK 25,000",644784,Studio,10/30/2022,2,Brick,,,38 m²,Fully furnished,Very good,Personal,B,Distance,,,36.85,193.63,41.55,92.16,45.28,4.26,159.78,261.92,185.7,236.1,"Dlouhá, Prague - Staré Město",50.090309,14.426676,1.0,,,,,,,,,
"CZK 28,800","CZK 5,800","CZK 45,000",566375,2 bedroom,9/1/2022,1,Brick,,,65 m²,Fully furnished,,Personal,G,Gas boiler,1.0,,124.79,451.96,157.36,293.51,128.12,183.56,213.19,293.47,135.81,471.93,"Mánesova, Prague - Vinohrady",50.0779063,14.4417343,1.0,,,,,,,,,
"CZK 20,000","CZK 7,000","CZK 45,000",730773,2 bedroom,9/1/2022,2,Brick,30 - 50 years,,55 m²,Partly,Very good,Personal,G,Central,1.0,,142.89,368.6,396.96,381.66,287.22,1332.25,334.52,695.43,956.12,622.84,Prague - Záběhlice,50.04715,14.48291,,,,,,1.0,,Exterior,,
"CZK 17,000","CZK 4,800","CZK 17,000",726503,2 bedroom,7/19/2022,3,Brick,,Standard,64 m²,Fully furnished,Very good,Cooperative,,,1.0,,77.26,1194.19,749.99,1186.85,601.55,675.04,515.47,826.4,1235.44,627.62,Prague - Braník,50.02706,14.41658,,,,1.0,,,,,,
"CZK 18,800","CZK 4,900","CZK 8,000",731453,Studio,8/28/2022,2,Brick,,,30 m²,Fully furnished,Very good,,B,,1.0,,354.21,737.34,455.75,355.35,376.01,575.19,1043.45,328.66,1016.27,67.61,Prague - Střešovice,50.09684,14.38976,,,,,,,,,,
"CZK 14,000","CZK 1,650","CZK 16,000",712897,Studio,10/1/2022,,Brick,Up to 10 years,Standard,21 m²,Partly,Very good,Personal,G,Electric boiler,,,152.93,806.07,163.65,319.49,65.27,93.5,536.3,915.84,488.21,814.71,"Šimáčkova, Prague - Holešovice",50.10308,14.43375,1.0,1.0,,,,,,Complete,,
"CZK 18,000","CZK 5,000","CZK 22,000",425185,2+kk,8/28/2022,1,Brick,Up to 10 years,Luxurious,56 m²,Fully furnished,,Personal,C,Other,,,85.3,212.78,59.97,163.18,127.61,304.28,276.4,561.91,304.53,301.03,"Za Poštou, Prague - Strašnice",50.0761964,14.4905813,,1.0,,,,,,,,
"CZK 20,000","CZK 3,000","CZK 30,000",70257,2+kk,8/23/2022,,Brick,,,40 m²,Partly,,Personal,,Electric boiler,,,168.82,290.16,47.69,357.38,67.06,409.98,147.03,133.92,520.36,665.19,Prague - Vinohrady,50.0757383,14.440774,,,,,,,,Complete,,
"CZK 9,200","CZK 1,050","CZK 10,000",731390,,8/27/2022,,,,,23 m²,,,,,,,,115.09,1032.67,80.25,311.2,75.8,134.11,370.43,418.92,410.08,300.64,Prague - Žižkov,50.09084,14.47161,,,,,,,,,,
"CZK 29,900","CZK 4,000","CZK 29,900",731449,2+kk,8/28/2022,3,Brick,,,58 m²,Unfurnished,New-build,,B,,,,140.56,577.97,113.5,130.14,152.77,131.11,432.29,632.55,509.18,241.35,Prague - Libeň,50.1046,14.47194,1.0,1.0,1.0,1.0,,,1.0,,,
"CZK 29,900",CZK 740,"CZK 59,800",238692,4+kk,7/22/2022,3,Brick,,Standard,146 m²,Partly,Good,Personal,C,,,,109.74,980.99,386.17,954.65,148.18,1005.58,631.08,500.51,373.2,376.53,"Hornoměcholupská, Prague - Hostivař",50.0521645,14.5301399,,1.0,,,,,,Complete,,
"CZK 8,000","CZK 3,500","CZK 15,000",715124,Studio,9/1/2022,6,Prefab concrete,,,20 m²,Partly,Good,Personal,D,Central,,,175.39,1211.28,233.95,3602.9,307.06,263.5,203.61,2322.75,1901.97,753.55,"Na Okruhu, Prague - Písnice",50.00103,14.46431,1.0,,,1.0,,,,,,
"CZK 13,900","CZK 3,000","CZK 15,000",86915,2+kk,9/2/2022,3,Brick,,,48 m²,Fully furnished,Very good,,,,,,212.9,699.7,163.89,65.56,30.73,313.69,616.42,611.95,557.41,214.92,"Hájkova, Prague - Žižkov",50.0892301,14.4649476,1.0,1.0,,,,,,,,
"CZK 24,800","CZK 5,000","CZK 25,000",730883,2+kk,10/3/2022,5,Brick,,,57 m²,Fully furnished,Very good,Personal,G,,,,137.12,489.32,75.46,171.04,0.13,363.78,516.89,322.14,307.6,687.91,Prague - Smíchov,50.07184,14.40625,1.0,1.0,,,,1.0,,,,
"CZK 50,000",CZK 0,CZK 0,719964,3+kk,7/31/2022,2,Brick,,Luxurious,100 m²,Fully furnished,Very good,Personal,G,Gas boiler,,,115.76,112.29,71.33,121.74,25.59,235.38,203.84,185.81,291.49,271.4,"Benediktská, Prague - Staré Město",50.08995,14.42693,1.0,,,,1.0,,,Complete,,
"CZK 10,500","CZK 2,500","CZK 20,000",558580,Studio,9/1/2022,2,Brick,,,31 m²,Partly,,,,Central,,,373.21,1008.33,345.05,695.97,340.31,423.14,423.27,736.47,111.65,176.35,Prague - Libeň,50.1102035,14.4760865,,,,,,,,,,
"CZK 17,500","CZK 4,200","CZK 36,000",731440,1 bedroom,8/27/2022,1,Brick,,,34 m²,Partly,Good,Personal,D,,,,309.93,1324.95,228.84,710.35,257.19,425.17,569.56,583.75,698.96,307.13,Prague - Bubeneč,50.11009,14.39572,,1.0,,,,1.0,,,,
"CZK 20,900","CZK 2,800","CZK 20,900",731435,Studio,8/27/2022,2,Brick,,,36 m²,Unfurnished,New-build,,B,,,,140.56,577.97,113.5,130.14,152.77,131.11,432.29,632.55,509.18,241.35,Prague - Libeň,50.1046,14.47194,1.0,1.0,1.0,1.0,,,1.0,,,
"CZK 16,000","CZK 1,744","CZK 16,000",628460,Studio,9/1/2022,1,Brick,,,43 m²,Unfurnished,Good,Personal,G,Distance,,,327.31,584.04,205.09,356.41,172.42,367.7,158.25,176.48,373.62,150.08,"Kamenická, Prague - Holešovice",50.0976,14.427997,1.0,,,,,,,,,
"CZK 8,000","CZK 4,000","CZK 12,000",731432,1 bedroom,8/27/2022,3,Brick,,,25 m²,Fully furnished,Good,,C,,1.0,,225.84,998.78,156.94,498.46,315.81,461.06,478.73,438.76,758.62,198.52,Prague - Prosek,50.11597,14.49889,,,,,,,,,,
"CZK 12,000","CZK 4,000","CZK 12,000",731430,2+kk,8/27/2022,11,Prefab concrete,,,43 m²,Fully furnished,Good,,G,,,,489.24,1034.37,631.38,1131.4,174.27,1012.6,255.64,332.1,843.47,121.89,Prague - Horní Měcholupy,50.04789,14.5613,1.0,,,1.0,,,,,,
"CZK 18,500","CZK 1,500","CZK 20,000",501933,2+kk,8/28/2022,3,Brick,,,52 m²,Fully furnished,,Cooperative,G,,,,147.19,236.94,131.18,98.74,64.88,145.53,351.54,660.68,472.17,473.71,"Jirečkova, Prague - Holešovice",50.0992787,14.4239293,1.0,,,,,,,,,
"CZK 40,000","CZK 5,500","CZK 91,000",730824,3+1,8/22/2022,4,Brick,,,170 m²,Partly,Very good,,G,,1.0,,330.89,661.36,322.57,513.77,359.29,650.66,459.34,819.46,239.7,329.09,Prague - Podolí,50.05526,14.42152,,1.0,,1.0,,,1.0,,,
"CZK 19,000","CZK 2,000","CZK 38,000",605812,Studio,9/7/2022,5,Brick,,,42 m²,Partly,Very good,Personal,,Central,,,165.64,741.92,52.41,96.6,104.88,171.12,251.74,483.54,150.69,593.26,"Veverkova, Prague - Holešovice",50.100125,14.431629,1.0,,,,,,1.0,,,
"CZK 16,000","CZK 2,500","CZK 37,000",730259,Studio,8/17/2022,2,Brick,,,32 m²,Fully furnished,New-build,,B,,,,110.17,1151.62,486.69,1390.49,516.43,1141.26,906.6,797.73,1015.03,331.85,Prague - Braník,50.0358252,14.4138519,,,,,,,1.0,,,
"CZK 33,000","CZK 6,200","CZK 50,000",731411,4+kk,9/1/2022,2,Low-energy,,,120 m²,Fully furnished,Very good,,B,,,,148.21,1029.77,249.9,738.37,229.77,616.22,937.79,501.32,250.45,282.83,Prague - Strašnice,50.0818,14.48523,1.0,1.0,,1.0,1.0,,,,,
"CZK 28,500","CZK 3,000","CZK 31,500",716384,3+kk,8/15/2022,7,Brick,Up to 10 years,Luxurious,77 m²,Partly,Very good,Personal,G,Distance,1.0,,333.31,299.19,45.56,214.52,54.5,38.78,271.42,790.21,190.1,583.95,"Opletalova, Prague - Nové Město",50.08123,14.42982,1.0,,,1.0,1.0,,,Interior,,
"CZK 16,800",CZK 800,"CZK 33,600",518150,3+kk,9/1/2022,1,Brick,,,62 m²,Unfurnished,,Personal,,,,,136.52,161.2,174.39,571.31,228.96,210.25,838.28,528.14,827.24,593.25,"Zenklova, Prague - Libeň",50.1193528,14.4614637,,,,,,,,,,
"CZK 14,200",CZK 800,"CZK 28,400",518153,2 bedroom,9/1/2022,-1,Brick,,,53 m²,Unfurnished,,Personal,,,,,136.52,161.2,174.39,571.31,228.96,210.25,838.28,528.14,827.24,593.25,Prague - Libeň,50.1193528,14.4614637,,,,,,,,,,
"CZK 11,000",CZK 730,"CZK 12,000",43967,1 bedroom,8/30/2022,1,Brick,,,29 m²,Fully furnished,Good,Personal,G,,1.0,,147.75,856.85,252.64,493.2,99.8,557.31,391.63,366.22,734.94,339.63,"U Družstev, Prague - Nusle",50.0540439,14.441087,,,,,,,,,,
"CZK 17,900","CZK 3,900","CZK 4,000",641182,Studio,8/31/2022,3,Brick,,Standard,25 m²,Fully furnished,Good,Personal,B,Central,,,356.6,734.94,453.36,352.96,373.61,572.79,1041.05,326.27,1013.88,65.21,"Buštěhradská, Prague - Střešovice",50.096835,14.389714,,,,,,,,Bathroom unit,,
"CZK 12,000",CZK 0,"CZK 12,000",731407,Studio,9/1/2022,1,Brick,,,26 m²,Partly,New-build,,G,,,,162.27,207.98,82.45,179.03,67.54,172.94,262.52,414.76,310.06,369.39,Prague - Vršovice,50.06795,14.45627,,,,,,,,,,
"CZK 22,000","CZK 4,500","CZK 50,000",728893,Studio,9/12/2022,5,Low-energy,,,39 m²,Partly,New-build,,B,,,1.0,292.74,597.07,273.19,266.0,167.75,409.2,830.45,1028.64,565.09,367.73,Prague - Karlín,50.09629,14.45175,1.0,1.0,1.0,1.0,1.0,,1.0,,,
"CZK 16,000",CZK 0,"CZK 16,000",583578,,8/30/2022,1,Brick,10 to 30 years,Standard,15 m²,Fully furnished,Good,Cooperative,C,Gas boiler,,,205.33,658.07,330.79,666.41,147.84,610.89,238.11,457.49,14.87,566.93,"Krouzova, Prague - Modřany",50.012335913975,14.418793902307,1.0,1.0,,,1.0,,,Complete,,
"CZK 18,000","CZK 3,500","CZK 36,000",392925,2+kk,9/1/2022,5,Brick,Up to 10 years,Luxurious,50 m²,Partly,New-build,Personal,B,Distance,1.0,,487.64,1059.79,268.72,1038.86,696.6,637.22,559.36,510.6,1320.66,97.89,Prague - Střížkov,50.1308869,14.4954099,1.0,,,1.0,,,,,,
"CZK 18,500","CZK 4,600","CZK 37,000",462793,Studio,10/1/2022,4,Brick,,,58 m²,Fully furnished,,Personal,,Central,,,243.2,1045.68,420.92,402.29,343.22,869.46,807.11,190.63,1167.33,436.4,"Velvarská, Prague - Dejvice",50.0992603,14.3830536,1.0,,,,,,,Complete,,
"CZK 21,900","CZK 3,000","CZK 44,000",686568,Studio,9/1/2022,2,Brick,Up to 10 years,,26 m²,Fully furnished,New-build,Personal,E,,,,98.4,430.77,193.81,210.42,67.47,366.05,461.93,467.64,787.48,452.05,"Gorazdova, Prague - Nové Město",50.07386,14.41527,1.0,,,,,,,Complete,,
"CZK 23,000","CZK 4,000","CZK 27,000",730804,3+1,10/1/2022,2,Brick,,,77 m²,Partly,Very good,,G,,,,473.84,1388.43,450.65,1215.14,466.26,729.37,635.55,575.59,435.22,232.77,Prague - Vokovice,50.10084,14.34982,,1.0,,1.0,,1.0,,,,
"CZK 21,900","CZK 5,800","CZK 8,000",657015,1 bedroom,8/29/2022,1,Brick,,Standard,40 m²,Fully furnished,Very good,Personal,B,Central,,,354.21,737.34,455.75,355.35,376.01,575.19,1043.45,328.66,1016.27,67.61,"Buštěhradská, Prague - Střešovice",50.09684,14.38976,,,,1.0,,,,Exterior,,
"CZK 19,000","CZK 1,800","CZK 38,000",496824,2 bedroom,9/1/2022,2,Brick,Over 50 years,,69 m²,Partly,,Personal,,Gas boiler,,,191.28,442.28,71.73,199.8,77.02,134.35,347.72,484.05,479.89,421.08,"Žitná, Prague - Nové Město",50.0777397,14.4219854,,,,,,,,Interior,,
"CZK 9,000","CZK 3,500","CZK 12,500",598923,Studio,8/29/2022,1,Brick,Over 50 years,Standard,25 m²,Fully furnished,Good,Personal,,Central,,,124.29,570.79,643.97,3423.31,686.52,3258.25,779.99,2708.89,893.71,595.03,"K Lochkovu, Prague - Slivenec",50.014854,14.356438,,,,,,,,,,
"CZK 4,900","CZK 1,000",CZK 0,686626,2 bedroom,9/1/2022,4,Brick,,,50 m²,Fully furnished,Very good,Personal,G,Central,,,180.5,668.29,52.54,601.09,271.63,449.0,151.53,1025.29,424.12,87.77,"Ortenovo náměstí, Prague - Holešovice",50.10915,14.44742,,,,,,,,,,
"CZK 11,000","CZK 4,500","CZK 15,000",521063,Studio,9/15/2022,2,Brick,,,30 m²,Fully furnished,Good,Personal,,,,,97.12,733.05,21.71,64.86,76.1,92.87,395.6,480.64,426.09,357.46,Prague - Žižkov,50.0893775,14.46752,,,,,,,,,,
"CZK 60,000","CZK 6,000","CZK 120,000",731171,4+kk,8/25/2022,5,Brick,,,130 m²,Partly,Very good,,G,,1.0,,264.54,188.83,342.77,281.35,223.32,522.66,177.43,189.95,990.47,464.35,Prague - Malá Strana,50.08904,14.40703,,1.0,,,,,1.0,Complete,,
"CZK 31,000","CZK 8,000","CZK 50,000",472794,4+kk,10/1/2022,2,Brick,,,105 m²,Partly,Very good,Personal,,,1.0,,144.2,197.38,28.0,235.07,11.48,250.9,340.48,492.72,328.98,306.07,Prague - Vršovice,50.0674451,14.4566149,,,,,,,,Complete,,
"CZK 19,000","CZK 4,000","CZK 46,000",249879,2+kk,10/1/2022,2,Brick,,,66 m²,Fully furnished,Very good,Personal,,Electric boiler,,,372.23,943.38,625.63,1057.02,355.45,903.11,637.89,793.73,557.5,136.86,"Švejcarovo náměstí, Prague - Stodůlky",50.0361776,14.3299157,1.0,,,1.0,1.0,,,,,
"CZK 24,000","CZK 4,000","CZK 48,000",729219,2+kk,10/1/2022,8,Brick,Up to 10 years,Luxurious,62 m²,Fully furnished,New-build,Personal,B,Central,1.0,1.0,174.3,970.54,39.31,895.64,476.02,323.89,470.1,346.69,1007.32,78.8,Prague - Střížkov,50.12917,14.49331,1.0,,1.0,1.0,,,,,,
"CZK 16,000","CZK 3,000","CZK 32,000",731388,2+kk,9/1/2022,3,Brick,,,58 m²,Partly,Very good,,C,Central,1.0,,239.32,721.27,303.79,535.82,218.67,196.36,205.9,255.22,502.0,327.73,Prague - Břevnov,50.08527,14.37305,1.0,,,,,,,,,
"CZK 17,400","CZK 2,500","CZK 17,400",531248,2+kk,8/29/2022,3,Brick,,Standard,40 m²,Fully furnished,Very good,Personal,A,Central,,,232.35,639.23,694.32,275.43,313.44,544.84,723.66,511.93,1205.5,201.79,"Vostrovská, Prague - Dejvice",50.1001838,14.3671741,,,,,,,,Complete,,
"CZK 44,000","CZK 5,000","CZK 50,000",616335,4+1,8/30/2022,2,Brick,,Luxurious,150 m²,Partly,Very good,Personal,A,Central,1.0,,187.19,1435.35,170.17,1071.56,167.78,148.85,445.52,578.95,458.41,194.93,Prague - Dejvice,50.104941,14.371193,,,,,,,1.0,Complete,,
"CZK 20,000","CZK 5,000","CZK 40,000",731383,3+kk,8/29/2022,4,Prefab concrete,,Standard,68 m²,Partly,Very good,,G,Central,,,188.87,571.91,441.15,1615.09,114.43,1040.11,728.55,1013.12,597.88,292.79,Prague - Krč,50.02256,14.45293,1.0,,,,1.0,,,,,
"CZK 15,000","CZK 3,000","CZK 30,000",147926,2+kk,11/1/2022,3,Brick,,Standard,45 m²,Partly,Very good,Personal,B,Central,1.0,,140.36,1538.25,310.84,1816.92,368.3,357.37,945.26,368.13,1082.06,17.82,"Bratislavská, Prague - Hostivař",50.0437706,14.5156536,,,,,,,,,,
"CZK 15,500","CZK 2,700","CZK 18,500",146694,2+kk,9/15/2018,9,Brick,,,45 m²,Partly,Good,Personal,C,,,,197.13,823.35,167.39,545.57,356.99,337.52,169.29,615.37,522.89,223.02,Prague - Letňany,50.1384241,14.5063347,1.0,,,,,,,,,
"CZK 38,000","CZK 6,140","CZK 60,000",714349,3+1,9/1/2022,4,Brick,,,125 m²,Partly,Very good,Personal,G,,,,169.6,512.43,178.1,306.01,36.59,299.49,192.69,443.73,233.23,420.28,"Bílkova, Prague - Staré Město",50.09099,14.42074,1.0,1.0,,,,,,Interior,,
"CZK 17,500","CZK 4,000","CZK 30,000",616020,1 bedroom,9/4/2022,2,Brick,,,65 m²,Partly,Very good,Personal,E,Other,,,247.1,630.68,127.65,253.18,101.33,211.07,303.13,194.24,531.44,302.09,"Sudoměřská, Prague - Žižkov",50.080729,14.4582,,1.0,,,1.0,,,,,
"CZK 14,000","CZK 2,500","CZK 28,000",730724,Studio,8/21/2022,1,Brick,10 to 30 years,Standard,42 m²,Fully furnished,New-build,,G,,1.0,,1478.51,2152.1,1779.95,2050.57,1884.71,2089.31,1389.09,1749.38,2849.26,1483.91,Prague - Uhříněves,50.04535,14.59727,,,1.0,1.0,,1.0,,,,
"CZK 13,000","CZK 5,000","CZK 27,000",720668,2+kk,8/29/2022,,Brick,,,45 m²,Partly,Good,Personal,D,,,,119.95,431.06,322.14,677.14,64.36,453.23,325.03,553.24,462.77,192.45,Prague - Žižkov,50.09483,14.49518,,,,,,,,,,
"CZK 27,500","CZK 7,200","CZK 55,000",584777,3+1,9/1/2022,6,Brick,,Standard,110 m²,Fully furnished,Very good,Personal,G,,,,286.67,574.75,38.34,342.06,12.03,299.95,392.01,283.12,620.33,292.11,"Sudoměřská, Prague - Žižkov",50.079945,14.458475,1.0,,,,,,1.0,Complete,,
"CZK 18,000","CZK 3,500","CZK 35,000",731347,2+kk,9/1/2022,2,Brick,,,55 m²,Fully furnished,New-build,,C,,1.0,,299.06,447.73,942.69,1026.69,418.21,563.91,853.15,911.69,315.13,230.56,Prague - Letňany,50.13989,14.51874,1.0,1.0,1.0,,,,,,,
"CZK 21,500","CZK 3,058","CZK 32,250",386583,2+kk,9/5/2022,6,Prefab concrete,Up to 10 years,Standard,66 m²,Partly,New-build,Personal,,Central,1.0,1.0,200.44,899.67,116.64,347.09,27.75,327.12,327.09,562.48,353.21,44.52,"Kurta Konráda, Prague - Libeň",50.1050691,14.4879729,1.0,1.0,1.0,,,,,,,
"CZK 33,000","CZK 10,000","CZK 33,000",729540,3+kk,9/1/2022,5,Other,,,136 m²,Fully furnished,Very good,,G,,,,414.08,771.69,477.5,878.68,3.32,463.98,336.19,409.67,481.2,613.02,"Na Výsledku II, Prague - Nusle",50.05555665,14.44677365,1.0,1.0,,,,,1.0,,,
"CZK 23,000","CZK 5,730","CZK 23,000",731351,3+1,8/26/2022,2,Brick,,,73 m²,Fully furnished,Very good,,G,,,,195.03,167.22,83.77,41.96,99.88,440.81,270.05,289.72,1038.17,276.75,Prague - Vinohrady,50.07799,14.45415,,,,,,1.0,,,,
"CZK 21,000","CZK 4,000","CZK 42,000",731348,2+kk,1/3/2023,11,Brick,Up to 10 years,Standard,61 m²,Unfurnished,New-build,Personal,B,Distance,1.0,1.0,242.34,1352.77,303.49,1027.31,364.56,863.04,303.66,1008.3,1292.55,839.42,Prague - Vysočany,50.10109,14.5057,1.0,1.0,1.0,1.0,,,,,,
"CZK 15,000","CZK 4,000","CZK 30,000",730681,2 bedroom,9/5/2022,1,Brick,,Standard,49 m²,Partly,Very good,Personal,G,,,,72.47,323.21,123.04,161.16,83.35,257.83,190.96,677.42,400.74,244.94,Prague - Strašnice,50.07551,14.48872,,,,1.0,,,,Complete,,
"CZK 12,500","CZK 1,000","CZK 13,500",598559,Studio,9/15/2022,3,Brick,Up to 10 years,Luxurious,25 m²,Partly,New-build,Personal,B,,1.0,,91.39,310.67,92.06,91.12,15.07,54.1,374.99,679.58,586.87,437.09,"Čestmírova, Prague - Nusle",50.064342,14.442252,,1.0,,1.0,,,,Complete,,
"CZK 19,500","CZK 4,300","CZK 45,000",730680,2+kk,11/1/2022,3,Prefab concrete,,,51 m²,Fully furnished,Very good,Personal,D,,,,77.89,806.6,238.19,510.21,346.43,332.17,116.14,372.1,179.0,189.14,Prague - Letňany,50.13414,14.50913,1.0,1.0,,,1.0,,,,,
"CZK 23,000","CZK 2,256","CZK 50,512",727374,2+kk,10/1/2022,5,Brick,,,50 m²,Partly,Very good,Personal,E,,,,229.92,458.16,132.37,16.18,66.74,348.3,271.86,425.85,412.95,347.61,"Smolenská, Prague - Vršovice",50.0694328,14.45145165,1.0,1.0,,,,,,Complete,,
"CZK 26,000","CZK 3,200","CZK 58,400",727402,2 bedroom,10/1/2022,4,Brick,,,70 m²,Partly,Very good,Personal,E,,1.0,,294.31,695.6,57.95,472.25,12.23,470.59,243.7,242.01,491.49,211.15,"Ruská, Prague - Vršovice",50.07222495,14.45512555,,,,,,,,Complete,,
"CZK 19,485",CZK 949,"CZK 20,500",731337,2+kk,8/15/2022,1,Other,,,40 m²,,Good,Personal,,,,,133.2,734.92,342.02,599.67,131.95,302.7,365.01,319.07,608.33,405.73,"Nad Kajetánkou, Prague - Břevnov",50.0861501,14.3723843,,,,,,,,,"CZK 2,923",
"CZK 14,000","CZK 3,600","CZK 14,000",505470,2+kk,10/1/2022,7,Prefab concrete,,,43 m²,Partly,Very good,Personal,D,Distance,,,97.07,518.62,175.18,614.86,171.34,492.91,345.02,334.45,1585.25,88.37,"Famfulíkova, Prague - Kobylisy",50.1318409,14.4711883,1.0,,,,,,,Bathroom unit,,
"CZK 19,800","CZK 2,000","CZK 24,000",606361,2 bedroom,9/1/2022,1,Brick,,Standard,67 m²,Partly,Very good,Personal,B,Electric boiler,,,131.48,515.69,253.55,394.7,118.91,600.85,270.67,1270.4,155.34,163.32,"Jana Zajíce, Prague - Bubeneč",50.100818,14.417075,,,,,,,,Complete,,
"CZK 12,500","CZK 3,000","CZK 25,000",494175,Studio,10/1/2022,2,Brick,Up to 10 years,,37 m²,Partly,,Personal,C,Gas boiler,1.0,,47.67,1568.73,316.33,6476.7,1240.54,1317.99,1068.01,1008.14,1397.71,1080.16,"Rosická, Prague - Vinoř",50.1531832,14.5860847,,,,,,,,,,
"CZK 19,500","CZK 4,500","CZK 39,000",731322,2 bedroom,9/1/2022,4,Brick,,,56 m²,Fully furnished,Very good,,G,,1.0,,188.1,194.17,38.22,206.86,69.14,61.65,394.66,543.39,153.34,384.84,Prague - Holešovice,50.10488,14.44655,1.0,1.0,,,,,,,,
"CZK 20,000","CZK 4,500","CZK 40,000",461130,3+kk,9/12/2022,1,Brick,Up to 10 years,,62 m²,Fully furnished,,Personal,C,,,,245.07,1603.95,923.29,2129.19,697.88,1650.4,1292.07,1787.3,1232.57,710.16,"Farkašova, Prague - Kyje",50.1158365,14.5628399,1.0,,,1.0,,,1.0,,,
"CZK 14,000","CZK 4,300","CZK 42,000",731314,Studio,9/8/2022,,Brick,Up to 10 years,Standard,31 m²,Unfurnished,New-build,Personal,G,,,,91.54,820.46,1038.67,2473.66,459.96,709.18,1822.92,652.03,467.42,170.28,Prague - Ďáblice,50.14495,14.47491,1.0,1.0,1.0,,,,1.0,,,
"CZK 14,900","CZK 2,750","CZK 20,000",731312,Studio,9/1/2022,1,Brick,,,30 m²,Fully furnished,New-build,,G,,,,176.41,649.83,330.27,562.13,263.45,522.46,374.06,579.0,711.15,324.72,Prague - Michle,50.05069,14.45507,1.0,,,,,,,Complete,,
"CZK 25,000","CZK 4,900","CZK 25,000",197587,2 bedroom,9/1/2022,3,Brick,,,61 m²,Unfurnished,,Personal,,,,,280.18,564.46,136.33,351.39,55.11,370.66,313.06,353.83,691.04,109.51,"Baranova, Prague - Žižkov",50.0797815,14.4578475,1.0,,,,,,,,,
"CZK 18,000","CZK 3,300","CZK 18,000",731302,2+kk,8/29/2022,3,Brick,,,54 m²,Fully furnished,New-build,,G,,,,31.51,318.45,10.06,91.13,129.35,27.18,280.16,239.27,458.26,223.91,Prague - Holešovice,50.10271,14.45017,,,,1.0,,,,,,
"CZK 22,000","CZK 5,000","CZK 25,000",539856,2+kk,9/15/2021,1,Brick,,,55 m²,Fully furnished,,Personal,,Electric boiler,,1.0,223.43,981.59,819.74,1191.68,381.56,450.67,479.9,1171.22,401.22,333.31,"Radouňova, Prague - Řeporyje",50.0379471,14.3129703,1.0,1.0,1.0,,1.0,,,Complete,,
"CZK 17,000","CZK 4,500","CZK 34,000",731225,2+kk,8/25/2022,2,Brick,,,63 m²,Fully furnished,New-build,,B,,1.0,,153.7,333.61,320.29,4087.24,225.91,3065.42,236.07,387.04,474.19,187.51,Prague - Běchovice,50.08199,14.6153,1.0,,1.0,,,,,,,
"CZK 14,700",CZK 0,"CZK 20,000",319784,2+kk,9/1/2022,3,Brick,,,52 m²,Fully furnished,,Personal,,Electric boiler,,,183.18,395.09,68.94,148.73,17.96,292.33,263.93,505.32,342.96,196.0,"Valerije Pavloviče Čkalova, Prague - Bubeneč",50.0993313,14.3998311,1.0,,,,,,,,,
"CZK 15,990","CZK 1,844","CZK 17,834",731293,2+kk,9/2/2022,4,Prefab concrete,,,50 m²,Fully furnished,Very good,Personal,C,,1.0,,328.11,541.24,230.81,511.57,319.84,502.15,255.36,302.28,241.45,168.56,"Láskova, Prague - Chodov",50.02436944444,14.49418916666,1.0,1.0,,,,,,,"CZK 17,834",
"CZK 14,900","CZK 2,500","CZK 20,000",731232,Studio,8/31/2022,2,Brick,,,36 m²,Fully furnished,Very good,,G,,,,364.05,757.9,653.66,777.57,800.85,858.14,498.49,941.65,1026.09,639.18,Prague - Košíře,50.06445,14.37514,,1.0,,,,,1.0,,,
"CZK 37,500","CZK 3,000",CZK 0,710123,5+kk,9/1/2022,3,Brick,,,130 m²,Unfurnished,Very good,,F,,,,363.36,234.94,118.19,197.82,177.62,456.08,270.14,407.61,938.65,192.26,"Velehradská, Prague - Vinohrady",50.07888,14.45376,1.0,,,,,,,,,
"CZK 25,000","CZK 2,500","CZK 75,000",731209,3+1,9/1/2022,1,Brick,,,119 m²,Unfurnished,Good,,G,,,,272.1,1369.08,701.74,979.35,495.04,998.56,210.47,580.68,831.59,106.18,Prague - Bubeneč,50.10441,14.40947,1.0,,,,,,,,,
