Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Administration fee,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Available from,Age,Design,Heating,Total number of floors,New building,Renovation,Front garden,Developer name,Project name,Kód jednotky
714313,"CZK 39,000",50.09127,14.44921,"Kollárova, Prague - Karlín",1 bedroom with open-plan kitchen,New build,54 m²,"CZK 5,000","CZK 10,000",,Personal,Brick building,Partially furnished,2,No,Yes,Yes,No,Yes,No,No,C,272,210,23,387,96,411,132,"1,232",486,170,17. 04. 2022,,,,,,,,,,
462973,"CZK 21,000",50.12788964285,14.459168762427,"Bořanovická, Prague - Kobylisy",1 bedroom with open-plan kitchen,,62 m²,"CZK 3,000","CZK 21,000",,Personal,Brick building,Furnished,3,Yes,No,No,No,No,No,No,B,196,998,36,766,86,285,604,317,674,380,01. 06. 2022,1 to 10 years years,Standard materials and solutions,,,,,,,,
714307,"CZK 18,000",50.10058,14.39145,"Evropská, Prague - Dejvice",2 bedroom with open-plan kitchen,Good,72 m²,"CZK 2,500","CZK 18,000",,Personal,Brick building,Partially furnished,4,No,No,No,No,No,Yes,No,D,79,532,108,145,170,433,795,331,506,262,19. 04. 2022,,,,,,,,,,
369322,"CZK 12,000",50.1101579,14.5084088,"Pod Strojírnami, Prague - Vysočany",Studio,Excellent,30 m²,"CZK 1,800","CZK 12,000",,Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,,56,661,180,477,156,597,380,438,553,559,,1 to 10 years years,Standard materials and solutions,,,,,,,,
714299,"CZK 15,500",50.1059511,14.4731393,Prague - Libeň,1 bedroom with open-plan kitchen,Good,62 m²,"CZK 6,500","CZK 22,000",,Personal,Brick building,,,No,No,No,No,No,Yes,No,,44,595,43,80,28,96,206,509,351,252,Ihned,,,,,,,,,,
713679,"CZK 24,000",50.04415,14.45549,"Sedlčanská, Prague - Michle",2 bedroom,Excellent,60 m²,"CZK 1,600","CZK 48,000",,Personal,Brick building,Furnished,3,Yes,No,No,No,No,Yes,No,F,265,711,439,470,107,327,289,536,622,222,19. 04. 2022,over 50 years years,Standard materials and solutions,Central heating,Middle floor,,Interior,,,,
693947,"CZK 10,990",50.115312,14.4721862,"Na Dědince, Prague - Libeň",1 bedroom with open-plan kitchen,Excellent,34 m²,"CZK 3,281","CZK 14,271","CZK 14,271

                                
                                
                
i",Personal,Brick building,Unfurnished,2,No,No,Yes,No,No,Yes,No,D,74,"1,232",240,"1,230",134,524,406,"1,390",876,343,,,,,,,,,,,
714283,"CZK 21,900",50.05814,14.37359,"Nyklíčkova, Prague - Jinonice",1 bedroom with open-plan kitchen,New build,42 m²,"CZK 4,000",CZK 2,,Personal,Brick building,Furnished,1,No,Yes,Yes,No,Yes,Yes,Yes,C,156,365,313,"1,248",325,427,967,164,"1,424",210,03. 05. 2022,,,,,,,,,,
711506,"CZK 16,000",50.00861,14.42885,"Rilská, Prague - Modřany",2 bedroom,Excellent,56 m²,"CZK 8,000","CZK 30,000",,Personal,Prefab concrete building,Partially furnished,10,No,No,No,Yes,No,Yes,No,G,299,934,97,923,125,"1,013",314,360,338,165,15. 04. 2022,,,,,,,,,,
713653,"CZK 25,000",50.09913,14.3737,"Evropská, Prague - Dejvice",4 bedroom,Good,86 m²,"CZK 4,776","CZK 50,000",,Personal,Brick building,Partially furnished,4,No,No,Yes,No,No,No,No,D,133,"1,029",112,716,325,208,915,506,815,206,11. 04. 2022,,,,,,,,,,
713651,"CZK 14,590",50.13057,14.41146,"Zelenohorská, Prague - Bohnice",2 bedroom with open-plan kitchen,Excellent,68 m²,"CZK 5,500","CZK 30,000",,Personal,Prefab concrete building,Partially furnished,2,No,No,No,Yes,No,No,No,C,397,790,342,720,85,786,589,418,343,,09. 04. 2022,,,District heating,Middle floor,,,,,,
647743,"CZK 25,000",50.0814214,14.4299039,"Opletalova, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 3,900",,,Personal,Brick building,,6,No,Yes,No,No,Yes,Yes,No,G,322,273,32,180,43,69,245,976,163,571,31. 05. 2022,,Premium materials and solutions,Central heating,Top floor,,Overall,,,,
714275,"CZK 16,500",50.08336,14.36169,"Bělohorská, Prague - Břevnov",2 bedroom,Good,55 m²,"CZK 3,600","CZK 16,500",,Personal,Brick building,Partially furnished,2,No,No,No,No,No,Yes,No,B,103,285,132,108,160,175,345,829,246,419,01. 06. 2022,,,,,,,,,,
403568,"CZK 18,000",50.1055949,14.4562403,"Jankovcova, Prague - Holešovice",Studio,New build,46 m²,"CZK 3,700","CZK 25,000",,Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,Yes,A,112,878,245,551,47,485,672,982,361,307,01. 07. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,Yes,,,,,
714274,"CZK 15,990",50.05662583333,14.50300583333,"Jabloňová, Prague - Záběhlice",2 bedroom,Excellent,52 m²,"CZK 2,520","CZK 18,510","CZK 18,510

                                
                                
                
i",Personal,Brick building,Unfurnished,1,No,No,Yes,No,No,Yes,No,C,95,141,454,638,269,478,541,539,674,145,,,,,,,,,,,
714268,"CZK 15,490",50.03919638888,14.33609361111,"Janského, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,44 m²,"CZK 2,684","CZK 18,174","CZK 18,174

                                
                                
                
i",Personal,Prefab concrete building,Unfurnished,4,No,No,Yes,No,No,Yes,No,G,82,574,225,545,234,233,237,599,225,112,,,,,,,,,,,
462910,"CZK 14,900",50.1027301,14.5485237,"Slévačská, Prague - Hloubětín",1 bedroom,,55 m²,"CZK 4,000",,,Personal,Prefab concrete building,Furnished,8,No,No,Yes,Yes,Yes,Yes,No,B,89,976,186,994,652,941,333,853,666,209,08. 03. 2021,,,District heating,,,Overall,,,,
587207,"CZK 15,000",50.126437,14.505518,"Kytlická, Prague - Prosek",1 bedroom with open-plan kitchen,Excellent,49 m²,"CZK 3,200","CZK 18,200",,Personal,Brick building,Partially furnished,2,Yes,No,No,No,No,Yes,No,G,339,959,153,988,362,"1,079",146,634,"1,406",195,01. 06. 2022,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,,,,,,
453714,"CZK 13,000",50.102741,14.475753,"Heydukova, Prague - Libeň",1 bedroom,Excellent,35 m²,"CZK 3,500","CZK 16,500",,Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,,76,110,138,203,46,88,182,266,290,551,01. 06. 2022,,Premium materials and solutions,Electric boiler,Middle floor,,Interior,,,,
714182,"CZK 16,999",50.13583,14.43442,"K Ládví, Prague - Čimice",2 bedroom,Excellent,70 m²,"CZK 3,000",CZK 1,,Personal,Prefab concrete building,Partially furnished,4,Yes,Yes,No,Yes,Yes,Yes,No,C,167,913,204,695,925,512,529,812,243,,17. 04. 2022,,,District heating,,,,,,,
714233,"CZK 11,000",50.07258,14.42761,"Ke Karlovu, Prague - Nové Město",Small studio,Excellent,24 m²,"CZK 2,500","CZK 11,000",,Personal,Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,F,32,712,303,460,10,37,337,383,602,637,18. 04. 2022,,,,,,,,,,
649333,"CZK 11,000",50.108253,14.47255,"Zenklova, Prague - Libeň",Studio,New build,35 m²,"CZK 1,500","CZK 11,000",,Personal,Brick building,Partially furnished,3,No,No,Yes,No,Yes,Yes,Yes,B,22,857,45,342,289,112,85,751,88,284,15. 05. 2022,,,,,Yes,,,,,
714217,"CZK 79,000",50.09653,14.34031,"Ke Dvoru, Prague - Vokovice",2 bedroom with open-plan kitchen,New build,164 m²,"CZK 13,000","CZK 158,000",,Personal,Other,Furnished,4,No,Yes,Yes,No,Yes,Yes,No,B,394,719,228,720,786,603,890,166,618,,18. 04. 2022,,,,,,,,,,
713594,"CZK 14,000",50.0293758,14.5967803,"Oty Bubeníčka, Prague - Uhříněves",1 bedroom with open-plan kitchen,New build,51 m²,"CZK 2,500","CZK 30,000",,Personal,Brick building,Partially furnished,4,No,No,No,Yes,No,Yes,Yes,C,178,317,291,426,238,290,736,817,943,127,01. 08. 2022,,,,,,,,,,
526567,"CZK 20,000",50.0227826,14.4347777,"U Koupadel, Prague - Lhotka",1 bedroom with open-plan kitchen,,85 m²,"CZK 4,000","CZK 40,000",,Personal,Other,Furnished,2,No,Yes,No,No,No,No,Yes,,153,219,239,212,279,193,589,696,565,218,01. 06. 2022,,,,Top floor,,,,,,
220725,"CZK 19,400",50.0524391,14.3234207,Prague - Stodůlky,1 bedroom with open-plan kitchen,New build,66 m²,"CZK 3,600","CZK 23,000",,Personal,Brick building,Partially furnished,2,Yes,Yes,No,No,Yes,No,No,B,324,"1,401",846,"1,024",736,930,"1,176",684,427,586,10. 02. 2020,1 to 10 years years,Premium materials and solutions,Gas boiler,Middle floor,Yes,Overall,18 m²,,,
714191,"CZK 15,000",50.08909,14.46321,"Domažlická, Prague - Žižkov",Studio,Excellent,53 m²,"CZK 4,000","CZK 35,000",,Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,G,82,598,306,130,79,456,643,754,413,284,01. 05. 2022,,Standard materials and solutions,Central heating,Attic,,,,,,
709919,"CZK 18,000",50.04828,14.30227,"Svitákova, Prague - Stodůlky",1 bedroom with open-plan kitchen,New build,65 m²,"CZK 4,500","CZK 18,000",,Personal,Brick building,Furnished,1,No,No,No,Yes,No,Yes,No,G,419,363,210,351,"1,148","1,116",743,904,84,,01. 05. 2022,,,,,,,,,,
714188,"CZK 14,850",50.06851,14.43809,"Perucká, Prague - Vinohrady",Studio,New build,27 m²,"CZK 3,000","CZK 29,700",,Personal,Prefab concrete building,Unfurnished,3,No,Yes,Yes,No,Yes,Yes,No,B,543,662,441,769,469,743,529,451,635,750,20. 04. 2022,,,,,,,,,,
714186,"CZK 12,000",50.03209,14.37514,"Brichtova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,Excellent,48 m²,"CZK 3,000","CZK 24,000",,Personal,Prefab concrete building,Partially furnished,2,No,No,Yes,Yes,No,Yes,No,G,149,366,86,363,332,355,705,281,907,79,15. 05. 2022,,,,,,,,,,
482006,"CZK 14,000",50.1313942,14.4656912,"Bojasova, Prague - Kobylisy",2 bedroom,Good,63 m²,"CZK 3,178","CZK 22,000",,Personal,Prefab concrete building,Partially furnished,4,No,No,No,Yes,No,Yes,No,D,297,599,202,524,550,499,308,157,"1,307",294,01. 05. 2022,,Standard materials and solutions,District heating,Middle floor,,,,,,
30826,"CZK 15,000",50.0562157532,14.5220911503,"Pražská, Prague - Hostivař",2 bedroom,Excellent,63 m²,"CZK 6,000","CZK 21,000",,Personal,Prefab concrete building,Furnished,3,Yes,No,Yes,No,No,Yes,No,G,198,690,414,653,675,694,"1,120",923,679,93,14. 04. 2022,10 to 30 years years,Standard materials and solutions,District heating,Middle floor,,Overall,,,,
711808,"CZK 19,500",50.1079,14.54644,"Lehovecká, Prague - Hloubětín",1 bedroom with open-plan kitchen,New build,49 m²,"CZK 4,235","CZK 19,500",,Personal,Brick building,Furnished,6,Yes,No,Yes,No,Yes,Yes,Yes,B,48,825,83,843,397,816,556,419,"1,060",533,01. 08. 2022,,,,,,,,,,
714166,"CZK 9,000",50.09528,14.54197,"Dvořišťská, Prague - Kyje",1 bedroom,Good,35 m²,"CZK 2,000","CZK 9,000",,Personal,Other,Furnished,2,No,No,Yes,No,No,No,No,G,270,114,355,398,577,"1,487","1,162",380,,,01. 06. 2022,,,,,,,,,,
635057,"CZK 15,000",50.085811,14.444745,"Husinecká, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,47 m²,"CZK 4,823","CZK 30,000",,Cooperative,Brick building,Furnished,2,No,No,No,Yes,No,No,No,G,111,494,104,167,165,515,311,244,449,503,01. 05. 2022,,Standard materials and solutions,Gas boiler,Middle floor,,Overall,,,,
588838,"CZK 25,000",50.0863375,14.3311049,"Libocká, Prague - Liboc",1 bedroom with open-plan kitchen,New build,62 m²,"CZK 6,500","CZK 50,000",,Cooperative,Other,Unfurnished,,Yes,No,Yes,No,Yes,Yes,No,B,167,612,"1,210",716,"1,193","1,106",239,653,701,,01. 05. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Ground floor,Yes,,,,,
714160,"CZK 11,999",50.07162,14.44476,"Voroněžská, Prague - Vinohrady",Studio,Excellent,35 m²,"CZK 2,300","CZK 20,000",,Personal,Brick building,Unfurnished,,No,No,No,No,No,No,No,G,193,562,60,614,78,755,569,335,357,241,01. 05. 2022,,,,,,,,,,
14734,"CZK 24,000",50.0750479,14.3287835,"Na Břevnovské pláni, Prague - Břevnov",3 bedroom,Excellent,96 m²,"CZK 5,000","CZK 45,000",,Personal,Brick building,Partially furnished,2,No,No,No,No,Yes,No,No,C,250,425,625,893,726,990,514,,,,01. 05. 2022,1 to 10 years years,Standard materials and solutions,Gas boiler,Top floor,,Overall,,,,
714156,"CZK 11,990",50.02520305555,14.44032111111,"Nad lesním divadlem, Prague - Braník",Studio,Excellent,28 m²,"CZK 1,396","CZK 13,386","CZK 13,386

                                
                                
                
i",Personal,Prefab concrete building,Furnished,9,No,No,No,No,No,Yes,No,G,242,574,93,545,621,600,593,81,"1,122",86,,,,,,,,,,,
482945,"CZK 16,000",50.0448907,14.4872031,"Božkovská, Prague - Záběhlice",3 bedroom,Good,71 m²,"CZK 3,300",,,Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,No,No,,234,329,405,342,329,302,745,"1,034",534,,19. 04. 2022,,,District heating,,,,,,,
332052,"CZK 15,000",50.0637436,14.4091919,"Kotevní, Prague - Smíchov",1 bedroom,Excellent,41 m²,"CZK 3,000","CZK 30,000",,Personal,Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,,81,252,239,964,172,791,942,"1,147",436,673,01. 05. 2022,1 to 10 years years,,Gas boiler,Top floor,,Overall,,,,
714152,"CZK 16,490",50.02615527777,14.43546416666,"Nad lesním divadlem, Prague - Braník",2 bedroom with open-plan kitchen,Good,59 m²,"CZK 2,722","CZK 19,212","CZK 19,212

                                
                                
                
i",Personal,Prefab concrete building,Unfurnished,4,Yes,No,No,No,No,Yes,No,G,231,273,232,244,321,300,633,477,905,478,,,,,,,,,,,
714149,"CZK 13,000",50.09172,14.44197,"Prvního pluku, Prague - Karlín",Studio,Excellent,26 m²,"CZK 2,500",,,Other,Other,Unfurnished,2,No,No,No,No,No,Yes,No,G,178,418,151,176,28,151,401,899,263,325,15. 06. 2022,,,,,,,,,,
682537,"CZK 21,000",50.12858,14.44067,"Chotovická, Prague - Kobylisy",2 bedroom with open-plan kitchen,New build,70 m²,"CZK 6,000","CZK 50,000",,Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,Yes,Yes,G,453,853,667,"1,183",669,619,816,589,523,166,15. 05. 2022,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,,Interior,,,,
714125,"CZK 11,000",50.1001944,14.4359751,"Farského, Prague - Holešovice",Studio,Excellent,35 m²,"CZK 2,000","CZK 20,000",,Personal,Brick building,Partially furnished,6,No,No,No,No,No,Yes,No,G,92,"1,045",22,255,181,187,174,"1,380",604,769,01. 06. 2022,,,,,,,,,,
400631,"CZK 10,900",50.0174124,14.3528786,"U Svahu, Prague - Slivenec",Studio,New build,35 m²,"CZK 2,940","CZK 13,840",,Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,Yes,No,B,552,911,983,"1,030","1,066","1,217",646,,,,14. 04. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,Yes,,,,,
550855,"CZK 16,500",50.0872487,14.4510246,Prague - Žižkov,2 bedroom,,63 m²,CZK 880,"CZK 17,000",,Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,,79,419,40,409,74,415,222,523,222,651,01. 05. 2022,,,,,,,,,,
297151,"CZK 15,000",50.071252,14.464839,Prague - Vršovice,1 bedroom,,48 m²,"CZK 4,000","CZK 19,000",,Personal,Brick building,Furnished,2,Yes,No,No,No,No,No,No,A,2,708,126,624,266,585,373,276,760,245,01. 06. 2022,,,,Middle floor,,Interior,,,,
714056,"CZK 22,000",50.07977,14.40686,"Zborovská, Prague - Malá Strana",3 bedroom,Excellent,105 m²,CZK 500,"CZK 23,000",,Personal,Brick building,Partially furnished,4,No,No,No,No,No,No,No,G,254,289,6,372,141,191,68,716,536,372,01. 05. 2022,,,,,,,,,,
673571,"CZK 15,000",50.07159,14.40686,"Staropramenná, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,35 m²,"CZK 2,000","CZK 17,000",,Personal,Brick building,Furnished,3,No,No,No,Yes,No,No,No,G,119,466,30,128,37,308,560,"1,040","1,081",506,01. 04. 2022,,,Gas boiler,,,Interior,,,,
714050,"CZK 14,000",50.0565447,14.291731850686,"Do Zahrádek I, Prague - Třebonice",Studio,New build,30 m²,"CZK 2,000","CZK 16,000",,Personal,Brick building,Furnished,1,Yes,No,No,No,No,No,No,B,252,"1,167",549,493,805,604,603,827,444,,13. 04. 2022,,,,,,,,,,
714045,"CZK 11,500",50.10235,14.47493,"Palmovka, Prague - Libeň",1 bedroom,Good,41 m²,"CZK 4,071","CZK 11,500",,Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,Yes,No,D,42,192,30,121,112,196,35,159,357,520,03. 05. 2022,,,,,,,,,,
711022,"CZK 17,000",50.05835,14.28382,"Míšovická, Prague - Zličín",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 4,000","CZK 17,000",,Personal,Brick building,Furnished,1,No,Yes,No,No,No,Yes,Yes,A,319,873,779,708,668,833,57,930,72,,16. 05. 2022,,,,,,,,,,
713340,"CZK 14,500",50.10526,14.51782,"Sousedíkova, Prague - Vysočany",Studio,New build,31 m²,"CZK 2,900","CZK 15,000",,Personal,Brick building,Partially furnished,5,Yes,No,Yes,No,Yes,Yes,No,C,367,619,"1,082",628,"1,294","1,097",890,112,,,01. 05. 2022,,,,,,,,,,
607392,"CZK 16,000",50.067695,14.396304,"Tomkova, Prague - Smíchov",1 bedroom,Excellent,63 m²,"CZK 2,950","CZK 25,000",,Personal,Brick building,Furnished,4,No,No,Yes,No,Yes,Yes,Yes,C,327,276,269,665,71,363,416,628,481,420,01. 06. 2022,10 to 30 years years,Premium materials and solutions,Central heating,Middle floor,,,,,,
714027,"CZK 26,000",50.0735,14.43822,"Varšavská, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 4,000","CZK 30,000",,Personal,Brick building,Furnished,2,No,No,Yes,No,No,Yes,No,D,173,260,105,449,91,350,139,305,832,679,01. 07. 2022,,,Gas boiler,Middle floor,,Overall,,,,
704537,"CZK 35,000",50.07621,14.42885,"Hálkova, Prague - Nové Město",4 bedroom,Excellent,114 m²,CZK 500,"CZK 40,000",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,B,158,603,131,173,31,68,243,317,159,223,01. 01. 1970,1 to 10 years years,Premium materials and solutions,Gas boiler,Middle floor,,Overall,,,,
713301,"CZK 15,000",50.09695,14.40419,"Milady Horákové, Prague - Hradčany",1 bedroom,Excellent,52 m²,"CZK 3,100","CZK 19,000",,Personal,Brick building,Partially furnished,4,Yes,No,No,No,No,Yes,No,G,59,807,119,24,0,147,131,"1,138",204,434,01. 06. 2022,,,,,,,,,,
537589,"CZK 18,500",50.0787851,14.4605997,"Jičínská, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,45 m²,,"CZK 37,000",,Personal,Brick building,Furnished,2,Yes,No,No,No,No,Yes,No,A,39,336,123,153,117,153,645,534,689,73,01. 05. 2022,,,,,,,,,,
713303,"CZK 13,000",50.10745,14.44647,"Osadní, Prague - Holešovice",1 bedroom,Excellent,45 m²,"CZK 4,000","CZK 17,000",,Personal,Brick building,Furnished,1,No,No,Yes,No,No,Yes,No,G,73,462,168,475,205,330,259,815,385,187,01. 06. 2022,,,,,,,,,,
713967,"CZK 12,000",50.01368,14.40018,"Vorařská, Prague - Modřany",Studio,New build,40 m²,"CZK 2,500","CZK 24,000",,Personal,Brick building,Partially furnished,5,No,Yes,No,No,No,Yes,No,G,229,"1,162",346,"1,458",876,"1,467","1,212",798,,,30. 04. 2022,,,,,Yes,,,,,
257303,"CZK 18,000",50.0702435,14.3993777,"Na Zatlance, Prague - Smíchov",1 bedroom with open-plan kitchen,,49 m²,"CZK 3,000","CZK 30,000",,Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,,329,223,215,246,224,306,73,691,743,262,01. 07. 2022,over 50 years years,Standard materials and solutions,Other,Middle floor,,Interior,,,,
713937,"CZK 12,500",50.04296,14.54931,"Padovská, Prague - Horní Měcholupy",Studio,Excellent,31 m²,"CZK 1,913","CZK 25,000",,Personal,Brick building,Furnished,6,Yes,No,Yes,No,No,Yes,No,G,434,655,512,960,783,878,562,649,736,321,01. 05. 2022,,,,,,,,,,
519620,"CZK 17,000",50.0610745,14.4381486,Prague - Nusle,1 bedroom with open-plan kitchen,Excellent,57 m²,"CZK 2,500","CZK 25,000",,Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,No,No,No,,134,655,158,471,93,382,369,753,93,202,10. 04. 2022,,,,,,,20 m²,,,
704809,"CZK 12,500",50.10365925,14.496393654922,"Lisabonská, Prague - Libeň",Studio,New build,17 m²,"CZK 3,000","CZK 15,500",,Personal,Brick building,Furnished,6,No,No,No,No,No,Yes,No,G,259,641,512,240,238,214,699,"1,065",467,443,01. 04. 2022,,,Central heating,,,Overall,,,,
596994,"CZK 9,990",50.026395,14.521774,"Opatovská, Prague - Chodov",Studio,New build,38 m²,CZK 1,"CZK 18,000",,Personal,Brick building,,3,No,No,No,No,No,No,No,A,93,811,106,828,378,311,421,414,924,222,15. 04. 2022,,,,,,,,,,
586296,"CZK 16,000",50.118133,14.630169,"Náchodská, Prague - Horní Počernice",3 bedroom with open-plan kitchen,Excellent,103 m²,"CZK 6,000","CZK 35,000",,Personal,Brick building,Unfurnished,2,No,No,No,No,No,No,No,G,114,"1,475",88,793,102,"1,343",171,312,,,02. 12. 2019,,,,,,,,,,
713250,"CZK 15,000",50.0701838,14.4021308,"Karla Engliše, Prague - Smíchov",1 bedroom with open-plan kitchen,New build,64 m²,"CZK 3,000","CZK 20,000",,,Brick building,Furnished,4,Yes,No,Yes,No,Yes,Yes,Yes,,125,373,219,81,55,115,351,847,"1,021",405,01. 06. 2022,10 to 30 years years,Standard materials and solutions,Gas boiler,Middle floor,,,,,,
705905,"CZK 17,990",50.11795972222,14.46150583333,"V Holešovičkách, Prague - Libeň",3 bedroom,Excellent,71 m²,"CZK 3,259","CZK 21,249","CZK 21,249

                                
                                
                
i",Personal,Brick building,Furnished,3,Yes,No,No,No,No,No,No,G,243,689,606,833,393,496,846,908,"1,353",793,,,,,,,,,,,
301142,"CZK 19,000",50.1273445,14.5029602,"Bechlínská, Prague - Letňany",1 bedroom with open-plan kitchen,Excellent,58 m²,"CZK 2,500","CZK 25,000",,Personal,Brick building,Furnished,2,Yes,No,No,No,No,Yes,No,C,229,845,111,874,564,811,345,568,253,,01. 05. 2022,1 to 10 years years,Premium materials and solutions,District heating,,,,,,,
628517,"CZK 22,000",50.056007,14.308113,"Pod Zličínem, Prague - Stodůlky",2 bedroom with open-plan kitchen,New build,62 m²,"CZK 4,000","CZK 22,000",,Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,G,205,"1,173",290,"1,214","1,161","1,320","1,304","1,102",828,489,12. 04. 2022,1 to 10 years years,Premium materials and solutions,Electric boiler,Raised ground floor,,Overall,,,,
582294,"CZK 20,500",50.091065,14.477632,"Biskupcova, Prague - Žižkov",2 bedroom with open-plan kitchen,Excellent,65 m²,"CZK 2,500","CZK 20,500",,Personal,Brick building,Partially furnished,5,No,No,Yes,No,No,Yes,No,E,224,"1,029",202,309,326,391,259,288,395,345,16. 05. 2022,,,,,,,,,,
713902,"CZK 10,500",50.0636028,14.435896,"Boleslavova, Prague - Nusle",1 bedroom,Excellent,50 m²,CZK 490,"CZK 10,500",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,G,367,379,243,313,382,484,259,353,404,331,01. 05. 2022,,,,,,,,,,
290009,"CZK 10,500",50.0780988,14.5007519,"Kounická, Prague - Strašnice",1 bedroom,,45 m²,"CZK 2,660","CZK 15,000",,Personal,Brick building,Partially furnished,,No,No,No,No,No,No,No,,227,556,213,533,215,487,530,568,"1,315",304,,,,,Ground floor,,,,,,
713889,"CZK 14,900",50.11482,14.46865,"Chlumčanského, Prague - Libeň",2 bedroom,Excellent,58 m²,"CZK 4,000","CZK 20,000",,Personal,Brick building,Partially furnished,4,No,No,Yes,No,Yes,Yes,No,G,158,999,106,"1,232",200,238,148,"1,276",852,177,01. 05. 2022,,,,,,,,,,
590755,"CZK 16,800",50.073647,14.416906,"Na Moráni, Prague - Nové Město",2 bedroom,Good,60 m²,CZK 500,"CZK 16,782",,Personal,Brick building,,5,No,No,No,No,No,No,No,A,136,344,79,149,75,217,342,430,752,269,12. 04. 2022,,,,,,,,,,
713112,"CZK 35,000",50.02094,14.41331,"U Zátiší, Prague - Hodkovičky",2 bedroom with open-plan kitchen,Excellent,110 m²,"CZK 6,000","CZK 60,000",,Personal,Brick building,Furnished,6,No,Yes,No,No,No,Yes,Yes,A,253,"1,412","1,277","1,370",489,"1,491",183,,,,18. 04. 2022,,,,,,,,,,
713860,"CZK 9,000",50.07381,14.45633,"Hradešínská, Prague - Vinohrady",Small studio,Good,33 m²,"CZK 1,600","CZK 9,000",,Personal,Brick building,Unfurnished,-1,No,No,No,No,No,Yes,No,G,339,692,296,549,277,445,389,257,680,268,12. 04. 2022,,,,,,,,,,
713312,"CZK 16,000",50.0757517,14.6593589,Prague - Újezd nad Lesy,1 bedroom with open-plan kitchen,Excellent,65 m²,"CZK 3,700","CZK 16,000",,Personal,Brick building,Partially furnished,2,Yes,Yes,No,No,No,No,No,B,83,202,169,174,237,799,236,"1,400",196,,01. 05. 2022,,,,,,,15 m²,,,
713837,"CZK 9,500",50.10681,14.44864,"Poupětova, Prague - Holešovice",Small studio,Excellent,25 m²,"CZK 2,500","CZK 11,000",,Personal,Brick building,Partially furnished,2,No,No,No,No,No,Yes,No,C,235,487,69,299,155,303,302,761,400,361,14. 04. 2022,,,,,,,,,,
710665,"CZK 24,500",50.10137,14.42546,"Malířská, Prague - Bubeneč",1 bedroom with open-plan kitchen,Excellent,51 m²,"CZK 1,500","CZK 40,000",,Personal,Brick building,Furnished,3,Yes,No,Yes,Yes,No,Yes,No,G,270,323,112,253,173,64,285,151,440,,17. 03. 2022,,Premium materials and solutions,Gas boiler,Middle floor,,Overall,,,,
713143,"CZK 24,000",50.08531,14.34044,"Plojharova, Prague - Břevnov",3 bedroom,Excellent,70 m²,"CZK 5,000","CZK 48,000",,Personal,Brick building,Partially furnished,4,No,No,Yes,No,No,No,No,G,192,884,534,587,289,570,226,375,881,372,01. 05. 2022,,,,,,,,,,
713828,"CZK 18,600",50.0718493,14.4552977,"Norská, Prague - Vršovice",2 bedroom,Excellent,46 m²,"CZK 3,000","CZK 18,600",,Personal,Brick building,Furnished,1,No,No,No,No,Yes,No,No,G,211,660,85,437,55,435,140,205,545,175,12. 05. 2022,,Standard materials and solutions,Gas boiler,Middle floor,,Overall,,,,
190925,"CZK 11,500",50.0241471,14.4558453,"Hurbanova, Prague - Krč",Studio,,34 m²,"CZK 2,500","CZK 15,000",,Cooperative,Prefab concrete building,Unfurnished,3,No,No,Yes,Yes,No,No,No,,426,931,475,512,466,534,"1,372",499,447,,11. 04. 2022,,,District heating,,,,,,,
