Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Condition,Refundable security deposit,Ownership Type,Building Type,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Age,Design,Heating,Total number of floors,New building,Front garden,Renovation,Administration fee,Developer name,Project name,Kód jednotky,Investment Advisor
717177,"CZK 8,690",50.01784,14.46071,"Pasteurova, Prague - Krč",Studio,28 m²,"CZK 3,000",Partially furnished,2,No,No,Yes,No,No,No,No,01. 06. 2022,Excellent,,Personal,Brick building,G,485,774,652,516,681,795,"1,344",826,,,,,,,,,,,,,,
421311,"CZK 26,000",50.066155779374,14.393650712938,Prague - Smíchov,2 bedroom with open-plan kitchen,64 m²,"CZK 4,500",Partially furnished,1,Yes,Yes,Yes,No,Yes,Yes,Yes,01. 07. 2022,New build,"CZK 60,000",Personal,Low-energy building,B,204,570,223,936,147,657,469,596,654,552,1 to 10 years years,Premium materials and solutions,Central heating,Ground floor,Yes,80 m²,,,,,,
441070,"CZK 15,000",50.136196,14.380704,"Internacionální, Prague - Suchdol",1 bedroom with open-plan kitchen,53 m²,"CZK 4,000",Partially furnished,1,No,No,Yes,No,Yes,Yes,No,01. 06. 2022,Excellent,"CZK 15,000",Personal,Brick building,B,10,77,384,65,50,97,579,468,903,736,,Standard materials and solutions,Gas boiler,Ground floor,,,,,,,,
717170,"CZK 14,000",49.98824,14.44641,"Kestřanská, Prague - Cholupice",2 bedroom with open-plan kitchen,63 m²,"CZK 3,800",Partially furnished,3,No,No,No,No,Yes,No,Yes,01. 07. 2022,New build,"CZK 20,000",Personal,Brick building,C,340,597,354,365,,,,,,,1 to 10 years years,Standard materials and solutions,Gas boiler,Top floor,Yes,,,,,,,
273866,"CZK 10,000",50.0750941,14.4848995,"Irkutská, Prague - Vinohrady",Studio,29 m²,CZK 750,Unfurnished,-1,No,No,No,No,No,No,No,05. 05. 2022,,CZK 1,Personal,Brick building,,270,723,349,479,359,406,587,571,942,259,over 50 years years,Standard materials and solutions,Other,Ground floor,,,Interior,,,,,
648982,"CZK 25,000",50.035856,14.339135,"Prusíkova, Prague - Stodůlky",2 bedroom with open-plan kitchen,72 m²,"CZK 4,000",Furnished,8,No,No,Yes,Yes,Yes,Yes,No,01. 06. 2022,Excellent,"CZK 29,000",Personal,Prefab concrete building,G,282,317,230,"1,121",351,282,174,198,360,89,,,,,,,,,,,,
197096,"CZK 16,000",50.0445399,14.5179182,"Nám. Přátelství, Prague - Hostivař",1 bedroom with open-plan kitchen,45 m²,"CZK 3,000",Unfurnished,2,Yes,No,No,No,No,No,No,,,"CZK 38,000",Personal,Brick building,B,124,117,86,97,883,263,977,163,,,,Standard materials and solutions,District heating,Middle floor,,,,,,,,
717163,"CZK 150,000",50.09114,14.41807,"Pařížská, Prague - Josefov",4 bedroom with open-plan kitchen,250 m²,"CZK 15,000",Unfurnished,7,No,No,No,No,No,Yes,No,05. 05. 2022,Excellent,"CZK 165,000",Personal,Brick building,G,50,344,274,458,40,435,343,586,60,470,,,,,,,,,,,,
662735,"CZK 11,000",50.11501,14.4714,"Vosmíkových, Prague - Libeň",1 bedroom with open-plan kitchen,52 m²,"CZK 3,000",Partially furnished,1,No,No,Yes,No,No,No,No,01. 07. 2022,Excellent,"CZK 12,000",Personal,Brick building,G,97,"1,149",147,"1,226",85,441,312,"1,327",872,339,,,,,,,,,,,,
564531,"CZK 30,000",50.1160867,14.4214809,"Sádky, Prague - Troja",5 bedroom,258 m²,"CZK 5,000",Unfurnished,1,Yes,Yes,No,No,No,Yes,Yes,15. 11. 2021,,"CZK 35,000",Personal,Brick building,,342,123,472,297,326,441,973,606,,,,Standard materials and solutions,Gas boiler,Ground floor,,,,,,,,
423042,"CZK 45,900",50.1023759,14.4263862,"Kamenická, Prague - Holešovice",4 bedroom with open-plan kitchen,125 m²,"CZK 5,000",Partially furnished,4,No,No,Yes,No,No,Yes,No,01. 07. 2022,,,Personal,Brick building,,288,489,67,300,154,334,187,81,385,,,Premium materials and solutions,Gas boiler,Top floor,Yes,,Overall,,,,,
699061,"CZK 15,000",50.07247,14.46345,"Na Míčánkách, Prague - Vršovice",1 bedroom,38 m²,CZK 800,Furnished,1,No,No,No,No,No,No,No,05. 05. 2022,Excellent,"CZK 15,000",Personal,Brick building,G,212,822,215,773,266,723,536,421,550,70,,Standard materials and solutions,,,,,Interior,,,,,
684097,"CZK 15,000",50.10617,14.55979,"Bratří Venclíků, Prague - Černý Most",1 bedroom with open-plan kitchen,48 m²,"CZK 3,000",Partially furnished,2,Yes,No,Yes,Yes,No,Yes,No,15. 09. 2021,Excellent,"CZK 15,000",Personal,Prefab concrete building,G,50,142,2,"1,497",337,174,249,650,"1,059",251,,Premium materials and solutions,District heating,Middle floor,,,Overall,,,,,
716448,"CZK 14,500",50.06292,14.38006,"Černochova, Prague - Košíře",1 bedroom with open-plan kitchen,47 m²,"CZK 3,500",Partially furnished,6,Yes,No,No,No,Yes,Yes,No,01. 06. 2022,Excellent,"CZK 14,500",Personal,Brick building,G,340,"1,246",671,"1,032",660,957,348,"1,229",619,,,,,,,,,,,,,
717147,"CZK 17,500",50.01248,14.42814,"Hasova, Prague - Modřany",3 bedroom,65 m²,"CZK 3,600",Unfurnished,2,No,No,Yes,Yes,No,Yes,No,01. 06. 2022,Good,"CZK 35,000",Cooperative,Prefab concrete building,G,373,"1,423",284,"1,284",564,"1,025",309,368,565,110,,,,,,,,,,,,
542065,"CZK 24,000",50.0825929,14.4476311,Prague - Žižkov,2 bedroom with open-plan kitchen,100 m²,"CZK 3,000",Furnished,2,No,No,No,No,No,Yes,No,11. 01. 2021,Excellent,"CZK 40,000",Personal,Brick building,B,405,356,105,383,47,86,152,259,516,449,over 50 years years,Premium materials and solutions,Gas boiler,Middle floor,,,Overall,,,,,
551630,"CZK 14,000",50.04782783895,14.559218611114,"Boloňská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,43 m²,"CZK 2,000",Partially furnished,5,No,No,Yes,No,No,Yes,No,01. 06. 2022,Excellent,"CZK 28,000",Personal,Prefab concrete building,,279,927,421,"1,005",138,"1,072",300,206,717,128,,,District heating,Middle floor,,,Overall,,,,,
288662,"CZK 19,000",50.1014102,14.3708384,"Vostrovská, Prague - Dejvice",2 bedroom,50 m²,"CZK 4,500",Unfurnished,1,No,No,No,No,No,No,No,09. 05. 2022,Good,"CZK 40,000",Personal,Brick building,G,294,928,442,564,441,347,743,854,776,314,,Standard materials and solutions,Gas boiler,Middle floor,,,Interior,,,,,
322551,"CZK 19,000",50.1014198,14.370781,"Vostrovská, Prague - Dejvice",2 bedroom,50 m²,"CZK 4,500",Unfurnished,1,No,No,No,No,No,No,No,01. 07. 2022,,,Personal,Brick building,G,292,927,443,563,443,348,745,852,777,315,,,,,,,,,,,,
713139,"CZK 28,000",50.06552,14.37806,"U Vojanky, Prague - Košíře",2 bedroom with open-plan kitchen,91 m²,"CZK 7,000",Furnished,5,No,Yes,Yes,No,Yes,Yes,Yes,01. 05. 2022,Excellent,"CZK 35,000",Personal,Brick building,G,98,731,678,978,708,"1,085",857,846,"1,407",934,10 to 30 years years,Premium materials and solutions,Gas boiler,Top floor,,,Overall,,,,,
603350,"CZK 12,500",50.070131,14.403814,"Bozděchova, Prague - Smíchov",Studio,28 m²,"CZK 2,500",Furnished,3,No,No,Yes,No,No,Yes,No,01. 06. 2022,Excellent,"CZK 15,000",Personal,Brick building,G,3,477,120,75,4,9,460,951,"1,130",509,,,Central heating,,,,,,,,,
454800,"CZK 18,500",50.0773435,14.4009876,"Holečkova, Prague - Smíchov",2 bedroom with open-plan kitchen,83 m²,CZK 800,Partially furnished,2,No,No,No,No,No,No,No,01. 06. 2022,,"CZK 30,000",Personal,Brick building,,188,514,319,533,229,506,480,942,762,354,,,,,,,,,,,,
717068,"CZK 12,000",50.0788177,14.4727822,"Jana Želivského, Prague - Žižkov",2 bedroom,49 m²,"CZK 4,000",Partially furnished,1,No,No,No,No,No,Yes,No,01. 06. 2022,Excellent,"CZK 16,000",Personal,Brick building,G,106,780,263,265,100,268,571,"1,224",188,366,,,Other,Middle floor,,,,,,,,
717106,"CZK 14,500",50.05855,14.49431,"Mečíková, Prague - Záběhlice",Studio,41 m²,"CZK 2,980",Furnished,5,No,No,Yes,No,No,Yes,No,06. 05. 2022,Excellent,"CZK 20,000",Personal,Prefab concrete building,C,97,720,133,988,488,353,483,949,250,232,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,,,Overall,,,,,
717071,"CZK 16,500",50.13033,14.4935,"Zakšínská, Prague - Střížkov",1 bedroom with open-plan kitchen,54 m²,"CZK 2,700",Furnished,4,Yes,No,No,No,No,Yes,Yes,01. 07. 2022,New build,"CZK 33,000",Personal,Brick building,C,358,"1,059",203,984,631,477,558,435,"1,185",125,,,,,,,,,,,,
717074,"CZK 19,000",50.06891,14.50447,"Nedvězská, Prague - Strašnice",2 bedroom with open-plan kitchen,70 m²,"CZK 7,000",Partially furnished,4,No,No,No,No,No,Yes,No,04. 06. 2022,Excellent,"CZK 40,000",Personal,Prefab concrete building,G,303,459,"1,338",328,518,327,320,"1,252",158,,,,,,,,,,,,,
717073,"CZK 24,900",50.09078,14.42269,"Haštalská, Prague - Staré Město",Studio,46 m²,"CZK 2,700",Furnished,3,No,No,No,No,No,No,No,01. 06. 2022,Excellent,"CZK 24,900",Personal,Brick building,C,92,445,40,168,41,185,212,308,215,217,,,,,,,,,,,,
717070,"CZK 14,000",50.0698,14.37914,"Vrchlického, Prague - Košíře",1 bedroom with open-plan kitchen,42 m²,"CZK 1,900",Partially furnished,1,No,No,No,No,No,No,No,06. 05. 2022,Excellent,"CZK 16,000",Personal,Brick building,E,160,275,129,581,247,688,248,754,940,485,,,,,,,,,,,,
483560,"CZK 18,000",50.0446795,14.4531182,"Jihlavská, Prague - Michle",1 bedroom with open-plan kitchen,55 m²,"CZK 4,000",Furnished,2,No,No,Yes,No,No,Yes,No,12. 04. 2021,,"CZK 18,000",Personal,Brick building,G,350,734,327,338,234,346,281,559,645,207,30 to 50 years years,Premium materials and solutions,District heating,Middle floor,,250 m²,Interior,,,,,
647499,"CZK 17,500",50.090668,14.472612,"Buchovcova, Prague - Žižkov",1 bedroom with open-plan kitchen,55 m²,"CZK 3,500",Partially furnished,2,No,No,No,No,No,Yes,No,01. 06. 2022,New build,"CZK 15,000",Personal,Brick building,,220,"1,039",114,290,54,113,349,313,389,315,,,,,,,,,,,,
297329,"CZK 16,500",50.1084147,14.5367497,"Zelenečská, Prague - Hloubětín",1 bedroom with open-plan kitchen,52 m²,"CZK 4,500",Partially furnished,2,No,No,No,No,No,Yes,No,01. 07. 2022,Good,"CZK 30,000",Personal,Brick building,G,331,404,195,386,301,222,288,135,603,59,,Standard materials and solutions,District heating,Middle floor,,,Bathroom unit,,,,,
717056,"CZK 11,490",50.06492833333,14.30005555555,"Makovského, Prague - Řepy",Studio,36 m²,"CZK 2,738",Partially furnished,5,No,No,Yes,No,No,Yes,No,,Good,"CZK 14,228",Personal,Prefab concrete building,G,91,792,129,753,83,860,555,324,"1,093",294,,,,,,,,"CZK 14,228

                                
                                
                
i",,,,
622479,"CZK 21,000",50.046109,14.332629,"Zázvorkova, Prague - Stodůlky",2 bedroom with open-plan kitchen,90 m²,"CZK 5,000",Partially furnished,5,No,Yes,No,No,No,Yes,No,01. 06. 2022,Excellent,"CZK 26,000",Cooperative,Prefab concrete building,C,304,301,219,330,203,322,577,96,513,52,,,District heating,Middle floor,,,Overall,,,,,
717049,"CZK 28,000",50.07611,14.45025,"Nitranská, Prague - Vinohrady",2 bedroom with open-plan kitchen,100 m²,"CZK 7,000",Unfurnished,4,No,No,No,No,No,Yes,No,01. 07. 2022,Excellent,"CZK 28,000",Personal,Brick building,G,105,310,103,125,20,228,271,237,577,213,,,,,,,,,,,,
717047,"CZK 11,000",50.03005,14.52899,"Bajkonurská, Prague - Háje",Studio,27 m²,"CZK 3,000",Furnished,11,No,No,Yes,No,Yes,Yes,No,01. 07. 2022,Excellent,"CZK 14,000",Personal,Prefab concrete building,C,81,451,106,146,121,182,440,384,242,271,,,,,,,,,,,,
715485,"CZK 14,990",50.10162,14.36065,"Tobrucká, Prague - Vokovice",1 bedroom with open-plan kitchen,49 m²,"CZK 3,490",Furnished,5,Yes,No,No,No,No,No,No,15. 05. 2022,Excellent,"CZK 27,980",Personal,Prefab concrete building,G,516,726,606,587,497,616,430,337,"1,418",133,,,,,,,,,,,,
656514,"CZK 12,000",50.08298,14.45354,"Bořivojova, Prague - Žižkov",Studio,50 m²,"CZK 3,000",Furnished,5,No,No,No,No,No,Yes,No,10. 05. 2022,Excellent,"CZK 15,000",Personal,Brick building,D,161,133,103,297,14,246,314,447,599,333,,Standard materials and solutions,Gas boiler,Middle floor,,,,,,,,
385690,"CZK 16,000",50.0444069,14.5181806,Prague - Hostivař,1 bedroom with open-plan kitchen,52 m²,"CZK 5,500",Furnished,5,Yes,No,Yes,No,Yes,Yes,Yes,01. 06. 2022,,"CZK 25,000",Personal,Brick building,B,113,28,"1,492",75,86,872,252,966,178,,10 to 30 years years,,District heating,Middle floor,,,,,,,,
708045,"CZK 17,000",50.08186,14.41921,"Spálená, Prague - Nové Město",1 bedroom with open-plan kitchen,42 m²,"CZK 1,000",Partially furnished,4,Yes,No,Yes,No,No,Yes,No,01. 03. 2022,Excellent,"CZK 17,000",Personal,Brick building,G,55,766,79,25,36,129,216,426,136,433,over 50 years years,Standard materials and solutions,District heating,Middle floor,,,Interior,,,,,
717041,"CZK 21,000",50.05024,14.34038,"Petržílkova, Prague - Stodůlky",1 bedroom with open-plan kitchen,56 m²,"CZK 5,000",Furnished,1,No,Yes,No,No,No,No,No,01. 07. 2022,New build,"CZK 21,000",Personal,Brick building,C,121,65,128,0,65,130,160,422,807,157,,,,,,,,,,,,
706562,"CZK 27,000",50.08773,14.40913,"U Lužického semináře, Prague - Malá Strana",3 bedroom with open-plan kitchen,70 m²,"CZK 8,000",Partially furnished,1,No,No,No,No,No,No,No,11. 05. 2022,Excellent,"CZK 33,000",Personal,Brick building,G,,,,,,,,,,,,,,,Yes,,,,Luka Residential s.r.o.,Luka Living Rental apartments,DČ1,
712480,"CZK 22,000",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",2 bedroom,42 m²,CZK 133,Furnished,13,No,No,Yes,No,Yes,Yes,Yes,22. 07. 2022,Excellent,"CZK 44,000",Personal,Other,A,,,,,,,,,,,,,,,Yes,,,,Luka Residential s.r.o.,Luka Living Rental apartments,1301,
714237,"CZK 36,000",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",2 bedroom with open-plan kitchen,94 m²,CZK 133,Furnished,11,No,Yes,Yes,No,Yes,Yes,Yes,10. 07. 2022,Excellent,"CZK 72,000",Personal,Other,A,,,,,,,,,,,,,,,Yes,,,,Luka Residential s.r.o.,Luka Living Rental apartments,1115,
714245,"CZK 15,900",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",Studio,31 m²,CZK 133,Unfurnished,11,Yes,No,Yes,No,Yes,Yes,No,25. 06. 2022,Excellent,"CZK 31,800",Personal,Other,A,,,,,,,,,,,,,,,Yes,,,,Luka Residential s.r.o.,Luka Living Rental apartments,1103,
716406,"CZK 29,900",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",2 bedroom with open-plan kitchen,68 m²,CZK 133,Furnished,8,No,Yes,Yes,No,Yes,Yes,No,01. 06. 2022,Excellent,"CZK 59,800",Personal,Other,A,,,,,,,,,,,,,,,Yes,,,,Luka Residential s.r.o.,Luka Living Rental apartments,814,
714255,"CZK 27,000",50.07202,14.44518,"Francouzská, Prague - Vinohrady",Studio,40 m²,CZK 133,Unfurnished,1,No,Yes,No,No,No,No,No,14. 04. 2022,Excellent,"CZK 54,000",Personal,Brick building,A,,,,,,,,,,,,,,,Yes,,,,Luka Residential s.r.o.,Luka Living Rental apartments,F003,
717034,"CZK 12,500",50.13919,14.51845,"Pavla Beneše, Prague - Letňany",Studio,42 m²,"CZK 3,000",Partially furnished,4,Yes,No,Yes,No,Yes,Yes,No,01. 06. 2022,Excellent,"CZK 25,000",Personal,Other,C,276,460,963,"1,046",502,584,860,990,"1,122",169,,,,,,,,,,,,
545732,"CZK 20,000",50.0677891,14.4330621,"Pod Karlovem, Prague - Vinohrady",Other,85 m²,"CZK 3,000",Furnished,5,No,No,No,No,No,No,No,01. 08. 2022,,,Personal,Brick building,C,142,732,179,748,115,606,472,652,284,372,,,,,,,,,,,,
535339,"CZK 15,900",50.0592231,14.4514127,Prague - Michle,1 bedroom with open-plan kitchen,42 m²,"CZK 3,200",Partially furnished,6,No,No,No,No,No,No,No,01. 06. 2022,,"CZK 30,000",Personal,Brick building,,162,720,164,242,202,894,99,396,588,222,,,,,,,,,,,,
452087,"CZK 13,000",50.0485532,14.5241392,Prague - Hostivař,1 bedroom with open-plan kitchen,40 m²,"CZK 3,000",Partially furnished,2,No,No,No,Yes,No,Yes,No,Ihned,Good,"CZK 26,000",Personal,Prefab concrete building,,253,"1,054",508,"1,017",56,739,454,449,635,314,,,Central heating,Middle floor,,,Bathroom unit,,,,,
717005,"CZK 16,000",50.10681,14.44916,"Poupětova, Prague - Holešovice",1 bedroom with open-plan kitchen,40 m²,"CZK 3,500",Furnished,,No,No,No,No,No,No,No,01. 06. 2022,Excellent,"CZK 16,000",Cooperative,Brick building,G,198,450,31,262,118,266,265,724,363,324,,,,,,,,,,,,
717018,"CZK 17,000",50.10832,14.49069,"U Školičky, Prague - Libeň",1 bedroom,40 m²,"CZK 3,500",Furnished,3,No,Yes,Yes,No,No,Yes,No,26. 06. 2022,Excellent,"CZK 20,000",Personal,Brick building,G,247,467,156,599,198,324,385,162,126,46,,Standard materials and solutions,,Middle floor,,,,,,,,
717004,"CZK 16,000",50.04505,14.4027,"Nad Zlíchovem, Prague - Hlubočepy",1 bedroom with open-plan kitchen,51 m²,"CZK 3,000",Partially furnished,3,Yes,No,No,No,No,No,No,09. 05. 2022,Excellent,"CZK 16,000",Personal,Brick building,G,93,617,769,740,829,"1,224",323,,,,,,,,,,,,,,,
639668,"CZK 10,000",50.133324,14.455523,Prague - Kobylisy,Studio,40 m²,"CZK 3,500",Unfurnished,7,Yes,No,Yes,No,No,Yes,No,15. 05. 2022,Good,"CZK 20,000",Personal,Brick building,B,65,"1,391",325,"1,290",303,995,"1,006",865,"1,478",521,,Standard materials and solutions,Central heating,Top floor,,,Overall,,,,,
717001,"CZK 11,150",50.10621,14.58504,"Bryksova, Prague - Černý Most",1 bedroom with open-plan kitchen,48 m²,"CZK 3,850",Partially furnished,1,No,No,No,No,No,Yes,No,16. 05. 2022,Excellent,"CZK 32,000",Personal,Prefab concrete building,G,447,496,507,649,591,901,735,434,,,,,,,,,,,,,,
717003,"CZK 16,000",50.09301,14.49053,"K Chmelnici, Prague - Žižkov",2 bedroom,50 m²,"CZK 4,900",Partially furnished,5,No,No,No,Yes,No,No,No,05. 05. 2022,Excellent,"CZK 16,000",Personal,Brick building,G,243,192,202,302,138,170,160,328,413,215,,,,,,,,,,,,
595378,"CZK 19,000",50.109744,14.49792,"Bassova, Prague - Vysočany",1 bedroom with open-plan kitchen,53 m²,"CZK 3,550",Partially furnished,2,Yes,No,No,No,No,Yes,Yes,01. 06. 2022,New build,"CZK 25,000",Personal,Prefab concrete building,B,99,282,60,174,25,196,526,702,267,335,1 to 10 years years,,District heating,,,,,,,,,
716909,"CZK 23,000",50.1049556,14.4905151,"Ocelářská, Prague - Libeň",1 bedroom with open-plan kitchen,70 m²,"CZK 3,900",Partially furnished,3,Yes,Yes,No,No,No,Yes,No,10. 05. 2022,New build,"CZK 23,000",Personal,Brick building,B,280,213,157,195,145,289,128,514,240,212,,Premium materials and solutions,Central heating,,,,,,,,,
577002,"CZK 16,000",50.1171669,14.4317465,"Trojská, Prague - Troja",1 bedroom with open-plan kitchen,43 m²,"CZK 3,500",Unfurnished,1,No,No,No,No,No,No,No,01. 01. 2022,,"CZK 48,000",Personal,Brick building,C,141,"1,030","1,164",484,672,"1,054",233,748,,,,,,,,,,,,,,
282174,"CZK 15,500",50.0700211,14.3958844,"Mrázovka, Prague - Smíchov",1 bedroom with open-plan kitchen,55 m²,"CZK 1,500",Furnished,1,No,No,No,No,No,Yes,No,01. 01. 1970,Excellent,,Personal,Brick building,,318,508,500,524,51,593,275,976,402,164,,,Gas boiler,Middle floor,,,,,,,,
716680,"CZK 21,500",50.09593,14.36114,"Na Dlouhém lánu, Prague - Vokovice",2 bedroom with open-plan kitchen,61 m²,"CZK 3,200",Partially furnished,1,No,No,Yes,No,No,No,No,06. 05. 2022,Excellent,"CZK 21,500",Personal,Brick building,G,354,217,70,343,111,140,288,565,"1,176",407,,,,,,,,,,,,
541377,"CZK 18,000",50.0898814,14.3429244,"Na Okraji, Prague - Veleslavín",1 bedroom with open-plan kitchen,52 m²,"CZK 4,000",Partially furnished,2,No,No,No,No,No,No,No,01. 07. 2022,,"CZK 33,000",Cooperative,Brick building,,129,524,89,187,192,257,195,59,854,186,,,District heating,Middle floor,,,Overall,,,,,
662021,"CZK 17,000",50.08702,14.34672,"Nad Alejí, Prague - Břevnov",1 bedroom with open-plan kitchen,53 m²,"CZK 4,000",Partially furnished,3,No,No,Yes,Yes,No,No,No,01. 07. 2022,Excellent,"CZK 34,000",Municipal,Prefab concrete building,C,225,387,240,326,173,264,130,123,485,137,,Premium materials and solutions,District heating,Middle floor,,,Overall,,,,,
686568,"CZK 21,900",50.07386,14.41527,"Gorazdova, Prague - Nové Město",Studio,26 m²,"CZK 3,000",Furnished,2,No,No,No,No,No,Yes,No,01. 06. 2022,New build,"CZK 44,000",Personal,Brick building,E,105,431,45,391,67,341,472,466,787,541,,,,,,,,,,,,
529892,"CZK 10,600",50.0599289,14.3998514,Prague - Smíchov,1 bedroom,39 m²,"CZK 4,000",Partially furnished,3,No,No,Yes,No,Yes,No,No,11. 05. 2022,Excellent,"CZK 14,600",Personal,Brick building,C,316,"1,018",343,"1,041",336,497,717,856,778,620,1 to 10 years years,Standard materials and solutions,Central heating,Attic,,,Overall,,,,,
716991,"CZK 15,500",50.06265,14.44798,"U Křížku, Prague - Nusle",2 bedroom,50 m²,"CZK 3,500",Furnished,-1,No,No,Yes,No,No,No,No,01. 06. 2022,Excellent,"CZK 15,500",Cooperative,Prefab concrete building,C,223,813,263,525,239,563,710,550,821,607,,,,,,,,,,,,
203657,"CZK 16,500",50.1155867,14.4743483,"Na sypkém, Prague - Libeň",1 bedroom with open-plan kitchen,55 m²,"CZK 4,000",Furnished,2,Yes,No,Yes,No,Yes,Yes,No,01. 07. 2022,New build,"CZK 20,500",Personal,Brick building,,143,"1,362",395,"1,237",150,656,536,"1,350",883,321,1 to 10 years years,,,Middle floor,Yes,,,,,,,
716987,"CZK 18,000",50.08337,14.36193,"Bělohorská, Prague - Břevnov",2 bedroom,51 m²,"CZK 2,500",Partially furnished,1,No,No,No,No,No,Yes,No,04. 05. 2022,Excellent,"CZK 36,000",Personal,Brick building,G,86,268,115,91,138,158,328,812,229,401,,,,,,,,,,,,
716692,"CZK 11,000",50.0735326,14.5001292,Prague - Strašnice,Studio,40 m²,"CZK 1,500",,,No,No,No,No,No,No,No,,Good,"CZK 10,000",Personal,Brick building,,204,850,290,693,272,718,167,438,760,286,,,,,,,,,,,,
684922,"CZK 9,900",50.03579,14.41528,"Na Vinohradu, Prague - Braník",Studio,25 m²,"CZK 1,500",Furnished,1,No,No,No,No,No,No,No,09. 05. 2022,Excellent,"CZK 19,000",Personal,Brick building,,200,452,102,198,138,224,244,515,,,,,,,,,,,,,,
704205,"CZK 20,500",50.01239,14.40096,"Vrátnická, Prague - Modřany",1 bedroom with open-plan kitchen,60 m²,"CZK 3,100",Partially furnished,3,Yes,No,No,No,No,Yes,Yes,01. 04. 2022,New build,"CZK 30,000",Personal,Low-energy building,B,426,"1,386",854,"1,481",703,"1,184","1,052","1,135",638,379,1 to 10 years years,,Central heating,Middle floor,,,,,,,,
716985,"CZK 12,500",50.0951749,14.5092549,"Mezilehlá, Prague - Hrdlořezy",Small studio,37 m²,"CZK 3,120",Partially furnished,3,Yes,No,Yes,No,No,Yes,Yes,01. 05. 2022,New build,"CZK 37,000",Personal,Brick building,A,203,514,668,478,976,743,"1,293","1,106",276,,,,,,,,,,,,,
530639,"CZK 12,500",50.0400116,14.5681437,Prague - Horní Měcholupy,Studio,39 m²,"CZK 2,500",Partially furnished,5,Yes,No,No,No,No,Yes,Yes,01. 07. 2022,,"CZK 15,000",Personal,Brick building,,240,898,493,763,617,355,456,557,"1,256",366,,,,,Yes,,,,,,,
515070,"CZK 27,800",50.06671,14.456435,"Oblouková, Prague - Vršovice",3 bedroom,80 m²,"CZK 2,940",Furnished,6,No,No,No,No,No,Yes,No,01. 07. 2022,Excellent,"CZK 40,000",Personal,Brick building,,38,225,51,316,42,316,420,560,322,259,1 to 10 years years,Premium materials and solutions,District heating,Top floor,,,Overall,,,,,
624896,"CZK 13,500",50.0973,14.362884,"Kladenská, Prague - Vokovice",1 bedroom with open-plan kitchen,50 m²,"CZK 3,400",Partially furnished,5,No,No,Yes,No,Yes,No,No,01. 06. 2022,Excellent,"CZK 27,000",Personal,Brick building,C,227,104,237,300,260,291,511,417,"1,174",243,1 to 10 years years,Premium materials and solutions,Gas boiler,Top floor,,,Overall,,,,,
716734,"CZK 10,000",50.06184,14.44442,"Svatoslavova, Prague - Nusle",1 bedroom,40 m²,"CZK 1,000",Partially furnished,3,No,No,No,No,No,No,No,03. 05. 2022,Excellent,"CZK 20,000",Personal,Brick building,C,137,691,109,397,161,420,540,730,476,584,,,,,,,,,,,,
716531,"CZK 17,000",50.0693304,14.4608713,"Arménská, Prague - Vršovice",1 bedroom with open-plan kitchen,55 m²,"CZK 2,800",Furnished,4,No,No,No,No,No,Yes,No,06. 05. 2022,Excellent,"CZK 12,000",Personal,Brick building,D,217,693,244,367,186,479,321,221,572,314,,,District heating,,,,Overall,,,,,
611162,"CZK 16,000",50.030212,14.364044,"Kováříkova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,53 m²,"CZK 3,800",Partially furnished,2,No,Yes,No,No,No,Yes,No,01. 06. 2022,Excellent,"CZK 16,000",Personal,Brick building,D,380,"1,101",366,"1,082",244,"1,143",471,586,796,326,1 to 10 years years,,District heating,Middle floor,Yes,,,,,,,
494735,"CZK 17,500",50.1155396,14.5633862,"Farkašova, Prague - Kyje",2 bedroom with open-plan kitchen,63 m²,"CZK 4,350",Furnished,2,Yes,No,No,No,No,No,No,01. 07. 2022,New build,"CZK 20,000",Personal,Prefab concrete building,C,204,910,685,"1,279","1,219",697,,,,,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,,,,,,,,
716333,"CZK 45,000",50.0931,14.36735,"Nový lesík, Prague - Střešovice",5 bedroom,170 m²,"CZK 5,000",Partially furnished,2,Yes,Yes,Yes,No,No,No,Yes,01. 05. 2022,Good,"CZK 50,000",Personal,Brick building,G,266,928,710,"1,132",274,883,879,"1,234",325,288,,,,,,,,,,,,
601295,"CZK 18,500",50.023226,14.511166,"Zdiměřická, Prague - Chodov",1 bedroom with open-plan kitchen,64 m²,"CZK 3,500",Partially furnished,8,Yes,No,No,No,No,Yes,No,01. 06. 2022,Excellent,"CZK 35,000",Personal,Prefab concrete building,D,326,"1,289",222,595,221,296,844,181,,,1 to 10 years years,Premium materials and solutions,District heating,Top floor,,,Overall,,,,,
