Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Refundable security deposit,Ownership Type,Building Type,Condition,Heating,Total number of floors,PENB,Renovation,Age,Design,Front garden,New building,Administration fee,Developer name,Project name,Kód jednotky
628517,"CZK 22,000",50.056007,14.308113,"Pod Zličínem, Prague - Stodůlky",2 bedroom with open-plan kitchen,62 m²,"CZK 4,000",Furnished,1,No,No,No,No,No,No,No,12. 04. 2022,205,"1,173",290,"1,214","1,161","1,320","1,304","1,102",828,489,"CZK 22,000",Personal,Brick building,New build,Electric boiler,Raised ground floor,G,Overall,1 to 10 years years,Premium materials and solutions,,,,,,
582294,"CZK 20,500",50.091065,14.477632,"Biskupcova, Prague - Žižkov",2 bedroom with open-plan kitchen,65 m²,"CZK 2,500",Partially furnished,5,No,No,Yes,No,No,Yes,No,16. 05. 2022,224,"1,029",202,309,326,391,259,288,395,345,"CZK 20,500",Personal,Brick building,Excellent,,,E,,,,,,,,,
713902,"CZK 10,500",50.0636028,14.435896,"Boleslavova, Prague - Nusle",1 bedroom,50 m²,CZK 490,Partially furnished,1,No,No,No,No,No,No,No,01. 05. 2022,367,379,243,313,382,484,259,353,404,331,"CZK 10,500",Personal,Brick building,Excellent,,,G,,,,,,,,,
290009,"CZK 10,500",50.0780988,14.5007519,"Kounická, Prague - Strašnice",1 bedroom,45 m²,"CZK 2,660",Partially furnished,,No,No,No,No,No,No,No,,227,556,213,533,215,487,530,568,"1,315",304,"CZK 15,000",Personal,Brick building,,,Ground floor,,,,,,,,,,
713889,"CZK 14,900",50.11482,14.46865,"Chlumčanského, Prague - Libeň",2 bedroom,58 m²,"CZK 4,000",Partially furnished,4,No,No,Yes,No,Yes,Yes,No,01. 05. 2022,158,999,106,"1,232",200,238,148,"1,276",852,177,"CZK 20,000",Personal,Brick building,Excellent,,,G,,,,,,,,,
590755,"CZK 16,800",50.073647,14.416906,"Na Moráni, Prague - Nové Město",2 bedroom,60 m²,CZK 500,,5,No,No,No,No,No,No,No,12. 04. 2022,136,344,79,149,75,217,342,430,752,269,"CZK 16,782",Personal,Brick building,Good,,,A,,,,,,,,,
713112,"CZK 35,000",50.02094,14.41331,"U Zátiší, Prague - Hodkovičky",2 bedroom with open-plan kitchen,110 m²,"CZK 6,000",Furnished,6,No,Yes,No,No,No,Yes,Yes,18. 04. 2022,253,"1,412","1,277","1,370",489,"1,491",183,,,,"CZK 60,000",Personal,Brick building,Excellent,,,A,,,,,,,,,
713875,"CZK 14,000",50.1028,14.49695,"Českomoravská, Prague - Libeň",Studio,48 m²,"CZK 4,650",Furnished,3,Yes,No,No,No,Yes,Yes,No,02. 05. 2022,126,589,273,189,186,90,541,"1,080",637,392,"CZK 20,000",Personal,Prefab concrete building,Excellent,,,B,,,,,,,,,
711674,"CZK 17,000",50.10235,14.42751,"Umělecká, Prague - Holešovice",1 bedroom with open-plan kitchen,54 m²,"CZK 1,000",Unfurnished,3,No,No,No,No,No,No,No,12. 04. 2022,179,550,128,276,153,391,78,137,479,,"CZK 34,000",Personal,Brick building,New build,Electric boiler,Middle floor,G,,,,,,,,,
713860,"CZK 9,000",50.07381,14.45633,"Hradešínská, Prague - Vinohrady",Small studio,33 m²,"CZK 1,600",Unfurnished,-1,No,No,No,No,No,Yes,No,12. 04. 2022,339,692,296,549,277,445,389,257,680,268,"CZK 9,000",Personal,Brick building,Good,,,G,,,,,,,,,
713312,"CZK 16,000",50.0757517,14.6593589,Prague - Újezd nad Lesy,1 bedroom with open-plan kitchen,65 m²,"CZK 3,700",Partially furnished,2,Yes,Yes,No,No,No,No,No,01. 05. 2022,83,202,169,174,237,799,236,"1,400",196,,"CZK 16,000",Personal,Brick building,Excellent,,,B,,,,15 m²,,,,,
713837,"CZK 9,500",50.10681,14.44864,"Poupětova, Prague - Holešovice",Small studio,25 m²,"CZK 2,500",Partially furnished,2,No,No,No,No,No,Yes,No,14. 04. 2022,235,487,69,299,155,303,302,761,400,361,"CZK 11,000",Personal,Brick building,Excellent,,,C,,,,,,,,,
710665,"CZK 24,500",50.10137,14.42546,"Malířská, Prague - Bubeneč",1 bedroom with open-plan kitchen,51 m²,"CZK 1,500",Furnished,3,Yes,No,Yes,Yes,No,Yes,No,17. 03. 2022,270,323,112,253,173,64,285,151,440,,"CZK 40,000",Personal,Brick building,Excellent,Gas boiler,Middle floor,G,Overall,,Premium materials and solutions,,,,,,
713143,"CZK 24,000",50.08531,14.34044,"Plojharova, Prague - Břevnov",3 bedroom,70 m²,"CZK 5,000",Partially furnished,4,No,No,Yes,No,No,No,No,01. 05. 2022,192,884,534,587,289,570,226,375,881,372,"CZK 48,000",Personal,Brick building,Excellent,,,G,,,,,,,,,
713828,"CZK 18,600",50.0718493,14.4552977,"Norská, Prague - Vršovice",2 bedroom,46 m²,"CZK 3,000",Furnished,1,No,No,No,No,Yes,No,No,12. 05. 2022,211,660,85,437,55,435,140,205,545,175,"CZK 18,600",Personal,Brick building,Excellent,Gas boiler,Middle floor,G,Overall,,Standard materials and solutions,,,,,,
190925,"CZK 11,500",50.0241471,14.4558453,"Hurbanova, Prague - Krč",Studio,34 m²,"CZK 2,500",Unfurnished,3,No,No,Yes,Yes,No,No,No,11. 04. 2022,426,931,475,512,466,534,"1,372",499,447,,"CZK 15,000",Cooperative,Prefab concrete building,,District heating,,,,,,,,,,,
536913,"CZK 14,000",50.0848545,14.483906,Prague - Strašnice,Studio,52 m²,"CZK 4,000",Furnished,2,Yes,No,No,No,Yes,Yes,Yes,ihned,167,"1,302",579,"1,188",705,920,"1,055",176,690,361,"CZK 20,000",Personal,Brick building,,,Middle floor,,,1 to 10 years years,Premium materials and solutions,,Yes,,,,
423147,"CZK 16,500",50.0686181,14.369871,"Musílkova, Prague - Košíře",1 bedroom with open-plan kitchen,38 m²,"CZK 4,000",Furnished,1,No,Yes,Yes,No,No,Yes,No,12. 04. 2022,192,544,59,293,128,186,228,"1,177",548,252,"CZK 25,000",Personal,Brick building,Excellent,,Ground floor,,,,,15 m²,Yes,,,,
111639,"CZK 12,000",50.0908705,14.4234615,"Haštalská, Prague - Staré Město",Studio,25 m²,"CZK 1,500",Furnished,5,No,No,No,No,No,Yes,No,11. 04. 2022,60,394,36,180,50,197,274,320,164,166,"CZK 27,000",Personal,Brick building,Excellent,Other,Middle floor,,Interior,,Standard materials and solutions,,,,,,
713119,"CZK 20,000",50.0758076,14.419087,"Karlovo náměstí, Prague - Nové Město",1 bedroom,58 m²,"CZK 1,900",Partially furnished,1,No,No,No,No,No,No,No,06. 04. 2022,64,90,87,106,154,99,118,495,711,218,"CZK 20,000",Personal,Brick building,New build,,,C,,,,,,,,,
332636,"CZK 10,000",50.0923038,14.5401226,"Zvíkovská, Prague - Kyje",1 bedroom with open-plan kitchen,42 m²,"CZK 4,000",Partially furnished,,No,No,No,No,No,No,No,,174,305,331,840,"1,019","1,366",220,,,,"CZK 14,000",Personal,Brick building,,Gas boiler,Raised ground floor,,Interior,,Standard materials and solutions,,,,,,
223403,"CZK 15,500",50.1331108,14.4861759,"Roudnická, Prague - Střížkov",1 bedroom with open-plan kitchen,45 m²,"CZK 3,000",Furnished,4,Yes,No,Yes,No,No,No,No,01. 05. 2022,574,822,443,815,518,917,"1,422",168,,,CZK 2,Personal,Prefab concrete building,Good,District heating,Middle floor,C,Overall,,Premium materials and solutions,,,,,,
400345,"CZK 14,000",50.1194442,14.4815146,"Hejnická, Prague - Střížkov",2 bedroom,64 m²,"CZK 2,000",Partially furnished,3,No,Yes,No,No,Yes,No,No,16. 05. 2022,268,"1,472",400,"1,410",77,"1,088",538,562,634,262,"CZK 28,000",Personal,Brick building,Excellent,Gas boiler,Attic,,,10 to 30 years years,,120 m²,,,,,
713794,"CZK 15,500",50.0848285,14.3763459,"Bělohorská, Prague - Břevnov",Studio,29 m²,"CZK 2,000",Partially furnished,3,Yes,No,Yes,No,No,No,No,01. 05. 2022,53,824,62,397,57,161,81,398,262,273,"CZK 20,000",Other,Brick building,Excellent,,,F,,,,,,,,,
607713,"CZK 19,900",50.071796,14.429385,"Fügnerovo náměstí, Prague - Nové Město",1 bedroom with open-plan kitchen,50 m²,"CZK 1,900",Furnished,5,No,No,No,No,No,Yes,No,01. 05. 2022,195,562,237,360,239,190,296,492,736,504,"CZK 25,000",Personal,Brick building,New build,Electric boiler,Attic,G,,1 to 10 years years,Premium materials and solutions,,Yes,,,,
596997,"CZK 9,990",50.038205,14.592655,"U Uhříněveské obory, Prague - Uhříněves",1 bedroom with open-plan kitchen,40 m²,CZK 1,Partially furnished,2,No,No,No,No,No,No,No,12. 04. 2022,465,"1,251",602,"1,053",670,"1,039",666,566,"1,446",348,"CZK 18,000",Personal,Brick building,New build,District heating,,A,,,Premium materials and solutions,,,,,,
658032,"CZK 21,900",50.0568,14.37815,"Kačirkova, Prague - Jinonice",1 bedroom with open-plan kitchen,57 m²,"CZK 3,000",Furnished,4,Yes,No,Yes,No,Yes,Yes,Yes,01. 05. 2022,425,383,567,433,477,975,428,"1,467",364,,"CZK 24,900",Personal,Brick building,New build,Central heating,Middle floor,A,,1 to 10 years years,Standard materials and solutions,,Yes,,,,
713618,"CZK 10,000",50.06458,14.40079,"Plzeňská, Prague - Smíchov",1 bedroom with open-plan kitchen,50 m²,"CZK 1,000",Partially furnished,2,Yes,No,Yes,No,No,No,No,01. 05. 2022,263,540,292,883,413,627,239,212,455,136,"CZK 10,000",Personal,Brick building,Good,,,G,,,,,,,,,
557005,"CZK 16,900",50.077353752656,14.458361973016,"Boleslavská, Prague - Vinohrady",1 bedroom with open-plan kitchen,46 m²,"CZK 1,200",Furnished,5,No,No,Yes,No,No,Yes,No,12. 04. 2022,64,381,50,68,33,193,620,434,758,244,"CZK 21,800",Personal,Brick building,Excellent,,,,,,,,,,,,
713765,"CZK 17,000",50.08278,14.50472,"Počernická, Prague - Malešice",2 bedroom,52 m²,"CZK 3,000",Partially furnished,4,No,No,Yes,Yes,No,Yes,Yes,11. 04. 2022,135,369,230,326,211,487,531,396,974,160,"CZK 20,000",Personal,Prefab concrete building,Excellent,District heating,,E,Overall,,Standard materials and solutions,,,,,,
529688,"CZK 16,000",50.0748582,14.5011723,"U Kombinátu, Prague - Strašnice",1 bedroom with open-plan kitchen,71 m²,"CZK 5,000",Partially furnished,5,No,No,No,No,No,No,No,01. 09. 2018,383,822,90,873,249,827,118,397,995,541,"CZK 32,000",Personal,Brick building,Good,Gas boiler,Attic,,,10 to 30 years years,Standard materials and solutions,,,,,,
713753,"CZK 10,000",50.08737,14.47122,"Malešická, Prague - Žižkov",1 bedroom,44 m²,"CZK 2,500",Partially furnished,4,No,Yes,No,No,No,Yes,No,15. 04. 2022,11,509,152,297,124,388,351,171,438,286,"CZK 40,000",Personal,Brick building,Excellent,District heating,Top floor,D,Interior,,Standard materials and solutions,,,,,,
713052,"CZK 11,400",50.04374,14.51342,"Bratislavská, Prague - Hostivař",Small studio,31 m²,"CZK 2,500",Furnished,3,Yes,No,No,No,No,Yes,No,06. 04. 2022,178,355,421,403,"1,191",556,"1,036",237,,,"CZK 25,000",Personal,Prefab concrete building,New build,,,C,,,,,,,,,
713745,"CZK 19,000",50.11747,14.49905,"Pískovcová, Prague - Prosek",1 bedroom with open-plan kitchen,47 m²,"CZK 1,000",Partially furnished,6,No,No,No,No,No,Yes,No,11. 04. 2022,144,817,203,162,217,294,531,480,902,151,"CZK 19,000",Personal,Prefab concrete building,Excellent,,,G,,,,,,,,,
693907,"CZK 11,999",50.08737,14.46042,"Ostromečská, Prague - Žižkov",2 bedroom,52 m²,"CZK 5,999",Furnished,3,Yes,No,No,No,No,Yes,No,07. 12. 2021,50,386,148,485,177,358,375,450,277,170,"CZK 27,999",Personal,Prefab concrete building,Good,District heating,,G,,,,,,,,,
605756,"CZK 9,980",50.036582,14.593744,"V Bytovkách, Prague - Uhříněves",Studio,40 m²,CZK 1,,2,No,No,No,No,No,No,No,11. 04. 2022,220,"1,006",357,800,699,786,300,321,"1,201",51,"CZK 18,000",Personal,Brick building,New build,,,A,,,,,,,,,
632492,"CZK 16,000",50.111335,14.39601,"Šestidomí, Prague - Bubeneč",1 bedroom with open-plan kitchen,45 m²,"CZK 3,500",Furnished,3,No,No,Yes,No,No,No,Yes,04. 04. 2022,181,258,998,393,773,866,558,647,331,,"CZK 19,500",Personal,Brick building,Excellent,District heating,Middle floor,G,Overall,,Standard materials and solutions,,,,,,
713736,"CZK 14,000",50.05164,14.3346,"Wiedermannova, Prague - Stodůlky",1 bedroom with open-plan kitchen,48 m²,"CZK 3,500",Partially furnished,4,Yes,No,No,No,No,Yes,Yes,01. 05. 2022,291,676,225,641,629,196,609,724,869,455,"CZK 20,000",Personal,Prefab concrete building,Excellent,,,B,,,,,,,,,
570551,"CZK 15,000",50.0597191,14.4684711,"Na Křivce, Prague - Michle",1 bedroom,40 m²,,Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,235,"1,005",353,"1,050",364,489,"1,258",420,985,259,"CZK 19,998",Personal,Brick building,,Gas boiler,Middle floor,,,,,,,,,,
377630,"CZK 14,500",50.0854373,14.3450668,"Volavkova, Prague - Břevnov",2 bedroom,57 m²,"CZK 2,854",Furnished,2,Yes,No,Yes,No,No,No,No,10. 04. 2022,145,578,139,341,63,358,177,166,573,157,"CZK 18,000",Cooperative,Brick building,,District heating,Middle floor,,,,,,,,,,
713734,"CZK 13,000",50.03225,14.55993,"Jakobiho, Prague - Petrovice",1 bedroom with open-plan kitchen,43 m²,"CZK 4,000",Partially furnished,9,No,No,Yes,No,Yes,Yes,No,12. 04. 2022,123,"1,094",507,"1,191",86,966,252,125,490,18,"CZK 13,000",Personal,Prefab concrete building,Excellent,District heating,,B,Bathroom unit,,,,,,,,
690101,"CZK 16,000",50.08168,14.36474,"Hošťálkova, Prague - Břevnov",1 bedroom with open-plan kitchen,62 m²,"CZK 4,000",Furnished,,No,Yes,No,No,No,No,No,01. 05. 2022,471,617,427,485,369,576,393,865,515,328,"CZK 25,000",Personal,Brick building,Excellent,Other,Ground floor,G,Overall,1 to 10 years years,Standard materials and solutions,8 m²,,,,,
713725,"CZK 13,000",50.10219,14.40399,"Raisova, Prague - Bubeneč",2 bedroom,53 m²,"CZK 3,700",Partially furnished,4,No,No,Yes,No,No,Yes,No,01. 05. 2022,314,842,165,568,146,620,415,550,577,134,"CZK 20,000",Personal,Brick building,Good,,,G,,,,,,,,,
712727,"CZK 20,000",50.05563,14.42088,"Podolská, Prague - Podolí",1 bedroom with open-plan kitchen,50 m²,"CZK 4,000",Partially furnished,,No,No,Yes,No,No,No,No,04. 04. 2022,238,486,271,285,309,483,254,835,279,151,"CZK 40,000",Personal,Brick building,Excellent,,,G,,,,,,,,,
216865,"CZK 15,000",50.136703,14.5147525,Prague - Letňany,3 bedroom,68 m²,"CZK 2,136",Unfurnished,4,No,No,Yes,Yes,No,Yes,No,11. 04. 2022,159,149,727,468,158,119,409,990,560,319,"CZK 36,000",Personal,Prefab concrete building,Excellent,District heating,Middle floor,,Interior,,Standard materials and solutions,,,,,,
368861,"CZK 11,000",50.0855492,14.4700332,"Jana Želivského, Prague - Žižkov",Studio,35 m²,"CZK 4,000",Partially furnished,3,No,No,No,No,No,No,No,20. 05. 2022,23,239,67,341,97,376,517,444,478,500,"CZK 15,986",Personal,Brick building,,,Middle floor,G,,,,,,,,,
385565,"CZK 17,200",50.1242673,14.503465,"Měšická, Prague - Prosek",1 bedroom with open-plan kitchen,68 m²,"CZK 2,800",Partially furnished,1,No,Yes,No,No,No,Yes,No,,250,490,232,751,190,868,334,362,"1,492",65,,Personal,Brick building,New build,,,A,,,,,,,,,
226603,"CZK 17,790",50.1010663,14.3658334,Prague - Dejvice,2 bedroom,55 m²,"CZK 3,180",Partially furnished,1,No,No,No,Yes,No,No,No,01. 06. 2022,371,778,804,414,512,679,906,703,"1,121",189,"CZK 20,000",Personal,Brick building,Excellent,District heating,Middle floor,,Overall,,Standard materials and solutions,,,,,,
545954,"CZK 17,800",50.0929923,14.5636808,Prague - Hostavice,1 bedroom with open-plan kitchen,62 m²,"CZK 6,500",Partially furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 06. 2022,299,"1,492",825,"1,107",247,,,,,,"CZK 50,600",Personal,Brick building,Excellent,,,,,,,,,,,,
713709,"CZK 12,000",50.11073,14.39609,"Ve Struhách, Prague - Bubeneč",Studio,30 m²,"CZK 3,500",Unfurnished,1,No,Yes,Yes,No,Yes,No,No,11. 04. 2022,255,271,"1,011",406,786,689,613,660,406,,"CZK 12,000",Other,Brick building,Excellent,,,G,,,,,,,,,
712986,"CZK 16,000",50.05311,14.33451,"Nárožní, Prague - Stodůlky",1 bedroom with open-plan kitchen,53 m²,"CZK 4,000",Partially furnished,4,Yes,No,Yes,No,No,Yes,No,05. 04. 2022,326,689,159,654,642,209,622,604,946,558,"CZK 20,000",Personal,Brick building,New build,,,C,,,,,,,,,
643771,"CZK 22,900",50.065524,14.425584,"Oldřichova, Prague - Nusle",2 bedroom with open-plan kitchen,70 m²,"CZK 4,600",Furnished,2,No,No,No,No,No,No,No,01. 07. 2022,145,"1,036",163,291,28,250,632,648,467,258,"CZK 23,000",Personal,Brick building,Excellent,,,C,,,,,,,,,
587270,"CZK 22,000",50.08898,14.417158,"Široká, Prague - Josefov",1 bedroom,39 m²,"CZK 1,300",Furnished,2,No,No,No,No,No,Yes,No,01. 05. 2022,61,143,110,127,39,497,225,617,198,373,,Personal,Brick building,Excellent,Electric boiler,Middle floor,G,Overall,,Premium materials and solutions,,,,,,
712585,"CZK 13,000",50.10457,14.39648,"N. A. Někrasova, Prague - Bubeneč",1 bedroom,57 m²,"CZK 3,000",Furnished,2,No,No,Yes,No,No,Yes,No,04. 04. 2022,127,738,134,167,33,143,316,211,416,52,"CZK 30,000",Personal,Brick building,Excellent,Other,,G,Overall,,Standard materials and solutions,,,,,,
713681,"CZK 13,000",50.12767,14.42004,"Olštýnská, Prague - Troja",1 bedroom with open-plan kitchen,37 m²,"CZK 2,800",Furnished,6,No,No,No,No,No,Yes,No,11. 04. 2022,324,244,274,314,52,222,726,978,"1,136",350,"CZK 20,000",Personal,Prefab concrete building,Excellent,,,C,,,,,,,,,
705683,"CZK 11,990",50.02904722222,14.52763944444,"Tatarkova, Prague - Háje",1 bedroom with open-plan kitchen,43 m²,"CZK 3,249",Furnished,2,No,No,No,No,No,Yes,No,,292,651,149,322,332,382,437,317,442,286,"CZK 14,899",Personal,Prefab concrete building,Excellent,,,C,,,,,,"CZK 14,899

                                
                                
                
i",,,
375504,"CZK 16,600",50.0678382,14.3706854,Prague - Košíře,1 bedroom with open-plan kitchen,58 m²,"CZK 2,773",Partially furnished,2,No,No,No,No,Yes,Yes,No,21. 05. 2022,348,583,98,393,284,341,406,"1,061",433,249,"CZK 16,600",Personal,Brick building,Excellent,,Middle floor,,,1 to 10 years years,,,,,,,
713672,"CZK 10,900",50.11526,14.56224,"Sicherova, Prague - Kyje",Studio,31 m²,"CZK 3,828",Unfurnished,1,No,Yes,Yes,No,No,Yes,No,19. 04. 2022,134,879,669,"1,248","1,186",682,,,,,"CZK 25,000",Personal,Brick building,Excellent,,Ground floor,G,,1 to 10 years years,Standard materials and solutions,71 m²,,,,,
456712,"CZK 17,000",50.1046697,14.4538237,"V Háji, Prague - Holešovice",1 bedroom with open-plan kitchen,57 m²,"CZK 4,270",Partially furnished,6,No,No,No,No,No,Yes,No,01. 05. 2022,83,626,65,321,68,158,631,730,335,356,"CZK 34,000",Personal,Brick building,Good,Gas boiler,Top floor,D,,,,,,,,,
704085,"CZK 11,500",50.0869795,14.4446955,"Husitská, Prague - Žižkov",1 bedroom with open-plan kitchen,42 m²,CZK 750,Partially furnished,4,No,Yes,No,No,No,No,No,28. 01. 2022,151,665,424,620,142,633,400,440,482,450,"CZK 13,000",Personal,Brick building,Excellent,Electric boiler,,G,Interior,,Standard materials and solutions,,,,,,
704726,"CZK 17,000",50.0427649,14.4931358,"Klapálkova, Prague - Chodov",Studio,36 m²,"CZK 2,500",Furnished,1,Yes,No,Yes,No,Yes,No,No,01. 02. 2022,33,832,168,877,517,"1,461",395,"1,201","1,083",262,"CZK 34,000",Personal,Brick building,New build,Central heating,Middle floor,B,Overall,1 to 10 years years,Premium materials and solutions,,,,,,
534922,"CZK 19,000",50.0715416,14.4496461,Prague - Vršovice,1 bedroom with open-plan kitchen,59 m²,"CZK 4,000",Furnished,1,Yes,No,Yes,No,No,Yes,No,01. 06. 2022,154,719,167,265,110,580,208,493,284,405,"CZK 35,000",Personal,Brick building,,,,D,,,,,,,,,
713662,"CZK 15,000",50.10898,14.44592,"Vrbenského, Prague - Holešovice",1 bedroom,38 m²,"CZK 5,000",Furnished,6,No,No,No,No,No,Yes,No,01. 05. 2022,155,688,102,642,119,330,220,"1,047",563,175,"CZK 15,000",Personal,Brick building,Excellent,,,D,,,,,,,,,
688197,"CZK 10,000",50.13261,14.4228,"Hlivická, Prague - Bohnice",Studio,40 m²,"CZK 3,315",Furnished,11,No,No,Yes,Yes,Yes,No,No,01. 06. 2022,245,"1,087",195,"1,017",796,275,289,993,"1,235",138,"CZK 20,000",Personal,Prefab concrete building,Good,,,G,,,,,,,,,
408757,"CZK 17,000",50.055196715629,14.437190215344,"Sevřená, Prague - Nusle",2 bedroom,63 m²,"CZK 6,200",Partially furnished,3,Yes,No,Yes,No,No,No,No,01. 07. 2022,181,"1,036",258,385,220,237,720,21,368,346,"CZK 30,000",Personal,Brick building,Excellent,Gas boiler,Middle floor,G,Overall,1 to 10 years years,,236 m²,,,,,
713641,"CZK 21,900",50.11743,14.49199,"Na Vyhlídce, Prague - Prosek",4 bedroom with open-plan kitchen,100 m²,"CZK 5,000",Unfurnished,1,No,No,No,No,No,No,No,01. 05. 2022,220,"1,072",524,783,465,671,407,341,958,277,"CZK 40,000",Personal,Brick building,Good,Gas boiler,,G,,,Standard materials and solutions,,,,,,
713635,"CZK 13,000",50.14884,14.52835,"Něvská, Prague - Čakovice",2 bedroom,52 m²,"CZK 3,000",Partially furnished,1,Yes,No,Yes,No,No,No,No,15. 04. 2022,246,735,499,365,440,796,719,280,,,"CZK 26,000",Personal,Brick building,Excellent,,,G,,,,,,,,,
602097,"CZK 21,000",50.156475,14.51919,"Bermanova, Prague - Čakovice",2 bedroom with open-plan kitchen,77 m²,"CZK 5,700",Furnished,5,Yes,No,No,No,Yes,Yes,Yes,08. 05. 2022,261,799,92,99,"1,383",769,209,121,,,"CZK 40,000",Personal,Brick building,Excellent,Central heating,Top floor,C,,1 to 10 years years,Standard materials and solutions,,,,,,
712866,"CZK 24,800",50.11094,14.39438,"Podbabská, Prague - Bubeneč",2 bedroom with open-plan kitchen,87 m²,"CZK 3,500",Partially furnished,2,Yes,No,Yes,No,No,Yes,Yes,04. 04. 2022,199,"1,442",198,829,396,604,735,502,592,448,"CZK 50,000",Personal,Brick building,Excellent,,,G,,,,,,,,,
597076,"CZK 13,000",50.055288,14.441894,"Nad Studánkou, Prague - Nusle",1 bedroom with open-plan kitchen,58 m²,"CZK 3,900",Furnished,2,No,No,No,No,No,No,No,01. 04. 2020,110,"1,054",174,490,137,600,313,287,"1,006",261,"CZK 26,000",Personal,Brick building,,Gas boiler,Middle floor,D,,,Standard materials and solutions,,,,,,
657178,"CZK 14,000",50.1105273,14.4507356,"Jankovcova, Prague - Holešovice",Studio,47 m²,"CZK 2,400",Partially furnished,5,No,No,No,No,Yes,Yes,No,01. 06. 2022,43,973,494,785,474,571,428,"1,247",701,348,"CZK 16,000",Personal,Brick building,New build,Central heating,Middle floor,G,Overall,1 to 10 years years,Standard materials and solutions,,Yes,,,,
712844,"CZK 28,000",50.05301,14.49077,"Záběhlická, Prague - Záběhlice",2 bedroom with open-plan kitchen,130 m²,"CZK 4,800",Partially furnished,1,No,Yes,No,Yes,No,No,No,01. 07. 2022,255,"1,227",274,"1,200",287,700,476,882,518,332,"CZK 28,000",Personal,Brick building,Excellent,,,,,,,,,,,,
709089,"CZK 15,000",49.97318,14.38539,"Romana Blahníka, Prague - Zbraslav",1 bedroom with open-plan kitchen,73 m²,"CZK 2,900",Partially furnished,2,Yes,No,No,No,No,No,No,01. 06. 2022,385,777,683,655,543,612,"1,095",406,107,,"CZK 30,000",Personal,Brick building,Excellent,Gas boiler,Middle floor,B,Overall,1 to 10 years years,Premium materials and solutions,,,,,,
712834,"CZK 10,000",50.11056,14.5041,"Prouzova, Prague - Vysočany",Small studio,30 m²,"CZK 3,000",Partially furnished,1,No,No,No,No,Yes,No,No,10. 04. 2022,91,311,66,207,108,271,165,494,286,262,"CZK 20,000",Personal,Brick building,Excellent,,,G,,,,,,,,,
713369,"CZK 17,000",50.11366,14.47593,"Zenklova, Prague - Libeň",3 bedroom,57 m²,"CZK 3,000",Partially furnished,2,Yes,No,No,No,No,No,No,01. 05. 2022,164,194,"1,045",205,688,581,"1,249",765,255,,"CZK 20,000",Personal,Brick building,Excellent,,,G,,,,,,,,,
710246,"CZK 9,000",50.07342,14.50766,"V Olšinách, Prague - Strašnice",Studio,30 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,130,"1,413",284,"1,266",254,664,373,764,"1,235",451,"CZK 21,000",Personal,Brick building,Excellent,,,G,,,,,,,,,
712778,"CZK 30,000",50.07667,14.35035,"Nad Motolskou nemocnicí, Prague - Břevnov",2 bedroom with open-plan kitchen,120 m²,"CZK 5,000",Partially furnished,3,No,Yes,Yes,No,Yes,No,Yes,04. 04. 2022,325,968,"1,401",611,829,"1,088","1,138","1,303",542,,"CZK 27,000",Personal,Brick building,New build,,,G,,,,,,,,,
713566,"CZK 15,000",50.1262,14.41959,"Hnězdenská, Prague - Troja",1 bedroom with open-plan kitchen,46 m²,"CZK 2,500",Partially furnished,5,No,No,No,Yes,Yes,No,No,01. 05. 2022,231,348,362,303,242,392,734,884,"1,411",430,"CZK 20,000",Personal,Brick building,Excellent,,,G,,,,,,,,,
712831,"CZK 14,500",50.07631,14.64919,"Račiněveská, Prague - Újezd nad Lesy",1 bedroom with open-plan kitchen,38 m²,"CZK 2,700",Partially furnished,1,Yes,No,No,No,Yes,No,No,01. 05. 2022,455,497,201,"1,008",267,408,675,864,697,,"CZK 29,000",Personal,Brick building,Excellent,Gas boiler,Middle floor,G,Interior,1 to 10 years years,,,,,,,
545164,"CZK 12,500",50.1105294,14.4507429,Prague - Holešovice,Studio,22 m²,"CZK 2,000",Furnished,2,No,No,No,No,No,Yes,No,01. 05. 2022,42,972,494,784,474,571,428,"1,247",701,348,"CZK 12,500",Personal,Brick building,New build,Central heating,Middle floor,,,1 to 10 years years,Premium materials and solutions,,Yes,,,,
712743,"CZK 11,500",50.10449,14.4784,"Novákových, Prague - Libeň",1 bedroom with open-plan kitchen,35 m²,"CZK 1,750",Partially furnished,,No,No,No,No,No,No,No,01. 06. 2022,69,285,111,311,7,237,333,461,213,358,"CZK 11,500",Personal,Brick building,Excellent,,,A,,,,,,,,,
624122,"CZK 14,000",50.089335,14.307978,"Vlastina, Prague - Ruzyně",1 bedroom with open-plan kitchen,42 m²,"CZK 2,000",Partially furnished,13,Yes,No,Yes,No,No,Yes,No,01. 06. 2022,106,194,217,208,204,265,430,"1,354","1,274",129,"CZK 16,000",Personal,Prefab concrete building,Excellent,,,C,,,,,,,,,
