Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Heating,Floor space,Fully furnished,Condition,Ownership,EPC,Reconstruction,Balcony,Parking,Cellar,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Age,Designe,Enclosed balcony,Domácí mazlíčci vítáni,Terrace,Garage,New-build,Administrative fee
"CZK 15,000","CZK 2,000","CZK 17,000",620723,Studio,10/1/2022,2,Brick,Distance,29 m²,Fully furnished,New-build,Cooperative,B,,1.0,,,1.0,214.85,111.86,183.29,1264.57,201.57,1099.51,477.0,709.91,746.45,109.54,"Hugo Haase, Prague - Hlubočepy",50.029126,14.363101,Up to 10 years,,,,,,1.0,
"CZK 15,900","CZK 3,000","CZK 24,994",741297,Studio,9/30/2022,3,Low-energy,,43 m²,Partly,New-build,,A,,1.0,1.0,1.0,1.0,42.16,980.71,35.65,801.41,416.27,652.58,375.7,164.32,685.98,129.58,Prague - Strašnice,50.07176,14.49995,,,,,,,1.0,
"CZK 13,500","CZK 3,800","CZK 27,000",741296,Studio,9/30/2022,2,Low-energy,Central,38 m²,Partly,New-build,,B,,,,,1.0,125.27,608.4,353.81,654.19,277.24,1424.43,205.16,1005.93,1240.37,177.61,Prague - Záběhlice,50.04349,14.49147,Up to 10 years,Standard,,,1.0,,1.0,
"CZK 17,900","CZK 3,500","CZK 25,000",741294,2+kk,9/30/2022,1,Low-energy,,60 m²,Partly,New-build,,A,,1.0,1.0,1.0,1.0,42.16,980.71,35.65,801.41,416.27,652.58,375.7,164.32,685.98,129.58,Prague - Strašnice,50.07176,14.49995,,,,,,,1.0,
"CZK 13,500","CZK 3,500","CZK 23,000",740469,1 bedroom,10/1/2022,,Brick,,41 m²,Partly,Good,,G,,,,,,161.41,565.52,16.45,384.54,60.84,501.52,281.23,483.75,176.8,229.04,Prague - Vysočany,50.11019,14.50659,,,,1.0,,,,
"CZK 18,000",CZK 0,"CZK 20,000",740467,2+kk,10/1/2022,10,Low-energy,,64 m²,Partly,New-build,Personal,B,,,1.0,1.0,1.0,125.27,608.4,353.81,654.19,277.24,1424.43,205.16,1005.93,1240.37,177.61,Prague - Záběhlice,50.04349,14.49147,,,,,1.0,1.0,1.0,
"CZK 15,500","CZK 3,000","CZK 30,000",594828,2+kk,9/1/2021,2,Brick,,52 m²,Partly,New-build,Personal,B,,1.0,,,1.0,161.22,299.47,270.64,408.85,220.63,272.39,717.91,834.32,924.82,108.71,"Oty Bubeníčka, Prague - Uhříněves",50.029536,14.596783,,,,,,,1.0,
"CZK 20,900","CZK 4,000","CZK 14,900",601407,2 bedroom,9/30/2022,2,Brick,,52 m²,Partly,Good,Personal,A,Interior,1.0,,,,223.01,283.49,128.98,310.42,95.27,246.79,19.61,130.38,436.01,365.46,"Krásova, Prague - Žižkov",50.083732,14.446919,Up to 10 years,Standard,,,,,,
"CZK 18,000","CZK 5,500","CZK 30,000",451854,2+kk,9/20/2022,3,Brick,Central,53 m²,Fully furnished,Very good,Personal,B,,,1.0,1.0,1.0,268.54,1127.51,289.59,1065.89,742.84,726.62,106.46,523.83,705.26,339.08,"Žitenická, Prague - Prosek",50.1193133,14.4862393,Up to 10 years,,,,1.0,1.0,,
"CZK 30,000",CZK 0,"CZK 30,000",741284,2+kk,9/19/2022,1,Brick,,56 m²,Fully furnished,Very good,,G,,,,,,148.97,482.88,76.2,351.02,136.4,568.05,163.87,1230.06,188.31,330.62,Prague - Bubeneč,50.10189,14.41867,,,,,,,1.0,
"CZK 15,500","CZK 4,200","CZK 25,000",587854,2+kk,11/1/2022,3,Brick,Electric boiler,50 m²,Partly,Very good,Personal,G,Complete,,,,1.0,352.44,585.81,177.87,274.28,79.83,173.07,190.84,739.13,162.71,177.75,"Jaselská, Prague - Bubeneč",50.0990606,14.4033314,Over 50 years,Luxurious,,,,,,
"CZK 16,000","CZK 2,700","CZK 20,000",694058,2+kk,11/27/2021,6,Prefab concrete,Distance,43 m²,Partly,Very good,Personal,G,,,,1.0,1.0,411.84,505.69,433.08,375.73,287.62,432.2,42.32,215.42,421.78,3.69,"Sezemínská, Prague - Stodůlky",50.04577,14.32639,,,,1.0,,,,
"CZK 17,500","CZK 4,000","CZK 25,000",575231,2 bedroom,10/1/2022,4,Brick,Central,58 m²,Partly,Very good,Personal,E,,1.0,,,1.0,65.43,359.16,211.4,88.38,16.61,285.81,355.84,665.56,157.32,197.77,"Pod pekárnami, Prague - Vysočany",50.1118794,14.5036348,,,,,,,,
"CZK 14,499","CZK 5,000","CZK 13,000",741282,Studio,10/3/2022,4,Brick,,50 m²,Fully furnished,Very good,,G,,,,1.0,,500.73,649.45,586.82,617.67,398.86,653.48,680.26,495.8,732.22,73.84,Prague - Libeň,50.12254,14.46531,,,,,,,,
"CZK 12,900","CZK 3,400","CZK 6,300",251709,Studio,9/30/2022,2,Brick,,27 m²,Partly,Very good,Personal,A,Interior,,,,,158.09,417.51,60.62,299.36,87.46,438.29,192.72,107.92,437.58,581.73,"Krásova, Prague - Žižkov",50.0855213,14.4464324,Up to 10 years,Standard,,,,,,
"CZK 8,690","CZK 2,500","CZK 11,190",243527,3+1,10/31/2022,3,Prefab concrete,Distance,25 m²,Fully furnished,Very good,Personal,,Complete,,1.0,1.0,1.0,191.43,442.8,463.07,3131.76,454.14,865.67,992.76,1542.91,1687.11,219.69,"Na Domovině, Prague - Libuš",50.0088285,14.4664954,,Standard,,,,,,
"CZK 24,938","CZK 8,312",,740670,Studio,10/6/2022,1,,,35 m²,Fully furnished,,,,,1.0,,,1.0,237.21,722.71,270.23,1114.48,162.06,485.4,549.42,612.82,571.2,287.12,"U Nikolajky, Prague - Smíchov",50.0656652,14.3917771,,,,,1.0,1.0,,
"CZK 13,500","CZK 2,000","CZK 16,000",741277,Studio,9/19/2022,4,Prefab concrete,,23 m²,Fully furnished,New-build,,C,,,,,1.0,205.62,1616.83,456.95,1598.38,972.0,466.33,879.37,1541.08,1118.8,494.59,Prague - Vysočany,50.10375,14.51731,,,,,1.0,,1.0,
"CZK 20,000","CZK 4,000","CZK 20,000",605902,2 bedroom,9/1/2020,3,Brick,,66 m²,,Very good,Personal,D,,1.0,,,1.0,67.04,520.82,253.05,117.76,27.35,56.16,502.67,649.33,634.79,435.81,"Stroupežnického, Prague - Smíchov",50.070928,14.403242,,,,,,,,
"CZK 21,500","CZK 3,000","CZK 40,000",732334,2+kk,10/1/2022,5,Brick,,80 m²,Fully furnished,Very good,,G,,,1.0,1.0,1.0,265.92,1777.23,440.04,1451.77,1127.73,595.45,927.67,1186.52,890.04,172.52,Prague - Vysočany,50.10457,14.514,,,,,1.0,,,
"CZK 13,500","CZK 3,000","CZK 15,500",741268,2 bedroom,9/19/2022,1,Brick,,75 m²,Fully furnished,Good,,G,,,1.0,1.0,,411.14,443.36,676.74,2477.63,295.25,356.69,1785.74,264.35,302.71,268.92,Prague - Ďáblice,50.14516,14.47835,,,,,,1.0,,
"CZK 17,000","CZK 5,010","CZK 35,000",741267,2+kk,10/1/2022,2,Brick,,51 m²,Partly,Very good,,C,,1.0,,,1.0,174.26,1397.19,115.54,2067.88,623.12,851.06,1562.38,2449.38,607.97,47.71,Prague - Hostavice,50.0864,14.56443,,,,,,1.0,,
"CZK 25,000","CZK 5,000","CZK 30,000",741266,3+1,9/19/2022,8,Prefab concrete,,85 m²,Partly,Very good,,G,,,1.0,1.0,1.0,483.18,892.88,770.07,2204.35,645.09,834.43,822.85,1672.13,1462.29,857.94,Prague - Krč,50.01891,14.46095,,,1.0,1.0,,,,
"CZK 21,000","CZK 4,200","CZK 30,000",621022,2+kk,9/1/2020,4,Brick,Distance,68 m²,Partly,Very good,Personal,D,,1.0,,,1.0,340.38,692.59,244.27,689.89,421.32,526.19,638.04,193.52,678.92,299.57,"Štěpařská, Prague - Hlubočepy",50.029986,14.376053,10 to 30 years,Standard,,,,1.0,,
"CZK 8,000","CZK 3,953","CZK 13,000",468286,Studio,9/8/2022,1,Brick,Electric boiler,20 m²,Partly,,Personal,G,,1.0,,1.0,,52.78,1548.36,607.53,1489.96,621.99,771.9,1190.22,1141.24,657.83,581.65,"Záběhlická, Prague - Záběhlice",50.0557402,14.4803732,,,,,,,,
"CZK 14,000","CZK 1,900","CZK 14,000",741263,Studio,9/19/2022,3,Brick,,32 m²,Partly,Very good,,G,,,,1.0,1.0,255.36,836.19,174.54,437.15,123.4,300.28,65.02,922.47,350.8,192.23,Prague - Karlín,50.09327,14.45758,,,,,,,,
"CZK 20,000","CZK 3,000","CZK 20,000",257946,2+kk,6/29/2022,3,Brick,Other,50 m²,Fully furnished,Very good,Personal,C,Complete,,1.0,,,91.53,437.84,79.6,137.33,1.11,181.86,414.36,266.21,251.67,662.32,"Lidická, Prague - Smíchov",50.0723918,14.4059555,Up to 10 years,Standard,,,,,,
"CZK 6,000","CZK 3,000","CZK 9,000",714172,2+kk,4/13/2022,6,Prefab concrete,Gas boiler,40 m²,Fully furnished,Good,Personal,C,,,,,1.0,54.34,1207.5,59.98,118.19,118.44,60.12,177.42,400.05,217.07,279.62,"Koněvova, Prague - Žižkov",50.09132,14.47421,,Standard,,,,,,
"CZK 13,500",CZK 650,"CZK 22,000",560227,2+kk,9/20/2022,3,Brick,Gas boiler,36 m²,Partly,,Personal,,Complete,,,,,61.22,168.06,18.65,27.19,71.08,151.34,276.26,474.83,488.98,232.22,"Boleslavova, Prague - Nusle",50.0645329,14.4397454,Up to 10 years,Standard,,,,,,
"CZK 23,000","CZK 1,000","CZK 35,000",741183,2+kk,12/1/2022,4,Brick,,61 m²,Fully furnished,Very good,Personal,F,Complete,,,,,63.8,516.58,103.39,244.91,44.08,356.09,454.21,352.12,194.92,273.96,Prague - Vršovice,50.06768,14.45982,,Luxurious,,,,,,
"CZK 21,000","CZK 5,000","CZK 42,000",740438,2+kk,10/1/2022,1,Brick,,67 m²,Unfurnished,New-build,,C,,1.0,1.0,1.0,1.0,492.65,1037.96,224.7,801.53,450.96,628.46,203.06,796.15,1537.15,306.46,Prague - Jinonice,50.05552,14.35149,,,,1.0,,1.0,1.0,
"CZK 36,000","CZK 4,500","CZK 72,000",740431,4+kk,10/3/2022,1,Brick,,109 m²,Partly,Very good,,C,,1.0,1.0,1.0,1.0,150.09,1120.83,433.99,714.21,133.5,603.19,191.77,247.69,699.51,394.36,Prague - Prosek,50.11612,14.49523,,,,1.0,,1.0,,
"CZK 9,000",CZK 500,"CZK 9,000",515801,Studio,10/3/2022,1,Brick,,30 m²,Partly,,Personal,,,,,,,110.58,65.66,173.32,2396.71,217.48,378.33,273.4,233.88,1246.54,260.31,"Ke Krči, Prague - Braník",50.0368173,14.4106787,,,,,,,,
"CZK 7,500","CZK 4,500","CZK 10,000",440434,3+1,10/1/2022,2,Brick,,85 m²,Fully furnished,,Personal,,,1.0,,1.0,1.0,151.99,324.74,85.53,188.32,102.71,140.01,505.76,182.14,625.32,176.17,"Čáslavská, Prague - Vinohrady",50.0772404,14.4595114,,,,,,,,
"CZK 12,000","CZK 3,300","CZK 15,300",741260,Studio,10/1/2022,12,Prefab concrete,,29 m²,Partly,Very good,,G,,,,,1.0,304.18,441.68,154.41,287.81,275.17,316.88,223.46,709.63,624.18,154.86,Prague - Modřany,50.00772,14.41912,,,,,,,,
"CZK 7,500","CZK 2,600","CZK 10,000",741255,Small studio,9/19/2022,,Brick,,20 m²,Partly,Good,,E,,,,,,129.76,244.29,205.43,246.23,93.86,279.26,666.67,294.89,413.68,265.68,Prague - Dejvice,50.09955,14.39431,,,,,,,,
"CZK 16,000","CZK 2,960","CZK 37,920",320538,2+kk,10/1/2022,1,Brick,Gas boiler,48 m²,Partly,Very good,Personal,,Complete,,,1.0,1.0,196.78,425.58,73.16,210.43,86.93,468.5,249.06,367.1,817.32,104.75,"Radhošťská, Prague - Žižkov",50.0792097,14.4563912,,Luxurious,,,,,,
"CZK 11,490","CZK 4,000","CZK 15,490",61547,Studio,11/30/2022,3,Brick,Distance,25 m²,Fully furnished,Good,Personal,,Interior,,,1.0,,221.4,732.13,53.05,152.13,42.72,133.98,360.66,700.89,410.5,224.04,"Jungmannova , Prague - Nové Město",50.081443,14.422435,,Standard,,,,,,
"CZK 14,300","CZK 3,500","CZK 15,000",558871,2+kk,10/15/2022,12,Prefab concrete,Central,42 m²,Fully furnished,,Personal,,Complete,,,,1.0,335.18,736.49,401.48,1301.99,390.55,694.15,353.14,312.31,1143.66,188.18,Prague - Chodov,50.028077555216,14.51317830528,,Standard,,,,,,
"CZK 30,000","CZK 5,000","CZK 35,000",107657,3+kk,12/1/2022,2,Brick,,70 m²,Fully furnished,Good,Personal,A,,,1.0,,1.0,165.66,665.46,303.91,741.3,4.41,348.57,226.69,217.96,676.45,216.12,"Pernerova, Prague - Karlín",50.08938,14.44505,,,,,,,,
"CZK 16,001","CZK 1,000","CZK 28,000",540339,2+kk,10/1/2022,1,Brick,,44 m²,Unfurnished,,Personal,G,,,,,,112.34,1546.08,445.39,1520.99,176.6,1203.39,1177.64,257.39,369.76,280.43,"Čistovická, Prague - Řepy",50.0743287,14.3177437,,,,,,,,
"CZK 12,000","CZK 4,000","CZK 12,000",740968,1 bedroom,11/1/2022,3,Prefab concrete,Central,35 m²,Partly,Very good,,B,Complete,1.0,,1.0,,319.95,365.88,315.53,2104.38,280.62,382.54,904.56,76.15,360.98,365.65,Prague - Hostivař,50.05212,14.54533,,,,,,,,
"CZK 10,000","CZK 2,000","CZK 10,000",741235,Small studio,9/19/2022,1,Brick,,16 m²,Fully furnished,Very good,,G,,,,,,126.44,203.0,344.94,989.33,124.9,427.98,97.74,222.46,443.02,282.2,Prague - Chodov,50.03433,14.50368,,,,,,,,
"CZK 19,000","CZK 5,000","CZK 48,000",741234,2+kk,10/10/2022,1,Low-energy,,56 m²,Partly,New-build,Personal,C,,,1.0,1.0,1.0,640.2,2301.2,658.92,2161.71,735.95,2237.09,1279.01,3846.78,3469.94,28.65,Prague - Újezd u Průhonic,50.00866,14.54417,Up to 10 years,Luxurious,,1.0,1.0,,1.0,
"CZK 18,500","CZK 2,200","CZK 20,000",741220,3+1,10/1/2022,6,Prefab concrete,,72 m²,Partly,Very good,,G,,,,,1.0,199.11,171.98,97.68,548.42,147.63,421.86,455.4,725.81,487.38,44.9,Prague - Radotín,49.98487,14.35936,,,1.0,,,,,
"CZK 17,500","CZK 5,500","CZK 23,000",729569,3+1,9/11/2022,2,Brick,,78 m²,Partly,Very good,Personal,G,Complete,,1.0,,,326.98,1422.86,1524.63,2943.84,964.32,1176.46,367.48,2774.92,2964.44,947.04,Prague - Nebušice,50.11178,14.34242,10 to 30 years,Standard,,,,,1.0,
"CZK 17,000","CZK 3,750","CZK 20,000",740374,2 bedroom,9/14/2022,3,Brick,,63 m²,Partly,Good,,G,,,,1.0,1.0,1.56,745.18,82.04,521.84,185.39,520.18,334.78,202.28,657.67,201.61,Prague - Vršovice,50.07251,14.46021,,,1.0,,,,,
"CZK 17,250","CZK 5,750",,740359,3+1,10/26/2022,5,,,90 m²,Fully furnished,,,,,,,,1.0,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,
"CZK 14,000","CZK 4,000","CZK 20,000",741203,2+kk,10/1/2022,5,Prefab concrete,,42 m²,Fully furnished,Good,,G,,,,1.0,1.0,205.57,814.98,229.6,533.64,206.09,282.93,446.25,226.98,109.81,111.24,Prague - Libeň,50.10859,14.49151,,,,,,,,
"CZK 17,000","CZK 3,500","CZK 20,000",534591,2+kk,12/1/2022,1,Brick,Central,50 m²,Partly,,Personal,,,1.0,,,1.0,331.63,240.73,46.72,1651.58,245.04,1107.62,1076.0,702.68,882.96,157.59,"Svitákova, Prague - Stodůlky",50.0472253,14.3020538,Up to 10 years,Standard,,,,,1.0,
"CZK 14,000","CZK 2,000","CZK 20,000",741197,Studio,9/19/2022,2,Brick,,28 m²,Fully furnished,Very good,,G,,,,,1.0,103.66,657.77,107.76,95.74,21.57,164.36,187.09,244.66,128.17,354.38,Prague - Holešovice,50.09852,14.43205,,,,,,,,
"CZK 17,500","CZK 3,500","CZK 25,000",554687,2+kk,10/15/2022,2,Brick,Distance,40 m²,Fully furnished,New-build,Personal,,,,,1.0,1.0,36.05,792.81,20.0,597.08,172.08,638.36,366.32,329.81,486.26,346.96,"Dvacátého osmého pluku, Prague - Vršovice",50.0707338,14.4627954,Up to 10 years,Luxurious,,,1.0,,1.0,
"CZK 20,213","CZK 6,737",,741181,Studio,10/23/2022,2,,,40 m²,Fully furnished,,,,,,,,1.0,125.08,1820.88,983.56,1579.74,350.48,1227.39,675.2,1288.54,1305.39,597.33,"Vrátnická, Prague - Modřany",50.0124281,14.4009203,,,,,,,,
"CZK 24,000","CZK 3,000","CZK 24,000",730205,3+1,8/17/2022,1,Prefab concrete,,76 m²,Partly,Very good,,G,,1.0,,,1.0,395.99,509.43,163.26,504.86,440.33,508.9,453.56,279.74,995.17,176.46,Prague - Hlubočepy,50.03685,14.37189,,,,,,,,
"CZK 18,500","CZK 3,500","CZK 37,000",494444,2+kk,11/1/2022,2,Brick,Distance,55 m²,Fully furnished,New-build,Personal,B,,1.0,1.0,1.0,1.0,205.03,678.61,237.24,698.59,522.32,885.21,641.07,438.0,735.36,132.44,"Univerzitní, Prague - Malešice",50.086359,14.5027566,Up to 10 years,Standard,1.0,,,1.0,1.0,
"CZK 20,900","CZK 5,000","CZK 25,000",740339,3+1,12/1/2022,6,Prefab concrete,,85 m²,Partly,Good,,G,,,,,1.0,295.99,1387.26,288.89,1322.47,196.37,544.47,184.59,421.81,481.75,131.87,Prague - Střížkov,50.12565,14.48266,,,1.0,1.0,,,,
"CZK 6,000",CZK 500,"CZK 11,998",741153,Small studio,9/19/2022,1,Brick,,20 m²,Fully furnished,Good,,C,,,,,,320.5,465.52,114.6,132.15,26.55,382.29,225.93,631.08,424.2,562.16,Prague - Staré Město,50.08551,14.42113,,,,,,,,
"CZK 12,000","CZK 4,500","CZK 36,000",741159,2+kk,10/1/2022,,Brick,,55 m²,Partly,Very good,,B,,1.0,,,1.0,482.4,1705.32,423.67,2126.45,682.51,1159.2,1870.51,2713.26,627.97,223.1,Prague - Hostavice,50.08403,14.56291,,,,1.0,,,1.0,
"CZK 28,400","CZK 6,000","CZK 50,000",737804,3+kk,10/1/2022,5,Brick,Central,91 m²,Fully furnished,Very good,Personal,B,,1.0,1.0,1.0,1.0,411.66,1945.02,535.38,1619.56,1273.47,741.19,1073.41,1354.32,1057.83,53.96,Prague - Vysočany,50.10469,14.51504,Up to 10 years,Standard,1.0,,,,1.0,
"CZK 14,000","CZK 3,000","CZK 15,000",367112,2+kk,11/4/2022,4,Brick,Electric boiler,42 m²,Fully furnished,,Cooperative,,Complete,,,1.0,,225.29,226.93,153.66,303.35,231.43,260.41,375.35,775.55,579.73,68.04,"Humpolecká, Prague - Krč",50.0476755,14.4430187,,,,,,,,
"CZK 21,150","CZK 7,050",,734662,2+kk,10/29/2022,5,,,60 m²,Fully furnished,,,,,,,,1.0,568.91,1141.31,325.05,1116.62,882.39,718.5,640.87,567.67,1401.93,151.61,"Zakšínská, Prague - Střížkov",50.1311536,14.493582,,,,,,1.0,,
"CZK 47,340","CZK 15,780",,717682,2+kk,9/22/2022,6,,,69 m²,Fully furnished,,,,,1.0,,,1.0,104.56,349.59,143.75,145.93,108.83,150.53,431.56,393.96,289.53,329.01,"Na Maninách, Prague - Holešovice",50.1025661,14.4522431,,,,,1.0,,,
"CZK 48,435","CZK 16,145",,730649,3+1,10/20/2022,3,,,108 m²,Fully furnished,,,,,,,,1.0,170.36,424.31,260.04,428.7,73.65,305.75,38.65,29.43,439.38,720.46,"Balbínova, Prague - Vinohrady",50.0795643,14.4361068,,,,,,,,
"CZK 63,750","CZK 21,250",,729471,3+1,10/10/2022,3,,,120 m²,Fully furnished,,,,,,,,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,
"CZK 63,413","CZK 21,137",,732321,3+kk,10/29/2022,3,,,62 m²,Fully furnished,,,,,,,,1.0,2.22,191.43,20.53,48.07,1.19,48.35,128.16,305.9,208.92,259.31,"Dlouhá, Prague - Staré Město",50.0907943,14.427063,,,,,,,,
"CZK 48,128","CZK 16,042",,733049,3+kk,10/10/2022,5,,,78 m²,Fully furnished,,,,,1.0,,,1.0,122.69,292.83,150.02,222.27,31.53,246.25,406.08,512.95,283.22,254.06,"Křižíkova a, Prague - Karlín",50.0928722,14.4500782,,,,,1.0,1.0,,
"CZK 26,070","CZK 8,690",,740296,2+kk,10/24/2022,1,,,46 m²,Fully furnished,,,,,,,,1.0,398.77,1101.82,147.31,665.45,292.55,528.58,163.83,1077.37,579.1,95.11,"Na Střelnici, Prague - Karlín",50.0934489,14.4603259,,,,,,,,
"CZK 56,250","CZK 18,750",,730578,2+kk,10/10/2022,3,,,47 m²,Fully furnished,,,,,,,,1.0,145.3,409.63,254.35,292.12,59.28,309.45,136.5,419.43,177.03,511.6,"Elišky Krásnohorské, Prague - Josefov",50.0906304,14.4198248,,,,,,,,
"CZK 30,000","CZK 10,000",,718922,Studio,10/11/2022,5,,,45 m²,Fully furnished,,,,,,,,1.0,241.61,542.2,98.71,270.79,176.01,313.55,455.64,821.55,633.96,593.3,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,,,,,,,
"CZK 37,620","CZK 12,540",,728258,2 bedroom,10/1/2022,7,,,54 m²,Fully furnished,,,,,,,,1.0,379.66,564.73,5.21,191.31,38.84,242.1,65.9,705.75,343.76,422.75,"Michalská, Prague - Staré Město",50.0846396,14.4202484,,,,,,,,
"CZK 22,500","CZK 7,500",,728694,2 bedroom,10/4/2022,9,,,53 m²,Fully furnished,,,,,,,,1.0,125.93,351.52,458.39,239.89,349.44,469.18,335.68,124.41,1424.09,330.78,"Arabská, Prague - Vokovice",50.0992269,14.3632307,,,,,,,,
"CZK 20,250","CZK 6,750",,732111,2 bedroom,11/1/2022,1,,,48 m²,Fully furnished,,,,,1.0,,,1.0,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,,,,,1.0,,,
"CZK 37,500","CZK 12,500",,718920,2+kk,10/11/2022,3,,,60 m²,Fully furnished,,,,,1.0,,,1.0,241.61,542.2,98.71,270.79,176.01,313.55,455.64,821.55,633.96,593.3,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,,,,1.0,,,
"CZK 34,500","CZK 11,500",,735565,2+kk,9/22/2022,2,,,45 m²,Fully furnished,,,,,,,,1.0,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,
"CZK 37,500","CZK 12,500",,733712,2+kk,10/2/2022,5,,,56 m²,Fully furnished,,,,,,,,1.0,240.81,540.67,44.44,271.87,34.53,284.1,466.7,624.38,640.6,582.46,"Mečislavova, Prague - Nusle",50.0633339,14.4440155,,,,,,,,
"CZK 36,338","CZK 12,112",,728972,5+kk,9/22/2022,1,,,180 m²,Fully furnished,,,,,1.0,,,,710.63,2420.81,2011.34,2281.37,826.06,2150.45,2487.2,2253.5,2584.79,783.97,"Ibišková, Prague - Křeslice",50.0183023,14.5625656,,,,,1.0,1.0,,
"CZK 37,350","CZK 12,450",,730539,2+kk,11/1/2022,2,,,68 m²,Fully furnished,,,,,,,,1.0,170.48,421.6,257.32,426.75,52.86,339.7,54.65,63.39,473.33,754.41,"Balbínova, Prague - Vinohrady",50.0795659,14.4357789,,,,,,,,
"CZK 29,250","CZK 9,750",,741128,1 bedroom,10/23/2022,3,,,48 m²,Fully furnished,,,,,,,,1.0,107.08,199.76,133.64,104.94,106.11,,312.74,774.3,461.94,541.92,"Senovážné náměstí, Prague - Nové Město",50.0855469,14.4290625,,,,,,,,
"CZK 13,000","CZK 2,800","CZK 15,800",741126,Small studio,10/1/2022,5,Brick,,30 m²,Fully furnished,Very good,Personal,G,,,,,1.0,60.71,364.54,33.42,355.97,57.7,358.94,192.19,461.75,194.69,381.0,Prague - Žižkov,50.087,14.45162,,,,,,,,
"CZK 13,000","CZK 3,700","CZK 26,000",541238,Studio,10/1/2022,6,Brick,,27 m²,Partly,Very good,Personal,,,,,,1.0,85.21,560.98,14.88,551.17,98.54,690.21,231.73,215.69,227.14,216.17,"Francouzská, Prague - Vinohrady",50.0719134,14.4459199,,,,,,,,
"CZK 15,000","CZK 4,000","CZK 15,000",682721,2+kk,9/6/2021,4,Prefab concrete,,61 m²,Fully furnished,Very good,Personal,A,,1.0,,,1.0,349.83,1306.96,1184.16,2563.69,151.2,431.12,724.52,1663.0,1568.44,172.34,"Velké Kunratické, Prague - Kunratice",50.02163,14.46644,,,,,,,,
"CZK 10,000","CZK 4,500","CZK 14,499",625935,Studio,9/19/2022,1,Brick,Other,29 m²,Partly,Very good,Personal,C,Interior,,,1.0,,71.39,787.72,434.9,418.98,66.28,586.67,910.87,702.63,921.78,244.17,"Na pískách, Prague - Dejvice",50.09945,14.370062,Up to 10 years,Standard,,,,,,
"CZK 17,000","CZK 7,000","CZK 25,000",735634,2+kk,10/1/2022,5,Low-energy,Central,65 m²,Fully furnished,New-build,Personal,C,,1.0,,1.0,1.0,8.65,788.83,307.98,516.6,215.33,129.45,319.34,612.98,698.97,194.84,Prague - Michle,50.04294,14.45705,,,,,,1.0,,
"CZK 25,000","CZK 6,000","CZK 62,000",740273,3+kk,9/14/2022,2,Brick,,75 m²,Fully furnished,Very good,,E,,1.0,,1.0,,306.51,1179.53,410.07,1895.18,122.8,1225.98,778.85,1362.88,1258.73,88.5,Prague - Kyje,50.11,14.56032,,,,,,1.0,,
"CZK 13,900","CZK 2,000","CZK 25,000",730217,Studio,11/1/2022,3,Other,,30 m²,Partly,Very good,,C,,,,,1.0,229.79,293.08,77.08,237.88,34.66,198.17,64.92,281.76,68.07,564.67,Prague - Žižkov,50.08538,14.44998,,,,,,,,
"CZK 14,500","CZK 4,000","CZK 18,500",166019,2 bedroom,11/1/2022,4,Other,Distance,53 m²,Partly,,Personal,,,,,,,5.89,160.55,157.69,401.23,203.26,252.31,388.5,275.01,666.01,229.2,"Olbrachtova, Prague - Krč",50.0434042,14.4431759,,,,,,,,
"CZK 15,000","CZK 3,000","CZK 25,000",736774,2 bedroom,10/1/2022,4,Prefab concrete,,59 m²,Fully furnished,Very good,,C,,,1.0,1.0,1.0,160.51,891.21,172.92,1260.14,211.56,233.02,511.7,375.22,911.85,297.92,Prague - Kamýk,50.01649,14.44124,,,,,,,,
"CZK 13,500","CZK 4,000","CZK 27,000",435365,Studio,9/19/2022,,Brick,Central,25 m²,Partly,,Personal,,Interior,,,,,262.2,675.84,118.91,1308.42,623.33,915.23,611.66,524.96,514.11,519.13,"Vřesová, Prague - Troja",50.1269736,14.4332518,,Standard,,,1.0,,,
"CZK 20,103","CZK 2,097","CZK 40,000",732299,2+kk,10/1/2022,5,Brick,,64 m²,Partly,New-build,,G,,1.0,1.0,1.0,1.0,121.07,514.35,0.41,175.09,21.51,296.98,441.48,400.59,261.11,376.14,Prague - Holešovice,50.10249,14.4527,,,,,,,1.0,
"CZK 14,750","CZK 2,728","CZK 32,000",509665,Studio,9/19/2022,3,Brick,Central,40 m²,Partly,New-build,Personal,B,,1.0,1.0,1.0,1.0,224.4,1278.71,656.5,1260.26,929.14,1205.56,1200.64,1240.37,1130.47,482.15,"Granitova, Prague - Hloubětín",50.1087505,14.5266177,Up to 10 years,Luxurious,,,,1.0,1.0,
