Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Administrative fee,Floor space,Fully furnished,Condition,Ownership,EPC,Cellar,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Age,Reconstruction,Heating,Parking,Balcony,Terrace,New-build,Enclosed balcony,Designe,Garage,Plot type,Plot space,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 16,500","CZK 2,800","CZK 20,000",681260,2+kk,7/1/2022,2,Brick,,45 m²,Partly,Very good,Personal,D,,,283.45,1079.0,242.03,721.57,92.14,776.06,298.44,402.35,822.05,277.38,Prague - Podolí,50.04714,14.42878,,,Electric boiler,,,,,,,,,,
"CZK 27,000","CZK 7,900","CZK 54,000",723391,3+kk,8/1/2022,1,Brick,,88 m²,Unfurnished,Very good,,G,1.0,1.0,375.59,111.77,112.3,401.73,23.31,218.97,42.14,863.05,40.14,553.19,Prague - Nové Město,50.08277,14.42981,,,,,,,,,,,,,
"CZK 9,000","CZK 11,000","CZK 30,000",370707,2 bedroom,7/1/2022,7,Brick,,60 m²,Fully furnished,,,,,1.0,222.73,428.11,140.39,286.97,73.11,475.74,109.6,231.18,787.01,220.12,"Amurská, Prague - Vršovice",50.0695915,14.4736856,,,Central,,,,,,,,,,
"CZK 20,000","CZK 5,000","CZK 20,000",491571,1 bedroom,9/1/2022,3,Brick,,33 m²,Fully furnished,Very good,Personal,D,,1.0,140.45,542.55,237.77,487.34,96.72,447.63,220.9,338.34,295.84,596.42,"Jeronýmova, Prague - Žižkov",50.0862903,14.4481553,,,Electric boiler,,,,,,,,,,
"CZK 18,000","CZK 3,300","CZK 36,000",720065,Studio,5/27/2022,5,Brick,,28 m²,Unfurnished,Very good,,D,,1.0,185.24,329.01,194.37,186.19,90.06,377.21,518.65,520.95,413.15,566.37,Prague - Vinohrady,50.07794,14.43242,,,,,,,,,,,,,
"CZK 26,000","CZK 4,000","CZK 60,000",724051,2+kk,7/15/2022,2,Low-energy,,67 m²,Partly,New-build,Personal,B,1.0,1.0,373.83,1098.13,908.55,1934.22,807.19,1821.86,588.6,1794.2,492.45,918.39,Prague - Hrdlořezy,50.09171,14.52037,Up to 10 years,Complete,Central,1.0,,1.0,1.0,,,1.0,,,
"CZK 27,500","CZK 7,087","CZK 35,000",662434,3+kk,8/1/2022,4,Brick,,68 m²,Fully furnished,New-build,Personal,E,,,180.38,1139.18,834.07,1380.23,595.41,824.12,1035.0,974.6,1315.1,301.71,"Ve Studeném, Prague - Braník",50.03086,14.42046,Up to 10 years,Complete,Central,1.0,,,,1.0,Luxurious,1.0,,,
"CZK 25,000","CZK 3,000","CZK 25,000",723730,3+1,6/26/2022,2,Brick,,70 m²,Fully furnished,Good,,G,,1.0,119.72,264.42,0.52,44.61,32.33,269.28,212.74,303.96,651.77,410.91,Prague - Nové Město,50.07743,14.41925,Over 50 years,,Distance,,,,,,Standard,,,,
"CZK 21,990","CZK 3,251","CZK 25,241",724025,3+1,7/8/2022,5,Brick,"CZK 25,241",76 m²,Partly,Good,Personal,G,,1.0,159.38,993.4,143.29,196.43,179.28,303.34,90.64,577.52,517.88,687.24,"Antonínská, Prague - Holešovice",50.09932,14.43615361111,,,,,1.0,,,,,,,,
"CZK 16,000",CZK 700,"CZK 32,000",724016,1 bedroom,6/28/2022,2,Brick,,50 m²,Partly,Very good,,G,1.0,,80.24,942.02,462.59,260.57,378.99,677.81,792.61,179.3,1528.7,215.97,Prague - Horní Počernice,50.11695,14.623,,,,,,,,,,,,,
"CZK 33,000","CZK 5,000","CZK 45,000",688751,4+1,7/1/2022,2,Other,,115 m²,Partly,New-build,Personal,C,,1.0,213.54,743.4,213.98,766.79,497.92,675.26,347.96,342.97,1114.7,127.13,"Společná, Prague - Libeň",50.12421,14.47491,,,,1.0,1.0,,,,,1.0,,,
"CZK 16,000","CZK 3,500","CZK 32,000",723398,2 bedroom,6/28/2022,1,Brick,,50 m²,Partly,Very good,Personal,G,,,487.31,1604.25,485.75,664.21,351.84,606.54,288.34,615.21,498.12,415.72,Prague - Vokovice,50.09699,14.34154,,,Central,,,,,1.0,,,,,
"CZK 12,500","CZK 3,500","CZK 20,000",724007,2 bedroom,8/1/2022,7,Prefab concrete,,50 m²,Partly,Good,,F,,1.0,389.25,774.13,323.7,739.31,727.09,294.3,706.95,822.24,966.06,553.44,Prague - Stodůlky,50.05252,14.33426,,,,,1.0,,,,,,,,
"CZK 13,000","CZK 3,000","CZK 26,000",609037,Studio,6/25/2022,4,Brick,,32 m²,Partly,Very good,Personal,A,,,89.77,347.1,119.33,1395.27,216.3,418.27,1295.24,1397.87,617.95,948.34,"Moulíkova, Prague - Smíchov",50.060313,14.410178,Up to 10 years,Complete,Electric boiler,,1.0,,,,Standard,,,,
"CZK 45,000","CZK 5,500","CZK 55,000",723393,4+kk,6/23/2022,1,Low-energy,,119 m²,Unfurnished,New-build,,B,,,127.89,797.09,181.33,729.89,400.42,538.76,170.19,1154.09,552.92,158.3,Prague - Holešovice,50.11005,14.44738,,,,,,,,1.0,,,,,
"CZK 16,000","CZK 4,500","CZK 20,000",659673,3+1,8/1/2022,2,Brick,,77 m²,Partly,Very good,Personal,G,1.0,,257.81,1357.38,102.59,1029.72,179.24,294.97,323.95,109.77,995.77,92.31,"Nedvězská, Prague - Strašnice",50.06685,14.49968,,Interior,Central,,,,,,Standard,,,,
"CZK 15,500","CZK 2,400","CZK 16,000",330128,2+kk,8/31/2022,1,Brick,,50 m²,Unfurnished,Very good,Personal,B,,,255.31,501.77,459.42,715.23,218.51,523.94,431.76,479.05,374.11,261.13,"Na Balkáně, Prague - Žižkov",50.095259,14.4941569,,Interior,Electric boiler,,,,,,Standard,,,,
"CZK 17,000","CZK 4,000","CZK 21,000",238023,2+kk,6/28/2022,2,Brick,,35 m²,Fully furnished,,Personal,,,1.0,51.46,118.07,81.91,92.62,0.78,79.82,159.64,283.27,261.16,311.55,"Benediktská, Prague - Staré Město",50.0902986,14.4271043,,Complete,Distance,,,,,,,,,,
"CZK 14,000","CZK 2,500","CZK 28,000",193626,2+kk,6/28/2022,2,Brick,,44 m²,,,Personal,,,,150.83,840.69,199.64,1124.5,136.37,315.33,752.31,558.47,915.95,573.5,"Nad Koulkou, Prague - Smíchov",50.0604688,14.4014771,,,Central,,,,,,,,,,
"CZK 35,000",CZK 0,CZK 0,723978,Studio,7/4/2022,1,Brick,,25 m²,Fully furnished,New-build,,G,,,201.33,360.24,395.68,459.97,371.82,343.98,468.56,216.38,574.45,255.18,Prague - Petrovice,50.03894,14.55581,,,,1.0,,,,,,,,,
"CZK 15,000","CZK 4,000","CZK 30,000",723970,2+kk,7/15/2022,3,Prefab concrete,,45 m²,Partly,Very good,Personal,B,1.0,1.0,325.76,356.24,89.78,448.45,133.64,155.81,730.71,232.04,288.77,244.56,Prague - Chodov,50.02739,14.49074,,,,1.0,,,,,,,,,
"CZK 17,500","CZK 3,500","CZK 35,000",518354,2+kk,5/9/2022,6,Brick,,64 m²,Partly,Very good,Personal,,1.0,1.0,471.55,695.26,480.23,988.38,348.24,998.45,608.59,688.37,418.25,394.37,"Rudolfa Antonína Dvorského, Prague - Horní Měcholupy",50.0441344,14.5511037,10 to 30 years,,Distance,,1.0,,,,Standard,1.0,,,
"CZK 17,000","CZK 4,700","CZK 21,700",620235,2+kk,9/1/2022,7,Prefab concrete,,50 m²,Partly,Very good,Personal,C,1.0,1.0,207.12,361.24,249.6,275.41,262.43,309.87,122.75,104.52,498.42,198.68,"Lohniského, Prague - Hlubočepy",50.036552,14.377843,,,Distance,1.0,,,,1.0,,,,,
"CZK 12,900","CZK 2,207","CZK 23,000",145046,1 bedroom,6/28/2022,1,Brick,,40 m²,Partly,,Personal,,,,139.22,1242.7,205.67,540.34,202.16,162.13,480.48,385.96,492.15,350.46,"Koulova, Prague - Dejvice",50.107998,14.3936916,,,,,,,,,,,,,
"CZK 17,000",CZK 950,"CZK 30,000",723346,2 bedroom,7/1/2022,3,Brick,,43 m²,Partly,Good,,G,,1.0,45.81,900.67,266.63,345.48,140.71,326.46,704.24,178.93,508.39,480.9,Prague - Nusle,50.05428,14.43851,,,,,,,,,,,,,
"CZK 35,000","CZK 5,500","CZK 40,000",723928,4+kk,8/15/2022,6,Brick,,134 m²,Unfurnished,Very good,,G,1.0,1.0,135.95,201.01,340.8,380.24,371.18,487.46,327.05,520.71,892.99,328.15,Prague - Košíře,50.06932,14.37569,,,,,,1.0,,,,1.0,,,
"CZK 13,500","CZK 3,500","CZK 20,000",723915,1 bedroom,6/28/2022,2,Brick,,38 m²,Fully furnished,Very good,,E,,,143.93,918.06,70.87,636.72,48.74,284.46,233.75,395.0,379.56,180.62,Prague - Libeň,50.10703,14.49249,,,,,,,,,,,,,
"CZK 20,000","CZK 4,000","CZK 20,000",722868,2+kk,6/27/2022,10,Low-energy,,52 m²,Fully furnished,New-build,Personal,G,1.0,1.0,325.93,688.72,159.28,653.89,641.67,208.89,621.54,603.96,945.5,558.41,Prague - Stodůlky,50.05311,14.33451,Up to 10 years,,,1.0,,,1.0,1.0,Standard,1.0,,,
"CZK 18,500","CZK 4,500","CZK 20,000",600447,Studio,9/1/2021,4,Brick,,31 m²,Fully furnished,Very good,Personal,B,,1.0,123.62,153.94,53.53,66.71,16.24,82.61,161.04,179.13,150.4,200.79,"Rybná, Prague - Staré Město",50.090283,14.426066,,Interior,Distance,,,,,,,,,,
"CZK 18,400","CZK 1,400","CZK 18,400",723897,2+kk,7/1/2022,4,Brick,,54 m²,Partly,Very good,,G,,1.0,228.17,733.65,140.62,333.14,70.82,408.98,351.48,320.3,435.87,100.87,Prague - Bubeneč,50.10292,14.40153,,,,,,,,,,,,,
"CZK 17,500","CZK 3,500","CZK 45,000",280018,2+kk,7/1/2022,4,Other,,57 m²,Partly,,Personal,B,1.0,,164.04,430.44,350.57,436.1,217.31,581.99,559.04,170.08,817.97,97.66,"Božecká, Prague - Malešice",50.0834585,14.5052297,10 to 30 years,Complete,Distance,1.0,1.0,,,,Luxurious,,,,
"CZK 9,990",CZK 1,"CZK 13,990",598809,Studio,7/1/2022,2,Brick,,25 m²,Fully furnished,Good,Personal,C,,1.0,73.23,340.5,173.32,250.41,107.45,275.78,371.66,507.63,827.46,406.19,"Dittrichova, Prague - Nové Město",50.07394,14.416005,,,Gas boiler,,,,,,Standard,,,,
"CZK 15,500","CZK 5,500","CZK 30,000",723882,2 bedroom,8/8/2022,5,Prefab concrete,,52 m²,Fully furnished,Very good,,G,,,121.68,524.51,177.12,384.91,94.96,401.76,115.44,258.33,613.27,110.41,Prague - Břevnov,50.08598,14.34611,,,,,,,,,,,,,
"CZK 30,000","CZK 8,600","CZK 45,000",720007,4+kk,6/6/2022,2,Prefab concrete,,120 m²,Fully furnished,Good,,G,,1.0,,,,,,,,,,,Prague - Kobylisy,50.1321,14.47843,,Complete,Central,,,,,,,,,,
"CZK 20,000","CZK 4,000","CZK 40,000",723859,2+kk,7/5/2022,3,Brick,,55 m²,Partly,New-build,,B,1.0,1.0,273.62,1327.93,705.72,1309.48,978.36,1222.34,1084.39,1018.32,1026.82,495.64,Prague - Hloubětín,50.10855,14.52602,,,Central,1.0,,,1.0,1.0,,1.0,,,
"CZK 12,000","CZK 3,000","CZK 17,000",365677,Studio,7/15/2022,3,Brick,,36 m²,Partly,,Personal,,,,428.26,1078.94,761.2,1119.07,411.48,1038.67,773.45,929.29,619.55,308.12,Prague - Stodůlky,50.036731,14.3283986,,,,,1.0,,,,,,,,
"CZK 13,000","CZK 3,800","CZK 33,600",712652,3+kk,4/2/2022,6,Prefab concrete,,71 m²,Fully furnished,Good,Personal,G,,1.0,251.54,431.37,161.76,650.54,402.97,324.7,452.58,608.42,575.63,196.07,"Petýrkova, Prague - Chodov",50.02923,14.48587,,,,,,,,1.0,,,,,
"CZK 15,990","CZK 4,812","CZK 20,802",723845,4+kk,7/7/2022,3,Brick,"CZK 20,802",95 m²,Unfurnished,Very good,Personal,G,,,690.5,966.08,881.11,963.43,768.55,845.22,881.81,1225.3,1131.99,689.65,"Gabčíkova, Prague - Libeň",50.11849583333,14.45980166666,,,,,,,,,,,,,
"CZK 29,990","CZK 6,519","CZK 36,509",723841,3+kk,7/7/2022,5,Brick,"CZK 36,509",89 m²,Unfurnished,New-build,Personal,C,1.0,1.0,82.36,848.82,201.91,517.52,18,472.36,689.35,949.28,332.13,348.7,"Jankovcova, Prague - Holešovice",50.10538472222,14.45624805555,,,,1.0,,,1.0,,,,,,
"CZK 16,500","CZK 4,500","CZK 25,000",444974,2+kk,7/4/2022,1,Low-energy,,45 m²,Partly,,Personal,B,,,335.13,700.95,174.9,416.72,185.87,385.06,385.19,526.43,366.94,233.12,"U Libeňského pivovaru, Prague - Libeň",50.1078255,14.4754171,Up to 10 years,,,,1.0,1.0,1.0,,,,,,
"CZK 36,000","CZK 6,000",CZK 0,528897,3+1,6/22/2022,3,Brick,,120 m²,Fully furnished,,Personal,,,,146.64,442.17,50.87,75.01,23.87,70.51,213.14,404.97,599.27,668.7,Prague - Vinohrady,50.0740216,14.4323776,Up to 10 years,Complete,Gas boiler,,1.0,,,,Luxurious,,,,
"CZK 15,500","CZK 3,500","CZK 31,000",678710,2+kk,8/1/2022,1,Prefab concrete,,48 m²,Partly,Very good,Personal,C,,1.0,210.19,904.42,795.57,3491.91,359.37,598.28,1137.22,2914.62,868.63,99.08,"Kryšpínova, Prague - Dolní Měcholupy",50.06541,14.55227,,,Central,,1.0,,1.0,,Standard,1.0,,,
"CZK 4,000",CZK 0,CZK 0,723832,Studio,6/27/2022,1,Brick,,10 m²,Fully furnished,Good,,G,,,231.24,1224.16,81.26,10.74,37.15,105.4,608.75,959.18,576.79,135.87,Prague - Libeň,50.10424,14.49114,,,,,1.0,,,,,,,,
"CZK 12,000","CZK 2,518","CZK 12,000",611114,Studio,7/1/2022,2,Prefab concrete,,39 m²,Partly,Very good,Personal,D,,1.0,233.64,379.3,328.92,309.17,288.89,375.83,443.2,610.78,1494.95,164.09,"Řešovská, Prague - Bohnice",50.129053,14.415561,30 - 50 years,Complete,Distance,,,,,1.0,Standard,,,,
"CZK 13,900","CZK 5,100","CZK 18,000",723823,2 bedroom,6/27/2022,2,Brick,,59 m²,Partly,Good,Personal,G,1.0,,232.61,146.06,13.95,221.87,10.19,63.91,278.39,443.83,1225.33,285.5,Prague - Vokovice,50.09625,14.3602,,,,1.0,,,,,Standard,,,,
"CZK 13,000",CZK 490,"CZK 15,000",723816,Small studio,8/1/2022,2,Brick,,30 m²,Partly,Good,,G,,,150.49,1046.7,79.93,248.94,178.51,293.03,143.94,630.82,507.58,740.54,Prague - Holešovice,50.09981,14.43615,,,,,,,,,,,,,
"CZK 15,500","CZK 4,500","CZK 30,000",576765,1 bedroom,7/1/2022,1,Brick,,41 m²,Fully furnished,,Personal,C,,,337.55,804.98,708.24,768.33,386.51,727.33,503.7,714.82,1277.85,312.52,"Ke Kolonii, Prague - Suchdol",50.1402088,14.3836043,,Complete,,,,,,,,,,,
"CZK 17,000",CZK 650,"CZK 17,000",723255,2 bedroom,7/1/2022,3,Brick,,65 m²,Unfurnished,Good,,G,,1.0,232.96,462.76,188.12,464.13,140.84,398.67,187.9,408.03,556.12,583.57,Prague - Nové Město,50.07083,14.43181,,,,,,,,,,,,,
"CZK 16,900","CZK 3,100","CZK 40,000",617632,2+kk,6/25/2022,2,Prefab concrete,,44 m²,Partly,Very good,Personal,B,,1.0,339.5,258.78,154.1,328.9,36.49,237.37,731.05,965.96,1127.37,353.92,"Olštýnská, Prague - Troja",50.127794,14.42029,Up to 10 years,Interior,Distance,,1.0,,,,Standard,,,,
"CZK 15,000","CZK 4,000","CZK 20,000",644756,2 bedroom,7/1/2022,5,Brick,,48 m²,Partly,Good,Personal,C,1.0,1.0,157.83,287.36,196.02,171.83,233.27,279.06,451.39,404.08,789.79,119.75,"Pod Kavalírkou, Prague - Košíře",50.069319,14.372789,,,,,,,,,,,,,
"CZK 22,500","CZK 3,000","CZK 22,500",703730,2+kk,9/1/2022,5,Brick,,47 m²,Fully furnished,Very good,Cooperative,C,,1.0,138.12,339.19,73.34,545.9,50.64,130.55,131.69,140.41,506.35,322.32,"Vítkova, Prague - Karlín",50.09182,14.44512,,Complete,Central,,1.0,,,,Standard,,,,
"CZK 10,000","CZK 4,500","CZK 20,000",445036,Studio,6/27/2022,1,Prefab concrete,,32 m²,Fully furnished,,Personal,,,,368.45,848.39,179.81,708.38,275.48,833.02,69.77,1935.48,944.78,104.37,"Míšovická, Prague - Zličín",50.0580695,14.2841563,,,,1.0,,1.0,,,,,,,
"CZK 12,000","CZK 2,500","CZK 14,500",600130,Studio,8/1/2022,1,Brick,,30 m²,Partly,Very good,Personal,G,,,92.94,924.32,20.31,628.98,228.79,267.1,209.78,387.0,1003.42,307.72,"Plzeňská, Prague - Smíchov",50.072442,14.392718,,,Central,,,,,,,,,,
"CZK 13,500","CZK 3,000","CZK 22,000",614013,Studio,7/1/2022,,Other,,38 m²,Fully furnished,New-build,Personal,B,1.0,1.0,239.9,898.28,492.58,763.17,617.18,354.86,455.88,556.66,1256.24,365.57,"Modenská, Prague - Horní Měcholupy",50.040081,14.568147,Up to 10 years,,Central,,,1.0,1.0,,Standard,1.0,,,
"CZK 18,000","CZK 4,500","CZK 36,000",723778,2 bedroom,9/1/2022,1,Brick,,44 m²,Fully furnished,Very good,,G,1.0,,352.32,225.43,4.78,266.05,15.87,445.04,295.47,480.36,839.24,181.21,Prague - Vinohrady,50.0793,14.45253,,,,,,,,,,,,,
"CZK 21,000","CZK 3,500","CZK 21,000",723683,Studio,7/4/2022,2,Brick,,34 m²,Fully furnished,New-build,,A,,,337.03,1072.93,226.01,998.03,650.5,486.61,572.49,449.08,1170.05,93.25,Prague - Střížkov,50.13037,14.49293,,,,,1.0,,,,,,,,
"CZK 27,000","CZK 3,000","CZK 50,000",723728,3+1,6/26/2022,2,Brick,,96 m²,Partly,Very good,,G,,1.0,183.56,579.67,205.79,363.03,0.23,328.98,358.25,366.97,441.23,271.5,Prague - Karlín,50.0905,14.44145,,Interior,Electric boiler,,,,,,,,,,
"CZK 14,000","CZK 5,000","CZK 20,000",453746,2+kk,9/1/2022,8,Prefab concrete,,45 m²,Partly,,Cooperative,D,1.0,1.0,296.12,907.02,321.62,836.9,718.53,335.1,389.94,1155.13,1339.5,481.99,"Poznaňská, Prague - Bohnice",50.1304257,14.4196149,,Complete,Central,,,,,,,,,,
"CZK 17,000","CZK 1,500","CZK 51,000",723725,2+kk,6/26/2022,2,Brick,,43 m²,Partly,Very good,,G,1.0,,353.72,2282.69,201.34,1954.93,154.4,616.32,910.41,1682.31,702.27,255.78,Prague - Motol,50.07134,14.34932,,,,,,,,1.0,,,,,
"CZK 16,000","CZK 5,500","CZK 32,000",233474,2+kk,8/1/2022,5,Brick,,55 m²,Fully furnished,New-build,Personal,,,,202.25,403.95,250.74,171.76,212.66,44.18,709.96,823.25,357.87,360.18,"Paříkova, Prague - Vysočany",50.1114075,14.4976225,10 to 30 years,,Distance,1.0,1.0,,,,Luxurious,,,,
"CZK 18,000","CZK 5,072","CZK 40,000",723721,2+kk,9/1/2022,1,Prefab concrete,,74 m²,Fully furnished,Very good,,B,1.0,1.0,349.48,364.52,250.06,1987.32,499.5,539.27,876.98,110.23,5223.12,130.5,Prague - Zbraslav,49.96249,14.38226,,,,1.0,,,,,,,,,
"CZK 17,500",CZK 800,"CZK 20,000",681824,2+kk,7/15/2022,7,Prefab concrete,,47 m²,Partly,Very good,Cooperative,C,1.0,1.0,220.78,675.95,325.93,605.83,581.85,339.41,535.81,1038.18,1221.11,287.6,"Poznaňská, Prague - Bohnice",50.13033,14.42015,,Complete,Central,,,,,,,,,,
"CZK 15,900","CZK 4,600","CZK 30,000",522570,2+kk,11/1/2021,5,Brick,,69 m²,Fully furnished,Very good,Personal,C,,1.0,425.53,1396.11,1273.31,2477.5,217.89,569.17,570.22,1508.7,1706.48,157.29,Prague - Kunratice,50.0200237,14.4672917,10 to 30 years,,,1.0,,1.0,,,Standard,1.0,,,
"CZK 12,000","CZK 2,000","CZK 14,000",646647,4+kk,7/15/2022,1,Brick,,110 m²,Fully furnished,Very good,Personal,A,,1.0,165.35,665.8,304.25,740.99,4.07,348.91,227.03,218.3,676.14,215.81,"Pernerova, Prague - Karlín",50.089378,14.445046,,,,1.0,,,,,,,,,
"CZK 13,300","CZK 5,700","CZK 13,300",723155,3+kk,7/1/2022,2,Prefab concrete,,69 m²,Partly,Very good,,G,1.0,,205.87,1409.2,256.16,1697.13,703.15,603.18,435.81,963.95,1741.3,76.35,Prague - Chodov,50.02146,14.51559,,Complete,Central,1.0,1.0,,,,Standard,,,,
"CZK 15,000","CZK 2,900","CZK 30,000",455359,2+kk,7/1/2022,2,Brick,,42 m²,Partly,Very good,Personal,,1.0,,114.58,100.62,89.25,192.46,60.05,410.42,262.0,448.8,290.13,282.82,"Černokostelecká, Prague - Strašnice",50.07625241756,14.491567588824,,Complete,Electric boiler,,,,,,Standard,,,,
"CZK 24,000",CZK 0,"CZK 24,000",566669,3+1,7/6/2022,3,Brick,,72 m²,Fully furnished,,Personal,,,,201.02,572.05,150.02,456.45,174.24,288.36,99.93,674.01,158.69,457.76,"Umělecká, Prague - Holešovice",50.1025207,14.4273498,,Complete,,,,,,,,,,,
"CZK 15,200","CZK 3,210","CZK 23,000",670902,2+kk,9/1/2022,11,Prefab concrete,,50 m²,Partly,Very good,Cooperative,G,1.0,1.0,90.25,545.43,459.33,475.3,469.7,472.84,519.51,1015.48,1312.42,157.08,"Poznaňská, Prague - Bohnice",50.13047,14.4184,30 - 50 years,Complete,Central,1.0,,,,,Standard,1.0,,,
"CZK 15,000","CZK 3,500","CZK 20,000",723059,2+kk,6/21/2022,11,Prefab concrete,,44 m²,Partly,Very good,Personal,,,1.0,350.05,505.94,363.77,910.5,760.35,829.25,526.91,608.99,575.92,44.36,Prague - Horní Měcholupy,50.04313,14.55293,,Complete,Central,,,,,,Standard,,,,
"CZK 20,000","CZK 6,000","CZK 30,000",59784,3+1,6/27/2022,1,Prefab concrete,,78 m²,Partly,Very good,Personal,,,1.0,169.08,203.73,173.67,201.04,282.3,181.25,591.76,186.38,915.35,45.43,"Machatého, Prague - Hlubočepy",50.0330761,14.3762368,,Complete,Central,,1.0,,,,,,,,
"CZK 30,000","CZK 4,000","CZK 22,000",629967,2 bedroom,10/12/2020,,Brick,,63 m²,Fully furnished,Very good,Personal,,,,192.33,450.79,123.1,443.76,107.15,445.8,90.9,276.88,599.54,143.39,"Lannova, Prague - Nové Město",50.092769,14.431964,,Complete,Central,,,,,,,,,,
"CZK 25,000","CZK 5,800","CZK 40,000",723676,3+1,6/26/2022,12,Prefab concrete,,87 m²,Partly,Very good,,G,1.0,1.0,66.51,124.74,126.5,412.33,182.62,218.01,319.08,467.81,508.39,69.15,Prague - Holešovice,50.1029,14.44467,,,,,1.0,,,,,1.0,,,
"CZK 20,000","CZK 5,500","CZK 25,500",723672,3+1,9/1/2022,11,Prefab concrete,,68 m²,Fully furnished,Good,,D,1.0,1.0,212.27,1243.66,323.18,1789.84,473.36,444.79,582.51,1306.11,322.63,75.43,Prague - Krč,50.02767,14.45456,,,,1.0,,,,1.0,,,,,
"CZK 4,000","CZK 2,000","CZK 2,000",723664,Other,6/26/2022,1,Brick,,9 m²,Fully furnished,Good,,C,,,355.18,1302.88,992.79,1389.78,681.37,1265.38,719.71,940.58,192.06,775.63,Prague - Petrovice,50.03371,14.54724,,,,,,,,,,,,,
"CZK 30,000","CZK 5,500","CZK 50,000",683431,3+kk,7/1/2022,3,Brick,,89 m²,Partly,Very good,Personal,B,,1.0,329.92,646.78,159.16,588.37,564.2,1588.28,456.26,884.56,1188.75,679.25,"Choceradská, Prague - Záběhlice",50.04802,14.49365,,,Central,1.0,,,,,,1.0,,,
"CZK 20,000","CZK 3,700","CZK 25,000",590552,2+kk,10/1/2020,1,Brick,,94 m²,Unfurnished,New-build,Personal,A,,,335.45,2188.05,2068.41,3106.71,392.75,1861.67,1870.35,2187.42,2234.91,316.01,"K Pitkovicům, Prague - Benice",50.012494,14.601121,Up to 10 years,Complete,Other,,,,1.0,,Luxurious,,,,
"CZK 9,500","CZK 4,500","CZK 19,000",529640,Studio,6/25/2022,2,Brick,,25 m²,Fully furnished,Very good,Personal,,,,293.21,773.4,614.72,558.35,411.78,668.94,248.49,1614.19,521.51,49.92,"Na Radosti, Prague - Zličín",50.0577592,14.2889989,Up to 10 years,Complete,Central,,,,,,Luxurious,,,,
"CZK 25,000","CZK 5,000","CZK 60,000",723662,2+kk,8/1/2022,5,Brick,,52 m²,Fully furnished,Very good,,G,,1.0,248.13,434.64,284.68,215.85,302,423.93,194.53,888.81,323.92,157.1,Prague - Podolí,50.05603,14.42064,,,,,,1.0,,,,,,,
"CZK 15,000","CZK 3,000","CZK 15,000",646431,2+kk,6/26/2022,1,Prefab concrete,,49 m²,Partly,Very good,Personal,B,,,276.32,498.68,44,389.17,53,35.99,515.08,357.91,829.9,148.25,"Jablonecká, Prague - Střížkov",50.125204,14.493142,,,,,1.0,,,,,,,,
"CZK 15,000","CZK 4,500","CZK 20,000",459179,2+kk,7/18/2022,8,Other,,41 m²,Partly,Very good,Personal,C,,1.0,202.98,778.32,400.67,513.14,375.45,386.78,173.19,350.23,839.96,141.01,"Litoměřická, Prague - Prosek",50.1188062,14.4937472,10 to 30 years,,Distance,,,,,,Standard,,,,
"CZK 13,000","CZK 4,000","CZK 17,000",723649,2+kk,6/25/2022,1,Brick,,45 m²,Fully furnished,Good,,G,,,179.84,499.01,97.11,595.04,159.83,607.17,403.26,229.65,187.96,118.16,Prague - Michle,50.04626,14.45966,,,,,,,,,,,,,
"CZK 13,500","CZK 4,500","CZK 36,000",723019,Small studio,9/1/2022,,Brick,,25 m²,Fully furnished,Very good,,G,1.0,1.0,196.41,679.0,168.5,100.72,76.61,170.21,167.95,242.3,235.36,148.39,Prague - Nové Město,50.0763,14.42761,,,,1.0,,1.0,,,,,,,
"CZK 26,000","CZK 6,000","CZK 26,000",531739,3+kk,8/1/2022,6,Brick,,77 m²,,,Personal,,1.0,1.0,91.66,985.05,39,194.45,100.81,319.5,207.08,678.43,483.41,788.15,"Heřmanova, Prague - Holešovice",50.1004365,14.435502,,,,,,,,,,,,,
"CZK 6,500","CZK 1,500","CZK 2,000",163340,3+1,7/1/2022,3,Prefab concrete,,18 m²,Partly,Very good,Personal,C,,1.0,55.92,920.32,235.19,843.38,41.26,870.57,718.44,500.86,214.73,108.27,"Na chobotě, Prague - Řepy",50.065819,14.2985,10 to 30 years,Complete,Distance,,,,,,Standard,,,,
"CZK 16,020","CZK 4,000","CZK 40,000",721677,2+kk,7/1/2022,4,Brick,,45 m²,Partly,Very good,,B,1.0,1.0,418.72,1747.18,1059.31,1598.51,833.91,1531.62,1428.09,1672.66,1336.97,846.18,Prague - Kyje,50.11506,14.56703,,,,,1.0,,,,,,,,
"CZK 13,000","CZK 1,500","CZK 14,500",488172,Studio,9/16/2018,3,Prefab concrete,,29 m²,Partly,Very good,Personal,,,1.0,192.85,589.45,246.86,569.97,219.24,605.23,523.75,149.1,739.14,295.19,"Werichova, Prague - Hlubočepy",50.0316798,14.3709481,,Complete,Central,,,,,,,,,,
"CZK 13,000","CZK 3,000","CZK 13,000",661912,Studio,7/1/2022,5,Brick,,45 m²,Fully furnished,Very good,Personal,G,,1.0,157.18,710.91,192.49,523.28,139.22,477.02,531.59,976.07,363.23,311.8,"U Uranie, Prague - Holešovice",50.10592,14.45496,Up to 10 years,,Gas boiler,1.0,,,,,,,,,
