Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Age,Floor space,Fully furnished,Condition,Ownership,EPC,New-build,Enclosed balcony,Lift,Cellar,Parking,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Heating,Reconstruction,Designe,Terrace,Domácí mazlíčci vítáni,Garage,Administrative fee,Balcony,Plot type
"CZK 10,700","CZK 2,360","CZK 21,400",410669,1 bedroom,10/1/2022,3,Brick,,34 m²,Partly,,Personal,D,,,1.0,,,230.65,1392.41,158.0,877.3,201.79,445.72,362.79,745.16,457.82,104.46,"Primátorská, Prague - Libeň",50.1127192,14.472558,,,,,,,,,
"CZK 17,000","CZK 5,000","CZK 34,000",730297,Studio,9/1/2022,5,Low-energy,,38 m²,Fully furnished,Very good,,C,,,1.0,,1.0,280.58,594.53,280.71,334.69,330.61,408.9,573.31,547.03,561.08,221.57,Prague - Strašnice,50.07897,14.48762,,,,,,,,1.0,
"CZK 22,000","CZK 5,000","CZK 27,000",730882,3+1,8/28/2022,3,Prefab concrete,,76 m²,Partly,Good,,A,,1.0,,,,442.67,1565.03,308.03,1557.68,804.05,517.2,342.47,108.55,701.73,262.84,Prague - Kamýk,50.01374,14.43016,,,,,,,,,
"CZK 27,000","CZK 7,000","CZK 30,000",601657,3+kk,9/1/2022,1,Brick,Up to 10 years,92 m²,Fully furnished,Very good,Personal,G,,,,,,385.44,258.55,28.35,299.17,17.26,478.16,328.59,513.48,872.36,214.33,"Jagellonská, Prague - Vinohrady",50.079319,14.453,Gas boiler,Interior,Standard,,,,,,
"CZK 18,000","CZK 3,500","CZK 45,000",593418,2+kk,10/1/2022,2,Prefab concrete,,55 m²,,New-build,Personal,A,,,1.0,,,294.21,673.31,134.15,695.24,347.37,573.28,168.91,377.15,1505.14,162.74,"Jelínkova, Prague - Kobylisy",50.132785,14.466411,,,,,,,,,
"CZK 20,000","CZK 3,500","CZK 40,000",474374,3+kk,6/1/2022,3,Prefab concrete,,72 m²,Partly,,Cooperative,,,1.0,1.0,,,89.61,422.46,487.67,590.76,265.68,426.8,499.48,593.53,271.32,350.7,"Pod Jarovem, Prague - Žižkov",50.0895199,14.4891951,,,,,,,,1.0,
"CZK 13,800","CZK 4,800","CZK 18,000",341638,Studio,9/4/2022,6,Other,10 to 30 years,34 m²,Fully furnished,Very good,Personal,,,,1.0,,,136.45,973.09,67.89,711.09,418.74,835.73,213.02,2078.74,1087.17,96.34,"Míšovická, Prague - Zličín",50.0570375,14.2829647,,,Standard,,,,,,
"CZK 11,200","CZK 3,800","CZK 15,000",730230,2+kk,8/17/2022,,Brick,,43 m²,Unfurnished,Very good,,G,,,,,,67.67,505.17,66.53,879.75,114.26,596.76,26.0,196.36,1013.91,346.15,Prague - Košíře,50.07069,14.38098,,,,,,,,,
"CZK 25,000","CZK 4,500","CZK 35,000",730818,3+1,8/22/2022,8,Prefab concrete,,80 m²,Unfurnished,Good,,E,,1.0,1.0,1.0,,200.89,268.35,80.24,612.71,250.02,239.34,164.5,293.43,342.4,133.97,Prague - Žižkov,50.08661,14.45867,,,,,1.0,,,,
"CZK 18,000","CZK 1,500","CZK 36,000",730815,1 bedroom,8/22/2022,2,Brick,,44 m²,Fully furnished,New-build,,G,,,1.0,,1.0,214.35,1116.5,130.22,157.07,143.67,173.68,237.67,456.5,423.17,238.58,Prague - Vyšehrad,50.06662,14.42083,,,,,,,,,
"CZK 11,000","CZK 2,000","CZK 13,000",425448,Small studio,9/1/2022,1,Brick,Up to 10 years,18 m²,Fully furnished,Very good,Personal,,,,,,,96.37,1112.27,342.53,720.59,185.54,791.77,490.82,465.42,674.92,179.97,"Na Jezerce, Prague - Nusle",50.0582532,14.44353,,Complete,Standard,,,,,,
"CZK 10,000","CZK 4,500","CZK 14,500",652174,2+kk,9/1/2022,6,Low-energy,,43 m²,Partly,Good,Personal,G,,,1.0,1.0,1.0,123.49,1093.35,507.3,1191.49,86.25,965.89,252.17,125.15,490.24,18.46,"Jakobiho, Prague - Petrovice",50.032251,14.559848,Distance,,,,,,,,
"CZK 28,000","CZK 4,000","CZK 35,000",730219,3+kk,9/16/2022,1,Brick,,73 m²,Fully furnished,Very good,Personal,G,,,,1.0,1.0,277.08,786.82,248.92,496.44,271.74,327.01,327.14,612.29,280.72,228.81,Prague - Libeň,50.10861,14.47539,,,,,,,,1.0,
"CZK 14,000","CZK 2,500","CZK 20,000",730078,Studio,8/18/2022,,Brick,,26 m²,Partly,New-build,Personal,G,1.0,,,,,156.17,1760.05,492.72,1615.78,1028.86,485.7,828.8,1350.54,1054.05,304.38,Prague - Vysočany,50.10334,14.51503,,,,1.0,,,,,
"CZK 18,000",CZK 750,"CZK 40,000",730794,3+1,8/22/2022,5,Prefab concrete,,72 m²,Partly,Very good,,G,,,1.0,1.0,,391.46,583.51,405.3,513.38,94.94,580.04,370.59,358.22,1667.49,130.99,Prague - Bohnice,50.12973,14.41257,,,,,,,,,
"CZK 19,900","CZK 3,200","CZK 46,200",730792,2 bedroom,9/1/2022,1,Brick,,80 m²,Unfurnished,Very good,,G,,1.0,,,,166.46,626.55,152.29,530.25,122.81,458.91,122.79,446.38,395.26,292.32,Prague - Nusle,50.06194,14.43608,,,,,,,,,
"CZK 15,000","CZK 2,000","CZK 15,000",574723,Studio,10/1/2022,1,Brick,10 to 30 years,42 m²,Fully furnished,Very good,Personal,,1.0,,1.0,,1.0,327.17,1748.1,1747.45,2463.07,1816.23,1796.45,2542.09,2557.41,1457.07,1222.39,"Penízovková, Prague - Pitkovice",50.0148387,14.5845553,Central,,,,,,,1.0,
"CZK 23,000","CZK 6,000","CZK 35,000",730656,3+kk,8/21/2022,4,Brick,,84 m²,Partly,Very good,,G,,,1.0,1.0,,184.94,655.02,3.59,431.68,73.84,430.02,244.62,333.82,572.87,269.17,Prague - Vršovice,50.07191,14.45951,,,,,,,,1.0,
"CZK 25,000","CZK 5,000","CZK 30,000",564309,4+1,9/1/2022,5,Prefab concrete,10 to 30 years,90 m²,Unfurnished,Very good,Personal,B,,1.0,1.0,1.0,,355.55,874.19,250.25,415.09,350.44,770.08,245.79,688.45,593.16,325.92,"Podvinný mlýn, Prague - Libeň",50.10706,14.485427,Distance,Complete,Standard,,,,,,
"CZK 20,000","CZK 6,000","CZK 46,000",730774,2+kk,10/1/2022,3,Brick,10 to 30 years,63 m²,Fully furnished,Good,,G,,,1.0,1.0,,158.74,1188.58,757.59,1555.19,328.52,591.88,877.03,1380.22,1106.35,584.36,Prague - Horní Počernice,50.10818,14.60192,,,Standard,,,1.0,,1.0,
"CZK 13,000","CZK 2,500","CZK 11,000",112065,Small studio,,3,Brick,,32 m²,Fully furnished,Very good,Cooperative,C,,,1.0,1.0,,295.27,769.79,360.39,695.89,310.63,789.36,458.91,343.44,592.3,202.7,"Ruská 90, Prague - Vršovice",50.0729513923,14.4642949104,Gas boiler,Complete,Standard,,,,,,
"CZK 10,500","CZK 3,000","CZK 15,000",516182,1 bedroom,9/1/2022,1,Brick,,33 m²,Partly,Very good,Personal,,,,,,,167.79,1120.14,581.0,1043.2,374.35,816.86,541.38,694.22,765.96,510.52,"K Mostku, Prague - Řepy",50.0715636,14.3005907,,,,,,,,,
"CZK 12,000","CZK 3,000","CZK 19,000",726777,Small studio,9/12/2022,1,Brick,10 to 30 years,20 m²,Partly,New-build,,G,1.0,,,,1.0,476.01,1797.91,1520.88,1790.57,730.58,1278.75,570.77,1430.11,944.43,214.45,Prague - Hodkovičky,50.02584,14.40784,,,Standard,,,,,,
"CZK 24,000","CZK 5,000","CZK 75,000",729939,3+kk,8/15/2022,3,Brick,10 to 30 years,80 m²,Fully furnished,New-build,,G,1.0,,1.0,1.0,1.0,404.22,627.09,484.92,932.02,709.91,847.27,542.04,621.82,662.9,305.7,Prague - Horní Měcholupy,50.04295,14.54968,Central,Complete,,,,1.0,,1.0,
"CZK 19,500",CZK 779,"CZK 39,000",697625,2+kk,11/1/2022,3,Brick,,58 m²,Unfurnished,Very good,Cooperative,G,,1.0,1.0,,,82.7,455.01,98.38,158.1,81.21,239.05,520.06,207.7,804.87,290.93,"Baranova, Prague - Žižkov",50.07806,14.4581,Gas boiler,,,,,,,1.0,
"CZK 18,000","CZK 4,500","CZK 34,000",607372,Studio,9/15/2022,1,Brick,Up to 10 years,25 m²,Fully furnished,Very good,Personal,E,,,1.0,,,148.83,419.07,71.5,195.07,56.82,331.69,329.58,642.28,911.37,462.1,"Gorazdova, Prague - Nové Město",50.074462,14.414953,Central,Complete,Luxurious,,,,,,
"CZK 8,300",CZK 0,"CZK 12,000",730065,4+1,10/10/2022,2,Brick,,30 m²,Fully furnished,Good,,G,,,,1.0,,416.15,1119.2,164.68,682.83,309.93,545.96,146.46,1060.0,596.48,112.48,Prague - Karlín,50.09357,14.46052,,,,,,,,,
"CZK 20,000","CZK 8,000","CZK 28,000",730639,3+1,10/1/2022,3,Brick,,90 m²,Partly,Good,,G,,,,,,44.22,1189.1,576.92,1480.73,532.01,1178.75,1005.21,708.52,1105.27,393.01,Prague - Braník,50.04159,14.42236,,,,,,,,,
"CZK 18,000","CZK 5,000","CZK 30,000",552552,2+kk,9/1/2022,3,Brick,,63 m²,Partly,Very good,Personal,,,,1.0,1.0,,280.09,1497.21,807.48,1588.99,980.25,1360.6,1441.37,1351.06,2122.56,1106.49,Prague - Uhříněves,50.034912,14.5808621,,,,,,,,1.0,
"CZK 21,000","CZK 2,091","CZK 47,000",730638,3+kk,8/20/2022,8,Prefab concrete,,68 m²,Partly,Very good,,C,,1.0,1.0,1.0,,359.8,896.27,372.32,643.41,170.94,405.27,358.15,398.69,688.26,211.72,Prague - Chodov,50.02743,14.52485,,,,,,,,,
"CZK 14,000","CZK 7,500","CZK 16,000",621436,Studio,9/1/2022,1,Brick,,40 m²,Fully furnished,Very good,Personal,G,,,,1.0,,324.8,935.35,338.0,1038.12,168.04,650.8,580.16,549.31,350.29,231.28,"Nad Závěrkou, Prague - Břevnov",50.082898,14.379058,,,,,,,,,
"CZK 21,000","CZK 6,000","CZK 50,000",730609,3+kk,9/1/2022,2,Brick,,63 m²,Partly,Very good,,G,,,,1.0,,261.41,912.52,281.87,426.36,218.4,429.59,471.08,561.14,311.81,403.98,Prague - Nusle,50.059,14.43643,,,,,,,,,
"CZK 17,500","CZK 4,500","CZK 22,000",177188,2+kk,10/1/2022,4,Brick,Up to 10 years,50 m²,Fully furnished,,Personal,,1.0,,1.0,,1.0,129.15,496.6,548.8,535.24,652.16,641.56,642.27,943.64,1359.31,423.04,Prague - Stodůlky,50.0619404,14.3107778,Electric boiler,,,,,,,1.0,
"CZK 8,000","CZK 3,000","CZK 11,000",730602,Small studio,8/20/2022,2,Brick,Over 50 years,20 m²,Partly,Wrong,Personal,G,,,1.0,,,21.66,563.57,388.46,96.14,90.12,213.81,275.66,777.19,740.71,286.45,Prague - Smíchov,50.07176,14.4021,Electric boiler,,,,,,,,
"CZK 14,900","CZK 3,300","CZK 30,000",570282,Studio,10/1/2022,2,Brick,,33 m²,Fully furnished,,Personal,B,1.0,,1.0,,,217.82,1579.87,778.68,898.42,525.92,766.94,621.01,720.34,2166.54,559.12,"Štverákova, Prague - Horní Počernice",50.1118599,14.6268181,,,,,,,,1.0,
"CZK 20,000","CZK 2,500","CZK 22,000",577284,2+kk,10/23/2022,1,Low-energy,Up to 10 years,62 m²,Partly,New-build,Cooperative,,1.0,,1.0,,,33.11,987.61,363.88,969.16,628.75,914.45,908.02,958.36,839.36,322.99,"Saarinenova, Prague - Hloubětín",50.1067841,14.5284169,Distance,,Luxurious,1.0,,,,,
"CZK 9,300","CZK 4,500","CZK 15,000",729762,Studio,8/20/2022,2,Brick,,26 m²,Partly,Very good,,G,,,1.0,,1.0,114.97,208.62,396.31,1615.36,9.96,1381.57,274.93,170.26,414.89,259.12,Prague - Střešovice,50.08912,14.38529,,,,,,,,1.0,
"CZK 20,000","CZK 3,500","CZK 47,000",730581,Studio,8/20/2022,3,Brick,,30 m²,Fully furnished,New-build,,C,1.0,,,,,249.44,775.46,296.54,454.56,346.44,471.4,754.24,623.73,388.52,189.67,Prague - Strašnice,50.07918,14.48536,Central,Complete,Luxurious,1.0,,,,1.0,
"CZK 22,500","CZK 5,000","CZK 45,000",683548,2+kk,10/1/2022,4,Brick,,68 m²,Partly,Very good,Personal,D,,,1.0,1.0,1.0,231.82,688.19,238.77,396.79,288.67,346.25,666.97,484.38,370.9,167.66,"Janýrova, Prague - Strašnice",50.0792694,14.4866147,Distance,,,1.0,,1.0,,1.0,
"CZK 12,250","CZK 2,615","CZK 20,000",485661,Studio,9/1/2022,,Prefab concrete,10 to 30 years,50 m²,Partly,Very good,Personal,C,,,,,,227.37,259.16,190.25,329.28,123,273.52,789.96,952.36,1293.57,401.17,"Hnězdenská, Prague - Troja",50.1263568,14.4202859,Distance,Interior,,,,,,,
"CZK 8,000","CZK 1,500",CZK 0,666742,Small studio,8/22/2022,1,Brick,10 to 30 years,14 m²,Fully furnished,Good,Personal,A,,,,,1.0,63.56,2382.3,502.13,2085.54,453.16,1020.53,1623.0,348.67,951.91,676.91,"Bělohorská, Prague - Břevnov",50.07573,14.33054,Central,,Standard,,,,,,
"CZK 14,900","CZK 2,100","CZK 29,000",730544,Studio,10/1/2022,1,Low-energy,,40 m²,Fully furnished,New-build,,A,,,,,,238.89,1093.41,192.63,756.92,68.18,369.6,298.96,478.79,220.68,369.05,Prague - Břevnov,50.08357,14.3772,,,,1.0,,,,,
"CZK 22,000","CZK 6,500","CZK 42,000",607367,2+kk,9/1/2022,4,Brick,Up to 10 years,55 m²,Fully furnished,Very good,Personal,E,,,1.0,,,198.58,426.93,115.73,304.68,64.1,257.35,115.49,281.56,645.2,300.83,"Mlynářská, Prague - Nové Město",50.0920451,14.4340658,Gas boiler,Interior,Standard,,,,,,
"CZK 13,000","CZK 4,000","CZK 17,000",547090,Studio,9/1/2022,4,Prefab concrete,,30 m²,Partly,Very good,Personal,,,,,,,102.18,995.39,143.74,941.57,148.56,695.47,686.19,602.9,719.44,255.35,"K Olympiku, Prague - Karlín",50.0979809,14.4663685,Central,Complete,,,,,,1.0,
"CZK 12,000",CZK 750,"CZK 12,000",730527,1 bedroom,9/1/2022,4,Brick,,45 m²,Partly,Good,,G,,,,,,153.35,303.75,10.45,286.53,24.33,238.01,302.67,247.29,712.85,737.48,Prague - Vinohrady,50.07217,14.43243,,,,,,,,,
"CZK 39,900","CZK 7,900","CZK 60,000",677432,2+kk,9/29/2022,3,Low-energy,,96 m²,Fully furnished,New-build,Personal,A,,,1.0,1.0,1.0,166.67,762.32,499.85,585.69,59.37,484.49,448.28,585.57,856.34,214.37,"Kobrova, Prague - Smíchov",50.07381,14.39677,,,,,,1.0,,1.0,
"CZK 25,000","CZK 8,000","CZK 50,000",488207,3+kk,10/1/2022,,Brick,10 to 30 years,68 m²,Partly,Very good,Personal,D,,,,,1.0,136.58,210.07,741.46,5420.28,333.42,723.25,620.46,489.5,285.8,101.34,"Velkoosecká, Prague - Vinoř",50.1438182,14.576116,Gas boiler,,Standard,1.0,,1.0,,,
"CZK 32,000","CZK 4,604","CZK 64,000",729774,3+kk,8/13/2022,3,Brick,,91 m²,Unfurnished,Very good,,A,,,1.0,1.0,,326.52,558.95,229.44,287.34,32.38,621.26,339.05,1276.69,241.73,262.25,Prague - Bubeneč,50.10305,14.41876,,,,,,,,,
"CZK 2,000",CZK 0,CZK 0,369211,Other,8/19/2022,1,Prefab concrete,,9 m²,Unfurnished,,Personal,,,,,,1.0,204.31,206.71,126.28,1523.05,151.11,979.08,947.47,574.14,754.43,155.95,"Svitákova, Prague - Stodůlky",50.0472687,14.3039981,,,,,,1.0,,,
"CZK 16,000","CZK 4,500","CZK 20,500",729781,2 bedroom,9/30/2022,2,Brick,,58 m²,Partly,Very good,,G,,,,,1.0,110.54,815.17,478.87,513.94,156.65,496.26,497.49,582.69,1174.39,298.25,Prague - Břevnov,50.08736,14.3389,,,,,,,,,
"CZK 37,000","CZK 7,500","CZK 78,000",730479,3+1,8/19/2022,6,Brick,,120 m²,Partly,Very good,,G,,,1.0,,,257.07,413.9,172.69,369.66,65.95,126.45,206.73,296.92,511.52,310.58,Prague - Nové Město,50.07662,14.42275,,,,1.0,,,,,
"CZK 44,000","CZK 6,000",CZK 2,358804,4+kk,9/1/2022,2,Brick,,130 m²,Fully furnished,,Personal,,,,,,,332.93,544.63,139.18,267.34,39.05,305.02,264.26,587.07,297.42,107.97,"Betlémské náměstí, Prague - Staré Město",50.0840811,14.4176178,,Complete,,,,1.0,,1.0,
"CZK 18,500","CZK 6,388","CZK 40,000",730433,2 bedroom,8/18/2022,3,Brick,,53 m²,Partly,Good,,C,,,,1.0,,126.61,867.92,116.61,599.34,153.68,205.03,423.19,810.05,332.86,236.35,Prague - Strašnice,50.07076,14.48734,,,,,,,,,
"CZK 17,990","CZK 5,013","CZK 23,003",730413,3+1,9/7/2022,8,Prefab concrete,,67 m²,Partly,Very good,Personal,G,,1.0,1.0,1.0,,142.33,1028.73,157.64,1021.39,379.02,436.55,471.91,701.13,557.49,431.47,"Olbramovická, Prague - Kamýk",50.01687861111,14.43642138888,,,,,,,"CZK 23,003",,
"CZK 24,500","CZK 4,000","CZK 36,750",729741,3+1,8/13/2022,3,Other,,83 m²,Fully furnished,Very good,,G,,,1.0,,1.0,147.89,285.42,46.75,257.02,48.45,141.75,104.95,327.3,312.31,377.4,Prague - Žižkov,50.08542,14.45316,,,,,,1.0,,,
"CZK 30,000","CZK 5,000","CZK 36,000",413976,4+kk,10/1/2022,2,Brick,,111 m²,Partly,,Personal,C,1.0,,1.0,,,239.09,979.8,527.41,944.98,440.24,499.97,912.62,449.03,393.93,401.17,"Melodická, Prague - Stodůlky",50.0515016,14.3302032,Central,,,1.0,,1.0,,1.0,
"CZK 23,000","CZK 2,000","CZK 44,000",510077,3+1,9/1/2022,3,Brick,,74 m²,Partly,,Personal,,,,,1.0,,88.58,653.66,405.19,613.73,454.33,427.44,306.07,248.82,1240.24,316.76,"Novodvorská, Prague - Braník",50.027717,14.4287618,Central,Complete,Standard,,,,,,
"CZK 10,500","CZK 2,000","CZK 13,500",597400,Small studio,9/1/2022,1,Brick,Up to 10 years,22 m²,Unfurnished,Good,Personal,G,,,,,,95.04,732.43,109.54,315.94,102.2,56.39,560.57,736.83,1049.15,353.35,"Trojská, Prague - Kobylisy",50.121955,14.4518,Other,Complete,Standard,,,,,,
"CZK 16,500",CZK 0,"CZK 30,000",730381,1 bedroom,10/1/2022,5,Brick,,46 m²,Fully furnished,Very good,,G,,,,1.0,,266.48,680.57,341.5,362.64,201.55,370.26,247.51,544.13,680.05,142.75,Prague - Michle,50.04544,14.45215,,,,,,,,,
"CZK 38,000","CZK 4,000","CZK 60,000",730311,3+1,8/22/2022,1,Brick,,135 m²,Unfurnished,Very good,,C,,,,,,245.95,829.21,271.92,437.76,294.35,431.58,604.69,77.33,429.89,205.19,Prague - Vinohrady,50.08084,14.44272,,,,,,,,,
"CZK 22,000","CZK 5,500","CZK 44,000",531774,2+kk,8/1/2022,2,Brick,,57 m²,Fully furnished,Good,Personal,,,,,,,125.6,843.19,329.07,492.47,121.62,345.28,400.13,325.73,977.92,292.95,"Trmická, Prague - Prosek",50.1180113,14.4964518,,,,1.0,,,,,
"CZK 16,500","CZK 4,500","CZK 20,000",443036,2+kk,10/1/2022,2,Brick,10 to 30 years,54 m²,Unfurnished,,Personal,C,,,1.0,,1.0,366.55,1891.02,174.93,1565.56,1164.21,652.38,915.51,1300.32,1003.83,7.27,"Pod Harfou, Prague - Vysočany",50.1033467,14.5114565,,Interior,Standard,,,1.0,,1.0,
"CZK 45,000","CZK 5,000","CZK 50,000",729675,2 bedroom,9/1/2022,3,Brick,,52 m²,Fully furnished,Very good,,G,,,,,,200.51,407.37,72.96,275.48,12.97,109.41,427.03,435.74,261.27,352.53,Prague - Karlín,50.09179,14.44168,,,,1.0,,,,,
"CZK 13,490","CZK 2,245","CZK 15,735",730281,Studio,9/7/2022,4,Other,,32 m²,Unfurnished,New-build,Personal,B,1.0,,1.0,,,94.95,1132.45,103.67,538.53,105.16,438.79,18.24,373.78,179.33,116.36,"Kovářská, Prague - Libeň",50.10573416666,14.49143999999,,,,,,,"CZK 15,735",,
"CZK 7,880",CZK 0,"CZK 7,000",727583,4+kk,7/27/2022,1,Prefab concrete,,75 m²,Partly,Very good,,C,,1.0,,1.0,,420.52,1658.05,1076.45,1709.11,538.55,1279.92,1010.73,544.61,894.08,350.84,Prague - Modřany,50.00685,14.43654,,,,,,,,,
"CZK 17,000",CZK 0,"CZK 25,000",646389,2+kk,9/1/2022,3,Prefab concrete,,45 m²,Partly,Very good,Personal,G,,,1.0,,,229.05,428.91,317.53,743.48,407.24,177.07,644.95,176.06,563.33,55.22,"Heranova, Prague - Stodůlky",50.04552,14.312901,,,,,,,,,
"CZK 20,000","CZK 6,000","CZK 8,000",729802,2 bedroom,8/15/2022,3,Brick,,36 m²,Fully furnished,Good,,B,,,,,1.0,354.21,737.34,455.75,355.35,376.01,575.19,1043.45,328.66,1016.27,67.61,Prague - Střešovice,50.09684,14.38976,,,,,,,,,
"CZK 16,490","CZK 1,171","CZK 17,661",730250,2+kk,9/8/2022,4,Brick,,44 m²,Partly,Good,Cooperative,G,,,1.0,,,291.46,380.53,115.23,69.0,67.47,276.05,173.81,624.08,397.73,27.54,"Jaselská, Prague - Bubeneč",50.09875527777,14.40048833333,,,,,,,"CZK 17,661",,
"CZK 19,000","CZK 1,500","CZK 38,000",730244,2+kk,10/1/2022,5,Brick,,56 m²,Partly,Very good,,G,,,1.0,1.0,1.0,224.14,656.8,214.71,257.03,52.44,140.05,289.35,427.62,159.48,537.34,Prague - Holešovice,50.10079,14.43043,,,,,,,,1.0,
"CZK 50,000","CZK 10,610","CZK 100,000",682234,5+kk,9/1/2022,11,Other,,162 m²,Partly,New-build,Personal,C,,,1.0,1.0,,163.07,1109.71,303.21,956.68,424.05,1002.96,901.98,592.06,631.83,462.98,"Malešická, Prague - Žižkov",50.0870673,14.4834726,,,,1.0,,1.0,,,
"CZK 14,900","CZK 3,000","CZK 30,000",657536,Studio,11/1/2022,7,Other,Up to 10 years,39 m²,Partly,New-build,Personal,B,,1.0,1.0,1.0,,54.47,1047.39,47.89,203.63,180.78,183.66,351.8,729.1,319.84,105.46,"Kurta Konráda, Prague - Libeň",50.10375,14.48892,Central,,Luxurious,1.0,,,,1.0,
"CZK 12,990","CZK 2,312","CZK 15,302",730236,Studio,9/7/2022,4,Brick,,40 m²,Fully furnished,Very good,Personal,D,,,,,,401.67,411.64,243.31,840.09,193.77,176.83,359.85,359.85,318.49,196.9,"Na hroudě, Prague - Strašnice",50.069900512695,14.480400085449,,,,,,,"CZK 15,302",,
"CZK 12,990","CZK 2,312","CZK 15,302",730237,Studio,9/7/2022,4,Brick,,40 m²,Fully furnished,Very good,Personal,D,,,,,,401.67,411.64,243.31,840.09,193.77,176.83,359.85,359.85,318.49,196.9,"Na hroudě, Prague - Strašnice",50.069900512695,14.480400085449,,,,,,,"CZK 15,302",,
"CZK 16,990","CZK 2,000","CZK 30,000",730217,1 bedroom,9/15/2022,1,Other,,31 m²,Partly,Very good,,C,,,1.0,,,229.79,293.08,77.08,237.88,34.66,198.17,64.92,281.76,68.07,564.67,Prague - Žižkov,50.08538,14.44998,,,,,,,,,
"CZK 30,000","CZK 5,000","CZK 50,000",730208,3+kk,8/17/2022,4,Low-energy,,88 m²,Fully furnished,New-build,,G,1.0,,1.0,1.0,1.0,617.6,1263.84,484.11,2402.58,455.18,2080.47,784.66,1309.64,1735.19,224.38,Prague - Dolní Chabry,50.13929,14.4453,,,,1.0,,1.0,,,
"CZK 24,000","CZK 3,000","CZK 24,000",730205,3+1,8/17/2022,1,Prefab concrete,,76 m²,Partly,Very good,,G,,,1.0,,,395.99,509.43,163.26,504.86,440.33,508.9,453.56,279.74,995.17,176.46,Prague - Hlubočepy,50.03685,14.37189,,,,,,,,1.0,
"CZK 19,500","CZK 4,000","CZK 20,000",593841,2+kk,9/1/2022,3,Brick,Up to 10 years,56 m²,Partly,New-build,Personal,G,1.0,,1.0,,1.0,262.67,736.25,283.72,756.23,562.34,942.85,698.71,478.02,754.83,151.91,"Univerzitní, Prague - Malešice",50.086497,14.503346,Distance,,Standard,,,1.0,,1.0,
"CZK 22,000","CZK 4,000","CZK 26,000",197779,2+kk,9/1/2022,5,Low-energy,Up to 10 years,60 m²,Fully furnished,Very good,Personal,,,,1.0,1.0,,195.44,463.66,233.63,209.44,268.34,316.67,397.32,439.16,752.79,118.29,"Pod Kavalírkou, Prague - Košíře",50.069057434,14.3726345429,Central,,Luxurious,,,,,1.0,
"CZK 21,000","CZK 3,000","CZK 24,000",730149,2+kk,9/1/2022,5,Brick,,45 m²,Partly,Very good,,C,,,1.0,1.0,,306.88,153.0,186.74,193.61,149.85,433.62,372.85,468.9,989.51,228.08,Prague - Vinohrady,50.07826,14.45382,,,,1.0,,,,,
"CZK 16,500","CZK 1,500","CZK 40,000",540296,Studio,8/1/2022,2,Brick,Up to 10 years,38 m²,Unfurnished,New-build,Personal,B,1.0,,1.0,,,328.87,550.39,296.78,869.14,876.08,495.04,770.6,639.3,895.74,648.15,"Toufarova, Prague - Stodůlky",50.04291025,14.31233705,Central,,Luxurious,,,,,1.0,
"CZK 46,000","CZK 10,000","CZK 92,000",607655,4+1,1/15/2022,1,Brick,,145 m²,Fully furnished,Very good,Personal,G,,,1.0,,,311.3,589.1,133.67,266.28,158.68,250.34,458.19,609.91,273.19,516.0,"Krakovská, Prague - Nové Město",50.079114,14.428088,,,,,,,,1.0,
"CZK 19,990","CZK 4,649","CZK 24,639",730097,3+kk,9/7/2022,4,Prefab concrete,,70 m²,Partly,Very good,Personal,G,,,,1.0,,18.89,637.86,620.35,1804.84,624.01,576.78,115.89,801.14,901.7,732.61,"Vlastina, Prague - Liboc",50.09144722222,14.31673388888,,,,,,,"CZK 24,639",1.0,
"CZK 8,000","CZK 4,000","CZK 9,000",661029,Small studio,5/3/2021,3,Other,,20 m²,Fully furnished,Very good,,D,,,1.0,,,145.71,232.54,165.62,167.34,301.43,310.99,241.66,363.24,523.55,380.64,"Vladivostocká, Prague - Vršovice",50.068585,14.4713735,Distance,,Standard,,,,,,
"CZK 28,000","CZK 3,904","CZK 28,000",729808,4+1,8/14/2022,1,Prefab concrete,,90 m²,Partly,Good,,G,,,1.0,1.0,,372.64,553.15,87.51,772.99,216.28,446.53,178.69,794.53,458.59,198.12,Prague - Chodov,50.03011,14.48337,Central,,,,1.0,,,,
"CZK 10,500","CZK 1,000","CZK 12,000",414688,2+kk,9/10/2022,4,Brick,Up to 10 years,38 m²,Fully furnished,,Personal,C,,,,,,118.09,371.62,7.97,75.43,20.86,115.04,321.87,702.68,523.32,460.15,"Nuselská, Prague - Nusle",50.0635878,14.4426882,Central,,,,,,,,
"CZK 18,500","CZK 3,296","CZK 40,000",730004,2+kk,11/1/2022,3,Brick,,56 m²,Fully furnished,New-build,,B,1.0,,1.0,1.0,,154.0,292.25,263.42,401.63,213.4,265.17,710.68,813.9,917.59,101.49,Prague - Uhříněves,50.02973,14.59703,,,,,,,,1.0,
"CZK 13,600","CZK 2,890","CZK 27,200",415651,1 bedroom,9/1/2022,1,Brick,,45 m²,Partly,Very good,Other,D,,,1.0,,,230.65,1392.41,158.0,877.3,201.79,445.72,362.79,745.16,457.82,104.46,"Primátorská, Prague - Libeň",50.1127192,14.472558,,Complete,Standard,,,,,,
