Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Building type,Age,Condition,Ownership,EPC,Heating,Terrace,Cellar,New-build,Parking,Garage,Reconstruction,Sklep 2 m²,Balcony,Lodžie 7.5 m²,Designe,Balkón 6 m²,Sklep 34 m²,Sklep 4 m²,Domácí mazlíčci vítáni,Balkón 33 m²,Balkón 4 m²,Balkón 9 m²,Enclosed balcony,Balkón 60 m²,Balkón 10 m²,Sklep 10 m²,Balkón 2 m²,Sklep 5 m²,Balkón 8 m²,Terasa 20 m²,Sklep 6 m²,Administrative fee,Terasa 12 m²,Balkón 3.1 m²,Balkón 32 m²,Terasa 32 m²,Terasa 19 m²,Balkón 7 m²,Sklep 20 m²,Sklep 3 m²,Sklep 1 m²,Terasa 40 m²,Lodžie 8 m²,Balkón 3 m²,Lodžie 1 m²,Balkón 5 m²,Terasa 15 m²,Water,Sewage,Plot space,Sklep 44 m²,Terasa 10 m²,Sklep 8 m²
"CZK 36,000","CZK 6,000",742704,3+1,9/27/2022,130 m²,Fully furnished,3,,175.67,448.58,146.4,155.54,115.17,267.09,400.17,588.24,840.27,392.74,Prague - Libeň,50.12142,14.45561,"CZK 50,000",Brick,,Very good,,G,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 5,500",318490,2 bedroom,11/1/2022,51 m²,Fully furnished,3,,173.44,123.46,256.71,281.03,147.18,129.32,547.74,430.75,1154.78,224.35,"Kladenská, Prague - Vokovice",50.0973579,14.3631371,"CZK 20,500",Brick,,Very good,Cooperative,,Distance,,,,,,Interior,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 2,500",743096,Studio,11/15/2022,70 m²,Fully furnished,2,,125.48,1401.47,284.18,1229.18,258.03,664.07,460.5,287.07,1229.31,449.97,Prague - Strašnice,50.07342,14.50766,"CZK 45,000",Other,,Very good,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 29,800","CZK 5,000",685115,2+kk,11/1/2022,50 m²,Fully furnished,4,1.0,165.09,980.83,116.92,149.04,162.49,108.73,492.07,669.13,487.28,408.51,"Horská, Prague - Nové Město",50.06636,14.42333,"CZK 34,800",Brick,,New-build,Personal,B,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,500","CZK 4,000",685106,Studio,11/1/2022,33 m²,Fully furnished,5,,114.38,989.04,22.52,9.61,23.07,30.73,352.74,549.13,398.64,398.33,"Horská, Prague - Nové Město",50.06662,14.42307,"CZK 26,500",Brick,,New-build,Personal,B,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 4,000",725938,2+kk,9/1/2022,70 m²,Partly,3,,140.77,418.51,1.12,206.71,25.27,177.85,464.47,473.18,267.6,390.96,Prague - Karlín,50.0919,14.44126,"CZK 50,000",Brick,,Very good,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 4,000",742265,2+kk,9/26/2022,56 m²,Fully furnished,5,,347.29,1880.65,471.01,1555.19,1209.1,676.82,1009.04,1289.95,993.46,118.33,Prague - Vysočany,50.10465,14.51453,"CZK 40,000",Brick,,New-build,,B,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 75,000","CZK 5,000",742382,3+kk,10/1/2022,82 m²,Partly,3,,144.8,435.33,141.19,307.15,155.69,221.21,363.25,445.88,166.92,186.67,Prague - Staré Město,50.091833796291,14.423562544817,"CZK 75,000",Brick,,Very good,,G,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,500",CZK 810,66020,3+1,11/1/2022,92 m²,Partly,4,,86.41,247.65,127.67,383.86,45.89,297.15,239.35,336.95,241.86,302.77,"Roháčova, Prague - Žižkov",50.0866182,14.4531338,"CZK 45,000",Brick,Up to 10 years,Very good,Personal,D,Gas boiler,,,,,,Complete,,,,Luxurious,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 3,500",743217,2+kk,9/30/2022,39 m²,Fully furnished,1,,229.93,285.1,101.82,211.81,58.43,633.58,275.09,341.69,976.75,302.67,"Přemyslovská, Prague - Vinohrady",50.07836,14.45503,"CZK 16,000",Brick,,Good,Personal,G,,,1.0,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 35,000","CZK 3,000",742208,3+1,9/25/2022,100 m²,Fully furnished,1,,104.39,719.33,165.04,617.79,89.21,293.25,443.52,264.6,390.67,258.37,Prague - Vinohrady,50.08064,14.44551,"CZK 35,000",Brick,,Good,,G,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,500","CZK 4,800",300918,2 bedroom,10/11/2022,75 m²,Fully furnished,3,1.0,153.84,546.07,129.37,250.39,6.05,256,392.67,452.44,94.87,358.53,"Žitná, Prague - Nové Město",50.0772666,14.4282929,"CZK 57,000",Brick,,Very good,Personal,,Gas boiler,,,,,,Complete,,1.0,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,500","CZK 4,800",620328,2+kk,11/1/2022,74 m²,Fully furnished,3,1.0,533.13,419.32,209.19,397.85,87.38,800.72,424.26,566.95,731.39,177.99,Prague - Staré Město,50.08553055,14.410704804813,"CZK 57,000",Brick,,Very good,Personal,G,Gas boiler,1.0,,,,,Complete,,1.0,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 5,000",671001,2+kk,5/1/2022,56 m²,Fully furnished,1,1.0,244.17,742.34,662.89,1227.91,353.73,272.62,438.49,362.18,525.19,343.64,"Sklenská, Prague - Kyje",50.10294,14.55224,"CZK 17,000",Other,Up to 10 years,Very good,Personal,B,Distance,,,,1.0,,,,1.0,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,500","CZK 4,000",740473,2+kk,11/1/2022,57 m²,Fully furnished,1,,123.93,1019.24,125.91,504.12,326.9,146.6,363.86,919.31,224.05,242.87,Prague - Libeň,50.11009,14.47243,"CZK 20,500",Brick,,Very good,,G,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,000",731347,2+kk,9/1/2022,55 m²,Fully furnished,2,1.0,299.06,447.73,942.69,1026.69,418.21,563.91,853.15,911.69,315.13,230.56,Prague - Letňany,50.13989,14.51874,"CZK 35,000",Brick,,New-build,,C,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 37,000","CZK 5,835",743191,3+kk,11/1/2022,91 m²,Partly,4,1.0,319.58,596.57,300.03,283.68,140.91,436.04,857.29,1048.71,591.93,340.89,Prague - Karlín,50.09632,14.45148,"CZK 60,000",Low-energy,,New-build,,B,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,990","CZK 3,763",743183,2+kk,10/9/2022,70 m²,Fully furnished,7,1.0,302.78,340.25,117.83,525.88,137.19,246.98,240.35,389.08,678.07,199.63,"U garáží, Prague - Holešovice",50.10138527777,14.44501388888,"CZK 25,753",Brick,,Very good,Personal,D,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 25,753",,,,,,,,,,,,,,,,,,,,,
"CZK 29,000","CZK 4,000",500712,2 bedroom,11/1/2022,63 m²,Fully furnished,1,1.0,173.15,400.25,158.6,79.65,4.44,238.55,346.65,501.12,162.79,316.02,"Legerova, Prague - Vinohrady",50.0769276,14.4305623,"CZK 29,000",Brick,,Very good,Personal,,Gas boiler,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 4,000",623860,3+kk,10/1/2022,57 m²,Partly,2,1.0,307.6,1234.23,221.94,964.34,223.51,917.08,410.05,637.9,958.28,119.61,"Nekvasilova, Prague - Karlín",50.09611,14.467125,"CZK 25,000",Prefab concrete,Up to 10 years,Very good,Personal,G,Distance,,,,,,Interior,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 8,733",730067,Studio,9/26/2022,56 m²,Fully furnished,3,1.0,189.18,160.11,178.24,180.32,20.05,230.44,266.64,745.59,557.09,388.8,Prague - Holešovice,50.09921,14.42274,"CZK 20,000",Brick,,Very good,,G,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 37,500","CZK 8,500",742171,5+kk,10/1/2022,124 m²,Partly,8,1.0,388.41,791.86,425.86,726.69,443.74,739.06,333.93,278.53,2057.35,154.34,Prague - Troja,50.12758,14.40812,"CZK 40,000",Brick,,Very good,,B,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 4,500",741051,Studio,9/18/2022,43 m²,Partly,5,1.0,248.1,552.43,228.55,227.79,126.9,364.56,755.86,984.0,520.44,452.81,Prague - Karlín,50.0958,14.452,"CZK 32,000",Prefab concrete,,New-build,,B,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,500","CZK 3,800",740337,2 bedroom,10/1/2022,56 m²,Fully furnished,3,,76.12,1347.56,668.51,1260.1,121.31,1301.67,1478.26,1459.58,1446.21,187.52,Prague - Hlubočepy,50.03134,14.39228,"CZK 35,000",Brick,,Very good,,E,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,500","CZK 2,900",561780,1 bedroom,10/15/2022,34 m²,Partly,4,1.0,309.44,774.46,138.15,622.54,234.73,703.63,202.45,105.38,387.15,181.2,"Horáčkova, Prague - Krč",50.0461393,14.4350751,"CZK 25,000",Prefab concrete,,Very good,Personal,,Central,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 7,000","CZK 4,000",547824,Small studio,10/1/2022,18 m²,Partly,5,,216.22,290.06,122.19,317.0,101.84,253.37,12.82,123.6,442.58,372.04,"Krásova, Prague - Žižkov",50.0837704,14.446726,"CZK 3,000",Brick,Over 50 years,Good,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,900","CZK 3,300",570282,Studio,10/1/2022,33 m²,Fully furnished,2,1.0,217.82,1579.87,778.68,898.42,525.92,766.94,621.01,720.34,2166.54,559.12,"Štverákova, Prague - Horní Počernice",50.1118599,14.6268181,"CZK 30,000",Brick,,,Personal,B,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 3,500",743110,2+kk,9/30/2022,43 m²,Partly,4,,216.31,589.39,243.82,503.06,177.0,463.39,287.61,462.55,650.18,265.66,"Ohradní, Prague - Michle",50.05074,14.45383,"CZK 20,000",Prefab concrete,,Very good,,G,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,500","CZK 3,500",166065,Small studio,11/1/2022,30 m²,Fully furnished,4,,293.39,389.37,379.09,467.11,253.99,385.33,759.36,887.4,688.31,198.64,"Přesličková, Prague - Záběhlice",50.0545842,14.5137586,"CZK 15,000",Prefab concrete,,,Cooperative,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 3,000",569229,3+1,10/20/2022,61 m²,Unfurnished,3,,346.65,385.1,354.41,474.54,224.32,689.06,345.64,208.63,1503.27,188.9,"Novoborská, Prague - Prosek",50.1241793,14.5015127,"CZK 16,000",Prefab concrete,,Very good,Personal,,,,,,,,Complete,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 31,500","CZK 4,000",742514,3+kk,10/3/2022,86 m²,Partly,5,,271.07,396.82,169.38,352.59,48.87,109.38,223.79,313.98,528.58,327.64,Prague - Nové Město,50.07662,14.42251,"CZK 31,500",Brick,,Very good,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,300","CZK 2,500",743073,2+kk,1/1/2023,44 m²,Partly,2,1.0,101.97,622.17,257.21,412.56,238.41,483.85,237.72,57.55,550.69,311.67,"Ambrožova, Prague - Žižkov",50.08781,14.4725,CZK 0,Brick,,New-build,Personal,B,Central,,1.0,1.0,1.0,,Complete,,1.0,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 1,700",743038,Small studio,10/1/2022,22 m²,Fully furnished,1,,133.48,247.88,231.98,373.44,103.27,149.8,412.63,598.8,757.16,162.23,"Kováků, Prague - Smíchov",50.06767,14.40148,"CZK 25,000",Brick,,Very good,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,000",1042,2 bedroom,9/24/2022,63 m²,Partly,4,1.0,142.41,481.87,71.06,177.29,57.92,259.28,585.64,582.33,278.55,351.13,"Přístavní, Prague - Holešovice",50.1042582072,14.4526219368,"CZK 20,000",Brick,Over 50 years,Very good,Personal,,,,1.0,,,,Complete,,,,Standard,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,000",446124,2+kk,10/1/2022,49 m²,Unfurnished,2,1.0,157.46,257.4,165.89,178.58,118.89,40.15,630.43,746.42,827.82,72.27,"Soukalova, Prague - Modřany",50.0058372,14.4149292,"CZK 18,000",Brick,Up to 10 years,,Personal,B,Distance,,1.0,1.0,1.0,1.0,,,1.0,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 2,500",451453,4+kk,12/1/2022,35 m²,Fully furnished,1,1.0,162.87,669.15,307.6,738.52,0.72,352.26,230.38,221.64,673.67,213.34,"Pernerova, Prague - Karlín",50.0893256,14.4450233,"CZK 16,000",Brick,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,490","CZK 1,757",743007,2+kk,10/9/2022,39 m²,Fully furnished,2,1.0,118.53,668.48,111.05,819.28,95.78,767.69,323.86,250.58,1505.63,182.22,"Lovosická, Prague - Prosek",50.12369305555,14.505445,"CZK 18,247",Prefab concrete,,Very good,Personal,G,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,"CZK 18,247",,,,,,,,,,,,,,,,,,,,,
"CZK 39,000","CZK 3,000",742743,3+kk,9/28/2022,86 m²,Partly,4,1.0,93.44,157.79,143.75,191.45,1.72,390.54,251.96,417.77,558.1,795.33,Prague - Vinohrady,50.07711,14.43638,"CZK 39,000",Brick,,Very good,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,800",742968,2 bedroom,9/29/2022,53 m²,Partly,1,,260.51,511.26,80.91,365.77,271.39,435.46,516.07,636.07,695.98,326.77,"Krátká, Prague - Vinohrady",50.07516,14.48617,"CZK 18,000",Brick,,Good,,G,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 6,500",617666,3+kk,12/19/2022,115 m²,Fully furnished,2,1.0,211.64,452.05,298.84,219.86,260.77,92.48,724.86,871.35,310.07,375.08,"Podnádražní, Prague - Vysočany",50.11155,14.497226,"CZK 38,000",Brick,,Very good,Personal,B,Central,1.0,,,1.0,1.0,,,1.0,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 3,500",742955,3+kk,11/1/2022,83 m²,Fully furnished,3,1.0,133.16,829.94,318.34,481.74,133.73,332.03,415.19,340.8,987.84,282.22,Prague - Prosek,50.11822,14.49667,"CZK 11,000",Prefab concrete,,New-build,,D,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 7,600","CZK 3,000",357713,Other,10/1/2022,18 m²,Fully furnished,2,,243.43,478.83,258.28,2046.87,115.96,1438.81,417.18,1539.98,460.96,481.67,"Českobrodská, Prague - Hrdlořezy",50.092641,14.515206,"CZK 10,600",Brick,10 to 30 years,Very good,Personal,A,Central,1.0,,,1.0,,Complete,,1.0,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 38,000","CZK 4,000",730311,3+1,8/22/2022,135 m²,Unfurnished,1,,245.95,829.21,271.92,437.76,294.35,431.58,604.69,77.33,429.89,205.19,Prague - Vinohrady,50.08084,14.44272,"CZK 60,000",Brick,,Very good,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 2,000",742167,3+kk,11/1/2022,68 m²,Partly,3,1.0,242.2,355.17,225.54,316.65,15.4,400.32,345.1,566.18,735.41,433.13,Prague - Smíchov,50.07825,14.40628,"CZK 22,000",Brick,,Very good,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 4,000",742871,1 bedroom,9/29/2022,55 m²,Partly,8,,255.84,711.02,290.87,640.89,546.79,304.35,500.75,1003.12,1186.05,293.84,Prague - Bohnice,50.1303,14.42064,"CZK 20,000",Prefab concrete,,Very good,,G,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,750","CZK 5,000",363437,1 bedroom,10/1/2022,45 m²,Partly,1,,263.27,467.15,139.48,249.39,128.22,242.13,354.81,400.66,239.93,399.1,"Petrohradská, Prague - Vršovice",50.0676451,14.4517285,"CZK 15,750",Brick,,,Personal,,Central,,,,,,Interior,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,300","CZK 2,500",740904,1 bedroom,10/1/2022,35 m²,Partly,2,1.0,80.09,644.56,163.7,463.01,139.89,580.56,391.87,598.77,329.88,180.06,Prague - Vysočany,50.11044,14.50844,"CZK 31,000",Brick,Over 50 years,Very good,,,Electric boiler,,1.0,,,,Interior,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,700","CZK 5,300",655186,3+kk,10/15/2022,79 m²,Partly,2,,293.07,248.16,244.79,639.93,61.26,333.54,383.31,570.34,443.5,452.79,"Ostrovského, Prague - Smíchov",50.0675,14.3967,"CZK 25,000",Brick,,Very good,Personal,G,,,1.0,,,,,,1.0,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 4,500",742869,2+kk,9/29/2022,45 m²,Partly,2,,268.77,734.7,249.77,438.51,302.53,478.12,619.53,565.96,700.42,693.23,Prague - Nusle,50.06309,14.44699,"CZK 18,000",Brick,,Very good,,D,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,500",598847,Studio,9/26/2022,42 m²,Fully furnished,1,,241.75,2054.21,1934.57,3010.12,295.81,2873.66,1736.51,2053.57,317.53,219.07,"K Pitkovicům, Prague - Benice",50.012466,14.6024605,"CZK 20,000",Brick,Up to 10 years,New-build,Personal,A,Geothermal,,,1.0,,,,,,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 3,000",554711,Small studio,11/1/2022,25 m²,Fully furnished,,,117.78,1596.54,85.26,1756.37,294.9,1535.46,755.21,521.88,193.58,171.74,"Mladotická, Prague - Ruzyně",50.0865731,14.3246233,"CZK 10,000",Brick,,,Personal,C,Central,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,500","CZK 3,800",742431,2+kk,9/26/2022,42 m²,Fully furnished,2,1.0,258.84,666.15,577.46,729.96,786.05,822.47,373.87,501.15,1150.56,203.16,Prague - Řepy,50.0655,14.31544,"CZK 30,000",Prefab concrete,,Very good,,G,Distance,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,500",576852,2+kk,11/1/2022,61 m²,Unfurnished,2,,260.46,271.89,179.62,298.83,95.87,235.46,73.6,181.03,431.36,368.74,"Vlkova, Prague - Žižkov",50.0834672,14.4473375,"CZK 15,000",Brick,,Very good,Personal,C,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500",CZK 750,527525,Studio,11/1/2022,39 m²,Fully furnished,1,,302.35,298.5,183.35,2245.02,197.95,392.88,51.75,183.63,1531.03,544.81,"Školní, Prague - Braník",50.037836,14.413433,"CZK 14,500",Brick,Up to 10 years,Very good,Personal,D,Gas boiler,1.0,1.0,,,,Interior,,,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,500","CZK 2,500",741906,2+kk,1/1/2023,43 m²,Partly,2,,532.94,1127.11,320.41,2317.92,318.46,2014.57,890.36,1415.34,1848.97,90.63,Prague - Dolní Chabry,50.13955,14.44693,"CZK 20,000",Brick,,New-build,,G,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,990","CZK 3,990",710368,Studio,9/30/2022,24 m²,Fully furnished,,1.0,32.41,96.79,82.75,144.26,47.59,343.35,223.51,385.13,581.11,734.33,Prague - Vinohrady,50.0770962,14.4355937,"CZK 15,000",Brick,,Very good,Personal,G,,,,,,,Complete,,,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 3,000",680619,2+kk,9/10/2022,42 m²,Fully furnished,4,1.0,366.0,749.46,232.71,850.17,282.07,440.67,709.99,695.67,470.69,307.11,"U Hranic, Prague - Strašnice",50.06921075,14.484043897371,"CZK 20,000",Brick,Up to 10 years,New-build,Personal,G,Central,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 5,000",742798,2+kk,11/1/2022,105 m²,Fully furnished,8,1.0,389.25,774.13,323.7,739.31,727.09,294.3,706.95,822.24,966.06,553.44,Prague - Stodůlky,50.05252,14.33426,"CZK 30,000",Brick,10 to 30 years,New-build,Personal,C,Central,1.0,1.0,1.0,1.0,1.0,,,1.0,,Luxurious,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 5,000",742680,2 bedroom,9/28/2022,51 m²,Unfurnished,3,1.0,183.66,607.6,91.73,145.2,267.7,898.45,78.38,668.7,484.97,54.56,Prague - Libeň,50.1055,14.48385,"CZK 28,000",Brick,,Good,Cooperative,,Central,,1.0,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,000",742782,2+kk,10/1/2022,42 m²,Partly,1,,148.42,116.82,25.63,88.26,53.08,75.51,129.1,638.15,62.46,332.41,Prague - Břevnov,50.08364,14.3644,"CZK 30,000",Brick,,Good,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 6,000",742766,2+kk,2/1/2023,53 m²,Partly,5,1.0,254.76,540.71,205.12,85.46,19.39,241.78,259.36,682.95,228.02,486.38,Prague - Nové Město,50.08066,14.42627,"CZK 30,000",Brick,,Very good,,G,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 3,000",713630,Studio,10/1/2022,29 m²,Partly,4,1.0,151.91,1024.19,747.28,1106.46,569.32,1031.66,434.62,523.03,1276.97,78.79,"Semická, Prague - Modřany",49.9985,14.41857,"CZK 25,000",Prefab concrete,,Very good,Personal,G,Central,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 3,330",594523,1 bedroom,7/20/2022,43 m²,Partly,2,1.0,79.13,566.23,159.14,443.7,244.41,585.8,267.4,220.07,769.82,210.87,"28. Pluku, Prague - Vršovice",50.071726,14.46984,"CZK 14,000",Brick,,Good,Personal,F,Distance,,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,000",624163,Studio,9/28/2022,25 m²,,1,,9.83,1015.22,514.62,1685.71,223.01,348.91,798.2,1203.5,863.38,250.12,"Khodlova, Prague - Horní Počernice",50.110252,14.603712,"CZK 11,000",Brick,,Good,Personal,C,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
"CZK 11,500",CZK 800,691465,2+kk,11/8/2021,43 m²,Partly,3,,131.41,674.21,149.18,378.01,151.47,417.63,572.85,637.5,734.7,564.82,"Rostislavova, Prague - Nusle",50.06256,14.44555,"CZK 11,500",Brick,,Good,Personal,G,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 3,000",740574,2+kk,10/1/2022,50 m²,Fully furnished,2,1.0,181.84,271.59,65.24,146.03,134.72,180.18,306.17,594.3,353.1,492.87,Prague - Holešovice,50.09897,14.42431,"CZK 25,000",Brick,,New-build,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,999",CZK 700,685883,Studio,10/1/2022,50 m²,Partly,4,,175.21,862.0,220.95,1145.81,157.68,357.89,773.62,579.78,937.26,579.52,"Nad Koulkou, Prague - Smíchov",50.06043,14.40088,"CZK 30,000",Brick,,Very good,Personal,G,,1.0,,,1.0,,Interior,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,000","CZK 3,500",742731,Studio,11/1/2022,42 m²,Partly,4,,87.46,291.02,164.85,573.95,23.76,280.13,390.41,427.27,175.63,261.32,Prague - Žižkov,50.08749,14.4538,"CZK 20,000",Brick,,Very good,,C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 4,000",742169,Studio,10/1/2022,35 m²,Partly,3,,282.39,491.2,238.33,617.43,208.01,411.04,262.07,457.2,219.92,361.96,Prague - Vinohrady,50.06605,14.43413,"CZK 14,500",Brick,,Good,,D,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
