Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,PENB,Heating,Total number of floors,Renovation,Design,New building,Age,Front garden,Administration fee,Developer name,Project name,Kód jednotky
594659,"CZK 11,000",50.06888,14.433909,"Pod Zvonařkou, Prague - Vinohrady",Studio,30 m²,CZK 800,Partially furnished,1,No,No,Yes,No,No,No,No,10. 01. 2022,90,622,113,712,173,657,489,522,335,422,Good,"CZK 15,000",Personal,Brick building,C,,Raised ground floor,Interior,Standard materials and solutions,,30 to 50 years years,50 m²,,,,
699249,"CZK 11,990",50.12341805555,14.63142388888,"U Zimoviště, Prague - Horní Počernice",1 bedroom with open-plan kitchen,57 m²,,Partially furnished,2,No,No,No,No,No,No,No,,355,764,"1,469",778,659,362,,,,,New build,"CZK 16,309",Personal,Brick building,B,,,,,Yes,,,"CZK 16,309

                                
                                
                
i",,,
699248,"CZK 18,500",50.09243,14.44636,"Karlínské náměstí, Prague - Karlín",2 bedroom,50 m²,"CZK 4,000",Partially furnished,2,No,No,Yes,No,No,No,No,13. 01. 2022,58,206,68,430,100,499,278,"1,248",588,185,Excellent,"CZK 25,000",Cooperative,Brick building,E,,,,,,,,,,,
699243,"CZK 13,990",50.0998507,14.4364065,"Podplukovníka Sochora, Prague - Holešovice",3 bedroom,60 m²,"CZK 6,000",Partially furnished,1,No,No,Yes,No,No,Yes,No,01. 02. 2022,139,"1,065",99,268,197,177,164,"1,304",526,759,Excellent,"CZK 19,990",Other,Other,G,,,,,,,,,,,
699244,"CZK 10,490",50.12207583333,14.48345722222,"Habartická, Prague - Střížkov",Studio,33 m²,,Unfurnished,8,Yes,No,No,Yes,No,Yes,No,,255,"1,277",225,"1,216",385,749,294,347,234,83,Excellent,"CZK 12,965",Personal,Prefab concrete building,G,,,,,,,,"CZK 12,965

                                
                                
                
i",,,
512968,"CZK 16,500",50.0696037,14.4572728,"Holandská, Prague - Vršovice",1 bedroom with open-plan kitchen,58 m²,"CZK 3,100",Furnished,3,No,No,No,No,No,No,No,01. 03. 2022,167,363,74,139,93,137,220,239,437,207,Excellent,"CZK 16,500",Personal,Brick building,D,Gas boiler,Middle floor,Overall,,,,,,,,
699233,"CZK 10,000",50.02256,14.45293,"Sládkovičova, Prague - Krč",1 bedroom,41 m²,"CZK 2,000",Partially furnished,7,No,No,No,No,No,Yes,No,13. 01. 2022,189,577,465,114,217,729,"1,018",598,455,,Excellent,"CZK 20,000",Cooperative,Prefab concrete building,G,,,,,,,,,,,
318965,"CZK 11,000",50.037946,14.3129709,"Radouňova, Prague - Řeporyje",Studio,36 m²,"CZK 3,500",Furnished,,No,Yes,No,No,No,Yes,No,,223,"1,000",819,"1,202",398,451,902,"1,147","1,292",333,,,Personal,Brick building,,Central heating,Ground floor,,,,,18 m²,,,,
698527,"CZK 15,000",50.00743,14.42237,"Jordana Jovkova, Prague - Modřany",3 bedroom,69 m²,"CZK 3,500",Furnished,4,Yes,No,Yes,No,No,Yes,No,08. 01. 2022,247,587,463,485,522,510,430,838,914,535,Excellent,"CZK 20,000",Personal,Prefab concrete building,G,,,,,,,,,,,
533387,"CZK 18,000",50.0749451,14.4302213,Prague - Vinohrady,3 bedroom,85 m²,"CZK 4,500",Unfurnished,4,No,No,No,No,No,Yes,No,13. 01. 2022,69,472,90,69,81,167,327,401,384,434,,"CZK 18,000",Personal,Brick building,,Gas boiler,Middle floor,Overall,Standard materials and solutions,,1 to 10 years years,,,,,
613794,"CZK 14,500",50.139574,14.507564,"Nýdecká, Prague - Letňany",1 bedroom with open-plan kitchen,39 m²,CZK 900,Furnished,9,No,No,Yes,No,No,Yes,No,01. 02. 2022,159,767,138,744,297,177,223,445,544,192,New build,"CZK 15,000",Personal,Brick building,G,Electric boiler,Top floor,Overall,,,,,,,,
698688,"CZK 23,000",50.06605,14.39344,"U Nikolajky, Prague - Smíchov",1 bedroom with open-plan kitchen,89 m²,"CZK 5,359",Partially furnished,2,No,Yes,Yes,No,Yes,Yes,Yes,29. 01. 2022,185,589,242,955,128,676,488,577,635,571,New build,"CZK 28,359",Personal,Brick building,B,,,,,,,,,,,
692540,"CZK 12,990",50.0748,14.32377,"Čistovická, Prague - Řepy",1 bedroom with open-plan kitchen,37 m²,"CZK 3,300",Unfurnished,1,No,Yes,No,No,No,No,No,16. 11. 2021,217,249,668,"1,493",515,479,534,,,,Good,"CZK 12,990",Personal,Brick building,G,,,,,,,,,,,
618545,"CZK 6,450",49.984797,14.364209,"Vrážská, Prague - Radotín",Studio,25 m²,"CZK 2,450",Furnished,,No,No,No,No,Yes,Yes,No,24. 07. 2020,55,616,36,12,175,50,572,621,438,339,Excellent,"CZK 8,900",Personal,Other,G,Central heating,Ground floor,Interior,Standard materials and solutions,,1 to 10 years years,,,,,
684396,"CZK 13,900",50.11091,14.49956,"Bratří Dohalských, Prague - Vysočany",1 bedroom with open-plan kitchen,60 m²,"CZK 4,500",Furnished,3,No,No,No,No,No,Yes,No,15. 01. 2022,87,250,116,92,150,145,452,716,360,250,Excellent,"CZK 27,000",Personal,Brick building,C,District heating,Middle floor,,Standard materials and solutions,,,,,,,
155669,"CZK 16,500",50.0724104,14.3923142,"Plzeňská, Prague - Smíchov",1 bedroom with open-plan kitchen,65 m²,"CZK 3,900",Partially furnished,3,Yes,No,No,No,No,No,No,,92,953,8,644,183,774,241,972,962,197,,"CZK 25,000",Personal,Brick building,,,,,,,,,,,,
692515,"CZK 19,000",50.1043,14.51031,"Pod Harfou, Prague - Vysočany",1 bedroom with open-plan kitchen,61 m²,"CZK 3,000",Furnished,4,No,No,No,Yes,No,Yes,No,22. 11. 2021,370,68,"1,149",643,972,"1,237",960,201,,,New build,"CZK 38,000",Personal,Brick building,G,,,,,,,,,,,
690567,"CZK 16,500",50.07767,14.47706,"Hollarovo náměstí, Prague - Vinohrady",1 bedroom with open-plan kitchen,46 m²,CZK 600,Unfurnished,4,No,No,No,No,No,Yes,No,02. 11. 2021,93,906,51,548,115,81,810,821,237,134,Excellent,"CZK 17,100",Personal,Brick building,G,,,,,,,,,,,
698521,"CZK 17,000",50.04896,14.56195,"Hornoměcholupská, Prague - Horní Měcholupy",Studio,44 m²,"CZK 3,000",Partially furnished,5,Yes,No,No,No,No,Yes,Yes,01. 02. 2022,273,"1,280",390,"1,357",76,810,645,780,"1,081",718,New build,"CZK 34,000",Personal,Other,G,,,,,,,,,,,
646262,"CZK 13,500",50.134066,14.508765,"Vratimovská, Prague - Letňany",2 bedroom,48 m²,"CZK 2,600",Partially furnished,8,No,No,Yes,Yes,Yes,Yes,No,01. 03. 2022,105,825,211,537,374,373,89,345,206,216,Excellent,"CZK 27,000",Personal,Prefab concrete building,C,District heating,Top floor,Overall,Standard materials and solutions,,,,,,,
699221,"CZK 17,500",50.05943,14.39429,"Pechlátova, Prague - Smíchov",2 bedroom,59 m²,"CZK 3,500",Partially furnished,1,No,No,No,No,No,No,No,01. 02. 2022,143,646,409,513,382,707,194,843,237,115,Excellent,"CZK 17,500",Personal,Brick building,E,,,,,,,,,,,
473442,"CZK 14,000",50.0137321,14.4866846,"Velenická, Prague - Kunratice",2 bedroom,53 m²,"CZK 4,000",Furnished,1,No,Yes,No,No,Yes,No,No,15. 01. 2022,55,370,40,157,413,692,575,175,352,,Excellent,"CZK 36,000",Personal,Brick building,B,Gas boiler,Ground floor,,Standard materials and solutions,,1 to 10 years years,15 m²,,,,
695739,"CZK 18,000",50.07607,14.45749,"Libická, Prague - Vinohrady",1 bedroom with open-plan kitchen,45 m²,"CZK 2,800",Furnished,5,No,No,Yes,No,No,Yes,No,16. 01. 2022,166,557,75,173,150,479,397,366,803,345,New build,"CZK 36,000",Personal,Brick building,B,Central heating,Middle floor,Overall,Premium materials and solutions,,1 to 10 years years,,,,,
336422,"CZK 13,500",50.06617455,14.4206992,"Přemyslova, Prague - Vyšehrad",1 bedroom with open-plan kitchen,40 m²,"CZK 2,500",Furnished,,No,No,No,No,No,No,No,,169,"1,123",138,164,75,201,234,377,431,405,,"CZK 16,000",Personal,Brick building,,Electric boiler,Ground floor,Overall,,,,,,,,
545062,"CZK 13,000",50.096946,14.3664174,"Na Dlouhém lánu, Prague - Vokovice",2 bedroom,54 m²,"CZK 3,500",Partially furnished,2,No,No,No,No,No,No,No,01. 02. 2022,402,423,469,431,108,126,677,653,851,132,,"CZK 16,500",Personal,Brick building,,District heating,Middle floor,Interior,,,,,,,,
699203,"CZK 15,164",50.07175,14.4569,"Bulharská, Prague - Vršovice",2 bedroom,72 m²,CZK 865,Unfurnished,3,No,Yes,No,No,No,No,No,24. 01. 2022,186,647,74,423,144,421,116,303,685,274,Excellent,"CZK 30,328",Personal,Brick building,G,,,,,,,,,,,
559822,"CZK 20,000",50.1075858,14.4879984,"Matějkova, Prague - Libeň",1 bedroom with open-plan kitchen,66 m²,"CZK 3,250",Furnished,1,Yes,No,No,No,No,Yes,Yes,01. 02. 2022,178,335,138,479,109,639,408,252,230,243,New build,"CZK 40,000",Personal,Brick building,C,Central heating,,,Premium materials and solutions,,1 to 10 years years,,,,,
680181,"CZK 15,000",50.10319,14.43449,"Šimáčkova, Prague - Holešovice",1 bedroom with open-plan kitchen,50 m²,"CZK 4,000",Partially furnished,6,Yes,No,Yes,No,No,Yes,No,01. 02. 2022,207,862,110,374,110,191,414,434,934,,Excellent,"CZK 15,000",Personal,Brick building,C,Gas boiler,Top floor,Overall,,,,,,,,
609908,"CZK 17,000",50.074318,14.425363,"Kateřinská, Prague - Nové Město",2 bedroom,64 m²,"CZK 3,500",,3,No,No,No,No,No,No,No,01. 06. 2020,117,738,294,471,106,259,391,403,738,549,Excellent,"CZK 34,000",Personal,Brick building,C,,,,,,,,,,,
699192,"CZK 12,000",50.04595,14.44492,"Obětí 6. května, Prague - Krč",1 bedroom,32 m²,"CZK 3,000",Partially furnished,3,No,No,Yes,No,No,Yes,No,01. 04. 2022,331,532,191,315,246,272,366,559,826,191,Excellent,"CZK 15,000",Personal,Brick building,A,,,,,,,,,,,
699193,"CZK 13,990",50.12992861111,14.41792861111,"Lodžská, Prague - Bohnice",2 bedroom with open-plan kitchen,53 m²,,Furnished,10,Yes,No,Yes,No,No,Yes,No,,130,371,361,301,301,408,559,841,"1,392",207,Good,,Personal,Prefab concrete building,G,,,,,,,,,,,
425135,"CZK 15,000",50.0297434,14.5347531,"Hlavatého, Prague - Háje",2 bedroom with open-plan kitchen,65 m²,"CZK 4,000",Partially furnished,3,Yes,No,No,No,No,No,No,,261,403,294,300,482,578,109,456,638,305,Excellent,,Personal,Prefab concrete building,B,District heating,Middle floor,Overall,Standard materials and solutions,,10 to 30 years years,,,,,
629967,"CZK 17,000",50.092769,14.431964,"Lannova, Prague - Nové Město",2 bedroom,63 m²,"CZK 2,000",Furnished,,No,No,No,No,No,No,No,12. 10. 2020,203,451,123,471,107,349,86,304,665,140,Excellent,"CZK 17,000",Personal,Brick building,,,,,,,,,,,,
699183,"CZK 19,500",50.07989,14.45312,"Velehradská, Prague - Vinohrady",2 bedroom,77 m²,"CZK 1,000",Unfurnished,2,No,No,No,No,No,Yes,No,01. 02. 2022,468,303,108,306,61,569,444,550,813,320,Excellent,"CZK 19,500",Personal,Brick building,G,,,,,,,,,,,
698490,"CZK 9,000",50.08683,14.4501,"Husitská, Prague - Žižkov",Small studio,30 m²,"CZK 3,000",Furnished,1,No,No,No,No,No,Yes,No,10. 01. 2022,139,480,60,451,89,458,264,421,264,694,Excellent,,Personal,Brick building,G,,,,,,,,,,,
694875,"CZK 12,500",50.0909,14.44286,"Prvního pluku, Prague - Karlín",1 bedroom,50 m²,"CZK 1,500",Furnished,,No,No,No,No,No,No,No,04. 12. 2021,112,506,113,304,66,279,265,961,390,186,Good,"CZK 25,000",Cooperative,Brick building,G,,,,,,,,,,,
699178,"CZK 14,990",50.06005833333,14.49655305555,"Želivecká, Prague - Záběhlice",2 bedroom,55 m²,,Unfurnished,5,No,No,Yes,Yes,No,Yes,No,,298,748,399,738,735,521,651,760,517,326,Excellent,"CZK 17,579",Personal,Prefab concrete building,E,,,,,,,,"CZK 17,579

                                
                                
                
i",,,
543563,"CZK 15,000",50.0620761,14.4503569,Prague - Nusle,2 bedroom,50 m²,"CZK 1,650",Furnished,4,Yes,No,Yes,No,No,Yes,No,01. 03. 2022,272,906,349,571,275,642,598,296,893,353,,"CZK 16,650",Personal,Brick building,,,,,,,,,,,,
698479,"CZK 13,000",50.09015,14.30737,"Ciolkovského, Prague - Ruzyně",1 bedroom with open-plan kitchen,42 m²,"CZK 3,000",Partially furnished,12,No,No,No,Yes,No,Yes,No,07. 01. 2022,157,225,132,119,238,176,353,"1,387","1,394",136,Excellent,"CZK 20,000",Personal,Prefab concrete building,C,,,Overall,,,,,,,,
455979,"CZK 15,000",50.0477873,14.4642491,"Na Líše, Prague - Michle",1 bedroom with open-plan kitchen,40 m²,"CZK 2,440",Partially furnished,2,Yes,No,Yes,No,No,Yes,No,06. 02. 2022,345,762,351,824,342,809,103,137,623,323,Excellent,"CZK 30,000",Personal,Brick building,A,Central heating,Middle floor,Overall,Standard materials and solutions,,1 to 10 years years,,,,,
180353,"CZK 10,000",50.0669648,14.4568866,"Minská, Prague - Vršovice",Studio,25 m²,"CZK 2,500",Partially furnished,5,No,No,No,No,No,No,No,03. 01. 2022,77,213,74,284,89,368,459,588,374,298,Excellent,"CZK 12,500",Personal,Brick building,G,,,,,,,,,,,
599048,"CZK 21,000",50.074957,14.430502,"Legerova, Prague - Vinohrady",1 bedroom,35 m²,"CZK 3,000",Furnished,2,No,No,No,No,No,Yes,No,10. 01. 2022,23,464,81,96,73,159,362,436,384,451,Excellent,"CZK 10,000",Personal,Brick building,C,District heating,,,Premium materials and solutions,,1 to 10 years years,,,,,
698306,"CZK 12,750",50.06606,14.49555,"Strančická, Prague - Strašnice",1 bedroom with open-plan kitchen,40 m²,"CZK 2,000",Partially furnished,1,No,No,No,No,Yes,No,No,06. 01. 2022,155,"1,421",272,"1,125",261,430,339,439,782,514,Excellent,"CZK 12,750",Personal,Brick building,G,,,,,,,,,,,
699155,"CZK 12,000",50.1339598,14.4748012,"Kubíkova, Prague - Kobylisy",3 bedroom,62 m²,"CZK 5,000",Partially furnished,,No,No,No,No,No,No,No,01. 02. 2022,189,966,386,"1,096",264,976,295,401,"1,195",312,Excellent,"CZK 17,000",Cooperative,Prefab concrete building,G,District heating,Ground floor,,,,,,,,,
699142,"CZK 17,500",50.09827,14.40049,"Dejvická, Prague - Dejvice",1 bedroom with open-plan kitchen,53 m²,"CZK 2,000",Partially furnished,4,No,No,No,No,No,Yes,No,01. 02. 2022,235,383,24,5,24,214,117,774,337,116,Excellent,"CZK 35,000",Personal,Brick building,G,,,,,,,,,,,
532956,"CZK 15,500",50.054058,14.3702,Prague - Jinonice,1 bedroom with open-plan kitchen,46 m²,"CZK 2,500",Partially furnished,3,No,No,No,No,Yes,Yes,Yes,10. 01. 2022,24,476,188,369,259,235,568,772,331,,,"CZK 31,000",Personal,Low-energy building,C,,Top floor,,,,,,,,,
400345,"CZK 13,500",50.1194442,14.4815146,"Hejnická, Prague - Střížkov",2 bedroom,64 m²,"CZK 2,000",Partially furnished,3,No,Yes,No,No,No,No,No,06. 12. 2021,268,"1,472",400,"1,410",77,"1,088",538,562,634,262,Excellent,"CZK 28,000",Personal,Brick building,,Gas boiler,Attic,,,,,120 m²,,,,
698129,"CZK 14,000",50.12534,14.49732,"Českolipská, Prague - Střížkov",3 bedroom,56 m²,"CZK 6,000",Unfurnished,2,No,No,Yes,No,No,Yes,No,10. 01. 2022,181,329,349,280,272,434,355,201,"1,151",146,Excellent,"CZK 25,000",Personal,Prefab concrete building,G,,,,,,,,,,,
395770,"CZK 14,900",50.071136,14.4595507,Prague - Vršovice,1 bedroom with open-plan kitchen,36 m²,"CZK 1,400",Furnished,2,No,No,No,No,No,Yes,No,15. 01. 2022,105,627,88,397,55,401,215,265,701,238,Excellent,"CZK 30,000",Personal,Brick building,,Gas boiler,Middle floor,,,,,,,,,
698455,"CZK 12,000",50.0847279,14.4488467,"Cimburkova, Prague - Žižkov",2 bedroom,41 m²,"CZK 2,300",Partially furnished,2,No,No,No,No,No,No,No,10. 01. 2022,240,123,5,150,31,90,146,179,178,583,Excellent,"CZK 15,000",Personal,Brick building,G,,,,,,,,,,,
696834,"CZK 15,000",50.09712,14.34857,"K Červenému vrchu, Prague - Vokovice",1 bedroom with open-plan kitchen,45 m²,"CZK 3,000",Furnished,10,No,No,Yes,Yes,No,Yes,No,22. 12. 2021,184,"1,160",166,909,419,319,274,110,388,177,Excellent,"CZK 34,000",Personal,Prefab concrete building,A,,,,,,,,,,,
697999,"CZK 16,000",50.0287525,14.3618656,"Vítové, Prague - Hlubočepy",1 bedroom with open-plan kitchen,52 m²,"CZK 3,000",Partially furnished,5,Yes,No,No,No,No,Yes,No,10. 02. 2022,437,"1,318",559,"1,298",301,"1,336",529,769,854,542,New build,"CZK 24,000",Cooperative,Brick building,C,Central heating,Middle floor,,Premium materials and solutions,Yes,1 to 10 years years,,,,,
621371,"CZK 17,500",50.094947,14.450966,"U Mlýnského kanálu, Prague - Karlín",1 bedroom,44 m²,"CZK 3,500",,2,Yes,No,No,No,No,Yes,Yes,01. 02. 2022,116,421,96,60,41,233,735,"1,369",389,467,New build,,Personal,Brick building,B,,,,,,,,,,,
696664,"CZK 13,000",50.02838,14.59518,"Oty Bubeníčka, Prague - Uhříněves",1 bedroom with open-plan kitchen,47 m²,"CZK 3,000",Partially furnished,2,No,No,No,Yes,No,Yes,Yes,20. 12. 2021,202,509,229,618,203,481,927,898,"1,134",325,New build,"CZK 30,000",Personal,Brick building,G,,,,,,,,,,,
698322,"CZK 17,000",50.07683,14.46802,"náměstí Jiřího z Lobkovic, Prague - Vinohrady",1 bedroom with open-plan kitchen,66 m²,"CZK 2,200",Partially furnished,3,No,No,Yes,Yes,No,Yes,No,04. 01. 2022,147,439,67,299,57,280,20,784,143,118,Excellent,"CZK 40,000",Personal,Brick building,D,District heating,Middle floor,Overall,Standard materials and solutions,,10 to 30 years years,,,,,
604524,"CZK 13,990",50.093418,14.454458,"Křižíkova, Prague - Karlín",Studio,30 m²,"CZK 2,900",Furnished,4,No,No,No,No,No,Yes,No,15. 01. 2022,426,551,90,195,17,158,343,"1,253",209,430,New build,"CZK 16,890",Personal,Brick building,B,,,,,,,,,,,
699145,"CZK 13,000",50.09338,14.36867,"Střešovická, Prague - Střešovice",1 bedroom with open-plan kitchen,43 m²,"CZK 4,000",Partially furnished,1,No,No,No,No,No,No,No,01. 02. 2022,202,"1,053",650,"1,257",290,957,759,"1,339",216,163,Excellent,"CZK 17,000",Personal,Brick building,G,,,,,,,,,,,
396329,"CZK 22,000",50.074603057385,14.316885061377,"Třanovského, Prague - Řepy",2 bedroom with open-plan kitchen,92 m²,"CZK 3,500",Partially furnished,1,No,No,Yes,No,Yes,No,No,03. 11. 2021,214,717,181,"1,370","1,195",334,446,352,,,Excellent,"CZK 22,000",Personal,Brick building,,Gas boiler,,Overall,Standard materials and solutions,,,,,,,
575771,"CZK 11,900",50.1059538,14.571259,"Generála Janouška, Prague - Černý Most",1 bedroom with open-plan kitchen,45 m²,"CZK 3,385",Partially furnished,8,No,No,No,No,No,Yes,No,12. 01. 2022,282,"1,139",301,751,390,138,342,526,162,,Good,"CZK 15,000",Personal,Prefab concrete building,B,District heating,Top floor,,,,,,,,,
698009,"CZK 11,000",49.96739,14.38484,"Tunelářů, Prague - Zbraslav",1 bedroom,38 m²,"CZK 4,000",Partially furnished,1,No,No,No,No,No,Yes,No,01. 02. 2022,117,"1,271",113,"1,422",195,190,515,386,32,,Good,,Cooperative,Prefab concrete building,C,District heating,Middle floor,Bathroom unit,Standard materials and solutions,,30 to 50 years years,,,,,
699131,"CZK 10,500",50.10195,14.56331,"Cukrova, Prague - Černý Most",Studio,33 m²,"CZK 2,100",Partially furnished,6,Yes,No,No,No,No,Yes,No,01. 03. 2022,155,654,422,939,719,628,297,872,98,,New build,"CZK 15,000",Personal,Brick building,B,,,,,,,,,,,
698441,"CZK 12,500",50.0290067,14.5965737,"Oty Bubeníčka, Prague - Uhříněves",1 bedroom with open-plan kitchen,47 m²,"CZK 3,000",Partially furnished,4,No,No,No,Yes,No,Yes,Yes,10. 01. 2022,216,368,243,478,217,341,730,745,918,178,New build,"CZK 15,000",Personal,Brick building,B,,,,,,,,,,,
699134,"CZK 17,500",49.99955,14.40727,"K Vystrkovu, Prague - Modřany",1 bedroom with open-plan kitchen,53 m²,"CZK 3,000",Unfurnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 02. 2022,59,"1,252",668,"1,372",401,516,653,624,409,416,New build,"CZK 35,000",Personal,Low-energy building,B,,,,,,,,,,,
591693,"CZK 16,000",50.078106,14.440722,"Mánesova, Prague - Vinohrady",1 bedroom with open-plan kitchen,38 m²,"CZK 4,000",Furnished,4,No,No,Yes,No,No,Yes,No,01. 03. 2022,210,525,251,116,106,327,127,359,218,559,Excellent,"CZK 20,000",Personal,Brick building,G,,Top floor,,,,,,,,,
569039,"CZK 8,000",50.1055076,14.4839011,"náměstí Na Balabence, Prague - Libeň",Studio,25 m²,"CZK 3,000",Partially furnished,,No,No,Yes,No,No,No,No,12. 01. 2022,102,482,92,161,241,764,78,671,466,55,,"CZK 16,000",Cooperative,Brick building,,District heating,Ground floor,Overall,Standard materials and solutions,,,,,,,
601635,"CZK 22,000",50.074884,14.390641,"Švédská, Prague - Smíchov",2 bedroom,94 m²,"CZK 3,000",Partially furnished,1,No,Yes,No,No,No,No,No,10. 01. 2022,55,"1,308",262,"1,216",509,"1,167",801,529,"1,238",581,Excellent,"CZK 22,000",Personal,Brick building,C,Central heating,Raised ground floor,Overall,Premium materials and solutions,,over 50 years years,450 m²,,,,
699124,"CZK 19,000",50.05211,14.45815,"Hadovitá, Prague - Michle",1 bedroom with open-plan kitchen,57 m²,"CZK 3,000",Unfurnished,1,Yes,No,Yes,No,No,Yes,Yes,01. 04. 2022,294,963,391,976,264,854,583,859,957,657,New build,"CZK 20,000",Personal,Brick building,G,,,,,,,,,,,
698428,"CZK 14,530",50.07405,14.41767,"Václavská, Prague - Nové Město",1 bedroom with open-plan kitchen,45 m²,"CZK 2,200",Partially furnished,5,No,No,No,No,No,Yes,No,07. 01. 2022,123,267,50,115,85,152,261,534,737,235,Excellent,"CZK 29,060",Personal,Brick building,G,,,,,,,,,,,
698426,"CZK 18,500",50.0891,14.48368,"Olgy Havlové, Prague - Žižkov",1 bedroom with open-plan kitchen,44 m²,"CZK 3,500",Furnished,1,No,Yes,No,No,No,No,No,10. 01. 2022,452,809,494,570,209,612,436,304,301,60,New build,"CZK 37,000",Personal,Brick building,B,,,,,,,,,,,
694969,"CZK 12,000",50.10191,14.5049,"Poděbradská, Prague - Vysočany",1 bedroom,35 m²,"CZK 3,000",Furnished,2,No,No,No,No,No,No,No,04. 12. 2021,174,"1,086",194,916,239,699,197,"1,012","1,202",740,Excellent,"CZK 15,000",Personal,Brick building,C,,,,,,,,,,,
672927,"CZK 16,400",50.08022,14.41747,"V Jirchářích, Prague - Nové Město",1 bedroom with open-plan kitchen,34 m²,"CZK 3,500",Furnished,1,Yes,No,No,No,Yes,No,No,28. 12. 2021,305,714,105,269,22,247,171,367,180,542,New build,"CZK 20,000",Personal,Brick building,G,,,,,,,,,,,
221013,"CZK 13,000",50.04877,14.44457,"Hanusova, Prague - Michle",Studio,40 m²,"CZK 3,000",Furnished,6,No,No,No,No,No,No,No,12. 01. 2022,290,454,285,331,259,288,663,717,866,473,New build,"CZK 13,000",Personal,Brick building,A,District heating,Middle floor,Overall,,Yes,1 to 10 years years,,,,,
573125,"CZK 9,000",50.0295549,14.4496702,"Štúrova, Prague - Krč",Studio,19 m²,"CZK 2,000",Unfurnished,11,No,No,No,No,No,No,No,,312,"1,483",0,0,761,"1,031","1,357",748,569,,,"CZK 10,000",Personal,Prefab concrete building,D,,,,,,,,,,,
551267,"CZK 12,900",50.0707135,14.462234,"Dvacátého osmého pluku, Prague - Vršovice",2 bedroom,54 m²,"CZK 2,900",Unfurnished,3,Yes,No,No,No,No,No,No,,76,825,20,557,133,600,326,294,845,491,,"CZK 12,000",Personal,Brick building,,Gas boiler,Middle floor,,,,,,,,,
667628,"CZK 17,000",50.08216,14.45073,"Kubelíkova, Prague - Žižkov",1 bedroom with open-plan kitchen,49 m²,"CZK 3,000",Furnished,4,No,No,No,No,No,Yes,No,07. 02. 2022,421,127,157,388,60,206,419,527,571,485,Excellent,"CZK 25,000",Personal,Brick building,G,Central heating,Middle floor,Overall,,,1 to 10 years years,,,,,
699109,"CZK 15,000",50.06052,14.43465,Prague - Nusle,1 bedroom with open-plan kitchen,58 m²,"CZK 2,000",Partially furnished,2,No,No,No,No,No,No,No,01. 02. 2022,212,857,50,577,126,525,247,566,488,380,Excellent,"CZK 30,000",Personal,Brick building,G,,,,,,,,,,,
634253,"CZK 14,300",50.076818,14.421242,"Karlovo náměstí, Prague - Nové Město",1 bedroom,38 m²,"CZK 2,600",Furnished,2,No,No,No,No,No,No,No,15. 01. 2022,179,318,51,239,42,9,336,426,578,373,Excellent,"CZK 12,300",Personal,Brick building,B,Gas boiler,Middle floor,Overall,Premium materials and solutions,,1 to 10 years years,,,,,
699106,"CZK 13,000",50.0882,14.48411,"Olgy Havlové, Prague - Žižkov",Studio,38 m²,"CZK 2,000",Partially furnished,3,No,No,No,No,No,Yes,No,12. 01. 2022,331,899,373,733,217,776,600,467,464,245,New build,"CZK 26,000",Personal,Low-energy building,B,,,,,,,,,,,
629719,"CZK 32,000",50.071553,14.410305,"Hořejší Nábřeží, Prague - Smíchov",3 bedroom,93 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,Yes,No,07. 01. 2022,283,734,100,219,210,449,716,850,773,333,Excellent,"CZK 32,000",Personal,Brick building,G,Gas boiler,Middle floor,,Standard materials and solutions,,10 to 30 years years,,,,,
686320,"CZK 22,000",50.09314,14.45965,"Kubova, Prague - Karlín",2 bedroom,60 m²,"CZK 2,000",Furnished,5,No,No,No,No,No,Yes,No,07. 01. 2022,356,980,203,581,238,444,101,"1,170",495,26,Good,"CZK 22,000",Personal,Brick building,G,,,,,,,,,,,
699105,"CZK 15,000",50.05272,14.36562,"Bochovská, Prague - Jinonice",2 bedroom with open-plan kitchen,70 m²,"CZK 4,500",Furnished,,No,No,No,Yes,Yes,No,No,05. 02. 2022,404,318,647,344,718,254,963,583,166,,Excellent,"CZK 15,000",Personal,Prefab concrete building,C,,,,,,,,,,,
686324,"CZK 24,000",50.0762,14.40725,"Zborovská, Prague - Smíchov",1 bedroom with open-plan kitchen,73 m²,"CZK 2,000",Furnished,6,No,No,No,No,No,Yes,No,17. 01. 2022,131,142,272,242,15,278,46,984,911,359,Excellent,"CZK 24,000",Personal,Brick building,G,,,,,,,,,,,
695557,"CZK 13,000",50.08934,14.47485,"Jeseniova, Prague - Žižkov",1 bedroom with open-plan kitchen,56 m²,"CZK 3,000",Unfurnished,2,No,No,No,No,No,No,No,01. 01. 2022,350,934,276,331,158,258,301,254,430,306,Good,"CZK 13,000",Personal,Brick building,G,,,,,,,,,,,
467644,"CZK 11,000",50.1248027,14.4722446,"U Slovanky, Prague - Libeň",1 bedroom with open-plan kitchen,43 m²,"CZK 4,000",Furnished,3,No,No,No,No,No,No,No,01. 02. 2022,62,489,183,497,261,416,535,566,991,248,,"CZK 30,000",Personal,Prefab concrete building,,,Top floor,,Standard materials and solutions,,,,,,,
