Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,Age,Design,Heating,Total number of floors,Renovation,PENB,New building,Administration fee,Front garden,Developer name,Project name,Kód jednotky
691655,"CZK 11,700",50.07101,14.44822,"Sevastopolská, Prague - Vršovice",Small studio,20 m²,"CZK 2,300",Partially furnished,4,No,No,No,No,No,No,No,15. 11. 2021,204,729,198,386,85,576,362,591,365,357,Excellent,"CZK 24,000",Personal,Brick building,1 to 10 years years,Premium materials and solutions,,,,G,,,,,,
581545,"CZK 19,000",50.079043,14.450264,"Laubova, Prague - Vinohrady",1 bedroom,50 m²,"CZK 4,000",Furnished,4,No,No,No,No,No,Yes,No,29. 11. 2021,190,255,21,254,95,282,123,285,713,150,Excellent,"CZK 23,000",Cooperative,Brick building,over 50 years years,,,,Overall,G,,,,,,
695314,"CZK 12,700",50.05464,14.44235,"Sdružení, Prague - Nusle",1 bedroom with open-plan kitchen,51 m²,"CZK 2,060",Partially furnished,2,Yes,No,Yes,No,No,No,No,01. 01. 2022,32,968,124,457,34,600,263,237,956,211,Excellent,"CZK 24,000",Personal,Brick building,,,,,,G,,,,,,
697842,"CZK 10,800",50.09239,14.53345,"Českobrodská, Prague - Hloubětín",Small studio,25 m²,"CZK 2,000",Partially furnished,1,No,No,No,No,No,No,No,03. 01. 2022,25,707,854,"1,145","1,324","1,454",842,584,,,Excellent,"CZK 10,800",Personal,Brick building,,Standard materials and solutions,Gas boiler,,Overall,G,,,,,,
567662,"CZK 13,000",50.0326918,14.5878314,"Františka Diviše, Prague - Uhříněves",1 bedroom with open-plan kitchen,55 m²,"CZK 4,000",Furnished,1,Yes,No,No,No,No,No,No,01. 01. 2021,539,"1,000",851,"1,092",919,952,"1,085",850,907,,,"CZK 26,000",Personal,Prefab concrete building,,,,,,B,,,,,,
392789,"CZK 12,000",50.1230046,14.4894172,"Bílinská, Prague - Prosek",3 bedroom,53 m²,"CZK 4,500",Partially furnished,8,No,No,No,Yes,No,Yes,No,01. 01. 2022,438,769,152,708,481,409,308,216,411,83,Excellent,"CZK 24,000",Personal,Prefab concrete building,,Standard materials and solutions,District heating,Top floor,Bathroom unit,G,,,,,,
519421,"CZK 13,000",49.9943535,14.3668619,Prague - Radotín,1 bedroom with open-plan kitchen,52 m²,"CZK 4,000",Partially furnished,3,No,No,No,No,Yes,No,No,14. 02. 2022,290,"1,228","1,323",886,"1,260","1,215",829,869,"1,321",,,"CZK 13,000",Personal,Brick building,,Standard materials and solutions,Gas boiler,Top floor,Overall,,,,,,,
689519,"CZK 13,000",49.996653165369,14.412188262513,"Sekorova, Prague - Modřany",2 bedroom,70 m²,"CZK 2,000",Furnished,1,No,Yes,No,No,No,No,No,01. 02. 2022,387,"1,331",822,"1,425",672,"1,153",996,"1,094",693,347,Excellent,"CZK 13,000",Personal,Brick building,,,Gas boiler,,,C,,,,,,
660702,"CZK 14,000",50.07783,14.43667,"Vinohradská, Prague - Vinohrady",1 bedroom,45 m²,"CZK 2,260",Unfurnished,,No,No,No,No,No,No,No,01. 08. 2021,82,240,76,129,72,4,335,424,475,805,Excellent,,Personal,Brick building,,,,,,E,,,,,,
661115,"CZK 27,500",50.07783,14.43667,"Vinohradská, Prague - Vinohrady",3 bedroom,112 m²,"CZK 5,581",Partially furnished,3,Yes,No,No,No,No,No,No,01. 07. 2021,82,240,76,129,72,4,335,424,475,805,Excellent,,Personal,Brick building,,,,,,F,,,,,,
697817,"CZK 16,900",50.03743,14.48474,"Babákova, Prague - Chodov",3 bedroom,90 m²,"CZK 4,900",Furnished,1,No,No,Yes,Yes,Yes,No,No,01. 02. 2022,479,"1,121",179,955,519,920,861,"1,316",483,158,Excellent,"CZK 21,000",Personal,Prefab concrete building,1 to 10 years years,Premium materials and solutions,,,,G,,,,,,
694998,"CZK 19,000",50.101655482973,14.452764628089,"Tusarova, Prague - Holešovice",1 bedroom with open-plan kitchen,47 m²,"CZK 3,500",Furnished,2,No,No,No,No,No,Yes,No,01. 01. 2022,181,539,89,261,7,198,400,363,176,277,New build,"CZK 19,000",Personal,Brick building,,,,,,B,,,,,,
695004,"CZK 19,000",50.101747049945,14.452762640491,"Tusarova, Prague - Holešovice",1 bedroom with open-plan kitchen,47 m²,"CZK 3,500",Furnished,5,Yes,Yes,No,No,No,Yes,No,01. 01. 2022,182,539,89,262,19,199,401,363,107,252,New build,"CZK 19,000",Personal,Brick building,,,,,,B,,,,,,
595127,"CZK 12,000",50.123979,14.4878,"Rumburská, Prague - Prosek",Studio,30 m²,"CZK 3,100",Furnished,3,Yes,No,No,No,No,Yes,No,01. 02. 2022,319,915,273,853,476,440,440,72,271,192,Excellent,"CZK 15,100",Personal,Prefab concrete building,,Standard materials and solutions,Central heating,,Overall,G,,,,,,
697787,"CZK 25,000",50.10559,14.52226,"Modrého, Prague - Hloubětín",2 bedroom with open-plan kitchen,187 m²,"CZK 4,000",Furnished,2,Yes,Yes,No,Yes,Yes,Yes,Yes,03. 01. 2022,492,"1,304",694,"1,285",856,742,"1,233","1,301",915,227,New build,"CZK 4,000",Personal,Brick building,,,,,,A,,,,,,
697781,"CZK 10,490",50.13196833333,14.48740555555,"Roudnická, Prague - Střížkov",1 bedroom with open-plan kitchen,33 m²,"CZK 2,931",Furnished,2,No,No,No,No,No,Yes,No,,576,768,514,761,494,988,"1,368",113,,,Excellent,"CZK 13,421",Personal,Prefab concrete building,,,,,,C,,"CZK 13,421

                                
                                
                
i",,,,
694814,"CZK 15,000",50.10108,14.44575,"Stupkova, Prague - Holešovice",1 bedroom,45 m²,"CZK 1,500",Furnished,3,No,No,Yes,No,No,Yes,No,01. 01. 2022,388,365,178,548,168,272,262,414,716,231,Good,"CZK 15,000",Cooperative,Brick building,,,,Middle floor,Overall,G,,,,,,
474527,"CZK 10,000",50.0242782,14.4551131,"Hurbanova, Prague - Krč",1 bedroom,34 m²,"CZK 3,500",Partially furnished,7,Yes,No,No,No,No,No,No,,372,905,421,461,440,589,"1,340",444,416,,,"CZK 20,000",Personal,Prefab concrete building,,,District heating,Top floor,Bathroom unit,,,,,,,
562412,"CZK 12,900",50.053939,14.4220743,"Pod Klaudiánkou, Prague - Podolí",2 bedroom,59 m²,"CZK 4,200",Unfurnished,1,No,No,No,No,No,No,No,06. 12. 2021,437,766,373,565,411,763,536,948,37,381,,"CZK 10,000",Personal,Brick building,10 to 30 years years,Standard materials and solutions,Other,Ground floor,Interior,D,,,100 m²,,,
697770,"CZK 19,900",50.0733476,14.3959227,"Grafická, Prague - Smíchov",1 bedroom with open-plan kitchen,46 m²,"CZK 4,500",Furnished,3,No,No,Yes,No,No,Yes,No,03. 01. 2022,207,"1,068",123,759,92,889,250,857,"1,077",82,New build,"CZK 24,400",Personal,Low-energy building,,,,,,G,,,,,,
628788,"CZK 15,900",50.141463,14.523138,"Kadečkové, Prague - Letňany",1 bedroom with open-plan kitchen,50 m²,"CZK 3,500",,1,No,Yes,Yes,No,No,Yes,No,05. 10. 2020,566,921,"1,250",116,"1,045","1,321","1,168",872,258,,New build,,Personal,Brick building,,,,,,B,,,,,,
315164,"CZK 14,000",50.0666262,14.4202683,"Neklanova, Prague - Vyšehrad",1 bedroom with open-plan kitchen,42 m²,"CZK 4,000",Furnished,4,No,No,Yes,No,No,Yes,No,01. 01. 2022,200,"1,153",168,194,117,231,202,501,434,204,,"CZK 24,000",Personal,Brick building,1 to 10 years years,,Central heating,,Overall,,,,,,,
655019,"CZK 15,000",50.08379,14.41439,"Karoliny Světlé, Prague - Staré Město",1 bedroom with open-plan kitchen,60 m²,"CZK 1,000",Furnished,2,No,No,No,No,No,No,No,13. 12. 2021,141,750,42,370,2,356,511,513,469,227,Excellent,"CZK 15,000",Personal,Brick building,,,,,,B,,,,,,
697759,"CZK 7,000",50.1162631,14.6208058,Prague - Horní Počernice,Studio,28 m²,"CZK 3,000",Partially furnished,2,No,No,No,No,No,No,No,03. 01. 2022,93,827,312,145,343,661,339,34,,,New build,"CZK 9,000",Personal,Other,,,,,,C,,,,,,
694045,"CZK 15,000",50.07608,14.46828,"Šrobárova, Prague - Vinohrady",1 bedroom with open-plan kitchen,47 m²,CZK 650,Partially furnished,5,No,No,Yes,No,No,Yes,No,01. 01. 2022,256,606,177,409,53,389,90,716,75,228,Good,"CZK 30,000",Cooperative,Brick building,,,,,,G,,,,,,
601634,"CZK 14,000",50.127342,14.502952,"Bechlínská, Prague - Letňany",1 bedroom with open-plan kitchen,55 m²,"CZK 3,400",,2,Yes,No,No,No,No,Yes,No,01. 01. 2022,229,845,111,874,564,811,344,568,252,,New build,"CZK 20,000",Personal,Brick building,,,,,,C,,,,,,
656973,"CZK 10,466",50.10809,14.43722,"Na Zátorách, Prague - Holešovice",Studio,15 m²,"CZK 3,311",Furnished,4,No,No,No,No,No,Yes,No,01. 02. 2022,203,"1,202",318,"1,023",78,445,306,355,606,,New build,"CZK 13,777",Other,Other,1 to 10 years years,,,,,G,Yes,,,,,
632456,"CZK 19,000",50.094447,14.349836,"Pod Dvorem, Prague - Veleslavín",1 bedroom with open-plan kitchen,51 m²,"CZK 5,000",Furnished,,No,No,Yes,No,Yes,Yes,Yes,01. 02. 2022,306,986,351,"1,015",331,303,506,614,815,533,New build,"CZK 21,000",Personal,Low-energy building,,,,,,B,Yes,,,,,
697722,"CZK 10,500",50.05787,14.42592,"Doudova, Prague - Podolí",1 bedroom,36 m²,CZK 800,Partially furnished,2,No,No,No,No,No,No,No,15. 01. 2022,241,512,45,491,272,458,509,414,278,237,Excellent,"CZK 11,300",Personal,Brick building,,,,,,G,,,,,,
694351,"CZK 17,000",50.04926,14.33186,"Nová kolonie, Prague - Stodůlky",1 bedroom with open-plan kitchen,54 m²,"CZK 3,500",Furnished,3,No,No,No,No,Yes,Yes,Yes,03. 01. 2022,395,703,520,732,325,490,736,462,551,81,New build,"CZK 32,000",Personal,Brick building,,,,,,C,,,,,,
697719,"CZK 14,720",50.05942,14.45008,"Nuselská, Prague - Michle",1 bedroom,35 m²,"CZK 2,780",Furnished,2,No,No,Yes,No,No,No,No,01. 02. 2022,51,760,54,167,28,730,214,387,732,216,Excellent,"CZK 29,440",Personal,Brick building,1 to 10 years years,Premium materials and solutions,Gas boiler,Middle floor,Interior,G,,,,,,
697715,"CZK 22,000",50.04719,14.30285,"Svitákova, Prague - Stodůlky",1 bedroom with open-plan kitchen,51 m²,"CZK 4,000",Furnished,5,Yes,No,No,No,Yes,Yes,Yes,03. 01. 2022,285,195,44,232,"1,059","1,027",654,815,110,,New build,"CZK 22,000",Personal,Other,1 to 10 years years,,,,,G,Yes,,,,,
471504,"CZK 12,000",50.0671011,14.5518474,Prague - Dolní Měcholupy,Studio,37 m²,"CZK 2,523",Partially furnished,2,Yes,No,No,No,No,No,No,01. 02. 2022,451,"1,152",268,187,446,948,"1,116",246,,,,"CZK 20,000",Personal,Brick building,,,,,,,,,,,,
503670,"CZK 27,000",50.0716817,14.4096553,"Na Celné, Prague - Smíchov",1 bedroom with open-plan kitchen,63 m²,"CZK 3,000",Partially furnished,3,No,No,No,No,No,Yes,No,,192,631,163,127,120,528,670,921,837,397,,"CZK 50,000",Personal,Brick building,,,,,,,,,,,,
697255,"CZK 21,000",50.10253,14.43365,"Janovského, Prague - Holešovice",1 bedroom with open-plan kitchen,60 m²,"CZK 3,000",Partially furnished,6,No,Yes,No,No,No,Yes,No,01. 01. 2022,189,721,108,233,117,170,314,528,930,,Excellent,"CZK 30,000",Personal,Brick building,10 to 30 years years,Standard materials and solutions,Gas boiler,Attic,Interior,G,,,,,,
532900,"CZK 11,900",50.0690181,14.4604519,Prague - Vršovice,Studio,35 m²,"CZK 2,500",Partially furnished,3,No,No,No,No,No,Yes,No,01. 02. 2022,145,621,205,295,114,407,370,181,500,242,Excellent,"CZK 15,000",Personal,Brick building,,,District heating,Middle floor,Overall,C,,,,,,
695989,"CZK 14,900",50.04842,14.47884,"Púchovská, Prague - Záběhlice",1 bedroom with open-plan kitchen,53 m²,"CZK 4,000",Unfurnished,3,No,No,No,No,No,No,No,14. 12. 2021,253,820,320,366,480,"1,235",609,691,802,212,Excellent,"CZK 16,000",Personal,Brick building,,,,,,G,,,,,,
697696,"CZK 12,000",50.03225,14.55993,"Jakobiho, Prague - Petrovice",1 bedroom with open-plan kitchen,43 m²,"CZK 2,500",Partially furnished,10,No,No,No,No,Yes,Yes,No,03. 01. 2022,123,"1,094",507,"1,191",86,966,252,125,490,18,Excellent,"CZK 20,000",Personal,Prefab concrete building,,,,,,C,,,,,,
541134,"CZK 12,000",50.0891962,14.3716185,"Ve Střešovičkách, Prague - Střešovice",1 bedroom with open-plan kitchen,25 m²,"CZK 1,250",Partially furnished,2,No,Yes,No,Yes,No,No,No,03. 01. 2022,370,961,213,"1,028",337,429,547,712,406,336,Excellent,"CZK 10,000",Personal,Brick building,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,Overall,,Yes,,100 m²,,,
148412,"CZK 14,000",50.0465682,14.4435677,"Za Zelenou liškou, Prague - Krč",1 bedroom with open-plan kitchen,53 m²,"CZK 3,600",Furnished,,No,No,No,No,No,No,No,01. 04. 2022,273,439,112,261,162,218,277,586,696,242,Excellent,"CZK 20,000",Personal,Brick building,,,Other,Ground floor,Overall,,,,,,,
697700,"CZK 18,500",50.05049,14.46551,"Na Záhonech, Prague - Michle",2 bedroom with open-plan kitchen,83 m²,"CZK 5,500",Partially furnished,5,Yes,No,No,No,No,Yes,No,19. 01. 2022,157,903,518,937,588,918,565,419,809,127,Excellent,"CZK 37,000",Personal,Prefab concrete building,,,,,,E,,,,,,
681784,"CZK 15,900",50.0699026,14.317461,"Na Fialce Ⅱ, Prague - Řepy",2 bedroom with open-plan kitchen,67 m²,"CZK 3,600",Partially furnished,3,No,No,No,No,No,No,No,29. 12. 2021,314,"1,217",918,"1,283",604,"1,071",726,491,533,255,Excellent,"CZK 20,000",Personal,Other,10 to 30 years years,Premium materials and solutions,Gas boiler,Attic,,G,,,,,,
586766,"CZK 12,000",50.012675,14.420254,Prague - Modřany,1 bedroom with open-plan kitchen,45 m²,"CZK 2,500",Unfurnished,4,No,No,No,No,No,Yes,No,01. 02. 2022,190,"1,136",135,"1,038",890,"1,063",264,233,956,233,Excellent,"CZK 12,000",Personal,Brick building,,,,,,D,,,,,,
697687,"CZK 30,000",50.12005,14.43854,"Trojská, Prague - Troja",3 bedroom,114 m²,"CZK 6,500",Partially furnished,2,Yes,No,No,No,No,No,Yes,02. 01. 2022,155,915,"1,262",397,"1,016",960,359,971,988,,New build,"CZK 60,000",Personal,Brick building,1 to 10 years years,Premium materials and solutions,Geothermal heat pump,,,B,Yes,,,,,
384300,"CZK 10,000",50.0482015,14.4386813,"Milevská, Prague - Krč",Small studio,30 m²,"CZK 2,450",Partially furnished,3,Yes,No,No,No,No,Yes,No,01. 01. 2022,317,311,277,416,191,454,396,519,239,41,,"CZK 20,000",Personal,Prefab concrete building,,,,,,G,,,,,,
697214,"CZK 13,500",50.06194,14.43608,"Petra Rezka, Prague - Nusle",1 bedroom,49 m²,"CZK 2,500",Unfurnished,2,Yes,No,No,No,No,Yes,No,01. 01. 2022,167,614,151,528,121,457,121,445,399,278,Excellent,"CZK 32,000",Personal,Other,,,,,,G,,,,,,
644544,"CZK 14,400",50.073347,14.429008,"Sokolská, Prague - Nové Město",1 bedroom with open-plan kitchen,60 m²,"CZK 5,100",Furnished,3,No,No,No,No,Yes,Yes,No,10. 01. 2022,165,741,184,331,26,278,415,490,473,523,Excellent,"CZK 5,000",Personal,Brick building,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,Overall,C,,,,,,
697209,"CZK 18,000",50.09145,14.44494,"Vítkova, Prague - Karlín",2 bedroom,58 m²,"CZK 2,500",Partially furnished,4,No,No,No,No,No,Yes,No,01. 01. 2022,188,383,12,458,35,432,104,"1,141",540,365,Excellent,"CZK 18,000",Cooperative,Brick building,,,,,,G,,,,,,
697639,"CZK 9,300",50.09364,14.45514,"Šaldova, Prague - Karlín",2 bedroom,70 m²,"CZK 3,500",Partially furnished,4,No,No,No,No,No,No,No,01. 02. 2022,358,627,50,256,60,119,304,"1,325",169,391,Good,"CZK 12,800",Personal,Brick building,,,,,,G,,,,,,
605939,"CZK 13,490",50.056361,14.432318,"Dačického, Prague - Nusle",Studio,45 m²,"CZK 3,000",,3,Yes,No,No,No,No,No,No,01. 02. 2022,162,988,175,267,207,406,728,454,195,265,Good,"CZK 16,490",Cooperative,Brick building,,,Central heating,,,G,,,,,,
696367,"CZK 12,000",50.05503,14.51821,"Strašnická, Prague - Hostivař",1 bedroom with open-plan kitchen,40 m²,"CZK 3,970",Partially furnished,1,No,No,Yes,Yes,No,Yes,No,01. 02. 2022,223,333,344,296,317,337,933,"1,000",620,218,Good,"CZK 12,000",Personal,Prefab concrete building,,,,,,D,,,,,,
697626,"CZK 23,900",50.07371,14.44602,"Chodská, Prague - Vinohrady",2 bedroom with open-plan kitchen,96 m²,CZK 900,Unfurnished,3,Yes,No,No,No,No,No,No,01. 02. 2022,285,298,244,651,208,557,477,273,379,165,Excellent,"CZK 24,800",Personal,Brick building,,,,,,G,,,,,,
609881,"CZK 20,000",50.079184,14.415364,"Vojtěšská, Prague - Nové Město",3 bedroom,80 m²,"CZK 3,700",Furnished,5,No,No,No,No,No,Yes,No,28. 12. 2021,144,591,3,369,44,391,55,128,394,353,Excellent,"CZK 40,000",Personal,Brick building,,,,Top floor,Interior,E,,,,,,
623924,"CZK 13,000",50.105205,14.540247,"Klánovická, Prague - Hloubětín",2 bedroom,54 m²,"CZK 3,000",Partially furnished,1,No,No,Yes,No,Yes,No,No,01. 03. 2022,210,209,219,227,416,282,529,451,329,203,Good,"CZK 16,000",Personal,Brick building,10 to 30 years years,Standard materials and solutions,Central heating,Raised ground floor,Interior,D,,,20 m²,,,
320553,"CZK 13,500",50.0344213,14.5327242,"Plickova, Prague - Háje",1 bedroom with open-plan kitchen,48 m²,"CZK 2,800",Partially furnished,8,No,No,No,Yes,No,No,No,,320,433,223,493,216,521,222,363,249,208,,"CZK 13,000",Cooperative,Prefab concrete building,,,,,,,,,,,,
631005,"CZK 13,900",50.065192,14.425791,"Jaromírova, Prague - Nusle",1 bedroom with open-plan kitchen,55 m²,"CZK 4,100",Furnished,5,No,No,No,No,No,Yes,No,01. 02. 2022,22,"1,004",47,331,96,291,667,566,384,318,Excellent,"CZK 18,000",Personal,Brick building,1 to 10 years years,Standard materials and solutions,Electric boiler,Middle floor,Overall,C,,,,,,
446720,"CZK 18,500",50.1179583,14.4615076,"V Holešovičkách, Prague - Libeň",3 bedroom,71 m²,"CZK 2,500",Partially furnished,2,Yes,No,No,No,No,No,No,01. 03. 2022,243,689,606,832,393,496,846,907,"1,353",793,,"CZK 25,000",Personal,Brick building,,,Gas boiler,Middle floor,,,,,,,,
147926,"CZK 14,000",50.0437706,14.5156536,"Bratislavská, Prague - Hostivař",1 bedroom with open-plan kitchen,45 m²,"CZK 3,500",Partially furnished,3,Yes,No,No,No,No,No,Yes,01. 02. 2022,136,308,365,354,"1,168",365,"1,109",14,,,Excellent,"CZK 28,000",Personal,Brick building,,Standard materials and solutions,Central heating,,,B,,,,,,
697148,"CZK 14,500",50.02415,14.52312,"Bohúňova, Prague - Chodov",2 bedroom with open-plan kitchen,64 m²,"CZK 3,500",Furnished,5,No,No,Yes,Yes,No,Yes,No,03. 01. 2022,318,"1,105",304,"1,035",296,586,247,708,"1,131",210,Excellent,"CZK 14,500",Cooperative,Prefab concrete building,,,,,,C,,,,,,
430821,"CZK 11,700",50.0597161,14.4474739,Prague - Nusle,1 bedroom with open-plan kitchen,34 m²,"CZK 1,500",Partially furnished,2,No,No,No,No,No,No,No,01. 03. 2022,243,917,44,368,208,695,451,616,828,187,Excellent,"CZK 15,000",Personal,Brick building,,,Gas boiler,,Overall,C,,,,,,
697578,"CZK 14,490",50.04893,14.33069,"Nová kolonie, Prague - Stodůlky",1 bedroom with open-plan kitchen,52 m²,"CZK 4,700",Partially furnished,2,No,No,Yes,No,Yes,Yes,Yes,01. 01. 2022,416,621,519,650,229,552,639,366,557,50,New build,"CZK 20,000",Personal,Brick building,,,Central heating,Middle floor,Interior,G,Yes,,,,,
639682,"CZK 9,900",50.114484,14.479922,"U Pekařky, Prague - Libeň",Small studio,22 m²,"CZK 1,900",Partially furnished,2,No,No,No,No,No,No,No,30. 01. 2022,250,114,"1,401",395,"1,034","1,070","1,286","1,027",252,,Excellent,"CZK 18,000",Personal,Brick building,1 to 10 years years,,Gas boiler,Middle floor,Overall,C,,,,,,
241625,"CZK 10,900",50.1138957,14.4798538,"U Pekařky, Prague - Libeň",1 bedroom,34 m²,"CZK 1,900",Partially furnished,4,No,No,No,No,No,No,No,27. 12. 2021,186,177,"1,337",331,980,"1,134","1,350",939,316,,,"CZK 15,000",Personal,Brick building,10 to 30 years years,Premium materials and solutions,Gas boiler,Middle floor,Overall,,,,,,,
157460,"CZK 17,500",50.1136507599,14.4678697476,Prague - Libeň,2 bedroom,70 m²,"CZK 2,500",Partially furnished,3,Yes,No,No,No,No,No,No,01. 12. 2021,323,"1,198",180,"1,166",281,432,99,"1,475",785,246,New build,"CZK 20,000",Cooperative,Brick building,,Premium materials and solutions,,Middle floor,Interior,,,,800 m²,,,
697125,"CZK 34,000",50.09075,14.4411,"Za Poříčskou bránou, Prague - Karlín",2 bedroom with open-plan kitchen,78 m²,"CZK 8,500",Furnished,2,Yes,No,No,No,No,Yes,No,29. 12. 2021,254,671,196,429,5,404,433,980,516,358,Excellent,"CZK 34,000",Personal,Brick building,,,Gas boiler,,Interior,G,,,,,,
658765,"CZK 15,000",50.02408,14.51633,"Ke Škole, Prague - Chodov",2 bedroom with open-plan kitchen,64 m²,"CZK 3,956",Partially furnished,5,No,No,No,Yes,Yes,Yes,No,01. 02. 2022,177,"1,050",160,"1,343",391,354,318,605,"1,439",226,Excellent,"CZK 45,000",Personal,Prefab concrete building,,,,,,G,,,,,,
620718,"CZK 18,500",50.091259,14.443862,"Křižíkova, Prague - Karlín",2 bedroom with open-plan kitchen,84 m²,CZK 500,Partially furnished,2,No,No,Yes,No,No,No,No,01. 01. 2022,178,465,14,403,33,378,166,"1,070",489,252,Excellent,"CZK 39,000",Personal,Brick building,,Standard materials and solutions,Gas boiler,Middle floor,Interior,G,,,,,,
693665,"CZK 11,000",50.0067412,14.4376047,"Vazovova, Prague - Modřany",Studio,30 m²,"CZK 2,200",Furnished,6,No,No,No,No,No,Yes,No,24. 11. 2021,340,"1,001",354,"1,187",851,479,817,202,,,Excellent,"CZK 20,000",Personal,Prefab concrete building,,,,,,C,,,,,,
697507,"CZK 19,000",50.0886,14.34208,"Pláničkova, Prague - Veleslavín",1 bedroom with open-plan kitchen,59 m²,"CZK 4,300",Partially furnished,3,No,Yes,No,No,Yes,Yes,Yes,01. 02. 2022,209,553,208,189,154,225,399,287,851,218,Excellent,"CZK 40,000",Personal,Brick building,10 to 30 years years,Premium materials and solutions,District heating,Middle floor,,G,,,,,,
285928,"CZK 14,000",50.0969546,14.4652086,"Molákova, Prague - Karlín",Studio,28 m²,"CZK 3,000",Furnished,10,No,Yes,No,No,No,Yes,No,,108,"1,177",92,"1,032",226,771,442,685,901,149,,"CZK 30,000",Personal,Other,,,Central heating,Top floor,,,,,,,,
619815,"CZK 11,000",50.081986,14.625491,"Na Vaňhově, Prague - Běchovice",2 bedroom with open-plan kitchen,75 m²,"CZK 4,000",,,No,No,No,No,No,No,No,01. 02. 2022,220,437,659,742,793,853,686,896,,,Excellent,"CZK 15,000",,Other,,,,,,C,,,,,,
344771,"CZK 14,000",50.1393916,14.5196612,"Miroslava Hajna, Prague - Letňany",1 bedroom with open-plan kitchen,45 m²,"CZK 3,500",Furnished,2,Yes,No,No,No,No,No,No,01. 01. 2022,420,536,"1,087","1,103",351,640,930,"1,114","1,191",151,,"CZK 20,000",Personal,Brick building,,,,,,B,Yes,,,,,
581839,"CZK 16,400",50.128615,14.483932,"Březenská, Prague - Libeň",1 bedroom with open-plan kitchen,62 m²,"CZK 3,550",Furnished,2,No,No,No,No,Yes,Yes,Yes,01. 02. 2022,163,"1,180",257,"1,235",458,249,195,728,919,192,New build,"CZK 45,000",Personal,Low-energy building,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,,B,Yes,,,,,
430813,"CZK 19,900",50.1262741,14.4319591,"Velká skála, Prague - Troja",2 bedroom with open-plan kitchen,89 m²,"CZK 5,000",Furnished,2,No,Yes,No,No,Yes,No,No,01. 02. 2022,361,626,69,"1,243",574,"1,042",547,475,481,469,Excellent,"CZK 24,900",Personal,Brick building,,,District heating,,,A,,,,,,
697010,"CZK 19,000",50.0983305,14.5134504,"Mezitraťová, Prague - Hrdlořezy",1 bedroom with open-plan kitchen,72 m²,"CZK 3,900",Furnished,3,Yes,No,No,No,Yes,No,Yes,15. 01. 2022,141,"1,115","1,080","1,052","1,157","1,223","1,333",356,,,Excellent,"CZK 20,000",Personal,Brick building,,,,,,G,,,,,,
405946,"CZK 11,000",50.0538495,14.4395499,"5. května, Prague - Nusle",2 bedroom,51 m²,"CZK 3,600",Partially furnished,3,No,No,No,No,No,No,No,,78,831,334,320,198,418,654,236,562,488,,"CZK 16,200",Personal,Brick building,,,,,,,,,,,,
552322,"CZK 13,800",50.1106949,14.505841,"Kolbenova, Prague - Vysočany",2 bedroom,65 m²,"CZK 3,750",Partially furnished,3,Yes,No,Yes,No,No,No,No,10. 01. 2022,52,457,24,273,48,393,204,446,349,355,,"CZK 30,000",Cooperative,Brick building,,,,,,,,,,,,
630760,"CZK 12,900",50.052905,14.503896,"Práčská, Prague - Záběhlice",1 bedroom,50 m²,"CZK 3,000",Partially furnished,2,No,Yes,No,No,Yes,Yes,No,01. 04. 2022,22,713,905,"1,152",111,917,855,335,"1,166",608,New build,"CZK 25,000",Personal,Brick building,1 to 10 years years,,District heating,Middle floor,,B,Yes,,,,,
506149,"CZK 12,500",50.0793541,14.4586451,"Lucemburská, Prague - Žižkov",1 bedroom,32 m²,"CZK 2,500",Furnished,4,No,No,No,No,No,No,No,01. 01. 1970,246,516,175,372,67,433,498,361,690,167,,"CZK 15,000",Personal,Brick building,,Standard materials and solutions,,Middle floor,Overall,G,,,-1 m²,,,
690636,"CZK 14,500",50.10756,14.39299,"Koulova, Prague - Dejvice",1 bedroom,56 m²,"CZK 3,500",Partially furnished,1,Yes,No,Yes,No,No,Yes,No,01. 01. 2022,199,"1,255",183,650,231,98,489,372,570,405,Excellent,"CZK 14,500",Personal,Brick building,,Standard materials and solutions,Central heating,Raised ground floor,Interior,G,,,,,,
696829,"CZK 16,000",50.092667,14.4571123,"Březinova, Prague - Karlín",1 bedroom with open-plan kitchen,57 m²,"CZK 4,000",Partially furnished,,No,No,No,No,No,Yes,No,01. 01. 2022,368,826,172,427,2,290,139,"1,410",340,266,Excellent,"CZK 30,000",Cooperative,Brick building,,,Electric boiler,Ground floor,Overall,G,,,,,,
697330,"CZK 19,900",50.06562,14.42854,"Oldřichova, Prague - Nusle",2 bedroom,77 m²,"CZK 3,000",Partially furnished,1,No,No,No,No,No,No,No,01. 02. 2022,198,825,104,502,171,250,534,646,366,263,Excellent,"CZK 20,000",Personal,Brick building,,,,,,G,,,,,,
