Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Administrative fee,Floor space,Fully furnished,Condition,Ownership,EPC,Balcony,Cellar,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Terrace,Lift,Heating,Domácí mazlíčci vítáni,Parking,Enclosed balcony,Designe,Reconstruction,New-build,Garage,Age,"You will rent this apartment for approximately CZK 12,389 CZK",Plot type,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 16,500","CZK 1,000","CZK 17,500",517734,Studio,8/8/2022,5,Other,,26 m²,Fully furnished,Very good,Personal,C,1.0,1.0,225.16,992.05,501.59,1158.21,138.33,992.2,544.33,660.8,585.73,617.98,Prague - Hostivař,50.0523305,14.5329657,1.0,,Distance,,1.0,,Standard,Complete,,,Up to 10 years,,,
"CZK 13,000","CZK 3,000","CZK 14,000",716235,Studio,10/1/2022,8,Brick,,33 m²,Partly,New-build,Personal,B,1.0,,136.53,1155.17,16.79,951.53,631.99,52.01,805.63,686.65,1103.35,483.79,"Hornoměcholupská, Prague - Horní Měcholupy",50.04454,14.56863,,1.0,,,1.0,,,,,,,,,
"CZK 12,000","CZK 4,700","CZK 12,000",726861,Studio,7/21/2022,5,Brick,,24 m²,Fully furnished,Very good,,G,,,389.43,1234.26,348.2,485.56,0,296.91,183.12,321.71,403.16,139.33,Prague - Vyšehrad,50.06577,14.41999,,1.0,,,,,,,,,,,,
"CZK 14,000","CZK 5,400","CZK 14,000",726862,Studio,7/21/2022,4,Brick,,26 m²,Fully furnished,Very good,,G,,,389.43,1234.26,348.2,485.56,0,296.91,183.12,321.71,403.16,139.33,Prague - Vyšehrad,50.06577,14.41999,,1.0,,,,,,,,,,,,
"CZK 19,500","CZK 3,958","CZK 19,500",207886,3+1,8/8/2022,3,Brick,,85 m²,Partly,Very good,Personal,,,,215.07,199.76,67.98,279.67,1.73,316.54,159.27,201.67,187.13,407.23,"Preslova, Prague - Smíchov",50.0739895,14.4062617,,1.0,Gas boiler,,,,Standard,,,,Over 50 years,,,
"CZK 15,000","CZK 6,000","CZK 20,000",729098,3+kk,8/8/2022,4,Prefab concrete,,62 m²,Partly,Good,,G,,1.0,350.63,315.52,225.33,282.69,231.57,180.87,243.18,561.85,1121.23,213.69,Prague - Vokovice,50.09591,14.35742,,,,,,1.0,,,,,,,,
"CZK 11,000","CZK 2,000",CZK 0,360488,1 bedroom,8/15/2022,-1,Brick,,25 m²,Partly,,Personal,,,,125.71,1245.54,386.18,917.87,162.24,594.83,224.47,416.46,968.46,288.78,"Žernovská, Prague - Strašnice",50.0664375,14.5023922,,,Gas boiler,,,,Standard,Interior,,,Over 50 years,,,
"CZK 44,000","CZK 6,000",CZK 2,358804,4+kk,9/1/2022,2,Brick,,130 m²,Fully furnished,,Personal,,1.0,,332.93,544.63,139.18,267.34,39.05,305.02,264.26,587.07,297.42,107.97,"Betlémské náměstí, Prague - Staré Město",50.0840811,14.4176178,,,,,,,,Complete,,1.0,,,,
"CZK 17,000","CZK 4,000","CZK 17,000",691082,2+kk,8/10/2022,-1,Brick,,46 m²,Unfurnished,Very good,Personal,,,,223.32,626.58,264.4,591.09,201.26,577.54,517.14,211.77,647.19,299.82,"Na Zájezdu, Prague - Vinohrady",50.07367,14.46134,,,,,,,Standard,,,,,,,
"CZK 16,500","CZK 5,000","CZK 33,000",729039,2+kk,8/8/2022,6,Prefab concrete,,42 m²,Fully furnished,Very good,,G,,,367.59,398.07,131.61,483.36,175.47,197.64,772.54,273.87,330.6,286.39,Prague - Chodov,50.02777,14.4907,,1.0,,,,,,,,,,,,
"CZK 16,000","CZK 3,500","CZK 16,000",593117,Studio,8/15/2022,4,Brick,,36 m²,Partly,Very good,Personal,G,1.0,,340.92,534.31,283.89,648.21,533.9,564.77,625.44,510.29,487.63,500.53,"Nad Buďánkami ​Ⅰ, Prague - Smíchov",50.071856,14.371181,1.0,,Central,,,,Standard,,,,,,,
"CZK 15,900","CZK 3,600","CZK 19,500",248604,2+kk,9/1/2022,9,Prefab concrete,,45 m²,Partly,Very good,Personal,,1.0,,315.5,549.27,158.1,636.06,40.99,109.07,110.45,616.0,605.57,524.14,"Radimova, Prague - Břevnov",50.0873427237,14.366933822,,1.0,Distance,,,,Standard,Complete,,,,,,
"CZK 11,900","CZK 2,900","CZK 23,800",610179,2+kk,8/10/2022,,Brick,,35 m²,Partly,Very good,Personal,A,,,63.85,562.75,84.76,51.9,7.77,156.04,504.78,313.81,347.16,40.9,Prague - Bubeneč,50.103244,14.395407,,,Gas boiler,,,,,Interior,,,Up to 10 years,,,
"CZK 21,000","CZK 3,500","CZK 30,000",729026,2+kk,8/28/2022,3,Other,,36 m²,Fully furnished,New-build,,G,,,539.16,652.28,431.01,800.54,458.65,779.36,488.58,438.61,675.98,738.19,Prague - Vinohrady,50.06881,14.43794,,1.0,,,,,,Complete,1.0,,Up to 10 years,,,
"CZK 21,000","CZK 3,814","CZK 42,000",729020,3+kk,9/1/2022,7,Prefab concrete,,75 m²,Partly,Very good,,E,,1.0,149.88,334.44,154.17,283.95,84.86,236.79,585.99,392.19,849.51,203.28,Prague - Uhříněves,50.03223,14.59649,,1.0,,,1.0,1.0,,,,,,,,
"CZK 19,000","CZK 1,000","CZK 40,000",501987,2+kk,9/1/2022,5,Brick,,60 m²,Fully furnished,Very good,Personal,,,,141.57,290.96,93.83,124.12,17.44,219.64,271.87,259.3,638.15,223.96,Prague - Vinohrady,50.0764371,14.4508629,,,,,,,,Complete,,,,,,
"CZK 13,167","CZK 1,333","CZK 29,000",728104,Studio,10/1/2022,1,Brick,,20 m²,Unfurnished,Good,Personal,C,,,257.3,355.51,136.02,544.38,348.13,356.87,179.85,77.83,658.54,300.0,"Jakutská, Prague - Vršovice",50.0725171,14.47334415,,,Central,,,,,Complete,,,,,,
"CZK 22,000","CZK 4,500","CZK 50,000",728893,Studio,9/12/2022,5,Low-energy,,39 m²,Partly,New-build,,B,,1.0,292.74,597.07,273.19,266.0,167.75,409.2,830.45,1028.64,565.09,367.73,Prague - Karlín,50.09629,14.45175,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,
"CZK 28,500","CZK 8,500","CZK 50,000",728777,4+kk,9/1/2022,2,Brick,,100 m²,Fully furnished,Very good,Personal,G,,,523.64,1041.55,985.72,994.09,516.32,962.69,700.79,733.64,1715.41,552.46,Prague - Suchdol,50.14274,14.37986,1.0,,,,1.0,,Standard,,,,10 to 30 years,,,
"CZK 26,000","CZK 4,000","CZK 60,000",725142,3+kk,8/15/2022,3,Brick,,70 m²,Partly,New-build,Personal,B,1.0,1.0,102.6,979.52,389.37,632.25,469.04,711.41,316.23,477.86,771.51,402.85,Prague - Háje,50.02635,14.53098,,1.0,,,1.0,,,,1.0,1.0,,,,
"CZK 39,000","CZK 7,000","CZK 50,000",727577,3+kk,7/27/2022,3,Brick,,103 m²,Partly,Very good,Personal,G,,1.0,150.73,43.34,1.87,184.43,64.99,232.74,296.94,213.87,341.53,289.49,Prague - Vinohrady,50.07723,14.46331,1.0,1.0,Distance,,1.0,1.0,Luxurious,Complete,,,10 to 30 years,,,
"CZK 11,000","CZK 3,000","CZK 15,000",625238,Studio,9/8/2020,3,Brick,,32 m²,,New-build,Personal,A,,,12.31,1552.19,580.67,2461.31,917.78,1288.61,1485.66,1485.66,1099.05,1002.83,Prague - Kbely,50.131721,14.537994,1.0,1.0,,,,,,,,1.0,,,,
"CZK 18,500","CZK 3,500",CZK 0,425205,2+kk,8/15/2022,2,Brick,,57 m²,Partly,,Personal,,1.0,,84.69,1108.43,155.07,423.0,150.52,349.38,203.96,449.32,594.07,194.5,"Terronská, Prague - Bubeneč",50.1075315,14.3956232,,,,,,,,,,,,,,
"CZK 19,800","CZK 5,200","CZK 30,000",728975,3+1,8/7/2022,4,Prefab concrete,,78 m²,Unfurnished,Very good,,B,1.0,,341.07,1215.26,262.18,1608.48,228.97,524.24,559.27,423.8,470.78,210.67,Prague - Háje,50.03828,14.51238,,,,,,,,,,,,,,
"CZK 17,300","CZK 7,200","CZK 34,600",728963,3+kk,11/5/2022,5,Prefab concrete,,70 m²,Partly,Very good,,G,,1.0,65.38,333.35,346.81,1573.13,338.86,236.46,658.18,455.1,460.18,237.84,Prague - Hostivař,50.04843,14.54548,,1.0,,,,1.0,,,,,,,,
"CZK 20,000","CZK 4,000","CZK 24,000",709297,2+kk,9/1/2022,2,Brick,,51 m²,Fully furnished,New-build,Personal,,,1.0,133.09,82.11,107.77,210.98,41.53,428.93,243.48,430.29,271.61,264.31,"Černokostelecká, Prague - Strašnice",50.07658,14.49179,,,Gas boiler,,,,Luxurious,Interior,,,Up to 10 years,,,
"CZK 11,000","CZK 2,000","CZK 13,000",526598,Studio,9/1/2022,3,Prefab concrete,,25 m²,Partly,,Personal,,,,219.46,674.72,268.44,1311.06,859.96,597.04,379.44,72.18,1076.56,233.39,"Generála Janouška, Prague - Černý Most",50.1039246,14.5656797,,,,,,,,,,,,,,
"CZK 8,150",CZK 0,"CZK 8,150",728950,3+1,9/1/2022,1,Brick,,100 m²,Partly,Very good,Personal,C,,,220.5,1099.18,116.17,821.44,240.44,688.53,1001.61,367.76,806.11,349.25,Prague - Smíchov,50.06345,14.39013,1.0,,,,,,,,,,,,,
"CZK 15,000","CZK 4,916","CZK 30,000",728941,2+kk,10/1/2022,2,Prefab concrete,,46 m²,Fully furnished,Very good,,G,1.0,,135.47,265.75,164.1,1777.34,498.83,322.5,372.76,572.88,866.31,198.95,Prague - Černý Most,50.10644,14.56187,,1.0,,,,,,,,,,,,
"CZK 18,000","CZK 2,000","CZK 20,000",718211,2+kk,9/1/2022,4,Brick,,40 m²,Unfurnished,Very good,Personal,B,,,200.88,390.19,174.18,334.98,112.41,295.27,41.14,350.39,39.16,535.77,"Dalimilova, Prague - Žižkov",50.08602,14.45007,,1.0,,,,,Standard,Complete,,,10 to 30 years,,,
"CZK 18,000","CZK 4,000","CZK 40,000",727161,Studio,9/1/2022,4,Brick,,44 m²,Fully furnished,New-build,,C,,,145.74,122.09,199.62,338.5,304.59,445.73,360.63,454.11,826.39,399.99,Prague - Košíře,50.0696,14.37593,,1.0,Central,,,,Luxurious,Complete,1.0,,,,,
"CZK 18,500","CZK 2,500","CZK 30,000",527389,Studio,9/1/2022,5,Brick,,52 m²,Partly,,Personal,,,1.0,195.63,362.93,68.48,331.81,20.63,280.66,278.47,412.31,653.28,297.93,Prague - Žižkov,50.0826385,14.4533897,,1.0,,,,,,,,,,,,
"CZK 17,829","CZK 2,000","CZK 40,000",728348,2+kk,8/2/2022,8,Prefab concrete,,42 m²,Fully furnished,Good,,C,,1.0,66.96,672.24,233.95,511.93,198.85,128.91,217.4,629.67,272.59,147.55,Prague - Letňany,50.13562,14.50983,,1.0,,,,,,,,,,,,
"CZK 18,000","CZK 5,000","CZK 22,000",683563,2 bedroom,11/1/2021,2,Brick,,53 m²,Partly,Very good,Cooperative,B,,1.0,139.82,553.25,209.82,678.79,82.79,187.02,660.66,499.46,626.16,338.08,"V Olšinách, Prague - Vršovice",50.07135,14.48404,,1.0,,,1.0,,,,,1.0,,,,
"CZK 20,000","CZK 6,000","CZK 40,000",728935,2 bedroom,8/7/2022,1,Brick,,67 m²,Partly,Very good,,G,,,170.42,467.7,431.54,2653.22,350.73,1139.61,390.03,1894.48,1108.64,550.47,Prague - Libuš,50.0071,14.45845,,,,,,,,,,,,,,
"CZK 14,000","CZK 2,720","CZK 15,000",728931,2+kk,9/1/2022,5,Brick,,39 m²,Partly,Good,,G,1.0,,191.23,443.36,111.41,220.02,67.59,218.36,200.88,164.51,445.77,123.12,Prague - Vršovice,50.07012,14.45787,,1.0,,,,,,,,,,,,
"CZK 12,000","CZK 6,000","CZK 30,000",532676,3+1,9/1/2022,1,Prefab concrete,,60 m²,Partly,,,,,,188.33,796.67,258.26,459.72,365.28,352.49,138.04,420.78,527.32,108.18,"Nepomucká, Prague - Košíře",50.0690773,14.3651686,,,,,,1.0,,,,,,,,
"CZK 13,000","CZK 2,000","CZK 15,000",691264,Studio,5/15/2022,2,Brick,,30 m²,Partly,New-build,Personal,G,1.0,,435.47,1340.21,676.51,1321.76,889.71,685.89,1271.32,1316.26,844.72,268.93,"Nepelova, Prague - Hloubětín",50.10614,14.5219,,1.0,,,,,,,,,,,,
"CZK 13,500","CZK 2,500","CZK 13,500",545164,Studio,9/1/2022,2,Brick,,22 m²,Fully furnished,New-build,Personal,,,,42.18,972.07,493.97,779.12,473.6,570.35,102.06,1243.4,700.89,348.21,Prague - Holešovice,50.1105294,14.4507429,,1.0,Central,,,,Luxurious,,1.0,,Up to 10 years,,,
"CZK 15,000","CZK 4,500","CZK 30,000",728050,2+kk,7/31/2022,4,Brick,,46 m²,Fully furnished,Very good,,G,,1.0,337.73,273.54,164.66,362.98,326.52,414.49,127.85,338.4,1297.26,70.65,Prague - Prosek,50.12211,14.50024,,1.0,,,1.0,,,,,,,,,
"CZK 14,500","CZK 2,556","CZK 14,000",634373,Studio,8/14/2022,3,Brick,,32 m²,Fully furnished,Very good,Personal,C,1.0,,146.95,1516.04,82.45,1034.06,184.59,543.01,271.56,795.82,561.32,143.76,"Braunerova, Prague - Libeň",50.113187,14.475355,,1.0,Central,,1.0,,,,1.0,,,,,
"CZK 32,000","CZK 4,000","CZK 60,000",612685,3+1,9/1/2022,4,Brick,,87 m²,Partly,Very good,Personal,C,,,102.67,56.69,188.25,49.53,25.61,239.0,342.44,495.24,450.02,603.24,"Anglická, Prague - Vinohrady",50.076237,14.434579,,1.0,Central,,,,Luxurious,Complete,,,Over 50 years,,,
"CZK 18,500","CZK 2,500","CZK 37,000",728920,Studio,8/7/2022,2,Brick,,37 m²,Partly,New-build,,B,,1.0,91.34,289.99,135.8,261.29,109.15,224.49,370.49,555.32,136.36,268.8,Prague - Žižkov,50.08845,14.45856,,1.0,,,,,,,1.0,,,,,
"CZK 26,000","CZK 3,000","CZK 30,000",724593,3+kk,8/15/2022,1,Brick,,78 m²,Unfurnished,Very good,Personal,,,1.0,275.99,237.57,187.93,147.65,110.52,275.78,212.62,309.08,345.47,403.05,Prague - Smíchov,50.07431,14.40502,,,,,,,Standard,Interior,,,Over 50 years,,,
"CZK 15,900",CZK 0,"CZK 33,000",197481,1 bedroom,8/15/2022,4,Brick,,48 m²,Partly,Good,Personal,,,1.0,219.92,522.99,254.42,318.08,291.14,512.99,288.04,869.5,254.51,133.4,"Podolská, Prague - Podolí",50.0554479,14.4208775,,,Gas boiler,,,,Standard,,,,,,,
"CZK 20,000","CZK 5,000","CZK 20,000",728910,3+1,8/7/2022,4,Prefab concrete,,84 m²,Partly,Very good,,G,,1.0,39.61,415.96,183.61,350.8,350.83,379.81,251.2,284.26,1684.22,356.33,Prague - Troja,50.12772,14.41349,,1.0,,,,1.0,,,,,,,,
"CZK 24,000","CZK 3,869","CZK 46,000",728906,2+kk,9/1/2022,1,Brick,,55 m²,Fully furnished,Very good,,B,,,100.67,552.16,76.41,168.19,45.96,95.08,323.13,505.31,539.03,607.16,Prague - Vinohrady,50.0739,14.43092,,1.0,,,,,,,,,,,,
"CZK 15,000","CZK 2,000","CZK 15,000",728904,Studio,9/15/2022,1,Brick,,37 m²,Partly,New-build,Personal,B,,1.0,197.65,543.84,1444.02,2611.34,612.99,1120.54,520.09,2149.46,2397.16,739.64,Prague - Dolní Počernice,50.09157,14.58187,1.0,1.0,,,,,,,1.0,1.0,Up to 10 years,,,
"CZK 22,500","CZK 4,280","CZK 45,000",728700,3+kk,8/5/2022,4,Prefab concrete,,68 m²,Partly,Very good,Personal,G,,1.0,227.19,694.52,292.56,947.84,372.07,273.0,572.29,459.35,1024.68,123.64,Prague - Chodov,50.02741,14.5197,,1.0,Central,,,1.0,,,,,,,,
"CZK 25,000",CZK 0,"CZK 55,000",728125,2 bedroom,8/1/2022,3,Brick,,62 m²,Fully furnished,Very good,,G,,,125.04,183.88,167.97,409.44,108.62,78.69,404.34,686.89,845.04,243.87,Prague - Smíchov,50.06945,14.40026,,,,,,,,,,,,,,
"CZK 25,000","CZK 4,000","CZK 40,000",724861,3+kk,9/1/2022,1,Brick,,95 m²,Fully furnished,Very good,Personal,G,,,297.57,1299.44,192.92,1089.73,370.38,240.73,178.6,170.88,876.0,232.02,Prague - Strašnice,50.06831,14.50072,,,Electric boiler,,,,,Complete,,,,,,
"CZK 17,000","CZK 4,000","CZK 21,000",505757,2+kk,8/1/2022,2,Brick,,55 m²,Partly,,Personal,A,,1.0,62.71,1752.79,217.92,2388.85,105.34,1636.27,181.2,822.72,1145.48,640.88,Prague - Hlubočepy,50.0454793,14.4066166,1.0,,,,,,,,,,,,,
"CZK 23,000","CZK 6,000","CZK 46,000",728232,2+kk,8/31/2022,3,Brick,,83 m²,Partly,Very good,,G,,1.0,119.42,122.54,82.16,414.46,151.65,165.78,249.01,446.89,605.24,211.56,Prague - Smíchov,50.06805,14.39953,,1.0,,,1.0,,Luxurious,Complete,,,Up to 10 years,,,
"CZK 21,000","CZK 8,000","CZK 42,000",483897,3+kk,8/15/2022,2,Brick,,92 m²,Fully furnished,Very good,Personal,,,1.0,137.91,1008.34,405.32,637.44,539.18,1087.18,1284.46,996.81,1069.33,273.85,"Uzoučká, Prague - Suchdol",50.13279,14.36972,,,Gas boiler,,1.0,,Standard,,,,Up to 10 years,,,
"CZK 17,000","CZK 4,300","CZK 34,000",575497,2+kk,9/1/2022,2,Brick,,50 m²,Fully furnished,Very good,Personal,E,,1.0,134.81,1230.46,485.17,488.62,0,491.85,797.74,375.33,365.39,548.59,"5. května, Prague - Nusle",50.0562485,14.4371791,,1.0,Central,,,,Standard,Complete,,,Up to 10 years,,,
"CZK 13,000","CZK 4,000","CZK 26,000",393654,Small studio,8/15/2022,1,Brick,,26 m²,Fully furnished,New-build,Personal,B,,,240.76,1142.0,1045.26,1053.63,697.13,1064.35,924.02,421.08,1614.86,248.41,"Otvovická, Prague - Suchdol",50.1426796,14.3870953,1.0,,Geothermal,,1.0,,Luxurious,Complete,1.0,,Up to 10 years,,,
"CZK 18,000","CZK 4,800","CZK 30,000",424503,2+kk,9/1/2022,3,Brick,,58 m²,Partly,Very good,Cooperative,,1.0,,177.05,701.22,49.81,477.87,27.64,476.21,290.82,287.65,526.7,223.0,Prague - Vršovice,50.0719083,14.4601797,,1.0,Central,,,,Standard,,,,,,,
"CZK 13,500","CZK 3,500","CZK 13,500",575124,2+kk,10/1/2022,9,Prefab concrete,,45 m²,Partly,Very good,Personal,D,,1.0,215.93,295.36,218.93,2616.52,271.82,262.51,304.72,1672.13,1318.21,146.24,"Ciolkovského, Prague - Ruzyně",50.0896132,14.3064783,,1.0,,,,,,Interior,,,,,,
"CZK 15,000","CZK 2,000","CZK 17,000",728879,1 bedroom,8/6/2022,1,Brick,,46 m²,Partly,Very good,,G,,,141.46,1286.42,232.19,1088.15,143.15,531.21,392.3,1625.77,420.21,696.82,Prague - Holešovice,50.1087,14.43751,,,,,,,,,,,,,,
"CZK 30,000","CZK 4,500","CZK 54,000",711701,2+kk,9/15/2022,2,Prefab concrete,,70 m²,Fully furnished,Very good,Personal,C,,,52.73,484.57,102.81,829.06,42.67,230.7,620.9,592.51,708.03,528.97,"Radlická, Prague - Smíchov",50.06336,14.40441,,1.0,,,1.0,1.0,,,,1.0,,,,
"CZK 9,000","CZK 1,250","CZK 9,000",728872,2 bedroom,10/1/2022,3,Brick,,70 m²,Partly,Very good,,G,,,191.02,1134.02,193.0,571.22,318.41,213.69,362.28,887.88,233.66,181.75,Prague - Libeň,50.11029,14.473,,,,,1.0,,,,,,,,,
"CZK 19,000",CZK 580,"CZK 19,580",623115,2 bedroom,10/1/2022,3,Brick,,55 m²,,Very good,Personal,E,,,120.4,778.1,120.38,48.38,67.8,267.02,598.26,627.49,572.95,170.07,"Koněvova, Prague - Žižkov",50.089674,14.465655,,,,,,,,,,,,,,
"CZK 26,000","CZK 4,500","CZK 31,000",728159,3+kk,8/1/2022,5,Brick,,70 m²,Partly,Very good,,G,1.0,1.0,219.55,212.06,332.73,367.96,260.06,216.4,444.55,445.71,492.32,104.03,Prague - Žižkov,50.09111,14.49059,,,,,,,,,,,,,,
"CZK 25,000","CZK 3,060","CZK 37,500",728860,2 bedroom,8/6/2022,3,Brick,,56 m²,Partly,Very good,,G,,,178.75,430.88,98.92,207.53,161.89,205.87,188.4,62.84,511.49,140.78,Prague - Vršovice,50.07025,14.45645,,1.0,,,,,,,,,,,,
"CZK 20,000","CZK 3,500","CZK 30,000",705562,2+kk,10/10/2022,5,Brick,,45 m²,Fully furnished,Very good,Personal,,,,125.19,415.53,168.81,321.31,133.39,291.21,468.63,656.91,299.75,230.15,"Koněvova, Prague - Žižkov",50.08868,14.46064,,1.0,Electric boiler,,,,,Complete,,,,,,
"CZK 14,200","CZK 4,800","CZK 19,000",641075,2 bedroom,8/8/2022,5,Prefab concrete,,42 m²,Fully furnished,Very good,Personal,C,,1.0,230.71,261.67,340.99,371.23,133.86,409.58,439.54,562.77,307.63,103.71,"Na Strži, Prague - Krč",50.048129,14.439351,,1.0,Central,,,,,Complete,,,,,,
"CZK 16,900","CZK 3,100","CZK 30,000",617632,2+kk,6/25/2022,2,Prefab concrete,,44 m²,Partly,Very good,Personal,B,1.0,,339.5,258.78,154.1,328.9,36.49,237.37,731.05,965.96,1127.37,353.92,"Olštýnská, Prague - Troja",50.127794,14.42029,,1.0,Distance,,,,Standard,Interior,,,Up to 10 years,,,
"CZK 28,235","CZK 5,289","CZK 60,000",728132,4+kk,9/1/2022,1,Brick,,99 m²,Partly,Good,,B,,,202.61,529.78,235.18,323.22,88.92,261.38,106.14,367.73,96.61,432.73,Prague - Vinohrady,50.07836,14.44153,,,,,1.0,,,,,,,,,
"CZK 11,500","CZK 4,500","CZK 16,000",308727,Studio,8/15/2022,1,Brick,,26 m²,Partly,Very good,Personal,,,,321.61,1313.49,216.96,1113.77,394.42,254.78,164.22,156.5,890.05,246.07,"Na výhledech, Prague - Strašnice",50.0684525,14.5009037,,,Electric boiler,,,,Standard,,,,Over 50 years,,,
"CZK 10,000","CZK 5,000","CZK 6,000",573912,2+kk,9/1/2022,,Brick,,60 m²,Fully furnished,,Personal,,,,335.77,1228.06,224.6,959.03,263.3,1106.47,165.98,416.9,771.61,539.0,"Nad Ondřejovem, Prague - Podolí",50.0456918,14.42738,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,000","CZK 40,000",549773,2+kk,9/1/2022,2,Brick,,56 m²,Fully furnished,Very good,Personal,A,1.0,1.0,176.69,403.88,153.94,1565.43,431.87,1526.66,1975.05,314.94,747.91,539.36,Prague - Troja,50.116926967792,14.418454054492,,1.0,Central,,1.0,,Standard,,,1.0,Up to 10 years,,,
"CZK 15,000","CZK 3,900","CZK 30,000",633986,2+kk,8/1/2022,3,Brick,,43 m²,Fully furnished,Very good,Cooperative,G,,,248.73,517.92,177.98,409.83,52.97,388.62,89.35,255.17,74.96,226.55,"Šrobárova, Prague - Vinohrady",50.076081,14.468274,,1.0,,,,,,Complete,,,,,,
"CZK 22,900","CZK 5,000","CZK 30,000",614644,2 bedroom,9/12/2022,2,Brick,,72 m²,Partly,Very good,Personal,,1.0,,253.67,124.62,380.19,1791.68,236.21,1752.91,2175.33,307.58,828.46,476.79,"Sádky, Prague - Troja",50.116483,14.420261,,,Gas boiler,,1.0,,Luxurious,Interior,,1.0,,,,
"CZK 19,000","CZK 5,000","CZK 38,000",193582,2 bedroom,7/31/2022,7,Prefab concrete,,57 m²,Partly,Very good,Personal,C,,,71.1,445.44,253.63,398.38,322.26,468.05,273.05,406.17,864.91,145.43,"Počernická, Prague - Malešice",50.0808128,14.4959816,,1.0,Distance,,,,Standard,Complete,,,30 - 50 years,,,
"CZK 17,000","CZK 2,500","CZK 20,000",728803,2+kk,10/1/2022,5,Brick,,48 m²,Fully furnished,Very good,Personal,G,,,160.89,142.85,141.1,376.12,54.48,63.95,91.19,239.91,480.67,100.29,Prague - Holešovice,50.10146,14.44676,,1.0,,,,,,Complete,,,Up to 10 years,,,
"CZK 22,500","CZK 5,500","CZK 36,000",728787,3+1,8/5/2022,3,Brick,,72 m²,Partly,Very good,,G,1.0,1.0,404.53,2369.09,2104.76,2215.83,589.64,2245.65,1415.45,2046.91,2089.33,1160.52,Prague - Dejvice,50.11274,14.35484,,,,,,,,,,,,,,
"CZK 28,500","CZK 6,600","CZK 40,000",691271,3+kk,9/30/2022,3,Brick,,75 m²,Fully furnished,New-build,Personal,B,1.0,1.0,203.17,1204.35,397.85,1051.32,518.69,1097.6,996.62,686.7,724.63,557.62,"U Staré cihelny, Prague - Žižkov",50.08634,14.48319,,1.0,Central,,1.0,,,,1.0,1.0,Up to 10 years,,,
"CZK 35,000","CZK 7,500","CZK 70,000",726113,4+kk,7/17/2022,3,Brick,,116 m²,Partly,Very good,Personal,C,1.0,1.0,213.16,1557.4,113.33,1597.38,167.25,156.32,725.71,314.88,1252.41,63.57,Prague - Hostivař,50.04466,14.51691,,1.0,Central,,1.0,,,,,1.0,,,,
"CZK 25,000","CZK 5,000","CZK 30,000",728764,Studio,8/5/2022,2,Other,,82 m²,Fully furnished,Very good,,A,,,166.76,694.81,55.67,243.87,46.46,228.56,428.25,860.22,357.81,495.77,Prague - Nové Město,50.08387,14.42349,,1.0,,,,,,,,,,,,
"CZK 8,000","CZK 2,000","CZK 10,000",727894,2+kk,8/15/2022,3,Brick,,48 m²,Fully furnished,Very good,,G,,,332.16,1254.98,633.39,1353.74,116.68,980.22,599.21,648.4,1031.63,492.97,Prague - Kobylisy,50.13567,14.47728,,,Electric boiler,,1.0,,,Complete,,,,,,
"CZK 14,990","CZK 3,800","CZK 18,790",728776,2+kk,8/15/2022,4,Brick,"CZK 18,790",45 m²,Fully furnished,Very good,Personal,C,,1.0,239.27,613.24,226.59,701.74,305.81,228.21,419.76,1176.72,370.12,345.62,"U staré plynárny, Prague - Holešovice",50.10730138888,14.44518555555,,,,,,,,,,,,,,
"CZK 14,990","CZK 2,836","CZK 17,826",728768,2+kk,8/15/2022,4,Prefab concrete,"CZK 17,826",43 m²,Fully furnished,Very good,Personal,C,1.0,1.0,107.44,156.77,60.01,805.86,110.11,100.1,468.11,174.74,750.31,129.86,"Podjavorinské, Prague - Chodov",50.03165166666,14.51930527777,,1.0,,,,,,,,,,,,
"CZK 22,000","CZK 4,500","CZK 20,000",690221,2 bedroom,9/1/2022,1,Prefab concrete,,57 m²,Partly,Very good,Personal,G,,,259.93,488.8,226.16,438.92,226.5,366.06,82.89,236.77,472.03,152.16,"Boučkova, Prague - Břevnov",50.08624,14.34766,,,,,,1.0,,,,,,,,
"CZK 17,990","CZK 6,177","CZK 24,167",728762,2 bedroom,8/15/2022,2,Brick,"CZK 24,167",67 m²,Fully furnished,Very good,Personal,D,,1.0,245.13,370.18,234.69,424.52,164.09,388.29,84.2,130.02,822.88,147.43,"Lvovská, Prague - Vršovice",50.06947277777,14.47482444444,,,,,,,,,,,,,,
"CZK 17,990","CZK 6,177","CZK 24,167",728763,2 bedroom,8/12/2022,2,Brick,"CZK 24,167",67 m²,Fully furnished,Very good,Personal,D,,1.0,245.13,370.18,234.69,424.52,164.09,388.29,84.2,130.02,822.88,147.43,"Lvovská, Prague - Vršovice",50.06947277777,14.47482444444,,,,,,,,,,,,,,
"CZK 15,000","CZK 2,630","CZK 30,000",728758,Studio,8/5/2022,3,Low-energy,,32 m²,Partly,New-build,,B,,1.0,447.53,1576.21,480.27,1471.64,559.49,1039.86,1323.51,1227.95,281.37,129.45,Prague - Vysočany,50.10835,14.51666,,,,,,,,,,,,,,
