Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,New building,Age,Heating,Total number of floors,PENB,Design,Renovation,Front garden,Developer name,Project name,Kód jednotky,Administration fee,Investment Advisor
393866,"CZK 18,000",50.0692954,14.4739425,"Amurská, Prague - Vršovice",2 bedroom,53 m²,"CZK 1,500",Partially furnished,4,No,No,Yes,No,No,Yes,No,15. 06. 2022,294,442,218,324,110,505,76,195,144,184,,"CZK 36,000",Personal,Brick building,,,,,,,,,,,,,
697903,"CZK 17,000",50.05208,14.33443,"Wiedermannova, Prague - Stodůlky",1 bedroom with open-plan kitchen,64 m²,"CZK 5,720",Partially furnished,1,Yes,No,No,No,No,Yes,No,03. 01. 2022,344,729,279,694,682,249,662,777,922,508,New build,"CZK 22,720",Personal,Brick building,,1 to 10 years years,,Middle floor,G,Standard materials and solutions,Interior,3 m²,,,,,
277546,"CZK 25,000",50.073377,14.443233,"Lužická, Prague - Vinohrady",1 bedroom with open-plan kitchen,76 m²,"CZK 5,000",Furnished,2,No,No,No,No,No,No,No,01. 05. 2022,184,362,68,779,132,669,370,549,491,244,Excellent,"CZK 60,000",Personal,Brick building,,10 to 30 years years,Gas boiler,Middle floor,F,Premium materials and solutions,Interior,,,,,,
648716,"CZK 12,000",50.04791,14.556934,"Boloňská, Prague - Horní Měcholupy",Studio,49 m²,"CZK 5,000",Partially furnished,,No,No,Yes,No,Yes,No,No,01. 06. 2022,34,904,139,981,346,"1,048",552,404,678,335,Excellent,"CZK 15,000",Personal,Prefab concrete building,,1 to 10 years years,,,C,,,,,,,,
485350,"CZK 10,000",50.1283194,14.4685875,Prague - Kobylisy,Studio,25 m²,"CZK 2,200",Partially furnished,6,No,No,No,No,No,No,No,,311,185,134,207,250,156,409,409,"1,137",155,,"CZK 10,000",Personal,Prefab concrete building,,,,,,,,,,,,,
538565,"CZK 24,800",50.0355664,14.4120967,"Ke Krči, Prague - Braník",2 bedroom with open-plan kitchen,82 m²,"CZK 2,200",Furnished,3,Yes,No,No,No,No,No,No,18. 05. 2022,59,357,126,119,310,307,186,"1,295",325,,,"CZK 24,800",Personal,Brick building,,1 to 10 years years,Gas boiler,Attic,A,Premium materials and solutions,Overall,,,,,,
698535,"CZK 10,000",50.13068,14.43328,"Bukolská, Prague - Bohnice",Studio,30 m²,"CZK 2,500",Furnished,2,No,No,No,No,No,Yes,No,23. 05. 2022,293,147,573,55,897,651,201,236,80,,Excellent,"CZK 10,000",Personal,Prefab concrete building,,,Central heating,,G,,,,,,,,
568519,"CZK 13,000",50.0905831,14.4805142,"Jeseniova, Prague - Žižkov",Studio,36 m²,"CZK 2,700",Partially furnished,3,No,No,Yes,No,No,No,No,01. 06. 2022,289,904,132,467,227,528,502,127,226,228,Excellent,"CZK 10,000",Personal,Brick building,,,Gas boiler,,E,Standard materials and solutions,Interior,,,,,,
716108,"CZK 14,000",50.04626,14.45966,"Hodonínská, Prague - Michle",Studio,30 m²,"CZK 3,500",Partially furnished,1,No,No,Yes,No,No,No,No,01. 05. 2022,172,498,97,591,165,570,403,230,189,118,Excellent,"CZK 28,000",Personal,Brick building,,,,,B,,,,,,,,
716673,"CZK 22,000",50.0849492,14.3771226,"Bělohorská, Prague - Břevnov",3 bedroom,84 m²,"CZK 4,000",Furnished,2,No,No,No,No,No,Yes,No,01. 07. 2022,109,881,5,453,0,218,138,341,238,216,Excellent,"CZK 27,000",Personal,Brick building,,over 50 years years,Gas boiler,Middle floor,G,Standard materials and solutions,Interior,,,,,,
624625,"CZK 19,000",50.0991748,14.3997706,"Valerije Pavloviče Čkalova, Prague - Bubeneč",2 bedroom,80 m²,"CZK 1,125",Unfurnished,1,Yes,No,No,No,No,No,No,15. 09. 2020,225,377,85,131,36,275,278,654,368,180,Good,"CZK 41,326",Personal,Brick building,,,Gas boiler,Middle floor,D,Standard materials and solutions,Interior,,,,,,
438163,"CZK 15,000",50.1295252,14.4159214,"Ratibořská, Prague - Bohnice",1 bedroom with open-plan kitchen,42 m²,"CZK 3,264",Partially furnished,7,No,No,No,No,Yes,Yes,No,01. 06. 2022,184,402,362,332,325,409,495,643,"1,423",196,Excellent,"CZK 15,000",Personal,Prefab concrete building,,1 to 10 years years,District heating,Middle floor,,Standard materials and solutions,Overall,,,,,,
697090,"CZK 18,000",50.03557,14.48806,"Koštířova, Prague - Chodov",1 bedroom with open-plan kitchen,82 m²,"CZK 4,950",Partially furnished,4,No,Yes,No,No,Yes,Yes,No,02. 05. 2022,466,767,175,601,371,567,857,962,704,346,Good,"CZK 36,000",Personal,Brick building,,10 to 30 years years,Gas boiler,Top floor,C,Standard materials and solutions,Overall,,,,,,
716625,"CZK 17,000",50.0424646,14.4441971,"Kremličkova, Prague - Krč",2 bedroom,67 m²,"CZK 8,000",Unfurnished,2,No,No,Yes,No,No,No,No,02. 05. 2022,326,335,188,461,218,264,365,196,849,383,Good,"CZK 55,000",Cooperative,Brick building,,,,,G,,,,,,,,
563070,"CZK 20,250",50.1086988,14.375396,"Na Pískách, Prague - Dejvice",2 bedroom with open-plan kitchen,64 m²,"CZK 3,160",Partially furnished,1,No,No,No,No,No,No,No,01. 06. 2022,57,656,293,738,469,438,289,277,,,,"CZK 40,500",Personal,Brick building,,,,,B,,,,,,,,
683821,"CZK 23,000",50.05484,14.44049,"Spolupráce, Prague - Nusle",2 bedroom with open-plan kitchen,60 m²,"CZK 3,200",Furnished,5,No,Yes,No,No,No,No,No,01. 04. 2022,184,"1,129",323,565,140,485,462,303,711,319,Excellent,"CZK 23,000",Personal,Brick building,,,Gas boiler,,G,Premium materials and solutions,Interior,,,,,,
388358,"CZK 38,000",50.1082765,14.395231,"Terronská, Prague - Bubeneč",4 bedroom with open-plan kitchen,175 m²,CZK 800,Partially furnished,5,Yes,No,No,No,No,Yes,No,01. 07. 2022,109,"1,265",75,616,64,427,292,406,521,219,Excellent,"CZK 76,000",Personal,Brick building,,10 to 30 years years,Gas boiler,Top floor,G,Standard materials and solutions,,,,,,,
57719,"CZK 7,900",50.067,14.451,"Samova, Prague - Vršovice",Studio,28 m²,"CZK 1,000",Furnished,4,No,No,No,No,No,Yes,No,01. 06. 2022,304,458,204,355,203,150,261,310,229,385,,"CZK 8,900",Personal,Brick building,,,,Middle floor,C,,,,,,,,
690612,"CZK 21,000",50.0619286,14.365565,"Na Pomezí, Prague - Košíře",1 bedroom with open-plan kitchen,45 m²,"CZK 3,967",Furnished,4,Yes,No,No,No,Yes,Yes,Yes,04. 11. 2021,42,"1,053","1,047","1,298",921,"1,141",320,437,850,182,New build,"CZK 30,000",Personal,Brick building,,,,,B,,,,,,,,
716083,"CZK 11,900",50.11318,14.62601,"Ve Žlíbku, Prague - Horní Počernice",Studio,38 m²,"CZK 3,800",Furnished,1,No,Yes,No,No,Yes,No,No,01. 05. 2022,279,"1,418",561,737,305,683,500,615,,,Excellent,"CZK 16,000",Personal,Brick building,,,Geothermal heat pump,Middle floor,G,Premium materials and solutions,Interior,,,,,,
716561,"CZK 12,500",50.06958,14.47544,"Karpatská, Prague - Vršovice",1 bedroom,40 m²,"CZK 3,000",Unfurnished,2,No,No,No,No,No,Yes,No,02. 05. 2022,207,340,205,293,187,388,124,94,110,138,Excellent,"CZK 16,000",Personal,Brick building,,,,,C,,,,,,,,
712898,"CZK 17,000",50.09525,14.50889,"Mezilehlá, Prague - Hrdlořezy",1 bedroom with open-plan kitchen,61 m²,"CZK 5,700",Partially furnished,,No,Yes,Yes,No,Yes,Yes,Yes,01. 05. 2022,189,499,654,463,962,728,"1,279","1,091",262,,New build,"CZK 40,000",Personal,Brick building,Yes,,,,B,,,,,,,,
617977,"CZK 18,000",50.085434,14.345057,"Volavkova, Prague - Břevnov",2 bedroom,55 m²,"CZK 1,000",Partially furnished,4,No,No,No,No,No,No,No,01. 07. 2022,187,620,176,382,104,400,180,101,609,198,Excellent,"CZK 18,000",Cooperative,Prefab concrete building,,1 to 10 years years,District heating,Top floor,B,Premium materials and solutions,Overall,,,,,,
715997,"CZK 15,000",50.06641,14.39943,"Bieblova, Prague - Smíchov",1 bedroom,50 m²,"CZK 3,000",Partially furnished,4,No,No,No,No,No,No,No,09. 05. 2022,45,276,6,647,218,360,80,274,536,212,Excellent,"CZK 15,600",Other,Brick building,,,,,G,,,,,,,,
593217,"CZK 15,000",50.066406,14.399425,"Bieblova, Prague - Smíchov",1 bedroom,55 m²,"CZK 2,500",Partially furnished,3,No,No,No,No,No,No,No,09. 05. 2022,45,276,6,647,218,360,80,274,536,212,Excellent,"CZK 15,600",Other,Brick building,,,,,E,,,,,,,,
716524,"CZK 16,000",50.0606,14.43336,"Lounských, Prague - Nusle",2 bedroom,55 m²,"CZK 3,500",Furnished,1,No,No,No,No,No,Yes,No,01. 05. 2022,355,974,147,528,124,477,346,656,600,524,Excellent,"CZK 20,000",Personal,Brick building,,,,,G,,,,,,,,
716523,"CZK 11,000",50.12617,14.42044,"Hnězdenská, Prague - Troja",Studio,37 m²,"CZK 2,500",Partially furnished,11,No,No,No,No,No,Yes,No,02. 05. 2022,206,279,292,349,143,293,800,990,"1,268",421,Excellent,"CZK 11,000",Personal,Prefab concrete building,,,,,G,,,,,,,,
532365,"CZK 25,000",50.0675081,14.4599435,"Moskevská, Prague - Vršovice",2 bedroom with open-plan kitchen,114 m²,"CZK 2,000",Partially furnished,5,Yes,No,No,No,No,Yes,No,15. 06. 2022,83,521,82,275,23,383,474,356,306,272,,"CZK 30,000",Personal,Brick building,,,Gas boiler,Top floor,,Standard materials and solutions,Interior,,,,,,
713747,"CZK 18,500",50.07719,14.47697,"Hollarovo náměstí, Prague - Vinohrady",1 bedroom with open-plan kitchen,47 m²,"CZK 3,000",Partially furnished,1,Yes,No,Yes,No,No,No,No,01. 05. 2022,146,902,104,492,168,134,761,817,290,130,Excellent,"CZK 37,000",Personal,Brick building,,,,,G,,,,,,,,
566413,"CZK 11,000",50.0599398,14.4285851,"Na Pankráci, Prague - Nusle",Studio,30 m²,CZK 880,Partially furnished,1,No,No,No,No,No,No,No,01. 06. 2020,157,726,41,354,95,245,526,9,172,365,,"CZK 11,000",Personal,Brick building,,,,,,,,,,,,,
466224,"CZK 13,000",50.0855445,14.3729816,"Mládeže, Prague - Břevnov",1 bedroom with open-plan kitchen,42 m²,"CZK 3,000",Partially furnished,3,No,No,Yes,No,No,No,No,30. 04. 2022,229,745,314,504,225,206,234,245,512,394,,"CZK 16,000",Personal,Brick building,,,,,,,,,,,,,
715924,"CZK 14,000",50.00671,14.433,"Mladenovova, Prague - Modřany",3 bedroom,73 m²,"CZK 7,500",Partially furnished,4,Yes,No,Yes,No,No,Yes,No,02. 05. 2022,163,"1,244",583,"1,233",133,"1,229",687,144,495,129,Excellent,"CZK 20,000",Personal,Prefab concrete building,,,,,G,,,,,,,,
716489,"CZK 17,000",50.09357,14.46052,"Na Střelnici, Prague - Karlín",1 bedroom with open-plan kitchen,71 m²,CZK 600,Partially furnished,5,No,No,Yes,No,No,No,No,04. 05. 2022,415,"1,073",165,683,310,546,133,"1,032",596,111,Excellent,"CZK 34,000",Personal,Brick building,,,,,G,,,,,,,,
716486,"CZK 13,000",50.11522,14.47129,"Vosmíkových, Prague - Libeň",1 bedroom,38 m²,CZK 500,Furnished,3,No,No,No,No,Yes,No,No,15. 06. 2022,97,"1,138",146,"1,252",41,431,312,"1,297",898,356,Excellent,"CZK 30,000",Personal,Brick building,,,Gas boiler,,A,,,,,,,,
713112,"CZK 35,000",50.02094,14.41331,"U Zátiší, Prague - Hodkovičky",2 bedroom with open-plan kitchen,110 m²,"CZK 6,000",Furnished,6,No,Yes,No,No,No,Yes,Yes,18. 04. 2022,253,"1,412","1,277","1,370",489,"1,491",183,,,,Excellent,"CZK 60,000",Personal,Brick building,,,,,A,,,,,,,,
690939,"CZK 14,990",50.090668,14.3081756,"Žukovského, Prague - Ruzyně",1 bedroom with open-plan kitchen,41 m²,"CZK 4,500",Partially furnished,8,Yes,No,No,No,Yes,Yes,No,01. 05. 2022,177,173,80,67,185,123,375,"1,335","1,464",119,Excellent,"CZK 45,000",Personal,Prefab concrete building,,,District heating,,C,Standard materials and solutions,Overall,,,,,,
596203,"CZK 12,700",50.0144,14.58426,"Chorošová, Prague - Pitkovice",Studio,37 m²,"CZK 2,900",Partially furnished,1,Yes,Yes,Yes,No,No,Yes,No,01. 06. 2022,412,,,,,,,,,,New build,"CZK 15,000",Personal,Low-energy building,Yes,1 to 10 years years,Central heating,Ground floor,B,Premium materials and solutions,,41 m²,,,,,
698766,"CZK 16,500",50.07717,14.41919,"Karlovo náměstí, Prague - Nové Město",1 bedroom,43 m²,"CZK 1,500",Furnished,,No,No,No,No,No,No,No,25. 04. 2022,51,235,42,74,4,202,262,428,550,377,Excellent,"CZK 33,000",Personal,Brick building,,,,Ground floor,C,,,,,,,,
678488,"CZK 13,000",50.09024,14.34522,"Na Okraji, Prague - Veleslavín",2 bedroom,53 m²,"CZK 4,000",Furnished,2,No,No,Yes,No,No,No,No,01. 09. 2021,78,384,92,176,181,245,117,210,706,60,Good,"CZK 13,000",Personal,Brick building,,,,,G,,,,,,,,
716454,"CZK 17,900",50.07613,14.42899,"Sokolská, Prague - Nové Město",1 bedroom with open-plan kitchen,48 m²,"CZK 4,000",Furnished,2,No,No,No,No,No,Yes,No,01. 06. 2022,129,554,102,144,63,36,234,309,162,133,Excellent,"CZK 36,000",Personal,Brick building,,,,,C,,,,,,,,
715358,"CZK 15,000",50.00861,14.42885,"Rilská, Prague - Modřany",2 bedroom with open-plan kitchen,68 m²,"CZK 7,000",Furnished,10,Yes,No,Yes,No,No,Yes,No,01. 06. 2022,299,934,97,923,125,"1,013",314,360,338,165,Excellent,"CZK 30,000",Personal,Prefab concrete building,,10 to 30 years years,District heating,,C,,,,,,,,
712727,"CZK 19,000",50.05563,14.42088,"Podolská, Prague - Podolí",1 bedroom with open-plan kitchen,50 m²,"CZK 4,000",Partially furnished,,No,No,Yes,No,No,No,No,04. 04. 2022,238,486,271,285,309,483,254,835,279,151,Excellent,"CZK 40,000",Personal,Brick building,,,Gas boiler,Ground floor,G,Premium materials and solutions,Overall,,,,,,
716395,"CZK 17,000",50.12684,14.44754,"Třeboradická, Prague - Kobylisy",2 bedroom,65 m²,"CZK 3,000",Partially furnished,3,Yes,No,No,No,No,No,No,02. 05. 2022,354,"1,455",318,643,326,323,582,146,983,193,Excellent,"CZK 30,000",Personal,Brick building,,,,,G,,,,,,,,
716429,"CZK 31,000",50.07781,14.40239,"Drtinova, Prague - Smíchov",3 bedroom with open-plan kitchen,89 m²,"CZK 3,000",Partially furnished,1,Yes,No,Yes,No,No,No,No,01. 06. 2022,221,424,229,353,40,326,578,851,671,282,Excellent,"CZK 50,000",Personal,Brick building,,,Central heating,Middle floor,G,,Overall,,,,,,
716428,"CZK 16,990",50.10263833333,14.56778277777,"Doležalova, Prague - Černý Most",3 bedroom,76 m²,"CZK 3,560",Unfurnished,4,Yes,No,Yes,No,No,Yes,No,,220,943,175,"1,241",739,751,382,276,"1,275",347,Good,"CZK 20,550",Personal,Prefab concrete building,,,,,G,,,,,,,"CZK 20,550

                                
                                
                
i",
695231,"CZK 7,000",50.06129,14.59472,"Netlucká, Prague - Dubeč",Small studio,25 m²,,Furnished,2,No,No,No,No,Yes,No,No,27. 05. 2022,174,953,256,818,584,919,"1,025",,,,Excellent,"CZK 7,000",Personal,Brick building,,1 to 10 years years,Central heating,Attic,A,Premium materials and solutions,Overall,,,,,,
714373,"CZK 16,800",50.04842,14.42603,"Pod Pekařkou, Prague - Podolí",1 bedroom with open-plan kitchen,50 m²,"CZK 4,200",Furnished,4,No,No,Yes,No,No,Yes,No,15. 06. 2022,397,"1,349",499,801,268,940,567,671,"1,211",650,Excellent,"CZK 20,000",Personal,Brick building,,,,,C,,,,,,,,
716403,"CZK 28,000",50.09174,14.44246,"Prvního pluku, Prague - Karlín",1 bedroom with open-plan kitchen,55 m²,"CZK 5,000",Furnished,4,No,No,No,No,No,No,No,23. 05. 2022,208,408,151,207,58,181,363,930,293,284,Excellent,,Personal,Other,,,,,G,,,,,,,,
688853,"CZK 7,500",50.07186,14.46305,"Bulharská, Prague - Vršovice",Other,31 m²,"CZK 1,500",Unfurnished,,No,No,No,No,No,No,No,01. 07. 2022,201,860,203,689,182,687,525,419,641,161,Excellent,"CZK 18,000",Personal,Brick building,,,,,G,,,,,,,,
711808,"CZK 19,500",50.1079,14.54644,"Lehovecká, Prague - Hloubětín",1 bedroom with open-plan kitchen,49 m²,"CZK 4,235",Furnished,6,Yes,No,Yes,No,Yes,Yes,Yes,01. 08. 2022,48,825,83,843,397,816,556,419,"1,060",533,New build,"CZK 19,500",Personal,Brick building,,,,,B,,,,,,,,
716375,"CZK 25,000",50.0931827,14.5014335,"Učňovská, Prague - Hrdlořezy",2 bedroom with open-plan kitchen,80 m²,"CZK 4,000",Partially furnished,4,Yes,No,No,No,No,Yes,No,01. 05. 2022,257,752,373,"1,102",378,420,608,531,"1,185",363,New build,"CZK 25,000",Personal,Brick building,,,,,A,,,,,,,,
716376,"CZK 9,000",50.0213,14.45822,"Jánošíkova, Prague - Krč",Small studio,27 m²,"CZK 3,500",Partially furnished,3,No,No,No,Yes,No,Yes,No,01. 05. 2022,328,768,645,561,460,509,"1,368",908,667,,Excellent,"CZK 15,000",Personal,Prefab concrete building,,,Central heating,,G,,Overall,,,,,,
474374,"CZK 18,500",50.0895199,14.4891951,"Pod Jarovem, Prague - Žižkov",2 bedroom with open-plan kitchen,72 m²,"CZK 3,000",Partially furnished,3,Yes,No,No,Yes,No,Yes,No,01. 06. 2022,90,422,488,675,266,427,421,594,271,351,,"CZK 30,000",Cooperative,Prefab concrete building,,,,,,,,,,,,,
716372,"CZK 19,000",50.09435,14.49609,"Spojovací, Prague - Žižkov",2 bedroom with open-plan kitchen,60 m²,"CZK 4,000",Partially furnished,4,No,No,Yes,No,No,No,No,01. 07. 2022,128,509,379,828,52,443,416,527,579,176,Excellent,"CZK 25,000",Personal,Brick building,,,,,G,,,,,,,,
715140,"CZK 20,000",50.08509,14.34136,"Plojharova, Prague - Břevnov",2 bedroom with open-plan kitchen,63 m²,"CZK 3,000",Partially furnished,2,No,No,Yes,No,No,No,No,16. 05. 2022,262,821,468,622,305,617,156,305,811,399,Excellent,"CZK 40,000",Personal,Brick building,,over 50 years years,District heating,Middle floor,G,Standard materials and solutions,Interior,,,,,,
716194,"CZK 18,900",50.07532,14.35971,"Jeřabinová, Prague - Smíchov",1 bedroom with open-plan kitchen,49 m²,"CZK 5,400",Partially furnished,,No,Yes,No,No,No,Yes,No,01. 05. 2022,429,"1,202",675,920,548,519,467,,,,Excellent,"CZK 25,000",Personal,Brick building,,10 to 30 years years,District heating,Ground floor,B,Standard materials and solutions,Interior,102 m²,,,,,
716327,"CZK 20,000",50.05552,14.35149,"Vidoulská, Prague - Jinonice",1 bedroom with open-plan kitchen,65 m²,"CZK 3,800",Partially furnished,1,No,Yes,No,No,No,No,No,01. 05. 2022,585,"1,034",225,807,451,600,210,796,"1,496",306,Excellent,"CZK 20,000",Personal,Brick building,,,,,G,,,,,,,,
716189,"CZK 50,000",50.09034,14.42111,"U Staré školy, Prague - Josefov",2 bedroom,105 m²,,Furnished,3,Yes,No,No,No,No,No,No,01. 05. 2022,421,119,199,24,216,108,327,317,368,,Excellent,,Personal,Brick building,,,,,C,,,,,,,,40
656895,"CZK 12,000",50.1060796,14.4540639,Prague - Holešovice,Studio,31 m²,"CZK 4,000",Partially furnished,5,No,No,Yes,No,No,Yes,No,01. 06. 2022,205,629,135,441,133,395,474,894,294,243,Excellent,"CZK 22,000",Personal,Brick building,,,,,G,,,,,,,,
678758,"CZK 11,000",50.12694,14.41888,"Hnězdenská, Prague - Troja",Studio,36 m²,"CZK 2,500",Furnished,13,No,No,No,No,No,Yes,No,21. 05. 2022,355,262,265,205,155,306,637,827,"1,325",333,Excellent,"CZK 12,000",Personal,Low-energy building,,10 to 30 years years,District heating,,C,,,,,,,,
576044,"CZK 12,000",50.1251884,14.469121,"U Slovanky, Prague - Libeň",Studio,30 m²,"CZK 3,000",Furnished,4,No,No,Yes,No,Yes,Yes,Yes,28. 08. 2020,222,574,308,376,177,386,513,672,740,181,New build,"CZK 25,000",Personal,Brick building,Yes,1 to 10 years years,District heating,Middle floor,B,Premium materials and solutions,,,,,,,
556222,"CZK 26,000",50.1011508,14.4284798,"Veletržní, Prague - Holešovice",2 bedroom with open-plan kitchen,78 m²,"CZK 6,800",Furnished,4,No,No,No,No,No,Yes,No,01. 08. 2022,175,265,141,239,116,220,226,195,584,,,"CZK 30,000",Personal,Brick building,,,Gas boiler,Middle floor,,Standard materials and solutions,Interior,,,,,,
540339,"CZK 13,000",50.0743287,14.3177437,"Čistovická, Prague - Řepy",1 bedroom with open-plan kitchen,44 m²,"CZK 1,000",Unfurnished,1,No,No,No,No,No,No,No,15. 04. 2022,95,407,245,"1,357","1,182",257,370,276,,,,"CZK 26,000",Personal,Brick building,,,,,G,,,,,,,,
475975,"CZK 10,000",50.008473,14.4211704,"Pejevové, Prague - Modřany",Studio,27 m²,"CZK 2,500",Furnished,5,No,No,No,No,No,No,No,,448,594,445,455,523,480,241,"1,020",942,638,,"CZK 7,000",Personal,Prefab concrete building,,,,,C,,,,,,,,
584474,"CZK 20,000",50.093256,14.448366,"Sokolovská, Prague - Karlín",1 bedroom with open-plan kitchen,50 m²,"CZK 3,000",Partially furnished,5,No,No,No,No,No,Yes,No,01. 06. 2022,162,40,176,224,43,326,383,"1,357",482,87,Excellent,"CZK 20,000",Cooperative,Brick building,,,,,G,,,,,,,,
716265,"CZK 12,000",50.03018,14.53209,"Steinerova, Prague - Háje",1 bedroom with open-plan kitchen,42 m²,"CZK 4,420",Partially furnished,4,No,No,No,No,No,Yes,No,01. 06. 2022,208,368,142,56,296,357,347,469,417,308,Excellent,"CZK 24,000",Cooperative,Prefab concrete building,,30 to 50 years years,District heating,Middle floor,C,Premium materials and solutions,Bathroom unit,,,,,,
536913,"CZK 16,000",50.0848545,14.483906,Prague - Strašnice,Studio,52 m²,"CZK 4,000",Furnished,2,Yes,No,No,No,Yes,Yes,Yes,ihned,167,"1,302",579,"1,188",705,920,"1,055",176,690,361,,"CZK 20,000",Personal,Brick building,Yes,1 to 10 years years,,Middle floor,,Premium materials and solutions,,,,,,,
716233,"CZK 13,500",50.13091,14.41029,"Zelenohorská, Prague - Bohnice",1 bedroom with open-plan kitchen,43 m²,"CZK 3,500",Partially furnished,11,No,No,No,No,No,No,No,28. 04. 2022,79,905,114,835,112,902,630,449,303,,Excellent,"CZK 17,000",Personal,Prefab concrete building,,,District heating,,B,,Overall,,,,,,
716218,"CZK 10,000",50.12632,14.49577,"Varnsdorfská, Prague - Střížkov",2 bedroom,45 m²,"CZK 2,000",Furnished,2,Yes,No,No,Yes,No,No,No,20. 05. 2022,267,544,169,456,249,270,242,364,999,238,Excellent,"CZK 12,000",Cooperative,Prefab concrete building,,,,,C,,,,,,,,
113106,"CZK 16,800",50.0538919,14.4972997,"U Zahradního Města, Prague - Záběhlice",3 bedroom,67 m²,"CZK 4,500",Partially furnished,3,Yes,No,No,No,No,Yes,No,21. 02. 2022,302,839,466,"1,326",305,474,512,354,751,609,Excellent,"CZK 33,600",Personal,Brick building,,10 to 30 years years,Central heating,Middle floor,,Standard materials and solutions,,,,,,,
716211,"CZK 14,900",50.09903,14.34437,"Na Lužci, Prague - Vokovice",1 bedroom with open-plan kitchen,34 m²,"CZK 2,600",Partially furnished,1,No,No,No,No,No,No,No,16. 05. 2022,219,"1,461",363,920,56,568,263,488,348,34,Excellent,"CZK 30,000",Personal,Brick building,,,,,B,,,,,,,,
338671,"CZK 15,000",50.0541721,14.3670096,"U Kříže, Prague - Jinonice",1 bedroom with open-plan kitchen,50 m²,"CZK 3,500",Partially furnished,,No,No,No,No,No,No,No,15. 05. 2022,224,233,454,316,525,229,835,806,201,,Excellent,"CZK 15,000",Personal,Brick building,,10 to 30 years years,District heating,Ground floor,,Standard materials and solutions,,,,,,,
633593,"CZK 34,000",50.041848,14.487247,"Jihovýchodní Ix, Prague - Záběhlice",2 bedroom with open-plan kitchen,83 m²,"CZK 6,000",Partially furnished,,No,Yes,Yes,No,Yes,No,No,01. 01. 2022,188,806,833,819,685,637,730,"1,285",528,,New build,"CZK 50,000",Personal,Brick building,,,Central heating,Ground floor,B,Premium materials and solutions,Overall,400 m²,,,,,
639060,"CZK 24,500",50.08376,14.455893,"Lupáčova, Prague - Žižkov",1 bedroom with open-plan kitchen,50 m²,"CZK 2,500",Furnished,8,No,No,No,No,No,Yes,No,01. 06. 2022,207,451,138,317,99,309,112,228,402,163,New build,"CZK 49,000",Personal,Brick building,,,,,A,,,,,,,,
705384,"CZK 19,500",50.0861644,14.3218614,"Rakovnická, Prague - Ruzyně",2 bedroom with open-plan kitchen,75 m²,"CZK 3,500",Furnished,2,No,No,No,Yes,Yes,No,No,15. 02. 2022,350,"1,494",393,284,"1,025",581,273,273,,,Excellent,"CZK 23,000",Personal,Brick building,,,,,G,,,,,,,,
716172,"CZK 12,000",50.06736,14.36831,"Musílkova, Prague - Košíře",1 bedroom with open-plan kitchen,42 m²,"CZK 5,500",Partially furnished,1,No,No,Yes,No,Yes,No,No,01. 05. 2022,333,757,234,567,420,478,391,885,257,425,Excellent,"CZK 24,000",Personal,Brick building,,,,,G,,,,,,,,
716146,"CZK 14,900",50.1153416,14.4743339,"Na Sypkém, Prague - Libeň",Studio,34 m²,"CZK 2,700",Partially furnished,1,No,No,Yes,No,No,No,No,27. 04. 2022,134,"1,388",426,"1,206",128,680,505,"1,371",852,342,New build,"CZK 15,000",Personal,Other,,,Gas boiler,Raised ground floor,B,Premium materials and solutions,,,,,,,
715500,"CZK 29,000",50.04711,14.30195,"Svitákova, Prague - Stodůlky",3 bedroom with open-plan kitchen,100 m²,"CZK 9,000",Partially furnished,1,No,No,No,No,No,No,No,08. 08. 2022,334,243,49,247,"1,107","1,075",702,863,160,,New build,"CZK 40,000",Personal,Other,,,,,B,,,,,,,,
716135,"CZK 26,000",50.07025,14.41663,"Pod Slovany, Prague - Nové Město",2 bedroom with open-plan kitchen,93 m²,"CZK 5,000",Partially furnished,3,No,No,Yes,No,No,Yes,No,01. 07. 2022,248,730,35,222,163,156,255,89,309,278,Excellent,"CZK 26,000",Personal,Brick building,,,,,G,,,,,,,,
273391,"CZK 6,000",49.9590093,14.3622008,"Jiříčkova, Prague - Lipence",Other,18 m²,,Partially furnished,1,No,No,No,No,Yes,No,No,01. 06. 2022,534,297,386,555,488,,,,,,,"CZK 7,000",Personal,Brick building,,10 to 30 years years,Electric boiler,Ground floor,,Standard materials and solutions,,50 m²,,,,,
449204,"CZK 15,000",50.080914047543,14.457678969311,"Křišťanova, Prague - Žižkov",1 bedroom with open-plan kitchen,49 m²,"CZK 4,000",Furnished,2,No,No,Yes,Yes,No,Yes,No,01. 06. 2022,270,524,229,264,183,637,302,205,533,220,Good,"CZK 30,000",Personal,Brick building,,,,,,,,,,,,,
87340,"CZK 28,000",50.0734871,14.3916435,"Zapova, Prague - Smíchov",4 bedroom,112 m²,CZK 987,Partially furnished,3,No,No,No,No,No,No,Yes,,287,"1,211",218,902,58,993,297,739,"1,200",129,Excellent,"CZK 56,000",Personal,Brick building,,,Gas boiler,Middle floor,,Standard materials and solutions,Overall,,,,,,
