Price,Fees,Refundable security deposit,Listing ID,Layout,Condition,Ownership,EPC,Floor space,Avaliable from,Floor,Building type,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Reconstruction,Fully furnished,Heating,Designe,Cellar,Balcony,Terrace,Enclosed balcony,Age,New-build,Parking,Garage,Domácí mazlíčci vítáni,Administrative fee,Plot type
"CZK 14,000","CZK 3,500","CZK 20,000",685886,2+kk,Very good,Cooperative,G,45 m²,10/1/2022,6,Prefab concrete,,197.45,440.22,120.51,932.98,220.12,436.92,166.15,398.05,246.08,109.28,"Borovanského, Prague - Stodůlky",50.03862,14.34002,,Partly,,,1.0,,,,,,,,,,
"CZK 8,000","CZK 3,700","CZK 16,000",729966,Small studio,Good,,G,20 m²,8/15/2022,4,Brick,,111.65,608.86,74.16,512.01,358.21,419.05,256.16,331.17,552.81,125.13,Prague - Vršovice,50.07329,14.47054,,Partly,,,,,,,,,,,,,
"CZK 13,500","CZK 1,000","CZK 15,000",729961,1 bedroom,Good,,G,28 m²,9/1/2022,4,Brick,,131.52,150.96,141.36,93.73,15.42,210.61,143.91,438.79,121.75,419.4,Prague - Vršovice,50.06817,14.45449,,Partly,,,1.0,,,,,,,,1.0,,
"CZK 28,000","CZK 1,860","CZK 35,000",632286,2 bedroom,Good,Personal,G,99 m²,11/13/2020,2,Brick,,478.8,591.92,370.65,828.73,398.29,798.26,428.22,378.25,620.85,677.83,"Perucká, Prague - Vinohrady",50.068862,14.438625,,Partly,,Standard,,,,,Over 50 years,,1.0,,,,
"CZK 18,000","CZK 4,000","CZK 25,000",422289,3+kk,Very good,Cooperative,,62 m²,9/1/2022,1,Prefab concrete,,349.4,572.95,463.03,504.55,608.98,829.85,376.29,223.35,863.97,146.24,"Borošova, Prague - Háje",50.0303216,14.5380942,Interior,Partly,Central,Standard,,,,1.0,,,,,,,
"CZK 27,000","CZK 2,800","CZK 54,000",729947,3+kk,Very good,,G,80 m²,9/1/2022,3,Brick,,123.73,504.08,88.34,166.22,168.28,331.46,520.43,300.11,897.27,383.33,Prague - Žižkov,50.07838,14.45734,,Unfurnished,,,,1.0,,,,,,,,,
"CZK 18,000","CZK 4,000","CZK 18,000",670896,Studio,Very good,Personal,D,40 m²,9/1/2022,5,Brick,,10.59,665.3,5.26,495.41,14.16,424.06,265.3,603.82,239.39,165.01,"Táborská, Prague - Nusle",50.06129,14.43673,,Fully furnished,,,,,,,,,,,,,
"CZK 13,500",CZK 500,"CZK 15,000",729944,Studio,Very good,,B,38 m²,10/1/2022,5,Prefab concrete,1.0,233.84,1275.59,229.74,1315.56,318.64,307.71,443.89,133.99,1126.09,128.62,Prague - Hostivař,50.04662,14.51884,Interior,Fully furnished,,Standard,1.0,,,,10 to 30 years,,,,,,
"CZK 14,000","CZK 2,500","CZK 25,000",612251,Studio,New-build,Personal,B,25 m²,9/1/2022,1,Brick,,211.15,237.15,355.34,868.62,194.77,283.9,145.14,177.97,611.03,466.53,"Omská, Prague - Vršovice",50.072914,14.478114,,,,,,,,,,,,,,,
"CZK 18,900","CZK 5,400","CZK 19,000",481187,3+1,,Personal,,70 m²,6/28/2022,3,Prefab concrete,1.0,76.93,257.89,345.98,1178.12,200.24,544.99,283.38,110.64,707.91,152.52,"Valentova, Prague - Chodov",50.0323705,14.5050402,Interior,Partly,,,1.0,,,1.0,,,1.0,,,,
"CZK 16,240","CZK 4,760","CZK 21,000",598253,3+kk,Good,Cooperative,E,62 m²,9/1/2022,2,Brick,,43.9,1481.21,321.11,1214.55,271.5,1639.89,581.9,182.8,842.09,733.21,"Jeremenkova, Prague - Podolí",50.045654,14.419161,,Fully furnished,,,1.0,1.0,,,,,,,,,
"CZK 12,900","CZK 5,100","CZK 18,000",711589,Studio,Good,Personal,G,40 m²,9/15/2022,1,Brick,1.0,438.88,940.13,77.75,747.77,397.2,513.24,157.25,742.38,1542.92,450.79,"Schwarzenberská, Prague - Jinonice",50.05468,14.35292,,Fully furnished,Electric boiler,Standard,,1.0,,,10 to 30 years,,,,,,
"CZK 25,500","CZK 4,200","CZK 51,000",656580,3+kk,Very good,Personal,G,79 m²,10/15/2022,3,Brick,1.0,165.26,428.49,81.56,324.24,167.43,267.04,108.89,330.95,485.95,263.54,Prague - Žižkov,50.0827042,14.455385,,Partly,,,1.0,,,,,,,,,,
"CZK 12,000","CZK 3,000","CZK 23,000",666043,Studio,Very good,Personal,D,29 m²,9/1/2022,8,Prefab concrete,1.0,297.87,147.25,573.29,1497.54,55.44,856.83,652.11,201.35,235.95,80.18,"Bukolská, Prague - Bohnice",50.13068,14.43328,Bathroom unit,Partly,Electric boiler,Standard,,,,,,,1.0,,,,
"CZK 25,900","CZK 4,500","CZK 40,000",577288,2+kk,Very good,Personal,C,60 m²,9/1/2022,6,Brick,1.0,183.97,1118.9,5.8,558.34,121.65,425.24,124.13,356.18,285.18,98.76,"Drahobejlova, Prague - Libeň",50.1060756,14.4904958,,Fully furnished,Gas boiler,,1.0,1.0,,,,,1.0,,,,
"CZK 18,000","CZK 1,300","CZK 15,000",718466,2+kk,Very good,Personal,G,56 m²,8/15/2022,5,Brick,1.0,531.4,1050.41,259.34,1026.34,766.86,666.48,549.97,580.86,1348.22,125.03,"Zakšínská, Prague - Střížkov",50.1307421,14.4956911,,Fully furnished,Distance,Standard,,,,1.0,Up to 10 years,,,,,,
"CZK 14,000",CZK 600,"CZK 14,000",538941,Studio,,Personal,,32 m²,9/1/2022,5,Brick,,172.71,932.23,143.93,381.62,49.0,314.45,235.06,275.0,282.85,68.91,Prague - Nové Město,50.0684511,14.4165468,Complete,Partly,Electric boiler,,,,,,,,,,,,
"CZK 17,000","CZK 4,000","CZK 21,000",713312,2+kk,Very good,Personal,B,65 m²,9/1/2022,2,Brick,,320.54,804.25,643.24,6158.2,842.45,668.33,418.35,358.48,633.23,430.5,"Moravanská, Prague - Vinoř",50.1484241,14.58219925,Complete,Partly,Electric boiler,Luxurious,,,,,Up to 10 years,,1.0,,,,
"CZK 12,500","CZK 1,500","CZK 20,000",729925,Studio,Very good,,C,22 m²,10/1/2022,5,Other,,121.93,541.11,118.49,181.69,179.17,561.9,303.13,231.52,434.09,517.31,Prague - Žižkov,50.08574,14.44495,,Partly,,,,1.0,,,,,,,,,
"CZK 15,000","CZK 3,600","CZK 15,000",488212,Other,,Personal,B,50 m²,10/1/2022,1,Brick,,70.79,525.09,35.11,155.92,83.28,67.83,136.08,296.99,57.09,406.71,Prague - Holešovice,50.0992805,14.4298792,,Fully furnished,Other,,1.0,,,,,,,,,,
"CZK 21,500","CZK 3,500","CZK 30,000",729492,2+kk,Very good,,G,47 m²,9/1/2022,4,Brick,1.0,134.46,669.35,190.02,469.25,90.59,366.62,360.94,239.34,574.35,331.79,Prague - Žižkov,50.08208,14.44511,Complete,Partly,,,,,1.0,,,,1.0,,,,
"CZK 17,500","CZK 4,000","CZK 17,500",729918,Small studio,Very good,,B,46 m²,9/1/2022,4,Low-energy,1.0,429.47,593.72,439.47,420.44,320.34,450.26,320.19,168.85,825.59,243.46,Prague - Vokovice,50.09832,14.35548,,Partly,,,1.0,,,,,,,1.0,,,
"CZK 14,000","CZK 3,200","CZK 30,000",519071,Studio,New-build,Personal,B,35 m²,8/26/2022,1,Brick,,270.8,465.97,462.71,505.95,362.97,524.87,359.82,260.66,144.15,249.62,Prague - Hostivař,50.0514172,14.5222681,,Fully furnished,Distance,Standard,,,1.0,,Up to 10 years,,,,,,
"CZK 21,900","CZK 3,783","CZK 40,000",728853,2+kk,New-build,,G,65 m²,10/1/2022,9,Brick,1.0,187.61,796.91,219.72,789.56,413.49,693.0,349.3,774.1,429.2,512.14,Prague - Kamýk,50.01897,14.43788,,Fully furnished,,,,,1.0,,,,1.0,,,,
"CZK 26,000",CZK 700,"CZK 26,000",515108,2 bedroom,Very good,Personal,,86 m²,9/10/2022,3,Brick,1.0,265.77,542.68,147.13,453.32,30.41,219.17,236.4,243.59,121.47,388.34,"Polská, Prague - Vinohrady",50.0784326,14.4433314,Interior,Fully furnished,Gas boiler,,,,,,,,,,,,
"CZK 18,000","CZK 3,000","CZK 12,000",705090,Studio,Very good,Cooperative,C,31 m²,7/15/2022,1,Brick,,113.34,289.06,83.65,400.81,17.89,95.25,270.37,279.09,374.04,331.65,"Sokolovská, Prague - Karlín",50.0925008,14.4438167,Complete,Fully furnished,Central,Luxurious,,,,,Up to 10 years,,,,,,
"CZK 13,500","CZK 3,700","CZK 13,000",729900,Studio,New-build,,B,28 m²,8/15/2022,2,Brick,1.0,303.19,807.71,152.21,787.08,450.7,811.76,945.04,463.1,409.62,412.95,Prague - Hostivař,50.05456,14.52654,,Fully furnished,,,1.0,,,,,1.0,,,,,
"CZK 21,000","CZK 3,000","CZK 21,000",703730,2+kk,Very good,Cooperative,C,47 m²,9/1/2022,5,Brick,1.0,138.12,339.19,73.34,545.9,50.64,130.55,131.69,140.41,506.35,322.32,"Vítkova, Prague - Karlín",50.09182,14.44512,Complete,Fully furnished,Central,Standard,1.0,1.0,,,10 to 30 years,,,,,,
"CZK 14,900","CZK 2,900","CZK 17,800",521605,Studio,,Personal,B,31 m²,9/1/2022,1,Brick,1.0,413.56,1896.45,194.15,1197.72,368.34,363.51,849.69,364.87,435.02,700.34,"Lindleyova, Prague - Dejvice",50.1126353,14.3907162,,Fully furnished,,,1.0,,1.0,,,1.0,,,,,
"CZK 17,000","CZK 4,000","CZK 34,000",729326,2+kk,New-build,,G,55 m²,8/9/2022,3,Prefab concrete,1.0,244.31,1139.36,535.55,3749.24,225.17,512.26,929.55,3171.89,1088.17,286.69,Prague - Dolní Měcholupy,50.06691,14.55204,,Partly,Central,,,1.0,,,Up to 10 years,1.0,,,,,
"CZK 22,200","CZK 3,800","CZK 26,000",657252,2+kk,Very good,Cooperative,G,50 m²,11/1/2022,4,Brick,1.0,133.15,481.82,43.42,82.77,46.47,54.1,409.65,568.09,3.58,537.27,"Křižíkova, Prague - Karlín",50.09258,14.45368,,Fully furnished,,,1.0,,,,,,,,,,
"CZK 15,000","CZK 2,200","CZK 40,000",545848,2 bedroom,Very good,Cooperative,C,49 m²,8/1/2022,1,Brick,,173.27,1025.47,133.71,559.96,129.28,588.5,460.88,303.16,221.32,257.05,Prague - Libeň,50.1072306,14.4876828,Complete,Partly,Gas boiler,,,,,,,,,,,,
"CZK 12,000","CZK 2,000","CZK 15,000",729866,Studio,New-build,,B,27 m²,9/1/2022,3,Low-energy,1.0,460.69,1227.11,353.33,1152.22,692.53,498.0,726.68,602.43,1156.87,115.57,Prague - Střížkov,50.13108,14.49209,,Partly,,,1.0,1.0,,,,1.0,,,,,
"CZK 13,500","CZK 3,000","CZK 27,000",502005,1 bedroom,Very good,Personal,C,42 m²,11/1/2022,3,Brick,1.0,459.8,1110.86,502.7,1501.69,570.24,539.31,601.66,1224.16,499.64,481.65,"Ve Slatinách, Prague - Záběhlice",50.0566862,14.4888899,,Partly,,Standard,1.0,1.0,,,Up to 10 years,,,,,,
"CZK 13,600",CZK 700,"CZK 14,300",729856,2 bedroom,Good,,E,54 m²,8/14/2022,,Brick,,40.93,198.52,62.04,554.48,113.39,283.91,131.16,351.89,510.24,156.24,Prague - Smíchov,50.067,14.3991,,Unfurnished,,,,,,,,,,,1.0,,
"CZK 8,500",CZK 500,"CZK 3,000",491568,3+kk,Good,Other,,12 m²,8/22/2022,10,Prefab concrete,1.0,64.8,576.84,139.85,1549.89,337.01,577.64,489.17,495.03,331.36,261.09,Prague - Chodov,50.036257,14.508483,,Fully furnished,Central,,,,,,,,,,,,
"CZK 17,000","CZK 4,100","CZK 34,000",729826,3+1,Good,,G,71 m²,8/14/2022,5,Prefab concrete,,319.61,427.94,124.9,498.07,291.38,441.9,626.7,942.06,1028.81,293.48,Prague - Troja,50.12653,14.42324,,Unfurnished,,,,,,1.0,,,,,,,
"CZK 21,000","CZK 6,000","CZK 30,000",729790,3+kk,Very good,,G,70 m²,8/14/2022,1,Prefab concrete,1.0,180.86,791.15,144.81,333.58,152.3,335.74,327.57,155.24,1693.35,211.14,Prague - Stodůlky,50.04967,14.35043,,Unfurnished,,,1.0,1.0,,,,,1.0,,,,
"CZK 11,000","CZK 2,000","CZK 11,000",539202,Studio,Very good,Personal,B,40 m²,9/1/2022,3,Brick,,106.7,1582.57,758.41,966.99,749.35,746.68,500.95,640.15,2235.11,368.11,"Ve žlíbku, Prague - Horní Počernice",50.1089946,14.6244569,,Partly,Electric boiler,,,,,,,,,,,,
"CZK 17,000","CZK 5,400","CZK 17,000",588609,3+1,Very good,Personal,B,82 m²,9/1/2022,2,Brick,,106.81,1582.69,758.53,967.11,749.47,746.79,501.07,640.27,2235.23,368.23,"Ve žlíbku, Prague - Horní Počernice",50.108993,14.624449,,Partly,Gas boiler,,,1.0,,,,,,,,,
"CZK 26,500","CZK 3,500","CZK 30,000",548160,2 bedroom,Very good,Personal,,110 m²,8/15/2022,4,Brick,1.0,407.62,349.96,257.83,429.22,140.85,425.87,231.71,489.78,761.34,258.0,Prague - Vinohrady,50.0806157,14.4526379,Complete,Fully furnished,Gas boiler,Luxurious,1.0,1.0,,1.0,Up to 10 years,,1.0,,,,
"CZK 15,000","CZK 3,250","CZK 25,000",729804,Studio,Very good,,G,30 m²,9/5/2022,3,Brick,,65.18,330.36,94.75,1399.13,191.72,254.33,1340.34,847.08,615.53,945.83,Prague - Smíchov,50.06024,14.41018,,Partly,,,,1.0,,,,,,,,,
"CZK 11,000","CZK 4,000","CZK 11,000",729801,Studio,New-build,,A,27 m²,10/1/2022,4,Brick,1.0,338.16,922.53,683.97,787.42,808.57,379.1,480.13,748.05,1280.49,389.82,Prague - Horní Měcholupy,50.04028,14.56921,,Partly,,,1.0,1.0,,,,1.0,,,,,
"CZK 20,000","CZK 4,000","CZK 24,000",705384,3+kk,Very good,Personal,G,75 m²,2/15/2022,2,Brick,,272.1,1377.98,392.94,1930.03,584.1,1489.38,575.79,693.36,273.1,292.28,"Rakovnická, Prague - Ruzyně",50.0861644,14.3218614,,Fully furnished,,,,,,1.0,,,1.0,,,,
"CZK 12,000","CZK 4,000","CZK 16,000",650717,Small studio,Very good,Personal,B,30 m²,10/1/2022,6,Brick,1.0,349.58,234.04,223.77,218.5,52.59,230.0,887.25,767.38,602.37,191.58,"Kamelova, Prague - Záběhlice",50.053693,14.51509,,Partly,Distance,Standard,,,1.0,,Up to 10 years,1.0,,,,,
"CZK 14,500","CZK 5,000","CZK 19,500",720668,2+kk,Good,Personal,D,45 m²,8/14/2022,,Brick,,119.95,431.06,322.14,677.14,64.36,453.23,325.03,553.24,462.77,192.45,Prague - Žižkov,50.09483,14.49518,,Partly,,,,,,,,,,,,,
"CZK 15,900","CZK 2,800","CZK 25,000",728521,Studio,New-build,,A,40 m²,8/3/2022,2,Brick,,138.36,154.26,257.27,2591.54,678.76,241.17,1890.72,330.89,686.21,0.47,Prague - Ďáblice,50.14425,14.48322,,Partly,Electric boiler,,,,1.0,,,1.0,1.0,,,,
"CZK 12,500","CZK 2,500",CZK 0,451453,4+kk,,Personal,,25 m²,10/1/2022,1,Brick,1.0,162.87,669.15,307.6,738.52,0.72,352.26,230.38,221.64,673.67,213.34,"Pernerova, Prague - Karlín",50.0893256,14.4450233,,Fully furnished,,,,,,,,,,,,,
"CZK 16,000","CZK 4,000","CZK 32,000",729191,2+kk,New-build,,C,51 m²,8/9/2022,1,Brick,1.0,237.87,955.04,102.87,880.14,539.59,387.45,454.6,331.19,1070.89,122.94,Prague - Střížkov,50.12962,14.4931,,Unfurnished,,,,,,1.0,,,,,,,
"CZK 17,900",CZK 0,"CZK 17,900",594058,2+kk,Very good,Personal,B,46 m²,8/9/2022,2,Prefab concrete,,257.54,337.71,751.77,963.98,478.77,823.83,405.65,1042.81,2237.1,283.15,"K Rovinám, Prague - Jinonice",50.052495,14.365057,Complete,Partly,Central,Standard,,,,,,,,,,,
"CZK 21,000","CZK 3,700","CZK 21,000",729772,2+kk,New-build,,B,55 m²,9/1/2022,1,Brick,1.0,99.38,619.05,58.38,314.47,74.91,323.02,637.72,719.51,315.15,363.17,Prague - Holešovice,50.10461,14.45394,,Fully furnished,,,1.0,1.0,,,,1.0,1.0,,,,
"CZK 13,500","CZK 3,900","CZK 20,000",729754,Studio,New-build,Personal,C,32 m²,8/13/2022,2,Brick,1.0,316.32,1158.31,607.56,3768.19,297.19,584.27,941.78,3190.85,1111.36,311.61,Prague - Dolní Měcholupy,50.06689,14.55286,Complete,Fully furnished,Central,Standard,,1.0,,,Up to 10 years,1.0,,,,,
"CZK 14,999","CZK 5,000","CZK 30,000",284845,3+1,,Personal,,75 m²,,,Brick,,147.22,108.13,162.83,574.38,244.0,78.72,238.0,837.51,1013.85,448.35,"Lipí, Prague - Horní Počernice",50.1148176,14.6115998,,Fully furnished,,,,,,,,,,,,,
"CZK 22,895","CZK 4,974","CZK 40,000",520606,2+kk,New-build,Personal,B,61 m²,8/17/2022,2,Brick,1.0,266.74,130.97,156.48,1599.96,103.61,1031.33,1142.37,733.92,914.21,118.49,Prague - Stodůlky,50.045754631723,14.302769103705,Complete,Fully furnished,Central,Luxurious,,1.0,,,Up to 10 years,1.0,,,,,
"CZK 14,000","CZK 3,500","CZK 10,000",572808,1 bedroom,,Personal,C,48 m²,10/1/2022,,Brick,,593.42,1563.03,985.96,1497.87,902.07,1539.96,1115.46,854.83,2677.62,641.14,"V Podhoří, Prague - Troja",50.1277983,14.4032229,,Partly,,,1.0,,,,,,1.0,,,,
"CZK 15,000","CZK 2,500","CZK 10,000",355657,Studio,Very good,Personal,C,31 m²,10/1/2022,6,Prefab concrete,1.0,116.53,539.22,323.54,628.53,89.16,929.12,412.29,436.2,125.33,160.97,"Topolová, Prague - Záběhlice",50.056367,14.5081821,Complete,Fully furnished,Electric boiler,Standard,,,,,Up to 10 years,1.0,,,,,
"CZK 14,000","CZK 3,900","CZK 25,000",590617,2 bedroom,Very good,Other,E,56 m²,9/15/2022,1,Other,1.0,160.54,500.04,164.13,314.58,170.86,270.69,164.67,274.83,505.0,419.68,"Kolátorova, Prague - Břevnov",50.084717,14.371051,,Partly,Central,,1.0,,,,,,,,,,
"CZK 16,000","CZK 4,500","CZK 30,000",567644,2+kk,Very good,Personal,B,60 m²,11/1/2022,2,Other,1.0,418.09,2005.45,2004.8,2524.93,2073.58,2053.8,2603.95,2619.27,1714.42,1372.64,"Lošáková, Prague - Pitkovice",50.0138924,14.5867087,,Partly,,Standard,1.0,1.0,,,Up to 10 years,1.0,1.0,,,,
"CZK 14,000","CZK 1,300","CZK 28,000",574992,2+kk,New-build,Personal,,43 m²,9/1/2022,1,Brick,1.0,227.25,66.72,146.12,271.01,170.1,203.15,427.7,447.44,1166.77,322.96,"Krátký lán, Prague - Vokovice",50.0966337,14.3619598,Complete,Unfurnished,Gas boiler,Standard,1.0,,,,Up to 10 years,1.0,,,,,
"CZK 19,000","CZK 5,000","CZK 24,000",704308,2+kk,New-build,Personal,B,54 m²,4/1/2022,3,Brick,1.0,300.19,883.57,676.94,554.32,271.1,1302.44,469.97,769.87,455.5,210.7,"Pod Stárkou, Prague - Michle",50.05812,14.45611,,Partly,Geothermal,Luxurious,1.0,,,1.0,Up to 10 years,1.0,1.0,1.0,,,
"CZK 17,500","CZK 3,000","CZK 40,000",729011,2 bedroom,Very good,,G,52 m²,8/15/2022,6,Prefab concrete,1.0,177.07,269.0,231.65,226.23,267.11,290.6,407.63,406.33,1050.8,116.53,Prague - Malešice,50.08182,14.50268,,Partly,,,1.0,,,,,,,,,,
"CZK 23,000","CZK 2,085","CZK 50,200",728488,3+kk,Very good,,D,70 m²,8/15/2022,2,Prefab concrete,1.0,149.3,329.81,60.5,549.65,426.17,223.19,445.02,571.19,569.54,183.67,"Petýrkova, Prague - Chodov",50.0297134,14.4867098,,Unfurnished,,,1.0,,,1.0,,,,,,,
"CZK 10,500","CZK 2,400","CZK 12,000",698535,Studio,Good,Personal,G,30 m²,7/1/2022,2,Prefab concrete,1.0,297.87,147.25,573.29,1497.54,55.44,856.83,652.11,201.35,235.95,80.18,"Bukolská, Prague - Bohnice",50.13068,14.43328,,Fully furnished,Central,,,,,,,,,,,,
"CZK 19,990","CZK 3,500","CZK 23,500",729717,2+kk,Very good,,G,46 m²,10/1/2022,4,Prefab concrete,1.0,284.17,245.2,246.37,273.86,239.52,266.03,346.18,377.4,600.14,218.74,Prague - Stodůlky,50.04412,14.3335,Complete,Fully furnished,Central,,,,,1.0,,,,,,,
"CZK 20,000","CZK 5,500","CZK 30,000",728974,2+kk,Very good,,G,50 m²,8/7/2022,,Brick,,163.17,1460.32,391.65,714.12,243.34,686.55,366.05,249.98,869.35,280.34,Prague - Bubeneč,50.10882,14.4003,,Fully furnished,,,1.0,,,,,,,1.0,,,
"CZK 18,500","CZK 5,990","CZK 23,000",513052,3+1,Good,Personal,A,75 m²,9/1/2022,6,Prefab concrete,1.0,351.74,1212.9,293.28,850.1,350.33,207.65,366.1,626.86,1723.21,98.13,Prague - Černý Most,50.1063173,14.572282,Exterior,Fully furnished,Central,Standard,,1.0,,,,,,,,,
"CZK 25,000","CZK 3,000","CZK 50,000",728962,3+1,Very good,,G,70 m²,10/1/2022,5,Prefab concrete,1.0,76.47,230.59,118.58,144.76,131.77,179.15,229.8,215.28,573.28,273.54,Prague - Hlubočepy,50.0358,14.37752,,Partly,,,1.0,1.0,,,,,,,,,
"CZK 19,000","CZK 4,000","CZK 40,000",577465,2+kk,Very good,Personal,,54 m²,8/8/2022,2,Brick,,215.92,1028.43,112.45,206.36,186.07,125.43,594.28,371.57,355.19,379.38,"Viktorinova, Prague - Nusle",50.0589996,14.4325461,Complete,Fully furnished,,,1.0,,,,Over 50 years,,,,,,
"CZK 14,000","CZK 3,000","CZK 25,000",725587,Studio,Very good,,G,33 m²,8/15/2022,,Brick,,817.84,1330.16,1030.06,1156.88,691.6,1186.71,1014.98,1019.92,1014.62,670.9,Prague - Vokovice,50.10321,14.35191,,Partly,,,,,1.0,,,,,,,,
"CZK 21,990","CZK 3,407","CZK 25,397",729697,2+kk,New-build,Personal,C,58 m²,8/21/2022,2,Other,1.0,356.7,653.35,563.88,2270.73,373.52,776.99,782.38,587.03,1560.51,157.37,"Hrašeho, Prague - Čimice",50.13851916666,14.42648583333,,Unfurnished,,,1.0,1.0,,,,1.0,1.0,,,"CZK 25,397",
"CZK 32,000","CZK 3,000","CZK 35,000",689930,3+1,Very good,Personal,C,80 m²,9/1/2022,2,Brick,1.0,83.09,278.62,205.88,378.41,5.96,503.36,395.91,397.31,304.34,390.61,"Novákových, Prague - Libeň",50.10418,14.47862,,Fully furnished,Central,,,,,,,,,,,,
"CZK 28,500","CZK 4,900","CZK 28,500",729694,3+kk,Very good,,G,76 m²,8/12/2022,1,Brick,1.0,83.64,611.38,81.87,629.89,10.85,661.05,486.54,529.59,401.64,426.26,Prague - Vinohrady,50.06811,14.43465,,Partly,,,,,,,,,,,1.0,,
"CZK 28,000","CZK 7,200","CZK 56,000",584777,3+1,Very good,Personal,G,110 m²,9/1/2022,6,Brick,1.0,286.67,574.75,38.34,342.06,12.03,299.95,392.01,283.12,620.33,292.11,"Sudoměřská, Prague - Žižkov",50.079945,14.458475,Complete,Fully furnished,,Standard,,,1.0,,,,,,,,
"CZK 12,000","CZK 5,000","CZK 36,000",290321,1 bedroom,Very good,Personal,,45 m²,9/1/2022,4,Brick,1.0,127.98,511.89,62.72,208.35,194.67,81.79,438.74,951.83,681.78,234.58,"Nýřanská, Prague - Radotín",49.9834399,14.3630214,,Partly,,Standard,,,,,10 to 30 years,,,,,,
"CZK 21,500","CZK 1,500","CZK 5,000",729685,2+kk,Very good,,G,46 m²,9/1/2022,1,Brick,,291.61,184.22,159.81,343.76,98.8,382.28,349.22,55.72,247.17,362.7,Prague - Vinohrady,50.07608,14.46399,,Fully furnished,,,,,,,,,,,,,
"CZK 13,000","CZK 3,000","CZK 26,000",729676,Studio,New-build,,G,36 m²,9/1/2022,,Brick,1.0,335.73,1631.27,344.95,2039.5,595.56,1085.15,1796.47,2522.74,541.03,186.38,Prague - Hostavice,50.08528,14.56306,,Partly,,,,,1.0,,,1.0,,,,,
"CZK 14,500","CZK 2,000","CZK 25,000",729672,1 bedroom,New-build,,C,55 m²,9/12/2022,1,Other,,257.29,300.15,33.66,194.47,8.77,205.24,71.99,288.83,109.46,536.46,Prague - Žižkov,50.08521,14.45006,,Partly,,,,,,,,,,,,,
"CZK 18,000","CZK 5,000","CZK 40,000",9349,2+kk,,Personal,E,50 m²,9/1/2022,2,Brick,,304.48,869.35,195.04,351.24,213.59,304.16,191.51,145.15,539.67,409.18,"Jeseniova, Prague - Žižkov",50.089056,14.473377,,Partly,,Standard,,,,1.0,30 - 50 years,,,,,,
"CZK 13,500","CZK 5,000",CZK 0,430594,2 bedroom,Very good,Personal,B,60 m²,9/1/2022,3,Brick,,186.72,293.18,218.25,2597.83,837.29,399.71,1897.0,489.42,844.75,271.76,"Legionářů, Prague - Ďáblice",50.144275696926,14.486294358752,,Partly,,,,,,,Up to 10 years,,,,,,
"CZK 14,500","CZK 2,100","CZK 20,000",729648,2+kk,Good,,C,43 m²,9/1/2022,10,Prefab concrete,,142.01,314.5,268.56,2635.66,318.83,312.14,379.46,1691.27,1244.29,72.32,Prague - Ruzyně,50.0892,14.30693,,Partly,,,,1.0,,,,,,,,,
"CZK 21,000","CZK 3,360","CZK 40,000",551447,2+kk,,Personal,B,51 m²,8/25/2022,2,Brick,,283.79,148.02,158.99,1617.01,45.16,1048.39,1159.42,750.98,931.26,135.54,Prague - Stodůlky,50.0460523,14.3020788,,Partly,Central,Standard,,,1.0,,Up to 10 years,1.0,,,,,
"CZK 12,000","CZK 5,000","CZK 20,000",729652,1 bedroom,Very good,,G,45 m²,9/1/2022,4,Brick,,196.54,1235.93,253.83,1002.82,297.85,497.67,95.98,558.82,1100.42,126.9,Prague - Modřany,50.00691,14.40377,,Fully furnished,,,,,,,,,,,,,
"CZK 14,000","CZK 4,200","CZK 14,000",437594,2 bedroom,Good,Cooperative,,64 m²,9/1/2022,4,Brick,,219.09,1106.44,213.31,832.39,198.15,169.31,501.71,326.11,612.07,249.08,"Krupská, Prague - Strašnice",50.0686082,14.4969042,,Partly,Distance,,1.0,,,,30 - 50 years,,,,1.0,,
"CZK 13,500","CZK 3,000","CZK 16,500",725391,Studio,New-build,,A,31 m²,8/1/2022,2,Brick,1.0,229.9,947.02,205.09,713.91,247.68,447.39,154.37,412.65,1095.26,196.69,Prague - Modřany,50.0061,14.40679,,Partly,,,,,,,,1.0,,,,,
"CZK 25,000","CZK 3,200","CZK 56,500",727402,2 bedroom,Very good,Personal,E,70 m²,10/1/2022,4,Brick,,301.78,703.07,65.42,479.72,19.7,478.06,235.91,249.48,483.71,218.62,"Ruská, Prague - Vršovice",50.07222495,14.45512555,Complete,Partly,,,,1.0,,,,,,,,,
"CZK 3,000","CZK 3,000","CZK 2,000",547824,4+kk,Good,Personal,,6 m²,8/13/2022,5,Brick,,216.22,290.06,122.19,317.0,101.84,253.37,12.82,123.6,442.58,372.04,"Krásova, Prague - Žižkov",50.0837704,14.446726,,Fully furnished,,,,,,,,,,,,,
"CZK 24,000",CZK 0,"CZK 24,000",425050,2+kk,Very good,Personal,D,63 m²,10/1/2022,6,Brick,1.0,89.4,400.63,172.37,246.41,338.79,420.2,289.98,221.48,688.73,299.36,"Bělocerkevská, Prague - Vršovice",50.0708974,14.469628,Complete,Fully furnished,Central,Luxurious,,,,,Up to 10 years,1.0,,,,,
