Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Ownership,Age,Designe,Building type,Heating,EPC,Condition,Enclosed balcony,Lift,Cellar,Balcony,Parking,Garage,New-build,Reconstruction,Terrace,Administrative fee,Plot type,Plot space,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 17,000","CZK 8,000",726325,3+kk,7/18/2022,66 m²,Partly,1,575.02,1387.51,716.85,1400.75,1023.1,969.64,1098.69,1468.75,775.52,739.86,Prague - Záběhlice,50.06048,14.48865,"CZK 34,000",,,,Brick,,C,Very good,,,1.0,,,,,,1.0,,,,
"CZK 33,750","CZK 11,250",726019,2+kk,7/22/2022,75 m²,Fully furnished,6,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,
"CZK 9,800","CZK 1,000",726317,4+kk,7/18/2022,100 m²,Partly,3,211.42,282.47,251.72,306.61,99.3,347.74,186.43,513.6,652.06,272.44,Prague - Smíchov,50.07703,14.40776,"CZK 9,000",,,,Brick,,G,Very good,,1.0,,1.0,,,,,,,,,
"CZK 13,000","CZK 5,000",726316,Studio,9/1/2022,35 m²,Partly,3,189.02,311.41,105.38,95.59,96.38,138.78,215.35,327.3,1089.46,274.69,Prague - Stodůlky,50.05052,14.34436,"CZK 13,000",,,,,,G,Very good,,1.0,,1.0,,,,,,,,,
"CZK 19,000","CZK 3,000",726314,3+1,7/18/2022,80 m²,Unfurnished,3,404.58,468.98,395.37,596.23,382.39,546.53,652.18,655.6,652.85,168.94,Prague - Záběhlice,50.0598,14.49882,"CZK 20,000",,,,Prefab concrete,,C,Very good,1.0,,,,,,,,,,,,
"CZK 12,000","CZK 3,850",547061,Studio,8/1/2022,35 m²,Fully furnished,4,496.75,876.54,126.45,3157.03,110.54,1202.73,893.79,91.35,2060.89,125.33,Prague - Čakovice,50.1561965,14.5162757,"CZK 24,000",Personal,Up to 10 years,Standard,Brick,Central,B,New-build,,1.0,1.0,1.0,,1.0,,,,,,,
"CZK 12,000","CZK 4,500",726304,2+kk,8/1/2022,40 m²,Partly,5,107.44,1295.05,188.34,1644.08,112.71,709.13,842.85,1174.67,559.7,380.76,Prague - Krč,50.02978,14.44976,"CZK 16,500",Personal,10 to 30 years,,Prefab concrete,Central,G,Very good,,1.0,,,,,,,,,,,
"CZK 31,590","CZK 10,530",722787,1 bedroom,8/4/2022,52 m²,Fully furnished,3,194.81,408.3,97.23,765.36,41.67,716.59,415.49,296.07,511.26,224.74,"Rybalkova, Prague - Vinohrady",50.0719171,14.4429188,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 41,850","CZK 13,950",717609,2+kk,8/14/2022,45 m²,Fully furnished,2,110.1,273.82,156.66,129.22,76.56,142.67,300.13,496.4,282.11,367.31,"Dlážděná, Prague - Nové Město",50.0865843,14.4323212,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 16,500","CZK 4,200",726298,2+kk,7/18/2022,49 m²,Fully furnished,2,226.83,1030.63,107.63,296.22,60.83,119.14,352.79,307.25,395.11,321.18,Prague - Žižkov,50.09064,14.47279,"CZK 20,000",,,,Brick,,G,Very good,,1.0,1.0,,1.0,,,,,,,,
"CZK 36,000","CZK 5,000",726296,2 bedroom,8/1/2022,99 m²,Fully furnished,4,122.94,258.58,133.88,395.37,98.69,163.66,345.48,354.2,447.9,243.26,Prague - Karlín,50.09334,14.44557,"CZK 41,000",,,,Brick,,A,Very good,1.0,1.0,1.0,,,,,,,,,,
"CZK 9,000","CZK 4,000",726274,1 bedroom,7/18/2022,34 m²,Fully furnished,3,417.09,950.04,465.86,1750.11,506.21,841.5,523.68,1384.76,489.39,437.98,Prague - Krč,50.02414,14.4561,"CZK 15,000",,,,Prefab concrete,Central,G,Good,,1.0,1.0,1.0,,,,,,,,,
"CZK 14,000","CZK 2,500",512975,2+kk,9/1/2022,45 m²,Partly,5,243.69,642.56,158.63,321.57,313.0,374.45,423.16,325.89,434.55,285.31,"Tatarkova, Prague - Háje",50.0292056,14.5275222,"CZK 15,000",Personal,,,Prefab concrete,Central,C,,,,,,,,,,,,,,
"CZK 19,900",CZK 100,726290,2+kk,8/1/2022,71 m²,Partly,1,130.0,603.15,261.96,289.79,85.18,400.97,388.68,313.78,156.13,235.17,Prague - Vršovice,50.06882,14.46059,"CZK 19,900",,,,Brick,,C,Very good,,1.0,1.0,1.0,1.0,,,,,,,,
"CZK 14,500","CZK 4,500",721818,2+kk,6/15/2022,47 m²,Partly,10,101.14,440.68,93.94,1222.38,560.21,540.32,391.23,224.0,444.79,207.45,Prague - Chodov,50.03262,14.51372,"CZK 29,000",,,Standard,Prefab concrete,Distance,G,Very good,1.0,1.0,1.0,,,,,,,,,,
"CZK 12,500","CZK 1,500",726283,Studio,8/1/2022,28 m²,Unfurnished,1,284.02,1477.58,313.2,862.98,409.82,388.09,654.56,546.67,661.89,388.69,Prague - Bubeneč,50.11055,14.39638,"CZK 12,500",,,,Brick,,G,Very good,,,1.0,,,,,,,,,,
"CZK 25,000","CZK 3,000",535800,3+1,7/22/2022,75 m²,Partly,2,293.3,836.77,479.24,652.99,626.43,683.72,383.28,767.23,841.36,156.93,"Na Stárce, Prague - Košíře",50.0662716,14.370693,"CZK 25,000",Personal,,Standard,Brick,Gas boiler,,,1.0,,1.0,1.0,,,,Complete,,,,,
"CZK 32,000","CZK 2,000",516513,3+1,9/1/2022,112 m²,Fully furnished,,282.55,1414.19,349.57,1993.08,220.21,1525.59,332.44,943.48,622.98,605.31,"Stochovská, Prague - Ruzyně",50.0851195,14.3196968,"CZK 32,000",Personal,,,Brick,,,,,,,1.0,,,,,1.0,,,,
"CZK 16,900","CZK 3,377",725692,2+kk,8/1/2022,36 m²,Partly,2,280.94,243.0,52.99,269.94,51.49,148.09,81.75,231.68,119.22,596.7,Prague - Žižkov,50.08505,14.4495,"CZK 34,000",,,,Other,,C,Good,,1.0,,,,,,,,,,,
"CZK 12,500","CZK 4,000",443850,2+kk,9/1/2022,45 m²,Unfurnished,2,169.95,436.29,706.29,872.76,144.76,778.35,317.0,1141.4,2335.68,203.78,"Polívkova, Prague - Jinonice",50.0517995,14.3653519,"CZK 12,500",Personal,,,Prefab concrete,Distance,,,,,,,,,,,,,,,
"CZK 28,100","CZK 3,801",571766,2+kk,7/24/2022,75 m²,Fully furnished,4,263.94,473.14,107.04,412.76,39.58,450.66,409.9,711.12,442.84,75.83,"Liliová, Prague - Staré Město",50.0847515,14.4166508,"CZK 56,200",Personal,,Luxurious,Brick,Gas boiler,,,,,1.0,,,,,,,,,,
"CZK 41,625","CZK 13,875",720848,4+kk,9/1/2022,112 m²,Fully furnished,4,168.35,737.87,30.76,217.13,7.9,216.51,106.1,336.15,114.49,565.37,"Ostrovní, Prague - Nové Město",50.0806286,14.4175374,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,
"CZK 18,669","CZK 6,223",723356,Studio,8/5/2022,24 m²,Fully furnished,5,204.75,529.92,107.76,271.28,117.3,198.17,381.93,473.46,640.15,688.11,"Tyršova, Prague - Nové Město",50.073014,14.4308483,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 32,000",CZK 0,605640,3+1,7/18/2022,105 m²,Fully furnished,6,34.9,549.1,38.77,426.83,210.09,247.2,243.11,885.79,330.95,195.7,"Ortenovo Náměstí, Prague - Holešovice",50.107541,14.447903,"CZK 60,000",Personal,,,Brick,Gas boiler,G,Very good,,1.0,,,,,,Complete,,,,,
"CZK 25,000","CZK 3,000",726271,3+1,7/18/2022,102 m²,Unfurnished,7,140.18,290.68,110.45,222.33,54.43,9.28,206.26,186.41,648.17,294.03,Prague - Vinohrady,50.07551,14.45249,"CZK 25,000",,,,Brick,,G,Very good,,1.0,1.0,1.0,,,,,,,,,
"CZK 12,499",CZK 450,719341,2+kk,7/19/2022,56 m²,Partly,-1,426.59,564.06,290.56,401.83,239.11,550.2,624.34,664.23,705.99,727.46,"Příběnická, Prague - Žižkov",50.08648,14.44152,"CZK 30,000",Personal,Up to 10 years,Standard,Brick,Electric boiler,G,Very good,,,,,,,,Complete,,,,,
"CZK 22,000","CZK 2,000",641473,2+kk,9/1/2022,44 m²,Fully furnished,1,58.64,232.21,128.61,524.14,57.31,571.77,168.73,519.82,339.9,331.64,"Šeříková, Prague - Malá Strana",50.081416,14.406251,"CZK 22,000",Personal,,,Brick,Gas boiler,G,Very good,,1.0,1.0,,,,,,,,,,
"CZK 26,000",CZK 0,726268,3+1,7/18/2022,117 m²,Unfurnished,5,241.62,161.82,121.59,223.4,34.77,344.25,147.35,252.64,238.09,478.58,Prague - Smíchov,50.07441,14.40607,"CZK 26,000",,,,Brick,,G,Very good,,1.0,,,,,,,,,,,
"CZK 27,990",CZK 0,722477,2+kk,7/14/2022,88 m²,Fully furnished,3,55.18,233.26,29.65,96.24,7.41,183.92,185.53,258.44,151.78,202.27,Prague - Staré Město,50.09075,14.42626,"CZK 45,000",Personal,Over 50 years,,Brick,,,Very good,,,1.0,,,,,Complete,,,,,
"CZK 29,042","CZK 5,400",714221,2+kk,6/29/2022,41 m²,Fully furnished,2,114.97,322.47,148.11,358.42,93.83,239.77,292.45,648.47,210.65,514.5,"Washingtonova, Prague - Nové Město",50.080715418652,14.431066350791,"CZK 58,084",Personal,Over 50 years,Standard,Brick,Electric boiler,D,Very good,,1.0,,,,,,Complete,,,,,
"CZK 19,851","CZK 4,100",714225,Studio,7/1/2022,27 m²,Fully furnished,4,135.82,343.32,168.96,378.88,114.68,260.62,313.3,627.62,231.5,535.35,"Washingtonova, Prague - Nové Město",50.080550474458,14.430927343016,"CZK 39,702",Personal,Over 50 years,Standard,Brick,Electric boiler,D,Very good,,1.0,,,,,,Complete,,,,,
"CZK 8,700","CZK 3,000",726262,Small studio,7/18/2022,20 m²,Unfurnished,1,259.08,402.76,65.14,276.58,75.05,143.57,210.93,619.75,21.23,467.36,Prague - Holešovice,50.10152,14.42674,"CZK 11,700",,,,Other,,G,Very good,,,,,,,,,,,,,
"CZK 15,000","CZK 1,100",465536,1 bedroom,7/19/2022,51 m²,Unfurnished,2,135.31,645.56,69.07,195.19,73.75,509.25,187.4,446.26,403.89,368.03,"Charkovská, Prague - Vršovice",50.07084,14.450146,"CZK 15,000",Personal,,,Brick,Gas boiler,,Very good,,,,,,,,Complete,,,,,
"CZK 7,900","CZK 2,000",27475,Other,7/19/2022,20 m²,Fully furnished,1,229.62,465.02,244.47,2033.06,102.15,1425.0,403.37,1526.17,474.64,467.86,Prague - Hrdlořezy,50.0925288,14.5150542,"CZK 9,900",Personal,Up to 10 years,Standard,Brick,Central,B,Very good,,,,,1.0,,,Complete,1.0,,,,
"CZK 35,000","CZK 4,000",726261,4+kk,9/1/2022,105 m²,Partly,4,176.94,482.05,127.19,248.59,100.11,279.34,165.14,563.57,346.78,152.06,Prague - Bubeneč,50.09927,14.40151,"CZK 50,000",,,,Brick,,G,Very good,,1.0,1.0,1.0,,,,,,,,,
"CZK 19,600","CZK 4,300",349115,2+kk,9/1/2022,67 m²,Fully furnished,2,200.44,899.67,116.64,347.09,27.75,327.12,327.09,562.48,353.21,44.52,"Kurta Konráda, Prague - Libeň",50.1050691,14.4879729,"CZK 47,800",Personal,Up to 10 years,Luxurious,Low-energy,Central,A,New-build,,1.0,1.0,,,,1.0,,1.0,,,,
"CZK 11,400","CZK 3,500",81853,Other,8/1/2022,28 m²,Fully furnished,1,243.45,478.85,258.3,2046.89,115.98,1438.83,417.2,1540.0,460.95,481.69,"Českobrodská , Prague - Hrdlořezy",50.0926407,14.5152064,"CZK 14,900",Personal,10 to 30 years,Standard,Brick,Central,B,Very good,,,,,1.0,,,Complete,1.0,,,,
"CZK 14,000","CZK 6,000",30826,2 bedroom,7/18/2022,63 m²,Fully furnished,3,194.39,690.9,418.32,670.27,674.96,694.95,876.74,588.38,588.98,97.7,"Pražská, Prague - Hostivař",50.0562157532,14.5220911503,"CZK 20,000",Personal,10 to 30 years,Standard,Prefab concrete,Distance,,Very good,,1.0,1.0,1.0,1.0,,,Complete,,,,,
"CZK 12,000","CZK 3,000",612594,Small studio,7/14/2022,30 m²,Fully furnished,2,273.79,1014.9,621.92,826.9,720.35,529.84,591.13,667.21,1355.58,682.2,"Mantovská, Prague - Horní Měcholupy",50.041946,14.569451,"CZK 15,000",Personal,Up to 10 years,Standard,Brick,,B,New-build,,1.0,1.0,1.0,,,1.0,,,,,,
"CZK 26,500","CZK 6,000",726255,2+kk,10/15/2022,62 m²,Fully furnished,6,233.81,263.79,224.72,209.67,157.54,237.24,550.05,558.77,525.3,270.97,Prague - Karlín,50.09419,14.44737,"CZK 50,000",,,,Low-energy,,G,Very good,1.0,1.0,1.0,,,1.0,1.0,,,,,,
"CZK 9,500",CZK 500,726158,2 bedroom,7/20/2022,40 m²,Partly,4,170.78,698.9,216.61,202.1,134.23,342.31,564.75,559.7,505.16,263.3,Prague - Žižkov,50.08827,14.465,"CZK 10,000",,,,Brick,,D,Good,,1.0,,,,,,,,,,,
"CZK 23,744","CZK 7,914",726254,2 bedroom,8/13/2022,37 m²,Fully furnished,9,255.2,724.57,83.91,563.08,180.49,649.38,230.57,184.27,375.6,146.05,"Horáčkova, Prague - Krč",50.046653,14.4354901,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 29,531","CZK 9,844",725898,1 bedroom,8/6/2022,27 m²,Fully furnished,5,177.64,336.61,201.98,193.79,97.67,384.81,520.07,513.35,420.75,573.98,"Rubešova, Prague - Vinohrady",50.0780084,14.4324186,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 24,000","CZK 4,500",722549,2+kk,9/19/2022,65 m²,Fully furnished,3,227.46,691.34,588.99,525.99,212.85,1168.42,616.53,267.86,519.55,82.08,Prague - Smíchov,50.06063,14.39124,"CZK 28,500",,,,Low-energy,,B,Very good,,,1.0,1.0,1.0,1.0,,,,,,,
"CZK 18,000","CZK 4,500",723778,2 bedroom,9/1/2022,44 m²,Fully furnished,1,352.32,225.43,4.78,266.05,15.87,445.04,295.47,480.36,839.24,181.21,Prague - Vinohrady,50.0793,14.45253,"CZK 36,000",,,,Brick,,G,Very good,,,1.0,,,,,,,,,,
"CZK 6,000","CZK 2,000",500609,Small studio,8/1/2022,20 m²,Fully furnished,3,164.07,144.9,188.6,585.53,243.18,224.47,830.61,406.62,704.96,432.45,"U Stírky, Prague - Libeň",50.1199233,14.461903,"CZK 10,000",Personal,,,Prefab concrete,Central,B,,,1.0,,,,,,,,,,,
"CZK 22,000","CZK 7,000",726131,3+kk,9/1/2022,75 m²,Partly,1,293.03,747.33,190.4,1402.37,690.09,946.06,683.15,596.45,465.93,587.53,Prague - Troja,50.12618,14.43343,"CZK 30,000",,,,Prefab concrete,,G,New-build,,1.0,,,,,1.0,,,,,,
"CZK 14,000","CZK 3,000",619848,1 bedroom,8/1/2022,37 m²,Fully furnished,2,406.36,1419.35,472.02,1091.68,228.99,459.35,284.7,341.71,361.7,289.39,"Královická, Prague - Strašnice",50.065369,14.5102,"CZK 21,000",Personal,,Standard,Brick,Distance,F,Very good,,1.0,,,,,,,,,,,
"CZK 7,500",CZK 0,724692,3+1,8/1/2022,63 m²,Fully furnished,5,104.67,745.53,173.45,868.68,402.1,153.89,477.35,366.26,945.52,155.81,Prague - Chodov,50.02711,14.52102,"CZK 15,000",Personal,,,Prefab concrete,Distance,G,Very good,1.0,1.0,1.0,1.0,,,,Complete,,,,,
"CZK 12,500","CZK 4,400",213656,2+kk,9/1/2022,44 m²,Fully furnished,1,167.13,390.06,210.36,522.97,236.77,480.03,273.63,521.59,468.46,208.08,"U nových domů I, Prague - Krč",50.0468902,14.4410624,"CZK 15,000",Personal,Over 50 years,Standard,Brick,Gas boiler,,Good,,,1.0,,,,,Complete,,,,,
"CZK 14,000","CZK 4,500",726029,2 bedroom,9/1/2022,54 m²,Fully furnished,3,265.56,734.43,286.13,412.51,233.42,523.7,250.16,265.15,202.77,221.9,Prague - Vršovice,50.06945,14.46176,"CZK 30,000",,Over 50 years,Standard,Brick,Central,G,Good,,1.0,,,,,,,,,,,
"CZK 30,000","CZK 10,000",718922,Studio,7/22/2022,45 m²,Fully furnished,5,241.61,542.2,98.71,270.79,176.01,313.55,455.64,821.55,633.96,593.3,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 37,500","CZK 12,500",718920,2+kk,8/4/2022,60 m²,Fully furnished,3,241.61,542.2,98.71,270.79,176.01,313.55,455.64,821.55,633.96,593.3,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,
"CZK 23,000","CZK 4,260",726152,2+kk,7/17/2022,52 m²,Fully furnished,3,114.0,972.18,321.77,332.19,471.11,416.72,438.84,1706.01,652.65,149.4,Prague - Třebonice,50.05608,14.2904,"CZK 40,000",,,,Low-energy,,B,New-build,,1.0,1.0,1.0,1.0,,1.0,,,,,,
"CZK 74,813","CZK 24,937",722375,4+1,8/23/2022,136 m²,Fully furnished,3,305.35,609.48,123.44,435.97,59.26,202.94,375.9,628.46,401.54,92.23,"Betlémská, Prague - Staré Město",50.0837893,14.416317,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 37,500","CZK 12,500",717602,2+kk,7/22/2022,56 m²,Fully furnished,5,242.69,541.12,99.79,271.87,177.08,314.62,456.71,820.48,635.04,594.38,"Mečislavova, Prague - Nusle",50.0633339,14.4440155,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 16,990","CZK 4,447",719087,2 bedroom,7/21/2022,71 m²,Fully furnished,4,181.09,278.72,199.28,2296.51,139.69,392.85,251.23,475.95,1250.09,245.43,"Na Mlejnku, Prague - Braník",50.03828527777,14.41014416666,"CZK 21,437",Personal,,,Brick,,D,Very good,1.0,1.0,,,,,,,,"CZK 21,437",,,
"CZK 28,425","CZK 9,475",721648,Studio,7/22/2022,30 m²,Fully furnished,2,210.86,382.06,250.08,989.18,169.53,744.75,811.66,1049.67,387.48,543.22,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 25,808","CZK 8,602",725069,2 bedroom,9/6/2022,54 m²,Fully furnished,5,221.57,827.75,176.34,604.4,98.94,602.74,417.35,332.18,571.22,245.6,"Bulharská, Prague - Vršovice",50.0720218,14.4618189,,,,,,,,,,,,,,,,,,,,,
"CZK 21,675","CZK 7,225",725888,Studio,9/18/2022,35 m²,Fully furnished,2,233.1,571.46,103.21,275.27,139.29,314.88,470.1,600.61,643.99,585.85,"Mojmírova, Prague - Nusle",50.0630016,14.4450348,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 19,000","CZK 4,000",725615,3+1,7/12/2022,75 m²,Partly,2,232.12,5.18,458.98,3278.39,848.82,3283.8,403.44,84.36,757.46,514.95,Prague - Kolovraty,50.01347,14.62818,"CZK 35,000",,,,Brick,,G,Very good,1.0,,,,1.0,,,,,,,,
"CZK 15,900","CZK 1,800",532910,2+kk,9/1/2022,46 m²,Fully furnished,3,207.24,400.87,126.68,436.7,153.08,393.75,189.94,561.7,508.57,248.18,Prague - Krč,50.0465611,14.4418857,"CZK 15,900",Personal,,,Brick,,C,,,1.0,1.0,,,,,,,,,,
"CZK 34,898","CZK 11,632",726071,2 bedroom,9/4/2022,90 m²,Fully furnished,4,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 37,125","CZK 12,375",726070,2 bedroom,8/31/2022,90 m²,Fully furnished,2,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 32,175","CZK 10,725",726162,2+kk,9/16/2022,62 m²,Fully furnished,7,99.26,361.63,490.78,556.87,427.65,345.52,452.0,519.02,404.9,293.38,"Olšanská h, Prague - Žižkov",50.0830187,14.4654473,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 34,500","CZK 11,500",724514,2 bedroom,9/1/2022,76 m²,Fully furnished,5,173.24,237.07,170.98,194.52,84.53,150.25,482.36,158.74,537.92,88.5,"Slezská, Prague - Vinohrady",50.076837,14.4602531,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 19,800","CZK 6,600",726068,3+kk,9/3/2022,90 m²,Fully furnished,2,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 17,000","CZK 3,000",625904,1 bedroom,9/1/2022,38 m²,Partly,3,292.96,422.85,111.6,221.5,100.33,316.51,300.02,474.98,301.86,371.22,"Pod Stupni, Prague - Vršovice",50.068238,14.451752,"CZK 25,000",Personal,Up to 10 years,,Other,Distance,G,New-build,,1.0,,,,1.0,1.0,Interior,,,,,
"CZK 12,000","CZK 3,000",477437,Studio,9/1/2022,44 m²,Fully furnished,2,101.16,1085.19,961.77,1198.62,333.0,813.72,951.15,814.12,466.46,128.31,"Fikerova, Prague - Modřany",49.9990389,14.4107696,"CZK 20,000",Personal,Up to 10 years,Standard,Brick,Central,,New-build,,1.0,,1.0,,,1.0,,,,,,
"CZK 36,338","CZK 12,112",726160,5+kk,8/1/2022,180 m²,Fully furnished,1,710.63,2420.81,2011.34,2281.37,826.06,2150.45,2487.2,2253.5,2584.79,783.97,"Ibišková, Prague - Křeslice",50.0183023,14.5625656,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,
"CZK 25,380","CZK 8,460",723857,2 bedroom,8/12/2022,35 m²,Fully furnished,5,220.05,826.22,174.81,602.88,97.41,601.22,415.82,330.65,569.7,247.12,"Bulharská, Prague - Vršovice",50.0719625,14.461813,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,000",726156,Studio,7/17/2022,36 m²,Fully furnished,4,78.37,935.0,1337.38,2528.0,483.59,1888.46,1555.72,1953.25,1129.5,1209.25,Prague - Dolní Měcholupy,50.05623,14.54736,"CZK 20,000",Personal,10 to 30 years,,Other,Distance,G,New-build,,1.0,,1.0,,,,,,,,,
"CZK 18,750","CZK 6,250",726064,3+1,9/15/2022,90 m²,Fully furnished,2,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 42,075","CZK 14,025",726062,2 bedroom,8/30/2022,80 m²,Fully furnished,6,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 17,250","CZK 5,750",726060,3+kk,9/7/2022,90 m²,Fully furnished,2,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 22,500","CZK 5,500",726148,2 bedroom,8/1/2022,67 m²,Partly,2,732.67,524.1,711.78,1524.96,305.51,1047.89,590.4,485.73,128.14,417.23,Prague - Střešovice,50.08958,14.38264,"CZK 28,000",,,,Brick,,G,Very good,,1.0,1.0,1.0,1.0,,,,,,,,
"CZK 16,000","CZK 1,600",478756,2+kk,8/1/2022,45 m²,Unfurnished,2,249.54,548.55,122.43,237.02,53.56,232.8,153.57,683.69,213.77,140.49,"Jaselská, Prague - Bubeneč",50.099138,14.4026975,"CZK 18,000",Personal,,,Brick,,,,,1.0,,,,,,,,,,,
"CZK 18,900","CZK 3,000",725594,2+kk,8/1/2022,64 m²,Partly,2,312.75,709.44,672.23,713.76,959.04,780.68,694.7,305.37,654.72,252.49,Prague - Háje,50.032,14.53934,"CZK 37,800",,,,Other,,C,New-build,,1.0,1.0,,,,1.0,,,,,,
"CZK 16,000",CZK 700,620655,3+kk,9/1/2022,101 m²,Partly,1,100.37,279.0,89.95,238.18,11.52,52.47,275.27,287.65,628.68,296.42,"Ječná, Prague - Nové Město",50.075923,14.42155,"CZK 16,000",Personal,,Standard,Brick,Gas boiler,G,Very good,,,,,,,,,,,,,
"CZK 22,000","CZK 3,000",311816,2 bedroom,7/12/2022,46 m²,Fully furnished,3,140.52,931.28,212.86,415.83,141.84,828.45,460.55,460.02,899.19,361.44,"ulice Kloboučnická, Prague - Nusle",50.0613501,14.4500792,"CZK 22,000",Personal,,,Brick,,,Very good,,1.0,,1.0,,,,,,,,,
"CZK 17,900","CZK 2,000",632623,Studio,7/12/2022,30 m²,Fully furnished,6,139.85,930.61,212.2,415.16,141.18,827.78,459.88,459.35,898.53,360.77,"Kloboučnická, Prague - Nusle",50.061349,14.45007,"CZK 17,900",Personal,,Standard,Brick,,G,Very good,,1.0,,,,,,Complete,1.0,,,,
"CZK 12,000",CZK 400,540948,2+kk,10/1/2022,47 m²,Partly,3,92.58,1203.01,153.73,877.55,214.8,713.28,153.89,858.54,1142.79,1146.65,Prague - Vysočany,50.1017181,14.504162,CZK 0,Personal,,,Brick,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 6,500",470990,3+1,9/1/2022,76 m²,Fully furnished,13,287.4,552.12,45.19,594.8,598.29,570.2,327.15,187.02,581.53,164.54,"Hostýnská, Prague - Malešice",50.0823042,14.4937458,"CZK 25,000",Cooperative,,,Prefab concrete,Distance,,Very good,,1.0,1.0,1.0,,,,,,,,,
"CZK 16,000","CZK 1,700",372458,2+kk,8/1/2022,47 m²,Partly,2,96.9,240.13,31.3,88.14,59.09,109.35,248.58,275.21,564.15,327.9,"Štefánikova, Prague - Smíchov",50.0769418,14.4042068,"CZK 31,000",Personal,,,Brick,,,,,1.0,1.0,,,,,Complete,,,,,
"CZK 29,925","CZK 9,975",723520,1 bedroom,7/22/2022,30 m²,Fully furnished,3,22.29,481.37,107.82,95.32,6.34,158.39,351.4,425.94,380.79,468.94,"Legerova, Prague - Vinohrady",50.0749602,14.4305105,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 31,706","CZK 10,569",725729,3+1,9/1/2022,88 m²,Fully furnished,2,119.05,2342.79,342.47,1963.2,295.53,418.01,737.58,1682.86,894.29,390.71,"Weberova, Prague - Motol",50.073131,14.3495147,,,,,,,,,,,,,,,,,,,,,
"CZK 60,000","CZK 20,000",717693,2+kk,8/14/2022,,Fully furnished,3,177.2,646.63,182.16,39.81,37.58,122.34,27.5,101.85,349.84,194.18,"Ječná, Prague - Nové Město",50.0757302,14.4269087,,,,,,,,,,,,,,,,,,,,,
"CZK 17,500","CZK 4,500",720712,3+kk,6/1/2022,57 m²,Partly,3,217.36,722.43,413.73,1349.43,352.0,524.81,396.78,976.92,519.49,49.09,Prague - Lhotka,50.02405,14.44971,"CZK 22,000",Personal,,,Prefab concrete,Distance,G,Very good,1.0,,1.0,,1.0,,,Complete,,,,,
"CZK 24,413","CZK 8,137",724292,1 bedroom,8/6/2022,46 m²,Fully furnished,2,450.08,851.94,613.97,1216.3,634.57,923.06,534.48,156.81,999.06,301.07,"U Pernikářky, Prague - Smíchov",50.0745289,14.3827184,,,,,,,,,,,,,,,,,,,,,
