Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,EPC,Floor space,Fully furnished,Condition,Building type,Cellar,Lift,Domácí mazlíčci vítáni,Enclosed balcony,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Heating,Designe,Ownership,Reconstruction,Age,Terrace,Parking,New-build,Balcony,Garage,Administrative fee,Plot type
"CZK 19,000","CZK 5,000","CZK 24,000",704308,2+kk,4/1/2022,3,B,54 m²,Partly,New-build,Brick,1.0,1.0,,1.0,300.19,883.57,676.94,554.32,271.1,1302.44,469.97,769.87,455.5,210.7,"Pod Stárkou, Prague - Michle",50.05812,14.45611,Geothermal,Luxurious,Personal,,Up to 10 years,,1.0,1.0,,1.0,,
"CZK 10,500","CZK 2,400","CZK 12,000",698535,Studio,7/1/2022,2,G,30 m²,Fully furnished,Good,Prefab concrete,,1.0,,,297.87,147.25,573.29,1497.54,55.44,856.83,652.11,201.35,235.95,80.18,"Bukolská, Prague - Bohnice",50.13068,14.43328,Central,,Personal,,,,,,,,,
"CZK 20,000","CZK 5,500","CZK 30,000",728974,2+kk,8/7/2022,,G,50 m²,Fully furnished,Very good,Brick,1.0,,,,163.17,1460.32,391.65,714.12,243.34,686.55,366.05,249.98,869.35,280.34,Prague - Bubeneč,50.10882,14.4003,,,,,,,,,,1.0,,
"CZK 18,500","CZK 5,990","CZK 23,000",513052,3+1,9/1/2022,6,A,75 m²,Fully furnished,Good,Prefab concrete,,1.0,,,351.74,1212.9,293.28,850.1,350.33,207.65,366.1,626.86,1723.21,98.13,Prague - Černý Most,50.1063173,14.572282,Central,Standard,Personal,Exterior,,,,,1.0,,,
"CZK 25,000","CZK 3,000","CZK 50,000",728962,3+1,10/1/2022,5,G,70 m²,Partly,Very good,Prefab concrete,1.0,1.0,,,76.47,230.59,118.58,144.76,131.77,179.15,229.8,215.28,573.28,273.54,Prague - Hlubočepy,50.0358,14.37752,,,,,,,,,1.0,,,
"CZK 19,000","CZK 4,000","CZK 40,000",577465,2+kk,8/8/2022,2,,54 m²,Fully furnished,Very good,Brick,1.0,,,,215.92,1028.43,112.45,206.36,186.07,125.43,594.28,371.57,355.19,379.38,"Viktorinova, Prague - Nusle",50.0589996,14.4325461,,,Personal,Complete,Over 50 years,,,,,,,
"CZK 14,000","CZK 3,000","CZK 25,000",725587,Studio,8/15/2022,,G,33 m²,Partly,Very good,Brick,,,,,817.84,1330.16,1030.06,1156.88,691.6,1186.71,1014.98,1019.92,1014.62,670.9,Prague - Vokovice,50.10321,14.35191,,,,,,1.0,,,,,,
"CZK 21,990","CZK 3,407","CZK 25,397",729697,2+kk,8/31/2022,2,C,58 m²,Unfurnished,New-build,Other,1.0,1.0,,,356.7,653.35,563.88,2270.73,373.52,776.99,782.38,587.03,1560.51,157.37,"Hrašeho, Prague - Čimice",50.13851916666,14.42648583333,,,Personal,,,,1.0,1.0,1.0,,"CZK 25,397",
"CZK 32,000","CZK 3,000","CZK 35,000",689930,3+1,9/1/2022,2,C,80 m²,Fully furnished,Very good,Brick,,1.0,,,83.09,278.62,205.88,378.41,5.96,503.36,395.91,397.31,304.34,390.61,"Novákových, Prague - Libeň",50.10418,14.47862,Central,,Personal,,,,,,,,,
"CZK 28,500","CZK 4,900","CZK 28,500",729694,3+kk,8/12/2022,1,G,76 m²,Partly,Very good,Brick,,1.0,1.0,,83.64,611.38,81.87,629.89,10.85,661.05,486.54,529.59,401.64,426.26,Prague - Vinohrady,50.06811,14.43465,,,,,,,,,,,,
"CZK 12,000","CZK 5,000","CZK 36,000",290321,1 bedroom,9/1/2022,4,,45 m²,Partly,Very good,Brick,,1.0,,,127.98,511.89,62.72,208.35,194.67,81.79,438.74,951.83,681.78,234.58,"Nýřanská, Prague - Radotín",49.9834399,14.3630214,,Standard,Personal,,10 to 30 years,,,,,,,
"CZK 15,000","CZK 2,000","CZK 25,000",729672,1 bedroom,9/12/2022,1,C,55 m²,Partly,New-build,Other,,,,,257.29,300.15,33.66,194.47,8.77,205.24,71.99,288.83,109.46,536.46,Prague - Žižkov,50.08521,14.45006,,,,,,,,,,,,
"CZK 18,000","CZK 5,000","CZK 40,000",9349,2+kk,9/1/2022,2,E,50 m²,Partly,,Brick,,,,1.0,304.48,869.35,195.04,351.24,213.59,304.16,191.51,145.15,539.67,409.18,"Jeseniova, Prague - Žižkov",50.089056,14.473377,,Standard,Personal,,30 - 50 years,,,,,,,
"CZK 13,500","CZK 3,000","CZK 16,500",725391,Studio,8/1/2022,2,A,31 m²,Partly,New-build,Brick,,1.0,,,229.9,947.02,205.09,713.91,247.68,447.39,154.37,412.65,1095.26,196.69,Prague - Modřany,50.0061,14.40679,,,,,,,,1.0,,,,
"CZK 3,000","CZK 3,000","CZK 2,000",547824,4+kk,8/13/2022,5,,6 m²,Fully furnished,Good,Brick,,,,,216.22,290.06,122.19,317.0,101.84,253.37,12.82,123.6,442.58,372.04,"Krásova, Prague - Žižkov",50.0837704,14.446726,,,Personal,,,,,,,,,
"CZK 24,000",CZK 0,"CZK 24,000",425050,2+kk,10/1/2022,6,D,63 m²,Fully furnished,Very good,Brick,,1.0,,,89.4,400.63,172.37,246.41,338.79,420.2,289.98,221.48,688.73,299.36,"Bělocerkevská, Prague - Vršovice",50.0708974,14.469628,Central,Luxurious,Personal,Complete,Up to 10 years,,,1.0,,,,
"CZK 17,500","CZK 5,000","CZK 30,000",728905,2+kk,8/20/2022,3,C,52 m²,Partly,New-build,Brick,1.0,1.0,,,421.53,1650.45,368.8,2020.44,576.51,1104.33,1815.64,2607.26,521.97,205.56,Prague - Hostavice,50.08478,14.56296,,,,,,,,1.0,1.0,,,
"CZK 13,000","CZK 3,000","CZK 16,000",557444,Studio,9/1/2022,6,C,38 m²,Unfurnished,,Brick,1.0,,,,455.34,678.21,536.04,983.13,748.64,898.39,554.93,672.94,759.65,344.43,"Padovská, Prague - Horní Měcholupy",50.0428927,14.5489151,Distance,,Personal,,,,,,1.0,,,
"CZK 13,000","CZK 3,000","CZK 16,000",603525,Studio,9/1/2022,2,C,39 m²,Unfurnished,New-build,Brick,1.0,,,,405.82,1735.36,1054.69,1829.53,829.29,1537.37,1423.47,1689.02,1379.73,841.56,"Sicherova, Prague - Kyje",50.114749,14.56658,Central,,Personal,,,,,,1.0,1.0,,
"CZK 25,900","CZK 4,900","CZK 30,000",729635,3+1,9/1/2022,6,G,77 m²,Fully furnished,Very good,Prefab concrete,,1.0,,1.0,378.13,329.47,218.08,830.86,307.8,245.23,708.3,212.6,553.81,45.31,Prague - Stodůlky,50.04532,14.31142,,,Personal,,,,,,,,,
"CZK 13,000","CZK 3,700","CZK 26,000",729447,Studio,8/10/2022,1,B,36 m²,Partly,New-build,Low-energy,1.0,1.0,,,225.65,1912.7,1075.38,1671.57,442.3,1319.22,767.02,1380.36,1360.16,689.15,Prague - Modřany,50.01262,14.40006,,,,,,1.0,1.0,1.0,,1.0,,
"CZK 7,500","CZK 1,500","CZK 18,000",688853,Other,7/1/2022,,G,31 m²,Unfurnished,Very good,Brick,,,,,200.57,849.52,203.4,687.9,182.43,686.24,524.74,415.67,640.86,162.21,"Bulharská, Prague - Vršovice",50.07186,14.46305,,,Personal,,,,,,,,,
"CZK 22,000",CZK 0,"CZK 22,000",432247,1 bedroom,9/1/2022,2,,45 m²,Fully furnished,,Brick,,,,,197.76,857.82,342.23,943.3,410.97,290.24,475.46,954.62,856.38,529.02,"U Druhé baterie, Prague - Břevnov",50.0895188,14.366109,Gas boiler,,Personal,,,,,,,,,
"CZK 20,000","CZK 3,000","CZK 23,000",728576,2+kk,8/8/2022,5,C,44 m²,Partly,Very good,Brick,1.0,1.0,,,196.69,677.01,256.56,657.16,221.18,681.35,602.45,691.62,282.08,467.75,Prague - Žižkov,50.08773,14.48911,Central,,Cooperative,,,,,,,,,
"CZK 12,600","CZK 3,400","CZK 15,000",581251,1 bedroom,9/1/2022,1,D,34 m²,Partly,Very good,Other,,1.0,,,44.86,901.92,164.95,688.71,116.36,1007.32,1004.72,327.25,923.08,259.94,"Peroutkova, Prague - Radlice",50.06072,14.381253,,Standard,Personal,Interior,Up to 10 years,,,,,,,
"CZK 14,000","CZK 5,000","CZK 28,000",729563,Small studio,8/11/2022,5,G,36 m²,Partly,Very good,Brick,,,,,101.06,946.85,286.9,249.37,174.97,548.17,204.64,301.27,575.14,230.69,Prague - Bubeneč,50.10428,14.40221,,,,,,1.0,,,1.0,,,
"CZK 34,990","CZK 2,506","CZK 37,496",729558,3+kk,8/31/2022,2,G,94 m²,Partly,Very good,Brick,,1.0,,,173.8,456.63,239.43,271.32,21.48,149.46,356.05,212.58,464.28,232.37,"Vinohradská, Prague - Vinohrady",50.07719694444,14.44673861111,,,Personal,,,,1.0,,,,"CZK 37,496",
"CZK 12,000","CZK 5,500","CZK 24,000",728850,2+kk,8/6/2022,3,G,45 m²,Unfurnished,Good,Prefab concrete,,1.0,,,440.25,1018.99,373.61,930.43,430.66,296.16,152.56,483.28,1509.67,219.52,Prague - Černý Most,50.10502,14.5704,,,,,,,,,,,,
"CZK 18,990","CZK 6,589","CZK 25,579",729548,4+1,8/31/2022,8,G,84 m²,Unfurnished,Very good,Prefab concrete,,1.0,,,273.87,940.98,374.29,874.09,464.62,193.19,470.74,576.14,1527.54,192.25,"Generála Janouška, Prague - Černý Most",50.10628638888,14.57028777777,,,Personal,,,,,,,,"CZK 25,579",
"CZK 13,000","CZK 1,000","CZK 20,000",453183,Small studio,8/11/2022,1,,40 m²,Partly,,Brick,,1.0,,,358.51,468.44,185.83,1370.23,316.32,873.49,387.74,377.64,393.31,89.6,"Nad Panenskou, Prague - Střešovice",50.0869024,14.3831463,,,Personal,Complete,,,,,,,,
"CZK 18,500","CZK 3,000","CZK 18,500",729534,1 bedroom,8/11/2022,1,G,41 m²,Partly,Very good,Brick,1.0,,,,54.32,79.0,92.18,437.62,95.28,96.47,704.6,445.94,745.03,511.05,Prague - Libeň,50.11973,14.45931,,,,,,,,,,,,
"CZK 23,500","CZK 3,900","CZK 35,000",569174,2+kk,10/1/2022,-1,B,48 m²,Fully furnished,Very good,Brick,,,,,255.31,501.77,459.42,715.23,218.51,523.94,431.76,479.05,374.11,261.13,"Na Balkáně, Prague - Žižkov",50.095259,14.4941569,Other,Luxurious,Personal,Complete,Up to 10 years,1.0,,,,,,
"CZK 15,000","CZK 3,500","CZK 15,000",598847,Studio,8/1/2022,1,A,42 m²,Partly,New-build,Brick,,,,,241.75,2054.21,1934.57,3010.12,295.81,2873.66,1736.51,2053.57,317.53,219.07,"K Pitkovicům, Prague - Benice",50.012466,14.6024605,Geothermal,Luxurious,Personal,,Up to 10 years,,,1.0,,,,
"CZK 21,000","CZK 4,500","CZK 42,000",131474,2+kk,9/1/2022,6,,64 m²,Fully furnished,Very good,Brick,1.0,1.0,,,161.62,207.64,86.06,137.14,73.03,80.74,397.84,733.04,245.51,397.15,"Sochařská, Prague - Bubeneč",50.1008477,14.4247118,,Luxurious,Personal,Complete,10 to 30 years,,,,1.0,,,
"CZK 18,900","CZK 4,890","CZK 18,900",729449,3+kk,8/31/2022,5,E,68 m²,Partly,Good,Prefab concrete,,,1.0,1.0,271.5,644.87,201.1,583.24,551.64,211.59,204.86,181.93,650.7,76.59,Prague - Prosek,50.12079,14.49128,,,Cooperative,,,,,,,,,
"CZK 20,000","CZK 3,700","CZK 20,000",729445,Studio,9/15/2022,4,G,63 m²,Partly,Very good,Brick,,,,,143.01,2079.51,127.7,1993.68,175.32,2028.08,655.97,417.65,333.48,202.09,Prague - Hlubočepy,50.04139,14.39244,,,Personal,,,,,,,,,
"CZK 18,500","CZK 3,000","CZK 21,000",729446,4+1,10/1/2022,5,G,93 m²,Fully furnished,Very good,Brick,1.0,1.0,,,303.36,340.83,118.42,526.47,136.61,247.56,240.93,389.66,678.65,200.22,Prague - Holešovice,50.10138,14.44501,,,,,,,,,1.0,,,
"CZK 20,800","CZK 5,200","CZK 40,000",729439,4+1,8/10/2022,,G,76 m²,Fully furnished,Good,Brick,,,,1.0,211.27,263.88,246.34,260.83,250.56,1450.32,152.84,325.0,1084.56,327.63,Prague - Záběhlice,50.04753,14.48528,,,,,,,1.0,,,,,
"CZK 22,500","CZK 4,000","CZK 50,000",728770,3+kk,11/1/2022,4,D,61 m²,Fully furnished,Very good,Prefab concrete,,1.0,,1.0,414.0,826.24,265.09,764.61,549.7,474.75,212.05,211.22,373.3,256.14,Prague - Prosek,50.122,14.48876,,,,,,,,,,,,
"CZK 16,000","CZK 5,000","CZK 30,000",729359,2 bedroom,8/24/2022,3,G,56 m²,Fully furnished,Good,Brick,,,,,167.41,1047.78,104.76,345.97,70.48,160.84,111.51,523.79,247.62,232.49,Prague - Vyšehrad,50.06732,14.41801,,,,,,,,,,,,
"CZK 59,000","CZK 9,500","CZK 118,000",432912,5+kk,9/1/2022,6,,240 m²,Fully furnished,,Brick,,1.0,,,174.74,280.54,98.82,188.39,115.11,446.45,286.03,336.05,977.41,264.84,Prague - Vinohrady,50.078327416966,14.455739663754,,Luxurious,Personal,,,1.0,,,1.0,,,
"CZK 17,990","CZK 4,000","CZK 22,000",729327,2+kk,9/1/2022,3,G,48 m²,Fully furnished,Very good,Brick,,1.0,,,206.74,107.74,104.37,499.51,106.07,193.12,296.98,517.7,594.92,289.39,Prague - Smíchov,50.06802,14.39864,,,,,,,,,,,,
"CZK 27,000",CZK 0,"CZK 35,000",487732,2 bedroom,9/1/2022,5,B,70 m²,Fully furnished,Very good,Brick,,1.0,,,45.07,254.62,58.08,69.03,65.62,124.49,80.49,249.04,532.79,425.07,Prague - Nové Město,50.0907964,14.4344543,,Luxurious,Personal,Complete,30 - 50 years,,,,1.0,,,
"CZK 13,000","CZK 4,500","CZK 26,000",729305,2+kk,9/1/2022,3,G,41 m²,Partly,Very good,Brick,,1.0,,,195.18,503.25,129.34,3292.41,307.96,147.86,543.18,543.18,422.77,204.93,Prague - Kbely,50.13217,14.54885,,,,,,,,,1.0,,,
"CZK 16,900","CZK 3,500","CZK 20,000",583541,2+kk,11/1/2022,2,A,60 m²,Fully furnished,New-build,Brick,1.0,,,1.0,237.23,597.82,1049.92,3136.93,107.47,3099.76,994.39,648.68,1348.4,364.51,"Kupkova, Prague - Kolovraty",50.014838,14.634532,Gas boiler,Standard,Personal,Complete,Up to 10 years,,1.0,,1.0,1.0,,
"CZK 17,000","CZK 5,500","CZK 34,000",729288,2 bedroom,8/9/2022,3,G,51 m²,Partly,Very good,Brick,,1.0,,,160.15,619.99,13.81,107.23,189.78,869.86,141.78,658.77,461.72,117.96,Prague - Libeň,50.10508,14.48432,,,,,,,,,,,,
"CZK 29,500","CZK 6,000","CZK 60,000",667774,3+kk,9/15/2022,4,G,80 m²,Fully furnished,Very good,Brick,1.0,1.0,,,124.75,399.53,162.94,138.76,112.43,199.74,345.58,283.25,668.96,47.04,Prague - Košíře,50.069471,14.3711023,,,Personal,Complete,,,,,,,,
"CZK 22,000","CZK 2,746","CZK 40,000",729276,2+kk,10/1/2022,3,G,67 m²,Fully furnished,Very good,Brick,,1.0,,,111.04,906.67,54.66,823.1,19.22,367.11,296.48,265.97,89.92,140.7,Prague - Břevnov,50.08491,14.37892,,,,,,,1.0,,1.0,,,
"CZK 18,000","CZK 2,410","CZK 36,000",571042,2+kk,9/1/2022,3,,46 m²,Partly,,Brick,,1.0,,,115.04,910.67,58.66,835.25,34.01,372.09,301.04,269.97,102.07,144.7,"Bělohorská, Prague - Břevnov",50.0850112,14.3789362,,,Personal,Complete,,,1.0,,,,,
"CZK 18,000","CZK 5,000","CZK 46,000",728153,Studio,8/1/2022,,G,23 m²,Fully furnished,Very good,Brick,,,,,107.77,1186.64,810.63,1121.47,,993.06,1441.45,978.22,1317.44,446.23,Prague - Troja,50.12075,14.41037,,Standard,,,Up to 10 years,,1.0,,,,,
"CZK 12,500","CZK 2,600","CZK 20,000",681431,Studio,8/10/2022,2,G,32 m²,Fully furnished,Very good,Prefab concrete,1.0,1.0,,,122.22,278.19,131.4,1134.55,462.36,377.83,198.89,256.9,609.48,148.88,"Bachova, Prague - Chodov",50.03109,14.51434,,,Personal,,,,1.0,,,,,
"CZK 17,000","CZK 7,000","CZK 34,000",729238,4+kk,8/15/2022,1,G,103 m²,Partly,Very good,Other,,,,,105.54,1466.78,80.01,785.33,94.48,1220.32,1335.12,169.74,2053.45,304.03,Prague - Horní Počernice,50.11811,14.63006,,,,,,,,,,,,
"CZK 30,000","CZK 10,000",CZK 0,728741,Studio,8/25/2022,2,G,48 m²,Unfurnished,Very good,Other,,,,,210.22,645.22,316.45,1402.08,31.18,947.02,298.89,390.77,199.1,345.3,Prague - Hradčany,50.08646,14.38758,,,,,,,,,,,,
"CZK 30,000","CZK 10,000",CZK 0,728742,Studio,8/25/2022,2,G,42 m²,Unfurnished,Very good,Other,,,,,210.22,645.22,316.45,1402.08,31.18,947.02,298.89,390.77,199.1,345.3,Prague - Hradčany,50.08646,14.38758,,,,Complete,,,,,,,,
"CZK 40,000","CZK 10,000",CZK 0,728751,2+kk,8/25/2022,3,G,74 m²,Unfurnished,Very good,Other,,,,,210.22,645.22,316.45,1402.08,31.18,947.02,298.89,390.77,199.1,345.3,Prague - Hradčany,50.08646,14.38758,,,,Complete,,,,,,,,
"CZK 25,000","CZK 3,000","CZK 25,000",729220,2+kk,8/9/2022,2,G,50 m²,Unfurnished,Very good,Brick,,1.0,,,74.47,248.04,144.44,546.23,23.58,607.43,204.39,503.62,355.73,315.68,Prague - Malá Strana,50.08164,14.40601,,,,,,,,,,,,
"CZK 25,000","CZK 3,000","CZK 25,000",729217,2+kk,8/9/2022,2,G,50 m²,Unfurnished,Very good,Brick,,1.0,,,74.47,248.04,144.44,546.23,23.58,607.43,204.39,503.62,355.73,315.68,Prague - Malá Strana,50.08164,14.40601,,,,,,,,,,,,
"CZK 11,500","CZK 3,100","CZK 23,000",729209,Studio,8/22/2022,3,G,23 m²,Partly,New-build,Low-energy,1.0,,,,156.17,1760.05,492.72,1615.78,1028.86,485.7,828.8,1350.54,1054.05,304.38,Prague - Vysočany,50.10334,14.51503,,,,,,,,,,,,
"CZK 32,000","CZK 5,967","CZK 70,000",729202,3+kk,10/1/2022,6,C,84 m²,Partly,New-build,Brick,,1.0,,,333.78,242.88,48.87,1653.73,247.19,1109.77,1078.15,704.83,885.11,159.74,Prague - Stodůlky,50.04711,14.30195,,,,,,,1.0,1.0,1.0,1.0,,
"CZK 26,000","CZK 4,000","CZK 26,000",726412,3+kk,9/1/2022,1,G,55 m²,Partly,Very good,Brick,1.0,,,,110.56,129.83,135.71,231.47,30.61,425.17,229.3,557.24,377.32,204.43,"Újezd, Prague - Malá Strana",50.08327825,14.4041547,,,Personal,,,,,,1.0,,,
"CZK 18,500","CZK 3,500",CZK 0,265593,2+kk,10/1/2022,9,,66 m²,Fully furnished,,Brick,,1.0,,,168.82,933.46,200.59,444.15,391.19,309.21,128.47,716.03,410.39,211.64,"Tupolevova, Prague - Letňany",50.1377081,14.5057243,,,Personal,,,,,1.0,1.0,,,
"CZK 6,000","CZK 1,000","CZK 5,000",692180,3+1,9/2/2022,1,G,65 m²,Fully furnished,Very good,Prefab concrete,,1.0,,,129.39,654.2,376.46,1487.44,204.23,416.42,217.88,217.88,198.57,263.06,"Brodského, Prague - Chodov",50.0376,14.50418,,Standard,Other,,,,,,1.0,,,
"CZK 17,000","CZK 5,000","CZK 34,000",729141,2 bedroom,8/8/2022,3,G,52 m²,Unfurnished,New-build,Brick,,,,,127.28,2111.35,245.44,2086.26,713.84,1446.1,1054.89,704.11,703.85,213.33,Prague - Ruzyně,50.07659,14.32312,,,,,,,,,1.0,,,
"CZK 17,000","CZK 3,000","CZK 17,000",566615,2+kk,8/20/2022,2,D,50 m²,Fully furnished,,Brick,,,,,114.2,1322.09,241.11,1249.22,163.52,612.28,492.74,471.65,593.19,408.08,"V Zahradách, Prague - Libeň",50.1153277,14.4734875,Electric boiler,,Cooperative,Complete,,,,,,,,
"CZK 11,000","CZK 4,000","CZK 15,000",729112,Studio,8/8/2022,3,G,30 m²,Partly,New-build,Brick,1.0,1.0,,,342.78,726.85,790.48,1771.92,162.54,1113.67,1404.44,1181.38,1220.0,810.76,Prague - Lhotka,50.01785,14.45167,,,,,,,1.0,1.0,1.0,,,
"CZK 19,500","CZK 3,958","CZK 19,500",207886,3+1,8/8/2022,3,,85 m²,Partly,Very good,Brick,,1.0,,,215.07,199.76,67.98,279.67,1.73,316.54,159.27,201.67,187.13,407.23,"Preslova, Prague - Smíchov",50.0739895,14.4062617,Gas boiler,Standard,Personal,,Over 50 years,,,,,,,
"CZK 11,000","CZK 1,000",CZK 0,360488,1 bedroom,8/15/2022,-1,,25 m²,Partly,,Brick,,,,,125.71,1245.54,386.18,917.87,162.24,594.83,224.47,416.46,968.46,288.78,"Žernovská, Prague - Strašnice",50.0664375,14.5023922,Gas boiler,Standard,Personal,Interior,Over 50 years,,,,,,,
"CZK 15,000","CZK 4,000","CZK 15,000",691082,2+kk,8/23/2022,-1,,46 m²,Unfurnished,Very good,Brick,,,,,223.32,626.58,264.4,591.09,201.26,577.54,517.14,211.77,647.19,299.82,"Na Zájezdu, Prague - Vinohrady",50.07367,14.46134,,Standard,Personal,,,,,,,,,
"CZK 16,000","CZK 3,500","CZK 16,000",593117,Studio,8/15/2022,4,G,36 m²,Partly,Very good,Brick,,,,,340.92,534.31,283.89,648.21,533.9,564.77,625.44,510.29,487.63,500.53,"Nad Buďánkami ​Ⅰ, Prague - Smíchov",50.071856,14.371181,Central,Standard,Personal,,,1.0,,,1.0,,,
"CZK 21,000","CZK 3,500","CZK 30,000",729026,2+kk,9/2/2022,3,G,36 m²,Fully furnished,New-build,Other,,1.0,,,539.16,652.28,431.01,800.54,458.65,779.36,488.58,438.61,675.98,738.19,Prague - Vinohrady,50.06881,14.43794,,,,Complete,Up to 10 years,,,1.0,,,,
"CZK 28,500","CZK 8,500","CZK 50,000",728777,4+kk,9/15/2022,2,G,100 m²,Fully furnished,Very good,Brick,,,,,523.64,1041.55,985.72,994.09,516.32,962.69,700.79,733.64,1715.41,552.46,Prague - Suchdol,50.14274,14.37986,,Standard,Personal,,10 to 30 years,1.0,1.0,,,,,
"CZK 26,000","CZK 4,000","CZK 60,000",725142,3+kk,8/15/2022,3,B,70 m²,Partly,New-build,Brick,1.0,1.0,,,102.6,979.52,389.37,632.25,469.04,711.41,316.23,477.86,771.51,402.85,Prague - Háje,50.02635,14.53098,,,Personal,,,,1.0,1.0,1.0,1.0,,
"CZK 11,000","CZK 3,000","CZK 15,000",625238,Studio,9/8/2020,3,A,32 m²,,New-build,Brick,,1.0,,,12.31,1552.19,580.67,2461.31,917.78,1288.61,1485.66,1485.66,1099.05,1002.83,Prague - Kbely,50.131721,14.537994,,,Personal,,,1.0,,,,1.0,,
"CZK 19,800","CZK 5,200","CZK 30,000",728975,3+1,8/7/2022,4,B,78 m²,Unfurnished,Very good,Prefab concrete,,,,,341.07,1215.26,262.18,1608.48,228.97,524.24,559.27,423.8,470.78,210.67,Prague - Háje,50.03828,14.51238,,,,,,,,,1.0,,,
"CZK 17,300","CZK 7,200","CZK 34,600",728963,3+kk,11/5/2022,5,G,70 m²,Partly,Very good,Prefab concrete,1.0,1.0,,1.0,65.38,333.35,346.81,1573.13,338.86,236.46,658.18,455.1,460.18,237.84,Prague - Hostivař,50.04843,14.54548,,,,,,,,,,,,
"CZK 11,000","CZK 2,000","CZK 13,000",526598,Studio,9/1/2022,3,,25 m²,Partly,,Prefab concrete,,,,,219.46,674.72,268.44,1311.06,859.96,597.04,379.44,72.18,1076.56,233.39,"Generála Janouška, Prague - Černý Most",50.1039246,14.5656797,,,Personal,,,,,,,,,
"CZK 8,150",CZK 0,"CZK 8,150",728950,3+1,9/1/2022,1,C,100 m²,Partly,Very good,Brick,,,,,220.5,1099.18,116.17,821.44,240.44,688.53,1001.61,367.76,806.11,349.25,Prague - Smíchov,50.06345,14.39013,,,Personal,,,1.0,,,,,,
"CZK 19,500","CZK 4,000","CZK 20,000",728937,2+kk,9/6/2022,7,B,55 m²,Partly,New-build,Brick,,1.0,,,487.02,1116.05,467.64,790.59,613.17,967.86,489.21,771.57,1009.81,602.7,Prague - Vysočany,50.1043,14.50606,Central,,Personal,,,,,1.0,1.0,,,
"CZK 12,000","CZK 6,000","CZK 30,000",532676,3+1,9/1/2022,1,,60 m²,Partly,,Prefab concrete,,,,1.0,188.33,796.67,258.26,459.72,365.28,352.49,138.04,420.78,527.32,108.18,"Nepomucká, Prague - Košíře",50.0690773,14.3651686,,,,,,,,,,,,
"CZK 20,000","CZK 5,000","CZK 20,000",728910,3+1,8/7/2022,4,G,84 m²,Partly,Very good,Prefab concrete,1.0,1.0,,1.0,39.61,415.96,183.61,350.8,350.83,379.81,251.2,284.26,1684.22,356.33,Prague - Troja,50.12772,14.41349,,,,,,,,,,,,
"CZK 25,000",CZK 0,"CZK 55,000",728125,2 bedroom,8/1/2022,3,G,62 m²,Fully furnished,Very good,Brick,,,,,125.04,183.88,167.97,409.44,108.62,78.69,404.34,686.89,845.04,243.87,Prague - Smíchov,50.06945,14.40026,,,,,,,,,,,,
"CZK 17,000","CZK 4,000","CZK 21,000",505757,2+kk,8/1/2022,2,A,55 m²,Partly,,Brick,1.0,,,,62.71,1752.79,217.92,2388.85,105.34,1636.27,181.2,822.72,1145.48,640.88,Prague - Hlubočepy,50.0454793,14.4066166,,,Personal,,,1.0,,,,,,
"CZK 17,000","CZK 4,300","CZK 34,000",575497,2+kk,9/1/2022,2,E,50 m²,Fully furnished,Very good,Brick,1.0,1.0,,,134.81,1230.46,485.17,488.62,0,491.85,797.74,375.33,365.39,548.59,"5. května, Prague - Nusle",50.0562485,14.4371791,Central,Standard,Personal,Complete,Up to 10 years,,,,,,,
"CZK 13,000","CZK 4,000","CZK 26,000",393654,Small studio,8/15/2022,1,B,26 m²,Fully furnished,New-build,Brick,,,,,240.76,1142.0,1045.26,1053.63,697.13,1064.35,924.02,421.08,1614.86,248.41,"Otvovická, Prague - Suchdol",50.1426796,14.3870953,Geothermal,Luxurious,Personal,Complete,Up to 10 years,1.0,1.0,1.0,,,,
"CZK 17,900","CZK 4,900","CZK 30,000",424503,2+kk,9/1/2022,3,,58 m²,Partly,Very good,Brick,,1.0,,,177.05,701.22,49.81,477.87,27.64,476.21,290.82,287.65,526.7,223.0,Prague - Vršovice,50.0719083,14.4601797,Central,Standard,Cooperative,,,,,,1.0,,,
"CZK 15,000","CZK 2,000","CZK 17,000",728879,1 bedroom,8/6/2022,1,G,46 m²,Partly,Very good,Brick,,,,,141.46,1286.42,232.19,1088.15,143.15,531.21,392.3,1625.77,420.21,696.82,Prague - Holešovice,50.1087,14.43751,,,,,,,,,,,,
"CZK 19,000",CZK 580,"CZK 19,580",623115,2 bedroom,10/1/2022,3,E,55 m²,,Very good,Brick,,,,,120.4,778.1,120.38,48.38,67.8,267.02,598.26,627.49,572.95,170.07,"Koněvova, Prague - Žižkov",50.089674,14.465655,,,Personal,,,,,,,,,
"CZK 20,000","CZK 3,500","CZK 30,000",705562,2+kk,10/10/2022,5,,45 m²,Fully furnished,Very good,Brick,,1.0,,,125.19,415.53,168.81,321.31,133.39,291.21,468.63,656.91,299.75,230.15,"Koněvova, Prague - Žižkov",50.08868,14.46064,Electric boiler,,Personal,Complete,,,,,,,,
"CZK 11,500","CZK 4,500","CZK 16,000",308727,Studio,8/15/2022,1,,26 m²,Partly,Very good,Brick,,,,,321.61,1313.49,216.96,1113.77,394.42,254.78,164.22,156.5,890.05,246.07,"Na výhledech, Prague - Strašnice",50.0684525,14.5009037,Electric boiler,Standard,Personal,,Over 50 years,,,,,,,
