Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,PENB,Design,Heating,Renovation,Age,Total number of floors,New building,Front garden,Developer name,Project name,Kód jednotky,Administration fee
693070,"CZK 12,000",50.13512,14.51009,"Třinecká, Prague - Letňany",1 bedroom with open-plan kitchen,40 m²,"CZK 4,500",Partially furnished,,No,No,No,No,No,Yes,No,01. 02. 2022,125,722,292,570,257,201,278,688,331,429,Excellent,"CZK 16,500",Other,Prefab concrete building,G,,,,,Ground floor,,,,,,
487074,"CZK 16,000",50.0679582,14.3986123,"Ostrovského, Prague - Smíchov",1 bedroom with open-plan kitchen,50 m²,"CZK 4,000",Partially furnished,4,No,No,No,No,No,Yes,No,,223,103,96,468,105,190,312,525,750,307,Excellent,"CZK 20,000",Personal,Brick building,,,Gas boiler,Overall,,Middle floor,,,,,,
697033,"CZK 14,000",50.03535,14.42213,"Branická, Prague - Braník",Studio,31 m²,"CZK 1,000",Partially furnished,4,No,No,Yes,No,No,No,No,01. 02. 2022,49,992,460,485,539,764,739,"1,039",255,,Excellent,"CZK 40,000",Personal,Prefab concrete building,D,Standard materials and solutions,Gas boiler,Overall,10 to 30 years years,,,,,,,
697032,"CZK 15,500",50.0981894,14.3985813,"Kafkova, Prague - Dejvice",1 bedroom with open-plan kitchen,60 m²,"CZK 3,500",Furnished,,No,No,Yes,No,No,No,No,01. 02. 2022,261,202,123,105,108,218,300,604,484,278,Excellent,"CZK 15,500",Personal,Brick building,G,,,,,,,,,,,
696267,"CZK 12,500",50.08297,14.56202,"U Hostavického potoka, Prague - Hostavice",1 bedroom with open-plan kitchen,54 m²,"CZK 2,500",Unfurnished,2,Yes,No,Yes,No,No,Yes,No,01. 02. 2022,629,677,784,190,,,,,,,New build,"CZK 12,500",Personal,Brick building,A,,,,,,Yes,,,,,
462928,"CZK 15,900",50.0704997,14.4102303,"Hořejší nábřeží, Prague - Smíchov",1 bedroom with open-plan kitchen,39 m²,"CZK 3,000",Furnished,4,Yes,No,No,No,No,No,No,01. 10. 2021,364,802,37,278,102,396,831,965,737,224,Excellent,"CZK 31,800",Cooperative,Brick building,,Premium materials and solutions,Gas boiler,Overall,,,,,,,,
696823,"CZK 12,500",50.0904854,14.4474066,"Peckova, Prague - Karlín",1 bedroom,35 m²,"CZK 3,160",Partially furnished,4,Yes,No,Yes,No,No,No,No,01. 01. 2022,288,394,178,570,132,594,130,"1,146",669,286,Good,"CZK 25,000",Cooperative,Brick building,G,,,,,Top floor,,,,,,
693213,"CZK 14,000",50.09892,14.37099,"Evropská, Prague - Dejvice",2 bedroom with open-plan kitchen,70 m²,"CZK 6,690",Partially furnished,3,No,No,No,No,No,No,No,01. 12. 2021,117,834,274,542,177,5,965,668,748,204,Good,"CZK 41,380",Personal,Brick building,G,Standard materials and solutions,Other,,,Top floor,,,,,,
162764,"CZK 14,900",50.0734544149,14.4467500516,"Lužická, Prague - Vinohrady",1 bedroom with open-plan kitchen,51 m²,"CZK 3,300",Partially furnished,2,No,No,No,No,No,Yes,No,,326,380,302,620,290,600,557,362,356,207,,"CZK 18,200",Personal,Brick building,,Standard materials and solutions,Gas boiler,,10 to 30 years years,Middle floor,,,,,,
411505,"CZK 14,500",50.0430896,14.5670661,"Hornoměcholupská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,54 m²,"CZK 2,500",Partially furnished,6,Yes,No,No,No,No,Yes,No,16. 11. 2019,119,943,194,755,657,232,605,604,"1,214",591,New build,"CZK 17,000",Personal,Brick building,,,District heating,,1 to 10 years years,Middle floor,,-1 m²,,,,
431109,"CZK 20,000",50.1203909,14.4542282,"Kubišova, Prague - Libeň",2 bedroom with open-plan kitchen,87 m²,"CZK 4,000",Unfurnished,2,No,Yes,No,No,No,No,No,,452,508,425,629,388,389,682,769,932,712,,CZK 1,Personal,Brick building,B,,,,,,,,,,,
422240,"CZK 13,000",50.0563801,14.3269444,"Za Mototechnou, Prague - Stodůlky",1 bedroom with open-plan kitchen,66 m²,"CZK 4,000",Partially furnished,3,Yes,No,Yes,No,No,No,No,,140,"1,482",433,"1,447",604,"1,116","1,415","1,042",643,516,Good,"CZK 14,500",Other,Brick building,G,Standard materials and solutions,District heating,Exterior,10 to 30 years years,Top floor,,,,,,
696692,"CZK 18,000",50.12786,14.42665,"Glowackého, Prague - Troja",3 bedroom,75 m²,"CZK 3,000",Partially furnished,4,No,No,No,Yes,Yes,Yes,No,17. 01. 2022,317,735,495,818,576,563,237,584,669,219,Excellent,"CZK 25,000",Personal,Prefab concrete building,C,Standard materials and solutions,District heating,Overall,,Middle floor,,,,,,
539166,"CZK 19,900",50.0687475,14.369905,Prague - Košíře,1 bedroom with open-plan kitchen,79 m²,"CZK 4,700",Furnished,4,No,No,Yes,No,No,No,Yes,01. 02. 2022,191,545,61,292,127,184,227,"1,175",547,253,Excellent,"CZK 19,900",Personal,Brick building,B,Premium materials and solutions,Central heating,,,,,,,,,
401191,"CZK 13,000",50.0619233,14.3906311,"K Vodojemu, Prague - Smíchov",1 bedroom,58 m²,"CZK 4,500",Furnished,1,No,No,No,No,No,No,No,01. 01. 2022,86,776,448,563,43,"1,085",747,114,652,115,Excellent,"CZK 17,500",Personal,Brick building,G,Standard materials and solutions,Central heating,,10 to 30 years years,Ground floor,,,,,,
696453,"CZK 24,225",50.09912,14.43261,Prague - Holešovice,1 bedroom with open-plan kitchen,61 m²,"CZK 3,020",Partially furnished,4,No,No,Yes,No,No,Yes,No,20. 12. 2021,54,722,20,64,99,38,187,"1,475",177,471,Excellent,"CZK 48,450",Personal,Brick building,A,,,,,,,,,,,
696668,"CZK 12,500",50.1269291,14.44012,"Libišská, Prague - Kobylisy",1 bedroom with open-plan kitchen,43 m²,"CZK 2,800",Partially furnished,2,No,No,Yes,No,No,No,No,20. 12. 2021,315,957,502,"1,017",503,454,745,634,424,143,Excellent,"CZK 25,000",Personal,Prefab concrete building,G,,,,,,,,,,,
696664,"CZK 13,000",50.02838,14.59518,"Oty Bubeníčka, Prague - Uhříněves",1 bedroom with open-plan kitchen,47 m²,"CZK 3,000",Partially furnished,2,No,No,No,Yes,No,Yes,Yes,20. 12. 2021,202,509,229,618,203,481,927,898,"1,134",325,New build,"CZK 30,000",Personal,Brick building,G,,,,,,,,,,,
685106,"CZK 16,500",50.06662,14.42307,"Horská, Prague - Nové Město",Studio,33 m²,"CZK 3,800",Furnished,5,Yes,No,No,No,No,No,No,01. 12. 2021,114,989,23,10,23,31,353,549,399,398,New build,"CZK 20,300",Personal,Brick building,B,,,,,,,,,,,
685115,"CZK 22,000",50.06636,14.42333,"Horská, Prague - Nové Město",1 bedroom with open-plan kitchen,50 m²,"CZK 5,200",Furnished,4,No,No,No,Yes,Yes,Yes,Yes,01. 12. 2021,165,981,117,149,162,109,492,669,487,409,New build,"CZK 27,200",Personal,Brick building,B,,,,,,,,,,,
690891,"CZK 23,000",50.06216,14.40221,"Radlická, Prague - Smíchov",2 bedroom with open-plan kitchen,80 m²,"CZK 3,500",Furnished,2,No,Yes,No,No,No,No,No,31. 01. 2022,35,616,97,"1,044",126,162,754,764,905,664,Excellent,"CZK 20,000",Personal,Brick building,G,,Central heating,,1 to 10 years years,,,20 m²,,,,
689775,"CZK 23,000",50.10396,14.43448,"Schnirchova, Prague - Holešovice",3 bedroom,105 m²,"CZK 5,000",Unfurnished,3,No,No,Yes,No,No,Yes,No,01. 01. 2022,296,913,188,465,166,202,487,363,890,,Good,"CZK 23,000",Cooperative,Brick building,B,,,,,,,,,,,
685923,"CZK 18,000",50.07651,14.46514,"Písecká, Prague - Vinohrady",1 bedroom with open-plan kitchen,51 m²,"CZK 3,000",Partially furnished,1,No,No,No,No,No,No,No,30. 09. 2021,240,452,261,559,83,494,193,626,204,215,Excellent,"CZK 36,000",Personal,Brick building,G,,Gas boiler,Overall,,Raised ground floor,,,,,,
537113,"CZK 16,000",50.0865285,14.4610654,"Jeseniova, Prague - Žižkov",Studio,44 m²,"CZK 2,000",Partially furnished,3,Yes,No,No,No,No,No,Yes,01. 01. 2022,56,460,43,579,270,433,366,402,534,255,Excellent,,Personal,Brick building,C,Premium materials and solutions,,,1 to 10 years years,,,,,,,
569457,"CZK 8,500",50.0376735,14.4201998,"Vlnitá, Prague - Braník",Studio,28 m²,"CZK 2,500",Furnished,,No,No,No,No,No,No,No,02. 01. 2022,344,874,719,406,819,646,559,419,,,,"CZK 11,000",Personal,Brick building,C,,Gas boiler,Overall,,,Yes,7 m²,,,,
691470,"CZK 14,200",50.07177,14.39468,"Duškova, Prague - Smíchov",1 bedroom,40 m²,"CZK 2,300",Furnished,1,No,No,No,No,No,No,No,20. 12. 2021,149,723,141,482,165,632,328,"1,197",728,433,Good,"CZK 16,500",Personal,Brick building,C,,,,,,,,,,,
696586,"CZK 12,000",50.08349,14.37506,"Šlikova, Prague - Břevnov",1 bedroom,45 m²,"CZK 1,600",Partially furnished,1,No,No,No,No,No,No,No,01. 01. 2022,245,914,207,414,108,384,304,639,366,498,Excellent,"CZK 13,600",Other,Brick building,G,,,,,,,,,,,
418208,"CZK 11,000",50.1304207,14.4939817,"Zakšínská, Prague - Střížkov",Studio,26 m²,"CZK 3,000",Furnished,2,Yes,No,Yes,No,No,Yes,No,,411,"1,094",257,"1,068",685,531,593,519,"1,238",102,,"CZK 18,000",Cooperative,Other,C,,,,1 to 10 years years,,,,,,,
273648,"CZK 16,500",50.089521,14.4222709,"V kolkovně, Prague - Staré Město",2 bedroom,60 m²,"CZK 1,300",Partially furnished,1,No,No,Yes,No,No,No,No,,129,395,20,55,43,72,126,183,248,267,Excellent,"CZK 20,000",Personal,Brick building,,,Gas boiler,Exterior,,Ground floor,,,,,,
696578,"CZK 16,000",49.9618803,14.3946232,"Žitavského, Prague - Zbraslav",Studio,53 m²,CZK 600,Unfurnished,1,No,No,No,No,Yes,No,No,01. 01. 2022,260,593,"1,177","1,363","1,185",875,"1,293",,,,Excellent,"CZK 16,000",Personal,Brick building,G,,,,,,,,,,,
696397,"CZK 18,000",50.07799,14.42672,"Ve Smečkách, Prague - Nové Město",1 bedroom with open-plan kitchen,42 m²,"CZK 2,800",Furnished,2,No,No,No,No,No,No,No,17. 12. 2021,109,731,75,282,110,180,323,424,224,330,Excellent,"CZK 18,000",Personal,Brick building,G,,,,,,,,,,,
696159,"CZK 14,000",50.1333611,14.5098087,"Chlebovická, Prague - Letňany",1 bedroom with open-plan kitchen,52 m²,"CZK 3,500",Partially furnished,2,Yes,No,No,No,No,No,Yes,01. 01. 2022,89,846,344,428,408,412,222,356,241,107,New build,"CZK 14,000",Personal,Other,G,,,,,,,,,,,
696561,"CZK 15,000",50.0495738,14.3464547,"V Hůrkách, Prague - Stodůlky",1 bedroom with open-plan kitchen,49 m²,"CZK 3,000",Furnished,7,Yes,No,No,No,No,Yes,No,01. 02. 2022,248,491,135,160,71,292,99,189,"1,277",52,Excellent,"CZK 30,000",Personal,Prefab concrete building,G,,,,,,,,,,,
693298,"CZK 12,900",50.07221,14.37058,"Nad Buďánkami ​Ⅱ, Prague - Smíchov",1 bedroom with open-plan kitchen,55 m²,"CZK 3,950",Partially furnished,1,No,Yes,No,No,No,No,No,20. 12. 2021,245,595,199,462,358,355,527,"1,093",324,389,Good,"CZK 15,000",Personal,Brick building,C,Standard materials and solutions,Central heating,,,Ground floor,,5 m²,,,,
696559,"CZK 15,000",50.05958,14.28757,"Nedašovská, Prague - Zličín",2 bedroom,64 m²,"CZK 4,000",Partially furnished,2,Yes,No,No,No,No,Yes,No,27. 12. 2021,331,513,926,813,399,980,129,680,178,,Excellent,"CZK 19,000",Personal,Prefab concrete building,G,,,,,,,,,,,
646092,"CZK 12,500",50.035115,14.583881,"Františka Diviše, Prague - Uhříněves",Studio,33 m²,"CZK 2,500",Partially furnished,3,No,No,Yes,Yes,No,Yes,Yes,01. 12. 2021,371,"1,226","1,078","1,318",890,"1,178","1,351","1,076","1,004",,New build,"CZK 14,984",Personal,Brick building,B,,,,,,,,,,,
434137,"CZK 15,000",50.039087,14.423027,"Zelený pruh, Prague - Braník",1 bedroom with open-plan kitchen,77 m²,"CZK 2,000",Partially furnished,3,No,No,No,No,Yes,No,No,01. 01. 2022,11,"1,173",709,"1,180",176,"1,119",945,852,"1,241",139,Excellent,"CZK 15,000",Personal,Brick building,D,Standard materials and solutions,Gas boiler,Interior,1 to 10 years years,Attic,,,,,,
696244,"CZK 49,000",50.07906,14.44976,"Laubova, Prague - Vinohrady",3 bedroom,118 m²,"CZK 6,000",Partially furnished,4,No,Yes,No,No,Yes,Yes,No,01. 01. 2022,209,273,39,272,113,301,142,267,694,169,Excellent,"CZK 55,000",Personal,Brick building,D,,,,,,,,,,,
692263,"CZK 13,500",50.0531,14.51144,"Mikanova, Prague - Záběhlice",1 bedroom with open-plan kitchen,54 m²,"CZK 4,100",Furnished,2,Yes,No,No,No,No,Yes,Yes,01. 02. 2022,145,793,782,741,559,789,831,838,806,269,New build,"CZK 28,000",Personal,Brick building,C,Standard materials and solutions,District heating,,10 to 30 years years,Middle floor,,,,,,
696532,"CZK 10,000",50.08364,14.3644,"Bělohorská, Prague - Břevnov",2 bedroom,42 m²,CZK 1,Unfurnished,1,No,No,No,No,No,No,No,01. 01. 2022,139,115,26,88,53,73,155,638,60,333,In need of repair,CZK 1,Personal,Brick building,G,,,,,,,,,,,
692406,"CZK 12,000",50.08455,14.4042,"Újezd, Prague - Malá Strana",Studio,25 m²,"CZK 3,000",Furnished,2,No,No,No,No,No,No,No,15. 12. 2021,66,390,0,445,32,468,170,164,247,253,Excellent,"CZK 10,000",Other,Brick building,G,,,,,,,,,,,
401619,"CZK 14,000",50.1396941,14.5172057,"Pavla Beneše, Prague - Letňany",Studio,38 m²,"CZK 2,900",Furnished,5,Yes,No,No,No,No,Yes,No,29. 11. 2021,235,323,826,910,485,447,723,854,985,267,,"CZK 14,000",Personal,Brick building,,,,,,,Yes,,,,,
633527,"CZK 13,999",50.080032,14.48719,"Počernická, Prague - Strašnice",Studio,40 m²,"CZK 2,400",Furnished,1,No,Yes,Yes,No,Yes,Yes,No,13. 12. 2021,104,666,179,450,327,265,689,570,388,260,Excellent,"CZK 28,000",Personal,Brick building,C,,Central heating,,1 to 10 years years,,,,,,,
639908,"CZK 18,900",50.087756,14.366929,"Radimova, Prague - Břevnov",1 bedroom with open-plan kitchen,66 m²,"CZK 4,000",Furnished,1,Yes,No,No,No,Yes,Yes,Yes,28. 12. 2021,327,564,144,651,53,98,134,639,620,539,New build,"CZK 20,000",Personal,Brick building,,Premium materials and solutions,Central heating,,1 to 10 years years,Raised ground floor,Yes,,,,,
612260,"CZK 19,500",50.0441143,14.4543084,"Pelhřimovská, Prague - Michle",3 bedroom,94 m²,"CZK 2,900",Furnished,5,Yes,No,Yes,No,No,Yes,No,15. 01. 2022,271,711,378,409,121,333,229,536,623,222,Excellent,"CZK 22,000",Personal,Brick building,C,Standard materials and solutions,Central heating,,,Middle floor,,,,,,
552264,"CZK 15,500",50.056149,14.4424596,"Na Jezerce, Prague - Nusle",1 bedroom with open-plan kitchen,51 m²,"CZK 3,300",Furnished,2,No,No,No,No,No,No,No,01. 12. 2021,90,"1,166",92,655,221,639,273,247,965,47,,"CZK 20,000",Personal,Brick building,,,,,,,,,,,,
696901,"CZK 16,000",50.08903,14.48694,"Pod Jarovem, Prague - Žižkov",1 bedroom with open-plan kitchen,54 m²,"CZK 3,200",Furnished,2,Yes,No,No,No,No,Yes,No,16. 01. 2022,305,605,343,466,87,512,332,497,495,254,New build,"CZK 19,200",Personal,Brick building,B,,Central heating,,1 to 10 years years,Middle floor,,,,,,
662640,"CZK 12,000",50.08527,14.4476,"Blahníkova, Prague - Žižkov",Studio,25 m²,CZK 500,Furnished,4,No,No,No,No,No,Yes,No,01. 01. 2022,198,293,60,320,113,314,125,103,263,590,Excellent,"CZK 25,000",Personal,Brick building,G,Premium materials and solutions,Gas boiler,Overall,1 to 10 years years,Middle floor,,,,,,
696893,"CZK 9,000",50.09229,14.48014,"Koněvova, Prague - Žižkov",1 bedroom,41 m²,CZK 800,Partially furnished,1,No,No,No,No,No,Yes,No,01. 02. 2022,94,825,43,388,14,447,314,269,382,310,Excellent,"CZK 9,000",Personal,Brick building,G,,,,,,,,,,,
623290,"CZK 15,500",50.064877,14.42824,"Jaromírova, Prague - Nusle",Studio,32 m²,"CZK 2,200",,1,No,Yes,No,No,No,No,No,01. 06. 2021,150,490,83,509,147,216,470,608,470,365,Excellent,"CZK 31,000",Personal,Brick building,B,,,,,,,,,,,
690086,"CZK 13,000",50.00216,14.43193,"Urbánkova, Prague - Modřany",1 bedroom with open-plan kitchen,46 m²,"CZK 4,200",Partially furnished,9,No,No,Yes,Yes,Yes,Yes,No,01. 02. 2022,485,"1,473","1,304",715,220,161,"1,069",144,,,Excellent,"CZK 26,000",Personal,Prefab concrete building,E,,,,,,,,,,,
692236,"CZK 10,000",50.09203,14.45687,"Pernerova, Prague - Karlín",Small studio,35 m²,"CZK 4,200",Partially furnished,,No,No,Yes,No,No,No,No,01. 01. 2022,486,892,233,493,202,356,209,"1,172",406,179,Excellent,"CZK 10,000",Personal,Brick building,G,,,,,,,,,,,
695615,"CZK 8,000",50.08913,14.4619,"Koněvova, Prague - Žižkov",Small studio,15 m²,"CZK 1,800",Furnished,,No,No,No,No,No,No,No,03. 01. 2022,78,523,329,206,91,473,568,802,289,357,Excellent,"CZK 16,000",Personal,Brick building,G,,,,,,,,,,,
375181,"CZK 11,500",50.0597263,14.2863569,"Vřesovická, Prague - Zličín",Studio,43 m²,"CZK 2,500",Furnished,2,Yes,No,No,No,No,No,No,,382,564,956,886,450,"1,010",226,783,86,,New build,,Personal,Brick building,,,,,,,,,,,,
692142,"CZK 22,000",50.0536819,14.4813957,Prague - Záběhlice,1 bedroom with open-plan kitchen,80 m²,"CZK 5,000",,,Yes,No,No,No,No,No,No,Ihned,331,"1,028",487,988,359,"1,323",834,613,501,320,Excellent,,Personal,Brick building,B,,,,,,,,,,,
696459,"CZK 15,000",50.0763,14.42761,"Hálkova, Prague - Nové Město",Small studio,29 m²,"CZK 4,000",Furnished,2,No,No,Yes,No,No,Yes,No,01. 02. 2022,196,679,169,101,77,170,168,242,235,148,Excellent,"CZK 30,000",Personal,Brick building,G,Premium materials and solutions,Central heating,Interior,,Middle floor,,,,,,
696456,"CZK 17,550",50.09912,14.43261,Prague - Holešovice,1 bedroom with open-plan kitchen,43 m²,"CZK 2,620",Furnished,3,No,No,Yes,No,No,Yes,No,20. 12. 2021,54,722,20,64,99,38,187,"1,475",177,471,Excellent,"CZK 35,100",Personal,Brick building,A,,,,,,,,,,,
696452,"CZK 43,775",50.09912,14.43261,Prague - Holešovice,2 bedroom with open-plan kitchen,113 m²,"CZK 4,120",Unfurnished,4,No,No,Yes,No,No,Yes,No,20. 12. 2021,54,722,20,64,99,38,187,"1,475",177,471,Excellent,"CZK 87,550",Personal,Brick building,A,,,,,,,,,,,
672927,"CZK 16,400",50.08022,14.41747,"V Jirchářích, Prague - Nové Město",1 bedroom with open-plan kitchen,34 m²,"CZK 3,500",Furnished,1,Yes,No,No,No,Yes,No,No,28. 12. 2021,305,714,105,269,22,247,171,367,180,542,New build,"CZK 20,000",Personal,Brick building,G,,,,,,,,,,,
696449,"CZK 33,150",50.09912,14.43261,Prague - Holešovice,1 bedroom with open-plan kitchen,74 m²,"CZK 3,270",Unfurnished,5,No,Yes,Yes,No,No,Yes,No,20. 12. 2021,54,722,20,64,99,38,187,"1,475",177,471,Excellent,"CZK 66,300",Personal,Brick building,A,,,,,,,,,,,
696443,"CZK 12,500",50.088106321067,14.47984962177,Prague - Žižkov,Studio,42 m²,"CZK 3,619",Partially furnished,3,Yes,No,No,No,No,Yes,No,17. 12. 2021,609,"1,147",475,594,546,777,629,447,545,211,New build,"CZK 12,500",Personal,Brick building,G,,,,,,,,,,,
696861,"CZK 14,000",50.0736565,14.4926777,"Saratovská, Prague - Strašnice",2 bedroom,70 m²,CZK 800,Unfurnished,2,No,No,No,No,No,No,No,23. 12. 2021,165,314,218,196,278,208,85,524,521,313,Good,"CZK 28,000",Personal,Brick building,G,,,,,,,,,,,
600575,"CZK 24,800",50.090424,14.421264,"U Staré Školy, Prague - Staré Město",3 bedroom,115 m²,"CZK 2,000",Furnished,5,Yes,No,No,No,No,Yes,No,22. 12. 2021,45,426,124,204,29,221,113,332,322,373,Excellent,"CZK 25,000",Personal,Brick building,C,,,,,,,,,,,
688565,"CZK 21,000",50.0862173,14.5035851,"Prorektorská, Prague - Malešice",2 bedroom with open-plan kitchen,65 m²,"CZK 4,000",Furnished,1,No,Yes,Yes,No,Yes,Yes,No,01. 12. 2021,239,690,719,790,437,895,654,461,726,404,Excellent,"CZK 20,000",Personal,Brick building,G,,,,,,,,,,,
374009,"CZK 9,500",50.0348415,14.5224214,"Pacajevova, Prague - Háje",Studio,35 m²,"CZK 1,500",Furnished,1,No,No,No,No,No,No,No,01. 01. 2022,250,716,520,770,195,528,458,673,179,124,Excellent,"CZK 11,000",Personal,Brick building,,,,,,,,,,,,
696867,"CZK 12,990",50.04326194444,14.46042361111,"Jihlavská, Prague - Michle",2 bedroom,60 m²,,Partially furnished,5,No,No,No,No,No,Yes,No,,213,735,272,854,92,266,717,559,658,371,Excellent,"CZK 15,789",Personal,Brick building,G,,,,,,,,,,,"CZK 15,789

                                
                                
                
i"
557082,"CZK 9,500",50.1114198,14.3944201,"Podbabská, Prague - Bubeneč",Small studio,27 m²,"CZK 2,500",,2,No,No,No,No,No,No,No,20. 12. 2021,147,"1,495",145,881,279,656,788,555,644,413,Excellent,"CZK 12,000",Personal,Brick building,G,,Central heating,,,Middle floor,,,,,,
547651,"CZK 13,500",50.0921995,14.4436604,Prague - Karlín,1 bedroom with open-plan kitchen,40 m²,CZK 600,Partially furnished,3,No,No,No,No,No,No,No,,136,331,22,283,0,258,287,"1,006",365,373,,"CZK 13,500",Personal,Brick building,E,,,,,Middle floor,,,,,,
672371,"CZK 24,660",50.07758,14.42989,"Čelakovského sady, Prague - Nové Město",Studio,41 m²,"CZK 3,200",Furnished,5,No,No,No,No,No,Yes,No,01. 11. 2021,282,471,259,176,29,334,526,604,169,397,Excellent,,Personal,Brick building,G,,,,,,,,,,,
77940,"CZK 10,500",50.0383004,14.4305981,"Točitá , Prague - Krč",Studio,36 m²,"CZK 2,900",Furnished,2,No,No,No,No,No,Yes,No,01. 01. 2022,222,"1,345",587,861,272,"1,126","1,257",645,911,316,Excellent,"CZK 14,000",Personal,Prefab concrete building,,,District heating,,,,,,,,,
602499,"CZK 11,500",50.029372,14.596566,"Oty Bubeníčka, Prague - Uhříněves",Studio,33 m²,"CZK 2,700",Partially furnished,3,Yes,No,Yes,No,Yes,Yes,No,01. 02. 2022,191,331,288,440,259,304,749,830,956,140,Excellent,"CZK 23,000",Personal,Brick building,C,Standard materials and solutions,Electric boiler,Overall,1 to 10 years years,Middle floor,,,,,,
696419,"CZK 20,000",50.10743,14.47551,"U Libeňského pivovaru, Prague - Libeň",1 bedroom with open-plan kitchen,46 m²,"CZK 1,600",Furnished,5,Yes,No,Yes,No,Yes,Yes,No,01. 01. 2022,351,654,131,400,142,417,346,477,447,210,Excellent,"CZK 40,000",Personal,Low-energy building,A,,,,,,,,,,,
696846,"CZK 19,500",50.11412,14.48131,"Na Šedivé, Prague - Libeň",3 bedroom,65 m²,CZK 1,Partially furnished,1,No,No,No,No,No,No,No,22. 12. 2021,267,261,"1,419",413,943,"1,153","1,251",922,399,,Excellent,"CZK 19,500",Cooperative,Brick building,G,,,,,,,,,,,
333746,"CZK 15,000",50.125131,14.4500482,"Služská, Prague - Kobylisy",1 bedroom with open-plan kitchen,64 m²,"CZK 3,300",Partially furnished,1,No,Yes,No,No,No,No,No,,129,"1,097",91,248,341,259,441,547,"1,302",98,,,Personal,Other,,Standard materials and solutions,District heating,,1 to 10 years years,Ground floor,,,,,,
402217,"CZK 14,000",50.0425742,14.5016512,"Divišovská, Prague - Chodov",1 bedroom with open-plan kitchen,58 m²,"CZK 4,500",Furnished,2,No,No,No,No,Yes,Yes,No,01. 01. 2022,209,"1,240",737,"1,495",273,717,640,671,490,151,Excellent,"CZK 14,000",Cooperative,Brick building,,Standard materials and solutions,District heating,,10 to 30 years years,Middle floor,,,,,,
572227,"CZK 26,202",50.0778542,14.4567646,"Radhošťská, Prague - Vinohrady",3 bedroom,89 m²,"CZK 6,798",Partially furnished,4,No,No,Yes,No,No,Yes,No,10. 01. 2022,42,401,0,60,38,257,428,571,880,256,Excellent,"CZK 52,404",Personal,Brick building,,Standard materials and solutions,Central heating,Interior,,,,,,,,
527349,"CZK 14,000",50.0306828,14.5217282,"Michnova, Prague - Chodov",1 bedroom with open-plan kitchen,45 m²,"CZK 4,000",Partially furnished,6,No,No,No,No,No,No,No,15. 12. 2021,296,433,299,613,200,214,275,380,631,314,,"CZK 18,000",Personal,Prefab concrete building,G,,District heating,Overall,,Middle floor,,,,,,
696819,"CZK 29,000",50.10938,14.37939,"Na Zavadilce, Prague - Dejvice",3 bedroom,110 m²,CZK 550,Unfurnished,1,Yes,No,Yes,No,No,No,No,10. 01. 2022,204,452,"1,443",518,876,531,472,763,482,,Excellent,"CZK 29,000",Personal,Brick building,G,,,,,,,,,,,
696820,"CZK 13,500",50.02495,14.42391,"Údolní, Prague - Braník",2 bedroom,66 m²,"CZK 4,500",Furnished,9,Yes,No,Yes,No,No,Yes,No,22. 12. 2021,127,851,331,844,213,286,412,450,"1,288",365,Good,"CZK 20,000",Cooperative,Prefab concrete building,C,,,,,,,,,,,
696817,"CZK 9,600",50.10361,14.53686,"Šestajovická, Prague - Hloubětín",Small studio,29 m²,"CZK 2,400",Furnished,9,No,No,No,No,No,Yes,No,06. 01. 2022,150,287,296,268,313,233,200,160,156,116,Excellent,"CZK 17,000",Personal,Prefab concrete building,G,,,,,,,,,,,
689781,"CZK 14,000",50.12423,14.49652,"Českolipská, Prague - Střížkov",3 bedroom,56 m²,"CZK 5,970",Partially furnished,4,No,No,Yes,No,No,Yes,No,01. 01. 2022,320,180,201,134,167,329,479,285,"1,047",192,Good,"CZK 28,000",Personal,Prefab concrete building,D,Standard materials and solutions,District heating,Bathroom unit,,,,,,,,
461857,"CZK 9,000",50.0577254,14.4701381,"Brtnická, Prague - Michle",Small studio,25 m²,"CZK 4,500",Partially furnished,2,No,No,No,No,No,No,No,,175,"1,208",227,"1,253",601,231,"1,461",701,"1,187",135,Good,"CZK 20,000",Personal,Brick building,,,,,,,,,,,,
696712,"CZK 15,000",50.02343,14.45317,"Murgašova, Prague - Krč",Studio,36 m²,"CZK 3,310",Partially furnished,1,No,No,Yes,Yes,No,Yes,No,01. 01. 2022,358,698,382,235,292,739,"1,139",433,354,,Excellent,"CZK 30,000",Personal,Prefab concrete building,D,,,,,,,,,,,
682193,"CZK 9,000",50.10134,14.48979,"Spojovací, Prague - Vysočany",1 bedroom,26 m²,CZK 500,Partially furnished,2,No,No,No,No,No,No,No,16. 12. 2021,218,"1,094",245,737,337,"1,281",138,223,660,269,Excellent,"CZK 18,000",Personal,Brick building,G,,,,,,,,,,,
696364,"CZK 15,000",50.09,14.47138,"Biskupcova, Prague - Žižkov",1 bedroom with open-plan kitchen,50 m²,"CZK 2,500",Partially furnished,3,Yes,No,Yes,No,No,Yes,No,17. 12. 2021,179,905,53,251,7,224,269,223,544,378,Excellent,"CZK 30,000",Personal,Brick building,G,,,,,,,,,,,
