Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,Age,Design,Heating,PENB,Total number of floors,Front garden,New building,Administration fee,Renovation,Developer name,Project name,Kód jednotky
712033,"CZK 12,500",50.08663,14.45971,"Jeseniova, Prague - Žižkov",Small studio,38 m²,"CZK 2,500",Partially furnished,3,No,No,Yes,No,No,Yes,No,01. 04. 2022,104,346,17,618,321,318,251,298,420,143,Excellent,"CZK 20,000",Personal,Prefab concrete building,,,,C,,,,,,,,
711483,"CZK 19,500",50.12559,14.50694,"Kytlická, Prague - Prosek",1 bedroom with open-plan kitchen,54 m²,"CZK 3,000",Furnished,4,No,No,No,Yes,No,Yes,No,10. 04. 2022,301,800,140,"1,106",354,"1,031",133,752,"1,495",181,New build,"CZK 45,000",Personal,Other,,,,A,,,,,,,,
712029,"CZK 24,990",50.10301055555,14.43322222222,"Šimáčkova, Prague - Holešovice",1 bedroom with open-plan kitchen,70 m²,"CZK 1,234",Unfurnished,2,No,No,No,No,No,Yes,No,,114,770,169,294,55,98,477,456,857,,Excellent,"CZK 26,224",Personal,Brick building,,,,A,,,,"CZK 26,224

                                
                                
                
i",,,,
712024,"CZK 10,000",50.1264302,14.4948993,"Varnsdorfská, Prague - Střížkov",Studio,27 m²,"CZK 3,000",Partially furnished,3,No,No,No,No,No,Yes,No,01. 04. 2022,370,556,168,455,236,213,284,138,999,94,Excellent,"CZK 20,000",Personal,Prefab concrete building,,,,G,,,,,,,,
397506,"CZK 13,000",50.115718873824,14.471034512164,"V Zahradách, Prague - Libeň",Studio,33 m²,"CZK 5,500",Furnished,3,No,Yes,No,No,No,No,No,01. 04. 2020,175,"1,139",163,"1,331",72,431,329,"1,274",977,373,Excellent,"CZK 18,500",Personal,Brick building,1 to 10 years years,Standard materials and solutions,,,Middle floor,,,,Overall,,,
711674,"CZK 17,000",50.10235,14.42751,"Umělecká, Prague - Holešovice",1 bedroom with open-plan kitchen,54 m²,"CZK 1,000",Unfurnished,3,No,No,No,No,No,No,No,28. 03. 2022,179,550,128,276,153,391,78,137,479,,New build,"CZK 34,000",Personal,Brick building,,,Electric boiler,G,Middle floor,,,,,,,
650053,"CZK 16,500",50.07929,14.455984,"Lucemburská, Prague - Žižkov",1 bedroom with open-plan kitchen,38 m²,"CZK 2,500",Partially furnished,1,No,No,No,No,No,Yes,No,01. 04. 2022,221,407,85,239,85,436,521,491,832,129,Excellent,"CZK 25,000",Personal,Brick building,,,,G,,,,,,,,
710482,"CZK 11,000",50.11221,14.62601,"Ve Žlíbku, Prague - Horní Počernice",Studio,30 m²,"CZK 2,600",Partially furnished,2,Yes,No,Yes,No,No,Yes,No,01. 04. 2022,147,668,844,413,576,607,513,,,,Excellent,"CZK 22,000",Personal,Low-energy building,,,,B,,,,,,,,
478318,"CZK 12,000",50.1392824,14.5188443,"Pavla Beneše, Prague - Letňany",Studio,30 m²,"CZK 3,000",Partially furnished,2,Yes,No,No,No,No,No,No,,280,448,951,"1,034",486,572,848,978,"1,110",150,Excellent,"CZK 24,000",Personal,Other,1 to 10 years years,,Central heating,B,,,,,,,,
711995,"CZK 35,000",50.0431626,14.3123334,"Toufarova, Prague - Stodůlky",2 bedroom with open-plan kitchen,140 m²,"CZK 6,000",Furnished,1,No,Yes,Yes,No,Yes,Yes,Yes,28. 03. 2022,333,560,306,874,759,504,853,634,"1,106",657,New build,"CZK 50,000",Personal,Brick building,,,,C,,,,,,,,
473985,"CZK 21,000",50.0473402,14.3031131,"Svitákova, Prague - Stodůlky",1 bedroom with open-plan kitchen,62 m²,"CZK 4,200",Partially furnished,12,No,Yes,No,No,Yes,Yes,Yes,01. 03. 2022,285,227,74,223,"1,028",996,623,784,142,,New build,"CZK 42,000",Personal,Brick building,1 to 10 years years,Premium materials and solutions,District heating,A,Middle floor,,Yes,,,,,
711964,"CZK 13,000",50.02917,14.5313,"Mnichovická, Prague - Háje",1 bedroom with open-plan kitchen,41 m²,"CZK 3,000",Partially furnished,11,No,No,Yes,No,No,No,No,30. 03. 2022,231,487,196,170,319,380,346,350,441,222,Good,"CZK 16,000",Personal,Prefab concrete building,,,,A,,,,,,,,
664503,"CZK 19,900",50.083,14.41534,"Konviktská, Prague - Staré Město",1 bedroom with open-plan kitchen,55 m²,"CZK 2,260",Furnished,6,No,No,Yes,No,No,Yes,No,01. 06. 2022,492,756,118,498,26,413,483,713,441,302,Excellent,"CZK 30,000",Personal,Brick building,,,,G,,,,,,,,
595994,"CZK 28,000",50.066301,14.431111,"Sekaninova, Prague - Nusle",2 bedroom with open-plan kitchen,74 m²,"CZK 1,000",Furnished,5,Yes,Yes,No,No,No,No,Yes,28. 03. 2022,237,627,167,761,64,289,394,448,223,185,New build,,Personal,Brick building,1 to 10 years years,Premium materials and solutions,Gas boiler,C,Top floor,,Yes,,Overall,,,
467195,"CZK 12,500",50.055583,14.525417,Prague - Hostivař,Studio,34 m²,"CZK 2,800",Furnished,3,Yes,No,Yes,No,Yes,Yes,No,01. 05. 2022,424,891,326,854,540,895,"1,319",731,579,535,Excellent,"CZK 12,500",Personal,Brick building,,,,B,,,,,,,,
137084,"CZK 15,900",50.0430796,14.4403574,"Olbrachtova, Prague - Krč",2 bedroom,60 m²,"CZK 4,000",Furnished,2,No,No,No,No,No,No,No,01. 05. 2022,184,206,207,429,155,234,598,153,594,105,Excellent,"CZK 19,900",Personal,Brick building,,,District heating,A,,,,,,,,
703902,"CZK 15,990",50.11035555555,14.4866525,"Podvinný mlýn, Prague - Libeň",1 bedroom with open-plan kitchen,59 m²,"CZK 3,014",Furnished,4,Yes,No,Yes,No,Yes,Yes,No,,584,735,483,794,51,850,423,575,412,560,Excellent,"CZK 18,706",Personal,Brick building,,,,C,,,,"CZK 18,706

                                
                                
                
i",,,,
468173,"CZK 23,000",50.0886582,14.4839684,"Olgy Havlové, Prague - Žižkov",2 bedroom with open-plan kitchen,85 m²,"CZK 5,800",Partially furnished,4,Yes,No,Yes,No,Yes,Yes,Yes,01. 05. 2022,391,821,433,633,148,676,500,368,365,124,New build,"CZK 30,000",Personal,Low-energy building,1 to 10 years years,Premium materials and solutions,,C,Middle floor,,Yes,,,,,
601714,"CZK 22,000",50.023325,14.496873,"Nechvílova, Prague - Chodov",1 bedroom with open-plan kitchen,56 m²,"CZK 3,500",Furnished,2,No,No,No,No,No,Yes,No,01. 05. 2022,356,661,104,762,456,852,442,579,433,173,Excellent,"CZK 22,000",Personal,Prefab concrete building,,Premium materials and solutions,,G,,,,,Bathroom unit,,,
689368,"CZK 16,900",50.04708,14.48594,"Hlavní, Prague - Záběhlice",3 bedroom,77 m²,"CZK 3,500",Partially furnished,7,No,No,Yes,Yes,No,Yes,No,15. 04. 2022,131,186,196,199,186,216,390,"1,086",393,,Excellent,"CZK 33,000",Personal,Brick building,30 to 50 years years,Standard materials and solutions,District heating,C,Middle floor,,,,Overall,,,
82821,"CZK 23,000",50.098543,14.345522,"V Středu, Prague - Vokovice",2 bedroom with open-plan kitchen,80 m²,"CZK 4,000",Furnished,2,No,Yes,No,No,No,No,No,01. 04. 2022,290,"1,368",270,966,37,484,309,395,255,76,Good,"CZK 50,000",Personal,Brick building,,Standard materials and solutions,Gas boiler,G,Top floor,,,,Interior,,,
524714,"CZK 26,000",50.0817465,14.4271892,"Václavské náměstí, Prague - Nové Město",Studio,80 m²,"CZK 4,000",Furnished,2,No,No,No,No,No,Yes,No,01. 04. 2022,159,379,137,87,20,155,398,847,114,372,,"CZK 30,000",Other,Brick building,,,,,,,,,,,,
711855,"CZK 11,000",50.07222,14.38777,"Holečkova, Prague - Košíře",Studio,25 m²,"CZK 3,000",Partially furnished,3,No,No,No,No,No,No,No,01. 04. 2022,121,"1,138",108,973,168,"1,096",421,817,"1,255",307,Excellent,"CZK 22,000",Personal,Brick building,,,,G,,,,,,,,
640337,"CZK 12,000",50.111401,14.490304,"Podvinný mlýn, Prague - Libeň",Studio,45 m²,"CZK 3,700",Partially furnished,,No,Yes,No,No,No,No,No,01. 06. 2022,508,952,654,703,359,585,731,666,353,279,Excellent,"CZK 15,700",Personal,Brick building,,Premium materials and solutions,,A,Ground floor,70 m²,,,Exterior,,,
685615,"CZK 15,000",50.09219,14.49565,"Koněvova, Prague - Žižkov",1 bedroom with open-plan kitchen,36 m²,,Furnished,5,No,No,Yes,No,No,Yes,No,15. 10. 2021,24,288,238,637,87,310,524,386,788,126,Excellent,"CZK 15,000",Personal,Other,,,District heating,G,Top floor,,,,,,,
557005,"CZK 16,900",50.077353752656,14.458361973016,"Boleslavská, Prague - Vinohrady",1 bedroom with open-plan kitchen,46 m²,"CZK 1,200",Furnished,5,No,No,Yes,No,No,Yes,No,01. 01. 1970,64,381,50,68,33,193,620,434,758,244,Excellent,"CZK 21,800",Personal,Brick building,,,,,,,,,,,,
490850,"CZK 12,500",50.135346,14.5420411,"Toužimská, Prague - Kbely",1 bedroom with open-plan kitchen,54 m²,"CZK 4,000",Partially furnished,3,Yes,No,No,No,No,No,No,,107,625,744,645,878,517,517,535,716,,,"CZK 16,500",Personal,Brick building,,,Gas boiler,C,,,,,,,,
710791,"CZK 13,500",50.10938,14.37939,"Na Zavadilce, Prague - Dejvice",1 bedroom,54 m²,"CZK 1,100",Partially furnished,3,No,Yes,Yes,No,No,No,No,01. 01. 1970,204,452,"1,443",518,876,531,472,763,482,,Excellent,"CZK 14,600",Personal,Brick building,,,,G,,,,,,,,
661204,"CZK 15,000",50.08965,14.34427,"Křenova, Prague - Veleslavín",2 bedroom,58 m²,"CZK 3,000",Partially furnished,3,No,No,No,No,No,No,No,01. 06. 2021,142,429,68,93,98,162,181,144,748,115,Excellent,"CZK 15,000",Cooperative,Brick building,,,District heating,A,Top floor,,,,,,,
711832,"CZK 18,900",50.06705015,14.39396804721,"U Nikolajky, Prague - Smíchov",2 bedroom,62 m²,CZK 750,Partially furnished,1,No,No,No,No,No,No,No,28. 03. 2022,193,436,587,801,231,523,575,788,298,618,Excellent,"CZK 26,650",Personal,Brick building,,,,E,,,,,,,,
202649,"CZK 11,990",50.1026222,14.436082,"U smaltovny, Prague - Holešovice",Studio,30 m²,"CZK 2,990",Furnished,1,No,No,No,No,No,Yes,No,01. 06. 2022,286,848,109,360,31,305,466,444,944,,Excellent,"CZK 15,000",Personal,Brick building,1 to 10 years years,Standard materials and solutions,District heating,,Raised ground floor,,,,Overall,,,
505570,"CZK 20,000",50.0508463,14.3451307,"Petržílkova, Prague - Stodůlky",2 bedroom,89 m²,"CZK 6,500",Furnished,19,Yes,No,No,No,No,No,No,,115,340,78,122,18,212,188,299,"1,200",252,,"CZK 26,000",Personal,Brick building,,,,A,,,,,,,,
471218,"CZK 24,000",50.0697354,14.4846156,"U Hranic, Prague - Strašnice",3 bedroom with open-plan kitchen,104 m²,"CZK 5,500",Partially furnished,,No,Yes,No,No,No,No,No,31. 03. 2022,280,796,477,542,203,359,586,712,562,482,,"CZK 24,000",Personal,Brick building,,,,,,,,,,,,
710381,"CZK 18,300",50.0124216,14.4017606,"Vrátnická, Prague - Modřany",1 bedroom with open-plan kitchen,53 m²,"CZK 3,800",Partially furnished,5,Yes,No,Yes,No,Yes,Yes,Yes,22. 03. 2022,79,953,290,"1,197",615,"1,258","1,259",537,,,New build,"CZK 40,000",Personal,Low-energy building,,Premium materials and solutions,Central heating,A,,,Yes,,,,,
355381,"CZK 13,000",50.0566973,14.4460626,"U družstva Ideál, Prague - Nusle",1 bedroom with open-plan kitchen,48 m²,"CZK 1,300",Partially furnished,1,No,No,Yes,No,No,No,No,02. 04. 2022,357,974,20,485,240,969,372,288,951,307,Good,"CZK 15,000",Personal,Brick building,,Standard materials and solutions,,,Middle floor,,,,,,,
685106,"CZK 17,500",50.06662,14.42307,"Horská, Prague - Nové Město",Studio,33 m²,"CZK 4,000",Furnished,5,Yes,No,No,No,No,No,No,01. 06. 2022,114,989,23,10,23,31,353,549,399,398,New build,"CZK 21,500",Personal,Brick building,,,,B,,,,,,,,
685115,"CZK 23,000",50.06636,14.42333,"Horská, Prague - Nové Město",1 bedroom with open-plan kitchen,50 m²,"CZK 5,700",Furnished,4,No,No,No,Yes,Yes,Yes,Yes,01. 06. 2022,165,981,117,149,162,109,492,669,487,409,New build,"CZK 28,700",Personal,Brick building,,,,B,,,,,,,,
263448,"CZK 10,000",50.1035108,14.4551188,Prague - Holešovice,Small studio,20 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,No,No,21. 02. 2022,99,526,165,258,35,162,712,674,123,527,,"CZK 12,000",Personal,Brick building,,,,,,,,,,,,
711824,"CZK 14,000",50.10907,14.5569,"Za černým mostem, Prague - Kyje",Studio,,"CZK 3,000",Furnished,4,Yes,No,Yes,No,Yes,Yes,Yes,28. 03. 2022,176,800,136,48,754,418,"1,323","1,438",483,,New build,"CZK 42,000",Personal,Prefab concrete building,,,,G,,,,,,,,
711268,"CZK 14,750",50.07837,14.49822,"Vrátkovská, Prague - Strašnice",2 bedroom,55 m²,"CZK 3,000",Furnished,6,No,No,Yes,Yes,Yes,Yes,No,28. 03. 2022,240,573,146,491,236,444,550,553,"1,273",174,Good,"CZK 20,000",Personal,Prefab concrete building,,,,G,,,,,,,,
546335,"CZK 14,500",50.1030613,14.477571,Prague - Libeň,1 bedroom,37 m²,"CZK 2,200",Furnished,2,No,No,No,No,No,No,No,01. 06. 2022,174,54,76,366,118,252,280,299,126,410,,"CZK 29,000",Personal,Brick building,1 to 10 years years,,,,,,,,Interior,,,
378054,"CZK 16,000",50.0675396,14.3964309,"Tomkova, Prague - Smíchov",1 bedroom with open-plan kitchen,44 m²,"CZK 2,200",Partially furnished,2,No,No,Yes,Yes,No,Yes,No,01. 05. 2022,315,260,253,649,55,347,405,617,470,409,New build,"CZK 20,000",Personal,Brick building,,,Central heating,,Middle floor,,,,Interior,,,
666742,"CZK 9,500",50.07573,14.33054,"Bělohorská, Prague - Břevnov",Small studio,22 m²,"CZK 1,000",Furnished,1,No,No,No,No,Yes,No,No,02. 04. 2022,65,502,453,828,554,"1,066",343,,,,Good,,Personal,Brick building,10 to 30 years years,Standard materials and solutions,Central heating,A,Middle floor,,,,,,,
711808,"CZK 20,500",50.1079,14.54644,"Lehovecká, Prague - Hloubětín",1 bedroom with open-plan kitchen,49 m²,"CZK 4,235",Furnished,6,Yes,No,Yes,No,Yes,Yes,Yes,01. 07. 2022,48,825,83,843,397,816,556,419,"1,060",533,New build,"CZK 20,500",Personal,Brick building,,,,B,,,,,,,,
706911,"CZK 15,000",50.03934,14.32273,"Kakosova, Prague - Řeporyje",Studio,43 m²,"CZK 4,000",Furnished,2,Yes,No,Yes,No,No,Yes,No,01. 03. 2022,246,"1,135",780,964,603,"1,028",665,"1,075",672,112,New build,"CZK 45,000",Personal,Brick building,1 to 10 years years,Standard materials and solutions,Central heating,G,,,Yes,,,,,
617429,"CZK 15,000",50.112013,14.514579,"Moravcových, Prague - Vysočany",1 bedroom with open-plan kitchen,54 m²,"CZK 3,500",,3,No,Yes,Yes,No,No,No,Yes,01. 05. 2022,497,350,"1,498",360,"1,042","1,141",452,560,,,New build,"CZK 25,000",Personal,Brick building,1 to 10 years years,,Central heating,B,Middle floor,,Yes,,,,,
671001,"CZK 17,000",50.10294,14.55224,"Sklenská, Prague - Kyje",1 bedroom with open-plan kitchen,56 m²,"CZK 4,000",Furnished,1,Yes,No,No,No,Yes,Yes,No,01. 05. 2022,259,742,402,"1,228",354,643,425,"1,074",601,344,Excellent,"CZK 17,000",Personal,Other,1 to 10 years years,Standard materials and solutions,District heating,B,Middle floor,,,,,,,
646325,"CZK 15,000",50.037495,14.395772,"Švábova, Prague - Hlubočepy",2 bedroom,60 m²,"CZK 4,000",Furnished,-1,No,Yes,No,No,Yes,No,No,01. 05. 2022,426,"1,360","1,111","1,425","1,250","1,162","1,215",,,,Excellent,"CZK 38,000",Personal,Brick building,,,,B,,,,,,,,
639881,"CZK 17,990",50.020821,14.40306,"Šífařská, Prague - Hodkovičky",1 bedroom with open-plan kitchen,48 m²,"CZK 4,500",Partially furnished,4,No,Yes,Yes,No,Yes,Yes,Yes,01. 01. 2022,419,659,"1,181",370,"1,106",,,,,,New build,"CZK 30,000",Personal,Brick building,1 to 10 years years,Premium materials and solutions,District heating,B,Top floor,,Yes,,,,,
711773,"CZK 20,000",50.06695,14.50271,"Žernovská, Prague - Strašnice",2 bedroom with open-plan kitchen,87 m²,"CZK 6,000",Unfurnished,3,No,No,No,No,Yes,No,No,26. 03. 2022,197,"1,323",313,998,222,602,413,406,"1,089",248,New build,"CZK 40,000",Personal,Brick building,,,,G,,,,,,,,
698706,"CZK 12,500",50.1095021,14.4754433,"Pivovarnická, Prague - Libeň",1 bedroom,41 m²,"CZK 2,700",Partially furnished,4,No,No,Yes,No,No,Yes,No,01. 03. 2022,271,902,243,593,391,321,372,594,339,150,Good,"CZK 20,000",Personal,Brick building,,,,G,,,,,,,,
425448,"CZK 10,500",50.0582532,14.44353,"Na Jezerce, Prague - Nusle",Small studio,18 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,No,No,02. 01. 2022,96,"1,112",343,721,186,792,491,465,675,180,Excellent,"CZK 12,500",Personal,Brick building,1 to 10 years years,Standard materials and solutions,,,,,,,Overall,,,
711763,"CZK 25,000",50.05705,14.28087,"Sazovická, Prague - Zličín",2 bedroom with open-plan kitchen,75 m²,"CZK 6,500",Partially furnished,4,No,No,Yes,Yes,Yes,Yes,Yes,01. 04. 2022,298,"1,016",947,877,962,"1,001",351,"1,223",183,,New build,"CZK 30,000",Personal,Brick building,1 to 10 years years,,District heating,B,Middle floor,,,,,,,
703630,"CZK 17,990",50.14239166666,14.43428722222,"Žalovská, Prague - Čimice",3 bedroom,75 m²,"CZK 5,565",Unfurnished,2,Yes,No,No,No,No,Yes,No,,367,571,605,285,589,694,641,190,,,Excellent,"CZK 23,555",Cooperative,Prefab concrete building,,,,G,,,,"CZK 23,555

                                
                                
                
i",,,,
180770,"CZK 10,800",50.1011439,14.4909093,"Prokopka, Prague - Vysočany",1 bedroom,37 m²,CZK 900,Partially furnished,2,No,No,No,No,No,No,No,20. 01. 2022,165,"1,206",215,849,308,"1,301",108,193,636,240,,"CZK 12,000",Personal,Brick building,,Standard materials and solutions,Other,,,,,,,,,
338040,"CZK 16,000",50.0400835249,14.4973857442,"Babická, Prague - Chodov",1 bedroom with open-plan kitchen,56 m²,"CZK 5,000",Furnished,4,Yes,No,Yes,No,Yes,Yes,Yes,01. 06. 2022,209,"1,219",338,"1,359",220,"1,098",826,"1,054",721,489,Excellent,"CZK 42,000",Personal,Brick building,10 to 30 years years,Standard materials and solutions,District heating,C,Top floor,,,,,,,
577064,"CZK 17,100",50.1027788,14.3748352,"U Hadovky, Prague - Dejvice",2 bedroom,63 m²,"CZK 2,850",Partially furnished,1,No,No,Yes,No,No,No,No,11. 04. 2022,261,"1,397",338,"1,034",337,306,502,635,535,425,Excellent,"CZK 18,000",Cooperative,Brick building,over 50 years years,Standard materials and solutions,Gas boiler,D,Raised ground floor,,,,Interior,,,
550879,"CZK 13,900",50.0639544,14.2854037,"Lačnovská, Prague - Zličín",Studio,36 m²,"CZK 2,839",Furnished,2,No,Yes,No,No,Yes,No,No,01. 05. 2022,304,361,"1,215","1,060",875,"1,338",551,,,,New build,"CZK 27,800",Personal,Low-energy building,1 to 10 years years,Premium materials and solutions,Other,B,Ground floor,30 m²,Yes,,,,,
711743,"CZK 9,000",50.12099,14.45387,"Kubišova, Prague - Libeň",1 bedroom with open-plan kitchen,44 m²,"CZK 1,000",Partially furnished,2,No,No,No,No,No,No,No,20. 04. 2022,272,618,256,255,290,339,474,693,"1,207",468,Good,"CZK 9,000",Personal,Brick building,,,,G,,,,,,,,
683933,"CZK 12,000",50.1351227,14.379389,"Internacionální, Prague - Suchdol",3 bedroom,75 m²,"CZK 5,500",Partially furnished,1,Yes,No,No,No,No,No,No,01. 04. 2022,97,120,232,148,162,101,709,316,771,605,Good,"CZK 17,500",Personal,Brick building,,,Gas boiler,G,Middle floor,,,,,,,
598547,"CZK 19,900",50.091983,14.43848,"Pobřežní, Prague - Karlín",1 bedroom with open-plan kitchen,58 m²,"CZK 1,000",Furnished,3,Yes,No,Yes,No,No,No,No,01. 05. 2022,144,519,224,117,121,116,688,694,188,722,Excellent,"CZK 25,000",Cooperative,Brick building,1 to 10 years years,Standard materials and solutions,Electric boiler,,Middle floor,,,,Interior,,,
593464,"CZK 16,500",50.054531,14.514522,"Práčská, Prague - Záběhlice",2 bedroom,57 m²,"CZK 4,500",Furnished,7,Yes,No,Yes,No,No,Yes,No,01. 05. 2022,310,317,306,358,181,313,790,"1,045",706,205,Excellent,,Personal,Prefab concrete building,,Premium materials and solutions,District heating,C,Middle floor,,,,Overall,,,
711726,"CZK 35,000",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",Other,1 m²,CZK 133,Furnished,15,No,Yes,Yes,No,Yes,Yes,No,14. 04. 2022,,,,,,,,,,,Excellent,CZK 1,Personal,Other,,,,A,,,Yes,,,Luka Residential s.r.o.,Luka Living Rental apartments,000
711070,"CZK 16,900",50.0573177,14.4207856,Prague - Podolí,1 bedroom with open-plan kitchen,59 m²,"CZK 3,100",Partially furnished,2,Yes,No,No,No,No,Yes,No,01. 04. 2022,172,280,180,81,167,277,67,681,458,95,Excellent,"CZK 25,000",Personal,Brick building,,,,C,,,,,,,,
711716,"CZK 20,000",50.1056,14.45912,"Sanderova, Prague - Holešovice",1 bedroom with open-plan kitchen,52 m²,"CZK 4,000",Partially furnished,3,Yes,No,Yes,No,Yes,Yes,No,01. 04. 2022,494,"1,197",623,796,433,672,"1,127","1,107",584,175,New build,"CZK 40,000",Personal,Other,,,,B,,,,,,,,
689888,"CZK 11,050",49.9564,14.38078,"K Vejvoďáku, Prague - Zbraslav",4 bedroom with open-plan kitchen,150 m²,"CZK 1,950",Partially furnished,1,Yes,Yes,Yes,Yes,Yes,No,Yes,31. 03. 2022,120,"1,019","1,319","1,281",953,970,,,,,New build,"CZK 13,000",Personal,Other,,,,G,,,,,,,,
705161,"CZK 9,900",50.05716,14.44544,"Sdružení, Prague - Nusle",Studio,42 m²,"CZK 3,000",Partially furnished,1,No,No,No,No,No,No,No,05. 02. 2022,316,993,46,504,172,928,349,323,"1,018",266,Excellent,"CZK 15,000",Other,Brick building,,Standard materials and solutions,Other,G,Raised ground floor,,,,,,,
711703,"CZK 14,900",50.10694,14.44521,"U Staré plynárny, Prague - Holešovice",1 bedroom with open-plan kitchen,47 m²,CZK 650,Partially furnished,1,No,No,Yes,No,No,Yes,No,01. 04. 2022,279,729,370,742,354,265,460,"1,085",380,388,Excellent,"CZK 30,000",Cooperative,Brick building,,,,C,,,,,,,,
518635,"CZK 14,500",50.0663273,14.4296422,Prague - Nusle,1 bedroom with open-plan kitchen,38 m²,"CZK 3,500",Furnished,4,No,No,No,No,No,Yes,No,01. 05. 2022,194,809,124,703,236,246,531,563,200,97,Excellent,"CZK 14,500",Personal,Brick building,,Standard materials and solutions,Gas boiler,,,,,,,,,
436587,"CZK 6,900",50.0835307,14.5007042,"Káranská, Prague - Malešice",Small studio,17 m²,"CZK 1,800",Furnished,1,No,No,No,No,No,No,No,23. 03. 2022,328,298,328,341,344,503,262,289,703,118,,"CZK 8,700",Personal,Brick building,,,,,,,,,,,,
630387,"CZK 13,000",50.071297,14.482002,"V Olšinách, Prague - Vršovice",Studio,32 m²,"CZK 1,000",Furnished,3,No,Yes,No,No,No,No,No,01. 05. 2022,263,407,163,275,228,332,531,427,630,192,Excellent,"CZK 14,000",Personal,Brick building,,,,B,,,,,,,,
604061,"CZK 35,000",50.094947,14.450966,"U Mlýnského kanálu, Prague - Karlín",2 bedroom with open-plan kitchen,83 m²,"CZK 5,000",Furnished,2,No,No,No,Yes,Yes,Yes,Yes,01. 05. 2022,116,421,96,60,41,233,735,"1,369",389,467,New build,"CZK 35,000",Personal,Brick building,1 to 10 years years,Premium materials and solutions,Central heating,B,Middle floor,,Yes,,Overall,,,
700407,"CZK 15,000",50.13335,14.50671,"Tupolevova, Prague - Letňany",Studio,50 m²,"CZK 3,600",Partially furnished,2,No,No,No,Yes,No,Yes,No,01. 02. 2022,135,"1,092",255,417,434,571,377,269,254,419,New build,"CZK 20,000",Personal,Prefab concrete building,,,,B,,,,,,,,
711645,"CZK 20,490",49.99891944444,14.43090138888,"Provázkova, Prague - Modřany",1 bedroom with open-plan kitchen,62 m²,"CZK 2,928",Unfurnished,2,Yes,No,Yes,No,Yes,Yes,No,,207,"1,062",699,682,785,,,,,,New build,"CZK 23,418",Personal,Brick building,,,,B,,,Yes,"CZK 23,418

                                
                                
                
i",,,,
711643,"CZK 22,500",50.1010194,14.4039856,"Dr. Zikmunda Wintra, Prague - Bubeneč",2 bedroom,77 m²,"CZK 1,500",Unfurnished,5,No,No,No,No,No,No,No,01. 04. 2022,212,796,195,522,181,453,386,649,412,364,Excellent,"CZK 45,000",Personal,Brick building,,Standard materials and solutions,,G,,,,,,,,
711022,"CZK 18,000",50.05835,14.28382,"Míšovická, Prague - Zličín",1 bedroom with open-plan kitchen,60 m²,"CZK 4,000",Furnished,1,No,Yes,No,No,No,Yes,Yes,10. 05. 2022,319,873,779,708,668,833,57,930,72,,Excellent,"CZK 18,000",Personal,Brick building,,,,A,,,,,,,,
414900,"CZK 11,500",50.1356723,14.5098273,"Bohumínská, Prague - Letňany",Studio,41 m²,"CZK 3,500",Furnished,8,No,No,No,No,No,Yes,No,01. 06. 2022,61,658,228,506,193,137,214,624,267,365,,,Personal,Prefab concrete building,,,,,,,,,,,,
552860,"CZK 15,000",50.0564933,14.5217297,Prague - Hostivař,3 bedroom,68 m²,"CZK 3,000",Partially furnished,3,No,No,No,Yes,No,Yes,No,01. 05. 2022,165,725,381,687,709,729,"1,183",986,742,156,Excellent,"CZK 20,000",Personal,Prefab concrete building,,,,,Middle floor,,,,,,,
603001,"CZK 19,500",50.092552,14.44379,"Sokolovská, Prague - Karlín",1 bedroom,45 m²,"CZK 1,000",,4,Yes,No,No,No,No,Yes,No,24. 03. 2022,113,295,84,293,18,292,279,"1,016",374,318,Excellent,"CZK 20,500",Personal,Brick building,,,,B,,,,,,,,
603006,"CZK 16,500",50.092552,14.44379,"Sokolovská, Prague - Karlín",1 bedroom,40 m²,"CZK 1,000",,4,No,No,No,No,No,Yes,No,24. 03. 2022,113,295,84,293,18,292,279,"1,016",374,318,Excellent,"CZK 17,500",Personal,Brick building,,,,B,,,,,,,,
711585,"CZK 15,000",49.98832,14.41191,"Za Sídlištěm, Prague - Komořany",1 bedroom with open-plan kitchen,50 m²,"CZK 2,000",Furnished,12,No,No,Yes,No,No,Yes,No,01. 04. 2022,416,428,430,598,,,,,,,Excellent,"CZK 20,000",Personal,Prefab concrete building,,,,B,,,,,,,,
596754,"CZK 30,000",50.053638,14.355187,"Za Zámečkem, Prague - Jinonice",3 bedroom with open-plan kitchen,130 m²,"CZK 10,000",Partially furnished,1,Yes,No,No,No,No,Yes,Yes,21. 03. 2022,376,883,245,949,420,609,461,787,"1,290",596,Excellent,"CZK 79,998",Personal,Brick building,1 to 10 years years,Premium materials and solutions,Central heating,C,Raised ground floor,,,,Overall,,,
711573,"CZK 13,000",50.11476,14.56673,"Sicherova, Prague - Kyje",Studio,34 m²,"CZK 2,345",Furnished,1,No,Yes,No,No,No,Yes,No,01. 04. 2022,376,"1,061",835,"1,430","1,444",848,,,,,New build,"CZK 15,000",Personal,Brick building,,,,C,,,,,,,,
