Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Design,Heating,Total number of floors,New building,Age,Front garden,Renovation,Administration fee,Developer name,Project name,Kód jednotky,Investment Advisor
706928,"CZK 22,000",50.05426,14.36971,"V Zářezu, Prague - Jinonice",1 bedroom with open-plan kitchen,New build,60 m²,"CZK 4,000","CZK 44,000",Personal,Brick building,Furnished,5,Yes,No,No,No,Yes,Yes,Yes,16. 02. 2022,G,5,538,0,513,298,393,607,931,490,,,,,,,,,,,,,
707817,"CZK 45,000",50.0795975,14.4273504,"Ve Smečkách, Prague - Nové Město",1 bedroom with open-plan kitchen,,70 m²,"CZK 15,000",,,,Furnished,4,No,No,No,No,No,Yes,No,23. 04. 2022,,285,548,70,207,10,222,245,618,370,524,,,,,,,,,,,,
579618,"CZK 16,500",50.08767,14.489945,"Malešická, Prague - Žižkov",2 bedroom with open-plan kitchen,Excellent,68 m²,"CZK 4,000","CZK 16,500",Cooperative,Prefab concrete building,Unfurnished,4,Yes,No,No,No,No,Yes,No,19. 10. 2019,B,108,671,283,771,99,676,638,473,160,485,Standard materials and solutions,District heating,Top floor,,,,,,,,,
542416,"CZK 18,900",50.050866223005,14.345056649182,"Petržílkova, Prague - Stodůlky",2 bedroom,,82 m²,"CZK 4,500","CZK 40,000",Personal,Brick building,Furnished,8,Yes,No,No,No,No,Yes,No,1. února 2019,,120,335,73,118,23,207,183,295,"1,195",247,,Central heating,Middle floor,Yes,1 to 10 years years,,,,,,,
694956,"CZK 12,000",49.96272,14.38279,"Václava Rady, Prague - Zbraslav",1 bedroom with open-plan kitchen,Excellent,34 m²,"CZK 3,500","CZK 12,000",Personal,Brick building,Furnished,3,No,No,No,No,No,Yes,No,01. 04. 2022,B,287,193,461,481,839,72,93,,,,Standard materials and solutions,District heating,Middle floor,,,,,,,,,
707808,"CZK 16,500",50.13499,14.47261,"Šimůnkova, Prague - Kobylisy",3 bedroom,Excellent,65 m²,"CZK 3,500","CZK 20,000",Personal,Prefab concrete building,Furnished,2,No,No,No,No,No,No,No,01. 03. 2022,D,184,999,372,"1,096",333,974,465,228,"1,222",163,,,,,,,,,,,,
707806,"CZK 58,000",50.06149,14.36633,"Na Pomezí, Prague - Košíře",4 bedroom,New build,159 m²,"CZK 10,500","CZK 58,000",Personal,Low-energy building,Unfurnished,,No,Yes,No,No,Yes,Yes,Yes,01. 03. 2022,B,198,901,894,"1,454","1,077",988,476,505,"1,076",337,Premium materials and solutions,District heating,Ground floor,Yes,1 to 10 years years,221 m²,,,,,,
101828,"CZK 15,000",50.0640668,14.4245392,"Slavojova, Prague - Nusle",Studio,,48 m²,"CZK 4,600","CZK 15,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,22. 02. 2022,,172,882,154,355,176,315,545,357,266,316,Premium materials and solutions,District heating,Ground floor,,,,Interior,,,,,
639342,"CZK 13,500",50.083251,14.502362,"Káranská, Prague - Malešice",2 bedroom,Excellent,54 m²,"CZK 4,500","CZK 13,500",Personal,Other,Partially furnished,2,No,No,No,No,No,No,No,16. 11. 2020,D,306,317,348,336,448,518,445,246,842,133,,,,,,,,,,,,
652025,"CZK 14,000",50.0308374,14.3684248,"Trnkovo náměstí, Prague - Hlubočepy",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 2,500","CZK 28,000",Personal,Brick building,Partially furnished,2,Yes,No,No,No,No,Yes,No,01. 03. 2022,C,120,834,76,815,127,853,287,296,628,66,Premium materials and solutions,District heating,Raised ground floor,,10 to 30 years years,,,,,,,
497133,"CZK 15,900",50.0664164,14.4489595,"U Vršovického nádraží, Prague - Vršovice",1 bedroom with open-plan kitchen,Good,60 m²,"CZK 1,650","CZK 20,000",Personal,Brick building,Furnished,4,No,No,No,No,No,No,No,22. 02. 2022,,65,573,13,510,44,89,73,218,205,301,,,,,,,,,,,,
570592,"CZK 22,000",50.1011271,14.4527846,"Na Maninách, Prague - Holešovice",1 bedroom with open-plan kitchen,New build,57 m²,"CZK 3,000","CZK 40,000",Personal,Brick building,Furnished,3,Yes,No,Yes,No,No,Yes,No,26. 02. 2022,B,291,602,152,325,82,262,464,426,170,189,Premium materials and solutions,,Middle floor,,1 to 10 years years,,,,,,,
707795,"CZK 18,000",50.07509,14.45867,"Korunní, Prague - Vinohrady",1 bedroom with open-plan kitchen,New build,57 m²,"CZK 3,000","CZK 18,000",Personal,Low-energy building,Partially furnished,4,Yes,No,No,No,Yes,Yes,No,01. 04. 2022,B,100,582,99,321,142,484,393,300,742,353,,,,,,,,,,,,
707789,"CZK 11,000",50.12743,14.45726,"Bořanovická, Prague - Kobylisy",Small studio,Good,17 m²,"CZK 2,500","CZK 20,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,21. 02. 2022,G,113,"1,136",200,637,56,446,528,553,849,631,,,,,,,,,,,,
707785,"CZK 18,000",50.08678,14.45512,"Roháčova, Prague - Žižkov",2 bedroom,Excellent,67 m²,CZK 300,"CZK 30,000",Cooperative,Brick building,Partially furnished,1,Yes,No,No,No,No,No,No,21. 02. 2022,G,55,105,21,581,35,170,189,220,163,360,,,,,,,,,,,,
705511,"CZK 11,000",50.09763,14.3542,"Egyptská, Prague - Vokovice",1 bedroom,Excellent,36 m²,"CZK 3,000","CZK 14,000",Personal,Prefab concrete building,Partially furnished,2,No,No,No,No,No,No,No,01. 03. 2022,G,112,635,514,490,418,511,418,267,722,158,,,,,,,,,,,,
699626,"CZK 16,500",50.08294,14.50018,"Káranská, Prague - Malešice",3 bedroom,Excellent,74 m²,"CZK 1,500","CZK 16,500",Personal,Prefab concrete building,Unfurnished,1,No,No,Yes,Yes,No,No,No,17. 01. 2022,G,238,148,208,195,298,388,254,385,785,285,,,,,,,,,,,,
457605,"CZK 18,000",50.0450286,14.4444703,"Herálecká III, Prague - Krč",2 bedroom,Good,52 m²,"CZK 3,000","CZK 36,000",Personal,Prefab concrete building,Furnished,3,No,No,No,No,No,No,No,01. 04. 2022,,272,447,226,378,222,312,296,343,756,328,,District heating,Middle floor,,,,Overall,,,,,
707769,"CZK 18,000",50.0968,14.34561,"Na Volánové, Prague - Vokovice",4 bedroom,Excellent,110 m²,"CZK 5,500","CZK 18,000",Personal,Brick building,Furnished,1,Yes,No,Yes,Yes,Yes,No,No,01. 03. 2022,G,141,"1,294",237,730,265,302,50,330,505,232,,,,,,,,,,,,
688476,"CZK 11,000",50.08657,14.45167,"Cimburkova, Prague - Žižkov",Small studio,Excellent,29 m²,"CZK 1,000","CZK 12,000",Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,01. 03. 2022,G,51,363,69,334,30,341,112,464,112,577,,Central heating,Top floor,,,,,,,,,
513154,"CZK 16,500",50.0514104,14.4579141,"Michelská, Prague - Michle",1 bedroom with open-plan kitchen,Excellent,56 m²,"CZK 3,250","CZK 19,750",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,01. 02. 2022,,3,676,93,678,33,557,383,658,659,379,Standard materials and solutions,Gas boiler,Middle floor,,,,Overall,,,,,
659383,"CZK 20,000",50.10766,14.44706,"Ortenovo náměstí, Prague - Holešovice",2 bedroom,Excellent,70 m²,"CZK 3,500","CZK 23,500",Personal,Brick building,Partially furnished,1,No,No,No,No,No,Yes,No,01. 03. 2022,G,19,488,114,488,208,308,207,848,402,134,,,,,,,,,,,,
707767,"CZK 15,000",50.03345,14.61061,"Václava Trojana, Prague - Uhříněves",2 bedroom with open-plan kitchen,New build,73 m²,"CZK 4,500","CZK 30,000",Personal,Brick building,Partially furnished,5,No,Yes,Yes,No,No,Yes,Yes,01. 04. 2022,G,134,"1,224",357,"1,233",731,"1,177",749,"1,252",894,164,,,,,,,,,,,,
707768,"CZK 14,990",50.00690527777,14.42277916666,"Jordana Jovkova, Prague - Modřany",3 bedroom,Good,62 m²,"CZK 3,643","CZK 18,633",Personal,Prefab concrete building,Unfurnished,2,No,No,Yes,Yes,No,Yes,No,,G,182,522,527,500,500,596,495,773,842,470,,,,,,,,"CZK 18,633

                                
                                
                
i",,,,
704562,"CZK 10,000",50.06632,14.42646,"Sekaninova, Prague - Nusle",Small studio,Excellent,28 m²,CZK 700,"CZK 10,000",Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,No,No,01. 02. 2022,G,272,"1,052",215,452,150,412,739,827,443,114,Standard materials and solutions,Other,Middle floor,,,,Interior,,,,,
707766,"CZK 12,100",50.0731,14.43985,"Záhřebská, Prague - Vinohrady",Studio,Excellent,31 m²,"CZK 1,000","CZK 17,000",Personal,Brick building,Furnished,3,No,No,No,No,No,Yes,No,30. 03. 2022,A,166,323,59,552,98,502,124,436,693,506,,,,,,,,,,,,
601847,"CZK 34,000",50.078284,14.443172,"Polská, Prague - Vinohrady",2 bedroom with open-plan kitchen,Excellent,110 m²,"CZK 3,000","CZK 34,000",Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,25. 01. 2022,G,340,619,153,358,26,243,369,251,124,422,Standard materials and solutions,,Middle floor,,1 to 10 years years,,Overall,,,,,
581272,"CZK 14,000",50.010477,14.448764,"Smotlachova, Prague - Kamýk",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 3,300","CZK 28,000",Personal,Prefab concrete building,Partially furnished,12,No,No,Yes,No,No,Yes,No,01. 03. 2022,C,531,"1,218",548,501,"1,095",493,856,541,261,,Standard materials and solutions,District heating,Top floor,,,,Overall,,,,,
335208,"CZK 16,000",50.0713288,14.4603672,Prague - Vršovice,1 bedroom with open-plan kitchen,,60 m²,CZK 500,"CZK 16,000",Personal,Brick building,Furnished,4,Yes,No,Yes,No,No,Yes,No,01. 04. 2022,,93,738,73,513,62,513,327,207,758,232,Standard materials and solutions,Other,Top floor,,,,Overall,,,,,
707763,"CZK 23,000",50.09357,14.46052,"Na Střelnici, Prague - Karlín",3 bedroom with open-plan kitchen,Excellent,93 m²,"CZK 1,400","CZK 40,000",Personal,Brick building,Partially furnished,5,No,No,Yes,No,No,No,No,25. 02. 2022,G,415,"1,073",165,683,310,546,133,"1,032",596,111,,,,,,,,,,,,
707763,"CZK 23,000",50.09357,14.46052,"Na Střelnici, Prague - Karlín",3 bedroom with open-plan kitchen,Excellent,93 m²,"CZK 1,400","CZK 40,000",Personal,Brick building,Partially furnished,5,No,No,Yes,No,No,No,No,25. 02. 2022,G,415,"1,073",165,683,310,546,133,"1,032",596,111,,,,,,,,,,,,
706882,"CZK 14,500",50.05628,14.37275,Prague - Jinonice,Studio,New build,29 m²,"CZK 2,000","CZK 20,000",Personal,Low-energy building,Furnished,1,No,No,Yes,No,Yes,Yes,Yes,19. 02. 2022,G,185,186,210,"1,337",145,46,622,297,"1,148",245,,,,,,,,,,,,
635024,"CZK 9,000",50.079409,14.322363,Prague - Ruzyně,1 bedroom,Good,23 m²,"CZK 2,500","CZK 10,000",Personal,Brick building,Furnished,,No,No,Yes,No,Yes,No,No,25. 02. 2022,G,490,635,730,912,912,176,,,,,,,,,,,,,,,,
706846,"CZK 15,000",50.13128,14.42246,"Hlivická, Prague - Bohnice",3 bedroom,Excellent,67 m²,"CZK 5,000","CZK 30,000",Personal,Prefab concrete building,Furnished,13,No,No,No,Yes,No,Yes,No,28. 02. 2022,G,93,936,118,866,645,198,192,912,"1,186",224,,,,,,,,,,,,
706880,"CZK 5,000",50.06401,14.42473,"Slavojova, Prague - Nusle",1 bedroom,Excellent,47 m²,"CZK 12,000","CZK 10,000",Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,No,No,No,01. 03. 2022,G,187,867,168,370,190,330,531,343,280,330,,,,,,,,,,,,
707758,"CZK 15,000",50.1056561,14.5198189,"U Elektry, Prague - Vysočany",1 bedroom with open-plan kitchen,New build,53 m²,"CZK 4,000","CZK 30,000",Personal,Other,Partially furnished,2,No,Yes,No,No,No,Yes,Yes,01. 04. 2022,B,276,"1,499",517,"1,481",891,527,"1,253","1,151",700,221,,,,Yes,,,,,,,,
707757,"CZK 18,675",50.071217,14.4576563,"Kodaňská, Prague - Vršovice",1 bedroom with open-plan kitchen,,52 m²,"CZK 6,225",,,,Furnished,2,No,No,No,No,No,Yes,No,23. 02. 2022,,45,508,35,285,9,283,73,227,583,300,,,,,,,,,,,,
509750,"CZK 11,000",50.0122144,14.422239,"Mráčkova, Prague - Modřany",Studio,,38 m²,"CZK 3,500","CZK 14,500",Personal,Brick building,Furnished,3,No,No,No,No,Yes,Yes,No,01. 07. 2018,C,208,"1,275",153,"1,177",824,"1,202",135,408,"1,019",174,,,,,,,,,,,,
683781,"CZK 13,000",50.06923265,14.307376426764,Prague - Řepy,1 bedroom with open-plan kitchen,New build,39 m²,"CZK 2,500","CZK 20,000",Personal,Brick building,Partially furnished,,No,No,Yes,No,No,No,No,15. 03. 2022,,379,798,414,"1,017",401,487,383,523,"1,407",344,,Other,Ground floor,Yes,,40 m²,,,,,,
532956,"CZK 15,500",50.054058,14.3702,Prague - Jinonice,1 bedroom with open-plan kitchen,,46 m²,"CZK 2,500","CZK 31,000",Personal,Low-energy building,Partially furnished,3,No,No,No,No,Yes,Yes,Yes,16. 02. 2022,C,24,476,188,369,259,235,568,772,331,,,,Top floor,,,,,,,,,
705787,"CZK 11,500",50.06866,14.36906,"Pod Školou, Prague - Košíře",Studio,Excellent,30 m²,"CZK 3,000","CZK 11,500",Personal,Brick building,Partially furnished,5,No,No,Yes,No,No,Yes,No,01. 04. 2022,D,283,799,333,455,290,348,191,"1,116",488,441,,,,,,,,,,,,
705427,"CZK 42,500",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",4 bedroom with open-plan kitchen,Excellent,163 m²,"CZK 13,310","CZK 85,000",Personal,Other,Furnished,8,No,Yes,Yes,No,Yes,Yes,No,25. 03. 2022,A,,,,,,,,,,,Premium materials and solutions,,Middle floor,Yes,1 to 10 years years,,,,Luka Residential s.r.o.,Luka Living Rental apartments,815,
707745,"CZK 18,318",50.1039752,14.485908,"Českomoravská, Prague - Libeň",2 bedroom with open-plan kitchen,Good,56 m²,"CZK 1,946","CZK 20,264",Personal,Other,,3,No,No,No,No,No,No,No,21. 01. 2022,,159,337,213,255,60,386,332,819,438,326,,,,,,,,"CZK 2,748",,,,
707742,"CZK 10,000",50.0455325,14.5595047,"Ravennská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,Good,42 m²,"CZK 1,916","CZK 11,916",Personal,Other,,1,No,No,No,No,No,No,No,01. 03. 2022,,215,599,528,676,208,743,252,306,388,148,,,,,,,,"CZK 1,500",,,,
203657,"CZK 13,500",50.1155867,14.4743483,"Na sypkém, Prague - Libeň",1 bedroom with open-plan kitchen,New build,55 m²,"CZK 4,000","CZK 17,500",Personal,Brick building,Furnished,2,Yes,No,Yes,No,Yes,Yes,No,20. 02. 2022,,143,"1,362",395,"1,237",150,656,536,"1,350",883,321,,,Middle floor,Yes,1 to 10 years years,,,,,,,
706863,"CZK 28,000",50.0966774,14.3407885,"Ke Dvoru, Prague - Vokovice",1 bedroom with open-plan kitchen,New build,76 m²,CZK 1,,Personal,Other,,2,No,No,Yes,Yes,Yes,Yes,Yes,01. 04. 2022,B,493,614,326,615,680,498,785,264,663,,Premium materials and solutions,,Middle floor,,,,,,,,,
567263,"CZK 13,100",50.0489872,14.4570959,"Jemnická, Prague - Michle",Studio,Excellent,35 m²,"CZK 1,900","CZK 13,100",Personal,Other,Furnished,2,No,No,No,No,No,Yes,No,01. 03. 2022,,184,306,284,308,242,187,706,352,357,119,,,,,,,,,,,,
532900,"CZK 12,500",50.0690181,14.4604519,Prague - Vršovice,Studio,Excellent,35 m²,"CZK 2,500","CZK 15,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,01. 02. 2022,C,145,621,205,295,114,407,370,181,500,242,,District heating,Middle floor,,,,Overall,,,,,
696137,"CZK 22,000",50.0868,14.37019,"Za Kajetánkou, Prague - Břevnov",2 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 5,200","CZK 26,500",Personal,Brick building,Furnished,1,Yes,No,Yes,No,Yes,No,No,02. 02. 2022,C,73,613,261,685,139,438,274,370,680,555,Premium materials and solutions,Gas boiler,Middle floor,,,20 m²,Overall,,,,,
705109,"CZK 12,500",50.05162,14.34429,"Petržílkova, Prague - Stodůlky",Studio,Good,39 m²,"CZK 2,200","CZK 12,500",Personal,Brick building,Partially furnished,8,Yes,No,Yes,No,Yes,No,No,04. 02. 2022,G,204,389,115,347,139,252,92,182,"1,142",103,,,,,,,,,,,,
425448,"CZK 10,500",50.0582532,14.44353,"Na Jezerce, Prague - Nusle",Small studio,Excellent,18 m²,"CZK 2,000","CZK 12,500",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,02. 01. 2022,,96,"1,112",343,721,186,792,491,465,675,180,Standard materials and solutions,,,,1 to 10 years years,,Overall,,,,,
656209,"CZK 15,000",50.02218,14.45055,"Sulická, Prague - Lhotka",3 bedroom,Excellent,54 m²,"CZK 3,500","CZK 20,000",Personal,Prefab concrete building,Partially furnished,2,No,No,Yes,Yes,No,Yes,No,01. 03. 2022,,153,449,421,"1,379",271,445,492,782,699,324,Standard materials and solutions,District heating,Middle floor,,,,Overall,,,,,
707732,"CZK 20,300",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,48 m²,CZK 133,"CZK 40,600",Personal,Other,Furnished,5,No,Yes,Yes,No,Yes,Yes,No,11. 04. 2022,A,,,,,,,,,,,,,,Yes,,,,,Luka Residential s.r.o.,Luka Living Rental apartments,513,
695198,"CZK 13,000",50.1045735,14.5472988,Prague - Hloubětín,1 bedroom,Excellent,52 m²,"CZK 4,000","CZK 13,000",Cooperative,Prefab concrete building,,,Yes,No,No,No,No,No,No,Ihned,C,234,780,129,798,549,849,137,665,844,84,,,,,,,,,,,,
707542,"CZK 12,000",50.12006,14.50142,"Prosecká, Prague - Prosek",Studio,Excellent,34 m²,"CZK 2,000","CZK 12,000",Personal,Prefab concrete building,Partially furnished,3,Yes,No,No,Yes,No,Yes,No,02. 03. 2022,G,148,466,158,313,247,178,160,663,"1,042",165,,,,,,,,,,,,
707717,"CZK 15,000",50.08969,14.47408,"Viklefova, Prague - Žižkov",1 bedroom,Good,40 m²,CZK 495,"CZK 15,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,Yes,No,01. 03. 2022,D,299,941,205,330,87,187,308,261,429,377,,Gas boiler,Ground floor,,,,,,,,,
706855,"CZK 27,000",50.07376,14.4094,"Janáčkovo nábřeží, Prague - Smíchov",3 bedroom,Excellent,116 m²,"CZK 1,000","CZK 54,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,Yes,No,06. 03. 2022,G,262,441,205,366,124,520,448,"1,069","1,283",675,Premium materials and solutions,Gas boiler,Middle floor,,,,Overall,,,,,
489685,"CZK 19,900",50.0855268,14.4464268,"Krásova, Prague - Žižkov",3 bedroom,Good,90 m²,CZK 900,"CZK 19,900",Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,18. 02. 2022,,159,357,61,299,88,378,280,107,439,583,Standard materials and solutions,,,,,,,,,,,
448290,"CZK 16,000",50.0385227,14.3237865,"Kakosova, Prague - Řeporyje",Studio,New build,44 m²,"CZK 4,000","CZK 20,000",Personal,Brick building,Furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,15. 02. 2022,A,172,"1,161",900,"1,090",432,989,710,"1,131",571,68,Premium materials and solutions,District heating,Middle floor,Yes,1 to 10 years years,,,,,,,
706852,"CZK 15,000",50.04385,14.31908,"Fantova, Prague - Stodůlky",2 bedroom with open-plan kitchen,Good,88 m²,"CZK 6,000","CZK 30,000",Cooperative,Prefab concrete building,Partially furnished,9,Yes,No,Yes,No,No,Yes,No,01. 03. 2022,G,285,962,266,233,609,300,213,271,610,131,,,,,,,,,,,,
644492,"CZK 9,450",50.101787,14.507409,"Poděbradská, Prague - Vysočany",Studio,New build,35 m²,"CZK 3,450","CZK 16,350",Personal,Brick building,Furnished,2,No,No,No,No,Yes,Yes,No,20. 01. 2022,G,86,"1,261",369,860,414,742,371,"1,187","1,377",781,Premium materials and solutions,Central heating,Middle floor,Yes,1 to 10 years years,,Overall,,,,,
698706,"CZK 12,500",50.1095021,14.4754433,"Pivovarnická, Prague - Libeň",1 bedroom,Good,41 m²,"CZK 2,700","CZK 20,000",Personal,Brick building,Partially furnished,4,No,No,Yes,No,No,Yes,No,01. 03. 2022,G,271,902,243,593,391,321,372,594,339,150,,,,,,,,,,,,
576457,"CZK 13,000",50.088306,14.3052155,"U Valu, Prague - Ruzyně",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 2,600","CZK 20,000",Personal,Prefab concrete building,Partially furnished,7,No,No,No,No,No,Yes,No,01. 08. 2021,A,212,455,435,421,434,478,439,"1,246",16,,,District heating,Middle floor,,,,Overall,,,,,
704130,"CZK 15,500",50.03266,14.58886,"Sušilova, Prague - Uhříněves",1 bedroom with open-plan kitchen,New build,56 m²,"CZK 2,800","CZK 31,000",Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,No,Yes,No,01. 02. 2022,G,514,975,826,"1,067",894,927,"1,060",825,882,,,Central heating,Top floor,Yes,,,,,,,,
640835,"CZK 18,000",50.077218,14.477856,"Hollarovo náměstí, Prague - Vinohrady",2 bedroom,Excellent,67 m²,"CZK 2,000","CZK 18,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,Yes,No,01. 03. 2022,G,184,866,142,555,205,172,779,781,328,242,,District heating,Middle floor,,,,,,,,,
707702,"CZK 12,500",50.07828,14.5085,"Limuzská, Prague - Strašnice",Studio,New build,35 m²,"CZK 2,500","CZK 25,000",Personal,Prefab concrete building,Partially furnished,1,No,No,Yes,No,No,Yes,No,01. 03. 2022,G,53,915,509,892,124,768,934,"1,058","1,195",526,,,,,,,,,,,,
667722,"CZK 11,000",50.07306,14.43085,"Tyršova, Prague - Nové Město",Studio,Excellent,24 m²,"CZK 2,800","CZK 13,000",Personal,Brick building,Furnished,4,No,No,No,No,No,Yes,No,09. 06. 2021,C,183,529,119,213,30,197,368,453,637,687,,,,,,,,,,,,
707699,"CZK 39,000",50.0865843,14.4323212,"Dlážděná, Prague - Nové Město",1 bedroom with open-plan kitchen,,45 m²,"CZK 13,000",,,,Furnished,2,No,No,No,No,No,Yes,No,17. 04. 2022,,110,274,157,129,77,143,300,496,282,367,,,,,,,,,,,,
706739,"CZK 8,000",50.073295,14.4705352,"Bělocerkevská, Prague - Vršovice",Small studio,Excellent,20 m²,"CZK 2,500","CZK 10,000",Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,20. 02. 2022,G,111,609,75,402,359,162,556,433,553,263,,,,,,,,,,,,
648503,"CZK 14,500",50.0812,14.50015,"Počernická, Prague - Malešice",Studio,New build,40 m²,"CZK 5,600","CZK 25,000",Personal,Brick building,Furnished,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,01. 04. 2022,A,160,320,71,140,191,53,337,714,946,142,Premium materials and solutions,District heating,Middle floor,Yes,1 to 10 years years,5 m²,Interior,,,,,
522222,"CZK 15,000",50.0230258,14.4554361,Prague - Krč,2 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 3,500","CZK 20,000",Personal,Prefab concrete building,Furnished,1,No,No,No,No,No,No,No,01. 02. 2022,,425,779,668,351,314,585,"1,221",720,601,,Standard materials and solutions,Central heating,Raised ground floor,,,,Overall,,,,,
343295,"CZK 16,000",50.0596767,14.4494715,"Jaurisova, Prague - Nusle",3 bedroom,Excellent,80 m²,"CZK 1,000","CZK 30,000",Personal,Brick building,Unfurnished,1,No,No,Yes,No,No,No,No,21. 02. 2022,,59,817,100,184,24,705,266,432,788,178,,,,,,,,,,,,
333313,"CZK 11,000",50.0573689,14.2818185,"Prušánecká, Prague - Zličín",Studio,,37 m²,"CZK 2,500","CZK 16,000",Personal,Brick building,Furnished,1,Yes,No,No,No,No,No,No,24. 03. 2022,,276,"1,040",867,797,881,921,270,"1,143",103,,,,,,,,,,,,,
707694,"CZK 13,490",50.05653277777,14.43214805555,"Dačického, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,58 m²,"CZK 2,399","CZK 15,889",Personal,Brick building,Unfurnished,3,No,No,Yes,No,No,Yes,No,,D,129,955,179,262,173,390,730,456,162,260,,,,,,,,"CZK 15,889

                                
                                
                
i",,,,
706833,"CZK 14,500",50.05707,14.55431,"V Osikách, Prague - Dolní Měcholupy",1 bedroom with open-plan kitchen,Excellent,61 m²,"CZK 3,800","CZK 20,000",Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,No,No,No,17. 02. 2022,G,495,533,650,750,"1,449",812,"1,051",,,,,,,,,,,,,,,
640844,"CZK 14,000",50.099233,14.482595,"Novovysočanská, Prague - Libeň",Studio,New build,27 m²,"CZK 2,400","CZK 14,000",Personal,Other,Furnished,4,No,No,Yes,No,No,Yes,Yes,01. 03. 2022,G,144,"1,412",493,"1,207",414,"1,298",603,596,776,323,,,,,,,,,,,,
707680,"CZK 13,500",50.0071111,14.430404,"Vitošská, Prague - Modřany",1 bedroom with open-plan kitchen,Good,43 m²,"CZK 4,000","CZK 13,500",Personal,Prefab concrete building,Partially furnished,7,No,No,No,No,No,Yes,No,01. 03. 2022,G,137,"1,028",393,"1,017",155,"1,101",538,139,540,32,,,,,,,,,,,,
707681,"CZK 12,000",50.01049,14.44888,"Smotlachova, Prague - Kamýk",1 bedroom with open-plan kitchen,Excellent,35 m²,"CZK 5,000","CZK 24,000",Personal,Prefab concrete building,Partially furnished,1,No,No,Yes,No,No,Yes,No,21. 02. 2022,G,531,"1,218",548,501,"1,095",493,856,541,261,,,,,,,,,,,,,
525261,"CZK 13,500",50.0762051,14.4652782,"Písecká, Prague - Vinohrady",1 bedroom with open-plan kitchen,,47 m²,"CZK 1,140","CZK 23,000",Personal,Brick building,Partially furnished,5,No,No,No,No,No,No,No,16. 02. 2022,,274,417,226,524,48,528,228,592,169,250,,,,,,,,,,,,
601607,"CZK 40,000",50.087438,14.463275,"Jeseniova, Prague - Žižkov",5 bedroom,Excellent,174 m²,"CZK 10,000","CZK 99,998",Personal,Other,Partially furnished,4,No,No,No,No,No,Yes,No,01. 02. 2022,B,182,615,75,373,122,552,521,637,506,399,,Gas boiler,Top floor,,,,,,,,,
699413,"CZK 34,000",50.07847,14.42443,"Školská, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 4,627","CZK 60,000",Personal,Brick building,Furnished,5,Yes,Yes,No,No,No,Yes,No,01. 04. 2022,G,265,776,62,201,0,278,221,459,442,396,Premium materials and solutions,Central heating,Top floor,,,,Overall,,,,,
407321,"CZK 14,000",50.0635445,14.4532435,"Petrohradská, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,44 m²,"CZK 2,000","CZK 28,000",Cooperative,Brick building,Partially furnished,2,No,No,Yes,No,No,Yes,No,01. 04. 2022,,129,586,127,709,2,571,369,391,374,448,Standard materials and solutions,Other,Middle floor,,,,Interior,,,,,
707677,"CZK 16,500",50.08027,14.4544,"Bořivojova, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,48 m²,"CZK 3,500","CZK 30,000",Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,01. 03. 2022,G,378,333,31,410,21,554,412,435,723,210,Standard materials and solutions,Other,Middle floor,,1 to 10 years years,,Overall,,,,,
