Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Design,Heating,Renovation,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Total number of floors,Age,New building,Front garden,Administration fee,Developer name,Project name,Kód jednotky
691358,"CZK 12,990",50.02901,14.36168,"Vítové, Prague - Hlubočepy",Studio,New build,29 m²,"CZK 2,000","CZK 12,990",Cooperative,Prefab concrete building,Furnished,5,Yes,No,No,No,No,Yes,No,21. 04. 2022,,,,G,437,"1,318",559,"1,298",301,"1,336",529,769,854,542,Middle floor,1 to 10 years years,,,,,,
611162,"CZK 16,000",50.030212,14.364044,"Kováříkova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 3,800","CZK 16,000",Personal,Brick building,Partially furnished,2,No,Yes,No,No,No,Yes,No,01. 07. 2022,,District heating,,D,380,"1,101",366,"1,082",244,"1,143",471,586,796,326,Middle floor,1 to 10 years years,Yes,,,,,
715600,"CZK 16,000",50.08633,14.37393,"Nad Kajetánkou, Prague - Břevnov",1 bedroom with open-plan kitchen,Excellent,48 m²,"CZK 4,000","CZK 32,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,No,No,01. 05. 2022,,,,G,109,824,339,529,221,232,260,260,537,393,,,,,,,,
713499,"CZK 39,015",50.0882058,14.4262315,"Rybná, Prague - Staré Město",1 bedroom with open-plan kitchen,,44 m²,"CZK 13,005",,,,Furnished,3,No,No,No,No,No,No,No,19. 05. 2022,,,,,281,192,58,183,11,368,315,297,289,305,,,,,,,,
713480,"CZK 46,103",50.0840648,14.4187033,"Jilská, Prague - Staré Město",1 bedroom with open-plan kitchen,,53 m²,"CZK 15,367",,,,Furnished,3,No,No,No,No,No,Yes,No,17. 06. 2022,,,,,298,541,99,261,14,253,193,593,251,217,,,,,,,,
713464,"CZK 43,350",50.0894289,14.423732,"Masná, Prague - Staré Město",Studio,,46 m²,"CZK 14,450",,,,Furnished,3,No,No,No,No,No,Yes,No,08. 05. 2022,,,,,68,269,126,89,16,107,70,52,156,144,,,,,,,,
470058,"CZK 35,000",50.0734019,14.4319668,"Lublaňská, Prague - Vinohrady",3 bedroom,Excellent,120 m²,"CZK 6,400","CZK 41,400",Personal,Brick building,Furnished,3,Yes,No,No,No,Yes,No,No,01. 05. 2022,,Gas boiler,,G,223,451,111,161,18,88,258,371,608,675,,,,,,,,
715595,"CZK 9,200",50.05974,14.2945,"Na Radosti, Prague - Zličín",Studio,New build,28 m²,"CZK 2,800","CZK 9,200",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 05. 2022,,,,G,91,898,798,906,80,"1,016",679,"1,166",92,520,,,,,,,,
715593,"CZK 11,000",50.1112016,14.394351,"Podbabská, Prague - Bubeneč",Studio,Good,30 m²,"CZK 3,000","CZK 15,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 06. 2022,,,,B,170,"1,471",168,858,303,633,764,531,621,437,,,,,,,,
713968,"CZK 22,575",50.0769346,14.4169603,"Na Zbořenci, Prague - Nové Město",1 bedroom,,48 m²,"CZK 7,525",,,,Furnished,1,No,Yes,No,No,No,Yes,No,21. 05. 2022,,,,,168,319,99,227,101,409,227,243,632,429,,,,,,,,
715590,"CZK 43,775",50.09912,14.43261,Prague - Holešovice,3 bedroom with open-plan kitchen,New build,113 m²,"CZK 5,500","CZK 87,550",Personal,Brick building,Unfurnished,4,No,No,Yes,No,No,Yes,No,01. 06. 2022,,,,A,54,722,20,64,99,38,187,"1,475",177,471,,,,,,,,
599878,"CZK 19,300",50.0996,14.400202,"V. P. Čkalova, Prague - Bubeneč",1 bedroom with open-plan kitchen,Excellent,51 m²,"CZK 1,500","CZK 30,000",Personal,Brick building,Furnished,3,No,No,Yes,No,No,Yes,No,01. 06. 2022,Standard materials and solutions,Gas boiler,Interior,G,162,387,28,74,14,283,215,591,329,187,Middle floor,,,,,,,
714408,"CZK 22,000",50.0669223,14.3623366,Prague - Košíře,3 bedroom,Excellent,79 m²,"CZK 3,000","CZK 30,000",Personal,Brick building,Partially furnished,2,Yes,No,No,No,No,No,No,01. 06. 2022,Standard materials and solutions,Gas boiler,Interior,,118,"1,208",661,874,54,767,589,685,78,484,Middle floor,30 to 50 years years,,,,,,
715582,"CZK 30,000",50.0848162,14.4690502,"Pitterova, Prague - Žižkov",Studio,,50 m²,"CZK 10,000",,,,Furnished,6,Yes,Yes,No,No,No,Yes,Yes,22. 05. 2022,,,,,130,178,103,494,73,222,671,527,372,445,,,,,,,,
568210,"CZK 9,000",50.0584037,14.4419472,"Pod lázní, Prague - Nusle",Studio,,25 m²,"CZK 4,000",,Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,Standard materials and solutions,Gas boiler,,B,191,"1,073",451,779,280,802,585,560,646,274,Middle floor,1 to 10 years years,,,,,,
715576,"CZK 15,000",50.1113008,14.3943439,"Podbabská, Prague - Bubeneč",2 bedroom,Excellent,50 m²,"CZK 5,300","CZK 20,300",Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,No,No,24. 04. 2022,,,,G,159,"1,482",157,869,292,644,775,542,632,426,,,,,,,,
715578,"CZK 16,000",50.06676,14.45526,"Sportovní, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 2,500","CZK 16,000",Personal,Brick building,Partially furnished,4,Yes,No,Yes,No,No,No,No,01. 05. 2022,,,,C,77,40,75,289,81,289,382,533,324,374,,,,,,,,
715449,"CZK 17,000",50.04386,14.42527,"Nad Cihelnou, Prague - Podolí",Studio,New build,40 m²,"CZK 3,500","CZK 34,000",Personal,Other,Unfurnished,1,No,Yes,No,No,No,Yes,Yes,01. 05. 2022,Standard materials and solutions,Central heating,Overall,A,72,"1,331",217,"1,367",582,"1,432",668,893,848,795,Raised ground floor,1 to 10 years years,,40 m²,,,,
714304,"CZK 29,520",50.0861053,14.4085409,"Na Kampě, Prague - Malá Strana",1 bedroom with open-plan kitchen,,39 m²,"CZK 9,840",,,,Furnished,3,No,No,No,No,No,No,No,16. 05. 2022,,,,,417,407,197,386,62,673,443,555,732,174,,,,,,,,
369322,"CZK 12,000",50.1101579,14.5084088,"Pod Strojírnami, Prague - Vysočany",Studio,Excellent,30 m²,"CZK 1,800","CZK 12,000",Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,,Standard materials and solutions,,,,56,661,180,477,156,597,380,438,553,559,,1 to 10 years years,,,,,,
517654,"CZK 26,000",50.0768786,14.4699932,"V Horní Stromce, Prague - Vinohrady",2 bedroom with open-plan kitchen,Excellent,70 m²,"CZK 3,500","CZK 26,000",Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,25. 04. 2022,,District heating,,,271,625,192,330,317,332,281,"1,022",381,298,Middle floor,,,,,,,
715570,"CZK 20,000",50.10189,14.47906,Prague - Libeň,1 bedroom with open-plan kitchen,New build,55 m²,"CZK 2,500","CZK 40,000",Personal,Prefab concrete building,Partially furnished,1,Yes,No,No,No,No,Yes,Yes,01. 05. 2022,Standard materials and solutions,Central heating,,B,294,306,190,517,369,495,519,314,150,566,Middle floor,1 to 10 years years,,,,,,
628099,"CZK 35,000",50.067668,14.359419,"U tenisu, Prague - Košíře",5 bedroom,Excellent,110 m²,"CZK 2,500","CZK 70,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,Yes,01. 06. 2022,,Gas boiler,Overall,A,272,"1,304",826,960,438,853,675,696,462,761,Middle floor,1 to 10 years years,,95 m²,,,,
714373,"CZK 16,800",50.04842,14.42603,"Pod Pekařkou, Prague - Podolí",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 4,200","CZK 20,000",Personal,Brick building,Furnished,4,No,No,Yes,No,No,Yes,No,15. 06. 2022,,,,C,397,"1,349",499,801,268,940,567,671,"1,211",650,,,,,,,,
569404,"CZK 17,000",50.0401912,14.5681882,"Modenská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,,62 m²,"CZK 3,900","CZK 34,000",Personal,Brick building,Unfurnished,1,Yes,No,Yes,No,Yes,Yes,Yes,01. 03. 2022,,Central heating,,B,216,901,469,674,542,358,459,533,"1,259",368,Middle floor,1 to 10 years years,Yes,,,,,
619211,"CZK 17,000",50.0336592,14.4165494,"Nad Strouhou, Prague - Braník",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 2,000","CZK 17,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,01. 05. 2022,,,Overall,E,207,708,283,218,254,581,443,"1,313",203,,,,,,,,,
602514,"CZK 24,900",50.081285,14.429989,"Opletalova, Prague - Nové Město",3 bedroom,Excellent,90 m²,"CZK 4,900","CZK 29,800",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,19. 06. 2022,Premium materials and solutions,Geothermal heat pump,Overall,G,321,287,33,198,42,52,259,967,178,570,Middle floor,1 to 10 years years,,,,,,
275083,"CZK 22,900",50.0855268,14.4464269,"Krásova, Prague - Žižkov",2 bedroom with open-plan kitchen,,71 m²,CZK 900,"CZK 30,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,28. 04. 2022,Standard materials and solutions,,Interior,,159,357,61,299,88,378,280,107,439,583,Middle floor,1 to 10 years years,,,,,,
715562,"CZK 25,427",50.0726658,14.3919787,"Grafická, Prague - Smíchov",1 bedroom with open-plan kitchen,,46 m²,"CZK 8,475",,,,Furnished,2,No,No,No,No,No,Yes,No,28. 04. 2022,,,,,185,"1,028",126,719,138,845,205,903,"1,057",128,,,,,,,,
707694,"CZK 12,490",50.05653277777,14.43214805555,"Dačického, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,58 m²,"CZK 2,399","CZK 14,889",Personal,Brick building,Unfurnished,3,No,No,Yes,No,No,Yes,No,,,,,D,129,955,179,262,173,390,730,456,162,260,,,,,"CZK 14,889

                                
                                
                
i",,,
714092,"CZK 23,195",50.0719625,14.461813,"Bulharská, Prague - Vršovice",Studio,,35 m²,"CZK 7,731",,,,Furnished,5,No,No,No,No,No,No,No,12. 06. 2022,,,,,220,827,175,604,97,602,416,334,726,246,,,,,,,,
714404,"CZK 78,000",50.0822546,14.4142748,"Krocínova, Prague - Staré Město",3 bedroom,,125 m²,"CZK 26,000",,,,Furnished,6,Yes,No,No,No,No,Yes,No,16. 06. 2022,,,,,284,987,183,230,26,119,417,373,329,411,,,,,,,,
714474,"CZK 37,500",50.0822245,14.4146349,"Krocínova, Prague - Staré Město",2 bedroom with open-plan kitchen,,102 m²,"CZK 12,500",,,,Furnished,2,Yes,Yes,No,No,No,Yes,No,17. 06. 2022,,,,,258,962,181,204,1,145,392,348,304,385,,,,,,,,
715209,"CZK 48,000",50.0718291,14.4385892,"Americká, Prague - Vinohrady",3 bedroom,,72 m²,"CZK 16,000",,,,Furnished,5,No,No,No,No,No,Yes,No,19. 06. 2022,,,,,274,300,81,587,69,312,103,253,793,568,,,,,,,,
715350,"CZK 41,438",50.077834,14.422878,"Příčná, Prague - Nové Město",Studio,,26 m²,"CZK 13,812",,,,Furnished,2,No,No,No,No,No,No,No,20. 06. 2022,,,,,224,529,123,232,36,222,310,471,467,408,,,,,,,,
715207,"CZK 17,625",50.0753237,14.4575982,"Korunní, Prague - Vinohrady",Studio,,29 m²,"CZK 5,875",,,,Furnished,1,No,No,No,No,No,Yes,No,19. 06. 2022,,,,,159,612,67,290,33,373,307,359,795,244,,,,,,,,
710905,"CZK 19,000",50.1316367,14.5540352,"Martinická, Prague - Kbely",1 bedroom with open-plan kitchen,Excellent,46 m²,"CZK 4,000","CZK 30,000",Personal,Brick building,Furnished,1,No,Yes,No,No,No,Yes,Yes,30. 04. 2022,,District heating,,C,166,764,230,176,215,908,641,780,101,,Raised ground floor,,Yes,,,,,
715545,"CZK 16,500",50.05976,14.42668,"Mikuláše z Husi, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,500","CZK 30,000",Personal,Brick building,Furnished,4,Yes,No,Yes,No,No,No,No,01. 05. 2022,,,,F,44,588,142,353,88,446,506,192,83,300,,,,,,,,
714357,"CZK 17,000",50.04343,14.51484,"Rižská, Prague - Hostivař",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 3,500","CZK 34,000",Personal,Brick building,Furnished,4,No,No,Yes,Yes,Yes,Yes,Yes,11. 07. 2022,Premium materials and solutions,District heating,,B,,,,,,,,,,,Middle floor,1 to 10 years years,Yes,,,,,
615620,"CZK 25,000",50.057222,14.492372,"Za Slatinami, Prague - Záběhlice",3 bedroom with open-plan kitchen,New build,105 m²,"CZK 4,150","CZK 50,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,30. 04. 2022,Standard materials and solutions,Gas boiler,Overall,A,187,896,332,"1,186",379,330,411,902,160,424,Middle floor,1 to 10 years years,Yes,,,,,
715542,"CZK 12,000",50.08492,14.37106,"Junácká, Prague - Břevnov",Studio,Excellent,37 m²,"CZK 3,500","CZK 12,000",Personal,Brick building,Furnished,5,No,Yes,No,No,Yes,Yes,No,25. 04. 2022,,,,G,277,511,235,326,235,313,341,162,516,501,,,,,,,,
713523,"CZK 60,000",50.0757302,14.4269087,"Ječná, Prague - Nové Město",1 bedroom with open-plan kitchen,,,"CZK 20,000",,,,Furnished,3,No,No,No,No,No,No,No,29. 05. 2022,,,,,177,647,182,40,38,122,28,102,350,194,,,,,,,,
713500,"CZK 63,000",50.0895437,14.4260543,"Rybná, Prague - Staré Město",3 bedroom,,86 m²,"CZK 21,000",,,,Furnished,3,No,No,No,No,No,No,No,01. 06. 2022,,,,,138,70,36,61,45,257,146,128,234,214,,,,,,,,
713484,"CZK 70,875",50.0822886,14.4155231,"Karoliny Světlé, Prague - Staré Město",2 bedroom with open-plan kitchen,,90 m²,"CZK 23,625",,,,Furnished,3,No,No,No,No,No,Yes,No,01. 06. 2022,,,,,462,817,70,468,89,510,489,683,411,400,,,,,,,,
714011,"CZK 22,350",50.0799163,14.4476377,"Slavíkova, Prague - Žižkov",Studio,,29 m²,"CZK 7,450",,,,Furnished,5,No,Yes,No,No,No,Yes,No,10. 06. 2022,,,,,472,536,115,535,55,394,404,513,675,431,,,,,,,,
619958,"CZK 25,000",50.036541,14.383217,"Pražského, Prague - Hlubočepy",4 bedroom,Excellent,90 m²,"CZK 4,000","CZK 25,000",Personal,Other,Furnished,2,Yes,No,No,No,No,Yes,No,01. 06. 2022,,District heating,Interior,G,123,683,567,597,584,628,588,578,540,293,Middle floor,10 to 30 years years,,,,,,
715537,"CZK 18,000",50.13944,14.44911,"K Beranovu, Prague - Dolní Chabry",Studio,New build,95 m²,"CZK 4,500","CZK 36,000",Personal,Low-energy building,Partially furnished,1,No,Yes,No,No,Yes,Yes,No,01. 05. 2022,,,,A,282,"1,007",164,736,583,"1,091",136,,,,,,,,,,,
639060,"CZK 24,500",50.08376,14.455893,"Lupáčova, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,50 m²,"CZK 2,500","CZK 49,000",Personal,Brick building,Furnished,8,No,No,No,No,No,Yes,No,01. 02. 2022,,,,A,207,451,138,317,99,309,112,228,402,163,,,,,,,,
713528,"CZK 41,250",50.0912734,14.4238585,"Haštalské náměstí, Prague - Staré Město",2 bedroom,,50 m²,"CZK 13,750",,,,Furnished,-1,No,Yes,No,No,No,No,No,26. 05. 2022,,,,,55,370,51,238,66,242,352,396,158,122,,,,,,,,
713490,"CZK 39,600",50.0876118,14.4080467,"Míšeňská, Prague - Malá Strana",1 bedroom with open-plan kitchen,,46 m²,"CZK 13,200",,,,Furnished,2,No,No,No,No,No,No,No,16. 05. 2022,,,,,249,259,109,237,65,537,295,274,806,231,,,,,,,,
713472,"CZK 41,250",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",2 bedroom,,50 m²,"CZK 13,750",,,,Furnished,-1,No,No,No,No,No,Yes,No,16. 05. 2022,,,,,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,
713473,"CZK 31,425",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,,30 m²,"CZK 10,475",,,,Furnished,2,No,No,No,No,No,Yes,No,19. 05. 2022,,,,,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,
714338,"CZK 63,413",50.0907943,14.427063,"Dlouhá, Prague - Staré Město",2 bedroom with open-plan kitchen,,62 m²,"CZK 21,137",,,,Furnished,3,No,No,No,No,No,Yes,No,28. 05. 2022,,,,,2,191,16,48,1,127,128,306,209,259,,,,,,,,
713467,"CZK 23,625",50.0984636,14.4253146,"Ovenecká, Prague - Holešovice",1 bedroom with open-plan kitchen,,55 m²,"CZK 7,875",,,,Furnished,5,No,No,No,No,No,Yes,No,01. 06. 2022,,,,,220,310,47,185,156,218,202,"1,485",496,451,,,,,,,,
644163,"CZK 12,600",50.103357,14.512565,"Podkovářská, Prague - Vysočany",Studio,Excellent,39 m²,"CZK 2,300","CZK 14,900",Personal,Brick building,Furnished,2,No,No,No,Yes,No,Yes,Yes,01. 06. 2022,,Central heating,,G,101,296,"1,266",916,410,648,"1,168",891,270,,Middle floor,10 to 30 years years,,,,,,
408757,"CZK 14,900",50.055196715629,14.437190215344,"Sevřená, Prague - Nusle",2 bedroom,Excellent,63 m²,"CZK 2,625","CZK 30,000",Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,Yes,No,No,01. 07. 2022,,Gas boiler,Overall,G,181,"1,036",258,385,220,237,720,21,368,346,Middle floor,1 to 10 years years,,236 m²,,,,
714456,"CZK 16,500",50.10826,14.48571,"Kovanecká, Prague - Libeň",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 2,800","CZK 25,000",Personal,Brick building,Partially furnished,4,Yes,No,No,No,No,Yes,No,17. 04. 2022,,District heating,,C,,,,,,,,,,,,1 to 10 years years,,,,,,
290365,"CZK 9,000",50.0248707,14.4253578,"Údolní, Prague - Braník",Small studio,Excellent,29 m²,"CZK 4,000","CZK 13,000",Personal,Prefab concrete building,Furnished,1,No,No,No,No,No,No,No,01. 06. 2022,Standard materials and solutions,District heating,,,136,725,218,718,65,178,358,369,"1,176",252,Raised ground floor,1 to 10 years years,,,,,,
32214,"CZK 18,000",50.0641982,14.4446428,"Čestmírova, Prague - Nusle",1 bedroom with open-plan kitchen,,58 m²,"CZK 4,500","CZK 22,500",Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,15. 05. 2022,Standard materials and solutions,Central heating,Interior,A,263,485,26,228,236,235,526,764,731,637,Middle floor,1 to 10 years years,,,,,,
713518,"CZK 60,289",50.0821872,14.4175604,"Národní, Prague - Staré Město",2 bedroom,,,"CZK 20,096",,,,Furnished,1,No,No,No,No,No,No,No,27. 04. 2022,,,,,198,801,15,163,39,141,121,304,55,465,,,,,,,,
713502,"CZK 59,100",50.0882082,14.4262296,"Rybná, Prague - Staré Město",2 bedroom with open-plan kitchen,,86 m²,"CZK 19,700",,,,Furnished,2,Yes,No,No,No,No,No,No,29. 05. 2022,,,,,281,192,58,183,11,369,315,297,289,305,,,,,,,,
713506,"CZK 37,425",50.0749602,14.4305105,"Legerova, Prague - Vinohrady",1 bedroom,,30 m²,"CZK 12,475",,,,Furnished,2,No,No,No,No,No,Yes,No,15. 05. 2022,,,,,22,463,81,96,72,158,361,436,384,451,,,,,,,,
715525,"CZK 12,490",50.05364583333,14.50818555555,"Práčská, Prague - Záběhlice",2 bedroom,Good,52 m²,"CZK 3,260","CZK 15,750",Personal,Prefab concrete building,Partially furnished,4,No,No,Yes,No,No,Yes,No,,,,,D,68,751,597,699,336,747,690,570,"1,168",464,,,,,"CZK 15,750

                                
                                
                
i",,,
715415,"CZK 20,543",50.0735628,14.4373343,"Uruguayská, Prague - Vinohrady",Studio,,26 m²,"CZK 6,848",,,,Furnished,1,No,No,No,No,No,Yes,No,01. 06. 2022,,,,,193,168,131,353,18,256,47,213,857,690,,,,,,,,
713465,"CZK 31,725",50.0795659,14.4357789,"Balbínova, Prague - Vinohrady",1 bedroom with open-plan kitchen,,60 m²,"CZK 10,575",,,,Furnished,3,No,No,No,No,No,Yes,No,21. 06. 2022,,,,,134,417,252,351,68,251,205,205,457,712,,,,,,,,
713454,"CZK 31,875",50.0902753,14.4260311,"Rybná, Prague - Staré Město",Studio,,40 m²,"CZK 10,625",,,,Furnished,1,No,No,No,No,No,No,No,26. 05. 2022,,,,,124,153,54,67,17,194,209,158,151,202,,,,,,,,
713458,"CZK 41,325",50.0865843,14.4323212,"Dlážděná, Prague - Nové Město",1 bedroom with open-plan kitchen,,64 m²,"CZK 13,775",,,,Furnished,3,Yes,Yes,No,No,No,Yes,No,11. 05. 2022,,,,,110,274,157,129,77,143,300,496,282,367,,,,,,,,
713459,"CZK 51,225",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,,50 m²,"CZK 17,075",,,,Furnished,4,No,No,No,No,No,Yes,Yes,28. 05. 2022,,,,,144,325,176,152,60,230,49,259,388,439,,,,,,,,
713206,"CZK 19,000",50.07059,14.30566,"Španielova, Prague - Řepy",3 bedroom,Good,74 m²,"CZK 6,500","CZK 30,000",Personal,Prefab concrete building,Furnished,7,Yes,No,No,No,No,Yes,No,01. 05. 2022,Standard materials and solutions,,Exterior,G,234,969,215,931,184,497,172,364,"1,327",453,Middle floor,30 to 50 years years,,,,,,
226603,"CZK 17,790",50.1010663,14.3658334,Prague - Dejvice,2 bedroom,Excellent,55 m²,"CZK 3,180","CZK 20,000",Personal,Brick building,Partially furnished,1,No,No,No,Yes,No,No,No,01. 06. 2022,Standard materials and solutions,District heating,Overall,,371,778,804,414,512,679,906,703,"1,121",189,Middle floor,,,,,,,
715088,"CZK 19,000",50.04660745,14.306405720331,Prague - Stodůlky,1 bedroom with open-plan kitchen,New build,49 m²,"CZK 3,885","CZK 19,000",Personal,Brick building,Partially furnished,4,Yes,No,No,No,Yes,Yes,Yes,26. 05. 2022,,,,B,21,194,102,"1,275",85,710,807,412,573,208,,,,,,,,
715522,"CZK 17,990",50.07701277777,14.47691861111,"Hollarovo náměstí, Prague - Vinohrady",1 bedroom with open-plan kitchen,Good,46 m²,"CZK 2,845","CZK 20,835",Personal,Brick building,Partially furnished,5,No,No,Yes,No,No,No,No,,,,,G,166,882,124,472,188,154,741,797,310,110,,,,,"CZK 20,835

                                
                                
                
i",,,
715519,"CZK 13,500",50.0660067,14.4024876,"Bieblova, Prague - Smíchov",2 bedroom,Excellent,50 m²,"CZK 1,500","CZK 10,000",Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,29. 04. 2022,,Other,Overall,B,283,525,257,548,331,428,318,494,756,379,Middle floor,,,70 m²,,,,
714443,"CZK 33,675",50.0749602,14.4305105,"Legerova, Prague - Vinohrady",Studio,,30 m²,"CZK 11,225",,,,Furnished,6,No,No,No,No,No,Yes,No,21. 05. 2022,,,,,22,463,81,96,72,158,361,436,384,451,,,,,,,,
214652,"CZK 14,000",50.0948449,14.4643843,"Molákova, Prague - Karlín",Small studio,Excellent,35 m²,"CZK 2,000","CZK 14,000",Personal,Low-energy building,Furnished,2,Yes,No,No,No,No,No,No,01. 05. 2022,Standard materials and solutions,Central heating,Overall,B,347,"1,409",373,"1,019",284,883,160,697,933,328,Middle floor,30 to 50 years years,,,,,,
715514,"CZK 9,990",50.07209666666,14.46993805555,"28. pluku, Prague - Vršovice",Studio,Good,29 m²,"CZK 2,874","CZK 12,864",Personal,Brick building,Furnished,5,No,No,Yes,No,No,Yes,No,,,,,D,65,536,127,372,178,141,442,314,717,100,,,,,"CZK 12,864

                                
                                
                
i",,,
706562,"CZK 27,000",50.08773,14.40913,"U Lužického semináře, Prague - Malá Strana",3 bedroom with open-plan kitchen,Excellent,70 m²,"CZK 6,000","CZK 33,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,11. 05. 2022,,,,G,,,,,,,,,,,,,Yes,,,Luka Residential s.r.o.,Luka Living Rental apartments,DČ1
712480,"CZK 22,000",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",2 bedroom,Excellent,42 m²,CZK 133,"CZK 44,000",Personal,Other,Furnished,13,No,No,Yes,No,Yes,Yes,Yes,22. 07. 2022,,,,A,,,,,,,,,,,,,Yes,,,Luka Residential s.r.o.,Luka Living Rental apartments,1301
714237,"CZK 36,000",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",2 bedroom with open-plan kitchen,Excellent,94 m²,CZK 133,"CZK 72,000",Personal,Other,Furnished,11,No,Yes,Yes,No,Yes,Yes,Yes,10. 07. 2022,,,,A,,,,,,,,,,,,,Yes,,,Luka Residential s.r.o.,Luka Living Rental apartments,1115
714245,"CZK 15,900",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",Studio,Excellent,31 m²,CZK 133,"CZK 31,800",Personal,Other,Unfurnished,11,Yes,No,Yes,No,Yes,Yes,No,25. 06. 2022,,,,A,,,,,,,,,,,,,Yes,,,Luka Residential s.r.o.,Luka Living Rental apartments,1103
714255,"CZK 30,000",50.07202,14.44518,"Francouzská, Prague - Vinohrady",Studio,Excellent,40 m²,CZK 133,"CZK 60,000",Personal,Brick building,Unfurnished,1,No,Yes,No,No,No,No,No,14. 04. 2022,,,,A,,,,,,,,,,,,,Yes,,,Luka Residential s.r.o.,Luka Living Rental apartments,F003
693943,"CZK 10,990",50.07832805555,14.48644305555,"Názovská, Prague - Strašnice",Studio,New build,38 m²,"CZK 2,223","CZK 13,213",Personal,Brick building,Furnished,4,Yes,No,No,No,No,Yes,No,,,,,C,190,611,267,287,136,220,599,802,515,31,,,Yes,,"CZK 13,213

                                
                                
                
i",,,
671752,"CZK 13,850",50.10608,14.4905,"Drahobejlova, Prague - Libeň",Studio,Excellent,30 m²,CZK 950,"CZK 25,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,Yes,No,17. 04. 2022,,,,C,184,143,6,326,135,425,130,356,84,98,,,,,,,,
715505,"CZK 15,500",50.05001,14.48432,"Střimelická, Prague - Záběhlice",3 bedroom,Excellent,69 m²,"CZK 8,400","CZK 60,000",Personal,Brick building,Furnished,3,Yes,No,Yes,No,No,Yes,No,01. 07. 2022,,,,G,102,553,211,495,293,"1,490",341,109,904,40,,,,,,,,
715009,"CZK 17,000",50.06318,14.42534,"Krokova, Prague - Nusle",2 bedroom,Excellent,50 m²,"CZK 5,000","CZK 22,000",Personal,Brick building,Furnished,4,No,No,No,No,No,Yes,No,02. 05. 2022,,,,G,354,700,335,370,357,497,364,241,366,274,,,,,,,,
498022,"CZK 12,000",50.047703,14.431007,"Kaplická, Prague - Podolí",Studio,Excellent,34 m²,"CZK 2,500","CZK 20,000",Personal,Prefab concrete building,Partially furnished,3,No,No,No,Yes,No,Yes,No,18. 04. 2022,Premium materials and solutions,District heating,Overall,C,279,919,252,610,314,691,295,384,662,117,Middle floor,,,,,,,
661112,"CZK 11,000",50.07518,14.41415,"Rašínovo nábřeží, Prague - Nové Město",1 bedroom with open-plan kitchen,Good,69 m²,"CZK 1,000","CZK 15,000",Personal,Brick building,Furnished,-1,No,No,No,No,No,No,No,01. 05. 2022,,,,,81,379,150,407,21,469,292,486,780,413,,,,,,,,
715500,"CZK 29,000",50.04711,14.30195,"Svitákova, Prague - Stodůlky",3 bedroom with open-plan kitchen,New build,100 m²,"CZK 9,000","CZK 40,000",Personal,Other,Partially furnished,1,No,No,No,No,No,No,No,08. 08. 2022,,,,B,334,243,49,247,"1,107","1,075",702,863,160,,,,,,,,,
